Item ID,Item Description, Item Charge 
3612645,BIT DRILL 35MM 71362935, $459.00 
3612646,STEM POROUS SZ 12 71306612," $6,612.00 "
3612647,LAPROSCOPIC GASTRIC BANDING, $532.50 
3612648,LAPROSCOPIC GASTRIC BANDIN/MIN, $54.00 
3612649,COMPONENT FEMORAL SZG," $4,968.00 "
3612650,PINS KNEE STERILE 76502038," $1,815.00 "
3612651,STEM #11 60171140A," $4,900.00 "
3612652,LINER 40MM/OD 6230040F," $2,850.00 "
3612653,HEAD CTAPER 40MM 064075," $2,475.00 "
3612655,STEM 13MM 786213," $7,185.00 "
3612656,TFN 11MMX320MM 456413S," $3,344.00 "
3612657,BASKET STONE HELICAL NO TIP, $572.00 
3612658,LINER ELEVATED SZ36 6410036E," $2,100.00 "
3612659,FEMUR HEAD FZ 248002," $2,600.00 "
3612660,BIOTENODESIS SCREW 5.5X15MM," $1,260.00 "
3612661,BIOTENODESIS SCREW 4.75X15MM," $1,380.00 "
3612662,NAIL HUMERAL 10X290 04001238S," $3,500.00 "
3612663,SCREW LOCKING CANN 45MM, $755.00 
3612664,PLATE PROXIMAL TIBIAL 4H LT," $2,780.00 "
3612665,SCREWDRIVER KIT 355002, $240.00 
3612666,EXTENSION KIT 3708120," $2,085.00 "
3612667,GENESIS PATELLA COMPONENT 35MM," $1,709.00 "
3612668,LEGION FEMORAL WEDGE 10X5 SZ 6," $2,862.00 "
3612669,LEGION FEMORAL WEDGE 5X10MM," $2,862.00 "
3612670,LEGION OFFSET COUPLER 2MM," $2,835.00 "
3612671,TIBIAL NAIL 10X315MM 04004443S," $2,743.00 "
3612672,EXPANDER TISSUE BREAST LOW PRO," $2,940.00 "
3612673,GENESIS ART INSERT 21MM SZ 3-4," $3,249.00 "
3612674,CANNULATED DRILL BIT 10MM," $1,663.00 "
3612675,LEGION FEMORAL COMPON SZ 6 RT," $12,422.00 "
3612676,CUP ACETABULAR BHR 54MM," $9,694.00 "
3612677,HEAD FEMORAL BHR 46MM 74121146," $6,681.00 "
3612678,LEGION FEMORAL WEDGE 5MMX5MM," $2,862.00 "
3612679,TROCAR BLUNT TIP 10MM, $690.00 
3612680,DISTAL FEMUR LISS PLATE 13H," $3,194.00 "
3612681,IMPLANT BREAST 550CC 3545501," $2,775.00 "
3612682,LOCKING SCREW F/T 5X95 13H, $687.00 
3612683,T2 FEMORAL NAIL 13X340MM," $2,808.00 "
3612684,MAGNUM NEEDLES 18X20CM MN1820, $59.00 
3612685,MAGNUM NEEDLES 18X25CM MN1825, $59.00 
3612686,UCSS SCREW 38MM 873138," $1,864.00 "
3612687,KIT LEADS 377875," $3,790.00 "
3612688,NAIL EX/285MM TIBIAL CANN 13MM," $2,743.00 "
3612689,RESTORE PRIME ADV GENERATOR," $20,000.00 "
3612690,FEMORAL BONE AUGM BLOCK 5MM #5," $2,947.00 "
3612691,FLUTED STEM EXTENDER 10X155MM," $2,007.00 "
3612692,TOTAL STABIL OFFSET ADAPTER 4M," $2,855.00 "
3612693,FEMORAL KNEE STABILIZER LT #5," $10,386.00 "
3612694,KNEE STABILIZER TIBIAL TRAY #3," $4,998.00 "
3612695,TIBIAL AUGMENTATION 10MM #3," $3,072.00 "
3612696,TOTAL STABILIZER TIBIAL BEARIN," $2,991.00 "
3612697,FLUTED STEM EXTENDER 11X155MM," $2,007.00 "
3612698,SCREW 60MM SYNTHES 458960S, $847.00 
3612699,TUBES ACTIVENT ANTIMICROBIAL, $60.00 
3612700,CATH INTRATHEC CLSD-TIP INDURA," $1,800.00 "
3612701,IMPLANT BREAST 350CC 3502350," $2,010.00 "
3612702,INJ COAPTITE 1ML SYRING 890300," $1,480.00 "
3612703,NEEDLE RIGID COAPTITE A90304, $180.00 
3612704,BIOSUTURETAK DISP KIT AR1934DS, $640.00 
3612705,SUTURELASSO 90D AR40659OW, $520.00 
3612706,CANNULA INSTRUMENT 7MM AR6550, $100.00 
3612707,SUTURELASSO 45D AR4065W, $520.00 
3612708,PLIF 14MM 282014," $4,200.00 "
3612709,COMPONENT FEMORAL #7L 715107L," $4,800.00 "
3612710,FEMORAL HEAD 36MM 80183603," $2,394.00 "
3612711,SHELL 54MM 62025422," $4,151.00 "
3612712,INTRODUCER 16F DENVER SHUNT, $256.00 
3612713,DENVER PLEURAL EFFUSION SHUNT," $2,198.00 "
3612714,FEMORAL COMPONENT LT 59701301," $4,056.00 "
3612715,PIN STEINMAN 8 2/32 SINGLE, $18.00 
3612716,LENS 18.5 TECNI LENSES ZA9003, $580.00 
3612717,HOOK STRD BLADY LEGACY SMALL," $1,695.00 "
3612718,REVISION KIT 355010," $1,160.00 "
3612719,LITHOTRIPTER PROBE 9 FR E49F," $1,047.00 "
3612720,LITHOTRIPTER PROBE 3 FR E43F," $1,060.00 "
3612721,LITHOTRIPTER PROBE 5 FR E45F, $958.00 
3612722,LITHOTRIPTER PROBE 2 FR E42F," $1,047.00 "
3612723,ARTICULAR SURFACE SZ YELLOW 20," $2,813.00 "
3612724,TIBIAL STEMMED COMPONENT SZ 4," $4,165.00 "
3612725,FLUTED STEM EXTENSION 16X75MM," $2,687.00 "
3612726,FEMORAL COMPONENT SZ D LEFT," $12,600.00 "
3612727,FLUTED STEM EXT LONG 16X130MM," $2,295.00 "
3612728,FEMORAL COMPONENT SZ 9," $3,612.00 "
3612729,GORETEX SUTURE CV-O 0N07A, $100.00 
3612730,HUMERAL NAIL 7X250MM," $3,500.00 "
3612731,IMPLANT BREAST 275CC," $2,010.00 "
3612732,SCREW CORTEX 2.7X18MM 402818, $127.00 
3612733,LINER TRILOGY 60MM 63056036," $2,828.00 "
3612734,ROD LEGACY 4CM CUT 9690070," $1,078.00 "
3612735,LEMAITRE VALVUTOMES 100090," $2,097.00 "
3612736,PLATE DISTAL TIBIA 238701," $2,636.00 "
3612737,V40 FEMORAL HEAD 62609136," $1,700.00 "
3612738,TRIDENT X3 10 DEGREE INSERT," $2,850.00 "
3612739,RST GAP RING ACETABULAR SHELL," $4,910.00 "
3612740,RESTORATION GAP PLATE SCREW 35, $495.00 
3612741,RESTORATION GAP PLATE SCREW 40, $495.00 
3612742,HYDROSET 397010," $6,001.00 "
3612743,FEMORAL PERIAPATITIE #11 RT," $4,800.00 "
3612744,FEMORAL PERI-APATOTE #9 LT," $4,800.00 "
3612745,REFLEX HYBIRD PLATE 16MM," $2,409.00 "
3612746,NAIL TRIGEN HINDFOOT 10X16CM," $4,452.00 "
3612747,SCREW POLYAXIAL 6.2X45MM," $2,430.00 "
3612748,SCREW SET 12VUSP01, $480.00 
3612749,EXPANDER TISSUE BREAST LOW PRO," $2,940.00 "
3612750,FEMORAL COMPONENT SZ 11," $4,368.00 "
3612751,STEM HFX #9 60700935A," $2,850.00 "
3612752,TIBAL LOCKING CLIP 522066," $1,160.00 "
3612753,TIBIAL ARTICULAR SURFACE," $5,674.00 "
3612754,PIN NITINOL GUIDE 1.1MM AR1249, $84.00 
3612755,PIN DRILL TIP GUIDE 2.4MM, $128.00 
3612756,TIBIAL HEAD 3.5X28MM 78952803, $512.00 
3612757,STEM LM 14 78621430," $8,096.00 "
3612759,TIBIAL NAIL 10MMX390MM," $2,743.00 "
3612760,FEMORAL STEM 15 78621530," $8,096.00 "
3612761,SUTURELASSO 25D CRV AR406825TL, $560.00 
3612762,RECONSTRUCTION SCREW 6.4X70MM," $1,190.00 "
3612763,RECONSTRUCTION SCREW 6.4X75MM," $1,190.00 "
3612764,RECONSTRUCTION SCREW 6.4X85MM," $1,190.00 "
3612765,SYSTEM LAP BAND VG B2250," $6,472.00 "
3612766,SYSTEM LAP BAND 10.0 B2220," $6,472.00 "
3612767,SYSTEM LAP BAND 9.75 B2210," $7,590.00 "
3612768,KIT ACESS PORT 9-75-10 B2101," $1,785.00 "
3612769,KIT ACESS PORT VG BAND B2104," $2,475.00 "
3612770,KIT TUBIN ACCESSORY LAP B20401, $500.00 
3612771,DRILL BIT 4.5X195MM 480619545, $308.00 
3612772,APEX PINS 6X150 50217150, $559.00 
3612773,CAP REDUCER MULTISEAL 3.5MM, $19.00 
3612774,TROCAR XCEL 15MM B15LT, $139.00 
3612775,APEX PINS 6X 200 50217200, $559.00 
3612776,REFLEX HYBRID PLATEMM 48651114," $2,400.00 "
3612777,IMPLANT BREAST 325CC 3502325," $2,010.00 "
3612778,STENT URETERAL 4.7FRX26CM, $427.00 
3612779,FEMORAL NAIL RETRO/ANTE 14X360," $3,131.00 "
3612780,DRILL BIT THREE-FLUTED 5.0MM, $771.00 
3612781,STARDRIVE LOCKING SCREW 32MM, $834.00 
3612782,FEMORAL NAIL RETROGRADE 65MM," $1,681.00 "
3612783,APPLICATOR ENDOSCOPIC 1500181, $186.00 
3612784,OSTEOTOMY SYSTEM SCREW 4.5X46, $636.00 
3612785,OSTEOTOMY SYSTEM L-PLATE 8MM," $1,665.00 "
3612786,POLYAXIAL SCREW LP 40MM," $2,430.00 "
3612787,POLYAXIAL SCREW LP 35MM," $2,430.00 "
3612788,GLENOID PEGGED #5 53616105," $2,795.00 "
3612789,COMPONENT HUMERAL DISTAL," $6,562.00 "
3612790,C-TAPER HEAD 32MMX2.5MM," $1,700.00 "
3612791,TIBIA PLATE FRESH FROZEN," $1,821.00 "
3612792,DRILL BIT 5.0X330MM," $1,017.00 "
3612793,REAMER HEAD STERILE 14.0MM," $1,230.00 "
3612794,FEMORAL NAIL RETROGRADE 80MM," $1,681.00 "
3612795,DRIVE SHAFT SEAL-STERILE, $80.00 
3612796,CHRONOS GRANULES LARGE," $2,067.00 "
3612797,RIA TUBE ASSEMBLY 520MM," $1,572.00 "
3612798,FEMORAL NAIL RETRO/ANTE 14X340," $3,131.00 "
3612799,POSTERIOR ATRICULAR INSERT," $2,457.00 "
3612800,PATELLAR COMPONENT 32MM," $1,709.00 "
3612801,TRIDENT INSERT 36MM E 6231036E," $2,850.00 "
3612802,D/FEMORAL BONE AUGMENT 5MM #7," $2,947.00 "
3612803,POST FEMORAL BONE AUG 5MM #7," $2,947.00 "
3612804,FEMORAL COMPONENT #7 764107L," $10,386.00 "
3612805,FLUTED STEM EXTENDER 16X80MM," $2,007.00 "
3612806,FLUTED STEM EXTENDER 15X80MM," $2,007.00 "
3612807,L/SCREW SELF DRILLING 2.4X12MM, $220.00 
3612808,SCREW SELF DRILLING 2.4X10MM, $216.00 
3612809,EXPRESS TRAY ADDITIONAL FRACTU," $4,339.00 "
3612810,EXPRESS TRAY FIRST FRACTURE," $6,446.00 "
3612811,DISPOSABLE BATTERY 501010, $360.00 
3612812,TIBIAL STABLIZER #5 774005," $4,998.00 "
3612813,STERNA LOCK X PLATE 8H 712623," $2,000.00 "
3612814,CREAMIC C TAPER HEAD 36MM," $2,475.00 "
3612815,MICRO BIO SUTURE TAK 2.4X6 5MM, $784.00 
3612816,PASTE DBX 5CC 028050," $2,778.00 "
3612817,TIBIAL BEARING INSERT 10MM," $2,991.00 "
3612818,HUMERAL STEM 9X130MM 43000913," $6,200.00 "
3612819,HUMERAL HEAD 40X18MM 43004018," $3,134.00 "
3612820,HEAD HUMERAL OFFSET 40/15MM," $3,730.00 "
3612821,STENT URETERAL 4.6FX24CM B3836, $344.00 
3612822,STENT URETERAL 4.6FX26CM B3837, $344.00 
3612823,STENT URETERAL 4.6FX28CM B3838, $344.00 
3612824,STENT URETERAL 6.0X24CM B3856, $344.00 
3612825,STENT URETERAL 6.0FX26CM B3857, $344.00 
3612826,STENT URETERAL 6.0FX28CM B3858, $344.00 
3612827,ACCORD PLATE 150MM 71346150," $2,000.00 "
3612828,DERMA MATRIX 2CX4CM 010204, $864.00 
3612829,FEMORAL COMPONENT SZ 15," $4,450.00 "
3612830,FEMORAL NAIL 10X380MM," $3,221.00 "
3612831,LCP DISTAL RADIUS PLATE 4H," $2,411.00 "
3612832,CANNULATED LOCKING SCREW 7X80M," $1,116.00 "
3612833,CANNULATED TIBIAL NAIL 11X285M," $2,743.00 "
3612834,LCP CONDYLAR PLATE 4.5X278MM," $2,885.00 "
3612835,CANNULATED TIBIAL NAIL 11X330M," $2,743.00 "
3612836,PROFIX TIB INSERT SZ 4 LT 20MM," $2,295.00 "
3612837,FEMORAL HEAD 12/14 TAPER 28MM," $3,640.00 "
3612838,FEMORAL COMPONENT SZ 14 RT," $13,446.00 "
3612839,10 DEGREE POLYETHLENE INST 32M," $2,100.00 "
3612840,ACETABULAR SHELL PSL 5421148D," $2,400.00 "
3612841,LINER SHELL 28X57MM 71322057," $2,385.00 "
3612842,FEMORAL HEAD 28MM8 71302808," $2,688.00 "
3612843,HOOK PEDICLE LARGE 7541104," $2,243.00 "
3612844,PLATE CERVICAL ANTERIOR 28MM," $2,320.00 "
3612845,IMPLANT EYELID GOLD 1.0GM," $1,020.00 "
3612846,RASP HELIOCOIDAL 3.2M MED, $419.00 
3612847,SCREW LOCKING 4.0X46MM, $834.00 
3612848,NAIL HUMERAL CANNULATED," $3,500.00 "
3612849,STEM EXTENTSION 12X130MM," $2,583.00 "
3612850,BLOCK TIBIAL 15MM 59880438," $2,350.00 "
3612851,SCREW 40MM SYNTHES 02226140," $1,253.00 "
3612852,TIBIAL INSERT #7 14MM," $2,991.00 "
3612853,TIBIAL STABILIZER TRAY #7 TS," $4,998.00 "
3612854,DISTAL FEMORAL BONE #7 10MM," $2,947.00 "
3612855,PRESSFIT STEM EXTENDER 21X80MM," $2,461.00 "
3612856,PRESSFIT STEM EXTENDER 17X80MM," $2,461.00 "
3612857,PROFIX TIBIA STEM 4 DEG 16X200," $2,142.00 "
3612858,PROFIX TIB INSERT SZ 5 RT 16MM," $2,070.00 "
3612859,TROCH FIXATION NAIL 11X135MM," $2,541.00 "
3612860,LARYNGEL STENT ADULT LARGE, $380.00 
3612861,LARYNGEL STENT ADULT MEDIUM, $380.00 
3612862,FEMORAL NAIL RETRO/ANTE 12X420," $3,131.00 "
3612863,SHELL LINER 3.5X40MM 63056240," $2,400.00 "
3612864,ACETABULAR SHELL TM 62MM," $3,080.00 "
3612865,FEMORAL HEAD 40MM 80184004," $2,487.00 "
3612866,LOCKING SCREW 5.0X48MM 458948S, $847.00 
3612867,PROX TIBIA PLATE 8H/LT 4.5X178," $2,846.00 "
3612868,DRILL BIT 3.2X130MM 31032S, $429.00 
3612869,REVISION TIB BASEPLATE SZ 4 LT," $5,112.00 "
3612870,LEGION PRESSFIT STEM 15X120MM," $2,628.00 "
3612871,POSTERIOR STABILI COMP SZ 5 LT," $4,068.00 "
3612872,POSTERIOR INSERT SZ3-4 15MM," $2,457.00 "
3612873,PLATE VOLAR EXTRA ARTICULAR," $2,276.00 "
3612874,MORCELLEX TISSUE MORCELLATOR," $2,354.00 "
3612875,STEM SYNERGY 15 71309115," $7,020.00 "
3612876,SCREW 85MM SYNTHES 04005675S, $834.00 
3612877,NAIL CANN 12X240 04008228S," $2,918.00 "
3612878,REAMER CANN 17MM 357394," $2,101.00 "
3612879,DRILL BIT THREE-FLUTED 4.5X195, $519.00 
3612880,FEMUR RT SZ G 59701702," $4,241.00 "
3612881,ELASTIC NAIL 3.5X440MM 475935," $1,208.00 "
3612882,GAMMA 3 SET SCREW 8X17.5MM, $734.00 
3612883,TROCH NAIL 11X180MM 31301180S," $2,513.00 "
3612884,CAPTURED RECON SCREW 6.4X100MM," $1,190.00 "
3612885,TROCH/ANTE NAIL 13MMX38CM," $3,801.00 "
3612886,FEMORAL NAIL 10X38CM 71633238," $3,071.00 "
3612887,ENDOSCOPIC TROCAR 5MM D5LT, $76.00 
3612888,FLUTED STEM EXTENDER 17X80MM," $2,007.00 "
3612889,DISTAL FEM AUG BLOCK 5MM #11," $2,947.00 "
3612890,TIBIAL BEARING STAB INSERT 14M," $2,991.00 "
3612891,TIBIAL KNEE STABILIZER #9," $4,998.00 "
3612892,FEMORAL KNEE STABILIZER #11 RT," $10,386.00 "
3612893,DRILL BIT 4.5X130MM 31045, $265.00 
3612894,RIGID SCREW 4.5X14MM 110634, $500.00 
3612895,LEGACY SCREW 7.5X55MM 76447555," $2,013.00 "
3612896,LEGACY SCREW 7.5X50MM 76447550," $2,902.00 "
3612897,TROCAR DILATE TIP 12MM D12LT, $116.00 
3612898,NAIL TI CANNULATED TIBIAL 13MM," $2,743.00 "
3612899,DRILL BIT 3.2MM THREE-FLUTED," $1,011.00 "
3612900,STONE CATCHER W/TUBING 840750, $287.00 
3612901,ULTRASONIC PROBE 3.3X403MM," $1,556.00 "
3612902,ULTRASONIC PROBE 3.3X330MM," $1,588.00 "
3612903,PNEUMATIC PROBE .89X940MM," $1,194.00 "
3612904,PNEUMATIC PROBE 1.0X570MM, $918.00 
3612905,PNEUMATIC PROBE 1.0X497MM, $918.00 
3612906,MONOBLOCK SHELL 52 72605228," $4,809.00 "
3612907,TROCAR OPTIVIEW 11MM B11LT, $116.00 
3612908,HUMERAL HEAD 21X52MM 43025221," $3,686.00 "
3612909,FEMORAL NAIL 11X420MM," $3,221.00 "
3612910,PLATE LCP SMALL FRAGMENT 8H," $1,178.00 "
3612911,UHR UNIVERSAL HEAD UH14122," $1,800.00 "
3612912,NAIL TIBIAL 9X405 04004361S," $2,743.00 "
3612913,15CC MICRO-MORSEL CANN 1-4MM," $2,030.00 "
3612914,BONE GRAFT SUB STRIP 25X50X8MM," $2,402.00 "
3612916,PACK FACE COMPRESS BLUE GEL, $78.00 
3612917,TRACAR BLUNT TIP 10/12MM H12LP, $122.00 
3612918,LCP METAPHYSEAL PLATE 3.5MM 6H," $2,456.00 "
3612919,FEMORAL NAIL 13X420MM," $3,221.00 "
3612920,CHARGING SYSTEM 37752," $3,000.00 "
3612921,EXTENSION KIT 3708140," $1,980.00 "
3612922,LPS FLEX ARTICULAR SURFACE," $2,596.00 "
3612923,KNEE STABILIZER POSTERIOR 14MM," $2,337.00 "
3612924,PATELLAR COMPONENT 10X41MM," $2,228.00 "
3612925,TIBIAL ARTICULAR SURFACE 9MM," $2,197.00 "
3612926,CANNULA DUAL LUMEN DUPLOTIP, $187.00 
3612927,TIBIAL BEARING INSERT 16MM," $2,991.00 "
3612928,STABILIZER FEMORAL COMP #9 RT," $10,386.00 "
3612929,TIBIAL TRAY #11 774011," $4,998.00 "
3612930,FLUTED STEM EXTENDER 17X155MM," $2,007.00 "
3612931,SUTURE PDS II SZ 2 27L Z807T, $14.00 
3612932,POST SCREW LONG 6.5X45MM," $1,761.00 "
3612933,STANDARD POST SCREW 6.5X45MM," $1,488.00 "
3612934,HEX NUT 9MM 48912510, $341.00 
3612935,LORDOTIC PLATE 40MM 48912040," $2,489.00 "
3612936,STABILIZER OFFSET ADAPTER 2MM," $2,855.00 "
3612937,DISTAL AUGEMENT BLOCK 5MM #9," $2,947.00 "
3612938,DISTAL AUGEMENT BLOCK 15MM #9," $2,947.00 "
3612939,POSTERIOR AUGMENT BLOCK 5MM #9," $2,947.00 "
3612940,SUTURELASSO SD 450 CURVE KIT, $560.00 
3612941,OSSATURA 802615," $2,355.00 "
3612942,ACETAB LOGEVITY LINER 36X35 MM," $2,400.00 "
3612943,VENTRICAL CATHETER KIT 823072," $2,676.00 "
3612944,WIRE K-WIRE W/WIRE GUIDE 0.062, $14.00 
3612945,WIRE K-WIRE W/WIRE GUIDE 0.045, $14.00 
3612946,WIRE K-WIRE W/GUIDE 0.9MM, $14.00 
3612947,BLADE MICRO SAGITTAL SAW, $44.00 
3612948,BLADE MICRO SAGITTAL SAW, $62.00 
3612949,LOCKING SCREW 3.5X20MM COL3200, $280.00 
3612950,LOCKING SCREW 3.5X16MM COL3160, $280.00 
3612951,SCREW 3.522MM CO3220, $240.00 
3612952,CLAVICLE PLATE PLCL6SR," $2,085.00 "
3612953,DRILL BIT 2.8MM MSDC28, $456.00 
3612954,ARTICULAR SURFACE LPS FLEX 14M," $2,700.00 "
3612955,SCREW CANNULATED CONICAL, $663.00 
3612956,XIA ROD 50MM 665050, $983.00 
3612957,XIA ROD 40MM 665040, $983.00 
3612958,XIA LOCKING SCREW 03756230, $320.00 
3612959,XIA SCREW 5.5X45MM 03821545," $2,876.00 "
3612960,XIA SCREW 5.5X40MM 03821540," $2,876.00 "
3612961,XIA SCREW 6.5X35MM 03821635," $2,876.00 "
3612962,FEMORAL NAIL 12X280MM STERILE," $3,131.00 "
3612963,FIBERCHAIN AR7270, $300.00 
3612964,BIO SWIVELOCK AR2323BSL," $1,500.00 "
3612965,IZ PERCONNECT (TM) CX 21CMX2MM," $17,435.00 "
3612966,IMHS NAIL 135 DEGREE 10X21CM," $2,693.00 "
3612967,BIOTENODESIS DISP KIT AR1676DS, $780.00 
3612968,SYSTEM CMENT DELIVERY KPCDS100," $1,116.00 "
3612969,COREASSURE BIOPSY KPCA110201, $444.00 
3612970,CEMENT PMMA KPPAR003, $876.00 
3612971,BAND ANNOPLASTY 4625 34MM," $4,456.00 "
3612972,REFLEX HYBRID PLATE 16MM," $2,400.00 "
3612974,SCREW ZEPHIR VARIABLE 3.5MM," $1,396.00 "
3612975,FEMORAL NAIL 10X320MM LT," $3,221.00 "
3612976,FEMORAL COMPONENT SZ D RT," $12,600.00 "
3612977,SUTURE VICRYL PLUS 2 VCP849G, $32.00 
3612978,SUTURE VICRYL PLUS 2-0 VCP363H, $7.00 
3612979,SUTURE VICRYL PLUS 0 VCP340H, $7.00 
3612980,SUTURE VICRYL PLUS 2-0 VCP339H, $7.00 
3612981,SUTURE VICRYL PLUS 3-0 VCP338H, $7.00 
3612982,SUTURE VICRYL 4-0 PS-1 VCP935H, $16.00 
3612983,SUTURE VICRYL PLUS 1 VCP353H, $7.00 
3612984,SUTURE VICRYL PLUS 1-0 VCP341H, $7.00 
3612985,SUTURE VICRYL 0 8-18CT VCP752D, $46.00 
3612986,SUTURE VICRYL PLUS  0 VCP740D, $46.00 
3612987,SUTURE VICRYL PLUS 2-0 VCP739D, $46.00 
3612988,SUTURE VICRYL PLUS 3-0 VCP864D, $46.00 
3612989,SUTURE VICRYL PLUS 0 VCP467H, $8.00 
3612990,SUTURE VICRYL PLUS 2-0 VCP478H, $8.00 
3612991,SUTURE VICRYL PLUS 1 VCP741D, $48.00 
3612992,NAIL TROCH FIXATION 11X380MM," $3,344.00 "
3612993,WIRE BALL TIPPED 3X1000, $563.00 
3612994,STEM OMNIFIT #5A 60170525A," $4,900.00 "
3612995,SCREW POLYAXIAL 40MM," $2,430.00 "
3612996,SCREW POLYAXIAL 45MM," $2,430.00 "
3612997,SCREW POLYAXIAL 35MM VUSP6235," $2,430.00 "
3612998,SCREW MALIBU POLYAXIAL 126550," $2,460.00 "
3612999,SCREW MALIBU POLYAXIAL 126540," $2,460.00 "
3613000,SCREW MALIBU POLYAXIAL 126545," $2,460.00 "
3613001,MICRO SUTURELASSO SMALL CURVE, $560.00 
3613002,KIT BIOTENODESIS DISP AR1970DS, $600.00 
3613003,SCREW SET VUSPO1, $480.00 
3613004,INSERT 21MM #5 7230521," $2,356.00 "
3613005,STEM POROUS HA SZ 16 71309116," $7,020.00 "
3613006,SCREW POLYAXIAL 6.75X50MM," $3,000.00 "
3613007,CAP 120010," $1,020.00 "
3613008,ROD CONTOURED 5.5X60MM 121060, $720.00 
3613009,SCREW POLYAXIAL 7.040MM," $2,775.00 "
3613010,ROD 5.5X450MM 12TG55450," $1,700.00 "
3613011,DRILL BIT STRYKER J LATCH 50MM, $515.00 
3613012,SCREW LOCKING W/DRIVE 18MM," $1,531.00 "
3613013,SCREW LOCKING W/DRIVE 16MM," $1,531.00 "
3613014,SCREW LOCKING W/DRIVE 14MM," $1,531.00 "
3613015,SCREW LOCKING W/DRIVE 12MM," $1,531.00 "
3613016,SCREW LOCKING W/DRIVE 10MM," $1,531.00 "
3613017,SCREW LOCKING W/DRIVE 8MM," $1,531.00 "
3613018,SCREW LOCKING W/DRIVE 6MM," $1,531.00 "
3613019,SCREW LOCKING W/DRIVE 5MM," $1,531.00 "
3613020,TEMPLATE BENDING LOCKIN 6X24X6, $234.00 
3613021,TEMPLATE BENDING 5X22X5, $234.00 
3613022,TEMPLATE BENDING 4X20X4, $234.00 
3613023,PLATE LOCKING 6X24X6 HOLE," $3,843.00 "
3613024,PLATE LOCKING 5X22X5 HOLE," $3,843.00 "
3613025,PLATE LOCKING 4X20X4 HOLE," $3,455.00 "
3613026,PLATE LOCKING LEFT 6X21 HOLE," $2,989.00 "
3613027,TEMPLATE BENDIN 6X21 HOLE LEFT, $227.00 
3613028,TEMPLATE BENDING 6X21 HOLE RIG, $227.00 
3613029,PLATE LOCKING RIGHT 6HX22H," $2,989.00 "
3613030,PLATE LOCKING TI 2.0MM 4 HOLE," $1,134.00 "
3613031,PLATE LOCKING TI 2.0MM 6 HOLE," $1,235.00 "
3613032,PLATE LOCKING TI 2.0MM 4 HOLE," $1,134.00 "
3613033,PLATE LOCKING 2.0MM 6 HOLE," $1,235.00 "
3613034,PLATE ADPT TI 2.0 LOCKING 12H," $1,512.00 "
3613035,TENSION BAND PRE BENT 4H RIGHT," $1,326.00 "
3613036,TENSION BAND PRE BENT 4H LEFT," $1,326.00 "
3613037,PLATE LOCKING 2MM TI 12 HOLE," $1,627.00 "
3613038,PLATE CVDSTRUT 8H MALLEABLE," $1,748.00 "
3613039,PLATE ANGLE COMPRESSION 6H LOC," $1,623.00 "
3613040,PLATE ANGLE COMPRESSION 8H LOC," $1,748.00 "
3613041,PLATE CRESCENT 5 HOLE LOCKING," $1,459.00 "
3613042,PLATE CRESCENT 7 HOLE LOCKING," $1,553.00 "
3613043,PLATE LARGE LOCKING 2.0 3X3H," $1,638.00 "
3613044,PLATE LARGE LOCKING 2MM 6 HOLE," $1,638.00 "
3613045,PLATE LOCKING 2MM LARGE 12HOLE," $1,876.00 "
3613046,PLATE LARGE LOCKING 2MM 20HOLE," $2,586.00 "
3613047,PLATE LOCKING CRESCENT 3X3HOLE," $2,253.00 "
3613048,PLATE LARGE LOCKING 2MM 3X3 H," $2,253.00 "
3613049,PLATE LARGE LOCKING 2MM 4X4 H," $2,440.00 "
3613050,TEMPLATE BENDING 3X3 CRESENT, $219.00 
3613051,TEMPLATE BENDING 4X4 ANGLED, $210.00 
3613052,TEMPLATE BENDING LARGE 20 HOLE, $221.00 
3613053,TEMPLATE BENDING 20H MANDIBLE, $221.00 
3613054,PLATE EXTRA LOCKING 2.0M 20H," $2,715.00 "
3613055,PLATE EXTRA LOCKING 2.0M 12HOL," $1,966.00 "
3613056,DRILL BIT 1.1X110MM 317335, $515.00 
3613057,ACTIVATION INSTRUMENT 1.7MM," $1,092.00 "
3613058,CANNULATED SCREW 7.3X32X95MM, $981.00 
3613059,CANNULATED SCREW 7.3X32X105MM, $981.00 
3613060,CANNULATED SCREW 7.3X32X110MM, $981.00 
3613061,MESH 1.5 MANDIBLE B TYPE," $1,796.00 "
3613062,MESH 1.5 MANDIBLE C TYPE," $1,796.00 "
3613063,LCP DISTAL RADIUS PLATE 4H RT," $2,276.00 "
3613064,10.0 LOW PROFILE SYSTEM," $6,390.00 "
3613065,ACCESS PORT KIT LOW PROFILE," $1,935.00 "
3613066,ROD SILHOUETTE 200MM," $1,096.00 "
3613067,ACRYLIC RESIN KPPAR003TA," $1,060.00 "
3613068,SUTURE BIOFASTAK #2 AR13248F2," $1,040.00 "
3613069,NAIL HUMERAL 9X220MM 04001424S," $3,500.00 "
3613070,SCREW STARDRIVE 18MM 04005408S, $834.00 
3613071,PLATE 3 HOLE 242461," $2,276.00 "
3613072,SCREW BIOTENODESIS 9X23MM," $1,260.00 "
3613073,SCREW BIOTENODESIS 8X12MM," $1,260.00 "
3613074,SCREW BIOTENODESIS 7X10MM," $1,380.00 "
3613075,SCREW BIOTENODESIS 6.25X15MM," $1,380.00 "
3613076,FEMORAL STEM SZ 11 120MM," $4,501.00 "
3613077,REFLEX HYBRID PLATE 28MM," $2,530.00 "
