Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
750000018,"HC UPPER GI ENDOSCOPY,CTRL BLEED",43255," $2,331.67 "," $2,331.67 "
761000350,HC ENDOSCOPIC ULTRASOUND EXAM,43259," $5,533.50 "," $5,533.50 "
761000351,"HC ERCP,DIAGNOSTIC",43260," $5,110.35 "," $5,110.35 "
761000352,"HC ERCP,BIOPSY",43261," $5,816.69 "," $5,816.69 "
761000353,"HC ERCP,SPHINCTEROTOMY",43262," $6,836.59 "," $6,836.59 "
761000354,"HC ERCP,SPHINCTER PRESS MEASURMT",43263," $4,383.40 "," $4,383.40 "
761000355,"HC ERCP,W/RMVL STONE,BIL/PANCR DUCTS",43264," $5,330.61 "," $5,330.61 "
761000356,"HC ERCP,W/DESTRUCTION,LITHOTRIPSY,STONE",43265," $5,977.27 "," $5,977.27 "
750000072,HC EGD ENDOSCOPIC STENT PLACE,43266," $9,057.58 "," $9,057.58 "
750000073,HC EGD LESION ABLATION,43270," $4,573.28 "," $4,573.28 "
750000020,"HC ENDOSCOPIC CANNULATION PAPILLA, ADD-ON",43273," $3,062.96 "," $3,062.96 "
750000078,HC ERCP DUCT STENT PLACEMENT,43274," $7,385.60 "," $7,385.60 "
750000074,HC ERCP REMOVE FORGN BODY DUCT,43275," $7,385.60 "," $7,385.60 "
750000075,HC ERCP STENT EXCHANGE W/DILATE,43276," $7,385.60 "," $7,385.60 "
750000076,HC ERCP EA DUCT/AMPULLA DILATE,43277," $7,385.60 "," $7,385.60 "
750000077,HC ERCP LESION ABLATE W/DILATE,43278," $7,385.60 "," $7,385.60 "
360000160,HC PLCMENT NG/OG TUBE BY PHYSICIAN,43752, $403.76 , $403.76 
761000847,HC CHANGE GASTROSTOMY TUBE PERCUT W/O GD,43760," $1,172.89 "," $1,172.89 "
360000161,HC REPOSITION GASTRIC FEEDING TUBE THRU DUODENUM,43761," $1,163.75 "," $1,163.75 "
761000364,"HC SMALL BOWEL ENDOSCOPY,PAST 2ND DUOD",44360," $3,689.00 "," $3,689.00 "
761000365,"HC SMALL BOWEL ENDOSCOPY,BIOPSY",44361," $4,349.22 "," $4,349.22 "
761000369,"HC SB ENDOSCOPY,W/CONTROL,BLEEDING",44366," $6,078.71 "," $6,078.71 "
761000370,"HC SMALL BOWEL ENDOSCOPY,ABLATE LESN",44369," $6,212.17 "," $6,212.17 "
761000372,"HC SB SCOPE,PLC PERCUT JEJUN TUBE",44372," $6,008.19 "," $6,008.19 "
761000374,"HC SB SCOPE,TO ILEUM,DIAGNOSTIC",44376," $2,696.23 "," $2,696.23 "
761000375,"HC SB SCOPE,TO ILEUM,BIOPSY",44377," $3,477.97 "," $3,477.97 "
750000021,"HC ILEOSCOPY THRU STOMA,DIAGNOSTIC",44380," $2,084.29 "," $2,084.29 "
750000022,"HC ILEOSCOPY THRU STOMA,BIOPSY",44382," $3,990.63 "," $3,990.63 "
750000023,HC SMALL BOWEL ENDOSCOPY,44384," $4,741.99 "," $4,741.99 "
750000024,HC ENDOSCOPY OF BOWEL POUCH,44385," $1,745.77 "," $1,745.77 "
750000025,"HC ENDOSCOPY, BOWEL POUCH, BIOPSY",44386," $2,251.38 "," $2,251.38 "
761000378,HC COLONOSCOPY THRU STOMA,44388," $3,008.71 "," $3,008.71 "
761000379,"HC COLONOSCOPY THRU STOMA,BIOPSY",44389," $2,235.10 "," $2,235.10 "
750000809,HC COLONOSCOPY STOMA W/RESECTION,44403," $3,661.88 "," $3,661.88 "
360000163,HC INTRO LONG GI TUBE,44500, $960.89 , $960.89 
360000165,HC DRAINAGE OF PELVIC ABSCESS,45000," $5,687.92 "," $5,687.92 "
761000385,HC BIOPSY OF RECTUM,45100," $3,175.25 "," $3,175.25 "
761000848,"HC PROCTOSIGMOIDOSCOPY,RIGID,DIAGNOS",45300," $1,383.38 "," $1,383.38 "
750000054,HC DIAGNOSTIC SIGMOIDOSCOPY,45330," $1,890.07 "," $1,890.07 "
750000055,HC SIGMOIDOSCOPY AND BIOPSY,45331," $2,594.24 "," $2,594.24 "
750000029,"HC SIGMOIDOSCOPY,FLEX,W/CONTROL,BLEEDING",45334," $2,505.27 "," $2,505.27 "
750000030,"HC SIGMOIDOSCOPY,FLEX,W/DIR SUBMUC INJECT",45335," $2,520.46 "," $2,520.46 "
761000387,"HC SIGMOIDOSCOPY,DECOMPRESS VOLVULUS",45337," $2,531.31 "," $2,531.31 "
750000031,"HC SIGMOIDOSCOPY,REMV LESN,SNARE",45338," $2,531.31 "," $2,531.31 "
750000033,"HC SIGMOIDOSCOPY,FLEX,W/DILAT,1/>STRICTURES",45340," $1,986.64 "," $1,986.64 "
761000388,HC SIGMOIDOSCOPY W/ENDOSCOPIC US EXAM,45341," $5,975.10 "," $5,975.10 "
761000389,"HC SIGMOIDOSCOPY,FINE NEEDL BX,US GDD",45342," $2,440.17 "," $2,440.17 "
750000032,HC SIGMOIDOSCOPY W/ABLATION,45346," $3,835.48 "," $3,835.48 "
750000806,HC SIGMOIDOSCOPY W/PLCMT STENT,45347," $5,594.26 "," $5,594.26 "
750000822,HC SIGMOIDOSCOPY W/RESECTION,45349," $3,835.48 "," $3,835.48 "
750000823,HC SGMDSC W/BAND LIGATION,45350," $3,835.48 "," $3,835.48 "
750000080,HC COLON SCRN-HIGH RISK,45378," $3,857.18 "," $3,857.18 "
750000034,"HC COLONOSCOPY,DIAGNOSTIC",45378," $4,178.34 "," $4,178.34 "
750000081,HC COLON SCRN-NOT HIGH RSK,45378," $4,382.32 "," $4,382.32 "
750000036,"HC COLONOSCOPY,BIOPSY",45380," $3,932.04 "," $3,932.04 "
750000037,"HC COLONOSCPY,FLEX,W/DIR SUBMUC INJECT",45381," $3,078.15 "," $3,078.15 "
750000038,"HC COLONOSCOPY,FLEX,W/CONTROL, BLEEDING",45382," $3,617.39 "," $3,617.39 "
750000041,"HC COLONOSCOPY,REMV LESN,SNARE",45385," $4,320.47 "," $4,320.47 "
750000042,"HC COLONOSCOPY,FLEX,W/DILAT, 1/>STRICTURES",45386," $3,166.03 "," $3,166.03 "
750000039,HC COLONOSCOPY W/ABLATION,45388," $3,796.42 "," $3,796.42 "
750000807,HC COLONOSCOPY W/STENT PLCMT,45389," $4,404.02 "," $4,404.02 "
750000815,HC COLONOSCOPY W/RESECTION,45390," $3,661.88 "," $3,661.88 "
761000392,HC COLONOSCOPY W/ENDOSCOPE US,45391," $5,022.47 "," $5,022.47 "
750000816,HC COLONOSCOPY W/DECOMPRESSION,45393," $3,661.88 "," $3,661.88 "
450000183,HC REDUCTION RECTAL PROLAPSE W ANESTHE,45900," $1,015.02 "," $1,015.02 "
360000169,"HC I&D PERIANAL ABSCESS,SUPRFICIAL",46050," $4,105.10 "," $4,105.10 "
761000849,HC INCISE EXTERNAL HEMORRHOID,46083, $717.19 , $717.19 
750000043,HC HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,46221," $1,886.27 "," $1,886.27 "
750000083,HC REMOVAL OF HEMORRHOID CLOT,46320," $6,714.52 "," $6,714.52 "
761000775,HC BOTOX INT ANAL SPINCTER,46505," $2,419.55 "," $2,419.55 "
761000850,HC DIAGNOSTIC ANOSCOPY,46600, $755.16 , $755.16 
750000819,HC DIAGNOSTIC ANOSCOPY SPX,46601, $771.98 , $771.98 
761000397,"HC CRYOSURGERY, ANAL LESION",46916, $329.30 , $329.30 
360000171,HC BIOPSY LIVER NEEDLE PERCUT,47000," $1,371.98 "," $1,371.98 "
761000404,HC ABLTJ 1/> LVR TUM PRQ RF,47382," $12,351.64 "," $12,351.64 "
360000173,"HC CHOLECYSTOSTOMY,PERCUT, COMPL",47490," $3,899.42 "," $3,899.42 "
761001086,"HC INJECTION FOR CHOLANGIOGRAM, EXISTING ACCESS",47531," $3,106.36 "," $3,106.36 "
761001087,"HC INJECTION FOR CHOLANGIOGRAM, NEW ACCESS",47532," $7,711.10 "," $7,711.10 "
761001088,"HC PLMT BILIARY DRAINAGE CATH, EXTERNAL",47533," $8,798.27 "," $8,798.27 "
761000407,HC PLMT BILIARY DRAINAGE CATH,47534," $10,431.19 "," $10,431.19 "
761001090,HC CONVERSION EXT BIL DRG CATH W/RAD S&I,47535," $8,798.27 "," $8,798.27 "
761001091,HC EXCHANGE BILIARY DRG CATH RADIO S&I,47536," $8,798.27 "," $8,798.27 "
761001092,HC REMOVAL BILIARY DRG CATH S&I,47537," $1,983.38 "," $1,983.38 "
761001093,HC PERQ PLMT BILE DUCT STENT EXIST ACC,47538," $16,643.90 "," $16,643.90 "
761001097,HC DILATE BILIARY DUCT/AMPULLA,47542," $5,984.86 "," $5,632.24 "
761001098,HC ENDOLUMINAL BX BILIARY TREE,47543," $4,658.92 "," $4,384.49 "
761001099,HC REMOVAL DUCT GLBLDR CALCULI,47544," $8,351.07 "," $7,858.66 "
761000413,HC NEEDLE BIOPSY OF PANCREAS,48102," $1,642.69 "," $1,642.69 "
761000851,HC ABDOM PARACENTESIS DX/THER W/O IMG GUIDE,49082," $1,554.26 "," $1,554.26 "
761000419,HC ABDOM PARACENTESIS DX/THER W IMG GUIDE,49083," $2,396.77 "," $2,396.77 "
761000421,"HC PERCUT BIOPSY, ABDOMINAL MASS",49180," $1,719.18 "," $1,719.18 "
761001081,HC SCLEROTX FLUID COLLECTION,49185," $4,498.95 "," $4,498.95 "
321000001,HC AIR/CNTRST INJECT INTO ABDOMEN,49400," $3,750.85 "," $3,750.85 "
402000066,HC IMAGE CATH FLUID COLXN VISC,49405," $5,097.33 "," $5,097.33 "
402000067,HC IMAGE CATH FLUID PERI/RETRO,49406," $5,097.33 "," $5,097.33 "
761001007,HC  IMAGE CATH FLUID TRNS/VGNL,49407," $3,683.58 "," $3,683.58 "
761000422,HC INS MARK ABD/PEL FOR RT PERQ,49411," $2,607.26 "," $2,607.26 "
360000176,HC INSERTION TUNNEL INTRAPERITONEAL CATH W IMG GUI,49418," $4,855.90 "," $4,855.90 "
761000908,HC EXCHANGE DRAINAGE CATHETER,49423," $1,758.24 "," $1,758.24 "
761000423,"HC CNTRST INJ,ABSCESS/CYST VIA CATH TUBE",49424, $428.58 , $428.58 
360000181,HC INSERT ABDOMEN-VENOUS SHUNT,49425," $9,684.71 "," $9,684.71 "
320000003,HC INSERT GASTROSTOMY TUBE PERCUT,49440," $2,589.90 "," $2,589.90 "
761000426,HC INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERCUT,49441," $2,106.53 "," $2,106.53 "
761000428,HC CONVERT GASTROSTOMY-GASTRO-JEJUNOSTOMY TUBE PER,49446," $4,192.44 "," $4,192.44 "
320000004,HC REPLACE G/C TUBE PERC,49450," $3,403.10 "," $3,403.10 "
761000429,HC REPLC DUODENOSTOMY/JEJUNOSTOMY TUBE PERCUT,49451," $2,422.26 "," $2,422.26 "
360000182,HC REPLCMENT GASTRO-JEJUNOSTOMY TUBE PERCUT,49452," $1,108.33 "," $1,108.33 "
761000430,HC OBSTRUCTIVE MATERIAL RMVL FROM GI TUBE,49460," $1,203.81 "," $1,203.81 "
320000005,HC CNTRST INJECTION PERCUTANEOUOS RADIOLOGIC EVAL,49465, $708.51 , $708.51 
761000432,"HC BIOPSY OF KIDNEY,PERCUT",50200," $2,058.79 "," $2,058.79 "
761000436,HC RMV URETERAL STENT VIA TRANSURETH,50386," $5,875.28 "," $5,875.28 "
360000185,HC CHANGE EXT TRANSNEPH URETER STENT W/ FLUORO,50387," $4,264.59 "," $4,264.59 "
761000437,HC RMV RENAL TUBE W/FLUORO,50389," $1,490.79 "," $1,490.79 "
761000438,HC PERCUT DRAIN/INJECT RENAL CYST,50390," $1,411.04 "," $1,411.04 "
761001082,HC NJX PX NFROSGRM &/URTRGRM NEW ACCESS,50430," $2,211.77 "," $2,211.77 "
761001083,HC NJX PX NFROSGRM &/URTRGRM EXISTING ACCESS,50431," $2,211.77 "," $2,211.77 "
761001084,HC PLMT NEPHROSTOMY CATHETER,50432," $6,263.71 "," $6,263.71 "
761001100,HC PLMT NEPHROURETERAL CATHETER,50433," $6,696.62 "," $6,696.62 "
761001102,HC CONVERT NEPHROSTOMY CATHETER,50434," $2,967.48 "," $2,967.48 "
761001101,HC EXCHANGE NEPHROSTOMY CATH,50435," $2,775.97 "," $2,775.97 "
761000441,HC PERC RADIOFREQ ABLATE RENAL TUMOR,50592," $10,234.81 "," $10,234.81 "
761000442,HC ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTX,50593," $19,350.14 "," $19,350.14 "
360000192,"HC INJECT INDWELL CATH,URETER X-RAY",50684, $762.76 , $762.76 
761000443,HC CHANGE OF URETEROSTOMY TUBE VIA ILEAL CONDUIT,50688," $5,932.78 "," $5,932.78 "
761000444,HC INJECT RETROGRADE/CONDUIT X-RAY,50690," $1,177.77 "," $1,177.77 "
761001104,"HC PLMT URETERAL STENT PRQ, PRE-EXIST NEPH TRACT",50693," $9,973.32 "," $9,973.32 "
761001108,HC BALLOON DILATE URTRL STRIX,50706," $3,722.53 "," $3,502.92 "
761000447,HC ASPIRATION BLADDER INSERT SUPRAPUBIC CATH,51102," $6,511.09 "," $6,511.09 "
360000193,HC INJECTION FOR BLADDER X-RAY,51600," $1,281.39 "," $1,281.39 "
761000449,HC INJECT FOR RETROGRADE URETHOCYSTO,51610," $1,244.50 "," $1,244.50 "
761000852,HC IRRIGATION OF BLADDER,51700," $1,030.75 "," $1,030.75 "
510000149,"HC INSERT,NON-INDWELLING BLADDER CATH",51701, $148.65 , $148.65 
510000150,"HC INSERT,TEMP INDWELLING BLAD CATH,SIMPLE",51702, $423.15 , $423.15 
510000151,"HC INSERT,TEMP INDWELLING BLAD CATH,COMP",51703, $819.18 , $819.18 
761000853,"HC CHANGE OF BLADDER TUBE,SIMPLE",51705, $680.30 , $680.30 
761000450,"HC CHANGE OF BLADDER TUBE,COMPLICATED",51710," $1,039.43 "," $1,039.43 "
761000452,HC INSTILL ANTICANCER AGNT IN BLADDER,51720," $1,415.93 "," $1,415.93 "
761000453,HC SIMPLE CYSTOMETROGRAM,51725," $1,734.92 "," $1,734.92 "
761000454,HC COMPLEX CYSTOMETROGRAM,51726," $1,653.00 "," $1,653.00 "
761000455,HC COMPLEX CYSTOMETROGRAM URETHRAL PRESS PROFILE,51727," $2,964.76 "," $2,964.76 "
761000456,HC COMPLEX CYSTOMETROGRAM VOIDING PRESSURE STUDIES,51728," $1,919.91 "," $1,919.91 "
761000457,HC COMPLEX CYSTOMETROGRAM  W/VOID PRESS&URETHRAL P,51729," $2,136.91 "," $2,136.91 "
761000458,HC URINE FLOW MSRMENT,51736, $226.22 , $226.22 
761000459,"HC ELECTRO-UROFLOWMETRY, FIRST",51741, $727.49 , $727.49 
761000902,HC ANAL/URINARY MUSCLE STUDY,51784, $727.49 , $727.49 
360000195,"HC ANAL/URINARY MUSCLE STDY,NEEDLE",51785," $1,260.66 "," $1,260.66 "
761000460,HC VOIDING PRESS STDY INTRA-ABDOMINAL VOID,51797, $898.38 , $898.38 
761000854,"HC MEAS,POST-VOID RES,US,NON-IMG",51798, $270.17 , $270.17 
761000461,HC CYSTOURETHROSCOPY,52000," $3,373.81 "," $3,373.81 "
761000462,HC CYSTOURETHROSCOPY W/IRRIG & EVAC CLOTS,52001," $7,136.59 "," $7,136.59 "
450000196,"HC CYSTOURETHROSCOPY,URETER CATH",52005," $3,871.82 "," $3,871.82 "
761000463,"HC CYSTOURETHROSCOPY,BIOPSIES",52204," $4,121.37 "," $4,121.37 "
510000200,HC CYSTOSCOPY AND TREATMENT,52214," $4,454.47 "," $4,454.47 "
761000464,"HC CYSTOURETHROSCOPY,FULGUR <.5CM LESN",52224," $4,586.84 "," $4,586.84 "
510000159,HC CYSTOSCOPY AND TREATMENT,52234," $4,791.36 "," $4,791.36 "
761000465,"HC CYSTOSCOPY,DIL URETHRAL STRICTURE",52281," $2,898.04 "," $2,898.04 "
510000160,HC CYSTOSCOPY CHEMODENERVATION,52287," $4,316.13 "," $4,316.13 "
761000855,"HC CYSTOSCOPY,REMV CALCULUS,SIMPLE",52310," $6,982.52 "," $6,982.52 "
761000469,HC INCISION OF URETHRAL MEATUS,53020," $3,556.63 "," $3,556.63 "
813000001,HC PANCREAS ACQUISITION,53899," $38,610.00 "," $38,610.00 "
811000002,HC LIVE DONOR KIDNEY EVAL,53899," $77,187.00 "," $77,187.00 "
812000002,HC KIDNEY ACQUISITION,53899," $77,187.00 "," $77,187.00 "
761000479,"HC DESTR PENIS LESN,SIMPL,CHEM",54050, $444.85 , $444.85 
761000480,"HC DESTR PENIS LESN,SIMPL,ELEC-DESSIC",54055," $2,645.23 "," $2,645.23 "
761000481,"HC DESTR PENIS LESN,SIMPL,CRYOSURG",54056, $732.38 , $732.38 
761000483,"HC DESTR PENIS LESN,SIMPL,SURG EXCIS",54060," $2,645.23 "," $2,645.23 "
761000485,"HC BX,PENIS (SEPART PROCEDURE)",54100," $2,376.15 "," $2,376.15 "
761000486,"HC CIRCUMCISION,CLAMP,NEWBORN W/ ANESTH",54150, $81.65 , $75.25 
761000488,"HC LYSIS/EXCIS,PENILE POSTCIRCUM ADHESIONS",54162," $2,818.83 "," $2,818.83 "
761000490,"HC FRENULOTOMY,PENIS",54164," $5,721.21 "," $5,721.21 "
761000491,HC INJECT PROC PENILE PLAQUE,54200, $691.15 , $691.15 
920000037,"HC IRRIGAT CORPUS CAVERN,PRIAPISM",54220, $405.79 , $405.79 
761000856,"HC INJECT CORPORA CAVERN,PHARM AGNT",54235, $709.59 , $709.59 
761000883,HC PREPUTIAL STRETCHING,54450, $526.23 , $526.23 
510000201,HC DRAINAGE OF HYDROCELE,55000," $1,691.52 "," $1,691.52 "
510000161,HC DRAINAGE OF SCROTUM ABSCESS,55100," $1,371.44 "," $1,371.44 "
761000494,"HC VASECTOMY, UNILAT/BILAT, W/POSTOP SEMEN EXAM",55250," $6,184.50 "," $6,184.50 "
360000198,"HC BIOPSY OF PROSTATE,NEEDLE/PUNCH",55700," $3,782.31 "," $3,782.31 "
333000069,HC TRANSPERI NEEDLE PLACE PROS,55875," $6,279.98 "," $6,279.98 "
761000497,HC PLCMENT NEEDLE PELVIC ORGAN RADIOELEMENT APPL,55920," $7,023.75 "," $7,023.75 "
761000857,HC I&D OF VULVA/PERINEUM ABSCESS,56405, $407.96 , $407.96 
761000858,HC I&D BARTHOLIN GLAND ABSCESS,56420, $817.01 , $817.01 
761000499,"HC DESTRUCTION,LESION,VULVA,SIMPLE",56501," $4,174.00 "," $4,174.00 "
761000500,"HC DESTRUCTION,LESION,VULVA;EXTENSIVE",56515," $7,276.01 "," $7,276.01 "
761000501,"HC BIOPSY VULVA/PERINEUM,ONE LESN",56605," $2,910.51 "," $2,910.51 "
761000502,"HC BX,VULVA/PERINEUM,ADDL LESION",56606," $1,632.38 "," $1,632.38 "
761001118,HC REMOVE VAGINA GLAND LESION,56740," $7,145.81 "," $7,145.81 "
761000503,"HC COLPOSCOPY,VULVA",56820, $308.68 , $308.68 
761000504,"HC COLPOSCOPY,VULVA,W/BIOPSY",56821, $633.64 , $633.64 
761000901,HC BIOPSY OF VAGINA,57100," $2,624.07 "," $2,624.07 "
761000508,"HC BIOPSY OF VAGINA,EXTENSIVE",57105," $3,222.99 "," $3,222.99 "
761000509,HC TREAT VAGINA INFECTION,57150, $346.12 , $346.12 
761000510,"HC INSERT,UTERINE TANDEMS &/OR VAG OVOIDS",57155," $3,057.53 "," $3,057.53 "
761000511,HC PR INSERT VAGINAL RADIATION DVC,57156," $1,505.98 "," $1,505.98 "
761000512,HC FIT/INSERT INTRAVAG SUPPORT DVC,57160, $288.61 , $288.61 
761000513,HC FITTING OF DIAPHRAGM/CAP,57170, $224.60 , $224.60 
761001210,HC DILATION OF VAGINA,57400," $5,789.82 "," $5,789.82 "
761000514,"HC COLPOSCOPY,ENTIRE VAGINA",57420," $1,191.33 "," $1,191.33 "
761000515,"HC COLPOSCOPY,ENTIRE VAGINA,W/BIOPSY",57421," $2,266.02 "," $2,266.02 "
510000041,"HC COLPOSCOPY,CERVIX W/ADJ VAGINA",57452, $424.78 , $424.78 
761000899,HC BX/CURETT OF CERVIX W/SCOPE,57454," $1,802.19 "," $1,802.19 "
761000516,"HC COLPOSCOPY,CERVIX W/ADJ VAGINA,W/BX",57455," $1,674.70 "," $1,674.70 "
761000517,"HC COLPOSCOPY,CERVIX W/ADJ VAGINA, CURETTAG",57456," $1,561.86 "," $1,561.86 "
761000519,"HC COLPOSCOPY,CERVIX W/ADJ VAG,W/LOOP CONIZ",57461," $2,710.33 "," $2,710.33 "
761000898,HC BIOPSY OF CERVIX,57500," $2,112.50 "," $2,112.50 "
761000665,HC ENDOCERVICAL CURETTAGE,57505," $4,029.69 "," $4,029.69 "
761000520,HC CRYOCAUTERY OF CERVIX,57511, $407.96 , $407.96 
761000523,"HC CONIZATION CERVIX,LOOP ELECTRD",57522," $5,056.10 "," $5,056.10 "
761000860,HC BIOPSY OF UTERUS LINING,58100, $571.25 , $571.25 
761000525,HC ENDOMET BIOPSY DONE W/COLPOSCOPY,58110, $912.49 , $912.49 
761001209,HC DILATION AND CURETTAGE,58120," $5,789.82 "," $5,789.82 "
761000526,HC INSERT INTRAUTERINE DVC,58300, $864.75 , $864.75 
761000861,HC RMV INTRAUTERINE DVC,58301," $1,204.35 "," $1,204.35 "
761000529,HC CATH/INJECT HYSTEROSALPINGOGRAM,58340, $541.42 , $541.42 
360000200,"HC REOPEN FALLOPIAN TUBE,TRANSCERV CATH",58345," $4,360.02 "," $4,360.02 "
761000532,"HC HYSTEROSCOPY,W/ENDO BX",58558," $5,034.40 "," $5,034.40 "
761000862,HC FEMALE GENITAL SURG PROC UNLISTED,58999, $205.61 , $205.61 
761000534,"HC AMNIOCENTESIS,DIAGNOSTIC",59000," $1,012.31 "," $1,012.31 "
761000535,HC AMNIOCENTESIS THERAPEUTIC,59001," $1,460.41 "," $1,460.41 "
761001219,HC CHORION BIOPSY,59015," $3,199.84 "," $3,199.84 "
920000002,HC FETAL NON-STRESS TST,59025, $851.73 , $851.73 
761001188,HC FETAL FLUID DRAINAGE W US,59074," $1,639.44 "," $1,639.44 "
761001119,HC D & C AFTER DELIVERY,59160," $6,309.82 "," $6,309.82 "
761000666,HC INSERT CERVICAL DILATOR,59200," $1,973.62 "," $1,973.62 "
761000537,HC ANTEPARTUM HEAD MANIPULATION,59412," $4,640.00 "," $4,640.00 "
514000002,HC SURG RX INCOMPL ABORTN,59812," $5,868.77 "," $5,868.77 "
761000538,"HC SURG RX MISSED ABORTN,1ST TRI",59820," $5,240.55 "," $5,240.55 "
761001208,"HC TREATMENT OF MISSED ABORTION, 2ND TRIMESTER",59821," $5,789.82 "," $5,789.82 "
761000539,HC INDUCD ABORTN BY D&C,59840," $3,657.54 "," $3,657.54 "
761001222,HC MULTIFETAL PREG RED W/US GUID,59866," $1,514.45 "," $1,514.45 "
761001181,"HC FETAL UNLIST INVASIVE PX, W/US",59897, $620.08 , $620.08 
360000205,"HC BIOPSY OF THYROID,PERCUT",60100, $740.39 , $740.39 
360000206,HC ASPIRATION AND/OR INJECTION THYROID CYST,60300, $819.72 , $819.72 
761000863,HC BRAIN SHUNT TUBE/RESERV INJECTN,61070, $843.59 , $843.59 
360000212,"HC PERM OCCLUSION/EMBOLIZATION,PERCUT,CNS",61624," $14,546.05 "," $14,546.05 "
360000213,HC PERCUT CATH OCCLUSN NON CNS LESN,61626," $17,178.81 "," $17,178.81 "
360000215,HC INTRACRANIAL BALLOON ANGIOPLSTY W/STENT,61635," $18,620.77 "," $18,620.77 "
761001109,HC PERQ ART M-THROMBECT &/NFS,61645," $16,818.76 "," $15,827.98 "
761001110,HC EVASC PRLNG ADMN RX AGNT 1ST,61650," $17,613.54 "," $16,575.55 "
761001111,HC EVASC PRLNG ADMN RX AGNT ADD,61651," $12,329.38 "," $11,602.99 "
761000541,"HC REPROGRAMMING,PROGRAMMABLE CSF SHUNT",62252, $352.08 , $352.08 
761000542,HC PERCUT ASPIRATION VERTEBRAL DISC,62267," $1,371.44 "," $1,371.44 "
761000543,HC PERCUT DRAIN SPINAL CORD CYST,62268," $3,729.69 "," $3,729.69 "
761000932,"HC SPINAL PUNCTURE,LUMBAR,DIAGNOSTIC",62270," $2,588.27 "," $2,588.27 "
761000545,"HC SPINAL PUNCTURE,THERAPEUTIC DRAINAGE",62272, $877.77 , $877.77 
761000864,"HC INJ,LUMB EPIDUR,BLOOD/CLOT PATCH",62273," $4,019.93 "," $4,019.93 "
350000001,"HC INJ, MYELOGRAPHY &/OR CT, SPINAL OTHR THN C1-C2",62284," $2,128.23 "," $2,128.23 "
761001053,"HC MYELOGRAPHY LUMBAR INJ, THORACIC",62302," $2,314.85 "," $2,314.85 "
761001052,"HC MYELOGRAPHY LUMBAR INJ, CERVICAL",62303," $2,314.85 "," $2,314.85 "
761001051,HC MYELOGRAPHY LUMBAR INJECTION,62304," $2,314.85 "," $2,314.85 "
761001054,"HC MYELOGRAPHY LUMBAR INJ, 2 OR MORE REGIONS",62305," $2,314.85 "," $2,314.85 "
761001176,HC NJX INTERLAMINAR CRV/THRC,62321," $2,437.29 "," $2,437.29 "
761001177,HC NJX INTERLAMINAR LMBR/SAC,62323," $2,437.29 "," $2,437.29 "
761000548,HC ELECT ANLYS IMPLT ITHCL/EDRL PMP W/O REPRG/REFI,62367, $556.61 , $556.61 
761000549,HC ANALYZE INFUSN PUMP+REPROGRAM,62368, $828.40 , $828.40 
510000044,HC ANAL SP INF PMP W/REPRG&FILL,62369, $672.16 , $672.16 
510000045,HC ELEC ANLYS IMPLT ITHCL/EDRL PMP W/REPR&REF PHYS,62370, $832.74 , $832.74 
761000550,"HC RMV SPINAL NEUROSTIM ELECTRODE PERC ARRAY, INCL",63661," $2,387.00 "," $2,387.00 "
761000865,"HC INJECT NERV BLCK,TRIGEMINAL",64400, $386.80 , $386.80 
761000866,"HC INJECT NERV BLCK,FACIAL NERV",64402, $651.54 , $651.54 
761000867,"HC INJECT NERV BLCK,GREAT OCCIPTL",64405, $533.28 , $533.28 
761000554,"HC INJECT NERV BLCK,VAGUS NERVE",64408, $422.07 , $422.07 
450000223,"HC INJ,ANES AGNT,BRACHIAL PLEXUS,SNGL",64415," $1,196.76 "," $1,196.76 "
761001151,HC N BLOCK INJ INTERCOST MLT,64421," $3,009.79 "," $3,009.79 "
761000556,"HC INJECT NERV BLCK,ILIOINGU/ILIOHYP",64425, $852.81 , $852.81 
761000868,"HC INJ,ANES AGNT,FEMORAL NERVE,SNGL",64447, $852.81 , $852.81 
761000869,HC  INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,64450, $748.65 , $748.65 
761000558,HC INJECT PLANTAR COMMON DIGITAL NERVE,64455, $352.08 , $352.08 
761001214,HC INJ FORAMEN EPIDURAL C/T,64479," $3,070.34 "," $3,070.34 "
761001215,HC INJ FORAMEN EPIDURAL ADD-ON,64480," $2,303.77 "," $2,303.77 "
761000559,HC INJECT ANES/STEROID FORAMEN LUMBAR/SACRAL W IMG,64483," $1,280.84 "," $1,280.84 "
761001216,HC INJ FORAMEN EPIDURAL ADD-ON,64484, $640.42 , $640.42 
761001205,HC TAP BLOCK UNIL BY INJECTION,64486," $2,437.29 "," $2,437.29 "
360000223,HC INJ PARAVERT F JNT C/T 1 LEV,64490," $1,292.78 "," $1,292.78 "
761000560,HC INJ PARAVERT F JNT C/T 2 LEV,64491, $734.55 , $734.55 
761000562,"HC INJ DX/THER AGNT PARAVERT FACET JNT, LUMBAR/SAC",64493," $1,292.78 "," $1,292.78 "
761000563,"HC INJ DX/THER AGNT PARAVERT FACET JNT, LUMBAR/SAC",64494, $726.41 , $726.41 
