Procedure Name, Price  
HC X-RAY JAW <4 VW,$206.15 
"HC PERQ VERTEBRAL AUGMENTATION, THORACIC","$18,264.00 "
"HC PERQ VERTEBRAL AUGMENTATION, LUMBAR","$18,264.00 "
HC FINE NEEDLE ASP;W/IMAGING GUIDANCE,$362.70 
HC INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERCUTANEOUS,"$2,637.20 "
HC REPLACEMENT GASTRO-JEJUNOSTOMY TUBE PERCUTANEOUS,"$1,004.40 "
HC X-RAY THORACIC SPINE 2 VW,$520.40 
HC VENOGRAM EXTREM BILAT,"$6,547.75 "
HC THORACENTESIS NDL/CATH PLEURA ASP W IMAG,"$3,611.80 "
"HC SPEECH EVALUATION, COMPLEX",$966.32 
HC X-RAY PELVIS 3+ VW,"$1,095.90 "
HC XRAY UPPER GI AIR CONTRAST+KUB,$310.90 
"HC XRAY SPINE, COMPLETE, 2-3 VW","$1,113.55 "
HC INJECT PERCUT CHOLANGIO W IMG,"$14,555.80 "
HC INJ PROC SHOULDER ARTHROGRAPHY/CT/MRI,$684.65 
HC ARTHROGRAM OF SHOULDER,$684.65 
HC ANGIO AORTOGRAM THOR SERIAL,"$3,262.30 "
HC ANGIO AORTOGRAM ABD SERIAL,"$3,083.70 "
HC ANGIO AORTOBIFEMORAL W CATH,"$3,262.30 "
HC ANGIO RETRO BRACHIAL ANGIO,"$3,211.60 "
HC ANGIO EXTREMITY UNILAT,"$3,211.60 "
HC ANGIO EXTERMITY BILAT,"$3,831.20 "
HC ANGIO VISCERAL SELECTV/SUBSELEC,"$5,382.40 "
HC ANGIO PELVIS,"$5,121.40 "
HC ANGIO INTERN MAMMARY,"$2,401.25 "
HC ANGIO PULMON BILAT SELECT,"$3,262.30 "
HC CHEST X-RAY 1 VW,$372.65 
HC CHEST X-RAY 2 VW,$481.80 
HC CHEST X-RAY W OBLIQUES,$828.00 
HC CHEST X-RAY 4 VW,$746.40 
HC CHEST X-RAY SPEC VIEWS,$499.45 
HC CHEST X-RAY W APICAL LORD,$532.50 
HC NM IDENTIFY SENTINEL NODE,$195.15 
HC NM PARATHYROID PLANAR IMAGING,"$1,820.30 "
HC NM HEPATOBILIARY SYST IMAGING INCLUDING GALLBLADDR,"$2,233.00 "
HC NM HEPATOBIL SYST IMAG INC GB W/PHARMA INTERVENJ,"$2,529.15 "
HC NM GASTRIC EMPTYING STUDY,"$2,087.05 "
HC NM ACUTE GI BLOOD LOSS IMAGING,"$1,488.40 "
"HC NM BONE IMAGING, WHOLE BODY","$1,705.55 "
"HC NM BONE IMAGING, 3 PHASE","$2,298.70 "
HC NM MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS,"$3,792.60 "
HC NM MYOCARDIAL SPECT MULTIPLE STUDIES,"$3,793.65 "
"HC NM GATED HEART, PLANAR SINGLE","$1,488.40 "
HC NM LUNG PERFUSION IMAGING,"$1,358.30 "
HC NM PULMONARY VENTILATION & PERFUSION IMAGING,"$1,745.25 "
"HC NM RENAL FLOW/FUNCT IMAGE,PHARM RX","$1,312.00 "
"HC NM ABSCESS IMAGING, WHOLE BODY","$1,885.30 "
"HC NM BONE IMAGING, LIMITED AREA","$1,134.45 "
HC NM LOCALIZATION/ABSCESS,"$1,015.40 "
HC THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASURE,$571.75 
HC THYROID MET IMAGING BODY,"$1,637.20 "
HC LYMPHATICS & LYMPH GLANDS IMAGING,"$1,413.40 "
"HC TUMOR IMAGING, LIMITED AREA","$1,160.95 "
"HC ABSCESS IMAGING, LTD AREA","$1,253.55 "
HC CSF FLUID SCAN CISTERNOGRAPHY,$898.55 
HC QUANT DIFF PULM PRFUSION & VENT W/WO IMG,"$1,358.30 "
"HC CT SCAN,LIMITED/LOCALIZED F/U STUDY",$883.10 
HC CT GUIDANCE NEEDLE PLACEMENT,"$2,599.70 "
"HC CT SCAN,HEAD/BRAIN,W/O CONTRAST MATL","$2,999.90 "
HC CT SCAN HEAD CONTRAST,"$3,181.80 "
HC CT SCAN HEAD COMBO,"$3,572.10 "
HC CT ORBIT/SELLA/POST FOSSA/EAR W/O CONTR,"$2,996.60 "
HC CT ORBIT/SELLA/POST FOSSA/EAR W CONTR,"$3,572.10 "
"HC CT SCAN,MAXILLOFACIAL AREA,W/O CONTRAST","$3,181.80 "
"HC CT SCAN,SOFT TISSUE NECK,W/O CONTRAST","$2,716.55 "
HC CT NECK TISSUE CONTRAST,"$2,874.20 "
HC CT NECK TISSUE COMBO,"$2,778.30 "
"HC CT ANGIO,HEAD COMBO,INCL IMAGE PROCESS","$1,584.30 "
"HC CT ANGIO,NECK COMBO,INCL IMAGE PROCESS","$1,601.95 "
HC CT SCAN MAXILLOFACIAL AREA W CONTRAST,"$3,502.65 "
HC CT ORBIT/SELLA/POST FOSSA/EAR WO/W CONTR,"$3,553.35 "
"HC CT SCAN,THORAX,W/O CONTRAST","$2,844.45 "
HC CT SCAN THORAX W CONTRAST,"$3,098.05 "
HC CT SCAN THORAX COMBO,"$3,251.25 "
"HC CT ANGIO, CHEST, COMBO, INCL IMAGE PROC","$1,421.10 "
"HC CT SCAN,CERVICAL SPINE,W/O CONTRAST","$3,580.90 "
"HC CT SCAN,THORACIC SPINE,W/O CONTRAST","$3,580.90 "
HC CT SCAN LUMBAR SPINE WO CONTRAST,"$3,626.10 "
HC CT SCAN LUMBAR SPINE W CONTRAST,"$3,767.25 "
"HC CT ANGIO, PELVIS, COMBO, INCL IMAGE PROC","$1,601.95 "
"HC CT SCAN,PELVIS,W/O CONTRAST","$2,844.45 "
HC CT SCAN OF PELVIS CONTRAST,"$3,181.80 "
HC CT UPPER EXTREMITY WO CONTRAST,"$2,500.45 "
HC CT UPPER EXTREMITY W CONTRAST,"$2,791.55 "
"HC CT SCAN,LOWER EXTREMITY,W/O CONTRAST","$2,788.20 "
HC CT SCAN OF LEG CONTRAST,"$3,112.35 "
HC CT SCAN OF LEG COMBO,"$2,894.05 "
"HC CT SCAN,ABDOMEN,W/O CONTRAST","$3,481.70 "
HC CT SCAN OF ABDOMEN CONTRAST,"$4,092.50 "
HC CT ANGIO ABD & PLVIS WO/W CONTRAST,"$5,008.65 "
"HC CT ANGIO, ABD, COMBO,INCL IMAGE PROC","$4,464.00 "
HC CT SCAN ABDOMEN/PELVIS WO CONTRAST,"$2,143.60 "
HC CT SCAN ABDOMEN/PELVIS W CONTRAST,"$6,220.30 "
HC CT SCAN ABDOMEN/PELVIS COMBO,"$3,083.20 "
"HC CT ANGIO AORTOBIFEMORAL, COMBO","$1,601.95 "
HC MYELOGRAM INJ; SPINAL NOT C1-C2,"$2,084.95 "
HC CT SCAN CERV SPINE CONTRAST,"$3,379.15 "
HC CT SCAN DORSAL SP CONTRAST,"$3,379.15 "
HC OR TIME 1ST 60 MIN LVL 1,"$8,400.00 "
HC OR TIME 1ST 60 MIN LVL 2,"$10,500.00 "
HC OR TIME 1ST 60 MIN LVL 3,"$12,300.00 "
HC OR TIME 1ST 60 MIN LVL 4,"$13,800.00 "
HC OR TIME 1ST 60 MIN LVL 5,"$15,000.00 "
HC OR TIME EACH ADDL 15 MIN LVL 1,"$2,100.00 "
HC OR TIME EACH ADDL 15 MIN LVL 2,"$2,625.00 "
HC OR TIME EACH ADDL 15 MIN LVL 3,"$3,075.00 "
HC OR TIME EACH ADDL 15 MIN LVL 4,"$3,450.00 "
HC OR TIME EACH ADDL 15 MIN LVL 5,"$3,750.00 "
HC REPR WND SMP FACE <2.5 CM,$563.40 
HC CYSTO/URETERO W/LITHOTRIPSY &INDWELL STENT INSRT,"$11,135.85 "
HC BRONCHOSCOPY DIAG,"$3,453.45 "
HC BRONCHOSCOPY DIAG W BRUSH,"$3,421.05 "
HC BRONCHOSCOPY DIAG W LAVAGE,"$3,164.70 "
HC BRONCHOSCOPY DIAG W BRONCH BX,"$3,421.05 "
"HC BRONCHOSCOPY THERAPEUTIC ASPIR, INIT","$3,421.05 "
HC BONE BX TR/NDL; SUPERF,$362.70 
HC PERCUT DILATN RENAL TRACT,"$4,052.10 "
"HC MYELOGRAPHY LUMBAR INJ, CERVICAL","$2,343.90 "
"HC MYELOGRAPHY LUMBAR INJ, LUMBOSCRAL","$2,343.90 "
"HC PLACE NEEDLE/CATH, VEIN (MIDLINE)",$329.55 
HC INCISION & DRAIN SKIN ABSCESS SIMPLE,$633.95 
HC INCISION & DRAIN SKIN ABSCESS COMPLIC,$633.95 
HC INCISION & DRAIN PILONIDAL CYST SIMPL,$633.95 
HC REMOVE FOREIGN BODY SIMPLE,"$1,153.20 "
HC INCISION & DRAIN OF HEMATOMA/FLUID,"$5,494.85 "
HC PUNCTURE DRAINAGE OF LESION,$700.35 
HC REMOVAL OF NAIL PLATE,$384.75 
HC DRAIN BLOOD FROM UNDER NAIL,$182.70 
HC RECONSTRUC OF NAIL BED,$928.00 
HC REPR WND SMP BODY/SCALP/EXTR <2.5 CM,$563.40 
HC REPR WND SMP BODY/SCALP/EXTR 2.6-7.5 CM,$563.40 
HC REPR WND SMP BODY/SCALP/EXTR 7.6-12.5 CM,$563.40 
HC REPR WND SMP BODY/SCALP/EXTR 12.6-20 CM,$563.40 
HC REPR WND SMP FACE 2.6-5.0 CM,$563.40 
HC REPR WND SMP FACE 5.1-7.5 CM,$563.40 
HC REPR WND INTRMD BODY/SCALP/EXTR 2.6-7.5 CM,"$1,335.15 "
HC REPR WND INTRMD BODY/SCALP/EXTR >30.1 CM,"$2,150.00 "
HC REPR WND INTRMD NECK/HND/FT/GENT <2.5 CM,"$1,573.20 "
HC REPR WND INTRMD NECK/HND/FT/GENT 2.6-7.5 CM,$563.40 
HC REPR WND INTRMD FACE <2.5 CM,"$1,335.15 "
HC REPR WND INTRMD FACE 2.6-5.0 CM,$563.40 
"HC TREAT BURN 1ST DEGREE, INITIAL",$252.25 
HC DRESS/DEBRIDE BURN <5% TOTAL SM,$632.85 
"HC BONE BIOPSY,TROCAR/NEEDLE DEEP",$362.70 
HC DRAIN/INJECT SMALL JOINT/BURSA,"$1,125.65 "
HC DRAIN/INJECT INTERMEDIATE JOINT/BURSA,"$1,126.75 "
HC ASP/DRAIN LARGE JOINT/BURSA,"$1,166.70 "
HC BIOPSY SOFT TISSUE NECK/CHEST,"$7,863.05 "
"HC BIOPSY SOFT TISSUE BACK,DEEP","$5,906.14 "
HC DRAIN FINGER ABSCESS SIMPLE,$597.38 
"HC DRAIN FINGER ABSCESS,COMPLICATED","$3,472.95 "
HC INTUBATION ENDOTRACHEAL,$810.35 
HC CATHETER ASPIRATN NASOTRACH,$161.00 
HC PERQ LUNG/MEDIASTINUM BX,"$4,167.45 "
HC TUBE THORACOSTOMY W DRAIN SYS,"$1,831.25 "
"HC PERICARDIOCENTESIS, INIT","$2,008.75 "
"HC PLC CATH IN VEIN,SVC,IVC","$9,598.35 "
HC INSERT NON-TUNNEL CV CATH =>5 YR,"$4,779.35 "
HC INSERT TUNNELED CV CATH WITH PORT,"$8,283.70 "
HC RPLC CV CATH CMPLT TUNLD WO SUBQ PORT/PUMP,"$2,765.05 "
HC REMOVAL TUNLD CV CATH W SUBQ PORT/PUMP,"$2,159.80 "
"HC NEEDLE BIOPSY, LYMPH NODE(S)","$1,134.45 "
"HC REPAIR LIP,FULL THICK,VERMILION","$1,898.86 "
HC INC/DRAIN PERITONSIL ABSCESS,"$1,192.50 "
HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GUIDE,$994.45 
HC I&D PERIRECTAL ABSCESS,"$5,382.10 "
HC NEEDLE BIOPSY LIVER,"$1,783.85 "
"HC PERCUT BIOPSY, ABDOMINAL MASS","$2,410.00 "
HC INSERT GASTROSTOMY TUBE PERCUTANEOUS,"$2,637.20 "
HC REPLACE GASTROSTOMY/CECOSTOMY TUBE PERCUTANEOUS,"$1,679.10 "
HC REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,"$1,004.40 "
HC RENAL BIOPSY PERQ,"$2,458.05 "
HC SUPRAPUBIC TUBE PLACEMENT AND ASPIRATION,"$5,998.70 "
"HC INSERT,NON-INDWELLING BLADDER CATHETER",$341.80 
"HC INSERT,TEMP INDWELLING BLAD CATH,SIMPLE",$341.80 
"HC CHANGE OF BLADDER TUBE,SIMPLE",$666.75 
HC I&D OF VULVA/PERINEUM ABSCESS,$935.55 
HC I&D BARTHOLIN GLAND ABSCESS,$682.62 
"HC BIOPSY OF THYROID,PERCUT","$1,371.00 "
"HC SPINAL PUNCTURE,LUMBAR,DIAGNOSTIC","$1,681.30 "
"HC REMV F.B.,EYE,SUPERF CONJUNC",$467.00 
HC DRAINAGE OF EYELID ABSCESS,"$1,394.30 "
HC REMV EXT CANAL FOREIGN BODY,$182.60 
HC REMOVAL IMPACTED CERUMEN INSTRUMENTATION UNILAT,$182.60 
HC INJECT TRIGGER POINT1-2 MUSCLE,$867.65 
"HC INJECT TRIGGER POINTS, > 3",$782.54 
HC REMOVAL TUNNELED CV CATH W/O SUBQ PORT OR PUMP,"$2,625.05 "
"HC BRONCHOSCOPY THERAPEUTIC ASPIR, SUBSQ","$3,421.05 "
HC INSERT PICC W/O SUB-Q PORT,"$4,779.35 "
HC INJECT SINUS TRACT FOR DX W XRAY,$415.65 
"HC PLACE NEPROSTOMY CATH, PERQ W IMG","$8,304.05 "
"HC CHOLECYSTOSTOMY,PERCUTANEOUS, COMPLETE","$5,890.65 "
"HC INJ ANTEGRADE NEPHROSTOGRAM/URETEROGRM, EXSIT ACCESS",$195.15 
HC INTRO CATH DIALYSIS CIRC DX ANGRPH FLUOR S&I,"$3,421.00 "
HC INTRO CATH DIALYSIS CIRC W/TRLUML BALO ANGIOP S&I,"$24,125.00 "
HC PERQ THRMBC/NFS DIAL CIRC TRLUML BALO ANGIOP S&I,"$34,113.00 "
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,"$1,544.00 "
HC SEPTOPLASTY/SUBMUCOUS RESECJ W/WO CARTILAGE GRF,"$10,995.30 "
HC ANESTHESIA 1ST 60 MIN GENERAL,"$1,950.00 "
HC ANESTHESIA ADDL 15 MIN GENERAL,$487.50 
HC BLOCK/SPINAL 1ST 60 MIN,"$1,500.00 "
HC BLOCK/SPINAL ADDL 15 MIN,$375.00 
HC MAC 1ST 60 MIN,"$1,000.00 "
HC MAC ADDL 15 MIN,$250.00 
HC MODER SEDATE SAME PHYS/QHP <5 YRS INIT 15 MIN,$589.96 
HC MODER SEDATE SAME PHYS/QHP 5/>YRS INIT 15 MIN,$589.96 
HC MODER SEDATE SAME PHYS/QHP EACH ADDL 15 MIN,$589.96 
"HC INJ NERV BLCK, TRIGEMINAL",$674.45 
"HC INJ NERV BLCK, GREATER OCCIPITAL","$1,863.80 "
"HC INJ NERV BLCK, BRACHIAL PLEXUS, SINGLE","$1,863.80 "
"HC INJ NERV BLCK, ILIOINGUINAL, ILIOHYPOGASTR","$1,863.80 "
"HC INJ NERV BLCK, PARACERVICAL",$794.88 
"HC INJ NERV BLCK, SCIATIC, SINGLE","$3,360.30 "
"HC INJ NERV BLCK, FEMORAL, SINGLE","$1,863.80 "
"HC INJ NERV BLCK,OTHR PERIPH NERV",$674.45 
HC MODERATE SEDATJ DIFF PHYS/QHP 5/>YRS INIT 15 MIN,$363.91 
"HC INJ ANES/STROD FORAMEN LUMBR/SACR W IMG, 1 LVL","$1,789.50 "
"HC CRYOPRECIPITATE, PER UNIT",$106.75 
"HC RBC LEUKOCYTES REDUCED, PER UNIT",$505.75 
"HC RED BLOOD CELLS, PER UNIT",$452.35 
"HC PLATELETS PHERESIS LEUKOCYTES REDUCED, PER UNIT",$937.45 
"HC PLATELETS PHRSIS LEUKO REDUCE IRRADIAT, EA UNIT",$670.00 
"HC RBC LEUKOREDUCED IRRADIATED, PER UNIT",$981.45 
"HC FRESH FROZEN PLASMA IN 8-24HR, PER UNIT",$120.05 
HC BLOOD TRANSFUSION SERVICE,"$1,673.60 "
"HC THER APHERESIS,PLASMA PHERESIS","$5,277.00 "
HC MAMMOGRAPHY; UNILATERAL,$520.00 
HC MAMMOGRAPHY; BILATERAL,$520.00 
HC ABDOM PARACENTESIS DX/THER W IMAGING GUIDANCE,"$1,831.25 "
"HC US, HEAD/NECK TISSUES,REAL TIME",$878.70 
"HC US, CHEST,REAL TIME",$878.70 
"HC US, BREAST UNILAT COMPLETE",$720.00 
"HC US, ABDOM,B-SCAN &/OR REAL TIME,COMPLETE","$1,138.90 "
"HC US, ABDOMEN LIMITED","$1,783.85 "
"HC US,RETROPERIT, B-SCAN/REAL TIME,COMPLETE","$1,116.85 "
"HC US, RETROPERITNL ABD, LTD",$818.05 
"HC US, OB < 14 WKS, SINGLE FETUS",$225.05 
"HC US, OB >/= 14 WKS, SNGL FETUS","$1,165.35 "
"HC US,PREGNANT UTERUS,LIMITED, 1/> FETUSES","$1,304.25 "
"HC US,PREGNANT UTERUS,TRANSVAGINAL",$225.05 
"HC ULTRASOUND,TRANSVAGINAL",$422.25 
"HC ULTRASOUND,PELVIC (NONOBSTETRIC)","$1,165.35 "
HC US PELVIS NONOBST LIMITED/FU,$845.60 
"HC ULTRASOUND,SCROTUM & CONTENTS","$1,209.45 "
HC US EXTREMITY NON VASCULAR REAL TIME COMP,$826.40 
HC US EXTREMITY NON VASCULAR REAL TIME LTD,$305.30 
"HC US GUIDE, VASCULAR ACCESS","$1,042.95 "
HC US GUIDE FOR NEEDLE PLACEMENT,"$1,042.95 "
HC BX BREAST W DEVICE US GUIDE 1ST LESION,"$7,863.05 "
"HC US GUID,COMP REPAIR,PSEUDO-ANEUR/AV FIST","$1,251.35 "
"HC US GUIDANCE, INTRAOPERATIVE","$1,380.35 "
HC UNLISTED ULTRASOUND PROCEDURE,$310.55 
HC ULTRASOUND BREAST UNILAT LIMITED,$620.00 
"HC MAMMOGRAM, SCREENING",$520.00 
HC WITHDRAWAL OF ARTERIAL BLOOD,$165.40 
"HC VENT MANAGEMENT, INPATIENT, INITIAL DAY","$1,018.70 "
"HC POS AIRWAY PRESSURE, CPAP",$466.35 
"HC CHEST WALL MANIPULATION,INITIAL",$133.40 
HC THERAPEUTIC PROCD STRG ENDUR,$261.85 
"HC VENT MANAGEMENT, INPAT/OBSER, EA SUBQ DAY","$1,018.70 "
"HC CHEST WALL MANIPULATION, SUBSEQUENT",$133.40 
HC AIRWAY INHALATION TREATMENT,$215.00 
"HC CONTINUOUS INHALATION TX, 1ST HR",$344.00 
"HC DEMO &/OR EVAL,PT USE,AEROSOL DEVICE",$466.35 
"HC THERAPEUTIC EXERCISES, EA 15 MIN",$50.70 
"HC GAIT TRAIN THERAPY, EA 15 MIN",$104.75 
HC THERAPEUT ACTVITY DIRECT PT CONTACT EA 15 MIN,$50.70 
"HC NEUROMUSC REEDUCAT,1+ AREAS, EA 15 MIN",$50.70 
HC PHYSICAL PERFORMANCE TEST EA 15 MIN,$86.00 
HC SELF CARE MNGMENT TRAIN EA 15 MIN,$50.70 
HC MANUAL THERAPY 1/> REGIONS EA 15 MIN,$100.35 
HC MASSAGE THERAPY EA 15 MIN,$104.75 
HC PARAFFIN BATH THERAPY,$104.75 
HC ULTRASOUND THERAPY EA 15 MIN,$104.75 
HC ELEC STIM OTHER THAN WOUND,$104.75 
HC ELECTRICAL STIMULATION EA 15 MIN,$104.75 
HC ORTHOTIC MGMT AND TRAIN  INITIAL ENCTR EA 15 MIN,$104.75 
HC GROUP THERAPEUTIC PROCEDURES,$398.00 
HC WHEELCHAIR MNGMENT TRAIN EA 15 MIN,$217.78 
HC MECHANICAL TRACTION THERAPY,$104.75 
"HC THERAPEUTIC EXERCISES COMPLEX, EA 15 MIN",$104.75 
"HC GAIT TRAIN THERAPY COMPLEX, EA 15 MIN",$154.35 
"HC NEUROMUSC REEDUCAT,1+ AREAS COMPLEX, EA 15 MIN",$104.75 
"HC PHYS THRP RE-EVAL, 20 MIN",$119.05 
"HC PHYS THRP EVAL, LOW COMPLEXITY, 20 MIN",$236.25 
"HC PHYS THRP EVAL, MODERATE COMPLEXITY, 30 MIN",$352.80 
"HC PHYS THRP EVAL, HIGH COMPLEXITY, 45 MIN",$470.40 
"HC OCCUP THRP RE-EVAL, 30 MIN",$420.00 
"HC OCCUP THRP EVAL,  LOW COMPLEXITY, 30 MIN",$236.25 
"HC OCCUP THRP EVAL, MODERATE COMPLEXITY, 45 MIN",$352.80 
"HC OCCUP THRP EVAL, HIGH COMPLEXITY, 60 MIN",$448.00 
"HC SPEECH/HEARING THERAPY INDIVIDUAL, 15 MIN",$104.75 
"HC SPEECH/HEARING THERAPY INDIVIDUAL, 30 MIN",$210.60 
"HC SPEECH/HEARING THERAPY INDIVIDUAL, 45 MIN",$314.20 
"HC SPEECH/HEARING THERAPY INDIVIDUAL, 60 MIN",$436.60 
HC COGNITIVE TEST BY PRO EA HR,$435.50 
HC ORAL SPEECH DEVICE EVAL,$818.90 
"HC ORAL FUNCTION THERAPY, 15 MIN",$104.75 
"HC ORAL FUNCTION THERAPY, 30 MIN",$210.60 
"HC ORAL FUNCTION THERAPY, 45 MIN",$314.20 
"HC ORAL FUNCTION THERAPY, 60 MIN",$436.60 
"HC EVALUATION OF SPEECH FLUENCY (STUTTER CLUTTER), 60 MIN",$435.50 
"HC ST EVAL SPEECH SOUND PRODUCTION ARTICULATE, 60 MIN",$435.50 
"HC ST EVAL SPEECH SOUND PROD LANGUAG COMPRHNS, 30 MIN",$321.95 
"HC ST EVAL SPEECH SOUND PROD LANGUAG COMPRHNS, 45 MIN",$320.85 
"HC ST EVAL SPEECH SOUND PROD LANGUAG COMPRHNS, 60 MIN",$435.50 
"HC ST BEHAVI QUALT ANALYSIS VOICE & RESONANCE, 30 MIN",$321.95 
"HC ST BEHAVI QUALT ANALYSIS VOICE & RESONANCE, 60 MIN",$435.50 
"HC EVAL,ORAL & PHARYNGEAL SWALLOW FUNCTION, 15 MIN",$289.95 
"HC EVAL,ORAL & PHARYNGEAL SWALLOW FUNCTION, 30 MIN",$289.95 
"HC EVAL,ORAL & PHARYNGEAL SWALLOW FUNCTION, 45 MIN",$289.95 
"HC EVAL,ORAL & PHARYNGEAL SWALLOW FUNCTION, 60 MIN",$289.95 
"HC EVAL,SWALLOW FUNCTION,CINE/VIDEO RECORD, 30 MIN",$289.95 
"HC EVAL,SWALLOW FUNCTION,CINE/VIDEO RECORD, 45 MIN",$648.06 
"HC EVAL,SWALLOW FUNCTION,CINE/VIDEO RECORD, 60 MIN",$399.53 
HC ED LEVEL 1,$252.00 
HC ED LEVEL 2,$746.55 
HC ED LEVEL 3,"$1,051.05 "
HC ED LEVEL 4,"$1,581.30 "
HC ED LEVEL 5,"$2,790.90 "
"HC CRITICAL CARE, E/M 30-74 MINUTES","$3,042.90 "
"HC CRITICAL CARE, ADDL 30 MIN","$1,012.10 "
HC BREATHING CAPACITY TEST,$280.05 
HC EVAL OF BRONCHOSPASM,$466.35 
HC GAS DILUT/WASHOUT LUNG VOL W/WO DISTRB VENT&VOL,$319.90 
HC DIFFUSING CAPACITY,$384.00 
"HC NONINVASV OXYGEN SATUR,MULTIPLE",$95.90 
"HC NONINVASV OXYGEN SATUT,CONTINUOUS",$424.00 
HC NONINVASV OXYGEN SATUR;SINGLE,$89.30 
HC HEART/LUNG RESUSCITATION (CPR),$810.35 
"HC CARDIOVERSION, ELECTIVE;EXTERN","$1,784.95 "
HC INSERT VENTR PM W TRANSVENOUS ELECTRODE,"$30,948.30 "
HC INSERT ART & VENTR PM W TRANSVENOUS ELECTROD,"$38,304.15 "
HC INSERT TEMP PM/ELECTRODE SINGLE CHMBR,"$23,599.00 "
HC RELOCATE SKIN POCKET CARDIOVERTER DEFIB,"$6,967.80 "
HC INSERT LV PACING ELECT TO EXISTING PM/DEFIB,"$13,409.70 "
HC INSERT LV PACING ELECT TO NEW PM/DEFIB,"$40,707.60 "
HC REMVL PERM PM PLSE GEN W/REPL PLSE GEN SNGL LD,"$24,862.50 "
HC REMVL PERM PM PLS GEN W/REPL PLSE GEN 2 LD SYS,"$29,010.10 "
HC INSERT/RPLACMNT AICD W LEAD SING/DUAL,"$52,590.35 "
HC REM PAC CVDFB PLSE GEN &REPL PLSE GEN DUAL LEAD,"$84,652.15 "
HC IMPLANTATION PT-ACTIVATED CARDIAC EVENT RECORDR,"$22,160.25 "
HC INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY,"$17,085.45 "
HC INSERT INTRA-AORTIC BALLOON ASST DEVICE,"$6,209.30 "
HC PLC CATH AORTA,$551.25 
"HC PLC CATH SUBSUBSELECT ART,NECK",$195.15 
HC SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART,"$13,912.45 "
HC SLCTV CATH CAROTD/INNOM ART ANGIO INTRCRANL ART,"$13,912.45 "
HC SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ART,"$13,912.45 "
"HC PLACE CATH SELECT ART,ABD/PEL",$195.15 
"HC PLACE CATH SUBSELECT ART,ABD/PEL",$195.15 
"HC PLACE CATH SUBSUBSELECT ART,ABD/PEL",$195.15 
HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UNI,"$12,813.30 "
HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BILA,"$12,813.50 "
"HC PRIM PERC MECH THROMBECTOMY, ARTERIAL","$11,906.75 "
HC INSERT INTRVAS VC FILTR W VASC ACS VSSL RS&I,"$19,067.75 "
HC PERQ TRANSCATH RTRVL INTRVAS FB W IMG,"$13,963.15 "
HC THROMBOLYSIS ARTERIAL INFUSION W/IMG INIT TX,"$4,925.95 "
HC THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX,"$11,009.55 "
HC REVASC ILIAC ARTANGIOPLASTY INIT VSSL,"$18,541.05 "
HC REVASC ILIAC ART ANGIOPL/STNT INIT VSSL,"$18,541.05 "
HC REVASC ILIAC ART ANGIOPLASTY/STNT EA ADD VSSL,"$18,536.35 "
HC REVASC FEM/POP ART ANGIOPLASTY,"$18,541.05 "
HC REVASC FEM/POP ART ANGIOPL/STNT,"$39,362.25 "
HC REVASC FEM/POP ART ANGIOPL/STNT/ATHERECTOMY,"$80,101.95 "
HC INTRVASC US DURING DX EVAL/INTERVEN W IMG INIT VSSL,"$4,535.70 "
HC PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH,"$25,213.05 "
HC PRQ TRLUML CORONARY ANGIOPLASTY ADDL BRANCH,"$25,213.05 "
HC PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH,"$48,653.35 "
HC PRQ TRLUML CORONRY STENT W/ANGIO ADDL ART/BRNCH,"$48,653.35 "
HC PRQ TRLUML CORONRY STNT/ATH/ANGIO ONE ART/BRNCH,"$48,653.35 "
HC PRQ TRLUML CORONARY STENT/ATH/ANGIO ADDL BRANCH,"$48,653.35 "
HC PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL,"$48,653.35 "
HC PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL,"$48,653.35 "
HC PRQ TRLUML CORONRY CHRONIC OCCLU REVASC ONE VSL,"$48,653.35 "
HC PRQ TRANSLUMINAL CORONRY MECHANICL THROMBECTOMY,"$12,022.75 "
"HC INTRAVASC US,HEART,1ST VESSEL","$1,967.95 "
"HC INTRAVASC CORONARY US, EA ADD VESSEL","$1,226.00 "
HC RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT,"$13,374.45 "
"HC LEFT HEART CATH INJ VETRICULOGRAPHY, RS/I","$13,374.45 "
HC CATH PLC/COR ANGIO RS/I,"$13,374.45 "
HC CATH PLC/COR ANGIO RS/I BYPASS ANGIO,"$13,374.45 "
