GOOD SAMARITAN HOSPITAL,,,
CHARGE DESCRIPTION MASTER,,,
"AS OF JUNE 1, 2018",,,
,,,
,,,
Chrg Code,Chrg Desc,Chrg Amt IP,Chrg Amt OP
452883,IMPLNT BRST 12.5CM 425ML,"15,741.00","15,741.00"
452884,COMPONENT FEM STD RT KN ,"29,373.00","29,373.00"
452885,INSERT TIB AOX RP 15MM  ,"60,913.00","60,913.00"
452886,COMPONENT RPS FLEXION ST,"27,452.00","27,452.00"
452890,SCREW 4.5 4.0X45 CC     ,"16,473.00","16,473.00"
452893,SCREW 55840006035 5.5MAS,"16,473.00","16,473.00"
452895,PORT POWER CLEAR VUE 8FR,"7,480.00","7,480.00"
452900,PLATE SUPR DCRSD 8HL RT ,"17,786.00","17,786.00"
452901,DRILL CTRSINK 3.5MM     ,"3,254.00","3,254.00"
452902,DRILL BIT DIA 2.6MMX220M,"4,390.00","4,390.00"
452903,KWIRE FX 100MM 2MM      ,"1,064.00","1,064.00"
452908,HEAD HUM 21X46MM        ,"25,702.00","25,702.00"
452912,SCREW CANC 80X5 CNULA   ,"3,705.00","3,705.00"
452913,LENS IOL MA60AC 20.0D   ,"1,369.00","1,369.00"
452914,SCREW SPNL MAS 30X6MM   ,"16,473.00","16,473.00"
452915,SEALANT DURASEAL CLSR5ML,"17,067.00","17,067.00"
452924,FILLER BN VOID STIM 10ML,"18,826.00","18,826.00"
452925,CEMENT BN PTTY 10ML     ,"23,986.00","23,986.00"
452930,PORT CLEARVUE SLIM W 8F ,"7,480.00","7,480.00"
452933,SCREW 5.5X45MM SPNL HA  ,"16,473.00","16,473.00"
452936,SCREW SCHANZ LEXF 5.0X17,"2,447.00","2,447.00"
452939,PROBE PH MNTR 2 CHNL    ,"2,874.00","2,874.00"
452944,GRAFT BN VTSS BETA 10CC ,"20,514.00","20,514.00"
452945,SCREW SPNL MAS 6.5X40   ,"16,473.00","16,473.00"
452946,SCREW 5.5 MAS 6.5X30 CC ,"16,473.00","16,473.00"
452949,ROD 5.5 CCM NS CURB 70MM,"5,931.00","5,931.00"
452950,ROD SPNL 60MM SOLERA CRV,"5,931.00","5,931.00"
452953,HEAD HUM GLBL 15X40MM   ,"24,637.00","24,637.00"
452957,KT RPR ARTHR KNTLS TGHTR,"15,046.00","15,046.00"
452958,SPACER CLBR 8-11X55MM   ,"96,343.00","96,343.00"
452962,ROD SPN 5.5X150 CRVD    ,"5,931.00","5,931.00"
452964,SCREW CRNFCL S/T 5X2MM  ,"1,730.00","1,730.00"
452965,STAPLER BIOABS 60X4.8MM ,"4,465.00","4,465.00"
452966,TUBE GSTRM LP 16FX2.5   ,"2,479.00","2,479.00"
452969,PLATE VAR ANG 4HL 87X3.5,"25,362.00","25,362.00"
452970,SCREW VAR LCKNG 3.5X80MM,"4,713.00","4,713.00"
452971,SCREW VAR LCKNG 3.5X75MM,"5,610.00","5,610.00"
452972,SCREW VAR LCKNG 3.5X60MM,"5,610.00","5,610.00"
452974,SCREW CANN 7X90 32      ,"5,886.00","5,886.00"
452975,SCREW CANN THRD 7X32X95 ,"5,886.00","5,886.00"
452976,SCREW CORT NLCKG 3.5X20 ,"1,048.00","1,048.00"
452977,GRAFT BN CNRSTN ASR CORT,"15,515.00","15,515.00"
452984,MESH PROGRIP SLF 15X10CM,"7,480.00","7,480.00"
452985,NRSTM SPNL CRD 16 CHN   ,"122,007.00","122,007.00"
452986,DEVICE SPEC RET 15-18MM ,"3,968.00","3,968.00"
452992,COMPNT FEM STD LT KN    ,"29,373.00","29,373.00"
452995,PLATE ANT CERV 25MM     ,"17,434.00","17,434.00"
452997,SUTURE FIBERWIRE AR-7201,"1,301.00","1,301.00"
452998,HEAD FEM -2MM OD28MM V40,"13,769.00","13,769.00"
453010,PLATE LCP 8HL 147X3.5MM ,"29,176.00","29,176.00"
453011,SCREW LCP T15 3.5X26MM  ,"4,713.00","4,713.00"
453012,SCREW LCP PROX 3.5X34MM ,"5,610.00","5,610.00"
453013,SCREW LCP T15 3.5X50MM  ,"4,713.00","4,713.00"
453014,SCREW LCP T15 3.5X54MM  ,"4,713.00","4,713.00"
453017,SCREW ALOY CORT 5X45X3.5,"5,509.00","5,509.00"
453019,EXTENDR BURR RND DMD 3MM,"6,643.00","6,643.00"
453026,CATH PED W/INTRO BLN 1.5,"1,037.00","1,037.00"
453027,CLIP ANRSM PERM FT762T  ,"7,480.00","7,480.00"
453028,BIT DRIL AO SPEED 2X30MM,"4,981.00","4,981.00"
453030,SCREW BN LCK 2.9X10MM   ,"5,655.00","5,655.00"
453031,PLATE RIB MTRX CNTRD 16H,"23,806.00","23,806.00"
453034,BIT DRL JLTCH STP 10MM  ,"4,288.00","4,288.00"
453036,PLATE TBLR 5HL 3RD 63.5 ,"7,031.00","7,031.00"
453037,STEM FEM ACLD 132D 2X8  ,"43,235.00","43,235.00"
453038,TOOL DSCT 3X210 MDSRX   ,"3,060.00","3,060.00"
453039,GRAFT BN DBM PUTTY 5CC  ,"10,689.00","10,689.00"
453041,CAGE SPNL 24.5X9.5X10MM ,"55,053.00","55,053.00"
453042,PLATE LRDOSIS 0D 45X10MM,"66,064.00","66,064.00"
453043,GRAFT DBM PASTE + 10CC  ,"15,515.00","15,515.00"
453044,SCREW SPN POLY 6.5X40   ,"18,351.00","18,351.00"
453045,PACEMKR ADVSA MRI A2DR01,"87,348.00","87,348.00"
453048,SCREW BN 2.7X18MM CVRLK ,"3,740.00","3,740.00"
453051,COMPNT FEM HIP RT KN SZ6,"35,423.00","35,423.00"
453053,STENT COR 34X3MM ZTRLMS ,"24,446.00","24,446.00"
453054,STENT COR 38X3MM ZTRLMS ,"24,446.00","24,446.00"
453055,STENT COR 34X3.5MMZTRLMS,"24,446.00","24,446.00"
453056,STNT COR 38X3.5MM ZTRLMS,"24,446.00","24,446.00"
453057,STENT COR 38X4MM ZTRLMS ,"24,446.00","24,446.00"
453058,STENT COR 34X4MM ZTRLMS ,"24,446.00","24,446.00"
453059,CATH BLN ANG 2X137X6    ,"14,454.00","14,454.00"
453060,CATH BLN ANG 2.5X137X6  ,"14,454.00","14,454.00"
453061,CATH BLN ANG 3X137X6    ,"14,454.00","14,454.00"
453062,CATH BLN ANG 3.5X137X6  ,"14,454.00","14,454.00"
453073,SPACER FRTFY 31-44X20MM ,"122,007.00","122,007.00"
453078,BLADE SAW 2XL W50X13X.64,"1,721.00","1,721.00"
453081,SCREW BN 5.5MM 30MM     ,"16,473.00","16,473.00"
453082,KIT INJX NRSTM ANCHR.157,"6,882.00","6,882.00"
453083,PLATE 8D SPNL INTERC DSC,"21,471.00","21,471.00"
453084,KWIRE OLIV FX ORTH 1.3MM,"1,157.00","1,157.00"
453086,SCREW SXT BRK OFF 4.75  ,"2,966.00","2,966.00"
453093,NEEDLE NS NIM SPN PDCL  ,"19,175.00","19,175.00"
453094,CATH GD IM 6FR 55CM     ,"1,652.00","1,652.00"
453095,BIT DRILL CANN ACL 3.0MM,"6,841.00","6,841.00"
453096,FORCEPS BX 160CM 1.8MM  ,"1,095.00","1,095.00"
453097,SCREW SPNL MAS 6.5X45   ,"16,473.00","16,473.00"
453098,SCREW SPN MAS 7.5X35 CC ,"22,401.00","22,401.00"
453101,EXPANDR BRST 340ML 5.7CM,"21,357.00","21,357.00"
453103,PLATE 7200172 ATL VIS NW,"18,193.00","18,193.00"
453106,INSERT TIB AOX 12.5MM   ,"60,913.00","60,913.00"
453109,STAPLE INT BN ECHLN 45MM,"4,185.00","4,185.00"
453110,CUP ACTB PNCL 48MM      ,"18,358.00","18,358.00"
453112,PUTTY BN GRAFTN 2.5ML   ,"7,667.00","7,667.00"
453122,K-WIRE CHAMFERED        ,930.00,930.00
453123,SPACER TMBRLNE 50X10MM  ,"73,404.00","73,404.00"
453133,ROD SPN PRCPT PRBNT 35MM,"5,931.00","5,931.00"
453137,STEM FEM FLUT KN 16X150 ,"18,630.00","18,630.00"
453141,SEALANT FIBRIN 2ML EVICL,"5,101.00","5,101.00"
453142,SEALANT EVICEL FIBRN 5ML,"9,511.00","9,511.00"
453143,INTEGRA BMWD 1 SQCM     ,"1,037.00","1,037.00"
453144,PLATE OLCRN 3HL 70-0303 ,"14,919.00","14,919.00"
453145,SCREW BN 2.7MM 14MM DIST,"3,621.00","3,621.00"
453146,SCREW BN 3.5X45 30-0272 ,"2,334.00","2,334.00"
453147,SCREW MAS 5.5X45 CC     ,"22,401.00","22,401.00"
453149,ROD 100MM PREBENT COCR  ,"8,163.00","8,163.00"
453151,PLATE MF FUSION 4HL     ,"24,695.00","24,695.00"
453159,SCREW BN FT 3.5X18      ,"7,480.00","7,480.00"
453160,SCREW BN 3.5MM 26MM ORTH,"7,480.00","7,480.00"
453161,BIT DRILL 2.0MM ORTHOLOC,"4,981.00","4,981.00"
453162,BIT DRILL 2.8MM 58850028,"5,172.00","5,172.00"
453172,PIN FX 2.4MM TEMP       ,"3,120.00","3,120.00"
453173,PLATE 3 HL S3 BN RT SHLD,"14,244.00","14,244.00"
453184,SCREW PERI LCK 3.5X44MM ,"2,597.00","2,597.00"
453188,STENT ABS PRO 8X60X80   ,"15,715.00","15,715.00"
453201,ROD EXFIX 150MM EBI     ,"6,841.00","6,841.00"
453204,CLAMP EX FIX VSN        ,"18,366.00","18,366.00"
453205,CLAMP EX FIX RPD ROD SCR,"14,068.00","14,068.00"
453208,SCREW BN 130MM 50MM CORT,"6,283.00","6,283.00"
453209,BIT DRL 7.8MM 240MM     ,"5,938.00","5,938.00"
453210,SEALANT EVICEL FIBRN 1ML,"2,755.00","2,755.00"
453233,CATH ATHRCM DMDBCK 1.5MM,"58,279.00","58,279.00"
453234,CATH ATHRCM DMDBCK 2MM  ,"58,279.00","58,279.00"
453240,GWIRE VASC.035IN 145CM J,"2,087.00","2,087.00"
453243,FLEX ALLOPATCH HD 1 SQCM,"1,197.00","1,197.00"
453244,SCREW BN 3.5MM 30MM CORT,"1,048.00","1,048.00"
453245,SCREW SS 3.5X32MM       ,"1,048.00","1,048.00"
453246,SCREW BN 3.5MM 36MM SS  ,"1,048.00","1,048.00"
453249,SCREW BN 4MM 42MM SHRT T,"4,937.00","4,937.00"
453251,CMPNT PTELA POLY LG     ,"10,506.00","10,506.00"
453252,INSRT TIB LG 10MM KN RP ,"16,186.00","16,186.00"
453253,INSERT TIB 10M KN RP LCS,"16,186.00","16,186.00"
453256,CATH DRN 12FR 25CM 6    ,"1,066.00","1,066.00"
453257,INTRODUCR CTH 10F 38.5CM,"1,135.00","1,135.00"
453260,SET BX 60CM 18GA 7FR Q  ,"4,557.00","4,557.00"
453261,STENT URET PGTL 8FR 20CM,"1,271.00","1,271.00"
453262,STENT URET PGTL 8FR 24CM,"1,271.00","1,271.00"
453266,CATH BLNDIL 6X135X20 REP,"4,110.00","4,110.00"
453268,CATH GD 150X10CM REPR   ,"6,028.00","6,028.00"
453269,CATH DRN 10.2F 40CM REPR,"1,038.00","1,038.00"
453277,HEAD FM CRM 40 +5 BIOLOX,"18,358.00","18,358.00"
453278,GENERATOR NRSTM PRCSN SP,"122,007.00","122,007.00"
453279,CABLE NRSTM 213CM PRCSN ,"13,520.00","13,520.00"
453280,WRENCH SURG HEX 7.6CM   ,"1,487.00","1,487.00"
453281,CABLE NRSTM 213CM 2X8   ,"13,520.00","13,520.00"
453282,KT STM PRCSN SPCTR RMT  ,"17,344.00","17,344.00"
453283,IMPL BRST SIL 14X14.5   ,"18,984.00","18,984.00"
453284,TIP ASP SONOPT 25KHZ    ,"14,601.00","14,601.00"
453285,NEEDLE OPTH 23GA 1.5IN  ,241.00,241.00
453290,PATCH CV 25X12CM        ,"15,752.00","15,752.00"
453297,SCREW BN SPNL MAS 4.5X25,"16,473.00","16,473.00"
453300,SCREW MAS 5.5X40 CC     ,"22,401.00","22,401.00"
453306,STPL GIA UN ST 45-2.5   ,"4,132.00","4,132.00"
453309,CORE 18MM 24-33MM       ,"94,921.00","94,921.00"
453310,SCREW MAS 5.5X35MM CC   ,"16,473.00","16,473.00"
453312,SCREW LOCKING FOR ENDCAP,"4,036.00","4,036.00"
453315,TIP APL 4CM EVCEL CTRL  ,730.00,730.00
453335,SCREW BN 6.5MM 70MM 20MM,"7,480.00","7,480.00"
453336,SCREW 6.5X75MM 20MM ASNS,"7,480.00","7,480.00"
453337,SCREW 6.5X80MM 20MM ASNS,"7,480.00","7,480.00"
453338,SCREW 6.5X90X20MM ASNS 3,"7,480.00","7,480.00"
453339,SCREW 6.5X95X20MM ASNS 3,"7,480.00","7,480.00"
453340,SCREW BN 6.5MM 100MM 20M,"7,480.00","7,480.00"
453341,SCREW 6.5X105X20 ASNS 3 ,"7,480.00","7,480.00"
453342,SCREW BN 6.5MM 110MM 20M,"7,480.00","7,480.00"
453343,SCREW BN 6.5MM 125MM 70M,"7,480.00","7,480.00"
453351,BIT DRL ASNS CANN 6.5MM ,"10,611.00","10,611.00"
453353,GWIRE ORTH ASNS3 300X3.2,"1,669.00","1,669.00"
453354,GWIRE ORTH HIP 300X3.2MM,"2,195.00","2,195.00"
453357,STENT ABS PRO 8X40X80   ,"15,715.00","15,715.00"
453358,SCREW V/A S/T 4.0X16    ,"5,442.00","5,442.00"
453359,CATH SPYSCOPE M00546230 ,"21,904.00","21,904.00"
453360,FORCEP ENDO 286CM 1MM   ,"11,495.00","11,495.00"
453365,WIRE K 2.5MM X 150MM FOO,"1,041.00","1,041.00"
453369,SCREW BN 3.5X20 58803520,"7,480.00","7,480.00"
453372,PLATE SPN 18X55X16MM    ,"66,064.00","66,064.00"
453375,CUP HUM 6 38D STD       ,"18,358.00","18,358.00"
453376,PLATE NER MESH 100X100M ,"37,114.00","37,114.00"
453378,SHELL ACTB RSTR LT 48MM ,"22,030.00","22,030.00"
453379,HEAD FEM 4MM OD28MM V40 ,"13,769.00","13,769.00"
453380,GRAFT DURAGEN+ 1PK 1X3IN,"12,188.00","12,188.00"
453385,INSERT MICRO KNIFE POINT,"6,632.00","6,632.00"
453386,SET IRR CLEARVISN 2 TUBE,"5,314.00","5,314.00"
453387,INSERT MICRO KNIFE SICKL,"6,075.00","6,075.00"
453388,STENT ABS PRO 10X40X80  ,"15,715.00","15,715.00"
453392,SCREW 5.5 6.0X50        ,"16,473.00","16,473.00"
453395,SCREW 3.5 28 SS CORT L  ,"1,048.00","1,048.00"
453396,SCREW BN 3.5X35MM CORT  ,"1,048.00","1,048.00"
453400,CONNECTOR OPN OFST 15D  ,"9,378.00","9,378.00"
453401,CONNECTOR OPN OFST 6125 ,"9,378.00","9,378.00"
453402,SCREW SPN MAS 7.5X50 CC ,"16,473.00","16,473.00"
453403,SCREW PED 7.5X45X5.5MM  ,"16,473.00","16,473.00"
453404,SCREW SPN SLRA 7.5X40MM ,"22,401.00","22,401.00"
453405,SCREW 9.5X80MM COCR SPNE,"16,473.00","16,473.00"
453407,SPACER LRDTC 18X50X10   ,"66,064.00","66,064.00"
453411,SHELL 49MM NOVAE DUAL MO,"16,523.00","16,523.00"
453413,INSERT CUP 49MM 28MM DUA,"27,537.00","27,537.00"
453419,CUP NOVAE SUNFIT TH 55MM,"17,441.00","17,441.00"
453421,SHELL ACTB 53MM DUAL MOB,"17,441.00","17,441.00"
453422,INSERT 53MM DUAL MOBILIT,"26,620.00","26,620.00"
453429,TUBE JJNSTM SI 22CM 16FR,"7,292.00","7,292.00"
453430,PLATE SUPR DECRSD 6HL RT,"22,294.00","22,294.00"
453432,PROBE LSR 25GA 2IN CRV I,"4,652.00","4,652.00"
453433,SCREW SPN MP-AXL 3.5X28 ,"16,473.00","16,473.00"
453435,ROD SPNL XLNK MED       ,"16,473.00","16,473.00"
453440,BRNG TIB 67X10 VNGRD    ,"18,358.00","18,358.00"
453441,CUTTER PWRD ECHLN FLX 45,"7,238.00","7,238.00"
453446,TISSUE PURGRFT 50-250ML ,"5,699.00","5,699.00"
453448,CONNECTOR ROD SD6.35 CRV,"16,473.00","16,473.00"
453449,LENS GRSHBR -59D ASPHRC ,"1,301.00","1,301.00"
453450,CANNULA PRFSN 17IN 0D26F,811.00,811.00
453452,OCLDR AGA ASD 12        ,"85,523.00","85,523.00"
453453,CATH IAB SNS+ KT 8F 50ML,"19,202.00","19,202.00"
453454,ROD SPNL 120MM 5.5MM SOL,"12,169.00","12,169.00"
453466,CAP PROT TIP BLUE 5MM   ,"1,719.00","1,719.00"
453467,CLAMP X-FX HFFMN 5HL PIN,"15,689.00","15,689.00"
453468,ROD EX FIX 11MM 150MM CO,"9,356.00","9,356.00"
453471,CATH BLN 3.5MM 21MM RX N,"4,516.00","4,516.00"
453474,GELFOAM CMPR SZ 100     ,"4,167.00","4,167.00"
453475,CMPNT UNI KNEE LFT LTRL ,"77,207.00","77,207.00"
453482,GRAFT 10X1CM GRFTN DBM  ,"12,412.00","12,412.00"
453483,TROCAR LAPSCP LNG 15X15 ,"1,840.00","1,840.00"
453484,SORBAFIX ABSRB FIX SYS  ,"6,851.00","6,851.00"
453485,CMPNT FEM MED LT CMNT   ,"29,373.00","29,373.00"
453487,STEM MNOBLCK K1 POR 2   ,"45,895.00","45,895.00"
453490,FLEXCATH ADVANCE 12 STEE,"19,271.00","19,271.00"
453498,CMPNT PTLR L+ 3 PEG CMN ,"29,373.00","29,373.00"
453501,CMPNT FEM RPS LG RT CMNT,"29,373.00","29,373.00"
453502,INSRT TIB LG+ 12.5MM RP ,"16,186.00","16,186.00"
453505,WIRE KRSH OLV 65X1.2MM  ,"3,946.00","3,946.00"
453506,SPACER 4001327 6 DEG 13X,"49,548.00","49,548.00"
453507,TRAY GSTRC LAV ARGYL 34F,436.00,436.00
453508,ROD 7753770 PRCUT 3.5X70,"5,386.00","5,386.00"
453509,DEVICE EXFX CRRT 15210  ,"86,654.00","86,654.00"
453511,FIXATOR EXFX TLSCP 01810,"38,624.00","38,624.00"
453512,MECHANISM C/D 0-5CM     ,"16,670.00","16,670.00"
453513,SCREW 6X40X130 BIOMET   ,"7,241.00","7,241.00"
453514,SCREW BN 6/5MM 130 50   ,"7,480.00","7,480.00"
453516,TRAP FLD CLT CMPRH ST100,"1,283.00","1,283.00"
453517,TUBING PRSS MNTR PVC 6IN,152.00,152.00
453519,NAIL T2 TIB STD 11X330MM,"24,415.00","24,415.00"
453520,INSERT TIB STD+ 10MM KN ,"15,059.00","15,059.00"
453522,DEVICE INFLTN BIG60 60ML,"1,301.00","1,301.00"
453523,WRNCH ALN 5 EBI LP      ,"5,528.00","5,528.00"
453524,GRAFT BONE VITOSS 5CC   ,"36,951.00","36,951.00"
453525,SCREW CORT S/T 3.5X32MM ,943.00,943.00
453527,LENS IOL+8 DIOP 12.5X6MM,552.00,552.00
453528,PLATE LCK AXSOS 6H 84MM ,"4,779.00","4,779.00"
453531,SPACER SPN 12D 32X23X14 ,"100,000.00","100,000.00"
453533,SCREW SPN MP-AXL 6.5X50 ,"16,473.00","16,473.00"
453537,SCREW BN 3.5MM NLCKG    ,"1,048.00","1,048.00"
453538,HEAD FEM SROM 40M +3    ,"18,358.00","18,358.00"
453539,INSERT TIB MED KN 10MM  ,"16,186.00","16,186.00"
453540,CAP END STD PROX HUM    ,"6,014.00","6,014.00"
453544,COUNTERSNK DRL 6MM SCRW ,"4,040.00","4,040.00"
453545,KIT IVAS SYSTEM 10G 15MM,"18,734.00","18,734.00"
453547,DRILL HND 10GM          ,"1,805.00","1,805.00"
453548,CANNULA BNCMNT IVAS 10GA,"1,859.00","1,859.00"
453559,STEM FEM 16X100X145     ,"14,532.00","14,532.00"
453560,BLOCK TIB TIV PMMA 3 5MM,"12,879.00","12,879.00"
453563,CANNULA14.8IN 24FR 3/8IN,"1,347.00","1,347.00"
453564,CANNULA PRFSN 14.IIN 21F,"1,347.00","1,347.00"
453565,SPACR 55X18X12MM TIMBRLN,"66,064.00","66,064.00"
453567,ROD SPN CURV 5.5CCM 35MM,"5,931.00","5,931.00"
453571,HEAD V40 BLX D 36MM     ,"13,769.00","13,769.00"
453581,PLATE ANTM LCK RT 4HL   ,"9,378.00","9,378.00"
453583,GWIRE VASC STR .035/150 ,"1,239.00","1,239.00"
453584,GWIRE VASC ANG .035/150 ,"1,239.00","1,239.00"
453585,TROCAR LPSCP 100MM 8MM  ,707.00,707.00
453586,TROCAR LAPSCP 100X5MM   ,"1,301.00","1,301.00"
453587,TROCAR LAPSCP K2 11X11MM,"1,673.00","1,673.00"
453588,TROCAR LAPSCP K2 100X12 ,"1,673.00","1,673.00"
453600,TROCAR LAPSCP Z 100X5MM ,726.00,726.00
453603,TROCAR LAPSCP 100MM 12MM,"1,673.00","1,673.00"
453604,TROCAR LAPSCP K2 100X15 ,"2,121.00","2,121.00"
453605,TROCAR LAPSCP K2 100X12 ,"1,097.00","1,097.00"
453606,TROCAR LAPSCP 100MM 5MM ,633.00,633.00
453607,STENT GRAFT 6FR 6MMX15CM,"64,519.00","64,519.00"
453608,STENT GRFT VBHN 15X5X120,"64,519.00","64,519.00"
453609,SPACER 18X45MM 7-10MM   ,"100,000.00","100,000.00"
453614,NAIL GAMMA3 10X170X125  ,"30,270.00","30,270.00"
453617,HEAD FEM 44X28MM        ,"12,273.00","12,273.00"
453619,HEAD BIP COCR 45X28MM   ,"11,046.00","11,046.00"
453621,SCREW SPNL 6.5X75MM     ,"16,473.00","16,473.00"
453622,SPACER CLBR 10X30X11-15 ,"73,404.00","73,404.00"
453625,CAGE LORD 18WX50LX12 0D ,"66,064.00","66,064.00"
453627,STEM FEMORAL APX 1 3 HIP,"45,895.00","45,895.00"
453632,EXPANDER TISS 450ML STY ,"22,939.00","22,939.00"
453634,SCREW BIOABS TNDSIS 23X7,"7,480.00","7,480.00"
453635,FLEX ALLOPATCH HD 1 SQCM,"1,099.00","1,099.00"
453643,HEAD BIOLX DLTA+3.5X28MM,"14,687.00","14,687.00"
453645,SCREW SPN MAS 5.0X25 CC ,"16,473.00","16,473.00"
453646,SCREW SPN MAS 5.0X30 CC ,"16,473.00","16,473.00"
453650,SCREW BN HUM 3.5X32     ,"3,621.00","3,621.00"
453657,SCREW SPN SKYLN VAR 14MM,"6,589.00","6,589.00"
453658,SCREW BN TI LG DIA L14MM,"6,589.00","6,589.00"
453663,GUIDE SURGICAL DRILL OD1,"4,358.00","4,358.00"
453664,SHUNT CV FLCL AXS 1.25MM,"9,103.00","9,103.00"
453666,XPNDR TISS 275ML STY9100,"22,939.00","22,939.00"
453670,CATH MUST 4MM 20MM 135CM,"4,926.00","4,926.00"
453671,CATH MUST 8MM 20MM 135CM,"4,926.00","4,926.00"
453672,CATH MUST 8MM 180MM 135C,"4,926.00","4,926.00"
453674,CATH MUST 12MM 40MM 135C,"4,926.00","4,926.00"
453675,CATH MUST 4MM 20MM 75CM ,"4,926.00","4,926.00"
453676,CATH MUST 4MM 40MM 75CM ,"4,926.00","4,926.00"
453677,CATH PTA MUSTNG 5X75X20 ,"4,926.00","4,926.00"
453678,CATH MUST 7MM 20MM 75CM ,"4,926.00","4,926.00"
453679,CATH MUST 7MM 40MM 75CM ,"4,926.00","4,926.00"
453681,BIT DRL 2.7MM 703703    ,"4,349.00","4,349.00"
453682,DEVICE SPEC RET 2.5X160 ,"2,874.00","2,874.00"
453683,RETRIEVER 4 LP ENDO VASC,"12,045.00","12,045.00"
453685,SCREW XCORE 2 18X28-41  ,"94,921.00","94,921.00"
453694,ROD SPN SOLRA 70X5.5MM  ,"5,931.00","5,931.00"
453703,STENT ESPH ENDOMX 23X150,"39,550.00","39,550.00"
453706,STENT PRELOAD OASIS 7.5F,"2,778.00","2,778.00"
453707,STENT BIL G25657        ,"3,423.00","3,423.00"
453713,CLIP ENDO OTSC 165CM    ,"9,378.00","9,378.00"
453716,PROSTHSIS OSS 4.5X.6MM  ,"7,502.00","7,502.00"
453718,GELFOAM+W/THRMB         ,"3,783.00","3,783.00"
453720,INSERT TIB STD+ 12.5MM K,"16,186.00","16,186.00"
453723,BLADE ORL WO HNDL 60D   ,"18,790.00","18,790.00"
453724,SCREW ORTHO UNI 5.0X35MM,"15,425.00","15,425.00"
453725,BLADE LAMEL ANGL 60D    ,"18,790.00","18,790.00"
453727,SCREW ORTH POLY 5X40MM  ,"15,425.00","15,425.00"
453729,SCREW SET ORTHO LG      ,"3,232.00","3,232.00"
453730,BLDE BVR KNEE 9 W FLAT  ,"18,790.00","18,790.00"
453732,ROD COBLT CHRME 5.5MM   ,"10,885.00","10,885.00"
453733,PLATE 7200075 ATL VISION,"21,104.00","21,104.00"
453739,SLEEVE RTNL RND 30X2.1X1,270.00,270.00
453740,KIT CATH ST EQST SPLT 19,"6,851.00","6,851.00"
453741,SNARE VASC ARTRIEV 120CM,"7,199.00","7,199.00"
453742,HOOK LAMNR WIDE OPN 6.5 ,"16,473.00","16,473.00"
453746,SPONGE SRGFM 8X12.5X10  ,661.00,661.00
453747,ANCHOR ICNX INTLBR 2.3MM,"7,480.00","7,480.00"
453748,BIT DRL ICONIX 2.3MM    ,"5,498.00","5,498.00"
453749,TAMP 10/3 1ST FX KIT    ,"44,632.00","44,632.00"
453751,LEAD ABIL ATT QUAD 88CM ,"34,131.00","34,131.00"
453752,BURR SURG TPR 54X3.2MM  ,"1,562.00","1,562.00"
453753,BEARING VNGRD KN 67X14MM,"18,358.00","18,358.00"
453754,GWIRE ACROBT CALBRTD TIP,"4,105.00","4,105.00"
453758,CONNECTOR CROSS FXD 28MM,"15,820.00","15,820.00"
453759,HOOK LAMNR WIDE OPN 18MM,"12,024.00","12,024.00"
453762,PLATE GAP 1.5/.5 35MM   ,"6,134.00","6,134.00"
453763,PLATE SUB TMP 1.5/.5 8HL,"7,652.00","7,652.00"
453764,PLATE RECT MDFC 2X3HL   ,"6,389.00","6,389.00"
453766,PLATE BUR HL1.5/0.5 22MM,"6,389.00","6,389.00"
453767,SCREW GD EX FIX 25X2.5MM,"3,079.00","3,079.00"
453769,COMPNT PRSNA RT KN 10MM ,"13,769.00","13,769.00"
453771,STEM TIB PRSNA 5D E RTKN,"16,706.00","16,706.00"
453772,COMPNT PTLR ALPLY 35MM  ,"10,152.00","10,152.00"
453776,ANCHOR ICONIX 2.3MM     ,"8,253.00","8,253.00"
453781,PLATE FEM VNGRD LT62MM  ,"68,960.00","68,960.00"
453782,FILLER BN HA CA SLF 5ML ,"24,519.00","24,519.00"
453783,SCREW CANC 4.0X28       ,"2,550.00","2,550.00"
453796,CLIP ANRSM MZHO17-001-48,"7,708.00","7,708.00"
453798,CLIP  STD 13 OPN 14 TI  ,"7,708.00","7,708.00"
453799,TEMPCLIP ANRSM 9.0 ST7MM,"9,544.00","9,544.00"
453800,CLIP ANRSM TEMP 10X10.5M,"9,544.00","9,544.00"
453803,CLIP ANRSM 11 OPN 11MM  ,"7,708.00","7,708.00"
453807,CLIP ANRSM 8MM OPN 7.5MM,"7,708.00","7,708.00"
453809,CLIP ANRSM STD 9MM OPN 7,"7,708.00","7,708.00"
453813,CLIP ANRSM 11MM STD 11MM,"7,708.00","7,708.00"
453814,CLIP ANRSM SGTA 9X10MM  ,"7,708.00","7,708.00"
453815,CLIP ANRSM SGTA 9X9.5MM ,"7,708.00","7,708.00"
453818,CLIP ANSRM SGTA 5.5X4MM ,"8,872.00","8,872.00"
453819,CLIP ANRSM 11 STD 11MM  ,"8,872.00","8,872.00"
453824,CLIP ANRSM MINI 6MM OPN ,"8,872.00","8,872.00"
453825,CLIP ANRSM 2 7.5X7MM    ,"7,941.00","7,941.00"
453827,CLIP ANRSM MINI 5.5MM OP,"7,941.00","7,941.00"
453828,CLIP ANRSM MINI 7X6MM   ,"8,872.00","8,872.00"
453829,CLIP ANSRM SGTA 6.7X7MM ,"8,872.00","8,872.00"
453837,CLIP ANRSM SGTA 7X8.5MM ,"7,708.00","7,708.00"
