BarCdmID,Name,BillDescription,Amount,Category,CPT Modifier Code 1,CPT Modifier Code 2,CPT Multiplier,EffectiveDate,Expression 1,Expression 2,Expression 3,Expression 4,Expression 5,Expression 6,HCPCS Modifier Code 1,HCPCS Modifier Code 2,HCPCS Multiplier,MC Indicator,NDC,OD 1,OD 2,OD 3,OD 4,OD 5,OD 6,OD Value 1,OD Value 2,OD Value 3,OD Value 4,OD Value 5,OD Value 6,Override Expression 1,Override Expression 2,Override Expression 3,Override Expression 4,Override Expression 5,Override Expression 6,Professional GL Override
74121479,Aztreonam 1 Gm/50 Ml Bag,,133.00,025x,,,,07/02/2018,,,,,,,,,,N,00003223011,,,,,,,,,,,,,,,,,,,
74109015,Fluoxetine 10Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904578461A,,,,,,,,,,,,,,,,,,,
74100628,Atropine O.4Mg/Ml 1Ml,,45.00,063x,,,,07/02/2018,,,,,,,,,42.00,N,00517040125,,,,,,,,,,,,,,,,,,,
74120648,Lidocaine 700 Mg Patch,,30.00,063x,,,,07/02/2018,,,,,,,,,,N,00603188016A,,,,,,,,,,,,,,,,,,,
74101171,Clonidine Hcl 0.2Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079030020,,,,,,,,,,,,,,,,,,,
74104519,Ca Polycarbophil 625 Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,38485000027,,,,,,,,,,,,,,,,,,,
74121190,Levalbuterol 1.25Mg/0.5Ml Neb,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00378699393A,,,,,,,,,,,,,,,,,,,
74121405,Cabergoline 0.5 Mg Tablet,,65.00,063x,,,,07/02/2018,,,,,,,,,2.00,N,00093542088,,,,,,,,,,,,,,,,,,,
74121432,Beclomethasone Hfa Oral 80Mcg,,331.00,063x,,,,07/02/2018,,,,,,,,,,N,59310030480A,,,,,,,,,,,,,,,,,,,
74106277,Sodium Acetate 40Meq/20Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409329906A,,,,,,,,,,,,,,,,,,,
74120923,Stalevo 50,,29.00,063x,,,,07/02/2018,,,,,,,,,,N,00078040705,,,,,,,,,,,,,,,,,,,
74118534,Murocel 1% Ophth Sol 15Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,24208028015,,,,,,,,,,,,,,,,,,,
74121010,Ketorolac 0.1Ml Ophth Syringe,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74102875,Gentamicin Inj 80Mg/2Ml,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,63323001002M,,,,,,,,,,,,,,,,,,,
74108480,Colchicine 0.6Mg Tab,,27.00,063x,,,,07/02/2018,,,,,,,,,,N,64764011907,,,,,,,,,,,,,,,,,,,
74104552,Miconazole Nitrate-3 Vag Supp,,60.00,063x,,,,07/02/2018,,,,,,,,,,N,00472173803,,,,,,,,,,,,,,,,,,,
74121195,Lanthanum Carbonate 500Mg Chew,,48.00,063x,,,,07/02/2018,,,,,,,,,,N,54092025290,,,,,,,,,,,,,,,,,,,
74120432,Repaglinide 1Mg Tab,,11.00,063x,,,,07/02/2018,,,,,,,,,,N,00378312201A,,,,,,,,,,,,,,,,,,,
74106217,Silver Sulfadiazine 1% Cr 20Gm,,33.00,027x,,,,07/02/2018,,,,,,,,,,N,61570013120,,,,,,,,,,,,,,,,,,,
74120439,Oxybutynin Cl Xl 5 Mg Tablet,,11.00,063x,,,,07/02/2018,,,,,,,,,,N,51079072220M,,,,,,,,,,,,,,,,,,,
74120265,Diltiazem 100Mg/Ns 100Ml Advan,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409435003,,,,,,,,,,,,,,,,,,,
74107246,Betamethasone .1% 45Gm Oint,,102.00,063x,,,,07/02/2018,,,,,,,,,,N,00168003346,,,,,,,,,,,,,,,,,,,
74120275,Propafenone Hcl 225Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,53489055201,,,,,,,,,,,,,,,,,,,
74121467,Fulvestrant 250 Mg/5 Ml Inj,,3599.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,00310072010M,,,,,,,,,,,,,,,,,,,
74120694,Metoprolol 25 Mg Xl Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68084065901A,,,,,,,,,,,,,,,,,,,
74108427,Disopyramide Po4 Cap 100Mg,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00093312701A,,,,,,,,,,,,,,,,,,,
74120991,SOD Bicarbonate 4.2% 5 Ml Vial,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74104585,Morphine 1Mg/Ml 30Ml Pca Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,3.00,N,76329191101A,,,,,,,,,,,,,,,,,,,
74122351,Tetracaine 0.5% Opth Sol 1 App,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74122693,Theophylline Sa 200Mg Tab,,11.00,063x,,,,07/02/2018,,,,,,,,,,N,52244020010,,,,,,,,,,,,,,,,,,,
74104435,Lovastatin 20Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68084055901A,,,,,,,,,,,,,,,,,,,
74122076,Meningococcal Vac (Menactra),,449.00,063x,,,,07/02/2018,,,,,,,,,,N,49281058905,,,,,,,,,,,,,,,,,,,
74120558,Risperidone 0.25 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68382011214M,,,,,,,,,,,,,,,,,,,
74118020,Vicoprofen Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,62037052401A,,,,,,,,,,,,,,,,,,,
74120447,Ciprofloxacin Hc Otic 10Ml,,1085.00,063x,,,,07/02/2018,,,,,,,,,,N,00065853110,,,,,,,,,,,,,,,,,,,
74122258,Oseltamivir Phosphate 45Mg Cap,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,47781046913M,,,,,,,,,,,,,,,,,,,
74107171,Acetaminophen/Codeine 30Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00406048462B,,,,,,,,,,,,,,,,,,,
74120870,Augmentin Xr 1000Mg Tab,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,00781194382M,,,,,,,,,,,,,,,,,,,
74109856,Vasocidin Ophth Sol 5Ml,,43.00,063x,,,,07/02/2018,,,,,,,,,,N,24208031705,,,,,,,,,,,,,,,,,,,
74108718,Nitroglycerin 25Mg/D5W 250Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00338104702,,,,,,,,,,,,,,,,,,,
74104576,Morphine 2Mg Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,00409189001A,,,,,,,,,,,,,,,,,,,
74122728,LOCM Visipaque 320 1 Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,1.00,N,00407222317B,,,,,,,,,,,,,,,,,,,
74122651,Ibuprofen 800 Mg/100Ml IV Bag,,56.00,063x,,,,07/02/2018,,,,,,,,,8.00,N,66220028708A,,,,,,,,,,,,,,,,,,,
74122696,Sildenafil 2.5mg/ml syringe,,21.00,063x,,,,07/02/2018,,,,,,,,,,N,50268071715A,,,,,,,,,,,,,,,,,,,
74122621,Tyvaso 1.74mg/2.9ml neb,,740.00,025x,,,,07/02/2018,,,,,,,,,,N,66302020603,,,,,,,,,,,,,,,,,,,
74122011,Diazepam 2.5Mg Rectal Gel,,1043.00,063x,,,,07/02/2018,,,,,,,,,,N,66490065020,,,,,,,,,,,,,,,,,,,
74105800,Procainamide 1Gm/10Ml Inj,,316.00,063x,,,,07/02/2018,,,,,,,,,,N,76329339905M,,,,,,,,,,,,,,,,,,,
74106247,Doxepin 50Mg/1Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079043820,,,,,,,,,,,,,,,,,,,
74122015,Tacrolimus Orl ImRel 0.5Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,16729004101A,,,,,,,,,,,,,,,,,,,
74122871,Erythromycin 25mg/ml 90ml Top,,110.00,063x,,,,10/01/2018,,,,,,,,,,N,24338013013A,,,,,,,,,,,,,,,,,,,
74122873,"Factor XA,Inactiva 100mg vial",,8938.00,063x,,,,09/27/2018,,,,,,,,,,N,69853010101,,,,,,,,,,,,,,,,,,,
74121122,Lipase-Amylase-Proteas Creon20,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,00032122401,,,,,,,,,,,,,,,,,,,
74121463,Non-Formulary Drug 5 Ml Syra,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74102968,Haloperidol 5Mg/Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,63323047401A,,,,,,,,,,,,,,,,,,,
74104120,Maalox Plus/1Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00067627935,,,,,,,,,,,,,,,,,,,
74122497,Hydroxyurea 500mg/12.5 ml oral,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00003083050A,,,,,,,,,,,,,,,,,,,
74121447,Clocortolone 0.1% Cream 10 Gm,,289.00,027x,,,,07/02/2018,,,,,,,,,,N,67857080445B,,,,,,,,,,,,,,,,,,,
74106922,Imipramine 10Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,49884005401,,,,,,,,,,,,,,,,,,,
74122312,Diatrizone Na/Meg 100 Ml Bot,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00019131707,,,,,,,,,,,,,,,,,,,
74122599,DARBEPOETIN ALFA 100 MCG/MLINJ,"Inj Darbepoetin alfa, Non-ESRD",2828.00,063x,,,,07/02/2018,,,,,,,,,100.00,N,55513000504,,,,,,,,,,,,,,,,,,,
74109045,Atropine 1Mg Syringe,,56.00,063x,,,,07/02/2018,,,,,,,,,100.00,N,76329333901A,,,,,,,,,,,,,,,,,,,
74100598,Lorazepam 2Mg/Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,00641604425,,,,,,,,,,,,,,,,,,,
74118041,SOD. Bicarb 956Mg Effer,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,16500004108A,,,,,,,,,,,,,,,,,,,
74121494,Adenosine 90 Mg/Ns 90 Ml Bag,,269.00,063x,,,,07/02/2018,,,,,,,,,90.00,N,00703877701C,,,,,,,,,,,,,,,,,,,
74102731,Fluorescein 10% 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,17478025310A,,,,,,,,,,,,,,,,,,,
74101870,Dexamethasone 4Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,16.00,N,00054817525,,,,,,,,,,,,,,,,,,,
74105551,Diltiazem Sr 60Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079092420,,,,,,,,,,,,,,,,,,,
74122393,NA Nitrite/NA Thiosulfate Kit,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,60267081200,,,,,,,,,,,,,,,,,,,
74120087,Azelastine 137Mcg Nasal Spy,,53.00,063x,,,,07/02/2018,,,,,,,,,,N,51991081403A,,,,,,,,,,,,,,,,,,,
74122727,LOCM Isovue 300 1 Ml,,1.00,063x,,,,07/02/2018,,,,,,,,,1.00,N,00270131598A,,,,,,,,,,,,,,,,,,,
74105019,Ketoprofen 200Mg Cap,,11.00,063x,,,,07/02/2018,,,,,,,,,,N,00378820001,,,,,,,,,,,,,,,,,,,
74122624,Teriparatide 600mcg/2.4ml INJ,,11992.00,063x,,,,07/02/2018,,,,,,,,,60.00,N,00002840001A,,,,,,,,,,,,,,,,,,,
74121229,Nacl With Aloe Nasal Swab (Ayr,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00225052686,,,,,,,,,,,,,,,,,,,
74106796,Thiamine 100Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,96295012777A,,,,,,,,,,,,,,,,,,,
74121258,B Complex Capsule,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,54629056001A,,,,,,,,,,,,,,,,,,,
74122205,Penicillin Gk 2.5Mu/Ns 100Ml,,143.00,063x,,,,07/02/2018,,,,,,,,,4.00,N,,,,,,,,,,,,,,,,,,,,
74105599,Ondansetron Hcl 4Mg/2Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,4.00,N,00641607825A,,,,,,,,,,,,,,,,,,,
74107626,Levothyroxine Sod 112Mcg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00378181177A,,,,,,,,,,,,,,,,,,,
74109023,Atenolol 25Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079075920,,,,,,,,,,,,,,,,,,,
74101420,Clindamycin 600Mg/4Ml Inj,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,25021011504A,,,,,,,,,,,,,,,,,,,
74105007,Thyroid 60Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00456045901A,,,,,,,,,,,,,,,,,,,
74109771,KCL40MEQ In Sterile Water100Ml,,56.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,00338070348,,,,,,,,,,,,,,,,,,,
74122661,Apremilast 30 mg Tablet,,197.00,063x,,,,07/02/2018,,,,,,,,,,N,59572063106,,,,,,,,,,,,,,,,,,,
74118953,Eye Stream Ophth Soln 30Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00065053001M,,,,,,,,,,,,,,,,,,,
74120950,Valsartan 320 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,43547037009A,,,,,,,,,,,,,,,,,,,
74122638,Bourdreaux's butt paste,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,62103033302A,,,,,,,,,,,,,,,,,,,
74106574,Levothyroxine 0.15Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079044520A,,,,,,,,,,,,,,,,,,,
74121409,Lubiprostone 8 Mcg Capsule,,23.00,063x,,,,07/02/2018,,,,,,,,,,N,64764008060,,,,,,,,,,,,,,,,,,,
74118213,Benazepril Hcl 10Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,43547033610A,,,,,,,,,,,,,,,,,,,
74101137,Diltiazem Sr 120Mg Cap,,20.00,063x,,,,07/02/2018,,,,,,,,,,N,00378612001M,,,,,,,,,,,,,,,,,,,
74103454,Diltiazem Sr 90Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079092520,,,,,,,,,,,,,,,,,,,
74121018,Cromolyn Oral Conc. 100Mg/5Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,16571060096,,,,,,,,,,,,,,,,,,,
74122829,Vitamin Multi Therap 15Ml Liq,,6.00,063x,,,,04/01/2017,,,,,,,,,,N,00005434462B,,,,,,,,,,,,,,,,,,,
74111327,Epinephrine Pf 1Mg/Ml Inj,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409724101B,,,,,,,,,,,,,,,,,,,
74104219,Ferro Sequels Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74121143,Lamotrigine 5 Mg Chew Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00173052600,,,,,,,,,,,,,,,,,,,
74118887,Fluoxetine Hcl 20Mg/5Ml Ud,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00121472105M,,,,,,,,,,,,,,,,,,,
74122461,Pyrimethamine 25 mg tablet,,3000.00,063x,,,,07/02/2018,,,,,,,,,,N,52054033095A,,,,,,,,,,,,,,,,,,,
74120848,Carvediol 25 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904630361A,,,,,,,,,,,,,,,,,,,
74103286,Propranalol 10Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00115165901A,,,,,,,,,,,,,,,,,,,
74100122,Lidocaine 1% With Epi 20Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,63323048227A,,,,,,,,,,,,,,,,,,,
74107162,Acetaminophen/Codeine Elix 5Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00121050405,,,,,,,,,,,,,,,,,,,
74121428,Fluocinolone Ace. Shampoo Bot,,1503.00,063x,,,,07/02/2018,,,,,,,,,,N,00299550004,,,,,,,,,,,,,,,,,,,
74120863,Ezetimibe 10 Mg Tablet,,42.00,063x,,,,07/02/2018,,,,,,,,,,N,66582041454M,,,,,,,,,,,,,,,,,,,
74122207,Mouthwash Blm 237 Ml,,98.00,063x,,,,07/02/2018,,,,,,,,,,N,65628005004A,,,,,,,,,,,,,,,,,,,
74121317,Polymyxin B 100000 Unit/Ns 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,39822017001C,,,,,,,,,,,,,,,,,,,
74109048,Flumazenil 0.1Mg/Ml Inj 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,63323042405A,,,,,,,,,,,,,,,,,,,
74120186,Ambisone 50Mg W/Filter Insert,,832.00,063x,,,,07/02/2018,,,,,,,,,5.00,N,00469305130,,,,,,,,,,,,,,,,,,,
74103742,Thera Bath Lot Boz Bottl,,13.00,027x,,,,07/02/2018,,,,,,,,,,N,00067210515,,,,,,,,,,,,,,,,,,,
74109572,Viscoat Ophth O.5Ml,,730.00,025x,,,,07/02/2018,,,,,,,,,,N,08065183150,,,,,,,,,,,,,,,,,,,
74120687,Tolterodine La 4Mg Capsule,,26.00,063x,,,,07/02/2018,,,,,,,,,,N,00378340493A,,,,,,,,,,,,,,,,,,,
74121457,Na Hyaluronate 25 Mg/2.5Ml Syr,,921.00,063X,,,,07/02/2018,,,,,,,,,,N,89130444401B,,,,,,,,,,,,,,,,,,,
74108647,Trihexyphenidyl 2Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,16571016010A,,,,,,,,,,,,,,,,,,,
74106349,Chlorothiazide 500Mg Inj,,1191.00,063x,,,,07/02/2018,,,,,,,,,,N,63323065820A,,,,,,,,,,,,,,,,,,,
74122338,Oxymetazoline/Lidocaine Nasal,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00904571135A,,,,,,,,,,,,,,,,,,,
74122500,Amiodarone/D5W 150mg/100ml bag,,139.00,063x,,,,07/02/2018,,,,,,,,,5.00,N,43066015010,,,,,,,,,,,,,,,,,,,
74120070,Fluticasone 110Mcg Inh,,918.00,063x,,,,07/02/2018,,,,,,,,,,N,00173071920,,,,,,,,,,,,,,,,,,,
74122459,Docosanol 10% cream 2gm tube,,62.00,063x,,,,07/02/2018,,,,,,,,,,N,00766080155,,,,,,,,,,,,,,,,,,,
74121386,Dalteparin Sodium 18000 Units,,591.00,063x,,,,07/02/2018,,,,,,,,,7.00,N,00069022802A,,,,,,,,,,,,,,,,,,,
74122334,Ceftazidime 500 Mg Vial,,56.00,063x,,,,07/02/2018,,,,,,,,,1.00,N,24987043400A,,,,,,,,,,,,,,,,,,,
74118696,Lactobacillus Acidophilus Pkt,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,08290236712A,,,,,,,,,,,,,,,,,,,
74107114,Witch Hazel Pads 12 S,,59.00,027x,,,,07/02/2018,,,,,,,,,,N,50289325001A,,,,,,,,,,,,,,,,,,,
74122318,Urea 10% Cr 85 Gm Tube,,30.00,063x,,,,07/02/2018,,,,,,,,,,N,38485098035A,,,,,,,,,,,,,,,,,,,
74104000,Fat Emulsion 20% 500Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00338051913A,,,,,,,,,,,,,,,,,,,
74105428,Penicillin G Potassl2.5Mu Inj,PenicillinG Potas<=600000U Inj,224.00,063x,,,,07/02/2018,,,,,,,,,9.00,N,00049052083A,,,,,,,,,,,,,,,,,,,
74122409,SALINE NEGATIVE CONTROL 1ML S,,6.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74118187,Sterile Water 100Ml,,53.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74122816,Entresto 49mg/51mg tablet,,29.00,063x,,,,07/02/2018,,,,,,,,,,N,00078077720,,,,,,,,,,,,,,,,,,,
74100664,Aveeno For Bath Plain 42Gm Pkt,,59.00,027x,,,,07/04/2017,,,,,,,,,,N,81370003640A,,,,,,,,,,,,,,,,,,,
74120530,Carbidopa 25 Mg Tablet,,25.00,063x,,,,07/02/2018,,,,,,,,,,N,25010071115,,,,,,,,,,,,,,,,,,,
74120507,Synercid 500Mg Inj,,1623.00,063x,,,,07/02/2018,,,,,,,,,,N,61570026010,,,,,,,,,,,,,,,,,,,
74122697,Ticagrelor 60 Mg Tablet,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,00186077660,,,,,,,,,,,,,,,,,,,
74121055,Propafenone Sr 225 Mg Tablet,,23.00,063x,,,,07/02/2018,,,,,,,,,,N,49884011302A,,,,,,,,,,,,,,,,,,,
74122047,Sevelamer Carbonate 2.4 Gm Pkt,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,65862093190M,,,,,,,,,,,,,,,,,,,
74122617,Iodine tincture 30ml bottle,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00869385110,,,,,,,,,,,,,,,,,,,
74104126,Nitrofurantoin Macro 100Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00115164501A,,,,,,,,,,,,,,,,,,,
74106691,Atenolol 100Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079068520A,,,,,,,,,,,,,,,,,,,
74122883,TOUJEO INSULIN 450 U/1.5ML,,332.00,063x,,,,10/01/2018,,,,,,,,,90.00,N,00024586903,,,,,,,,,,,,,,,,,,,
74104930,Niacin 500Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904227260,,,,,,,,,,,,,,,,,,,
74122116,Amiodarone 360 Mg/200 Ml Bag,,185.00,063x,,,,07/02/2018,,,,,,,,,12.00,N,43066036020A,,,,,,,,,,,,,,,,,,,
74122779,Topiramate 25Mg Sprinkle,,23.00,063x,,,,07/02/2018,,,,,,,,,,N,50458064565,,,,,,,,,,,,,,,,,,,
74107631,Estratab 0.625Mg Tab,,9.00,063x,,,,07/02/2018,,,,,,,,,,N,61570007301,,,,,,,,,,,,,,,,,,,
74101978,D5W/Nacl 0.2% 250Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409792409M,,,,,,,,,,,,,,,,,,,
74121156,Nacl 0.9% 10Ml Charge,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74122262,Lidocaine 1% 50Mg/5Ml Syringe,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409471302A,,,,,,,,,,,,,,,,,,,
74103682,Triamcinalone Acet .025% Cr 15,,15.00,063x,,,,07/02/2018,,,,,,,,,,N,00168000315,,,,,,,,,,,,,,,,,,,
74118369,Pancrease Mt16 Cap,,18.00,063x,,,,07/02/2018,,,,,,,,,,N,50458034360A,,,,,,,,,,,,,,,,,,,
74105317,Pancuronium Br 2Mg/Ml 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00703282304,,,,,,,,,,,,,,,,,,,
74121434,Methadone 5Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,60687021401M,,,,,,,,,,,,,,,,,,,
74101303,Chlordiazepoxide 5Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079037420,,,,,,,,,,,,,,,,,,,
74121325,Metoprolol Tartrate 25 Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904634061M,,,,,,,,,,,,,,,,,,,
74107537,Lidocaine 1% 30Ml Vial,,56.00,063x,,,,07/02/2018,,,,,,,,,30.00,N,00409427902,,,,,,,,,,,,,,,,,,,
74122388,Filgrastim TBO-Grani300MCG Inj,Granix Inj,632.00,063x,,,,07/02/2018,,,,,,,,,300.00,N,63459091011A,,,,,,,,,,,,,,,,,,,
74122392,Augmentin susp. 400mg/5ml 5ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00143998275A,,,,,,,,,,,,,,,,,,,
74120896,Caffeine Citrate 20Mg/1Ml Liq,,46.00,063x,,,,07/02/2018,,,,,,,,,,N,51754050103M,,,,,,,,,,,,,,,,,,,
74120053,Evacuated Bottle 250 Ml,,121.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74120308,Citalopram Hbr 20 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904608561A,,,,,,,,,,,,,,,,,,,
74118356,Ringers Solution 1000Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00338010504A,,,,,,,,,,,,,,,,,,,
74103577,K Phosphate 500Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00486111101,,,,,,,,,,,,,,,,,,,
74122567,DARUNAVIR/COBICISTAT TABLET,,223.00,063x,,,,07/02/2018,,,,,,,,,,N,59676057530,,,,,,,,,,,,,,,,,,,
74122423,NAFCILLIN 12 GM,NAFCILLIN 12 GM,225.00,025x,,,,07/02/2018,,,,,,,,,,N,63323032820B,,,,,,,,,,,,,,,,,,,
74121357,Clopidogrel 300 Mg Tablet,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,68084075225A,,,,,,,,,,,,,,,,,,,
74122176,Isovue-M 200 20 Ml Vial,,354.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,00270141125,,,,,,,,,,,,,,,,,,,
74118699,Lacrilube Np Opth Oint 0.7Gm,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74100427,Antabuse/250Mg/1Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,64980017101A,,,,,,,,,,,,,,,,,,,
74122043,Quetiapine Xr 50 Mg Tab,,33.00,063x,,,,07/02/2018,,,,,,,,,,N,00310028060A,,,,,,,,,,,,,,,,,,,
74122177,Isovue 370 50 Mlvial,,56.00,063x,,,,07/02/2018,,,,,,,,,50.00,N,00270131630A,,,,,,,,,,,,,,,,,,,
74120747,Lidocaine 4% Topical 5Gm Tube,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00496088207,,,,,,,,,,,,,,,,,,,
74122516,Riociguat (Adempas) 0.5mg tab,,409.00,063x,,,,07/02/2018,,,,,,,,,,N,50419025091,,,,,,,,,,,,,,,,,,,
74100637,Ipratropium Bromide 14Gm Inh,,1331.00,063x,,,,07/02/2018,,,,,,,,,,N,00597008717,,,,,,,,,,,,,,,,,,,
74120828,Dakins 0.25% Irr 480 Ml Bot,,48.00,027x,,,,07/02/2018,,,,,,,,,,N,39328006325A,,,,,,,,,,,,,,,,,,,
74120645,Caspofungin 70 Mg Vial,,1404.00,063x,,,,07/02/2018,,,,,,,,,14.00,N,00006382310,,,,,,,,,,,,,,,,,,,
74120178,Metronidazole 500 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,42292000120M,,,,,,,,,,,,,,,,,,,
74105287,Chlorzoxazone 500Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00591252001B,,,,,,,,,,,,,,,,,,,
74122706,Tetracaine 0.5%% 4Ml Opth Sol,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00065074114,,,,,,,,,,,,,,,,,,,
74122109,Ropivacaine 0.2% On-Q Pump 500,,678.00,025x,,,,07/02/2018,,,,,,,,,,N,71019014866,,,,,,,,,,,,,,,,,,,
74122493,Pentoxifylline Susp 400mg/20ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904544861A,,,,,,,,,,,,,,,,,,,
74122329,Phenylephrine 1% 15 Ml Spray,,16.00,063x,,,,07/02/2018,,,,,,,,,,N,37205048310A,,,,,,,,,,,,,,,,,,,
