Item ID,Item Description, Item Charge 
4301569,Nisoldipine ERT 17 MG TAB.SA, $35.96 
4301570,Nisoldipine ERT 25.5 MG TAB.SA, $42.97 
4301571,Nisoldipine ERT 34 MG TAB.SA, $40.96 
4301573,cycloSPORINE 250 MG/5 ML AMP, $467.50 
4301574,Baclofen 40 MG/20 ML AMP," $1,984.79 "
4301577,Baclofen 10000 MCG/5 ML AMP, $524.50 
4301578,Aluminum Hydroxide Susp 320 MG/5 ML 360MLBTL, $24.10 
4301580,Ibuprofen Susp 100 MG/5 ML ML, $5.00 
4301581,ARIPiprazole 2 MG TAB, $5.00 
4301582,Dicloxacillin 250 MG CAP, $5.00 
4301583,Bacitracin 50000 UNIT VIAL, $47.50 
4301584,Testosterone 1% Topical Gel 5 GM PKT, $25.84 
4301585,Clindamycin 600 MG/4 ML VIAL, $21.09 
4301586,Dalteparin 7500 INT.UNIT/0.3 ML SYR, $126.54 
4301589,AMOXicillin/Clavulanate 600 MG/5 ML CUP, $5.84 
4301590,Insulin Glargine 300 UNITS/3 ML PEN, $73.93 
4301591,Methylnaltrexone 12 MG/0.6 ML VIAL, $949.91 
4301601,Hyoscyamine ERT 375 MCG TAB.SA, $5.00 
4301603,Alvimopan 12 MG CAP," $1,330.72 "
4301605,romiPLOStim 250 MCG VIAL," $4,005.33 "
4301606,Fondaparinux 7.5 MG/0.6 ML SYR, $304.76 
4301607,Fondaparinux 10 MG/0.8 ML SYR, $303.24 
4301608,guaiFENesin/Pseudoephedrine 1 TAB TAB.SA, $5.00 
4301609,QUEtiapine ERT 400 MG TAB.SA, $10.58 
4301611,QUEtiapine ERT 300 MG TAB.SA, $136.19 
4301613,Magnesium Sulf Powder 454 GM JAR, $11.84 
4301614,Albuterol Inhaler 8 GM AER.WA, $162.80 
4301615,Norgestrel/Ethinyl Estradiol 1 TAB TAB, $8.08 
4301616,Cholecalciferol 400 INT.UNIT CAP, $5.00 
4301617,Advair Diskus 100/50 1 BLISTER BLISTER, $79.77 
4301618,Advair Diskus 500/50 1 BLISTER BLISTER, $94.95 
4301620,Advair Diskus 250/50 1 BLISTER BLISTER, $79.77 
4301621,Promethazine/Codeine 1 ML ML, $5.00 
4301622,Isosulfan Blue 50 MG/5 ML VIAL," $1,832.57 "
4301623,Paliperidone ERT 9 MG TAB.SA, $160.16 
4301624,Lisinopril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4301625,Lisinopril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4301626,Atenolol/Chlorthalidone 1 TAB TAB, $5.00 
4301627,QUEtiapine ERT 200 MG TAB.SA, $9.26 
4301628,Dexmedetomidine 200 MCG/2 ML VIAL, $39.77 
4301630,Dibucaine 1% Oint 30 GM TUBE, $46.76 
4301631,Benzocaine Hemorrhoid Oint 30 GM TUBE, $29.60 
4301632,Pregabalin 300 MG CAP, $19.01 
4301633,Phytonadione Emulsion Inj 1 MG/0.5 ML DISP.SYR, $165.22 
4301634,oxyCODONE/Acetaminophen 1 TAB TAB, $5.00 
4301635,Lidocaine 50 MG/5 ML SYR, $49.97 
4301636,Epoprostenol 1.5 MG VIAL, $536.09 
4301639,Heparin 100 Units/ 100 UNITS/100 ML BAG, $20.00 
4301640,Isoproterenol 200 MCG/ML AMP," $1,489.03 "
4301641,Isoproterenol 1 MG/5 ML AMP," $2,068.50 "
4301642,Atropine 8000 MCG/20 ML VIAL, $282.53 
4301643,Alteplase 100 MG VIAL," $18,418.76 "
4301645,Ammonium Alum Pwd 60 GM JAR, $20.16 
4301646,Collagenase Oint 30 GM TUBE," $1,685.60 "
4301648,Palivizumab 50 MG VIAL," $3,135.88 "
4301651,Cortisporin Ophth Drops 7.5 ML BOT, $839.01 
4301653,Lactated Ringers (Excel Bag) 250 ML BAG, $40.50 
4301654,Phenylephrine 1% Nas Spr 15 ML SQBOT, $36.62 
4301656,Gabapentin Oral Soln 250 MG/5 ML ML, $5.00 
4301657,Gabapentin Oral Soln 300 MG/6 ML UDBOT, $15.46 
4301658,Cromolyn Oral Concentrate 100 MG/5 ML AMP, $36.26 
4301659,Heparin 3 UNITS/3 ML SYRINGE, $20.00 
4301660,Neo/Polymyxin/Dexamethasone 3.5 GM TUBE, $116.96 
4301661,Heparin 6 UNITS/3 ML SYRINGE, $20.00 
4301665,Nebivolol 2.5 MG TAB, $34.80 
4301666,Zanamivir 5 mg/Blister 1 INHALE.KIT BLISTER, $23.36 
4301667,Erythromycin Ophth Oint 1 GM TUBE, $16.28 
4301668,Amino Acids 8.5% 500 ML BOT, $55.29 
4301670,Fondaparinux 5 MG/0.4 ML SYR, $304.76 
4301671,Atropine 1% Ophth Ointment 3.5 GM TUBE, $135.30 
4301673,Meropenem 1 Gram / 10 MG/1 ML BAG, $95.48 
4301676,Meropenem 500 MG / 10 MG/ML BAG, $147.25 
4301677,Trospium ERC 60 MG CAP.SA, $42.97 
4301678,Trospium 20 MG TAB, $5.58 
4301679,Morphine ERC 30 MG CAP.SA, $15.15 
4301680,Saliva Substitute Soln 45 ML SPRAY.PUMP, $46.00 
4301681,Sodium Bicarbonate 325 MG TAB, $5.00 
4301683,Phenylephrine 1% Nas Drops 30 ML BOT, $14.88 
4301684,Terbinafine 1% Cr 30 GM TUBE, $76.02 
4301685,fentaNYL Transmucosal System 800 MCG LOZ, $40.59 
4301687,Febuxostat 40 MG TAB, $75.44 
4301690,Conivaptan 20 MG/ 0.2 MG/ML BAG," $1,252.57 "
4301691,QUEtiapine ERT 50 MG TAB.SA, $7.38 
4301693,Heparin 5 UNITS/5 ML SYRINGE, $20.00 
4301694,Proderm Spray 113.4 GM AER, $114.24 
4301695,Lacosamide 50 MG TAB, $31.26 
4301696,Heparin 500 UNITS/5 ML SYR, $20.00 
4301698,Methylphenidate ERT 36 MG TAB.SA, $20.03 
4301699,Heparin 50 UNITS/5 ML SYRINGE, $20.00 
4301699,Heparin 50 UNITS/5 ML SYRINGE, $20.00 
4301700,Lacosamide 200 MG/20 ML VIAL," $1,286.35 "
4301701,niCARdipine 40 MG/NS 0.2 MG/ML BAG," $1,593.63 "
4301702,Prasugrel 10 MG TAB, $6.56 
4301703,Prasugrel 5 MG TAB, $113.22 
4301704,Trihexyphenidyl 5 MG TAB, $5.00 
4301705,Pediatric Trace Metals 3 ML VIAL, $56.16 
4301706,Melphalan 2 MG TAB, $90.72 
4301707,Pseudoephedrine/Triprolidine 1 TAB TAB, $5.00 
4301709,hydrOXYzine HCL 10 MG TAB, $5.00 
4301710,hydrOXYzine HCL 25 MG TAB, $5.00 
4301711,hydrOXYzine HCL 50 MG TAB, $5.00 
4301713,Dronedarone 400 MG TAB, $82.41 
4301714,Ondansetron Soln 4 MG/5 ML UDBOT, $86.84 
4301715,D5W LR 20 Meq KCL 20 MEQ/1000 ML BAG, $282.30 
4301716,oxyCODONE 15 MG TAB, $5.00 
4301717,Azithromycin 1% Opth Soln 2.5 ML BOT," $1,496.00 "
4301718,Pancrelipase EC 6000 UNITS CAP.EC, $10.96 
4301719,Pancrelipase EC 12000 UNITS CAP.EC, $23.35 
4301720,hydrALAZINE 10 MG TAB, $5.00 
4301721,hydrALAZINE 25 MG TAB, $5.00 
4301722,hydrALAZINE 50 MG TAB, $5.00 
4301723,Pancrelipase EC 24000 UNITS CAP.EC, $46.28 
4301724,levOCARNitine 330 MG TAB, $5.00 
4301725,Desvenlafaxine ERT 50 MG TAB.SA, $6.36 
4301726,Desvenlafaxine ERT 100 MG TAB.SA, $35.54 
4301727,Nortriptyline 10 MG CAP, $5.00 
4301732,azaTHIOprine 50 MG TAB, $5.00 
4301733,Isosorbide Dinitrate 5 MG TAB, $5.00 
4301735,Fenofibric Acid EC 45 MG CAP.EC, $10.00 
4301736,Fenofibric Acid EC 135 MG CAP.EC, $9.98 
4301737,Ibuprofen I.V. 800 MG/8 ML VIAL, $45.00 
4301740,Regadenoson 0.4 MG/5 ML SYR," $2,094.18 "
4301741,Armodafinil 150 MG TAB, $79.76 
4301742,Lidocaine/Diphenhy/Al/Mg/Simet 240 ML BTL, $274.80 
4301743,Indomethacin 50 MG CAP, $5.00 
4301744,Enalapril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4301746,Griseofulvin Microsize 500 MG TAB, $42.77 
4301747,Cefdinir 300 MG CAP, $5.00 
4301749,Loratadine Syrup 10 MG/10 ML UDCUP, $5.00 
4301752,Ketorolac 0.5% Ophth Soln 3 ML BOT, $29.85 
4301754,Lubiprostone 8 MCG CAP, $48.99 
4301755,Amiodarone 450 MG/9 ML VIAL, $42.28 
4301756,Cyanocobalamin 100 MCG TAB, $5.00 
4301757,Orphenadrine ERT 100 MG TAB.SA, $5.00 
4301761,Bismuth Subsalicylate Susp 524 MG/30 ML UDCUP, $5.00 
4301762,Desipramine 50 MG TAB, $12.86 
4301763,Desipramine 25 MG TAB, $7.20 
4301766,Phenylephrine 10 MG / 40 MCG/ML BAG, $55.10 
4301767,guaiFENesin Soln 300 MG/15 ML UDBOT, $5.00 
4301768,Dakin's Sol Quarter Str 0.125% 473 ML BOT, $77.29 
4301769,risperiDONE Suspension 12.5 MG VIAL, $466.66 
4301770,Aluminum Hydroxide Susp 1920 MG/30 ML UDCUP, $5.00 
4301771,Fluconazole 100 MG / 2 MG/ML BTL, $52.25 
4301772,Estropipate 1.5 MG TAB, $5.00 
4301773,Estropipate 3 MG TAB, $6.23 
4301775,Tolvaptan 15 MG TAB," $3,630.42 "
4301776,Tolvaptan 30 MG TAB," $3,766.14 "
4301778,Calcium Carbonate With Vit D 250 MG TAB, $5.00 
4301780,"Hyaluronidase, Human Recomb. 150 UNITS/1 ML SYR", $530.96 
4301781,"Hyaluronidase,Ovine 200 UNITS/1 ML VIAL", $887.87 
4301782,Insulin Lispro 300 UNITS/3 ML VIAL, $17.53 
4301783,Insulin Reg Human  300 UNITS/3 ML VIAL, $4.83 
4301784,Nepafenac 0.1% Ophthalmic Drop 3 ML BOT," $2,032.88 "
4301785,D5W (DEHP-Free) 250 ML BAG, $159.00 
4301786,"Pantoprazole Susp, EC 40 MG PKT", $103.30 
4301787,Cherry Syrup 1 ML ML, $5.00 
4301788,Labetalol 20 MG/4 ML SYRINGE, $61.18 
4301789,Methotrexate 2.5 MG TAB, $12.47 
4301791,Lidocaine/Tetracaine 1 PATCH PATCH, $119.76 
4301793,Morphine 8 MG/ML SYR, $35.00 
4301796,Ferric Subsulfate Paste 8.32 GM/8 ML UDBOT, $141.28 
4301798,Ibuprofen Susp 200 MG/10 ML UDCUP, $9.74 
4301799,Rifaximin 550 MG TAB, $292.67 
4301800,Cyanocobalamin/FA/Pyridoxine 1 TAB TAB, $5.00 
4301801,"Ondansetron, Oral Disintegrate 8 MG TAB", $5.00 
4301803,Amoxapine 25 MG TAB, $5.00 
4301804,Amoxicillin Chewable 125 MG TAB, $5.00 
4301805,Amoxicillin Chewable 250 MG TAB.CHEW, $5.00 
4301806,Armodafinil 50 MG TAB, $5.00 
4301807,Albendazole 200 MG TAB," $1,601.92 "
4301808,Phenytoin Sodium 25 GM BOT, $46.73 
4301809,Amphetamine/Dextroamphetamine 15 MG CAP.SA, $12.57 
4301810,Fat Emulsion 20% 250 ML BOT, $129.01 
4301811,Amino Acids 10% 500 ML BOT, $262.02 
4301812,Thrombin Top. Spray 20000 UNIT SPR.PUMP," $1,854.56 "
4301813,Iron (Elemental) Drops 15 MG/1 ML 50MLBTL, $20.21 
4301815,Didanosine EC 250 MG CAP.EC, $36.40 
4301816,Spironolact/Hydrochlorothiazid 1 TAB TAB, $29.36 
4301818,Carbidopa/Levodopa/Entacapone 1 TAB TAB, $10.43 
4301819,Carbidopa/Levodopa/Entacapone 1 TAB TAB, $11.76 
4301820,Montelukast Oral Granules 4 MG PKT, $30.64 
4301822,Promethazine 12.5 MG TAB, $5.00 
4301823,Promethazine 25 MG TAB, $5.00 
4301824,Promethazine 50 MG TAB, $5.00 
4301825,Galantamine ERC 8 MG CAP.SA, $10.32 
4301827,Acetylcysteine 20% Soln 800 MG/4 ML VIAL.NEB, $40.00 
4301828,Albuterol Neb. Soln 2.5 MG/3 ML UDBOT, $5.00 
4301829,"Estrogen,Con/M-Progest Acet 1 TAB TAB", $42.72 
4301830,Alfuzosin ERT 10 MG TAB.SA, $5.00 
4301831,Ursodiol 250 MG TAB, $5.04 
4301832,Doxepin 5% Cream 30 GM TUBE," $3,934.80 "
4301833,Acetaminophen/Diphenhydramine 1 TAB TAB, $0.50 
4301836,Fluvastatin ERT 80 MG TAB.SA, $49.28 
4301837,Methenamine Hippurate 1000 MG TAB, $13.92 
4301838,levETIRAcetam ERT 500 MG TAB.SA, $5.00 
4301839,Carbidopa 25 MG TAB, $65.36 
4301840,Thrombin Epistaxis 5000 UNIT KIT, $410.00 
4301841,Fe Fumarate/Vit C/Vit B12/FA 1 CAP CAP, $5.00 
4301842,Haloperidol Decanoate 50 MG/ML VIAL, $203.11 
4301843,Garlic 500 MG CAP, $5.00 
4301844,Cranberry Extract 400 MG CAP, $5.00 
4301845,AMOXicillin 875 MG TAB, $5.00 
4301846,Glucosamine Sulfate 500 MG CAP, $5.00 
4301847,Biotin 1000 MCG TAB, $5.00 
4301848,carBAMazepine ERC 100 MG CAP.SA, $9.92 
4301849,Amantadine Syrup 100 MG/10 ML UDCUP, $10.84 
4301851,Propantheline 15 MG TAB, $19.94 
4301852,Rimantadine 100 MG TAB, $17.60 
4301854,Metaproterenol Syrup 10 MG/5 ML UDCUP, $5.00 
4301855,Methazolamide 25 MG TAB, $23.60 
4301856,Protriptyline 5 MG TAB, $5.10 
4301858,Nystatin Powder 30 GM JAR, $73.60 
4301861,fluPHENAZine 2.5 MG TAB, $5.00 
4301862,fluPHENAZine 1 MG TAB, $5.00 
4301863,fluPHENAZine 5 MG TAB, $5.00 
4301864,quiNIDine Gluconate 800 MG/10 ML VIAL, $170.11 
4301865,Estradiol Transdermal 0.025 MG/DAY PATCH, $110.94 
4301866,Glimepiride 4 MG TAB, $5.00 
4301867,Metoprolol ERT 12.5 MG HalfTab, $5.00 
4301868,Formoterol Neb. Soln 20 MCG/2 ML UDBOT, $50.56 
4301869,Lidocaine 2% W/Epi 20 ML VIAL, $30.40 
4301870,HumaLOG MIX 50/50 1000 UNITS/10 ML VIAL, $56.17 
4301871,Lidocaine 2% (Pres. Free) 5 ML VIAL, $20.00 
4301871,Lidocaine 100 MG/5 ML VIAL, $25.84 
4301872,Lidocaine 1% W/Epi 10 ML VIAL, $28.41 
4301876,Tobradex Ophth Drops 2.5 ML BOT, $324.12 
4301877,Tetracaine 0.5% Ophth Drops 2 ML UDBOT, $35.68 
4301880,Doxylamine 25 MG TAB, $5.00 
4301881,Azithromycin 500 mg / 2 MG/ML BAG, $27.93 
4301883,Milnacipran 50 MG TAB, $46.35 
4301886,metroNIDAZOLE 1% Topical Gel 60 GM TUBE," $3,016.56 "
4301888,Morphine 2 MG/2 ML AMP, $257.14 
4301889,Pneumococcal 13-Valent Vaccine 0.5 ML SYRINGE," $1,758.36 "
4301890,Triamcinolone Acetonide 200 MG/5 ML VIAL, $437.57 
4301891,Aspirin/Acetaminophen/Caffeine 1 TAB TAB, $0.50 
4301892,Nadolol 20 MG TAB, $9.36 
4301893,Cholecalciferol 1000 INT.UNIT TAB, $5.00 
4301894,Dexamethasone 2 MG TAB, $5.00 
4301895,Acidophilus 1 TAB TAB, $5.00 
4301896,metFORMIN ERT 750 MG TAB.SA, $5.00 
4301897,Verapamil ERC 120 MG CAP.SA, $11.68 
4301899,carBAMazepine 200 MG TAB, $5.00 
4301900,Benzonatate 100 MG CAP, $5.00 
4301901,Multivitamins 1 TAB TAB, $0.50 
4301904,AMOXicillin/Clavulanate 250 MG/5 ML 100MLBTL, $394.90 
4301905,AMOXicillin/Clavulanate 200 MG/5 ML 75MLBTL, $73.28 
4301906,Amoxicillin Susp 125 MG/5 ML 80MLBTL, $8.48 
4301907,Dextromethorphan Polistirex 30 MG/5 ML 90MLBTL, $80.08 
4301909,Perphenazine 2 MG TAB, $7.05 
4301910,Azithromycin Susp 200 MG/5 ML 15MLBTL, $98.80 
4301911,Ketorolac 0.4% Ophth Soln 5 ML BOT, $360.72 
4301912,"WATER (sterile, inj.) 20 ML VIAL", $20.00 
4301913,Brimonidine 0.1% Ophth Drops 5 ML BOT," $1,168.08 "
4301914,AA 4.25%/D5W/Lytes 1000 ML BAG, $328.99 
4301915,Calmoseptine Oint 120 GM TUBE, $27.48 
4301917,Methimazole 10 MG TAB, $5.00 
4301919,Iloperidone 1 MG TAB, $133.52 
4301920,Iloperidone 2 MG TAB, $133.52 
4301921,Iloperidone 4 MG TAB, $123.68 
4301922,TOLAZamide 500 MG TAB, $23.92 
4301923,TOLAZamide 250 MG TAB, $12.96 
4301924,Iloperidone 6 MG TAB, $164.32 
4301926,Isradipine 2.5 MG CAP, $7.67 
4301927,Isradipine 5 MG CAP, $10.48 
4301928,Ketamine 500 MG/10 ML VIAL, $76.96 
4301929,Lactose Pwd 500 GM JAR, $72.72 
4301932,Iloperidone 8 MG TAB, $178.21 
4301933,Iloperidone 10 MG TAB, $243.60 
4301934,Iloperidone 12 MG TAB, $263.12 
4301935,Tapentadol 50 MG TAB, $15.87 
4301936,Tapentadol 75 MG TAB, $18.58 
4301938,Tapentadol 100 MG TAB, $24.75 
4301939,Atovaquone/Proguanil 1 TAB TAB, $19.68 
4301940,Mefloquine 250 MG TAB, $14.62 
4301941,Fluconazole 400 MG / 2 MG/ML BAG, $38.95 
4301942,Cabazitaxel 60 MG/1.5 ML VIAL," $28,195.07 "
4301943,Dabigatran 75 MG CAP, $48.07 
4301944,Dabigatran 150 MG CAP, $38.58 
4301946,Liothyronine 5 MCG TAB, $5.00 
4301947,Phenylephrine 200 MCG/5 ML SYR, $35.63 
4301951,Finasteride 5 MG TAB, $5.00 
4301952,Promethazine VC Syrup 5 ML UDBOT, $10.56 
4301954,Cefepime 2 Gram / 40 MG/ML BAG, $167.93 
4301956,Cupric Chloride 4 MG/10 ML VIAL, $173.66 
4301959,Eribulin 1 MG/2 ML VIAL," $3,136.43 "
4301962,Potassium Chlor 10 Meq/ 10 MEQ/50 ML BAG, $29.84 
4301963,Hyaluronate Sodium 30 MG/2 ML SYRINGE," $3,463.61 "
4301964,Heparin 500 UNITS/5 ML VIAL, $20.00 
4301968,Phytonadione 10 MG/ML AMP, $436.43 
4301970,Naloxone 400 MCG/ML AMP, $76.50 
4301972,Dexpanthenol 500 MG/2 ML AMP, $40.47 
4301973,Didanosine EC 125 MG CAP, $36.08 
4301975,Nebivolol 10 MG TAB, $34.77 
4301977,Cod Liver Oil/Zinc Oxide 113 GM TUBE, $46.80 
4301978,Glucagon 1 MG VIAL," $1,624.72 "
4301979,Phentolamine 5 MG VIAL," $3,657.50 "
4301981,Asenapine 10 MG TAB.SUBL, $146.14 
4301982,Asenapine 5 MG TAB.SUBL, $118.05 
4301983,Digoxin Solution 250 MCG/5 ML 60MLBTL, $270.88 
4301986,D50W 50 ML SYR, $91.87 
4301990,Capsaicin 8% Patch 1 PATCH PATCH," $1,091.37 "
4301991,Ceftaroline 600 MG VIAL," $1,603.03 "
4301992,"Estrogens, Conjugated (Equine) 25 MG AMP"," $2,810.11 "
4301993,Chlorhexidine 0.12% Liquid 15 ML UDCUP, $5.00 
4301994,Hydrocortisone 0.5% Oint 30 GM TUBE, $23.20 
4301995,Hydrocortisone 1% Oint 30 GM TUBE, $11.92 
4302005,Trimethobenzamide 200 MG/2 ML AMP, $278.64 
4302006,methylPREDNISolone Na Succ 125 MG/2 ML VIAL, $73.63 
4302009,Bisacodyl Supp 10 MG SUPP, $5.00 
4302010,Prochlorperazine 10 MG/2 ML VIAL, $92.15 
4302012,metFORMIN 500 MG TAB, $5.00 
4302013,metFORMIN 850 MG TAB, $5.00 
4302015,Protamine 250 MG/25 ML VIAL, $110.87 
4302016,Ferumoxytol 510 MG/17 ML VIAL," $7,417.89 "
4302017,Magnesium Citrate Soln 300 ML BOT, $9.64 
4302018,Beclomethasone Dip. 80 Mcg INH 8.7 GM AER.WA," $1,753.04 "
4302019,Acyclovir 5% Oint 30 GM TUBE," $1,798.08 "
4302020,Acetaminophen 1000 MG/100 ML VIAL, $377.58 
4302024,Gatifloxacin 0.5% Ophth Drops 2.5 ML BOT, $756.24 
4302027,Rivaroxaban 10 MG TAB, $15.65 
4302028,Potassium Iodide/Iodine Soln 14 ML UDBOT, $235.28 
4302029,HYDROcodone/Chlorphen Polis 1 ML ML, $5.00 
4302030,Roflumilast 500 MCG TAB, $29.90 
4302031,Oseltamivir Susp 6 MG/1 ML 60MLBTL, $691.62 
4302036,Beclomethasone Dip. 40 Mcg INH 8.7 GM AER.WA," $1,309.12 "
4302038,Oxymorphone HCl 5 MG TAB, $5.00 
4302039,PHENobarbital 65 MG/ML VIAL, $396.24 
4302042,Pancrelipase 1 CAP CAPSULE.DR, $8.24 
4302043,Brentuximab 50 MG VIAL," $21,047.50 "
4302048,Ticagrelor 90 MG TAB, $46.82 
4302049,Levothyroxine 100 MCG VIAL, $994.65 
4302050,Fidaxomicin 200 MG TAB, $991.04 
4302052,Quinapril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302055,Cefprozil 500 MG TAB, $8.85 
4302056,Cefprozil 250 MG TAB, $9.20 
4302057,Cefprozil Susp 125 MG/5 ML 50MLBTL, $105.04 
4302058,Cefprozil Susp 250 MG/5 ML 50MLBTL, $234.48 
4302059,Clarithromycin 250 MG TAB, $7.60 
4302060,Clarithromycin Susp 125 MG/5 ML 100MLBTL, $650.96 
4302061,Clarithromycin Susp 250 MG/5 ML 100MLBTL, $973.44 
4302062,Isosorbide Mononitrate ERT 60 MG TAB.SA, $5.00 
4302063,"Gelatin Sponge,Absorbable 1 APP APP", $158.24 
4302064,Isosorbide Mononitrate ERT 120 MG TAB.SA, $5.00 
4302065,Quinapril/Hydrochlorothiazide 1 TAB TAB, $5.44 
4302066,Quinapril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302067,Pioglitazone HCl/metFORMIN HCl 1 TAB TAB, $8.80 
4302068,Pioglitazone HCl/metFORMIN HCl 1 TAB TAB, $14.00 
4302069,Irbesartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302071,Irbesartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302073,Bupivacaine-MPF/Dextrose-Water 2 ML AMP, $20.00 
4302074,Nitrofurantoin Susp 25 MG/5 ML ML, $11.62 
4302076,Calcium Gluconate 5000 MG/50 ML VIAL, $66.98 
4302077,Captopril/Hydrochlorothiazide 1 TAB TAB, $11.86 
4302078,guaiFENesin/Codeine 120 ML BOT, $41.84 
4302080,Cefaclor Susp 250 MG/5 ML 150MLBTL," $1,402.16 "
4302081,amLODIPine/Olmesartan 1 TAB TAB, $7.20 
4302082,amLODIPine/Olmesartan 1 TAB TAB, $7.60 
4302084,Phenylephrine 0.5% Nas Spr 15 ML SQBOT, $32.64 
4302086,amLODIPine/Olmesartan 1 TAB TAB, $7.92 
4302088,amLODIPine/Olmesartan 1 TAB TAB, $7.76 
4302091,Olmesartan/Hydrochlorothiazide 1 TAB TAB, $42.40 
4302092,Penicillin G Pro 600000 UNITS/ML SYR, $287.95 
4302093,Olmesartan/Hydrochlorothiazide 1 TAB TAB, $58.08 
4302094,Penicillin G Pro 1200000 UNITS/2 ML SYR, $479.56 
4302095,Olmesartan/Hydrochlorothiazide 1 TAB TAB, $58.08 
4302097,amLODIPine/Atorvastatin 1 TAB TAB, $34.64 
4302098,Penicillin G Benz 600000 UNITS/ML SYR, $788.48 
4302099,Penicillin G Benz 2400000 UNITS/4 ML SYR," $3,052.92 "
4302103,Nizatidine 150 MG CAP, $5.00 
4302104,Nizatidine 300 MG CAP, $5.00 
4302105,quiNIDine Sulfate 200 MG TAB, $5.00 
4302106,Enalapril 2.5 MG TAB, $5.00 
4302107,Piperacillin/Tazobactam 4.5 GM VIAL, $49.21 
4302108,Mag Carb/Al Hydrox/Alginic AC 360 ML BOT, $25.87 
4302110,Rifampin 600 MG VIAL, $703.00 
4302113,cycloSPORINE 25 MG CAP, $28.08 
4302115,Lidocaine 2% Jelly 5 ML TUBE, $29.58 
4302116,cycloSPORINE 100 MG CAP, $43.08 
4302117,Lidocaine 4% Top. Soln 4 ML STERILEPAK, $140.00 
4302118,Hyoscyamine Drops 125 MCG/1 ML 15MLBTL, $85.12 
4302120,Selenium Sulfide 2.5% Lotion 120 ML BOT, $56.88 
4302123,Vitamin E 400 INT.UNIT CAP, $5.00 
4302126,Gabapentin 100 MG CAP, $5.00 
4302127,Gabapentin 300 MG CAP, $5.00 
4302128,Gabapentin 400 MG CAP, $5.00 
4302129,Famotidine 20 MG / 0.4 MG/ML BAG, $43.18 
4302131,Cromolyn Neb. Soln 20 MG AMP, $184.96 
4302132,Warfarin 4 MG TAB, $5.00 
4302135,fluvoxaMINE 50 MG TAB, $5.00 
4302136,fluvoxaMINE 100 MG TAB, $5.00 
4302137,amLODIPine/Atorvastatin 1 TAB TAB, $44.72 
4302138,amLODIPine/Atorvastatin 1 TAB TAB, $48.08 
4302139,amLODIPine/Atorvastatin 1 TAB TAB, $42.40 
4302141,amLODIPine/Atorvastatin 1 TAB TAB, $34.64 
4302142,Acetic Acid/Hydrocortisone 10 ML BOT, $615.84 
4302143,amLODIPine/Atorvastatin 1 TAB TAB, $44.72 
4302144,amLODIPine/Atorvastatin 1 TAB TAB, $48.08 
4302145,amLODIPine/Atorvastatin 1 TAB TAB, $46.40 
4302146,Valsartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302147,Valsartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302148,Valsartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302149,amLODIPine/Valsartan 1 TAB TAB, $5.00 
4302150,amLODIPine/Valsartan 1 TAB TAB, $5.36 
4302151,amLODIPine/Valsartan 1 TAB TAB, $5.52 
4302152,amLODIPine/Valsartan 1 TAB TAB, $5.00 
4302153,Cyanocobalamin/FA/Pyridoxine 1 TAB TAB, $7.68 
4302155,Clevidipine Emulsion 25 MG/ 0.5 MG/ML INFUS..BTL, $136.55 
4302156,Tobramycin/Loteprednol Oph Sus 5 ML BOT," $1,860.80 "
4302158,"Gelatin Powder,Absorbable 1 GM POWD.PACK", $454.40 
4302159,glyBURIDE/metFORMIN 1 TAB TAB, $5.00 
4302160,Losartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302161,Losartan/Hydrochlorothiazide 1 TAB TAB, $5.00 
4302162,amLODIPine/Benazepril 1 CAP CAP, $5.00 
4302163,amLODIPine/Benazepril 1 CAP CAP, $5.00 
4302164,amLODIPine/Benazepril 1 CAP CAP, $5.00 
4302165,Benazepril/Hydrochlorothiazide 1 TAB TAB, $7.12 
4302166,Benazepril/Hydrochlorothiazide 1 TAB TAB, $5.36 
4302167,Benazepril/Hydrochlorothiazide 1 TAB TAB, $6.00 
4302169,glipiZIDE/metFORMIN 1 TAB TAB, $5.00 
4302170,glipiZIDE/metFORMIN 1 TAB TAB, $5.00 
4302171,glipiZIDE/metFORMIN 1 TAB TAB, $5.00 
4302173,Telmisartan/Hydrochlorothiazid 1 TAB TAB, $28.80 
4302174,Telmisartan/Hydrochlorothiazid 1 TAB TAB, $23.12 
4302175,Telmisartan/Hydrochlorothiazid 1 TAB TAB, $28.80 
4302176,Cortisporin Topical Oint 15 GM TUBE," $1,267.22 "
4302177,Estrogen Conj/Medroxyprogester 1 TAB TAB, $42.72 
4302178,Carbidopa/Levodopa/Entacapone 1 TAB TAB, $14.16 
4302179,Carbidopa/Levodopa/Entacapone 1 TAB TAB, $17.36 
4302180,Carbidopa/Levodopa/Entacapone 1 TAB TAB, $10.24 
