DRG_CODE,DRG_NAME, AVG_CHGS 
423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,"$160,209.87 "
424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,"$41,110.22 "
432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"$43,582.93 "
433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"$25,352.38 "
434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,"$16,196.17 "
435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,"$40,859.93 "
436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,"$26,082.94 "
437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,"$22,326.68 "
438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"$35,163.48 "
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"$20,880.11 "
440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"$15,609.23 "
441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","$38,211.05 "
442,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC","$22,474.13 "
443,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","$15,753.03 "
444,DISORDERS OF THE BILIARY TRACT W MCC,"$38,469.95 "
445,DISORDERS OF THE BILIARY TRACT W CC,"$34,850.43 "
446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,"$33,138.55 "
453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,"$173,552.84 "
454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,"$126,329.23 "
455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,"$114,853.61 "
456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,"$185,394.89 "
457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,"$145,331.50 "
458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,"$158,241.33 "
459,SPINAL FUSION EXCEPT CERVICAL W MCC,"$136,220.87 "
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"$98,624.99 "
461,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,"$110,105.84 "
462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"$71,135.37 "
463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC","$92,956.71 "
464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC","$79,087.31 "
465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC","$54,113.31 "
466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,"$114,474.58 "
467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"$85,847.41 "
468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"$65,134.10 "
469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"$76,867.54 "
470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$45,459.79 "
471,CERVICAL SPINAL FUSION W MCC,"$93,750.42 "
472,CERVICAL SPINAL FUSION W CC,"$63,942.82 "
473,CERVICAL SPINAL FUSION W/O CC/MCC,"$51,240.61 "
474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,"$105,385.84 "
475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,"$59,703.41 "
476,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,"$29,068.37 "
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,"$54,955.61 "
478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,"$54,052.74 "
479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,"$43,668.98 "
480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,"$77,926.80 "
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"$54,668.32 "
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,"$41,614.38 "
483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"$67,666.27 "
485,KNEE PROCEDURES W PDX OF INFECTION W MCC,"$84,386.29 "
486,KNEE PROCEDURES W PDX OF INFECTION W CC,"$63,831.23 "
487,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,"$33,793.51 "
488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,"$73,571.02 "
489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,"$48,629.34 "
492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","$103,079.13 "
493,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC","$75,408.59 "
494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","$49,168.79 "
495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,"$135,132.19 "
496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,"$53,418.46 "
497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,"$30,069.83 "
498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,"$45,464.54 "
499,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,"$31,082.13 "
500,SOFT TISSUE PROCEDURES W MCC,"$65,255.48 "
501,SOFT TISSUE PROCEDURES W CC,"$43,541.78 "
502,SOFT TISSUE PROCEDURES W/O CC/MCC,"$37,458.86 "
503,FOOT PROCEDURES W MCC,"$68,343.71 "
504,FOOT PROCEDURES W CC,"$53,267.99 "
505,FOOT PROCEDURES W/O CC/MCC,"$23,503.66 "
506,MAJOR THUMB OR JOINT PROCEDURES,"$33,910.69 "
507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,"$26,257.31 "
508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,"$23,445.72 "
510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC","$58,053.01 "
511,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC","$58,653.96 "
512,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC","$42,723.61 "
513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC","$38,936.94 "
514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC","$21,327.73 "
515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,"$71,755.07 "
516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,"$56,022.69 "
517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,"$37,237.63 "
518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,"$90,283.10 "
519,BACK & NECK PROC EXC SPINAL FUSION W CC,"$63,318.72 "
520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,"$43,904.14 "
533,FRACTURES OF FEMUR W MCC,"$21,459.41 "
534,FRACTURES OF FEMUR W/O MCC,"$17,587.77 "
535,FRACTURES OF HIP & PELVIS W MCC,"$26,176.98 "
536,FRACTURES OF HIP & PELVIS W/O MCC,"$21,261.90 "
537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC","$44,365.50 "
539,OSTEOMYELITIS W MCC,"$49,734.53 "
540,OSTEOMYELITIS W CC,"$31,497.59 "
541,OSTEOMYELITIS W/O CC/MCC,"$31,648.39 "
542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,"$36,833.25 "
543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,"$31,405.17 "
544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,"$24,835.34 "
545,CONNECTIVE TISSUE DISORDERS W MCC,"$57,824.73 "
546,CONNECTIVE TISSUE DISORDERS W CC,"$20,570.25 "
547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,"$19,446.90 "
548,SEPTIC ARTHRITIS W MCC,"$86,217.06 "
549,SEPTIC ARTHRITIS W CC,"$31,953.35 "
550,SEPTIC ARTHRITIS W/O CC/MCC,"$9,229.36 "
551,MEDICAL BACK PROBLEMS W MCC,"$35,540.42 "
552,MEDICAL BACK PROBLEMS W/O MCC,"$27,840.68 "
553,BONE DISEASES & ARTHROPATHIES W MCC,"$19,921.87 "
554,BONE DISEASES & ARTHROPATHIES W/O MCC,"$14,242.37 "
555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,"$44,903.78 "
556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,"$27,304.31 "
557,"TENDONITIS, MYOSITIS & BURSITIS W MCC","$19,454.17 "
558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC","$14,719.03 "
559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC","$44,567.23 "
560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC","$31,509.31 "
561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC","$27,788.28 "
562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC","$34,519.39 "
563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","$21,865.41 "
564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,"$31,623.28 "
565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,"$20,564.75 "
566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,"$24,673.19 "
570,SKIN DEBRIDEMENT W MCC,"$62,449.93 "
571,SKIN DEBRIDEMENT W CC,"$58,449.54 "
572,SKIN DEBRIDEMENT W/O CC/MCC,"$24,734.29 "
573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,"$47,596.55 "
574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,"$90,409.22 "
575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,"$31,604.93 "
576,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,"$175,509.29 "
577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,"$110,673.45 "
578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,"$53,603.92 "
579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC","$75,673.40 "
580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC","$34,305.28 "
581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC","$24,791.75 "
582,MASTECTOMY FOR MALIGNANCY W CC/MCC,"$51,853.43 "
584,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC","$37,646.99 "
585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC","$16,481.97 "
592,SKIN ULCERS W MCC,"$28,156.93 "
593,SKIN ULCERS W CC,"$20,587.15 "
595,MAJOR SKIN DISORDERS W MCC,"$20,353.83 "
596,MAJOR SKIN DISORDERS W/O MCC,"$8,145.74 "
597,MALIGNANT BREAST DISORDERS W MCC,"$46,519.20 "
598,MALIGNANT BREAST DISORDERS W CC,"$23,188.75 "
599,MALIGNANT BREAST DISORDERS W/O CC/MCC,$405.00 
600,NON-MALIGNANT BREAST DISORDERS W CC/MCC,"$27,044.26 "
601,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,"$11,667.59 "
602,CELLULITIS W MCC,"$26,532.74 "
603,CELLULITIS W/O MCC,"$15,117.84 "
604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC","$33,386.31 "
605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC","$24,342.18 "
606,MINOR SKIN DISORDERS W MCC,"$28,678.36 "
607,MINOR SKIN DISORDERS W/O MCC,"$11,717.54 "
614,ADRENAL & PITUITARY PROCEDURES W CC/MCC,"$67,023.83 "
615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,"$47,041.45 "
616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC","$87,265.78 "
617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","$61,047.39 "
618,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC","$60,639.12 "
619,O.R. PROCEDURES FOR OBESITY W MCC,"$57,695.53 "
620,O.R. PROCEDURES FOR OBESITY W CC,"$34,472.92 "
621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,"$33,113.13 "
622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC","$129,244.84 "
623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC","$41,734.04 "
625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC","$49,784.34 "
626,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC","$48,030.35 "
627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC","$30,927.80 "
628,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC","$82,361.80 "
629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC","$48,047.18 "
630,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC","$49,607.11 "
637,DIABETES W MCC,"$30,356.29 "
638,DIABETES W CC,"$17,775.96 "
639,DIABETES W/O CC/MCC,"$12,929.42 "
640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","$23,169.01 "
641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","$13,385.98 "
642,INBORN AND OTHER DISORDERS OF METABOLISM,"$47,098.32 "
643,ENDOCRINE DISORDERS W MCC,"$35,295.55 "
644,ENDOCRINE DISORDERS W CC,"$18,442.58 "
645,ENDOCRINE DISORDERS W/O CC/MCC,"$15,955.83 "
653,MAJOR BLADDER PROCEDURES W MCC,"$41,218.79 "
654,MAJOR BLADDER PROCEDURES W CC,"$62,964.03 "
655,MAJOR BLADDER PROCEDURES W/O CC/MCC,"$47,788.51 "
656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,"$136,155.34 "
657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,"$49,794.20 "
658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,"$42,863.99 "
659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,"$76,650.23 "
660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,"$40,231.79 "
661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,"$37,311.91 "
663,MINOR BLADDER PROCEDURES W CC,"$25,489.09 "
665,PROSTATECTOMY W MCC,"$73,987.06 "
666,PROSTATECTOMY W CC,"$37,052.83 "
668,TRANSURETHRAL PROCEDURES W MCC,"$42,590.44 "
669,TRANSURETHRAL PROCEDURES W CC,"$35,580.08 "
670,TRANSURETHRAL PROCEDURES W/O CC/MCC,"$23,766.41 "
671,URETHRAL PROCEDURES W CC/MCC,"$25,664.86 "
672,URETHRAL PROCEDURES W/O CC/MCC,"$23,803.13 "
673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,"$63,218.83 "
674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,"$50,401.09 "
675,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,"$24,987.90 "
682,RENAL FAILURE W MCC,"$28,194.30 "
683,RENAL FAILURE W CC,"$17,069.43 "
684,RENAL FAILURE W/O CC/MCC,"$11,684.87 "
686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,"$67,927.71 "
687,KIDNEY & URINARY TRACT NEOPLASMS W CC,"$23,946.84 "
688,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,"$6,622.79 "
689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"$22,351.12 "
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"$16,420.04 "
691,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,"$29,366.46 "
693,URINARY STONES W/O ESW LITHOTRIPSY W MCC,"$16,118.90 "
694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"$16,069.57 "
695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,"$28,831.21 "
696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,"$15,090.11 "
698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"$31,883.57 "
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"$20,805.26 "
700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,"$14,107.49 "
707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,"$59,143.01 "
708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,"$42,689.40 "
709,PENIS PROCEDURES W CC/MCC,"$95,218.75 "
710,PENIS PROCEDURES W/O CC/MCC,"$28,111.63 "
711,TESTES PROCEDURES W CC/MCC,"$32,763.69 "
712,TESTES PROCEDURES W/O CC/MCC,"$19,498.16 "
713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,"$34,756.86 "
714,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,"$15,418.88 "
716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,"$48,993.63 "
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,"$36,774.49 "
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC","$22,392.78 "
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC","$19,289.09 "
725,BENIGN PROSTATIC HYPERTROPHY W MCC,"$42,318.42 "
726,BENIGN PROSTATIC HYPERTROPHY W/O MCC,"$17,213.56 "
727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,"$23,679.96 "
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,"$14,221.02 "
729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,"$14,073.83 "
730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,"$22,565.00 "
734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC","$71,768.93 "
737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,"$37,363.36 "
740,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC","$51,932.72 "
742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"$92,381.24 "
743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"$30,297.41 "
746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC","$26,436.39 "
747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC","$20,060.03 "
748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,"$29,567.50 "
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,"$115,736.61 "
750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,"$25,490.69 "
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC","$21,022.44 "
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC","$20,207.68 "
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC","$19,173.65 "
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","$17,639.55 "
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","$18,136.12 "
760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,"$15,465.11 "
761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,"$13,758.79 "
769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,"$106,574.33 "
776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"$18,174.39 "
781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"$26,228.68 "
791,PREMATURITY W MAJOR PROBLEMS,"$34,776.09 "
793,FULL TERM NEONATE W MAJOR PROBLEMS,"$13,501.55 "
794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"$10,003.65 "
795,NORMAL NEWBORN,"$2,219.00 "
800,SPLENECTOMY W CC,"$69,227.64 "
801,SPLENECTOMY W/O CC/MCC,"$32,094.46 "
802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,"$61,512.38 "
803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,"$51,015.65 "
804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,"$21,099.79 "
808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,"$64,880.50 "
809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"$25,824.54 "
810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,"$15,739.03 "
811,RED BLOOD CELL DISORDERS W MCC,"$36,225.50 "
812,RED BLOOD CELL DISORDERS W/O MCC,"$16,369.68 "
813,COAGULATION DISORDERS,"$24,351.66 "
814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,"$46,631.61 "
815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,"$22,650.92 "
816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,"$9,751.29 "
818,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,"$16,918.24 "
820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,"$52,697.01 "
821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,"$75,793.24 "
822,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,"$45,329.16 "
823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,"$127,282.61 "
824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,"$45,789.33 "
825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,"$43,600.20 "
826,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,"$152,428.11 "
827,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,"$56,022.26 "
828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,"$64,382.46 "
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,"$69,850.20 "
830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W/O CC/MCC,"$34,180.83 "
831,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,"$30,920.06 "
832,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,"$4,880.90 "
833,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,"$9,813.00 "
834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,"$156,951.46 "
835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,"$41,830.79 "
836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,"$35,435.39 "
837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,"$22,481.34 "
838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,"$22,437.48 "
839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,"$34,042.17 "
840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,"$87,046.47 "
841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"$35,251.86 "
842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,"$30,187.45 "
843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,"$32,003.83 "
844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,"$23,898.59 "
845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,"$23,986.89 "
846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,"$44,308.69 "
847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"$23,531.21 "
848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,"$21,490.11 "
849,RADIOTHERAPY,"$10,152.76 "
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"$121,228.76 "
854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"$54,825.23 "
855,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,"$41,050.17 "
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"$94,876.60 "
857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"$53,938.33 "
858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,"$37,132.91 "
862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"$41,081.39 "
863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"$24,319.63 "
864,FEVER AND INFLAMMATORY CONDITIONS,"$19,306.25 "
865,VIRAL ILLNESS W MCC,"$26,088.38 "
866,VIRAL ILLNESS W/O MCC,"$14,778.66 "
