"Hospital
Code",Hospital Description,"Chargemaster
Department
Code",Chargemaster Department Description,"Charge
Code",Charge Description,Price,Zero-Price Explanation
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459349,340B CITALOPRAM 10MG/5ML 240ML LIQ, 4.19 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424376,340B CITALOPRAM 10MG/5ML 30ML LIQ, 0.52 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466138,340B CITALOPRAM 10MG/5ML LIQ, 1.86 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8403016,340B CITALOPRAM 20MG TAB, 0.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464075,340B CITALOPRAM 2MG/ML 5ML SYQ, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421414,340B CITALOPRAM 40MG TAB, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8427080,340B CITRAT DEXT FORM-A 1000ML SOLN, 7.70 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418238,340B CITRAT DEXT FORM-A 500ML SOLN, 6.98 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8455065,340B CITRAT DEXT FORM-A 750ML SOLN, 10.88 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470916,340B CLADRIBINE/1MG INJ, 16.37 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454886,340B CLARITHROMYC 125MG/5ML100MLLIQ, 99.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413809,340B CLARITHROMYC 250MG TAB, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411548,340B CLARITHROMYC 250MG/5ML 100ML, 144.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408684,340B CLARITHROMYC 500MG TAB, 0.18 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425738,340B CLARITHROMYC 50MG/ML 5ML SYQ, 0.96 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454761,340B CLEANSER SKIN THERAP 240ML LOT, 5.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456170,340B CLEANSER SKIN THERAP 480GM CR, 11.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459257,340B CLEMASTINE 0.5MG/5ML 30ML LIQ, 5.46 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450934,340B CLEMASTINE 1.34MG TAB, 0.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467482,340B CLEMASTINE 2.68MG TAB, 1.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460776,340B CLEVIDIPIEN BUTYRATE/1MG INJ, 1.56 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460131,340B CLINDAMYCIN 1% 30ML SOLN TOP, 6.42 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450942,340B CLINDAMYCIN 1% 60GM GEL TOP, 10.88 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461501,340B CLINDAMYCIN 1% 60ML LOT TOP, 16.23 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422750,340B CLINDAMYCIN 12MG/ML 50ML SYI, 1.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404550,340B CLINDAMYCIN 150MG CAP, 0.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424582,340B CLINDAMYCIN 15MG/ML 10ML SYQ, 1.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450967,340B CLINDAMYCIN 18MG/ML 50ML SYI, 4.73 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418386,340B CLINDAMYCIN 2% 40GM CR VAG, 16.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413817,340B CLINDAMYCIN 300MG CAP, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420838,340B CLINDAMYCIN 300MG D5W 50ML PB, 3.24 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413825,340B CLINDAMYCIN 300MG INJ, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413833,340B CLINDAMYCIN 300MG NS 50ML PB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408270,340B CLINDAMYCIN 600MG D5W 50ML PB, 5.28 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408163,340B CLINDAMYCIN 600MG INJ, 1.48 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413841,340B CLINDAMYCIN 600MG NS 50ML PB, 1.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463069,340B CLINDAMYCIN 6MG/ML 5ML SYI, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450959,340B CLINDAMYCIN 75MG/5ML 100ML LIQ, 11.97 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410771,340B CLINDAMYCIN 900MG D5W 50ML PB, 6.43 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8405151,340B CLINDAMYCIN 900MG INJ, 5.70 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408650,340B CLINDAMYCIN 900MG NS 50ML PB, 5.70 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454415,340B CLINDAMYCIN/BENZOYL 25GM GEL, 213.98 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413858,340B CLOBETASOL 0.05% 15GM CR TOP, 5.76 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450983,340B CLOBETASOL 0.05% 15GM OINT TOP, 6.57 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464562,340B CLOCORTOLONE 0.1% 45GM CR TOP, 162.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426165,340B CLOFARABINE/1MG INJ, 45.61 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8450991,340B CLOMIPRAMINE 25MG CAP, 8.99 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413866,340B CLOMIPRAMINE 50MG CAP, 6.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451007,340B CLOMIPRAMINE 75MG CAP, 7.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423766,340B CLONAZEPAM 0.125MG TAB DISSOLV, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460743,340B CLONAZEPAM 0.1MG/ML 10ML SYQ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422115,340B CLONAZEPAM 0.25MG TAB DISSOLVE, 0.21 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401838,340B CLONAZEPAM 0.5MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422958,340B CLONAZEPAM 0.5MG TAB DISSOLVE, 0.19 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401895,340B CLONAZEPAM 1MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413874,340B CLONAZEPAM 2MG TAB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411654,340B CLONIDINE 0.1MG PAT TOP, 4.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400574,340B CLONIDINE 0.1MG TAB, 0.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411829,340B CLONIDINE 0.2MG PAT TOP, 7.36 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413882,340B CLONIDINE 0.2MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454779,340B CLONIDINE 0.2MG/CTD TAB, 1.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412017,340B CLONIDINE 0.3MG PAT TOP, 9.36 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413890,340B CLONIDINE 0.3MG TAB, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454787,340B CLONIDINE 0.3MG/CTD TAB, 1.08 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419269,340B CLONIDINE 100MCG/1ML 10ML INJ, 8.76 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419376,340B CLONIDINE 100MCG/1ML 1ML INJ, 6.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425902,340B CLONIDINE 25MCG/ML 4ML SYQ, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8457913,340B CLONIDINE HCL 10MCG/ML 10MLSYI, 0.88 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468233,340B CLONIDINE HCL/1MG INJ, 64.53 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424806,340B CLOPIDOGREL 300MG TAB, 15.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401382,340B CLOPIDOGREL 75MG TAB, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8474124,340B CLORAZEPATE 15 MG TAB, 2.29 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413908,340B CLORAZEPATE 3.75MG TAB, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451015,340B CLORAZEPATE 7.5MG TAB, 1.39 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459059,340B CLOTRIMAZOLE 1% 10ML SOLN TOP, 5.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406480,340B CLOTRIMAZOLE 1% 15GM CR TOP, 0.44 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425613,340B CLOTRIMAZOLE 1% 30GM CR TOP, 0.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461964,340B CLOTRIMAZOLE 1% 45GM CR TOP, 6.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404378,340B CLOTRIMAZOLE 10MG LOZ, 1.29 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411019,340B CLOTRIMAZOLE/BETAMETH 15GM CR, 2.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458473,340B CLOTRIMAZOLE/BETAMETH 30ML LOT, 25.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459745,340B CLOTRIMAZOLE/BETAMETH 45GM CR, 6.29 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413916,340B CLOVE OIL SOLN TOP 1/8OZ, 5.52 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8417974,340B CLOZAPINE 100MG TAB, 0.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413924,340B CLOZAPINE 25MG TAB, 0.65 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468092,340B COAL TAR 0.5% 120ML SHAMPOO, 2.89 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8469645,340B COAL TAR 1% 180ML SHAMPOO, 5.68 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463622,340B COAL TAR/SALICYL 120ML SHAMPOO, 13.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8465098,340B COCAINE 4% 10ML SOLN TOP, 51.65 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466260,340B COCAINE 4% 1ML SOLN TOP, 44.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411993,340B COCAINE 4% 4ML SOLN TOP, 178.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467169,340B CODEINE 3MG/ML 5ML SYQ, 0.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451023,340B CODEINE SULFATE 15MG TAB, 0.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413932,340B CODEINE SULFATE 30MG TAB, 0.78 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464570,340B CODEINE SULFATE 60MG TAB, 0.71 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408726,340B COLCHICINE 0.6MG TAB, 2.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420440,340B COLESEVELAM 625MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419608,340B COLESTIPOL 1GM TAB, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470536,340B COLESTIPOL 5GM PWD, 3.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451031,340B COLISTIMETHATE SOD<=150MG INJ, 11.84 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425324,340B COLLAGENASE 15GM OINT TOP, 52.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411720,340B COLLAGENASE 30GM OINT TOP, 20.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461113,340B COLLODION FLEXIBLE SOLN TOP, 1.26 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451049,340B CONIVAPTAN 20MG D5W 100ML IV, 347.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451056,340B CORTICORELIN OVINE/1MCG INJ, 8.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467177,340B CORTICOTROPIN<=40U INJ, 11.18 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462467,340B CORTISONE ACETATE 25MG TAB, 2.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424764,340B COSYNTROPIN 1MCG/ML 2ML SYI, 0.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412256,340B COSYNTROPIN/0.25MG INJ, 25.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451064,340B CO-TRIMOXAZ 1.06MG/ML 75ML SYI, 0.68 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407553,340B CO-TRIMOXAZ 160MG/20ML LIQ, 0.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8402703,340B CO-TRIMOXAZ 400MG/80MG TAB, 0.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406415,340B CO-TRIMOXAZ 40MG/5ML 30ML LIQ, 0.64 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401234,340B CO-TRIMOXAZ 800MG/160MG TAB, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423840,340B CO-TRIMOXAZ 8MG/ML 10ML SYQ, 0.21 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451072,340B CRANBERRY CAP, 0.08 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467268,340B CROMOLYN 100MG/5ML LIQ, 8.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458119,340B CROMOLYN SOD 20MG/2ML SOLN INH, 5.44 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451080,340B CROMOLYN SOD 4% SOLN OPH, 4.96 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451098,340B CROMOLYN SOD INH NAS, 6.99 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412652,340B CROTALIDAE POLY RTTLSNK<=1GM," 2,963.59 ",
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460149,340B CUPRIC CHLORIDE 0.4MG/ML INJ, 1.95 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412538,340B CYANIDE ANTIDOTE KIT EA, 367.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421612,340B CYANOCOBALAM B12 1000MCG TAB, 0.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456063,340B CYANOCOBALAM B12 1000MCG/MLSYI, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418683,340B CYANOCOBALAM B12 100MCG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418709,340B CYANOCOBALAM B12 250MCG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400343,340B CYANOCOBALAM B12 500MCG TAB, 0.18 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8403610,340B CYANOCOBALAM B12<=1000MCG INJ, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401218,340B CYCLOBENZAPRINE 10MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462210,340B CYCLOBENZAPRINE 15MG TAB TR, 36.30 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423881,340B CYCLOBENZAPRINE 5MG TAB, 0.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456444,340B CYCLOPENTOLAT 0.5% 5ML SOLNOPH, 9.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410334,340B CYCLOPENTOLAT 1% 2ML SOLN OPH, 2.32 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411506,340B CYCLOPENTOLAT 1% 5ML SOLN OPH, 29.71 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413940,340B CYCLOPENTOLAT 2% 2ML SOLN OPH, 5.43 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451106,340B CYCLOPENTOLAT/PHENYL 2ML OPH, 1.38 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421075,340B CYCLOPENTOLAT/PHENYL SOLN OPH, 1.38 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413957,340B CYCLOPHOSPHAMIDE 100MG INJ, 29.08 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411191,340B CYCLOPHOSPHAMIDE/100MG INJ, 2.91 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413965,340B CYCLOPHOSPHAMIDE/25MG TAB, 2.23 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467490,340B CYCLOSERINE 250MG CAP, 5.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426231,340B CYCLOSPORINE .05% 0.4ML OPH UD, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422214,340B CYCLOSPORINE 0.05% 30/TRAY OPH, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458614,340B CYCLOSPORINE 0.5MG/ML 50ML SYI, 2.98 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466666,340B CYCLOSPORINE 100MG CAP, 10.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463135,340B CYCLOSPORINE 100MG/1ML SYQ, 13.67 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461956,340B CYCLOSPORINE 250MG NS 250ML, 29.77 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413973,340B CYCLOSPORINE 25MG CAP, 0.59 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8457616,340B CYCLOSPORINE MODIFIED 100MGCAP, 7.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8457871,340B CYCLOSPORINE MODIFIED 100MGSYQ, 0.43 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420366,340B CYCLOSPORINE MODIFIED 25MG CAP, 0.16 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420630,340B CYCLOSPORINE MZ 100MG CAP, 7.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420648,340B CYCLOSPORINE MZ 25MG CAP, 0.16 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425928,340B CYPROHEPTADIN 0.4MG/ML 5ML SYQ, 0.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8457517,340B CYPROHEPTADIN 2MG/5ML 30ML LIQ, 0.82 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413981,340B CYPROHEPTADIN 4MG TAB, 0.13 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462475,340B CYSTEINE 50MG/1ML 10ML INJ, 12.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8413999,340B CYTARABINE 100MG INJ, 0.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426827,340B CYTARABINE 20MG/ML 5ML I-THCL, 4.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412546,340B CYTARABINE LIPOSOME/10MG INJ, 592.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8427148,340B CYTARABINE/100MG INJ, 0.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451114,340B CYTARABINE/100MG SYI, 0.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454795,340B CYTOMEGAL IGG 50MG/ML 50ML IV, 549.51 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414138,340B D10% WATER 1000ML, 0.24 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466351,340B D10% WATER 100ML PB, 2.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8403560,340B D10% WATER 250ML, 5.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406902,340B D10% WATER 500ML, 5.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414120,340B D10%/NACL 0.45% 1000ML, 3.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451130,340B D10%/NACL 0.9% 1000ML, 6.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406795,340B D25% 2.5GM/10ML SYR, 5.27 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407025,340B D5% WATER 1000ML, 0.68 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406498,340B D5% WATER 100ML, 1.15 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421554,340B D5% WATER 100ML PB AV, 2.36 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414146,340B D5% WATER 150ML, 0.33 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406472,340B D5% WATER 250ML, 0.23 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463812,340B D5% WATER 250ML GLASS, 0.23 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421562,340B D5% WATER 250ML PB AV, 3.13 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424160,340B D5% WATER 25ML, 2.28 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410342,340B D5% WATER 500ML, 0.46 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451148,340B D5% WATER 500ML GLASS, 0.46 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414153,340B D5% WATER 50ML, 0.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421547,340B D5% WATER 50ML PB AV, 1.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420283,340B D5% WATER/KCL 20MEQ 1000 ML, 0.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451171,340B D5% WATER/KCL 40MEQ 1000ML, 9.86 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407173,340B D5%/LACT RING 1000ML, 1.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409385,340B D5%/LACT RING 500ML, 5.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410243,340B D5%/LACT RING/KCL 20MEQ 1L, 0.41 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8455842,340B D5%/LACT RINGERS/KCL 40MEQ 1L, 11.35 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421927,340B D5%/NACL .45%/KCL 10MEQ 1000ML, 1.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407082,340B D5%/NACL .45%/KCL 20MEQ 1000ML, 1.24 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420663,340B D5%/NACL .45%/KCL 30MEQ 1000ML, 8.15 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408395,340B D5%/NACL .45%/KCL 40MEQ 1000ML, 0.96 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407678,340B D5%/NACL 0.2% 1000ML, 0.43 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407058,340B D5%/NACL 0.2% 500ML, 4.40 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423600,340B D5%/NACL 0.2%/KCL 10MEQ 1000ML, 3.52 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421844,340B D5%/NACL 0.2%/KCL 20MEQ 1000ML, 0.74 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8474132,340B D5%/NACL 0.2%/KCL 30MEQ 1000ML, 2.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420523,340B D5%/NACL 0.2%/KCL 40MEQ 1000ML, 9.86 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407074,340B D5%/NACL 0.45% 1000ML, 1.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451155,340B D5%/NACL 0.45% 100ML, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464596,340B D5%/NACL 0.45% 250ML, 4.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406811,340B D5%/NACL 0.45% 500ML, 4.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407066,340B D5%/NACL 0.9% 1000ML, 0.99 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406746,340B D5%/NACL 0.9% 500ML, 4.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408403,340B D5%/NACL 0.9%/KCL 20MEQ 1000ML, 1.19 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419442,340B D5%/NACL 0.9%/KCL 40MEQ 1000ML, 0.93 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451163,340B D5%/RINGER 1000ML, 9.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406399,340B D50% 25GM/50ML INJ, 1.78 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414179,340B D50% 25GM/50ML SYR, 5.15 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410045,340B D50% WATER 500ML, 9.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407207,340B D70% WATER 500ML, 4.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408130,340B DABIGATRAN 150MG CAP, 1.16 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408148,340B DABIGATRAN 75MG CAP, 1.29 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414005,340B DACARBAZINE 100MG INJ, 2.55 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407629,340B DACARBAZINE/100MG INJ, 2.55 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414013,340B DACTINOMYCIN/0.5MG INJ, 612.83 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451189,340B DALTEPARN SOD 2500IU/0.2ML SYR, 21.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460909,340B DALTEPARN SOD/2500IU INJ, 17.73 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471310,340B DANAZOL 100MG CAP, 3.81 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471120,340B DANAZOL 200MG CAP, 6.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451197,340B DANAZOL 50MG CAP, 2.54 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8414021,340B DANTROLENE 25MG CAP, 0.89 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8469587,340B DANTROLENE 50MG CAP, 1.31 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463143,340B DANTROLENE 5MG/ML 20ML SYQ, 3.57 ,
