Hospital Name:  French Medical Center,,,,,,,
OSHPD Facility No: 106400480,,,,,,,
"Effective Date of Charges: July 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
3090383,RL-A-SPERM AB 99542      , 0.09 ,,,,,
3090384,RL-UB-HEM/AGG AUTO SCRN  , 237.50 ,,,,,
3090385,RL-UB-HEM/AGG AUTO SCRN  , 0.09 ,,,,,
3090386,RL-UB-HEMOLYSINS/AGGLUT  , 237.50 ,,,,,
3090387,RL-UB-HEMOLYSINS/AGGLUT  , 0.09 ,,,,,
3090388,RL-UB-MOLECUL EX RC PHENO," 1,000.00 ",,,,,
3090389,RL-UB-MOLECUL EX RC PHENO, 0.09 ,,,,,
3090390,RL-UB-SPECIAL SERUM STUD , 175.00 ,,,,,
3090391,RL-UB-SPECIAL SERUM STUD , 0.09 ,,,,,
3090392,RL-A-MICROST 60050A      , 5.81 ,,,,,
3090393,RL-A-MICROST 60050A      , 0.09 ,,,,,
3090399,RL-A-MLH1 FGA 51650B     , 333.93 ,,,,,
3090400,RL-A-MLH1 FGA 51650B     , 0.09 ,,,,,
3090401,RL-A-MLH1 FGA 51650A     , 333.93 ,,,,,
3090402,RL-A-MLH1 FGA 51650A     , 0.09 ,,,,,
3090403,RL-A-MSH2 FGA 51654B     , 121.06 ,,,,,
3090404,RL-A-MSH2 FGA 51654B     , 0.09 ,,,,,
3090405,RL-A-MSH2 FGA 51654A     , 121.06 ,,,,,
3090406,RL-A-MSH2 FGA 51654A     , 0.09 ,,,,,
3090407,RL-A-PARA PEMPH 92107A   , 90.00 ,,,,,
3090408,RL-A-PARA PEMPH 92107A   , 0.09 ,,,,,
3090409,RL-A-PARA PEMPH 92107B   , 184.20 ,,,,,
3090410,RL-A-PARA PEMPH 92107B   , 0.09 ,,,,,
3090411,RL-A-PGOID PAN 92001A    , 90.00 ,,,,,
3090412,RL-A-PGOID PAN 92001A    , 0.09 ,,,,,
3090413,RL-A-PGOID PAN 92001B    , 184.20 ,,,,,
3090414,RL-A-PGOID PAN 92001B    , 0.09 ,,,,,
3090415,RL-A-PGOID PAN 92001C    , 64.82 ,,,,,
3090416,RL-A-PGOID PAN 92001C    , 0.09 ,,,,,
3090417,RL-A-PEMPHI PAN 90650A   , 90.00 ,,,,,
3090418,RL-A-PEMPHI PAN 90650A   , 0.09 ,,,,,
3090419,RL-A-PEMPHI PAN 90650B   , 184.20 ,,,,,
3090420,RL-A-PEMPHI PAN 90650B   , 0.09 ,,,,,
3090421,RL-A-PEMPHI PAN 90650C   , 89.12 ,,,,,
3090422,RL-A-PEMPHI PAN 90650C   , 0.09 ,,,,,
3090423,CB VENI SPECIAL CONTRACT , 50.00 ,,,,,
3090424,RL-A-RF QFM1TITER 2012643, 13.40 ,,,,,
3090425,RL-A-RF QFM2TITER 2012645, 13.40 ,,,,,
3090426,RL-A-RF QFM1TITER 2012643, 0.09 ,,,,,
3090427,RL-A-RF QFM2TITER 2012645, 0.09 ,,,,,
3090428,RL-A-PNH PAN 2005006     , 29.15 ,,,,,
3090429,RL-A-UBIT 2010476        , 0.09 ,,,,,
3090430,RL-A-ZINC RBC 2006460    , 72.00 ,,,,,
3090431,RL-A-HCV NS5A 2014139    , 0.09 ,,,,,
3090432,RL-A-ZNT8 AB 2006196     , 0.09 ,,,,,
3090433,RL-A-HLA DQB1 2012498    , 0.09 ,,,,,
3090434,RL-A-PNH PAN 2005006     , 0.09 ,,,,,
3090435,RL-A-UBIT 2010476        , 60.71 ,,,,,
3090436,RL-A-ZINC RBC 2006460    , 0.09 ,,,,,
3090437,RL-A-HCV NS5A 2014139    , 232.21 ,,,,,
3090438,RL-A-ZNT8 AB 2006196     , 18.09 ,,,,,
3090439,RL-A-HLA DQB1 2012498    , 273.00 ,,,,,
3090440,RL-UB-RED CELL SEPARATION, 200.00 ,,,,,
3090441,RL-UB-RED CELL SEPARATION, 0.09 ,,,,,
3090442,RL-A-RESPMINI 60764      , 61.07 ,,,,,
3090443,RL-A-RESPMINI 60764      , 0.09 ,,,,,
3090444,RL-A-AMPS UR 2010075A    , 17.18 ,,,,,
3090445,RL-A-AMPS UR 2010075A    , 0.09 ,,,,,
3090446,RL-A-AMPS UR 2010075B    , 17.18 ,,,,,
3090447,RL-A-AMPS UR 2010075B    , 0.09 ,,,,,
3090448,RL-A-HLA CELIAC 2005018B , 133.06 ,,,,,
3090449,RL-A-HLA CELIAC 2005018B , 0.09 ,,,,,
3090450,RL-A-HLA CELIAC 2005018A , 118.81 ,,,,,
3090451,RL-A-HLA CELIAC 2005018A , 0.09 ,,,,,
3090452,RL-A-CHR PB 2002289A     , 110.62 ,,,,,
3090453,RL-A-CHR PB 2002289A     , 0.09 ,,,,,
3090454,RL-A-CHR PB 2002289B     , 110.63 ,,,,,
3090455,RL-A-CHR PB 2002289B     , 0.09 ,,,,,
3090456,RL-A-PB REFLEX 2005763B  , 110.62 ,,,,,
3090457,RL-A-PB REFLEX 2005763B  , 0.09 ,,,,,
3090458,RL-A-PB REFLEX 2005763A  , 110.63 ,,,,,
3090459,RL-A-PB REFLEX 2005763A  , 0.09 ,,,,,
3090460,RL-A-DHEAS 70040         , 19.62 ,,,,,
3090461,RL-A-DHEAS 70040         , 0.09 ,,,,,
3090462,RL-A-NMDA G CSF 2005164  , 117.00 ,,,,,
3090463,RL-A-NMDA G CSF 2005164  , 0.09 ,,,,,
3090464,RL-A-SELENI RBC 2013011  , 92.00 ,,,,,
3090465,RL-A-SELENI RBC 2013011  , 0.09 ,,,,,
3090466,RL-A-HLA II NGS 2011272  , 258.00 ,,,,,
3090467,RL-A-HLA II NGS 2011272  , 0.09 ,,,,,
3090468,RL-A-POSACON AF 2001739  , 12.59 ,,,,,
3090469,RL-A-POSACON AF 2001739  , 0.09 ,,,,,
3090470,RL-A-TESTOS FR 81059     , 22.68 ,,,,,
3090471,RL-A-TESTOS FR 81059     , 0.09 ,,,,,
3090472,RL-A-FA PRO SP 2013518   , 15.35 ,,,,,
3090473,RL-A-FA PRO SP 2013518   , 0.09 ,,,,,
3090474,RL-A-A GALACTO 2003204   , 336.80 ,,,,,
3090475,RL-A-A GALACTO 2003204   , 0.09 ,,,,,
3090476,RL-A-CHYMOTRYP 2005160   , 132.00 ,,,,,
3090477,RL-A-CHYMOTRYP 2005160   , 0.09 ,,,,,
3090478,RL-A-CPNEUMOPCR 60715    , 38.21 ,,,,,
3090479,RL-A-CPNEUMOPCR 60715    , 0.09 ,,,,,
3090480,RL-A-STD PANEL1 2006258A , 31.17 ,,,,,
3090481,RL-A-STD PANEL1 2006258A , 0.09 ,,,,,
3090482,RL-A-STD PANEL1 2006258B , 31.07 ,,,,,
3090483,RL-A-STD PANEL1 2006258B , 0.09 ,,,,,
3090484,RL-A-STD PANEL1 2006258C , 30.54 ,,,,,
3090485,RL-A-STD PANEL1 2006258C , 0.09 ,,,,,
3090486,RL-A-MUWA R PAN 2005640A , 12.27 ,,,,,
3090487,RL-A-MUWA R PAN 2005640A , 0.09 ,,,,,
3090488,RL-A-MUWA R PAN 2005640B , 8.60 ,,,,,
3090489,RL-A-MUWA R PAN 2005640B , 0.09 ,,,,,
3090490,RL-A-MUWA R PAN 2005640C , 10.87 ,,,,,
3090491,RL-A-MUWA R PAN 2005640C , 0.09 ,,,,,
3090492,RL-A-IRL-DL 13039A       , 8.93 ,,,,,
3090493,RL-A-IRL-DL 13039A       , 0.09 ,,,,,
3090494,RL-A-IRL-DL 13039B       , 13.18 ,,,,,
3090495,RL-A-IRL-DL 13039B       , 0.09 ,,,,,
3090496,RL-A-ZIKA M 2013942      , 14.02 ,,,,,
3090498,RL-A-HIV AGAB 2006526    , 20.26 ,,,,,
3090499,RL-A-HIV AGAB 2006526    , 0.09 ,,,,,
3090500,RL-A-HHV6 G 2013423      , 100.00 ,,,,,
3090501,RL-A-HHV6 G 2013423      , 0.09 ,,,,,
3090502,RL-A-BUPR RFX U 2012273  , 63.85 ,,,,,
3090503,RL-A-BUPR RFX U 2012273  , 0.09 ,,,,,
3090504,RL-A-NICKEL U 25045      , 26.67 ,,,,,
3090505,RL-A-NICKEL U 25045      , 0.09 ,,,,,
3090506,RL-A-CMP 20408           , 9.36 ,,,,,
3090507,RL-A-CMP 20408           , 0.09 ,,,,,
3090508,RL-A-PAI-1 GENO 2004980  , 63.96 ,,,,,
3090509,RL-A-PAI-1 GENO 2004980  , 0.09 ,,,,,
3090510,HANDLING FEE SELF PAY    , 45.00 ,,,,,
3090511,RL-A-TOMATO IGG 97644    , 5.68 ,,,,,
3090512,RL-A-TOMATO IGG 97644    , 0.09 ,,,,,
3090513,RL-A-MYOS PAN 2013961A   , 8.60 ,,,,,
3090514,RL-A-MYOS PAN 2013961A   , 0.09 ,,,,,
3090515,RL-A-MYOS PAN 2013961B   , 14.59 ,,,,,
3090516,RL-A-MYOS PAN 2013961B   , 0.09 ,,,,,
3090517,RL-A-CEHP R 2010161A     , 4.65 ,,,,,
3090518,RL-A-CEHP R 2010161A     , 0.09 ,,,,,
3090519,RL-A-CEHP R 2010161B     , 8.60 ,,,,,
3090520,RL-A-CEHP R 2010161B     , 0.09 ,,,,,
3090521,RL-A-OSMO 20046          , 5.92 ,,,,,
3090522,RL-A-OSMO 20046          , 0.09 ,,,,,
3090523,RL-A-SRP 2002098         , 75.00 ,,,,,
3090524,RL-A-SRP 2002098         , 0.09 ,,,,,
3090527,RL-A-LEP 70263           , 10.24 ,,,,,
3090529,RL-A-SYNOVA PJI 2013008A , 4.63 ,,,,,
3090530,RL-A-SYNOVA PJI 2013008A , 0.09 ,,,,,
3090531,RL-A-SYNOVA PJIB 2013008B, 6.62 ,,,,,
3090532,RL-A-SYNOVA PJIB 2013008B, 0.09 ,,,,,
3090533,RL-A-SYNOVA PJIC 2013008C, 32.42 ,,,,,
3090534,RL-A-SYNOVA PJIC 2013008C, 0.09 ,,,,,
3090535,RL-A-NMRLIPFIT 2013716B  , 11.54 ,,,,,
3090536,RL-A-NMRLIPFIT 2013716B  , 0.09 ,,,,,
3090537,RL-A-NMRLIPFIT 2013716A  , 34.34 ,,,,,
3090538,RL-A-NMRLIPFIT 2013716A  , 0.09 ,,,,,
3090539,RL-A-ALPS ABDNT 2014513  , 29.15 ,,,,,
3090540,RL-A-ALPS ABDNT 2014513  , 0.09 ,,,,,
3090541,H-PRO ELCT SRM RFLX 8111A, 4.48 ,,,,,
3090542,H-PRO ELCT SRM RFLX 8111A, 0.09 ,,,,,
3090543,H-PRO ELCT SRM RFLX 8111B, 13.75 ,,,,,
3090544,H-PRO ELCT SRM RFLX 8111B, 0.09 ,,,,,
3090545,RL-A-RFLX PURKINJE 59441 , 10.39 ,,,,,
3090546,RL-A-RFLX PURKINJE 59441 , 0.09 ,,,,,
3090547,RL-A-HEROIN SP 91203     , 105.00 ,,,,,
3090548,RL-A-HEROIN SP 91203     , 0.09 ,,,,,
3090549,RL-A-OPIS SP 92354A      , 10.75 ,,,,,
3090550,RL-A-OPIS SP 92354A      , 0.09 ,,,,,
3090551,RL-A-OPIS SP 92354B      , 10.76 ,,,,,
3090552,RL-A-OPIS SP 92354B      , 0.09 ,,,,,
3090553,BETA-HYDROXYBUTYRIC ACID , 55.00 ,,,,,
3090554,BETA-HYDROXYBUTYRIC ACID , 0.09 ,,,,,
3090555,RL-A-TESTOS MAS 81058    , 22.80 ,,,,,
3090556,RL-A-TESTOS MAS 81058    , 0.09 ,,,,,
3090557,RL-A-TVAG AMD 2005506    , 30.54 ,,,,,
3090558,RL-A-TVAG AMD 2005506    , 0.09 ,,,,,
3090559,RL-A-IL2R DO 51529       , 10.24 ,,,,,
3090560,RL-A-IL2R DO 51529       , 0.09 ,,,,,
3090563,RL-A-HHA SEQ 2012052     ," 1,702.50 ",,,,,
3090564,RL-A-HHA SEQ 2012052     , 0.09 ,,,,,
3090565,RL-A-CD57 2008912        , 29.15 ,,,,,
3090566,RL-A-CD57 2008912        , 0.09 ,,,,,
3090567,RL-A-BCR RFLX 2005010A   , 86.70 ,,,,,
3090568,RL-A-BCR RFLX 2005010A   , 0.09 ,,,,,
3090569,RL-A-BCR RFLX 2005010B   , 72.30 ,,,,,
3090570,RL-A-BCR RFLX 2005010B   , 0.09 ,,,,,
3090571,RL-A-GADINS ABS 2002862A , 23.30 ,,,,,
3090572,RL-A-GADINS ABS 2002862A , 0.09 ,,,,,
3090573,RL-A-GADINS ABS 2002862B , 18.09 ,,,,,
3090575,RL-A-EGFR T790M 2012868  , 180.00 ,,,,,
3090576,RL-A-EGFR T790M 2012868  , 0.09 ,,,,,
3090577,RL-A-IL17 2013115        , 10.24 ,,,,,
3090578,RL-A-IL17 2013115        , 0.09 ,,,,,
3090579,RL-A-UR MYCOPCR 2011172  , 120.60 ,,,,,
3090580,RL-A-UR MYCOPCR 2011172  , 0.09 ,,,,,
3090581,RL-A-ANCA PRO 2006480A   , 8.60 ,,,,,
3090582,RL-A-ANCA PRO 2006480A   , 0.09 ,,,,,
3090583,RL-A-ANCA PRO 2006480C   , 10.87 ,,,,,
3090584,RL-A-ANCA PRO 2006480C   , 0.09 ,,,,,
3090585,RL-A-PLA2R 2011828       , 10.87 ,,,,,
3090586,RL-A-PLA2R 2011828       , 0.09 ,,,,,
3090587,RL-A-RFLX PLA2R 2011831  , 10.39 ,,,,,
3090588,RL-A-RFLX PLA2R 2011831  , 0.09 ,,,,,
3090589,RL-A-MUSK 2012420        , 954.00 ,,,,,
3090590,RL-A-MUSK 2012420        , 0.09 ,,,,,
3090591,RL-A-IODINE U 2007465    , 22.37 ,,,,,
3090592,RL-A-IODINE U 2007465    , 0.09 ,,,,,
3090593,RL-A-RA PAN 2003277A     , 7.10 ,,,,,
3090594,RL-A-RA PAN 2003277A     , 0.09 ,,,,,
3090595,RL-A-RA PAN 2003277B     , 5.02 ,,,,,
3090596,RL-A-RA PAN 2003277B     , 0.09 ,,,,,
3090597,RL-A-CHE SCRN 20175A     , 8.58 ,,,,,
3090598,RL-A-CHE SCRN 20175A     , 0.09 ,,,,,
3090599,RL-A-CHE SCRN 20175B     , 8.36 ,,,,,
3090600,RL-A-CHE SCRN 20175B     , 0.09 ,,,,,
3090601,RL-A-KID 20843B          , 30.27 ,,,,,
3090602,RL-A-KID 20843B          , 0.09 ,,,,,
3090603,RL-A-KID 20843C          , 14.02 ,,,,,
3090604,RL-A-KID 20843C          , 0.09 ,,,,,
3090605,RL-A-KID 20843D          , 5.17 ,,,,,
3090606,RL-A-KID 20843D          , 0.09 ,,,,,
3090607,RL-A-KID 20843A          , 6.57 ,,,,,
3090608,RL-A-KID 20843A          , 0.09 ,,,,,
3090609,RL-A-HYMET 6 25055A      , 20.66 ,,,,,
3090610,RL-A-HYMET 6 25055A      , 0.09 ,,,,,
3090611,RL-A-HYMET 6 25055B      , 25.19 ,,,,,
3090612,RL-A-HYMET 6 25055B      , 0.09 ,,,,,
3090613,RL-A-HYMET 6 25055C      , 13.51 ,,,,,
3090614,RL-A-HYMET 6 25055C      , 0.09 ,,,,,
3090615,RL-A-HYMET 6 25055D      , 10.63 ,,,,,
3090616,RL-A-HYMET 6 25055D      , 0.09 ,,,,,
3090617,RL-A-HYMET 6 25055E      , 14.12 ,,,,,
3090618,RL-A-HYMET 6 25055E      , 0.09 ,,,,,
3090619,RL-A-HYMET 6 25055F      , 10.21 ,,,,,
3090620,RL-A-HYMET 6 25055F      , 0.09 ,,,,,
3090621,RL-A-FISHANEU 40208A     , 36.80 ,,,,,
3090622,RL-A-FISHANEU 40208A     , 0.09 ,,,,,
3090623,RL-A-FISHANEU 40208B     , 36.80 ,,,,,
3090624,RL-A-FISHANEU 40208B     , 0.09 ,,,,,
3090625,RL-A-HYPER EXT 50157A    , 4.65 ,,,,,
3090626,RL-A-HYPER EXT 50157A    , 0.09 ,,,,,
3090627,RL-A-HYPER EXT 50157B    , 9.84 ,,,,,
3090628,RL-A-HYPER EXT 50157B    , 0.09 ,,,,,
3090629,RL-A-HYPER EXT 50157C    , 5.90 ,,,,,
3090630,RL-A-HYPER EXT 50157C    , 0.09 ,,,,,
3090631,RL-A-HYPER EXT 50157D    , 16.39 ,,,,,
3090632,RL-A-HYPER EXT 50157D    , 0.09 ,,,,,
3090633,BLOOD GAS PH PCO2 PO2 POC, 129.00 ,,,,,
3090634,BLOOD GAS PH PCO2 PO2 POC, 0.09 ,,,,,
3090635,CALCIUM IONIZED POC      , 91.00 ,,,,,
3090636,CALCIUM IONIZED POC      , 0.09 ,,,,,
3090637,GLUCOSE BLOOD POC        , 26.00 ,,,,,
3090638,GLUCOSE BLOOD POC        , 0.09 ,,,,,
3090639,HEMATOCRIT POC           , 16.00 ,,,,,
3090640,HEMATOCRIT POC           , 0.09 ,,,,,
3090641,LACTATE/LACTIC ACID POC  , 72.00 ,,,,,
3090642,LACTATE/LACTIC ACID POC  , 0.09 ,,,,,
3090643,METABOL PANL IONZD CA POC, 56.00 ,,,,,
3090644,METABOL PANL IONZD CA POC, 0.09 ,,,,,
3090645,POTASSIUM BLD POC        , 30.00 ,,,,,
3090646,POTASSIUM BLD POC        , 0.09 ,,,,,
3090647,PROTHROMBIN TIME POC     , 26.00 ,,,,,
3090648,PROTHROMBIN TIME POC     , 0.09 ,,,,,
3090649,SOD SERUM/BLD/PLASMA POC , 33.00 ,,,,,
3090650,SOD SERUM/BLD/PLASMA POC , 0.09 ,,,,,
3090651,TROPONIN QN POC          , 66.00 ,,,,,
3090652,TROPONIN QN POC          , 0.09 ,,,,,
3090653,ACT POC                  , 28.00 ,,,,,
3090654,ACT POC                  , 0.09 ,,,,,
3090655,RL-A-TASK AFBMIC 60492   , 7.57 ,,,,,
3090657,RL-A-TASK ANA ID 2005712 , 7.37 ,,,,,
3090658,RL-A-TASK ANA ID 2005712 , 0.09 ,,,,,
3090659,RL-A-TASK ANA SUS 60402  , 7.57 ,,,,,
3090661,RL-A-TASK ANAID 62028    , 7.37 ,,,,,
3090662,RL-A-TASK ANAID 62028    , 0.09 ,,,,,
3090663,RL-A-TASK AUT0 DISK 60722, 6.01 ,,,,,
3090664,RL-A-TASK AUT0 DISK 60722, 0.09 ,,,,,
3090665,RL-A-TASK BAC            , 7.08 ,,,,,
3090666,RL-A-TASK BAC            , 0.09 ,,,,,
3090667,RL-A-TASK BACSEQ 60719   , 125.58 ,,,,,
3090668,RL-A-TASK BACSEQ 60719   , 0.09 ,,,,,
3090669,RL-A-TASK BID            , 7.08 ,,,,,
3090670,RL-A-TASK BID            , 0.09 ,,,,,
3090671,RL-A-TASK BLAC 60401     , 1.78 ,,,,,
3090672,RL-A-TASK BLAC 60401     , 0.09 ,,,,,
3090673,RL-A-TASK BP             , 16.24 ,,,,,
3090674,RL-A-TASK BP             , 0.09 ,,,,,
3090675,RL-A-TASK CD 2006558     , 7.37 ,,,,,
3090676,RL-A-TASK CD 2006558     , 0.09 ,,,,,
3090677,RL-A-TASK CF PSE         , 7.08 ,,,,,
3090678,RL-A-TASK CF PSE         , 0.09 ,,,,,
3090679,RL-A-TASK CP             , 16.24 ,,,,,
3090680,RL-A-TASK CP             , 0.09 ,,,,,
3090681,RL-A-TASK DNA SEQ 61208  , 125.58 ,,,,,
3090682,RL-A-TASK DNA SEQ 61208  , 0.09 ,,,,,
3090683,RL-A-TASK ECOLI 2012459  , 4.56 ,,,,,
3090684,RL-A-TASK ECOLI 2012459  , 0.09 ,,,,,
3090685,RL-A-TASK ESBL M 60260   , 6.01 ,,,,,
3090686,RL-A-TASK ESBL M 60260   , 0.09 ,,,,,
3090687,RL-A-TASK ETEST 62228    , 1.52 ,,,,,
3090688,RL-A-TASK ETEST 62228    , 0.09 ,,,,,
3090689,RL-A-TASK HP             , 16.24 ,,,,,
3090690,RL-A-TASK HP             , 0.09 ,,,,,
3090691,RL-A-TASK KPC SUS 2001543, 6.01 ,,,,,
3090692,RL-A-TASK KPC SUS 2001543, 0.09 ,,,,,
3090693,RL-A-TASK MALDI 2005162  , 7.08 ,,,,,
3090694,RL-A-TASK MALDI 2005162  , 0.09 ,,,,,
3090695,RL-A-TASK MALDI 2007693  , 5.70 ,,,,,
3090696,RL-A-TASK MALDI 2007693  , 0.09 ,,,,,
3090697,RL-A-TASK MECA PCR 60445 , 32.19 ,,,,,
3090698,RL-A-TASK MECA PCR 60445 , 0.09 ,,,,,
3090699,RL-A-TASK MID 62149      , 11.24 ,,,,,
3090700,RL-A-TASK MID 62149      , 0.09 ,,,,,
3090701,RL-A-TASK MLDMIC 61010   , 7.57 ,,,,,
3090703,RL-A-TASK NID            , 7.08 ,,,,,
3090704,RL-A-TASK NID            , 0.09 ,,,,,
3090705,RL-A-TASK NID/MIC 2013217, 7.08 ,,,,,
3090706,RL-A-TASK NID/MIC 2013217, 0.09 ,,,,,
3090707,RL-A-TASK PEN 2A 2008641 , 4.56 ,,,,,
3090708,RL-A-TASK PEN 2A 2008641 , 0.09 ,,,,,
3090709,RL-A-TASK PF 62151       , 35.00 ,,,,,
3090710,RL-A-TASK PF 62151       , 0.09 ,,,,,
3090711,RL-A-TASK PID            , 7.08 ,,,,,
3090712,RL-A-TASK PID            , 0.09 ,,,,,
3090713,RL-A-TASK PSE            , 7.08 ,,,,,
3090714,RL-A-TASK PSE            , 0.09 ,,,,,
3090715,RL-A-TASK SAL TYP 2010709, 4.56 ,,,,,
3090716,RL-A-TASK SAL TYP 2010709, 0.09 ,,,,,
3090717,RL-A-TASK SHIGTYP 2010710, 4.56 ,,,,,
3090718,RL-A-TASK SHIGTYP 2010710, 0.09 ,,,,,
3090719,RL-A-TASK SMIC 62229     , 7.57 ,,,,,
3090721,RL-A-TASK SUS A DIL 60790, 7.57 ,,,,,
3090723,RL-A-TASK SUS BROTH 60408, 7.57 ,,,,,
3090725,RL-A-TASK SUS DISK 60418 , 6.01 ,,,,,
3090726,RL-A-TASK SUS DISK 60418 , 0.09 ,,,,,
3090727,RL-A-TASK YID 62148      , 8.12 ,,,,,
3090729,RL-A-TASK YSTSEQ 60757   , 125.58 ,,,,,
3090730,RL-A-TASK YSTSEQ 60757   , 0.09 ,,,,,
3090731,RL-A-HMGCR 2013101       , 8.60 ,,,,,
3090732,RL-A-HMGCR 2013101       , 0.09 ,,,,,
3090733,RL-A-BASIL 93496         , 4.65 ,,,,,
3090734,RL-A-BASIL 93496         , 0.09 ,,,,,
3090735,RL-A-CHOCOLATE 99642     , 4.65 ,,,,,
3090736,RL-A-CHOCOLATE 99642     , 0.09 ,,,,,
3090737,RL-A-CLAM IGG 2011731    , 5.68 ,,,,,
3090738,RL-A-CLAM IGG 2011731    , 0.09 ,,,,,
3090739,RL-A-CRAB IGG 2011735    , 5.68 ,,,,,
3090740,RL-A-CRAB IGG 2011735    , 0.09 ,,,,,
3090741,RL-A-FISH GROUP 2007036  , 4.65 ,,,,,
3090742,RL-A-FISH GROUP 2007036  , 0.09 ,,,,,
3090743,RL-A-GOAT MILK 2007619   , 4.65 ,,,,,
3090744,RL-A-GOAT MILK 2007619   , 0.09 ,,,,,
3090745,RL-A-LOBSTERIGG 2011737  , 5.68 ,,,,,
3090746,RL-A-LOBSTERIGG 2011737  , 0.09 ,,,,,
3090747,RL-A-OYSTER IGG 2011739  , 5.68 ,,,,,
3090748,RL-A-OYSTER IGG 2011739  , 0.09 ,,,,,
3090749,RL-A-SCALLOPIGG 2011743  , 5.68 ,,,,,
3090750,RL-A-SCALLOPIGG 2011743  , 0.09 ,,,,,
3090751,RL-A-SHRIMP IGG 2011745  , 5.68 ,,,,,
3090752,RL-A-SHRIMP IGG 2011745  , 0.09 ,,,,,
3090753,RL-A-QUINOA IGE 2010820  , 4.65 ,,,,,
3090754,RL-A-QUINOA IGE 2010820  , 0.09 ,,,,,
3090755,RL-A-BCR MAJ 2005017     , 86.70 ,,,,,
3090756,RL-A-BCR MAJ 2005017     , 0.09 ,,,,,
3090757,RL-A-BUPR UR 2010092     , 21.51 ,,,,,
3090758,RL-A-BUPR UR 2010092     , 0.09 ,,,,,
3090759,RL-A-CDT S 70412         , 9.32 ,,,,,
3090760,RL-A-CDT S 70412         , 0.09 ,,,,,
3090761,RL-A-CARBOXY HB 2005757  , 11.19 ,,,,,
3090762,RL-A-CARBOXY HB 2005757  , 0.09 ,,,,,
3090763,RL-A-CMT REFLEX 2012155  , 758.36 ,,,,,
3090765,RL-A-BILL CMT 2012164    , 722.10 ,,,,,
3090767,RL-A-COMP FAC B 51720    , 10.51 ,,,,,
3090768,RL-A-COMP FAC B 51720    , 0.09 ,,,,,
3090769,RL-A-EHR ANAPCR 2007862  , 120.60 ,,,,,
3090770,RL-A-EHR ANAPCR 2007862  , 0.09 ,,,,,
3090771,RL-A-FEC PRO 20699A      , 18.02 ,,,,,
3090772,RL-A-FEC PRO 20699A      , 0.09 ,,,,,
3090773,RL-A-FEC PRO 20699B      , 5.30 ,,,,,
3090774,RL-A-FEC PRO 20699B      , 0.09 ,,,,,
3090775,RL-A-FEC PRO 20699C      , 6.02 ,,,,,
3090776,RL-A-FEC PRO 20699C      , 0.09 ,,,,,
3090777,RL-A-F13 A 2006182       , 17.79 ,,,,,
3090778,RL-A-F13 A 2006182       , 0.09 ,,,,,
3090779,RL-A-GALECTIN 2007138    , 44.25 ,,,,,
3090780,RL-A-GALECTIN 2007138    , 0.09 ,,,,,
3090781,RL-A-ARRAY POC 2005633   ," 1,447.50 ",,,,,
3090782,RL-A-ARRAY POC 2005633   , 0.09 ,,,,,
3090783,RL-A-HGBP 20058          , 7.96 ,,,,,
3090784,RL-A-HGBP 20058          , 0.09 ,,,,,
3090785,RL-A-HDV QNT 2013881     , 39.11 ,,,,,
3090786,RL-A-HDV QNT 2013881     , 0.09 ,,,,,
3090787,RL-A-HIV1INT 2004457     , 140.14 ,,,,,
3090788,RL-A-HIV1INT 2004457     , 0.09 ,,,,,
3090789,RL-A-HLADQ DNA 2014079   , 355.00 ,,,,,
3090790,RL-A-HLADQ DNA 2014079   , 0.09 ,,,,,
3090791,RL-A-ILD PAN 2013993A    , 8.60 ,,,,,
3090792,RL-A-ILD PAN 2013993A    , 0.09 ,,,,,
3090793,RL-A-ILD PAN 2013993B    , 14.59 ,,,,,
3090794,RL-A-ILD PAN 2013993B    , 0.09 ,,,,,
3090795,RL-A-ILD PAN 2013993C    , 7.10 ,,,,,
3090796,RL-A-ILD PAN 2013993C    , 0.09 ,,,,,
3090797,RL-A-ILD PAN 2013993D    , 5.02 ,,,,,
3090798,RL-A-ILD PAN 2013993D    , 0.09 ,,,,,
3090799,RL-A-ILD PAN 2013993E    , 10.08 ,,,,,
3090800,RL-A-ILD PAN 2013993E    , 0.09 ,,,,,
3090801,RL-A-LP RATIO 2007935A   , 11.82 ,,,,,
3090802,RL-A-LP RATIO 2007935A   , 0.09 ,,,,,
3090803,RL-A-LP RATIO 2007935B   , 9.41 ,,,,,
3090804,RL-A-LP RATIO 2007935B   , 0.09 ,,,,,
3090805,RL-A-LURASID 2013018     , 171.00 ,,,,,
3090806,RL-A-LURASID 2013018     , 0.09 ,,,,,
3090807,RL-A-PNS PAN 2013955A    , 10.87 ,,,,,
3090808,RL-A-PNS PAN 2013955A    , 0.09 ,,,,,
3090809,RL-A-PNS PAN 2013955B    , 8.60 ,,,,,
3090810,RL-A-PNS PAN 2013955B    , 0.09 ,,,,,
3090811,RL-A-RFLX NRNL IB 2007963, 8.60 ,,,,,
3090812,RL-A-RFLX NRNL IB 2007963, 0.09 ,,,,,
3090813,RL-A-RFLX ANNAR IFA 50892, 10.39 ,,,,,
3090814,RL-A-RFLX ANNAR IFA 50892, 0.09 ,,,,,
3090815,RL-A-RFL CV2.1TTR 2013957, 10.39 ,,,,,
3090816,RL-A-RFL CV2.1TTR 2013957, 0.09 ,,,,,
