CDM NAME,HOSPITAL,TECHNICAL DESCRIPTION,TOTAL CHARGE
SFH,Saint Francis Hospital,HMOGLBN FETAL(KLEIHAUER),$603.46
SFH,Saint Francis Hospital,HEPARIN ASSAY,$220.97
SFH,Saint Francis Hospital,IRON STAIN PERPH BLD,$199.36
SFH,Saint Francis Hospital,LEUKOCYTE ALKA-PHSPHTASE,$228.99
SFH,Saint Francis Hospital,PLT FUNCTION TST,$304.86
SFH,Saint Francis Hospital,PLT AGG EA AGENT,$708.09
SFH,Saint Francis Hospital,PLT AGGREGATION EPI,$304.86
SFH,Saint Francis Hospital,PLT AGGREGATION ADP,$315.00
SFH,Saint Francis Hospital,PLT AGGREGATION ASPRIN,$206.70
SFH,Saint Francis Hospital,PLATELET COUNT (AUTO),$183.19
SFH,Saint Francis Hospital,PROTHROMBIN TIME,$216.63
SFH,Saint Francis Hospital,RUSSL VIPR VEN TIME(DIL),$245.94
SFH,Saint Francis Hospital,SEDIMENTN RATE-NON-AUTO,$238.17
SFH,Saint Francis Hospital,THROMBIN TIME PLASMA,$207.23
SFH,Saint Francis Hospital,PTT,$186.75
SFH,Saint Francis Hospital,PTT SUB EA FRACTION,$65.63
SFH,Saint Francis Hospital,HETEROPHILE AB SCREEN,$125.95
SFH,Saint Francis Hospital,COLD AGGLUTINATN TITER,$100.76
SFH,Saint Francis Hospital,RBC ANTIBODIES SCREEN,$168.81
SFH,Saint Francis Hospital,RBC ANTIBDY ELUTION EACH,$385.95
SFH,Saint Francis Hospital,C-REACTIVE PROTEIN QN,$58.75
SFH,Saint Francis Hospital,ANTIBDY IDENT RBC EA PNL,$495.82
SFH,Saint Francis Hospital,C-REACTIVE PROTEIN QL,$223.46
SFH,Saint Francis Hospital,COOMBS DIRECT,$211.11
SFH,Saint Francis Hospital,COOMBS INDIRECT,$291.82
SFH,Saint Francis Hospital,ANTINUCLEAR AB(ANA)TITER,$145.41
SFH,Saint Francis Hospital,ANTINUCLEAR AB(ANA),$592.37
SFH,Saint Francis Hospital,COLD AGGLUTININ SCREEN,$60.46
SFH,Saint Francis Hospital,HELICOBACT PYLORI AB QL,$389.95
SFH,Saint Francis Hospital,ANTI-STREPTOLYSN O TITER,$580.13
SFH,Saint Francis Hospital,BLD TYPE ABO ONLY,$321.13
SFH,Saint Francis Hospital,RBC AG EXCPT ABO/RHO EA,$196.93
SFH,Saint Francis Hospital,BLD TYPE RHO(D)ONLY,$293.77
SFH,Saint Francis Hospital,CARCINO-EMBRYONIC AG,$468.94
SFH,Saint Francis Hospital,BLASTOMYCES AB,$294.36
SFH,Saint Francis Hospital,COCCIDIOIDOMYCOSIS AB,$194.01
SFH,Saint Francis Hospital,HISTOPLASMOSIS AB,$437.55
SFH,Saint Francis Hospital,MUMPS AB,$97.32
SFH,Saint Francis Hospital,COMP TST EA UT SPIN TECH,$310.09
SFH,Saint Francis Hospital,COMP TST EA UT INCUB TCH,$233.57
SFH,Saint Francis Hospital,COMP TST EA UT AHG TECH,$709.87
SFH,Saint Francis Hospital,DNA AB NATV/DBL STRND,$624.86
SFH,Saint Francis Hospital,ANTI-RNP AB,$137.82
SFH,Saint Francis Hospital,ANTI-SMITH AB,$137.82
SFH,Saint Francis Hospital,ANTI-SSA,$282.33
SFH,Saint Francis Hospital,ANTI-SSB,$282.33
SFH,Saint Francis Hospital,FLURO ANTI-CENTROMERE,$227.47
SFH,Saint Francis Hospital,HEMOLYSINS ACID(HAM),$539.23
SFH,Saint Francis Hospital,HEP B SURFACE AG,$999.07
SFH,Saint Francis Hospital,HEP B CORE AB TOTAL,$397.39
SFH,Saint Francis Hospital,HEPATITIS B SURF AB QNT,$136.05
SFH,Saint Francis Hospital,HEPATITIS B SURF AB,"$1,446.41"
SFH,Saint Francis Hospital,HEPATITIS B CORE AB(IGM),$632.06
SFH,Saint Francis Hospital,HEPATITIS A AB IGM,$811.76
SFH,Saint Francis Hospital,HEPATITIS C ANTIBODY,$369.45
SFH,Saint Francis Hospital,IMMUN INFCT AB QL/SEMI,$122.68
SFH,Saint Francis Hospital,PSA TOTAL,$524.16
SFH,Saint Francis Hospital,RUBELLA AB,$432.06
SFH,Saint Francis Hospital,BENZODIAZEPINES QL,$309.36
SFH,Saint Francis Hospital,COMPLEMENT C3,$711.01
SFH,Saint Francis Hospital,COMPLEMENT C4,$454.54
SFH,Saint Francis Hospital,IMMUNOFIX ELECTRO SERUM,$513.56
SFH,Saint Francis Hospital,IMMUNOFIX ELECTRO URINE,$237.97
SFH,Saint Francis Hospital,IMMUNOFIX ELECTPHRS,$539.23
SFH,Saint Francis Hospital,STREP GRP B LATEX SCRN,$96.60
SFH,Saint Francis Hospital,CRYPTOCOCCUS AG CSF,$362.88
SFH,Saint Francis Hospital,PARTICLE AGGL AB QL,$187.77
SFH,Saint Francis Hospital,ANTI-RH FETAL SCREEN AB,$75.78
SFH,Saint Francis Hospital,STREP A IA DIRECT OBS,$129.99
SFH,Saint Francis Hospital,STREP A AG MULT STEP,$203.38
SFH,Saint Francis Hospital,STREP B ANTIGEN BY EIA,$116.08
SFH,Saint Francis Hospital,RSV ANTIGEN BY EIA,$93.79
SFH,Saint Francis Hospital,CRYPTOCOCCAL AG,$103.33
SFH,Saint Francis Hospital,RHEUMATOID FACTOR QUANT,$396.86
SFH,Saint Francis Hospital,VDRL/RPR QUAL,$254.86
SFH,Saint Francis Hospital,VDRL/RPR QUAN,$322.82
SFH,Saint Francis Hospital,TRANSFUSN REACTN W RPT,$242.18
SFH,Saint Francis Hospital,FTA-ABS,$111.06
SFH,Saint Francis Hospital,HIV 1/HIV 2 SNGL RESULT,$556.64
SFH,Saint Francis Hospital,RUBEOLA AB,$589.07
SFH,Saint Francis Hospital,VARICELLA ZOSTER AB IGG,$398.44
SFH,Saint Francis Hospital,AHG INDIR QL EA ANTISERM,$224.79
SFH,Saint Francis Hospital,PROTEIN S ASSAY FREE,$690.43
SFH,Saint Francis Hospital,AG SCRN RGNT EA ANTIGEN,$30.05
SFH,Saint Francis Hospital,COMP TST EA ELECTRONIC,$683.89
SFH,Saint Francis Hospital,ASPERGILLUS AB ID,$217.91
SFH,Saint Francis Hospital,CONCENTRATN OTH BDY FLD,$240.84
SFH,Saint Francis Hospital,CULT QNT W/AERBC ISOL,$389.29
SFH,Saint Francis Hospital,CULTURE SPUTUM,$75.08
SFH,Saint Francis Hospital,CULTURE GENITAL,$58.66
SFH,Saint Francis Hospital,CULTURE RESPIRATORY,$69.84
SFH,Saint Francis Hospital,BETA LACTAMASE,$46.73
SFH,Saint Francis Hospital,CULTURE BACTERIAL SCREEN,$255.57
SFH,Saint Francis Hospital,CULT BLOOD AERO/ANAERO,$705.15
SFH,Saint Francis Hospital,CULT THROAT/NOSE,$67.78
SFH,Saint Francis Hospital,CULT STOOL ADD PATH EA,$208.75
SFH,Saint Francis Hospital,CULTURE VRE SCREEN,$47.41
SFH,Saint Francis Hospital,CULTURE STOOL,$580.13
SFH,Saint Francis Hospital,CULTURE YERSINIA,$64.86
SFH,Saint Francis Hospital,CULTURE BONE MARROW,$59.22
SFH,Saint Francis Hospital,CULTURE EAR,$59.22
SFH,Saint Francis Hospital,CULTURE BIOPSY/SURG SPC,$97.78
SFH,Saint Francis Hospital,CULTURE CATH TIP,$55.87
SFH,Saint Francis Hospital,CULTURE OTHER SOURCE,$492.40
SFH,Saint Francis Hospital,CULTURE EYE,$69.84
SFH,Saint Francis Hospital,CULTURE FLUID EX CSF,$78.21
SFH,Saint Francis Hospital,CULTURE ANAEROBIC ISOL,$95.88
SFH,Saint Francis Hospital,CLOSTRIDIUM DIFF TOXIN,$142.52
SFH,Saint Francis Hospital,CULTURE CSF,$75.08
SFH,Saint Francis Hospital,CULTURE STREP SCREENING,$75.25
SFH,Saint Francis Hospital,CULTURE VAGINAL,$55.87
SFH,Saint Francis Hospital,CULTURE URINE IDENT,$203.31
SFH,Saint Francis Hospital,ANAEROBIC ID,$438.36
SFH,Saint Francis Hospital,CULT H.PYLORI SCREEN,$91.36
SFH,Saint Francis Hospital,CULTURE FUNGI OTHER,$934.07
SFH,Saint Francis Hospital,CULTURE FUNGI BLOOD,$980.78
SFH,Saint Francis Hospital,CULT FUNGI ID YEAST EA,$101.54
SFH,Saint Francis Hospital,CULTURE AFB,$844.30
SFH,Saint Francis Hospital,CULTURE WOUND/ABCESS,$70.54
SFH,Saint Francis Hospital,EXAM MACRO ARTHROPOD,$89.42
SFH,Saint Francis Hospital,EXAM MACRO PARASITE,$26.65
SFH,Saint Francis Hospital,EXAM PINWORM TP SITE,$26.65
SFH,Saint Francis Hospital,CULTURE TYPING IMMUNOLOG,$58.39
SFH,Saint Francis Hospital,CULTURE GC,$57.79
SFH,Saint Francis Hospital,O&P DIR SMR CONC & ID,$480.60
SFH,Saint Francis Hospital,SENSITIVITY ANTBDY AGAR,$58.88
SFH,Saint Francis Hospital,SENSITV 12 DISKS OR LESS,$85.88
SFH,Saint Francis Hospital,SENSITVTY MIC,$524.90
SFH,Saint Francis Hospital,SENS MACBRTH DILUTION,$421.48
SFH,Saint Francis Hospital,VISCOSITY,$147.19
SFH,Saint Francis Hospital,SENSITIVITY ETEST/EA AB,$46.73
SFH,Saint Francis Hospital,ACID FAST STAIN SMEAR,$301.69
SFH,Saint Francis Hospital,SMEAR MALARIA,$563.32
SFH,Saint Francis Hospital,FECAL LEUKOCYTE TEST,$75.85
SFH,Saint Francis Hospital,GRAM STAIN SMEAR,$175.52
SFH,Saint Francis Hospital,FLUORESCENT STAIN SMEAR,$294.36
SFH,Saint Francis Hospital,SPECIAL STAIN SMEAR,$149.61
SFH,Saint Francis Hospital,WET MOUNT W/SMPL STAIN,$377.20
SFH,Saint Francis Hospital,INDIA INK PREP SMEAR,$338.90
SFH,Saint Francis Hospital,FUNGUS STAIN,$34.64
SFH,Saint Francis Hospital,TROPONIN - I,$689.10
SFH,Saint Francis Hospital,INF AGT IMMUNOFL MULTI,$139.15
SFH,Saint Francis Hospital,INFLUENZA A AG,$468.61
SFH,Saint Francis Hospital,INFLUENZA B AG,$468.61
SFH,Saint Francis Hospital,CAMPYLOBACTER ANTIGEN,$118.00
SFH,Saint Francis Hospital,STREP B DIRECT OBS,$163.47
SFH,Saint Francis Hospital,CLOSTRID DIFF TOX A,$386.69
SFH,Saint Francis Hospital,CHLAMYDIA TRACH IA DIRCT,$193.26
SFH,Saint Francis Hospital,NEISS MENING AG DIR,$116.08
SFH,Saint Francis Hospital,E COLI AG,$96.60
SFH,Saint Francis Hospital,SHIGA TOXIN 1 DIR OBS,$157.79
SFH,Saint Francis Hospital,H INFLUENZA AG LATEX AGG,$174.86
SFH,Saint Francis Hospital,SPEC STAIN TRICHROME O&P,$135.14
SFH,Saint Francis Hospital,BILIRUBIN TOTL TRNSCTNS,$48.12
SFH,Saint Francis Hospital,STREP PNEUMO ANTIGEN,$132.16
SFH,Saint Francis Hospital,HIV-1/HIV-2 SCREEN,$169.96
SFH,Saint Francis Hospital,EOSINOPHIL SMEAR BODY FL,$48.49
SFH,Saint Francis Hospital,CULTURE AEROBIC DEF ID,$82.94
SFH,Saint Francis Hospital,C DIFF TOXIN AMP PROBE,$278.83
SFH,Saint Francis Hospital,CULTURE MRSA SCREEN,$48.59
SFH,Saint Francis Hospital,CELL COUNT MISC BODY FLD,$47.94
SFH,Saint Francis Hospital,CELL COUNT MISC W/DIFF,$259.97
SFH,Saint Francis Hospital,CMV AB,$392.04
SFH,Saint Francis Hospital,NASAL SMEAR EOSINOPHILES,$96.34
SFH,Saint Francis Hospital,STOOL PH,$17.48
SFH,Saint Francis Hospital,CRYST ID BODY FLD EX URN,$223.27
SFH,Saint Francis Hospital,ELECTROLYTE PANEL,$13.27
SFH,Saint Francis Hospital,VANCOMYCIN,$23.02
SFH,Saint Francis Hospital,CBC WITHOUT DIFF,$11.00
SFH,Saint Francis Hospital,LIPID PANEL,$22.75
SFH,Saint Francis Hospital,RENAL FUNCTION PANEL,$14.76
SFH,Saint Francis Hospital,ACUTE HEPATITIS PANEL,$78.24
SFH,Saint Francis Hospital,PHENCYCLINDINE(PCP) QUAL,$23.65
SFH,Saint Francis Hospital,AMPHETAMINE QUAL,$23.65
SFH,Saint Francis Hospital,HEPATIC FUNCTION PANEL,$13.88
SFH,Saint Francis Hospital,COMP METABOLIC PANEL,$17.96
SFH,Saint Francis Hospital,BASIC METABOLIC PANEL,$16.09
SFH,Saint Francis Hospital,CLOTEST,$55.34
SFH,Saint Francis Hospital,UA AUTO W/MICRO,$5.38
SFH,Saint Francis Hospital,URINE W/O MICRO AUTO,$3.82
SFH,Saint Francis Hospital,URINALYSIS CHEMICAL QUAL,$3.91
SFH,Saint Francis Hospital,ACETAMINOPHEN,$34.38
SFH,Saint Francis Hospital,SALICYLATE,$12.06
SFH,Saint Francis Hospital,ALBUMIN SERUM,$8.41
SFH,Saint Francis Hospital,BODY FLUID ALBUMIN,$8.79
SFH,Saint Francis Hospital,ALCOHOL ETHYL,$18.35
SFH,Saint Francis Hospital,ALPHA FETO PROTEIN SERUM,$28.51
SFH,Saint Francis Hospital,THEOPHYLLINE,$24.03
SFH,Saint Francis Hospital,AMMONIA,$24.76
SFH,Saint Francis Hospital,AMYLASE,$10.60
SFH,Saint Francis Hospital,AMYLASE URINE,$11.01
SFH,Saint Francis Hospital,AMYLASE BODY FLUID,$11.01
SFH,Saint Francis Hospital,BARBITURATES QUAL,$23.65
SFH,Saint Francis Hospital,BILIRUBIN TOTAL,$8.52
SFH,Saint Francis Hospital,BILIRUBIN DIRECT,$8.52
SFH,Saint Francis Hospital,OCCULT BLD FECES ONE SPC,$5.59
SFH,Saint Francis Hospital,CALCIUM,$8.75
SFH,Saint Francis Hospital,CALCIUM IONIZED,$23.22
SFH,Saint Francis Hospital,CALCIUM 24HR URINE,$10.24
SFH,Saint Francis Hospital,CARBAMAZAPINE,$24.73
SFH,Saint Francis Hospital,CARBON DIOXIDE,$8.31
SFH,Saint Francis Hospital,CARBOXYHEMMOGLOBIN QUANT,$20.95
SFH,Saint Francis Hospital,CHLORIDE URINE,$8.54
SFH,Saint Francis Hospital,CHLORIDE OTHER SOURCE,$9.25
SFH,Saint Francis Hospital,CHLORIDE,$7.81
SFH,Saint Francis Hospital,CHOLESTEROL TOTAL,$7.39
SFH,Saint Francis Hospital,LDL CHOLESTOROL,$16.20
SFH,Saint Francis Hospital,CHOLESTEROL HDL,$13.92
SFH,Saint Francis Hospital,CHOLINESTERASE PSEUDO,$12.89
SFH,Saint Francis Hospital,CORTISOL TOTAL,$19.62
SFH,Saint Francis Hospital,CORTISOL TOTAL PM,$30.85
SFH,Saint Francis Hospital,CREATINE KINASE TOTAL,$11.07
SFH,Saint Francis Hospital,CK MB FRACTION,$20.80
SFH,Saint Francis Hospital,COCAINE QL,$23.65
SFH,Saint Francis Hospital,CREATININE BLOOD,$8.71
SFH,Saint Francis Hospital,CREATININE OTHR SRCE,$9.78
SFH,Saint Francis Hospital,CREATININE 24HR URINE,$9.78
SFH,Saint Francis Hospital,CREATININE URINE,$8.79
SFH,Saint Francis Hospital,CREATININE CLEARANCE,$16.07
SFH,Saint Francis Hospital,CYANOCOBLMN(VIT B12),$25.61
SFH,Saint Francis Hospital,DIGOXIN TOTAL,$22.55
SFH,Saint Francis Hospital,PHENYTOIN TOTAL,$22.51
SFH,Saint Francis Hospital,FERRITIN,$23.15
SFH,Saint Francis Hospital,FETAL FIBRONECTIN,$109.43
SFH,Saint Francis Hospital,FOLIC ACID,$24.97
SFH,Saint Francis Hospital,GAS BLD ANY COMB W/CALO2,$32.87
SFH,Saint Francis Hospital,GLUCOSE BODY FLUID,$6.68
SFH,Saint Francis Hospital,GLUCOSE EXCEPT URINE,$6.68
SFH,Saint Francis Hospital,GLUCOSE QUANT URINE,$6.68
SFH,Saint Francis Hospital,GLUCOSE CSF,$7.08
SFH,Saint Francis Hospital,GLUCOSE BLD BY MONIT DEV,$3.98
SFH,Saint Francis Hospital,GGT,$12.23
SFH,Saint Francis Hospital,HEMOGLOBIN GLYCATED,$16.50
SFH,Saint Francis Hospital,GENTAMYCIN,$27.84
SFH,Saint Francis Hospital,HAPTOGLOBIN QUAN,$21.37
SFH,Saint Francis Hospital,GONADTOPN CHORNC(HCG)QNT,$25.58
SFH,Saint Francis Hospital,HEMOGLOBN FETAL CHEMICAL,$15.62
SFH,Saint Francis Hospital,SICKLING OF RBC,$9.93
SFH,Saint Francis Hospital,IG-A SERUM,$15.80
SFH,Saint Francis Hospital,IG-G SERUM,$15.80
SFH,Saint Francis Hospital,IG-M SERUM,$15.80
SFH,Saint Francis Hospital,H INFLU B AG QUAL,$20.38
SFH,Saint Francis Hospital,B-TYP NATRIURETC PEPTIDE,$57.67
SFH,Saint Francis Hospital,THYROXINE FREE,$15.32
SFH,Saint Francis Hospital,TRIIODTHYRNIN TOTAL T3,$24.08
SFH,Saint Francis Hospital,IRON,$11.01
SFH,Saint Francis Hospital,IRON BINDING CAPCTY,$14.85
SFH,Saint Francis Hospital,T3 FREE,$28.79
SFH,Saint Francis Hospital,LACTATE(LACTIC ACID),$18.14
SFH,Saint Francis Hospital,LDH-LACTIC DEHYDROGENASE,$10.26
SFH,Saint Francis Hospital,LDH BODY FLUID,$10.26
SFH,Saint Francis Hospital,LIPASE,$11.71
SFH,Saint Francis Hospital,LITHIUM,$11.24
SFH,Saint Francis Hospital,MAGNESIUM,$11.38
SFH,Saint Francis Hospital,MAGNESIUM URINE,$11.38
SFH,Saint Francis Hospital,MYOGLOBIN SERUM,$21.94
SFH,Saint Francis Hospital,OPIATES QUAL,$23.65
SFH,Saint Francis Hospital,OSMOLALITY BLOOD,$11.24
SFH,Saint Francis Hospital,OSMOLALITY URINE,$11.58
SFH,Saint Francis Hospital,PTH INTACT,$70.13
SFH,Saint Francis Hospital,PHENOBARBITAL,$19.45
SFH,Saint Francis Hospital,PHOSPHATASE ALKALINE,$8.47
SFH,Saint Francis Hospital,PHOSPHORUS,$8.06
SFH,Saint Francis Hospital,PHOSPHORUS URINE 24 HR,$8.79
SFH,Saint Francis Hospital,POTASSIUM SERUM,$7.81
SFH,Saint Francis Hospital,POTASSIUM URINE,$7.31
SFH,Saint Francis Hospital,PRIMIDONE,$31.39
SFH,Saint Francis Hospital,NAPA & PROCAINAMIDE,$31.65
SFH,Saint Francis Hospital,PROTEIN OTHER SOURCES,$6.23
SFH,Saint Francis Hospital,PROTEIN TOTAL,$6.23
SFH,Saint Francis Hospital,PROTEIN ELCTRC SERUM,$18.25
SFH,Saint Francis Hospital,PROTEIN ELCTRO URINE,$30.30
SFH,Saint Francis Hospital,PRE-ALBUMIN: ARRAY,$24.78
SFH,Saint Francis Hospital,PROTEIN URINE QUAN 24 HR,$6.23
SFH,Saint Francis Hospital,PROTEIN SPINAL FLUID,$6.60
SFH,Saint Francis Hospital,PR SUBSTITUTE PLSMA FRCT EA,$7.04
SFH,Saint Francis Hospital,QUINIDINE,$27.61
SFH,Saint Francis Hospital,TRIIODTHYRN (T-3) UPTAKE,$11.00
SFH,Saint Francis Hospital,SODIUM BLOOD,$8.18
SFH,Saint Francis Hospital,SODIUM URINE,$8.27
SFH,Saint Francis Hospital,SODIUM 24HR URINE,$9.20
SFH,Saint Francis Hospital,THC(MARIJUANA) QUAL,$23.65
SFH,Saint Francis Hospital,THYROXINE TOTAL,$11.67
SFH,Saint Francis Hospital,TSH,$28.55
SFH,Saint Francis Hospital,TRANSTERASE AST(SGOT),$8.79
SFH,Saint Francis Hospital,TRANSAMINASE-SGPT (ALT),$8.99
SFH,Saint Francis Hospital,TOBRAMYCIN,$30.49
SFH,Saint Francis Hospital,TOBRAMYCIN TROUGH,$30.49
SFH,Saint Francis Hospital,TOBRAMYCIN PEAK,$30.49
SFH,Saint Francis Hospital,TRIGLYCERIDES,$9.78
SFH,Saint Francis Hospital,TRIGLYCERIDES FLUID,$9.78
SFH,Saint Francis Hospital,BLD UREA NITROGEN,$6.71
SFH,Saint Francis Hospital,UREA NITROGEN URINE,$8.07
SFH,Saint Francis Hospital,URIC ACID BLOOD,$7.67
SFH,Saint Francis Hospital,URIC ACID URINE 24HR,$8.07
SFH,Saint Francis Hospital,VALPROIC ACID TOTAL,$23.02
SFH,Saint Francis Hospital,LIDOCAINE,$27.76
SFH,Saint Francis Hospital,DIFF MANUAL,$6.20
SFH,Saint Francis Hospital,BLD SMR EXAM W/O DIFF,$5.85
SFH,Saint Francis Hospital,EOSOINOPHIL COUNT MANUAL,$8.14
SFH,Saint Francis Hospital,WBC AUTO,$4.58
SFH,Saint Francis Hospital,HEMATOCRIT AUTOMATED,$4.02
SFH,Saint Francis Hospital,BLOOD HEMOGLBN,$4.02
SFH,Saint Francis Hospital,CBC/PLT/AUTO DIFF (5),$14.81
SFH,Saint Francis Hospital,RETIC COUNT FLOW CYTO,$6.80
SFH,Saint Francis Hospital,STOOL FOR WBCS,$7.26
SFH,Saint Francis Hospital,CLOT FACTOR II PRTHRMBN,$23.38
SFH,Saint Francis Hospital,CLOT FACTOR V(LABILE),$31.79
SFH,Saint Francis Hospital,CLOT FACTOR VII(STABLE),$32.26
SFH,Saint Francis Hospital,CLOT FCTR VIII(AHG)1 STG,$30.43
SFH,Saint Francis Hospital,CLOT FCTR IX(PTC/XMAS),$32.35
SFH,Saint Francis Hospital,CLOT FCTR X (STUART PROWER),$32.26
SFH,Saint Francis Hospital,CLOT FCTR XI(PTA),$30.43
SFH,Saint Francis Hospital,CLOT FCTR XII(HAGEMANN),$34.84
SFH,Saint Francis Hospital,CLOT INHIB ANT-THRMBNIII,$20.14
SFH,Saint Francis Hospital,PROTEIN C ACTIVITY,$23.50
SFH,Saint Francis Hospital,PROTEIN S ASSAY FREE,$26.02
SFH,Saint Francis Hospital,PROTEIN C RESIST,$26.02
SFH,Saint Francis Hospital,COAGULATION TIME ACTIVTD,$8.05
SFH,Saint Francis Hospital,FDP D-DIMER QNT,$19.24
SFH,Saint Francis Hospital,FDP/FSP AGGLUTNATN SLIDE,$12.41
SFH,Saint Francis Hospital,FIBRINOGEN ACTIVITY,$16.05
SFH,Saint Francis Hospital,HEPARIN ASSAY,$24.74
SFH,Saint Francis Hospital,LEUKOCYTE ALKA-PHSPHTASE,$14.62
SFH,Saint Francis Hospital,PLT AGG EA ASPRIN,$36.49
SFH,Saint Francis Hospital,PLT AGG EA PLAVIX,$40.61
SFH,Saint Francis Hospital,PLT FUNCTION TST,$38.68
SFH,Saint Francis Hospital,PLATELET COUNT (AUTO),$8.05
SFH,Saint Francis Hospital,PROTHROMBIN TIME,$6.68
SFH,Saint Francis Hospital,RUSSL VIPR VEN TIME(DIL),$15.67
SFH,Saint Francis Hospital,SEDIMENTN RATE-NON-AUTO,$6.02
SFH,Saint Francis Hospital,THROMBIN TIME PLASMA,$10.92
SFH,Saint Francis Hospital,PTT,$10.20
SFH,Saint Francis Hospital,PTT SUBSTITUTE EA FRACTION,$12.24
SFH,Saint Francis Hospital,HETEROPHILE AB SCREEN,$8.79
SFH,Saint Francis Hospital,C-REACTIVE PROTEIN QN,$8.79
SFH,Saint Francis Hospital,PREGNANCY TEST SLIDE,$12.75
SFH,Saint Francis Hospital,ANTIBDY IDENT RBC EA PNL,$185.91
SFH,Saint Francis Hospital,COOMBS DIRECT,$9.13
SFH,Saint Francis Hospital,ANTINUCLEAR AB(ANA)TITER,$18.96
SFH,Saint Francis Hospital,ANTINUCLEAR AB(ANA),$20.53
SFH,Saint Francis Hospital,HELICOBACT PYLORI AB,$24.66
SFH,Saint Francis Hospital,ANTI-STREPTOLYSN O TITER,$12.40
SFH,Saint Francis Hospital,RBC AG EXCPT ABO/RHO EA,$7.02
SFH,Saint Francis Hospital,CARCINO-EMBRYONIC AG,$32.24
SFH,Saint Francis Hospital,MUMPS AB,$22.18
SFH,Saint Francis Hospital,ANTI-RNP,$33.91
SFH,Saint Francis Hospital,ANTI-SMITH AB,$32.30
SFH,Saint Francis Hospital,HBS ANTIGEN,$17.54
SFH,Saint Francis Hospital,HEPATITIS B SURF ANTIBDY,$18.25
SFH,Saint Francis Hospital,HEPATITIS B CORE AB(IGM),$20.00
SFH,Saint Francis Hospital,HEPATITIS A AB IGM,$19.14
SFH,Saint Francis Hospital,HEPATITIS C ANTIBODY,$24.25
SFH,Saint Francis Hospital,PSA TOTAL,$31.26
SFH,Saint Francis Hospital,RUBELLA AB,$24.46
SFH,Saint Francis Hospital,BENZODIAZEPINES QL,$24.83
SFH,Saint Francis Hospital,SJOGRENS ANTIBODIES,$33.91
SFH,Saint Francis Hospital,COMPLEMENT C3,$20.41
SFH,Saint Francis Hospital,COMPLEMENT C4,$20.41
SFH,Saint Francis Hospital,IMMUNOFIX ELECTRO SERUM,$37.95
SFH,Saint Francis Hospital,IMMUNOFIX ELECTRO URINE,$49.87
SFH,Saint Francis Hospital,CRYPTOCOCCAL AG,$17.31
SFH,Saint Francis Hospital,STREP A ANTIGEN BY EIA,$19.78
SFH,Saint Francis Hospital,RHEUMATOID FACTOR QUANT,$9.64
SFH,Saint Francis Hospital,VDRL/RPR QUAL,$7.26
SFH,Saint Francis Hospital,VDRL/RPR QUAN,$7.47
SFH,Saint Francis Hospital,ASPERGILLUS AB ID,$28.47
SFH,Saint Francis Hospital,RUBEOLA AB,$21.89
SFH,Saint Francis Hospital,VARICELLA ZOSTER AB IGG,$21.89
SFH,Saint Francis Hospital,CULT QNT W/AERBC ISOL,$15.56
SFH,Saint Francis Hospital,CULTURE SPUTUM,$14.20
SFH,Saint Francis Hospital,CULTURE RESPIRATORY,$14.20
SFH,Saint Francis Hospital,BETA LACTAMASE,$35.60
SFH,Saint Francis Hospital,CULTURE BACTERIAL SCREEN,$49.72
SFH,Saint Francis Hospital,CULT BLOOD AERO/ANAERO,$77.37
SFH,Saint Francis Hospital,CULTURE VRE SCREEN,$49.72
SFH,Saint Francis Hospital,CULTURE STOOL,$70.71
SFH,Saint Francis Hospital,CULTURE BRONC WASH,$14.20
SFH,Saint Francis Hospital,CULTURE ANAEROBIC ISOL,$15.61
SFH,Saint Francis Hospital,CLOSTRIDIUM DIFF TOXIN,$36.23
SFH,Saint Francis Hospital,CULTURE STREP SCREENING,$49.72
SFH,Saint Francis Hospital,CULTURE MISC,$14.20
SFH,Saint Francis Hospital,CULTURE URINE IDENT,$60.68
SFH,Saint Francis Hospital,CULTURE FUNGI OTHER,$13.86
SFH,Saint Francis Hospital,CULTURE AFB,$80.96
SFH,Saint Francis Hospital,CULTURE WOUND/ABCESS,$14.20
SFH,Saint Francis Hospital,GC CULTURE,$49.72
SFH,Saint Francis Hospital,OVA&PARASITES SMEARS,$15.54
SFH,Saint Francis Hospital,SENSITV 12 DISKS OR LESS,$11.38
SFH,Saint Francis Hospital,SENSITVTY MIC,$14.25
SFH,Saint Francis Hospital,SMEAR AFB,$40.29
SFH,Saint Francis Hospital,GRAM STAIN,$32.01
SFH,Saint Francis Hospital,SMEAR PRIM SOURCE W/INT,$6.98
SFH,Saint Francis Hospital,TROPONIN - I,$16.72
SFH,Saint Francis Hospital,HIV I AG HIV I HIV II AB,$37.07
SFH,Saint Francis Hospital,INFLUENZA A AG,$20.38
SFH,Saint Francis Hospital,URINE STREP ANTIGEN,$20.38
SFH,Saint Francis Hospital,INFECTIOUS AGNT AG,$89.90
SFH,Saint Francis Hospital,C DIFF TOXIN AMP PROBE,$54.56
SFH,Saint Francis Hospital,CHLAMYDIA TRACHOMATIS,$20.38
SFH,Saint Francis Hospital,NEISS MENING AG DIR,$20.38
SFH,Saint Francis Hospital,SHIGA TOXIN 2 DIR OBS,$19.78
SFH,Saint Francis Hospital,CULTURE AEROBIC DEF ID,$60.58
SFH,Saint Francis Hospital,CELL COUNT MISC BODY FLD,$8.04
