ITEM #,ITEM DESCRIPTION,ITEM PRICE
26110972,NF-TUSSIGON TAB 1.5MG-5MG,0.36 
26110973,NF-MILK OF MAGNESIA SUSPENSION 1200MG/15,0.01 
26110974,NF-GRALISE ORAL TABLET 300MG,7.13 
26110975,NF-ENSURE PLUS LIQUID,0.01 
26110976,NF-GAVILAX PWD FOR SOLN 17GM/1DOSE,0.04 
26110977,NF-MAPAP ARTHRITIS PAIN ORAL TAB ER 650M,0.07 
26110978,NF-MAPAP ARTHRITIS PAIN ORAL TAB ER 650M,0.07 
26110980,NF-MYFORTIC ENTERIC-COATED TABLET 360MG,11.44 
26110981,NF-NOVOLOG INJECTION 100U/ML,28.40 
26110982,NF-NOVOLOG INJECTION 100U/ML,28.40 
26110983,NF-OXYBUTYNIN CHLORIDE ORAL TAB ER 5MG,3.28 
26110984,NF-LEVSIN ORAL TABLET 0.125MG,0.93 
26110985,NF-ATROVENT SPRAY 0.06%,9.41 
26110986,NF-GUAIFENESIN ORAL TAB ER 600MG,0.41 
26110987,NF-TRULICITY SUBQ SOLN 1.5MG/0.5ML,344.88 
26110988,NF-MAPAP ORAL SYRUP 160MG/5ML,0.09 
26110989,NF-Tacrolimus Oral Capsule 1MG,4.00 
26110990,NF-Myfortic Enteric-Coated Tablet 180MG,5.00 
26110991,NF-VASCEPA LIQ CAP 1GM,2.34 
26110992,NF-BENGAY COLD THERAPY TOPICAL GEL 5%,0.07 
26110993,NF-Bisoprolol FM Oral Tablet 5MG,1.00 
26110994,NF-RELISTOR SUBQ SOLN 12MG/0.6ML,200.00 
26110995,NF-Silenor Oral Tablet 6MG,14.00 
26110996,NF-JANUMET TAB 1000MG-50MG,7.27 
26110997,NF-PEG 3350 ORAL PWD FOR SOLN 17GM/1DOSE,0.04 
26110998,NF-MULTIVITAMIN AND MINERALS TAB,0.27 
26110999,NF-EYE DROPS OPHTHALMIC SOLUTION 0.05%,0.11 
26111000,NF-TRIAMTERENE AND HCTZ TABLET 37.5MG-25,0.39 
26111001,NF-HEPARIN LOCK FLUSH INJ,0.55 
26111003,NF-REFRESH OPTIVE ADVANCED OPHTH SOLN,1.14 
26111004,NF-DEPAKENE SYR 250MG/5ML,1.13 
26111005,NF-DEXTROMETHORPHAN-GUAIFENESIN-PHENYLEP,0.01 
26111006,NF-GUAIFENESIN DM ORAL SYRUP 100MG-10MG/,0.06 
26111007,NF-ARNUITY ELLIPTA INH PWD 100MCG/1ACT,6.00 
26111008,NF-FORTESTA GEL 10MG/0.5GM,8.28 
26111009,NF-GENTAMICIN SULFATE IV SOLN 100MG/100M,0.04 
26111010,NF-CRANBERRY FRUIT CAPSULE 425MG,0.05 
26111011,NF-FLORASTOR CAPSULE 250MG,1.07 
26111012,NF-FLUOROMETHOLONE OPHTH OINT 0.1%,41.64 
26111013,NF-SODIUM CHLORIDE HYPERTON OPHTH OINT 5,4.21 
26111014,NF-MAPAP ORAL CHEW TAB 160MG,0.17 
26111015,NF-PATADAY OPHTHALMIC SOLUTION 0.2%,78.90 
26111016,NF-CENTRA-VIT TABLET,0.03 
26111017,NF-VITAMIN E CAPSULE 400IU,0.03 
26111018,NF-COENZYME Q10 CAPSULE 30MG,0.29 
26111019,NF-DYMISTA NASAL SPRAY 137MCG-50MCG/1 AC,9.25 
26111020,NF-VITAMIN D2 ORAL TABLET 2000IU,0.06 
26111021,NF-ANTACID EXTRA STRENGT CHEWABLE TAB 75,0.04 
26111022,NF-FIBER-CAPS ORAL TABLET 625MG,0.98 
26111023,NF-TRIZIVIR ORAL TAB 300MG-150MG-300MG,32.19 
26111024,NF-ENTRESTO ORAL TABLET 24MG-26MG,8.09 
26111025,NF-TRIFLUOPERAZINE HCL ORAL TABLET 10MG,2.45 
26111026,"NF-MUCUS ER TABLET, EXTENDED RELEASE 600",0.41 
26111027,NF-MULTIVITAMIN AND MINERALS CAP,9.16 
26111028,NF-FLUVOXAMINE MALEATE ORAL TABLET 50MG,2.57 
26111029,NF-TRINTELLIX ORAL TABLET 5MG,12.73 
26111030,NF-DDAVP TAB 0.2MG,11.78 
26111031,NF-GRALISE ORAL TABLET 600MG,7.84 
26111032,NF-TADALAFIL TAB 2.5MG,10.60 
26111033,NF-PREMPRO ORAL TABLET 0.3MG-1.5MG,3.27 
26111034,NF-CEREFOLIN NAC TAB 600MG-5.6MG-2MG,3.95 
26111035,NF-DICYCLOMINE HCL CAP 10MG,0.22 
26111036,NF-NULEV CHEW TAB 0.125MG,2.16 
26111037,NF-VITAMIN D3 LIQUID FILLED CAP 5000IU,0.12 
26111038,NF-TRIAMTERENE-HYDROCHLOROTHIAZIDE CAP 3,0.65 
26111039,NF-SAVAYSA ORAL TABLET 60MG,11.65 
26111040,NF-TRIPLE ANTIBIOTIC OINTMENT,0.28 
26111042,NF-GLYCOPYRROLATE ORAL TABLET 1MG,1.31 
26111043,NF-PREVACID SOLUTAB 30MG,6.21 
26111044,NF-Cogentin Injection Solution 1MG/1ML,5.00 
26111045,NF-FENOFIBRATE ORAL CAPSULE 150MG,7.16 
26111046,NF-MIDODRINE HCL ORAL TABLET 10MG,4.84 
26111047,NF-AMIODARONE HCL IV SOLN 150MG-5%,0.14 
26111048,NF-BELSOMRA ORAL TABLET 20MG,11.37 
26111049,NF-VENELEX OINT 788MG-87MG/1GM,0.63 
26111050,NF-ENTRESTO ORAL TABLET 24MG-26MG,8.09 
26111051,NF-ENTRESTO ORAL TABLET 24MG-26MG,8.09 
26111052,NF-ALLOPURINOL ORAL TABLET 300MG,0.73 
26111053,NF-NAPROSYN TABLET 500MG,3.57 
26111054,NF-COMBIGAN OPHTH SOLN 0.2%-0.5%,32.23 
26111055,NF-LEVALBUTEROL HCL INH/NEB SOLN 1.25MG/,10.22 
26111056,NF-LEVALBUTEROL HCL INH/NEB SOLN 1.25MG/,8.54 
26111057,NF-VIREAD TAB 300MG,41.15 
26111058,NF-LOSARTAN POTASSIUM-HCTZ TAB 50MG-12.5,2.50 
26111059,NF-Victoza Subcutaneous Solution 6MG/1ML,99.00 
26111060,NF-VALSARTAN/HCTZ ORAL TABLET 160MG-12.5,4.27 
26111061,NF-ARTIFICIAL TEARS OPHTHALMIC SOLN 1.4%,0.29 
26111062,NF-POTASSIUM CHLORIDE CAP ER 8MEQ,0.94 
26111063,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,1.10 
26111064,NF-PRINIVIL TABLET 10MG,2.29 
26111065,NF-PRINIVIL TAB 10MG,1.70 
26111066,NF-PROBIOTIC FORMULA CAP 250MG-1BILLION,0.64 
26111067,NF-VITAMIN B50 B-COMPLEX ORAL TABLET,0.11 
26111068,NF-metFORMIN HCl Tablet 1000MG,1.00 
26111070,NF-Simvastatin Oral Tablet 20MG,4.00 
26111071,NF-LACTOBACILLUS COMBINATION CAP,1.90 
26111072,NF-CARTIA XT ORAL 24 HR CAP ER 300MG,2.66 
26111074,NF-SPRYCEL ORAL TABLET 20MG,134.03 
26111075,NF-POLYETHYLENE GLYCOL 3350 17GM/1DOSE,0.07 
26111076,NF-CALCIUM CARBONATE CHEW TAB 500MG,0.03 
26111077,NF-NIFEDICAL XL TAB ER 30MG,1.34 
26111078,NF-Simbrinza Ophthalmic Suspension 0.2%-,20.00 
26111079,NF-TRESIBA SUBCUTANEOUS SOLUTION 100U/1M,35.51 
26111080,NF-TRESIBA SUBCUTANEOUS SOLUTION 200U/1M,71.02 
26111081,NF-PRAVASTATIN SODIUM ORAL TABLET 20MG,3.27 
26111082,NF-AMLODIPINE-ATORVASTATIN 5MG-10MG,6.85 
26111083,NF-LOSARTAN AND HYDROCHLOROTHIAZIDE 50-1,2.50 
26111084,NF-RANITIDINE 75 ORAL TABLET 75MG,0.23 
26111085,NF-Complera Oral Tablet 200MG-25MG-300MG,103.00 
26111086,NF-NASONEX NASAL SPRAY 0.05MG/1ACT,4.58 
26111087,NF-Lotrel Capsule 5MG-20MG,4.00 
26111088,NF-LAXATIVE ORAL DELAYED RELEASE TABLET,0.03 
26111089,NF-CLINDAGEL TOPICAL GEL 1%,8.65 
26111090,NF-ARTIFICIAL TEARS OPHTH SOLUTION 1.4%,0.16 
26111091,NF-ATENOLOL-CHLORTHALIDONE TAB 100MG-25M,6.00 
26111092,NF-CARAFATE SUSPENSION 1GM/10ML,0.25 
26111093,NF-Revlimid Oral Capsule 15MG,716.00 
26111094,NF-Imbruvica Oral Capsule 140MG,148.00 
26111095,NF-AZITHROMYCIN OPHTH SOLN 1%,46.63 
26111096,NF-HALLS MUCOUS MEMBRANE LOZENGE 5MG,0.07 
26111097,NF-COLESTIPOL HYDROCHLORIDE ORAL TABLET,1.24 
26111098,NF-TERAZOSIN HCL CAP 10MG,1.60 
26111099,NF-SULFASALAZINE ORAL TABLET 500MG,0.31 
26111100,NF-NITROSTAT TABLET 0.4MG,0.46 
26111101,NF-MAGNESIUM CITRATE ORAL SOLN 1.75GM/30,0.01 
26111102,NF-CALCIUM CHLORIDE IV SOLUTION 100MG/1M,3.00 
26111103,NF-CHEW-IRON ORAL CHEWABLE TABLET 27MG,0.07 
26111104,NF-Lisinopril-HCTZ Oral Tablet 20MG-25MG,1.00 
26111105,NF-LUBRIFRESH P.M. OPHTHALMIC OINT 15%-8,1.85 
26111106,NF-Dificid Oral Tablet 200MG,220.00 
26111107,NF-Prezcobix Oral Tablet 150MG-800MG,66.00 
26111108,NF-Zestoretic Oral Tablet 10MG-12.5MG,15.00 
26111109,NF-Streptomycin Sulfate Powder For Inj 1,22.00 
26111111,NF-HYDRALAZINE HCL ORAL TABLET 25MG,0.41 
26111112,NF-NITROFURANTOIN MACROCRYSTALS CAP 100M,4.30 
26111114,NF-VITAMIN B-12 SUBLINGUAL TABLET 1000MC,0.13 
26111115,NF-VITAMIN B COMPLEX TABLET,0.03 
26111116,NF-Lisinopril-HCTZ Tablet 20MG-12.5MG,1.00 
26111118,NF-ALOE VERA GEL ORAL LIQUID CAPSULE 25M,0.04 
26111119,NF-VITAMIN D CAPSULE 400IU,0.05 
26111120,NF-ACETYLCYSTEINE INHALATION SOLUTION 20,0.83 
26111121,NF-ENTRESTO ORAL TABLET 49MG-51MG,8.09 
26111122,NF-NAMZARIC CAP ER 7MG-10MG,15.43 
26111123,NF-Jardiance Oral Tablet 10MG,17.00 
26111124,NF-HYDROCODONE BITARTRATE-ACETAMINOPHEN,0.76 
26111125,NF-CAMPHO-PHENIQUE GEL,0.42 
26111126,NF-SOTALOL HCL IV SOLUTION 15MG/1ML,169.56 
26111128,NF-CHLORTHALIDONE ORAL TABLET 25MG,1.21 
26111129,NF-GLUCOSAMINE ORAL TABLET 500MG,0.09 
26111130,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,1.10 
26111131,NF-VALSARTAN AND HYDROCHLOROTHIAZIDE TAB,6.15 
26111132,NF-FLUTICASONE PROP NASAL SPRAY 0.05MG/1,7.48 
26111133,NF-TOPROL XL TAB ER 50MG,1.43 
26111134,NF-PRO-STAT SUGAR FREE AWC ORAL LIQUID,0.07 
26111135,NF-VITAMIN B COMPLEX W/B12 TABLET,0.04 
26111136,NF-BUSPIRONE HCL ORAL TABLET 15MG,1.99 
26111137,NF-NAFTIN CRM 2%,9.97 
26111138,NF-ALIGN ORAL CAPSULE 4MG,0.89 
26111139,NF-LOCOID CREAM 0.1%,3.88 
26111140,NF-SPIRONOLACTONE ORAL TABLET 25MG,0.44 
26111141,NF-CHLORPROMAZINE HCL TAB 10MG,4.20 
26111142,NF-Losartan/Hctz Oral Tablet 100MG-25MG,3.00 
26111143,NF-Entresto Oral Tablet 49MG-51MG,8.00 
26111144,NF-HYDROCHLOROTHIAZIDE ORAL TABLET 12.5M,0.82 
26111145,NF-Losartan/Hctz Oral Tablet 100MG-25MG,3.00 
26111146,NF-Anoro Ellipta Inhalation Powder,6.00 
26111147,NF-Bystolic Oral Tablet 10MG,4.00 
26111148,NF-ALBUTEROL SULFATE INH SUSP 0.09MG/1AC,2.25 
26111149,NF-VITAMIN B6 TABLET 100MG,0.05 
26111150,NF-FLONASE NASAL SPRAY 0.05MG/ACT,1.37 
26111151,NF-QVAR INH/NEB AER LIQ 0.08MG/1 ACTUATI,19.27 
26111152,NF-GERITOL COMPLETE TABLET,1.18 
26111156,NF-OMEPRAZOLE CAP DR 10MG,3.80 
26111157,NF-DONEPEZIL HCL ORAL TABLET 10MG,6.37 
26111158,NF-SAW PALMETTO CAPSULE 500MG,0.12 
26111159,NF-VITAMIN D3 ORAL TABLET 1000IU,0.03 
26111160,NF-XYZAL ALLERGY 24HR ORAL TABLET 5MG,0.41 
26111161,NF-FOLIC ACID ORAL TABLET 0.4MG,0.01 
26111162,NF-IRON ORAL TABLET 65MG,0.04 
26111163,NF-POLYETHEYLENE GLYCOL 3350 PWD FOR SOL,0.10 
26111165,NF-ISOSORBIDE DINITRATE TAB 30MG,1.84 
26111166,NF-OXYCODONE HCL ORAL TAB 15MG,1.62 
26111167,NF-OMEPRAZOLE MAGNESIUM CAP DR 20MG,0.77 
26111168,NF-TRAMADOL HCL ORAL CAP ER 100MG,9.57 
26111169,NF-MAG-AL PLUS XS SUSPENSION,0.07 
26111170,NF-CERTAVITE SENIOR ORAL TABLET,0.14 
26111171,NF-ESOMEPRAZOLE MAGNESIUM CAP DR 40MG,13.05 
26111172,NF-Tenormin Tablet 25MG,15.00 
26111173,NF-EXFORGE HCT ORAL TABLET 10MG-320MG-25,13.26 
26111174,NF-ILEVRO OPHTH SUSP 0.3%,163.59 
26111175,NF-Atorvastatin Calcium Oral Tab 10MG,4.00 
26111176,NF-Protonix Oral Granules 40MG,15.00 
26111177,NF-Theophylline Oral 24Hr Tab ER 400MG,1.00 
26111178,NF-Pioglitazone & metFORMIN Tab 15MG-500,5.00 
26111179,NF-buPROPion HCl 24 Hr Tab ER 300MG,6.00 
26111180,NF-HYDROCHLOROTHIAZIDE CAP 12.5MG,0.42 
26111181,NF-VASOTEC ORAL TABLET 20MG,5.70 
26111182,NF-QUETIAPINE FUMARATE ORAL TAB ER 400MG,27.01 
26111183,NF-COPAXONE SUBCUTANEOUS SOLUTION 40MG/1,583.20 
26111184,NF-DILTIAZEM HCL 24 HOUR CAP ER 360MG,3.49 
26111185,NF-PAXIL ORAL TABLET 30MG,3.42 
26111186,NF-ZYPREXA ORAL TABLET 20MG,44.26 
26111187,NF-Ziprasidone HCl Oral Capsule 40MG,8.00 
26111190,NF-ATROPINE IV SOLN 0.4MG/1ML,3.12 
26111191,NF-ZyPREXA Tablet 10MG,22.00 
26111192,NF-TANZEUM SUBCUTANEOUS PWD FOR SOLN 50M,156.60 
26111193,NF-CHLORASEPTIC MUCOUS MEMBRANE SPRAY 1.,0.04 
26111197,NF-LEVOCETIRIZINE DIHYDROCHLORIDE TAB 5M,3.08 
26111198,NF-CARDIZEM ORAL TABLET 30MG,3.47 
26111200,NF-Nuedexta Oral Capsule 20MG-10MG,15.00 
26111202,NF-ABACAVIR ORAL TABLET 300MG,10.04 
26111203,NF-EMTRIVA CAP 200MG,15.06 
26111204,NF-DENTURE CLEANSER EFFERVESCENT TABLET,0.06 
26111205,NF-Brimonidine Tartrate Ophth Soln 0.2%,3.00 
26111206,NF-Durezol Ophthalmic Emulsion 0.05%,37.00 
26111207,NF-Coumadin Tablet 4MG,2.00 
26111208,NF-PROBIOTIC DIGESTIVE CARE ORAL TAB 10M,0.61 
26111209,NF-FENOFIBRATE CAP 50MG,3.27 
26111210,NF-FLORAJEN ACIDOPHILUS ORAL CAPSULE,0.47 
26111211,NF-BETAMETHASONE DIPROPIONATE 0.05% CREA,1.71 
26111212,NF-VITAMIN B-12 SUBLINGUAL TABLET 1000MC,0.13 
26111213,NF-TraZODone HCl Oral Tablet 150MG,2.00 
26111215,NF-BUTRANS TD PATCH ER 20MCG/1HR,195.31 
26111216,NF-OXYBUTYNIN CHLORIDE ORAL TAB ER 10MG,3.29 
26111217,NF-ACNE FOAMING FACE WASH TOPICAL 10%,0.04 
26111218,NF-POTASSIUM CHLOR TAB  8MEQ,0.54 
26111219,NF-EDARBYCLOR ORAL TABLET 40MG-25MG,6.83 
26111220,NF-D-BIOTIN TABLET 10MG,0.14 
26111222,NF-Myfortic Enteric-Coated Tablet 180MG,5.00 
26111223,NF-Tacrolimus Oral Capsule 1MG,4.00 
26111224,NF-LISINOPRIL/HCTZ 20MG-12.5MG,1.44 
26111225,NF-ALLOPURINOL ORAL TABLET 100MG,0.30 
26111226,NF-SUPER B COMPLEX W/B-12 TABLET,0.04 
26111228,NF-FELBAMATE ORAL TABLET 600MG,5.98 
26111229,NF-LOSARTAN POTASSIUM ORAL TAB 100MG,3.08 
26111230,NF-LIPOFLAVONOID TABLET,0.18 
26111231,NF-IPRATROPIUM BROMIDE INH SOLN 0.02%,0.70 
26111232,NF-DIFF-STAT ORAL CAPSULE 471MG,1.93 
26111234,NF-SYSTANE ULTRA OPHTHALMIC SOLN 0.4%-0.,1.04 
26111235,NF-dilTIAZem HCl Oral Cap ER 240MG,1.00 
26111236,NF-Budesonide Delayed Release Capsule 3M,18.00 
26111237,NF-LIPOFLAVONOID TABLET,0.21 
26111238,NF-SYSTANE OPHTH SOLUTION,0.58 
26111239,NF-TraZODone HCl Oral Tablet 150MG,2.00 
26111240,NF-HYDROCHLOROTHIAZIDE CAP 12.5MG,0.40 
26111242,NF-Marinol Oral Liq Cap 5MG,27.00 
26111243,NF-VITAMIN D3 LIQUID,4.05 
26111244,NF-PRE-NATAL TABLET,0.05 
26111245,NF-METHOTREXATE ORAL TABLET 2.5MG,1.09 
26111246,NF-INDAPAMIDE ORAL TABLET 1.25MG,1.42 
26111247,NF-Lovaza Oral Liquid Filled Capsule 1GM,1.00 
26111248,NF-LASTACAFT OPHTH SOLN 2.5MG/1ML,78.49 
26111249,NF-FLAX SEED OIL ORAL LIQ CAP 1000MG,0.09 
26111250,NF-Belsomra Oral Tablet 10MG,12.00 
26111251,NF-DULoxetine HCl Cap DR 60MG,6.00 
26111252,NF-Venlafaxine HCl Oral Tablet 100MG,2.00 
26111255,NF-Isradipine Oral Capsule 5MG,5.00 
26111256,NF-MAGNESIUM CITRATE ORAL SOLN 1.75GM/30,0.01 
26111257,NF-TEGRETOL-XR TAB ER 100MG,1.46 
26111258,NF-TEGRETOL-XR ORAL TAB ER 400MG,5.84 
26111259,NF-VYVANSE CAP 20MG,10.83 
26111260,NF-Triumeq Oral Tablet 600MG-50MG-300MG,103.00 
26111262,NF-LACTASE ENZYME ORAL TABLET 3000U-5.7M,0.11 
26111263,NF-EMTRIVA CAP 200MG,15.06 
26111264,NF-Losartan Potassium Oral Tablet 100MG,3.00 
26111266,NF-LEFLUNOMIDE ORAL TABLET 10MG,16.41 
26111267,NF-IMATINIB MESYLATE ORAL TABLET 400MG,394.66 
26111268,NF-Mirtazapine Tablet 7.5MG,2.00 
26111269,NF-Bumetanide Tablet 0.5MG,1.00 
26111270,NF-HYDROXYZINE HCL ORAL TAB 50MG,1.75 
26111271,NF-Sensipar Oral Tablet 60MG,64.00 
26111272,NF-Cardizem LA Oral Tab ER 300MG,7.00 
26111273,NF-HIBICLENS LIQUID 4%,0.06 
26111274,NF-MAPAP TAB 325MG,0.06 
26111275,NF-Tekturna Oral Tablet 300MG,4.00 
26111277,NF-METRONIDAZOLE GEL 1%,7.84 
26111278,NF-ATROVENT HFA SOLN INH ORAL/NEB,30.95 
26111279,NF-Bisoprolol/HCTZ 5MG-6.25MG Tablet,1.00 
26111280,NF-SEROquel Oral Tablet 50MG,7.00 
26111282,NF-Plavix Tab 75MG,7.00 
26111283,NF-HYDROCHLOROTHIAZIDE ORAL TABLET 25MG,0.28 
26111285,NF-VIT. B COMPLEX AND MINERAL-VIT. B COM,4.98 
26111286,NF-Aldactone Oral Tablet 100MG,8.00 
26111287,NF-Benzonatate Liq Cap 200MG,1.00 
26111288,NF-QUEtiapine Fumarate Oral Tablet 50MG,6.00 
26111289,NF-TUSSIN DM MAX SOLN 10MG-200MG/5ML,0.03 
26111290,NF-CEPACOL SORE THROAT & COUGH MM LOZ 7.,0.18 
26111291,NF-FENOFIBRATE CAP 134MG,1.96 
26111292,NF-ENEMA RECTAL LIQUID,0.01 
26111293,NF-DULOXETINE HCL CAP DR 20MG,6.67 
26111294,NF-METOPROLOL SUCCINATE ORAL TAB ER 25MG,4.33 
26111295,NF-CORTISONE TOPICAL CREAM 1%,0.10 
26111296,NF-AMITRIPTYLINE HCL ORAL TABLET 10MG,0.69 
26111297,NF-Brimonidine Tartrate Ophth Soln 0.2%,3.00 
26111298,NF-Brimonidine Tartrate Ophth Soln 0.2%,3.00 
26111299,NF-MINERAL OIL RECTAL ENEMA 100%,0.02 
26111302,NF-Atorvastatin Calcium Oral Tab 40MG,5.00 
26111303,NF-Pancreaze Oral Delayed Release Capsul,1.00 
26111304,NF-DIGOX ORAL TABLET 0.125MG,1.19 
26111305,NF-Verapamil HCl Capsule 240MG,2.00 
26111306,NF-ADDERALL ORAL TABLET 30MG,7.05 
26111307,NF-AMBIEN ORAL TABLET 10MG,15.43 
26111308,NF-XANAX ORAL TABLET 2MG,12.40 
26111309,NF-Tribenzor Oral Tablet 5-12.5-20MG,10.00 
26111311,NF-MAGOX 400 ORAL TABLET 241.3MG,0.15 
26111313,NF-Isosorbide Extended-Release Tablet 30,2.00 
26111315,NF-FIXODENT CREAM,0.07 
26111316,NF-BUPRENORPHINE-NALOXONE SL FILM 4MG-1M,8.87 
26111317,NF-GENVOYA TAB 150MG-150MG-200MG-10MG,110.22 
26111319,NF-PRAVASTATIN SODIUM ORAL TABLET 20MG,3.12 
26111320,NF-TRILIPIX CAP DR 135MG,5.95 
26111321,NF-Bystolic Oral Tablet 20MG,4.00 
26111323,NF-Emtriva Oral Capsule 200MG,21.00 
26111326,NF-HOMATROPINE/HYDROCODONE 1.5MG-5MG/5ML,0.75 
26111327,NF-GABITRIL TABLET 16MG,15.87 
26111328,NF-LORTAB TAB 10MG-325MG,3.08 
26111329,NF-Anoro Ellipta Inhalation Powder,7.00 
26111330,NF-HYDRALAZINE HCL ORAL TAB 50MG,1.14 
26111331,NF-METOLAZONE TAB 2.5MG,1.33 
26111334,NF-PROVENTIL HFA INH SUSP 0.09MG/1ACT,13.50 
26111335,NF-ZOMIG TAB 5MG,116.95 
26111336,NF-CHLORASEPTIC MUCOUS MEMBRANE LONZENGE,0.16 
26111337,NF-Trizivir Oral Tab 300MG-150MG-300MG,26.00 
26111338,NF-Tacrolimus Oral Capsule 1MG,4.00 
26111339,NF-Myfortic Enteric-Coated Tablet 180MG,6.00 
26111340,NF-Namzaric Oral Cap ER 28MG-10MG,15.00 
26111341,NF-EFFEXOR XR ORAL CAP ER 150MG,4.21 
26111342,NF-OMEPRAZOLE CAPSULE DELAYED RELEASE 40,9.52 
26111343,NF-LISPRO-PFC SUBQ SOLN 100U/1ML,9.87 
26111344,NF-VYTORIN ORAL TABLET 10MG-40MG,12.43 
26111345,NF-INGREZZA CAP 40MG,211.00 
26111346,NF-INGREZZA CAP 80MG,249.00 
26111347,NF-ZESTORETIC ORAL TABLET 20MG-12.5MG,15.26 
26111348,NF-POLIDENT EFF. TABLET,0.07 
26111349,NF-MEMANTINE HCL ORAL TABLET 5MG,6.10 
26111350,NF-FLUOXITINE HCL ORAL CAPSULE 10MG,2.60 
26111351,NF-METFORMIN HCL ORAL TABLET 1000MG,2.08 
26111352,NF-ASPI-COR TAB EC 81MG,0.06 
26111353,NF-HYDRALAZINE HCL ORAL TABLET 100MG,1.01 
26111354,NF-HYDROXYZINE HCL ORAL TAB 10MG,1.17 
26111355,NF-METOPROLOL SUCCINATE ORAL TAB ER 100M,2.26 
26111356,NF-Losartan/Hctz Oral Tablet 100MG-25MG,3.00 
26111357,NF-ENEMA BOTTLE LUBRICATED DEVICE,725.58 
26111358,NF-ISTALOL OPHTHALMIC SOLUTION 0.5%,44.54 
26111359,NF-FLUOXETINE HCL CAP 10MG,16.16 
26111360,NF-Namzaric Oral Cap ER 28MG-10MG,15.00 
26111361,NF-Ipratropium Bromide Nasal Spray 0.03%,1.00 
26111364,NF-APAP EXTRA STRENGTH TABLET 500MG,0.04 
26111365,NF-KALETRA TAB 200MG-50MG,8.14 
26111366,NF-ANORO ELLIPTA INH PWD 62.5MCG-25MCG/1,7.36 
26111367,NF-ALOE 99 GEL/JELLY,0.02 
26111368,NF-BIOTIN ORAL CAPSULE 2500MCG,0.09 
26111369,NF-RESTORIL CAP 7.5MG,35.40 
26111370,NF-ERGOCALCIFEROL CAP 50000IU,1.46 
26111371,NF-VITAMIN B12 ORAL TABLET 500MCG,0.06 
26111372,NF-ZANTAC 300 TABLET 300MG,13.14 
26111373,NF-Austedo Oral Tablet 9MG,73.00 
26111374,NF-Cyclobenzaprine HCL Oral Tablet 5MG,1.00 
26111376,NF-CYANOCOBALAMIN CRYSTAL,100.54 
26111377,NF-MEGESTROL ACETATE ORAL SUSP 40MG/1ML,0.68 
26111380,NF-ELIMITE TOPICAL CREAM 5%,3.54 
26111381,NF-FEOSOL ORAL TABLET 65MG,0.06 
26111382,NF-HUMULUS LUP TABLET,0.02 
26111383,NF-Lisinopril-HCTZ Oral Tablet 10MG-12.5,1.00 
26111384,NF-AVEENO ECZEMA THERAPY CRM,0.06 
26111385,NF-SPRINTEC TAB 35MCG-0.25MG,1.15 
26111386,NF-GUAIFENESIN LA TAB ER 600MG,1.17 
26111387,NF-GUAIFENESIN ORAL TAB ER 600MG,0.29 
26111389,NF-FERROUS FUMARATE TAB 324MG,0.37 
26111390,NF-Nuedexta Oral Capsule 20MG-10MG,16.00 
26111391,NF-COCONUT OIL,1.38 
26111392,NF-HYDROCHLOROTHIAZIDE ORAL TABLET 25MG,0.11 
26111393,NF-IRON ORAL TABLET 65MG,0.09 
26111395,NF-TETRAVISC OPHTHALMIC SOLUTION 0.5%,6.03 
26111396,NF-LYRICA CAP 100MG,8.92 
26111397,NF-DOCUSATE SODIUM CAPSULE 100MG,0.03 
26111398,NF-Nuplazid Oral Tablet 17MG,55.00 
26111399,NF-VITAMIN B12 ORAL TABLET 1000MCG,0.04 
26111400,NF-AZITHROMYCIN IV PWD FOR SOLN 500MG,7.20 
26111401,NF-Protonix Tablet 40MG,17.00 
26111402,NF-BISOPROLOL FUMARATE ORAL TABLET 5MG,2.25 
26111403,NF-TRELEGY ELLIPTA INH PWD,10.60 
26111404,NF-HYDROXYUREA CAP 500MG,0.88 
26111405,NF-NINJACOF SOLN 12.5MG-12.5MG/5ML,0.11 
26111409,NF-Glyxambi Oral Tablet 10MG-5MG,20.00 
26111410,NF-Tribenzor Oral Tablet 10-25-40MG,13.00 
26111411,NF-METHYLDOPA TABLET 500MG,1.07 
26111412,NF-TRIPLE ANTIBIOTIC 400U-3.5MG-5000U/1G,0.10 
26111413,NF-Synthroid Oral Tablet 50MCG,1.00 
26111415,NF-LIDOCAINE HCL GEL/JELLY 2%,1.55 
26111416,NF-Tacrolimus Oral Capsule 1MG,2.00 
26111417,NF-Mycophenolic Acid Oral Tab EC 180MG,4.00 
26111418,NF-ESTROPIPATE TABLET 1.5MG,0.62 
26111419,NF-THERA-M MULTIPLE TABLET,0.03 
26111420,NF-PHENERGAN INJ SOLN 25MG/1ML,3.46 
26111421,NF-PHENERGAN INJ SOLN 25MG/1ML,3.46 
26111422,NF-LISINOPRIL/HCTZ TAB 20MG-25MG,1.23 
26111423,NF-Ramipril Oral Capsule 10MG,2.00 
26111424,NF-Leflunomide Oral Tablet 20MG,16.00 
26111425,NF-PRINZIDE TABLET 20MG-25MG,1.98 
26111426,NF-ENEMA RECTAL 19GM-7GM/118ML,0.01 
26111427,NF-PREDNISOLONE ACETATE OPHTH SUSP 1%,11.05 
26111429,NF-OMEPRAZOLE CAP DR 20MG,5.70 
