EAP,Billing Desc,Rev Code,Current Inpatient Price ,Current Outpatient Price 
30700061,RO LINEAR ACCELERATOR BASED FRACTIONATED SRS MAX 5,333," 17,042.00 "," 17,042.00 "
30700062,RO LINEAR ACCELERATOR BASED SRS,333," 27,213.00 "," 27,213.00 "
30700083,RO DSIGN MLC DEV FOR IMRT,333," 3,804.00 "," 3,804.00 "
30700106,PLACE BREAST CATH RAD,361,  ," 5,799.00 "
30700109,INS VAG BRACHYTX DEVCE,361," 1,823.00 "," 1,823.00 "
30700113,BRACHYTX ISODOSE PLAN SIMPLE,333," 2,201.00 "," 2,201.00 "
30700114,BRACHYTX ISODOSE INTERMED,333," 2,906.00 "," 2,906.00 "
30700115,BRACHYTX ISODOSE COMPLEX,333," 4,768.00 "," 4,768.00 "
30700116,NTSTY MODUL RAD TX DLVR SMPL,333," 5,996.00 "," 5,617.00 "
30700117,NTSTY MODUL RAD TX DLVR CPLX,333," 6,238.00 "," 6,048.00 "
30700118,GUIDANCE FOR RADIAJ TX DLVR,333," 1,048.00 "," 1,048.00 "
30700122,RO HDR RDNCL NTRSTL/ICAV BRCHTX 1 CHANNEL,333," 5,982.00 "," 5,982.00 "
30700123,RO HDR RDNCL NTRSTL/ICAV BRCHTX 2-12 CHANNELS,333," 6,958.00 "," 6,958.00 "
30700124,RO HDR RDNCL NTRSTL/ICAV BRCHTX >12 CHANNELS,333," 11,986.00 "," 11,986.00 "
30800000,HEART 1ST PASS MULTI,341," 2,695.00 "," 2,695.00 "
30900005,CA PRQ CARDIAC ANGIOPLAST 1 ART,480," 18,534.00 "," 18,534.00 "
30900006,CA PRQ CARDIAC ANGIO ADDL ART,481," 16,553.00 "," 16,553.00 "
30900007,CA PRQ CARD ANGIO/ATHRECT 1 ART,480," 34,406.00 "," 34,406.00 "
30900008,CA PRQ CARD ANGIO/ATHRECT ADDL,481," 2,833.00 "," 2,833.00 "
30900009,CA PRQ CARD STENT W/ANGIO 1 VSL,480," 28,058.00 "," 28,058.00 "
30900010,CA PRQ CARD STENT W/ANGIO ADDL,481," 22,616.00 "," 22,616.00 "
30900011,CA PRQ CARD STENT/ATH/ANGIO,480," 28,234.00 "," 28,234.00 "
30900013,CA PRQ REVASC BYP GRAFT 1 VSL,480," 26,263.00 "," 26,263.00 "
30900015,CA PRQ CARD REVASC MI 1 VSL,480," 26,132.00 "," 26,132.00 "
30900016,CA PRQ CARD REVASC CHRONIC 1VSL,480," 33,469.00 "," 33,469.00 "
30900018,CA EP & ABLATE SUPRAVENT ARRHYT,481," 35,078.00 "," 35,078.00 "
30900019,CA EP & ABLATE VENTRIC TACHY,481," 47,318.00 "," 47,318.00 "
30900020,CA ABLATE ARRHYTHMIA ADD ON,481," 19,016.00 "," 19,016.00 "
30900021,CA TX ATRIAL FIB PULM VEIN ISOL,481," 47,344.00 "," 47,344.00 "
30900022,CA TX L/R ATRIAL FIB ADDL,481," 21,603.00 "," 21,603.00 "
30900024,REPLACE AORTIC VALVE OPEN AXILARY ARTERY,361," 9,942.00 "," 9,942.00 "
30900025,REPLACE AORTIC VALVE OPEN FEMORAL ARTERY,361," 53,823.00 "," 53,823.00 "
30900026,REPLACE AORTIC VALVE PERQ FEMORAL ARTERY,361," 40,751.00 "," 40,751.00 "
30900027,REMOVE VAD DIFFERENT SESSION,361," 1,527.00 "," 1,527.00 "
30900029,INSERT VAD LEFT ARTERY ACCESS,361," 21,010.00 "," 21,010.00 "
30900037,CV CATH MECH CLEAR,320," 1,668.00 "," 1,668.00 "
30900043,REPOSITION VAD DIFF SESSION,361," 5,696.00 "," 5,696.00 "
30900046,TRCATH REPLACE AORTIC VALVE,361," 50,213.00 "," 50,213.00 "
30900047,REPLACE AORTIC VALVE OPEN TRANSAORTIC APPROACH,361," 10,621.00 "," 10,621.00 "
30900064,CA PERQ BAL VALVULOPLASTY AORTIC,481," 20,939.00 "," 20,939.00 "
30900069,CA INSERT/PLACE FLOW DIRECTED CATH FOR MONITOR,481," 8,111.00 "," 8,111.00 "
30900070,CA BIOPSY ENDOMYOCARDIAL,481," 3,400.00 "," 3,400.00 "
30900078,CA HEART CATH RIGHT CONGENITAL ANOMALIES,481," 10,598.00 "," 10,598.00 "
30900079,CA HEART CATH RT/LT RETRO CONG CARDIAC ANOMOLIES,481," 26,625.00 "," 26,625.00 "
30900091,CA IV DOPPLER VELCTY/PRSSRE CORO ANGIO INIT VSL,481," 4,327.00 "," 4,327.00 "
30900092,CA INTRAVASCULAR DOPPLER W STRESS ADD VESS,481," 2,143.00 "," 2,143.00 "
30900093,CA ASD OR PFO CLOSURE WITH IMPLANT,481," 33,880.00 "," 33,880.00 "
30900094,CA VSD CLOSURE WITH IMPLANT,481," 29,863.00 "," 29,863.00 "
30900097,HEART CATH WITH ILIAC ANGIOGRAPHY,481," 3,697.00 "," 3,697.00 "
30900101,CA CORONARY THROMBECTOMY,480," 17,918.00 "," 17,918.00 "
30900103,CA CORONARY THROMBOLYSIS INTRAVENOUS INFUSION,480," 1,653.00 "," 1,653.00 "
30900104,CA ENDOLUMINL IVUS OCT C 1ST,480," 9,192.00 "," 9,192.00 "
30900105,CA CA ENDOLUMINL IVUS OCT C EA,480," 6,036.00 "," 6,036.00 "
30900108,CA PERQ BAL VALVULOPLASTY MITRAL,480," 11,556.00 "," 11,556.00 "
30900112,CA HEART CATH R AND L CONGENITAL ANOMALIES THR,481," 29,673.00 "," 29,673.00 "
30900116,CA INTRAVENT/ART MAP TACHY SITE ID ORIG OF TACHY,480," 9,343.00 "," 9,343.00 "
30900118,CA INTRAVENTRICULAR PACING,480," 2,823.00 "," 2,823.00 "
30900119,CA INTRACARDIAC EP 3 DIMENSIONAL MAPPING,480," 12,411.00 "," 12,411.00 "
30900122,CA INDUCTION ARRHYTHMIA BY ELECTRICAL PACING,480," 5,014.00 "," 5,014.00 "
30900123,CA COMP EP EVAL W RT A/V PCNG/HIS RCRD WO INDUCT,480," 16,239.00 "," 16,239.00 "
30900124,CA COMP EP EVAL W RT A/V PCNG/HIS RCRD W INDUCTN,480," 20,531.00 "," 20,531.00 "
30900125,CA COMP EP EVAL W LEFT ATRIAL PCNG/RECORD,480," 10,853.00 "," 10,853.00 "
30900126,CA COMP EP EVAL W LEFT VENT PCNG/RECORD,480," 5,321.00 "," 5,321.00 "
30900127,CA PROGRAMMED STIM/PACING AFTER IV DRUG INFUSION,480," 7,976.00 "," 7,976.00 "
30900128,CA EP FOLLOW UP STDY W PCNG/RECORD W INDCTN,480," 4,186.00 "," 4,186.00 "
30900130,CA EP EVAL ICD LEADS/GEN INITIAL IMPLANT/REPLACE,480," 5,584.00 "," 5,584.00 "
30900131,CA EP EVAL SINGLE/DUAL TRNSVNS PAC CARD DEFIB,480," 4,802.00 "," 4,802.00 "
30900132,CA INTRACARD CATH ABLATION AV NODE FX/CONDUCTION,480," 23,799.00 "," 23,799.00 "
30900136,CA R&L HRT CA W/VENTRCL,481," 25,964.00 "," 25,964.00 "
30900137,CA CORNRY ARTRY ANGIO S&I,481," 19,136.00 "," 19,136.00 "
30900138,CA CORNRY ART/GRFT ANGIO,481," 22,970.00 "," 22,970.00 "
30900139,CA CORONRY ART ANGIO RHC,481," 26,477.00 "," 26,477.00 "
30900140,CA R HRT ART/GRFT ANGIO,481," 28,550.00 "," 28,550.00 "
30900141,CA CORONRY ART ANGIO LHC,481," 26,847.00 "," 26,847.00 "
30900142,CA L HRT ART/GRFT ANGIO,481," 29,223.00 "," 29,223.00 "
30900143,CA R&L ART/VENTRCL ANGIO,481," 31,425.00 "," 31,425.00 "
30900144,CA R&L ART/VENT ANGIO BYP,481," 32,306.00 "," 32,306.00 "
30900145,CA LFT CATH TRNSPTL PUNCT,481," 13,711.00 "," 13,711.00 "
30900146,CA INJ CONGENTL CARD CATH,481," 2,448.00 "," 2,448.00 "
30900148,CA INJ R VENTR/ARTL ANGIO,481," 5,192.00 "," 5,192.00 "
30900149,CA INJ SUPRVLV AORTOGRPHY,481," 2,888.00 "," 2,888.00 "
30900150,CA INJECT PULM HRT CATH,481," 3,074.00 "," 3,074.00 "
30900151,CA DRG ADM & HEMODYN MEAS,481," 2,061.00 "," 2,061.00 "
30900152,CA LT HRT CATH W/VENTGRHY,481," 23,299.00 "," 23,299.00 "
30900153,CA RIGHT HEART CATH,481," 14,740.00 "," 14,740.00 "
30900154,REM IAB ASIST DEV PRC,361, 89.00 , 89.00 
30900159,CA TILT TABLE TEST,480," 3,004.00 "," 3,004.00 "
30900160,CA PC 2L INTG DV EV W RPG,480, 156.00 , 156.00 
30900166,REMOVE&REPLACE PM GEN SINGL,361," 18,784.00 "," 18,784.00 "
30900167,REMV&REPLC PM GEN DUAL LEAD,361," 19,400.00 "," 19,400.00 "
30900168,REMV&REPLC PM GEN MULT LEADS,361," 21,434.00 "," 21,434.00 "
30900169,INSRT IMP DEFIB PULSE GEN ONLY W 2 LEADS,361," 51,460.00 "," 51,460.00 "
30900170,INSRT IMP DEFIB PULSE GEN ONLY W MULTI LEADS,361," 18,555.00 "," 18,555.00 "
30900171,REMOVE REPLACE IMP DEFIB PULS GEN SYS 1 LEAD,361," 48,909.00 "," 48,909.00 "
30900172,REMOVE REPLACE IMP DEFIB PULS GEN SYS DUAL LEAD,361," 43,379.00 "," 43,379.00 "
30900173,REMOVE REPLACE IMP DEFIB PULS GEN SYS MULT LEAD,361," 49,294.00 "," 49,294.00 "
30900178,CA IMP DEFIB MLT LD INTRG DV EV,480, 211.00 , 211.00 
30900180,CA INJ L VENTR/ARTL ANGIO,481," 2,393.00 "," 2,393.00 "
30900181,CA RHC/LHC CONG INT SEPTM,481," 42,080.00 "," 42,080.00 "
30900193,PERC DRUG-EL COR STENT SING,481," 33,296.00 "," 33,296.00 "
30900194,PERC DRUG-EL COR STENT BRAN,481," 23,955.00 "," 23,955.00 "
30900195,PERC D-E COR STENT ATHER S,481," 30,966.00 "," 30,966.00 "
30900197,PERC D-E COR REVASC T CABG S,481," 29,166.00 "," 29,166.00 "
30900198,PERC D-E COR REVASC T CABG B,481," 27,178.00 "," 27,178.00 "
30900199,PERC D-E COR REVASC W AMI S,481," 33,167.00 "," 33,167.00 "
30900200,PERC D-E COR REVASC CHRO SIN,481," 29,817.00 "," 29,817.00 "
30900205,INS/REP SUBQ DEFIBRILLATOR,361," 71,652.00 "," 71,652.00 "
30900211,CA ELECTROPHYSIOLOGY EVAL,480," 3,021.00 "," 3,021.00 "
30900212,REPAIR TCAT MITRAL VALVE IINITIAL PROSTH,361," 37,728.00 "," 37,728.00 "
30900213,REPAIR TCAT MITRAL VALVEA ADDL PROSTH,361," 19,160.00 "," 19,160.00 "
30900229,PERQ TRANSCATH CLSR L ATR APNDGE,361," 25,762.00 "," 25,762.00 "
32000000,CA TEMP TRANSCUTANEOUS PACING,480," 1,102.00 "," 1,102.00 "
32000001,CA CARDIOVERSION ELECTRIC EXTERNAL,480," 2,955.00 "," 2,955.00 "
32000002,CA CARDIOVERSION INTERNAL,480," 3,217.00 "," 3,217.00 "
32000003,EKG 12 LEAD TRACING ONLY,730, 429.00 , 261.00 
32000006,CA CARDIAC STRESS TEST,482," 1,431.00 "," 1,139.00 "
32000007,ERGONOVINE PROVOCATION TEST,730, 785.00 , 785.00 
32000008,EKG 1-3 LEAD TRACING ONLY,730, 193.00 , 193.00 
32000009,EKG UP TO 48HRS WITH SCANNING RECORDING,731, 622.00 , 622.00 
32000010,EKG UP TO 48 HRS WITH SCANNING ANALYSIS AND REPORT,731, 912.00 , 912.00 
32000013,EVENT MONITOR HOOK UP AND RECORDING/DISCONNECT,731, 375.00 , 375.00 
32000014,EXT PT ACTVTD ECG REC DWNLD UP TO 30 DAY 24H ATT,731, 426.00 , 426.00 
32000015,EKG SIGNAL AVERAGED,730," 1,591.00 "," 1,591.00 "
32000016,CA ECHO 2-D CONGENITAL ANOMALY COMPLETE,483," 1,406.00 "," 1,406.00 "
32000017,CA ECHO 2-D CONGENITAL ANOMALY LIMITED,483, 937.00 , 937.00 
32000018,CA ECHO 2-D COMPLETE,483," 2,417.00 "," 2,417.00 "
32000019,CA ECHO 2-D LIMITED,483," 1,298.00 "," 1,298.00 "
32000020,ECHO TRANSESOPHAGEAL,483," 3,861.00 "," 3,861.00 "
32000022,CA ECHO DOPPLER COMPLETE,483, 896.00 , 695.00 
32000023,CA ECHO DOPPLER LIMITED,483, 668.00 , 429.00 
32000024,CA ECHO DOPPLER COLOR FLOW,483, 847.00 , 420.00 
32000025,CA ECHO 2-D STRESS WO CON,483," 2,871.00 "," 2,871.00 "
32000027,CA ICD SINGLE INTERROGATION WO REPROGRAMMING,480," 1,668.00 "," 1,668.00 "
32000030,CA TRNSVNS ICD EVAL REPROGRAM 2 LEAD SYS,480, 167.00 , 167.00 
32000032,CA CPR,480," 1,797.00 "," 1,797.00 "
32000033,CA ECHO TRANSESOPHAGEAL CONGENITAL ANOMALY,483," 4,203.00 "," 4,203.00 "
32000036,CA INTRACARDIAC ECHO DURING INTERVENTION,480," 8,118.00 "," 8,118.00 "
32000040,CA PACEMAKER DUAL INTERROGAT W REPROGRAMM,480, 161.00 , 161.00 
32000043,CA PACEMAKER SINGLE INTERROGAT W REPROGRAMM,480, 144.00 , 144.00 
32000045,CA ECHO 2D COM TRNS W/CON,483," 2,914.00 "," 2,914.00 "
32000046,CA ECHO 2D LTD TRNS W/CON,483," 1,734.00 "," 1,734.00 "
32000047,CA ECHO 2D TEE W/CON,483," 3,730.00 "," 3,730.00 "
32000048,CA ECHO CONG TEE W/CON,483," 5,829.00 "," 5,829.00 "
32000049,CA ECHO TEE W/CON MONTRNG,483," 11,782.00 "," 11,782.00 "
32000050,CA ECHO 2D W STRESS W/CON,483," 4,118.00 "," 4,118.00 "
32000074,CA TTE W/DOPPLER COMPLETE,483," 3,067.00 "," 2,656.00 "
32000077,CA TTE W OR W/O FOL W/CONTR DOPPLER,483," 4,346.00 "," 4,346.00 "
32000095,EXT ECG RECORDING GT 48HRS,731, 324.00 , 324.00 
32000097,CA TEE 3D W/CON & REPORT DOPPLER,483," 18,391.00 "," 18,391.00 "
32000103,CA PERQ TRANSCATH CLS MITRAL,480," 38,521.00 "," 38,521.00 "
32000104,CA PERQ TRANSCATH CLS AORTIC,480," 44,721.00 "," 44,721.00 "
32000105,CA PERQ TRANSCATH CLOSURE EACH,480," 14,087.00 "," 14,087.00 "
32100004,S-PAY CARDIAC REHAB PHASE 3 ORIENTATION,0, 97.00 , 97.00 
32100006,CARDIAC REHAB W CONT MONITORING EA SESSION,943, 352.00 , 352.00 
32100007,SMOKING CESSATION COUNSELING 3-10 M,942, 80.00 , 80.00 
32100008,SMOKING CESSATION COUNSELING >10 M,942, 103.00 , 103.00 
33000000,VENT MANAGEMENT INITIAL HF,410," 4,515.00 "," 4,515.00 "
33000001,VENT MANAGEMENT INITIAL TRAUMA,410," 4,515.00 "," 4,515.00 "
33000002,VENT MANAGEMENT INITIAL ADULT,410," 4,515.00 "," 4,515.00 "
33000003,VENT MANAGEMENT INITIAL NEO/PEDS,410," 4,515.00 "," 4,515.00 "
33000004,VENT MANAGEMENT SUBSEQUENT HF,410," 3,661.00 "," 3,661.00 "
33000005,VENT MANAGEMENT SUBSEQUENT NEO/PEDS,410," 3,661.00 "," 3,661.00 "
33000007,VENT MANAGEMENT SUBSEQUENT ADULT,410," 3,661.00 "," 3,661.00 "
33000008,IPPB TREATMENT SUBSEQUENT,412, 328.00 , 328.00 
33000009,IPV TREATMENT SUBSEQUENT,412, 328.00 , 328.00 
33000010,AIRWAY INHALATION TREATMENT,412, 328.00 , 328.00 
33000011,CONTINUOUS BREATHING TREATMENT 1ST HOUR,410, 545.00 , 545.00 
33000012,BIPAP/CPAP/SIPAP SUBSEQUENT DAY,410," 1,946.00 "," 1,946.00 "
33000013,BIPAP/CPAP/SIPAP INITIAL DAY,410," 1,946.00 "," 1,946.00 "
33000014,VENT MANAGEMENT CNP INITIAL DAY,410," 6,048.00 "," 6,048.00 "
33000015,IPV TREATMENT DEMO/EVAL,412, 391.00 , 391.00 
33000016,CHEST PHYSIOTHERAPY INITIAL,410, 396.00 , 396.00 
33000017,CHEST PHYSIOTHERAPY SUBSEQUENT,410, 300.00 , 300.00 
33000019,THERAPEUTIC PROCEDURE STRENGTH/ENDURANCE 15MIN,419, 159.00 , 159.00 
33000020,THERAPEUTIC PROCEDURE RESPIRATORY FUNCTION 15MIN,419, 163.00 , 163.00 
33000021,THERAPEUTIC PROCEDURE RESPIRATORY FUNCTION GROUP,419, 255.00 , 255.00 
33000022,PENTAMIDINE NEBULIZATION TX,412, 463.00 , 463.00 
33000023,AEROSOL TREATMENT DEMO/EVAL,412, 391.00 , 391.00 
33000025,IPPB TREATMENT DEMO/EVAL,412, 391.00 , 391.00 
33000026,MDI/NEB DEMO/EVAL,412, 391.00 , 391.00 
33000027,AEROSOL TREATMENT SUBSEQUENT,412, 328.00 , 328.00 
33000028,CONTINUOUS BREATHING TREATMENT EACH ADDITIONAL HOUR,410, 317.00 , 317.00 
33000029,SUCTION NASOTRACHEAL,410, 342.00 , 342.00 
33000030,MDI/NEBULIZER TREATMENT SUBSEQUENT,412, 328.00 , 328.00 
33000031,VENT MANAGEMENT CNP SUBSEQUENT DAY,410," 6,048.00 "," 6,048.00 "
33000032,SURFACTANT ADMN THRU TUBE,460, 304.00 , 304.00 
33000034,PLETHYSMOGRAPHY LUNG VOL,460, 717.00 , 717.00 
33000035,PULM FUNCTION TEST BY GAS,460, 560.00 , 560.00 
33050000,SPIROMETRY,460, 433.00 , 394.00 
33050001,SPIROMETRY PRE AND POST BRONCHODILATOR,460, 910.00 , 910.00 
33050002,BRONCHIAL PROVOCATION,460," 1,537.00 "," 1,537.00 "
33050003,VITAL CAPACITY,460, 231.00 , 231.00 
33050004,MAXIMAL VOLUNTARY VENTILATION,460, 342.00 , 342.00 
33050009,RESPIRATORY FLOW VOLUME LOOP,460, 639.00 , 639.00 
33050010,HYPOXIC RESPONSE CURVE,460," 2,792.00 "," 2,792.00 "
33050014,CARDIOPULM EXERCISE TESTING,460," 2,118.00 "," 2,118.00 "
33050015,OXYGEN UPTAKE STUDY SIMPLE,460," 1,102.00 "," 1,102.00 "
33050018,CO DIFFUSING CAPACITY,460, 633.00 , 633.00 
33050019,PULMONARY COMPLIANCE,460," 1,526.00 "," 1,526.00 "
33050024,CO2 DETERMINATION/ETCO2 INITIAL,460, 555.00 , 555.00 
33050025,C02 DETERMINATION/ETCO2 SUBSEQUENT,460, 555.00 , 555.00 
33050026,TCM SUBSEQUENT DAY,460, 253.00 , 253.00 
33050027,TCM INITIAL DAY,460, 253.00 , 253.00 
33050031,DX BRONCHOSCOPE/LAVAGE,361," 4,575.00 "," 4,575.00 "
33050033,ARTERIAL PUNCTURE,410, 243.00 , 243.00 
33050035,PULMONARY REHAB W EXER,948, 390.00 , 390.00 
33050036,AEROSOL TX INITIAL,412, 328.00 , 328.00 
33050037,IPPB TX INITIAL,412, 328.00 , 328.00 
33050038,IPV INITIAL,412, 328.00 , 328.00 
33050039,MDI/NEB INITIAL,412, 328.00 , 328.00 
35000001,MULTIPLE SLEEP LATENCY/MULTIPLE WAKEFULNESS,740," 3,363.00 "," 3,363.00 "
35000002,SLEEP STUDY UNATTENDED,740," 1,685.00 "," 1,685.00 "
35000007,EEG GREATER THAN 1 HOUR,740," 1,766.00 "," 1,766.00 "
35000008,EEG AWAKE AND DROWSY,740," 1,532.00 "," 1,532.00 "
35000009,EEG AWAKE AND ASLEEP,740," 1,741.00 "," 1,741.00 "
35000010,EEG SLEEP COMA,740," 1,892.00 "," 1,892.00 "
35000011,EEG CEREBRAL DEATH EVALUATION,740," 1,575.00 "," 1,575.00 "
35000014,TENSILON TEST FOR MYASTHENIA GRAVIS,920, 604.00 , 604.00 
35000015,EMG 1 EXTREMITY,922, 274.00 , 274.00 
35000016,EMG 2 EXTREMITIES,922, 428.00 , 428.00 
35000017,EMG 3 EXTREMITIES,922," 1,276.00 "," 1,276.00 "
35000018,EMG 4 EXTREMITIES,922, 910.00 , 910.00 
35000020,EMG CRANIAL NERVE MUSCLE BILATERAL,922," 4,595.00 "," 4,595.00 "
35000023,EMG SINGLE FIBER,922, 395.00 , 395.00 
35000028,SEP UPPER LIMBS UNILATERAL,920," 4,032.00 "," 4,032.00 "
35000029,SEP UPPER LIMBS BILATERAL,920," 4,740.00 "," 4,740.00 "
35000031,EEG MONITORING AMBULATORY EACH 24 HOURS,740," 1,511.00 "," 1,511.00 "
35000032,EEG AND VIDEO RECORDING EACH 24 HOURS,740," 6,450.00 "," 6,450.00 "
35000036,EEG CABLE OR RADIO MONITORING EACH 24 HOURS,740," 3,873.00 "," 3,873.00 "
35000039,SEP LOWER LIMBS BILATERAL,920," 3,680.00 "," 3,680.00 "
35000040,VISUAL EP TEST CNS,920," 1,152.00 "," 1,152.00 "
35000041,NEUROMUSCULAR JUNCTION TESTING EACH NERVE,922, 373.00 , 373.00 
35000045,REFILLING MAINTENANCE OF IMPLANTABLE PUMP SPINAL O,940," 1,820.00 "," 1,820.00 "
35000046,SEP LOWER LIMBS UNILATERAL,920," 3,394.00 "," 3,394.00 "
35000049,MUSC TST DONE W/NERV TST LIM,922, 283.00 , 283.00 
35000052,SOMATOSENSORY TESTING BI,920," 3,688.00 "," 3,688.00 "
35000053,SOMATOSENSORY TESTING UNI,920," 2,459.00 "," 2,459.00 "
35000054,C MOTOR EVOKED UPR&LWR LIMBS,920," 1,661.00 "," 1,661.00 "
35000055,SEP TRUNK/HEAD,920," 2,071.00 "," 2,071.00 "
35000056,EMG ANAL/URETHRAL SPHNCTR,920," 1,442.00 "," 1,442.00 "
35000059,C MOTOR EVOKED UPPR LIMBS,920, 700.00 , 700.00 
35000060,"C MOTOR EVOKED, LWR LIMBS",920," 1,012.00 "," 1,012.00 "
35000062,MOTOR/SENS NERVE CONDUCT TEST,922, 246.00 , 246.00 
35000065,MOTOR&/SENS 1-2 NRV CNDJ TST,922, 208.00 , 208.00 
35000066,MOTOR&/SENS 3-4 NRV CNDJ TST,922, 261.00 , 261.00 
35000067,MOTOR&/SENS 5-6 NRV CNDJ TST,922, 314.00 , 314.00 
35000068,MOTOR&SENS 7-8 NRV CNDJ TEST,922, 368.00 , 368.00 
35000069,MOTOR&SEN 9-10 NRV CNDJ TEST,922, 421.00 , 421.00 
35000070,MOTOR&SEN 11-12 NRV CND TEST,922, 474.00 , 474.00 
35000071,MOTOR&SENS 13/> NRV CND TEST,922, 527.00 , 527.00 
35000073,IONM IN OPERATNG ROOM EA 15 MIN,920, 706.00 , 706.00 
35000082,MUSCLE TEST LARYNX,922," 3,193.00 "," 3,193.00 "
40900003,CORE UREA NITROGEN URINE TIMED,301, 113.00 , 113.00 
40900004,CORE GLUCOSE UR QN,301, 143.00 , 143.00 
40900005,CORE CULT HSV,306, 556.00 , 556.00 
40900009,CORE HISTONE AB,301, 64.00 , 64.00 
40900010,CORE ALLERGEN SPECIFIC IGE QN/SEMI CRUDE EXT,302, 62.00 , 45.00 
40900011,CORE ALPH 1 ANTITRYPSN,301, 78.00 , 78.00 
40900012,CORE APOLIPOPROTEIN B,301, 181.00 , 181.00 
40900013,CORE APOLIPOPROTEIN A1,301, 181.00 , 181.00 
40900014,CORE NATRIURETIC PEPTIDE,301, 479.00 , 479.00 
40900015,CORE CHOLESTEROL,301, 106.00 , 86.00 
40900017,CORE PHENYTOIN FREE,301, 330.00 , 330.00 
40900020,CORE LDL DIRECT MSR,301, 116.00 , 97.00 
40900021,CORE ASSY TST BLD FCL,301, 98.00 , 98.00 
40900022,CORE RUBEOLA AB IGG,302, 74.00 , 74.00 
40900023,CORE RUBEOLA AB IGM,302, 74.00 , 74.00 
40900024,CORE TB TST CELL IMM MS,302, 364.00 , 364.00 
40900025,CORE TRIGLYCERIDE,301, 121.00 , 87.00 
40900026,CORE PROTN ELECTRO UR,301, 139.00 , 139.00 
40900027,CORE VZV AB IGG,302, 72.00 , 58.00 
40900028,CORE VZV AB IGM,302, 72.00 , 58.00 
40900031,CORE HEPARIN ASSAY,305, 346.00 , 346.00 
40900032,CORE FCTR V,305, 202.00 , 202.00 
40900033,CORE FCTR II,305, 231.00 , 231.00 
40900036,CORE FCTR VII,305, 291.00 , 291.00 
40900037,CORE FCTR X,305, 341.00 , 341.00 
40900038,CORE FCTR XI,305, 259.00 , 259.00 
40900039,CORE FCTR XII,305, 199.00 , 199.00 
40900040,CORE HIV 1 RNA QN PCR W/WO REVRS TRNSCRP,306, 497.00 , 497.00 
40900041,CORE PROTEIN S ACTIVITY,305, 254.00 , 254.00 
40900042,CORE VITAMIN D 25HYDROXY,301, 224.00 , 224.00 
40900043,CORE PREALBUMIN,301, 169.00 , 169.00 
40900044,CORE PROTEIN C ACTIVATED,305, 256.00 , 256.00 
40900045,CORE CARDIOLIPIN IGA AB,302, 36.00 , 36.00 
40900046,CORE CARDIOLIPIN IGG AB,302, 36.00 , 36.00 
40900047,CORE CARDIOLIPIN IGM AB,302, 36.00 , 36.00 
40900048,CORE C REACTIVE PROTEIN,302,  , 89.00 
40900049,CORE DHEA SULFATE,301, 39.00 , 32.00 
40900050,CORE ERYTHROPOIETIN,301, 180.00 , 180.00 
40900051,CORE BETA HCG QUAN,301, 292.00 , 243.00 
40900052,CORE INSULIN,301, 247.00 , 129.00 
40900053,CORE PROTEIN C ACTIVITY,305, 190.00 , 190.00 
40900054,CORE PLSMG,305, 50.00 , 50.00 
40900055,CORE HEP C VIRUS PCR QN W/WO REV TRNS,306, 275.00 , 230.00 
40900056,CORE C DIFF AMPLIFIED PROBE,306, 305.00 , 305.00 
40900060,CORE CULT TYP FLUROSCENT,306, 79.00 , 79.00 
40900061,CORE MUMPS AB IGG,302, 90.00 , 90.00 
40900065,CORE DRUG SCREEN CLASS LIST A,301, 423.00 , 423.00 
40900067,CORE CFTR GENE COMMON VARIANTS,301, 242.00 , 242.00 
40900076,CORE IGE,301, 113.00 , 95.00 
40900077,CORE SEX HORMONE BIND GLOB,301, 128.00 , 128.00 
40900078,CORE F2 GENE ANALYSIS 20210G>A,301, 131.00 , 131.00 
40900079,CORE F5 GENE ANALYSIS LEIDEN,301, 155.00 , 155.00 
40900080,CORE MTHFR GENE,301, 342.00 , 342.00 
40900081,CORE RESP VIRUS 3-5 TARGETS,306, 465.00 , 388.00 
40900083,CORE RESP VIRUS 12-25 TARGETS,306, 684.00 , 570.00 
40900085,CORE AFB ISOLATE ID,306, 279.00 , 279.00 
40900086,CORE TISSUE HOMOGENIZATION,306, 83.00 , 83.00 
40900087,CORE CULT TYP AGGL,306, 89.00 , 89.00 
40900088,CORE ALBUMIN OTHER SOURCE QN EA,301, 126.00 , 126.00 
40900091,CORE M AVIUM DIR PRB,306, 530.00 , 530.00 
40900092,CORE M TB DIR PRB,306, 518.00 , 518.00 
40900094,CORE OVA & PARASITES W CONC,306, 119.00 , 99.00 
40900095,CORE CULT STL CAMPHYLOB EA PLT,306, 138.00 , 138.00 
40900102,CORE B-P PERTUSSIS DNA QUL PCR,306, 342.00 , 342.00 
40900103,CORE PSA TOTAL DIAGNOSTIC,301, 188.00 , 156.00 
40900104,CORE AFB CULT,306, 123.00 , 123.00 
40900105,CORE AFP TUMOR MARKER,301, 149.00 , 124.00 
40900108,CORE ALT (SGPT),301, 94.00 , 75.00 
40900110,CORE ANA (ANTI NUCLEAR AB),302, 107.00 , 90.00 
40900111,CORE ANA TTR,302, 172.00 , 172.00 
40900112,CORE ASO SCRN,302, 80.00 , 80.00 
40900113,CORE AT3 ACTIVITY,305, 201.00 , 201.00 
40900114,CORE MICROSOMAL AB,302, 112.00 , 78.00 
40900115,CORE VITAMIN B12,301, 181.00 , 151.00 
