CODE,BILLING DESCRIPTION,DEPT NAME,CHARGE
2780000738,SCREW 2.0MM CORTEX 14MM,CENTRAL SERVICE,95.50
2740700389,IMMOBILIZER KNEE SM 16,CENTRAL SERVICE,96.18
2720001288,SUTURE 6-0 PLAIN GUT XG1916,CENTRAL SERVICE,96.50
2720000196,CATH INTRODUCER SHEATH 6FR,CENTRAL SERVICE,97.00
2720000933,SET IV 11948 PLUM  - NURSERY,CENTRAL SERVICE,97.00
2720001393,SUTURE L2747K,CENTRAL SERVICE,97.00
6360000566,OMNIPAQUE 300 100ML,CENTRAL SERVICE,97.27
2710001544,TAPE TAMPER EVIDENT YELLOW,CENTRAL SERVICE,98.00
2720720026,"PACK,OB",CENTRAL SERVICE,98.00
2710000704,RESTRAINT VEST LRG,CENTRAL SERVICE,99.00
2710000705,RESTRAINT VEST MED,CENTRAL SERVICE,99.00
2720001620,TRAY SPINAL ANESTHESIA,CENTRAL SERVICE,99.50
2720000137,CATH CONTRA 2,CENTRAL SERVICE,99.68
2700000454,INDERMIL LOCKTITE,CENTRAL SERVICE,99.96
2710000964,"TOURNIQUET CUFF STRYKER 18""""",CENTRAL SERVICE,101.00
2780000761,SCREW 207.040 40MM,CENTRAL SERVICE,102.00
2780000762,SCREW 207.045 45MM,CENTRAL SERVICE,102.00
2780000763,SCREW 207.050 50MM,CENTRAL SERVICE,102.00
2780000836,SCREW CANCELLOUS 4.0MMX35MM,CENTRAL SERVICE,102.00
2703600012,HEART MONITOR,CENTRAL SERVICE,103.00
2710001722,BINDER ABD  XTRA LARGE,CENTRAL SERVICE,103.00
2720001401,SUTURE 10-0 MONOSOF N2718K,CENTRAL SERVICE,103.00
2720001606,CATH FOLEY KIT 16FR,CENTRAL SERVICE,103.00
2780000756,SCREW 206.020 20MM,CENTRAL SERVICE,103.00
2780000757,SCREW 206.035 35MM,CENTRAL SERVICE,103.00
2780000795,SCREW 4.0MM CANCELLOUS BONE 60,CENTRAL SERVICE,103.00
2780000796,SCREW 4.0MM CANCELLOUS FULL TH,CENTRAL SERVICE,103.00
2720000538,MORGAN LENS THERAPEUTIC,CENTRAL SERVICE,104.00
2780000776,SCREW 3.5MM CORTEX 32MM,CENTRAL SERVICE,104.00
2700000116,MASK COMFORT GEL BLUE FF LG,CENTRAL SERVICE,105.00
2703600009,PHOTOTHERAPY,CENTRAL SERVICE,105.00
2780000753,SCREW 206.014 14MM,CENTRAL SERVICE,105.00
2780000754,SCREW 206.016 16MM,CENTRAL SERVICE,105.00
2740001056,SPLINT W F A ALUM RT MED,CENTRAL SERVICE,105.14
2703610014,ISOLATION SET-UP,CENTRAL SERVICE,106.00
2720000376,ENDO STITCH POLYSORB,CENTRAL SERVICE,106.00
2720000385,ENDOSTITCH,CENTRAL SERVICE,106.00
2720000387,"ENDOSTITCH 7"""" 2-0 SURGIDAC",CENTRAL SERVICE,106.00
2720000388,ENDOSTITCH SOFSILK DLU 170001,CENTRAL SERVICE,106.00
2720000998,INTRDUCER LAWREN SU FOLEY 16FR,CENTRAL SERVICE,106.00
2720001353,SUTURE ENDO STITCH O SURGI,CENTRAL SERVICE,106.00
2720001430,SUTURE SGL1,CENTRAL SERVICE,106.00
2720001461,SUTURE 0 SOFSILK S196,CENTRAL SERVICE,106.00
2720006080,DRESSING DRAWTEX 3.5X9.75,CENTRAL SERVICE,106.89
2780000755,SCREW 206.018 18MM,CENTRAL SERVICE,107.00
2780000758,SCREW 206.040 40MM X 3.5,CENTRAL SERVICE,107.00
2780000759,SCREW 206.045 45MM X 3.5,CENTRAL SERVICE,107.00
2780000760,SCREW 206.050 50MM X 3.5,CENTRAL SERVICE,107.00
2780000835,SCREW BONE 4.0MM CAN 55MM,CENTRAL SERVICE,107.00
2780000872,SCREW CORTEX 4.5MM SELF TAP 14,CENTRAL SERVICE,107.00
2720000627,CATH COUDE 16FR,CENTRAL SERVICE,107.59
2720001765,SKIN ADHESIVE LIQUIBAND,CENTRAL SERVICE,107.73
2740000436,IMMOBILIZER KNEE SM 1010197,CENTRAL SERVICE,108.08
2720000267,CATH WORD,CENTRAL SERVICE,109.00
2710000699,RESTRAINT ELBOW,CENTRAL SERVICE,110.00
2720000342,DRESSING DUODERM 4 X 4,CENTRAL SERVICE,110.76
2700000149,KIT GI COMPLIANCE MEDV101897,CENTRAL SERVICE,110.95
2703610034,"TRACTN,MAJOR,SET",CENTRAL SERVICE,111.00
2710000702,RESTRAINT MITTEN,CENTRAL SERVICE,111.00
2710000965,"TOURNIQUET CUFF STRYKER 24""""",CENTRAL SERVICE,111.00
2720000292,CONNECTOR T SET,CENTRAL SERVICE,111.00
6220000455,INFUSOR PRESSURE DISP F/500CC,CENTRAL SERVICE,111.00
2710000600,PAD DEFIB STAT ZOLL,CENTRAL SERVICE,112.00
2710000613,PADS OPTIFLEX CPM,CENTRAL SERVICE,112.00
2714320149,OXISENSOR FOREHEAD,CENTRAL SERVICE,112.00
2720000827,"WIRE LEAD DISP NK 50"" 6 LEADS",CENTRAL SERVICE,112.14
2720000212,CATH MALECOT 24FR,CENTRAL SERVICE,114.00
2720000620,CATH COUDE 12FR,CENTRAL SERVICE,114.17
2703610016,"K-THERMIA,SETUP",CENTRAL SERVICE,115.00
2720001015,TUBE VENT TRIUNE 510-121,CENTRAL SERVICE,115.00
2720001372,SUTURE 5-0 GORTEX 5K02B,CENTRAL SERVICE,115.00
2710000036,BELT BUCKS TRACTION MEDIUM,CENTRAL SERVICE,116.00
2710000037,BELT BUCKS TRACTION SMALL,CENTRAL SERVICE,116.00
2710000966,"TOURNIQUET CUFF STRYKER 30""""",CENTRAL SERVICE,116.00
2720000545,NEEDLE BIOPSY TRUCUT (A-15),CENTRAL SERVICE,116.00
2720000910,SET CAPD TRANSFER,CENTRAL SERVICE,116.00
2710001841,BELT VELCRO 2 ADULT,CENTRAL SERVICE,118.00
2720000275,CATH TRAY 16FR LF W/STAT LOCK,CENTRAL SERVICE,118.00
2720001462,SUTURE 3-0 SOFSILK S194,CENTRAL SERVICE,120.00
2720001494,SUTURE V-LOC DEVICE GS-21 180,CENTRAL SERVICE,120.00
2720001593,TRAY AMNIOCENTESIS,CENTRAL SERVICE,121.00
2780000766,SCREW 214.842 42MM,CENTRAL SERVICE,122.00
2780000767,SCREW 214.844 44MM ST,CENTRAL SERVICE,122.00
2780000808,SCREW 4.5MM CORTEX SELFTAP 48M,CENTRAL SERVICE,122.00
2720000588,PACK HIP (A-243),CENTRAL SERVICE,123.00
2720001376,SUTURE 4-0 GORTEX 4N06A,CENTRAL SERVICE,123.00
2720001604,TRAY EPIDURAL  - BURRON,CENTRAL SERVICE,123.00
2720000613,TRAY EPIDURAL SINGLE SHOT,CENTRAL SERVICE,123.97
2720001661,TUBE TRACHEAL 7.0 REINFORCED,CENTRAL SERVICE,124.00
2720001662,TUBE TRACHEAL 7.5 REINFORCED,CENTRAL SERVICE,124.00
2700001225,SENSOR CHAIR PAD POSE 8309,CENTRAL SERVICE,125.09
2700000110,SLEEVE KNEE MED SCD,CENTRAL SERVICE,126.00
2720000031,SPONGE GELFOAM SZ 100 - 1974,CENTRAL SERVICE,127.00
2720000479,KIT PRESSURE MONITORING,CENTRAL SERVICE,127.00
2720000580,PACK ARTHROSCOPY IV,CENTRAL SERVICE,127.00
2780000778,SCREW 3.5MM CORTEX SELFTAP 12M,CENTRAL SERVICE,127.00
2780000865,SCREW CORTEX 204.814 3.5MM,CENTRAL SERVICE,127.00
2710000967,"TOURNIQUET CUFF STRYKER 34""""",CENTRAL SERVICE,128.00
2720000215,CATH OMNIFLUSH ANGIO 4FRX65CM,CENTRAL SERVICE,129.00
2720000246,CATH SUCTION 8FR 16,CENTRAL SERVICE,129.00
2720001371,SUTURE GORETEX CV-0,CENTRAL SERVICE,129.00
2720001374,SUTURE GORTEX CV-2,CENTRAL SERVICE,129.00
2780000771,SCREW 3.5MM CORTEX,CENTRAL SERVICE,130.00
2780000772,SCREW 3.5MM CORTEX,CENTRAL SERVICE,130.00
2780000774,SCREW 3.5MM CORTEX 22MM,CENTRAL SERVICE,130.00
2780000775,SCREW 3.5MM CORTEX 30MM,CENTRAL SERVICE,130.00
2780000777,SCREW 3.5MM CORTEX SELF-TAP,CENTRAL SERVICE,130.00
2780000864,SCREW CORTEX 204.810 3.5MM,CENTRAL SERVICE,130.00
2780000866,SCREW CORTEX 3.5MM 24MM,CENTRAL SERVICE,130.00
2780000867,SCREW CORTEX 3.5MM 26MM,CENTRAL SERVICE,130.00
2780000868,SCREW CORTEX 3.5MM 36MM,CENTRAL SERVICE,130.00
2780000869,SCREW CORTEX 3.5MM SELFTAP 20M,CENTRAL SERVICE,130.00
2780000768,SCREW 214.846 46MM,CENTRAL SERVICE,131.00
2780000805,SCREW 4.5MM CORTEX 50MM,CENTRAL SERVICE,131.00
2780000871,SCREW CORTEX 4.5MM SELF 16MM T,CENTRAL SERVICE,131.00
2780000900,SCREW ST 214.840 40MM,CENTRAL SERVICE,131.00
2720002643,"TOURNIQUET CUFF ZIMMER 24""",CENTRAL SERVICE,131.88
2700000293,CONNECTOR WYE,CENTRAL SERVICE,132.00
2720000198,CATH IRRIGATION 4FR,CENTRAL SERVICE,132.00
2700000300,COVER BOOT X-LARGE,CENTRAL SERVICE,133.00
2500001039,SOL IV S9150 PROCALAMINE,CENTRAL SERVICE,133.51
2720001375,SUTURE GORTEX CV-2,CENTRAL SERVICE,136.00
2700000565,OMNICUP KIWI,CENTRAL SERVICE,137.00
2720001596,TRAY BASIC BIOPSY 5,CENTRAL SERVICE,138.00
2710000968,"TOURNIQUET CUFF STRYKER 44""""",CENTRAL SERVICE,139.00
2700001875,REHAB TECH WOUND VAC/DAILY,CENTRAL SERVICE,140.00
2720000394,FAST-CATH INTRODUCER 6FR,CENTRAL SERVICE,140.00
2720002592,WOUND PUMP PRO-II CANISTER SET,CENTRAL SERVICE,140.00
2720006092,ROBOTIC STAPLER 45 SHEATH,CENTRAL SERVICE,140.00
2720006093,ROBOTIC STAPLER CANNULA SEAL,CENTRAL SERVICE,140.00
2710000322,DIAPER ATTEND LARGE,CENTRAL SERVICE,141.00
2720000335,NEEDLE GUIDE 21GA PICC,CENTRAL SERVICE,141.40
2720002642,"TOURNIQUET CUFF ZIMMER 30""",CENTRAL SERVICE,142.45
2710701113,SLING BARIATRIC XLG MFA2000-XL,CENTRAL SERVICE,143.00
2710701117,SLING BARIATRIC LG MFA2000-L,CENTRAL SERVICE,143.00
2720001014,SUTURE 5-0 PROLENE 8720H,CENTRAL SERVICE,143.00
2720001300,SUTURE 6-0 PROLENE 8706H,CENTRAL SERVICE,143.00
2500002000,SOL IV 7418-03 10% LMD 5% DEX,CENTRAL SERVICE,143.92
2783010257,MESH BARD 25X35CM,CENTRAL SERVICE,144.90
2700000963,SLIPPER  LARGE BEIGE SSO NOSKI,CENTRAL SERVICE,145.00
2700000461,JESSNER'S SOLUTION,CENTRAL SERVICE,146.00
2720000908,SET CALIBRATION VERIF. I STAT,CENTRAL SERVICE,146.00
2700000695,BITE BLOCK ECT,CENTRAL SERVICE,147.00
2700000462,JETOX,CENTRAL SERVICE,148.00
2720001282,SUTURE 4-0 VICRYL J783G,CENTRAL SERVICE,148.00
6360000568,OMNIPAQUE 350/150 ML,CENTRAL SERVICE,149.22
2720000485,KIT TROCAR CATH (DR. NABORS),CENTRAL SERVICE,150.00
2720000214,CATH MULTIPACK 6FR CORDIS,CENTRAL SERVICE,151.00
2720000337,DRAPE UNDERBUTTOCK,CENTRAL SERVICE,153.00
2780000818,SCREW 6.5 CANCELLOUS 40MM,CENTRAL SERVICE,154.00
2780000819,SCREW 6.5 CANCELLOUS 45MM,CENTRAL SERVICE,154.00
2720002644,"TOURNIQUET CUFF ZIMMER 34""",CENTRAL SERVICE,154.85
2720001605,TRAY EPIDURAL ARROW,CENTRAL SERVICE,155.00
2740001062,TRAY FOLEY CATH LATEX FREE,CENTRAL SERVICE,155.00
2720001612,TRAY LUMBAR  PED 21X2 1/2,CENTRAL SERVICE,156.00
2720000320,DERMABOND,CENTRAL SERVICE,158.00
2720000612,CATH VANTEX TLC 7FR 20CM,CENTRAL SERVICE,159.00
2780000810,SCREW 4.5MM MALLEOLAR 60,CENTRAL SERVICE,159.00
2780000821,SCREW 6.5 CANCELLOUS THR. 45MM,CENTRAL SERVICE,159.00
2710000081,CANNULA ADULT OPTIFLOW SMALL,CENTRAL SERVICE,161.14
2710000082,CANNULA ADULT OPTIFLOW MED,CENTRAL SERVICE,161.14
2710000083,CANNULA ADULT OPTIFLOW LARGE,CENTRAL SERVICE,161.14
2710000084,TRACH ADULT OPTIFLOW DIRECT,CENTRAL SERVICE,161.14
2720000983,VEIN STRIPPER DISP,CENTRAL SERVICE,162.00
6360001700,VISIPAQUE 320/50ML,CENTRAL SERVICE,162.82
2740000435,"IMMOBILIZER KNEE SMALL 12""",CENTRAL SERVICE,163.30
2710000506,MASK FACE NEONATAL,CENTRAL SERVICE,165.00
2720000195,CATH INTAUTERINE PRESSURE SYS,CENTRAL SERVICE,165.00
2720000138,CATH COUDE 20FR 3/WAY 30CC,CENTRAL SERVICE,166.00
2700000539,NASAL PAC 5.5 ANTERIOR,CENTRAL SERVICE,168.00
2720000990,EXOSEAL 7 FR,CENTRAL SERVICE,168.00
2720002641,"TOURNIQUET CUFF ZIMMER 42""",CENTRAL SERVICE,168.28
2780000717,SCREW 1.5MM CORTEX 9MM,CENTRAL SERVICE,169.00
2780000718,SCREW 1.5MM X 12MM,CENTRAL SERVICE,169.00
2780000719,SCREW 1.5MM X 6MM,CENTRAL SERVICE,169.00
2780000720,SCREW 1.5MM X 7MM,CENTRAL SERVICE,169.00
2780000721,SCREW 1.5MM X 8MM,CENTRAL SERVICE,169.00
2780000724,SCREW 10MM,CENTRAL SERVICE,169.00
2780000725,SCREW 10MM X 1.5,CENTRAL SERVICE,169.00
2780000727,SCREW 11 MM MINI FRAG,CENTRAL SERVICE,169.00
2780000735,SCREW 2.0 X 12MM,CENTRAL SERVICE,169.00
2780000855,SCREW CORTEX 2.0MM 8CM,CENTRAL SERVICE,169.00
2720006063,SUTURE V-LOC 180 VLOCL0336,CENTRAL SERVICE,173.95
2720001390,SUTURE J714D,CENTRAL SERVICE,174.00
2700001876,NEEDLE KOPAN BREAST 20G 9CM,CENTRAL SERVICE,174.58
2720000332,DRAIN CHEST SINGLE UNIT,CENTRAL SERVICE,175.00
2700000540,NASAL PAC 7.5 ANT/POSTERIOR,CENTRAL SERVICE,176.00
2720000552,NEEDLE SPINAL S/SU 22GA 5IN QU,CENTRAL SERVICE,176.00
2703610045,"PUMP,ATHROMBIC",CENTRAL SERVICE,178.00
2720001383,SUTURE 3-0 SOFSILK GS832,CENTRAL SERVICE,179.00
2700000001,MATTRESS OVERLAY LAWSON#359610,CENTRAL SERVICE,180.00
2720001225,SURGICEL 2 X 3,CENTRAL SERVICE,180.00
2780000820,SCREW 6.5 CANCELLOUS 50MM,CENTRAL SERVICE,181.00
2710000512,MASK OXYGEN PEDIATRIC #1035,CENTRAL SERVICE,182.00
2720001384,SUTURE 2-0 SOFSILK GS833,CENTRAL SERVICE,185.00
2720001597,TRAY BIOPSY 16GA JAMSHIDI,CENTRAL SERVICE,185.00
2720001616,PACK MAJOR BASIN SUPPLY OR,CENTRAL SERVICE,185.00
2783010258,MESH BARD SOFT 30X30CM,CENTRAL SERVICE,185.22
2720001511,SUTURE XG1915,CENTRAL SERVICE,186.00
2720000999,CLIP HEMOLOK LARGE 544240,CENTRAL SERVICE,188.00
2740700385,BRACE ANKLE UNIV (AIR CAST),CENTRAL SERVICE,188.22
2700000151,"MATTRESS, OVERLAY RECOVER CARE",CENTRAL SERVICE,189.00
2780000809,SCREW 4.5MM MALLEOLAR 45MM,CENTRAL SERVICE,189.00
2780000811,SCREW 4.5MM MALLEOLAR 65,CENTRAL SERVICE,189.00
2703610048,"TRAPEZE,PT HELPER",CENTRAL SERVICE,190.00
2720000313,CURETTE EAR INFANT SCOOP BLUE,CENTRAL SERVICE,191.00
2720001473,SUTURE 4-0 SOFSILK SS683,CENTRAL SERVICE,192.00
2720001622,TRAY THORACENTESIS 1,CENTRAL SERVICE,192.00
2700000399,FILTER VIRAL/BACTERIAL,CENTRAL SERVICE,194.00
2740000437,IMMOBILIZER KNEE X-LG (RM C),CENTRAL SERVICE,194.14
2710701115,SLING DISP LARGE ARJO M888010,CENTRAL SERVICE,197.00
2710701116,SLING DISP XLRG ARJO MAA8010XL,CENTRAL SERVICE,197.00
2720000483,KIT SUCTION CATHETER 18 FR,CENTRAL SERVICE,197.00
2720001722,DERMABOND PRINEO CLR222US,CENTRAL SERVICE,197.26
2720000932,SET IV 11423028  PGBK,CENTRAL SERVICE,199.00
2780000773,SCREW 3.5MM CORTEX 18MM,CENTRAL SERVICE,199.00
2780000856,SCREW CORTEX 2.7MM 12MM,CENTRAL SERVICE,199.00
2780000857,SCREW CORTEX 2.7MM 16MM,CENTRAL SERVICE,199.00
2780000858,SCREW CORTEX 2.7MM 20MM,CENTRAL SERVICE,199.00
2780000859,SCREW CORTEX 2.7MM 22MM,CENTRAL SERVICE,199.00
2780000860,SCREW CORTEX 2.7MM 24MM,CENTRAL SERVICE,199.00
2780000861,SCREW CORTEX 2.7MM 26MM,CENTRAL SERVICE,199.00
2780000862,SCREW CORTEX 2.7MM 28MM,CENTRAL SERVICE,199.00
2700000109,SLEEVE KNEE LRG SCD,CENTRAL SERVICE,200.20
2720006081,VASHE 34OZ SURGERY,CENTRAL SERVICE,200.48
2720000359,DRESSING SENSATRAC BLACK SMALL,CENTRAL SERVICE,201.00
2720001413,SUTURE RETRIEVER,CENTRAL SERVICE,201.00
2720006082,VASHE 8.5OZ SURGERY,CENTRAL SERVICE,201.11
2720001018,SYRINGE ALLIANCE,CENTRAL SERVICE,202.00
2780000736,SCREW 2.0 X 4MM,CENTRAL SERVICE,202.00
2720006094,FORCEPS RADIAL JAW 4 2.0MM,CENTRAL SERVICE,203.00
2720000107,EAR WICK STERILE,CENTRAL SERVICE,205.00
2700000903,SENSOR TEMP PROBE,CENTRAL SERVICE,206.00
2720001598,TRAY BONE MARROW  BAK4511,CENTRAL SERVICE,206.00
2720001524,TA 303.5,CENTRAL SERVICE,207.00
2720002593,WOUND KIT FOAM SML W/DOME,CENTRAL SERVICE,210.00
2720002596,WOUNDCARE CANISTER PRO DERO,CENTRAL SERVICE,210.00
2740700386,COLLAR CERVICAL VISTA,CENTRAL SERVICE,210.00
2710000919,SET FLUID WARMING D-70,CENTRAL SERVICE,211.00
2720001686,VERSAPORT 5MM,CENTRAL SERVICE,211.00
2720001687,VERSAPORT 5MM,CENTRAL SERVICE,211.00
2720700184,BALLOON CERVIX RIPENING G48149,CENTRAL SERVICE,213.00
2720000251,CATH TAUT (MAROON),CENTRAL SERVICE,214.00
2720000271,CANNISTER INFOVAC/ULTA W/ISOLY,CENTRAL SERVICE,215.00
2720000086,CATH 4FR MULTIPACK,CENTRAL SERVICE,216.00
2710001844,BETADINE SURGICAL SCRUB GAL,CENTRAL SERVICE,219.00
2720000301,DEVICE TEMNO BIOPSY T189,CENTRAL SERVICE,219.00
2780000656,PLATE MINI FRAG ANGLE,CENTRAL SERVICE,220.00
2780000228,STENT POLARIS 8FRX28CM,CENTRAL SERVICE,220.50
2720000303,DEVICE TEMNO BIOPSY T186,CENTRAL SERVICE,221.00
2720001349,SUTURE DEXON 11 0 1X36 BEIGE,CENTRAL SERVICE,224.00
2720001351,SUTURE DEXON S 4-0 18 CE-4,CENTRAL SERVICE,224.00
2720001741,ANOSCOPE SHORTSHOT W/TRIVIEW,CENTRAL SERVICE,224.00
2710001563,THERAPY PUTTY COLOR CODED,CENTRAL SERVICE,229.00
2700001699,VERSASTEP SLEEVE 12MM,CENTRAL SERVICE,230.00
2720000584,PACK STERILE CYSTO LEESAR,CENTRAL SERVICE,232.89
2710001561,THERAPUTTY 5 POUND YELLOW,CENTRAL SERVICE,233.00
2720001076,STAPLER DLU MULTIFIRE TA55,CENTRAL SERVICE,233.00
2710001562,THERAPUTTY RED,CENTRAL SERVICE,235.00
2720001666,TUBE TRACHEAL FEN/SHILEY SZ 6,CENTRAL SERVICE,236.00
2720001667,TUBE TRACHEAL SHILEY SZ10,CENTRAL SERVICE,236.00
2720001668,TUBE TRACHEAL SHILEY SZ4,CENTRAL SERVICE,236.00
2720001669,TUBE TRACHEAL SHILEY SZ8,CENTRAL SERVICE,236.00
2710000611,PADS AQUA FLEX,CENTRAL SERVICE,238.00
2720000238,CATH SET SUPRAPUBIC,CENTRAL SERVICE,239.00
2720000989,FEMORAL SPONGE WICK,CENTRAL SERVICE,239.00
2710000277,SPLINT MURPHY NASAL SMALL 1539,CENTRAL SERVICE,242.00
2720001271,SUTURE 321956,CENTRAL SERVICE,244.00
2720002594,WOUND KIT FOAM MED W/DOME,CENTRAL SERVICE,245.00
2720000474,PACK MAJOR ENT,CENTRAL SERVICE,246.00
2720001531,TA 90 4.8 INST,CENTRAL SERVICE,246.00
2780000637,PLATE 3 HOLE 32MM,CENTRAL SERVICE,246.00
2720000390,EXTENSION SET MIC-KEY,CENTRAL SERVICE,247.00
2720001525,TA 45 3.5 DLU,CENTRAL SERVICE,247.00
2720001527,RELOAD TA45-4.8,CENTRAL SERVICE,247.00
6360000571,OMNISCAN 15ML,CENTRAL SERVICE,248.15
2720000153,CATH ERCP TAPERED TIP 5-4-3,CENTRAL SERVICE,250.00
2720000590,PACK STERILE LAVH,CENTRAL SERVICE,250.00
2720001683,VERSAPORT 11MM,CENTRAL SERVICE,251.00
2720001684,VERSAPORT 12MM,CENTRAL SERVICE,251.00
2720001691,VERSAPORT V2 11MM 3 PER BX,CENTRAL SERVICE,251.00
2700000108,SLEEVE KNEE/LEG SCD,CENTRAL SERVICE,252.00
2720000216,CATH OPTIVA IV 20G X 1 3/4,CENTRAL SERVICE,252.00
2720000987,KIT TRIPLE LUMEN 7 FR,CENTRAL SERVICE,252.00
2720001692,VERSAPORT V2 12MM 179096P,CENTRAL SERVICE,253.00
2720000105,CATH 7 FR FOGARTY EMBBOLECTOMY,CENTRAL SERVICE,254.00
2720000148,CATH EMBOLECTOMY 6FR,CENTRAL SERVICE,254.00
2720000269,DRESSING SENSATRAC BLACK MED,CENTRAL SERVICE,254.00
2720001621,TRAY THORACENTESIS (ARROW),CENTRAL SERVICE,254.00
2720001589,TRACHEOSTOMY TUBE 8 DFEN,CENTRAL SERVICE,255.00
2720001646,TUBE TRACH SHILEY 6DFEN,CENTRAL SERVICE,255.00
2720001491,SUTURE V448G 10-0 VICRYL,CENTRAL SERVICE,256.00
2720001301,SUTURE 5-0 PROLENE 9702H,CENTRAL SERVICE,257.00
2780001146,STENT ONLY CLSO-11.5-7,CENTRAL SERVICE,257.00
2720006086,TRAY EPID KIT SINGLE SHOT ARRO,CENTRAL SERVICE,258.02
2720000187,CATH GUIDER 6FR JL 4.5,CENTRAL SERVICE,259.00
2720000188,CATH GUIDING JL3,CENTRAL SERVICE,259.00
2720000210,CATH JL 4 CORDIS 6F 100CM,CENTRAL SERVICE,259.00
2780000991,SCREW 3.5 CORTEX 12MM 201.762,CENTRAL SERVICE,259.00
6220000096,CATH 6FR ANGLED PIG,CENTRAL SERVICE,259.00
6220000097,CATH 6FR FR 4,CENTRAL SERVICE,259.00
2720000142,CATH DIAGNOSTIC 135CM 65CM,CENTRAL SERVICE,262.00
2720000143,CATH DIAGNOSTIC 135MM 100CM,CENTRAL SERVICE,262.00
6220000091,CATH 5FR ANGIOGRAPHIC 100C,CENTRAL SERVICE,262.00
2700000011,BOOT SHORT BARIATRIC BAB100B,CENTRAL SERVICE,262.50
2700000012,BOOT SHORT PURPLE BAB100,CENTRAL SERVICE,262.50
2720000270,DRESSING SENSATRAC BLACK LARGE,CENTRAL SERVICE,263.00
2720001685,VERSAPORT 15MM,CENTRAL SERVICE,263.00
2720001690,VERSAPORT TROCAR W SHIELD,CENTRAL SERVICE,263.00
2720001695,VERSASTEP 5MM VS101505,CENTRAL SERVICE,263.00
2720001696,VERSASTEP DILATOR  5MM,CENTRAL SERVICE,263.00
2720001698,VERSASTEP SHORT 5MM,CENTRAL SERVICE,263.00
2780000626,PLATE 1/3 TUBULAR 4 HOLE,CENTRAL SERVICE,263.00
2720000075,CATH,CENTRAL SERVICE,265.00
2720000116,CATH ARI MOD,CENTRAL SERVICE,265.00
6220000099,CATH 6FR LCB,CENTRAL SERVICE,265.00
2700000107,SLEEVE SCD THIGH/LG,CENTRAL SERVICE,266.00
6220000081,CATH 22FR 3WAY COUDE,CENTRAL SERVICE,267.00
2700000354,EBU FRENCH 7 3.5,CENTRAL SERVICE,269.00
2720001693,VERSASTEP 11MM,CENTRAL SERVICE,269.00
2720001694,VERSASTEP 12MM CANNULA,CENTRAL SERVICE,269.00
2720001697,VERSASTEP PLUS 12MM CANNULA,CENTRAL SERVICE,269.00
2720000141,CATH DIAGNOSTIC 125CM STR,CENTRAL SERVICE,270.00
2720000256,CATH TRIPLE PICC 5FX50CM,CENTRAL SERVICE,271.00
2720000156,CATH FOGARTY ARTERIAL EMB 3FR,CENTRAL SERVICE,272.00
2720000157,CATH FOGARTY ARTERIAL EMB 4FR,CENTRAL SERVICE,272.00
2720000158,CATH FOGARTY ARTERIAL EMB 5FR,CENTRAL SERVICE,272.00
2720000161,CATH FOGARTY EMBOLECTOMY 3FR,CENTRAL SERVICE,272.00
2720000162,CATH FOGARTY EMBOLECTOMY 4FR,CENTRAL SERVICE,272.00
2780000971,STENT ERCP DILATION GGDC-7-5-4,CENTRAL SERVICE,272.00
2740000280,COLLAR PHILADELPHIA LARGE,CENTRAL SERVICE,272.62
2740000281,COLLAR PHILADELPHIA MEDIUM,CENTRAL SERVICE,272.62
2740000282,COLLAR PHILADELPHIA PED,CENTRAL SERVICE,272.62
2710001564,THERAPY PUTTY YELLOW 5IBS,CENTRAL SERVICE,273.00
2720000284,TUBE ANEROBIC CULTURE,CENTRAL SERVICE,273.00
2740000283,COLLAR PHILADELPHIA SMALL,CENTRAL SERVICE,273.72
2720001601,TRAY CHEST TUBE,CENTRAL SERVICE,274.00
2720000630,TUBING ARTHROSCOPY AR-6410,CENTRAL SERVICE,275.66
2700000008,BOOT BARIATRIC PRIMO BAB39B,CENTRAL SERVICE,276.50
2700000009,BOOT STANDARD PRIMO BAB39,CENTRAL SERVICE,276.50
2780000879,SCREW FORCEP,CENTRAL SERVICE,277.00
2720001350,SUTURE DEXON II 0 1X30 BEIGE,CENTRAL SERVICE,278.00
2710001574,TISSUE FACIAL KLEENEX,CENTRAL SERVICE,279.00
2720000108,CATH ADAPTER,CENTRAL SERVICE,280.00
2720002595,WOUND KIT FOAM LRG W/DOME,CENTRAL SERVICE,280.00
2720001226,SURGICEL 4 X 8,CENTRAL SERVICE,281.00
2720000611,TRAY JAMSHIDI SAFE-T PLUS,CENTRAL SERVICE,281.68
2720000241,CATH SINGLE CT-PICC 4FX60CM,CENTRAL SERVICE,284.00
2700000902,SECRET DEODRANT SPRAY 6OZ,CENTRAL SERVICE,285.00
2700001174,CATH BALLOON HURRICANE RX 4/4,CENTRAL SERVICE,288.00
2700001178,STENT PRELOADED 8.7-7.5,CENTRAL SERVICE,288.00
2720000152,CATH ERCP SM DILATION,CENTRAL SERVICE,288.00
2720000426,GRADUATED BILIARY DILATION CAT,CENTRAL SERVICE,288.00
2720000695,RAPID RHINO,CENTRAL SERVICE,288.00
2720001761,BALLOON LUMEN EX CGDC-8.5-7-5,CENTRAL SERVICE,288.00
2720000145,CATH DUAL CT-PICC 5FX55CM,CENTRAL SERVICE,294.00
2780000643,PLATE 4 HOLE,CENTRAL SERVICE,295.00
