chg_code,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,Rev Code,chg_amt_1,cpt4_ext_id,gl_stat
2200972,HOSE TED THIGH XL REG,09/05/2012 15:29:15:593,A,600,5745,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,270,131.8,,
2200973,ICD ATLAS II DR + ICD V-268 SYSTEM,09/05/2012 15:29:15:593,A,600,5746,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,61500,C1721,
2200974,ICD CONCERTO II CRT-D C274TRK(REPL),09/05/2012 15:29:15:593,A,600,5747,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,67500,C1721,
2200975,ICD CONCERTO II CRT-D D274TRK SYSTEM,09/05/2012 15:29:15:593,A,600,5748,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,84000,C1721,
2200976,ICD CONCERTO II CRT-D D274TRK(REPL),09/05/2012 15:29:15:593,A,600,5749,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,67500,C1721,
2200977,ICD CONSULTA DF-1 D224TRK (REPL),09/05/2012 15:29:15:593,A,600,11890,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,11/06/2013 00:00,275,70500,C1882,
2200978,ICD CONSULTA DF-1 D224TRK SYSTEM,09/05/2012 15:29:15:593,A,600,5751,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,74304,C1721,
2200979,ICD CURRENT + RF CD2211-36Q SYSTEM,09/05/2012 15:29:15:593,A,600,5752,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,61500,C1722,
2200980,ICD CURRENT RF DR 2207-30 SYSTEM,09/05/2012 15:29:15:593,A,600,5753,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,61500,C1721,
2200981,ICD CURRENT RF DR 2207-36 SYSTEM,09/05/2012 15:29:15:593,A,600,5754,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,61500,C1721,
2200982,ICD CURRENT RF VR 1207-36 SYSTEM,09/05/2012 15:29:15:593,A,600,5755,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,95000,C1722,
2200983,ICD ELLIPSE VR  CD1311-36Q SYSTEM,09/05/2012 15:29:15:593,A,600,5756,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,60000,C1722,
2200984,ICD FORTIFY DR CD2231-40 (REPL),09/05/2012 15:29:15:593,A,600,5757,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1721,
2200985,ICD FORTIFY DR CD2231-40Q SYSTEM,09/05/2012 15:29:15:593,A,600,5758,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,66000,C1721,
2200986,ICD FORTIFY VR CD1231-40Q SYSTEM,09/05/2012 15:29:15:593,A,600,5759,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,60000,C1722,
2200987,ICD FORTIFY VRUS CD1231-40 SYSTEM,09/05/2012 15:29:15:593,A,600,5760,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,81250,C1722,
2200989,ICD MAXIMO II DR D284DRG SYSTEM,09/05/2012 15:29:15:593,A,600,5761,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,69000,C1721,
2200990,ICD PROMOTE + RF CD3211-36 SYSTEM,09/05/2012 15:29:15:593,A,600,5762,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,79500,C1882,
2200991,ICD PROMOTE + RF CD3211-36Q SYSTEM,09/05/2012 15:29:15:593,A,600,5763,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,81000,C1882,
2200992,ICD PROMOTE RF 3207-36 (REPL),09/05/2012 15:29:15:593,A,600,5764,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,95000,C1882,
2200993,ICD PROMOTE RF 3207-36 SYSTEM,09/05/2012 15:29:15:593,A,600,5765,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,79500,C1882,
2200994,ICD PROTECTA CRT-D D334TRG (REPL),09/05/2012 15:29:15:593,A,600,5766,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,70500,C1721,
2200995,ICD PROTECTA D334VRG (REPL),09/05/2012 15:29:15:593,A,600,5767,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,85000,C1721,
2200996,ICD PROTECTA DR D334DRG (REPL),09/05/2012 15:29:15:593,A,600,5768,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,92500,C1721,
2200997,ICD QUADRA ASSURA DDQP+ CD3265-40Q SYS,09/05/2012 15:29:15:593,A,600,5769,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,82500,C1882,
2200998,ICD SECURA DR D224DRG,09/05/2012 15:29:15:593,A,600,5770,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,69000,C1721,
2200999,ICD SECURA DR D224DRG (REPL),09/05/2012 15:29:15:593,A,600,5771,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,92500,C1721,
2201000,ICD TELIGEN IS-1/DF/1-DR E110 (REPL),09/05/2012 15:29:15:593,A,600,5772,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,86250,C1721,
2201001,ICD UNIFY CRT-D CD3231-40 BI-V (REPL),09/05/2012 15:29:15:593,A,600,5773,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,63000,C1882,
2201002,ICD UNIFY CRT-D CD3231-40Q BI-V SYSTEM,09/05/2012 15:29:15:593,A,600,5774,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,82500,C1882,
2201003,ICD UNIFY QUADRA BI-V CD3249-40Q SYSTEM,09/05/2012 15:29:15:593,A,600,5775,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,82500,C1882,
2201004,ICD VIRTUOSO DR D154AWG (REPL),09/05/2012 15:29:15:593,A,600,5776,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1721,
2201005,ICD VIRTUOSO DR D154AWG SYSTEM,09/05/2012 15:29:15:593,A,600,5777,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,69000,C1721,
2201006,ICD VIRTUOSO II DR D247DRG SYSTEM,09/05/2012 15:29:15:593,A,600,5778,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,69000,C1721,
2201007,ICD VIRTUOSO II DR D274DRG (REPL),09/05/2012 15:29:15:593,A,600,5779,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1721,
2201008,ICD VIRTUOSO II DR D274DRG (REPL),09/05/2012 15:29:15:593,A,600,5780,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1721,
2201009,ICD VIRTUOSO II VR D274VRC,09/05/2012 15:29:15:593,A,600,5781,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1722,
2201010,ICD VIRTUOSO VR D154VWC,09/05/2012 15:29:15:593,A,600,5782,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,275,90000,C1722,
2201011,IMPLANT KNOTLESS MAGNUM OM-1502,09/05/2012 15:29:15:593,A,600,5783,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,3325,,
2201012,IMPLANT KNOTLESS SPEEDLOCK,09/05/2012 15:29:15:593,A,600,5784,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,8190,,
2201013,INFUSOR PRESSURE DISP  500CC,09/05/2012 15:29:15:593,A,600,5785,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,116.82,,
2201014,INFUSOR PRESSURE DISP 1000CC,09/05/2012 15:29:15:593,A,600,5786,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,116.82,,
2201015,INFUSOR PRESSURE DISP 3000CC,09/05/2012 15:29:15:593,A,600,5787,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,175.51,,
2201016,INSERT FOGRTY SOFTJAW 33MM,09/05/2012 15:29:15:593,A,600,5788,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,202.77,,
2201017,INSERT FOGRTY SOFTJAW 61MM,09/05/2012 15:29:15:593,A,600,5789,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,219.35,,
2201018,INSERT FOGRTY SOFTJAW 86MM,09/05/2012 15:29:15:593,A,600,5790,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,219.35,,
2201019,INSERT LOCKING AXSOS,09/05/2012 15:29:15:593,A,600,5791,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,485.55,,
2201020,INSERT STEALTH SURG CLAMP LATIS 60MM,09/05/2012 15:29:15:593,A,600,5792,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,267.28,,
2201021,INTRO ACCESS NEFF PERC NPAS-100,09/05/2012 15:29:15:593,A,600,14805,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,768.95,C1894,
2201022,INTRO ACCESS NEFF PERC NPAS-100-RH-NT,09/05/2012 15:29:15:593,A,600,14864,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,1020.5,C1894,
2201023,INTRO CATH CHECK-FLO FLEXOR 5FRX13CM,09/05/2012 15:29:15:593,A,600,14824,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,348.14,C1894,
2201024,INTRO CATH CHECK-FLO FLEXOR 6FRX90,09/05/2012 15:29:15:593,A,600,14836,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,1131,C1894,
2201025,INTRO CATH CHECK-FLO FLEXOR RB 6FRX13CM,09/05/2012 15:29:15:593,A,600,14813,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,464.75,C1894,
2201026,INTRO CATH CHECK-FLO FLEXOR RB 7FRX13CM,09/05/2012 15:29:15:593,A,600,14842,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,464.75,C1894,
2201027,INTRO CATH CHECK-FLO FLEXOR RB 8FRX13CM,09/05/2012 15:29:15:593,A,600,14829,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,464.75,C1894,
2201029,INTRO CATH CHECK-FLO PERFORMER 5FRX13CM,09/05/2012 15:29:15:593,A,600,14809,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,195,C1894,
2201030,INTRO CATH CHECK-FLO PERFORMER 6FRX13CM,09/05/2012 15:29:15:593,A,600,14821,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,195,C1894,
2201031,INTRO CATH FLEXOR CHECK-FLO 4FRX90,09/05/2012 15:29:15:593,A,600,14853,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,1170,C1894,
2201032,INTRO CATH KCFW7.018138RBANLOH,09/05/2012 15:29:15:593,A,600,14850,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,930.8,C1894,
2201033,INTRO CATH SPRING WIRE 18G X 2 1/2,09/05/2012 15:29:15:593,A,600,14820,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,23.28,C1894,
2201034,INTRO HEMOSTATIC CLASSIC STD,09/05/2012 15:29:15:593,A,600,14867,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,650,C1894,
2201035,INTRO PCI AXCESS 5F GRAY,09/05/2012 15:29:15:593,A,600,14815,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,140.1,C1894,
2201036,INTRO PCI AXCESS 8F BLUE,09/05/2012 15:29:15:593,A,600,14865,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,147.6,C1894,
2201037,INTRO PERFORMER RCFN-5.0-18-MPIS-NT-VY,09/05/2012 15:29:15:593,A,600,14838,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,20/05/2014 00:00,272,390,C1894,
2201038,INTRO SHEATH LOCKING 6FR,09/05/2012 15:29:15:593,A,600,12151,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,195,C1894,
2201039,INTRO SHEATH LOCKING 7FR,09/05/2012 15:29:15:593,A,600,12153,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,195,C1894,
2201040,INTRO SHEATH LOCKING 8FR,09/05/2012 15:29:15:593,A,600,12154,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,195,C1894,
2201041,INTRO SHEATH SL1 8FR 81CM,09/05/2012 15:29:15:593,A,600,12155,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,1840,C1894,
2201042,INTRO SHEATH SLO 8FR 81CM,09/05/2012 15:29:15:593,A,600,12156,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,1840,C1894,
2201043,INTRO SHEATH SRO 8FR 81CM,09/05/2012 15:29:15:593,A,600,12157,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,08/08/2013 00:00,272,1840,C1894,
2201044,IRRIG HANDPIECE INTERPULSE W/TBG&TIPS,09/05/2012 15:29:15:593,A,600,5815,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,272,444.58,,
2201045,JOINT HIP BIPOLAR CONSENSUS,09/05/2012 15:29:15:593,A,600,5816,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,28700,C1776,
2201046,JOINT HIP BIPOLAR MEDACTA,09/05/2012 15:29:15:593,A,600,5817,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,42504,C1776,
2201047,JOINT HIP BIPOLAR DEPUY/SYNTHES,09/05/2012 15:29:15:593,A,600,5818,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,21000,C1776,
2201048,JOINT HIP BIPOLAR ORTHO ALL W/U2 STEM,09/05/2012 15:29:15:593,A,600,5819,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,25402.16,C1776,
2201049,JOINT HIP BIPOLAR RICHARDS CMNTD,09/05/2012 15:29:15:593,A,600,5820,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,36400,C1776,
2201050,JOINT HIP BIPOLAR RICHARDS PRESS FIT,09/05/2012 15:29:15:593,A,600,5821,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,43680,C1776,
2201052,JOINT HIP BIPOLAR STRYKER ACCOLADE TMZF,09/05/2012 15:29:15:593,A,600,5822,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,29050,C1776,
2201053,JOINT HIP REVISION DJO,09/05/2012 15:29:15:593,A,600,5823,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,22869,C1776,
2201054,JOINT HIP REVISION ORTHO ALL,09/05/2012 15:29:15:593,A,600,5824,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,60000,C1776,
2201055,JOINT HIP REVISION RICHARDS,09/05/2012 15:29:15:593,A,600,5825,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,72056.25,C1776,
2201056,JOINT HIP REVISION,09/05/2012 15:29:15:593,A,600,5826,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,50888.39,C1776,
2201057,JOINT HIP TOTAL CONSENSUS,09/05/2012 15:29:15:593,A,600,5827,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,58338,C1776,
2201058,JOINT HIP TOTAL DJO W/O STEM,09/05/2012 15:29:15:593,A,600,5828,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,29169,C1776,
2201059,JOINT HIP TOTAL ORTHO ALL SCS/SCL STEM,09/05/2012 15:29:15:593,A,600,5829,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,31500,C1776,
2201060,JOINT HIP TOTAL ORTHO ALL U2 STEM,09/05/2012 15:29:15:593,A,600,5830,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,52504.2,C1776,
2201061,JOINT HIP TOTAL RICHARDS CMNTD,09/05/2012 15:29:15:593,A,600,5831,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,61880,C1776,
2201062,JOINT HIP TOTAL RICHARDS PRESS FIT,09/05/2012 15:29:15:593,A,600,5832,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,65702,C1776,
2201063,JOINT HIP TOTAL STELKAST,09/05/2012 15:29:15:593,A,600,5833,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,43400,C1776,
2201064,JOINT HIP TOTAL STRYKER ADM,09/05/2012 15:29:15:593,A,600,5834,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,46200,C1776,
2201065,JOINT HIP TOTAL STRYKER CEMENTED,09/05/2012 15:29:15:593,A,600,5835,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,31500,C1776,
2201066,JOINT HIP TOTAL STRYKER PSL CUP W/BIG HE,09/05/2012 15:29:15:593,A,600,5836,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,43750,C1776,
2201067,JOINT HIP TOTAL STRYKER PSL CUP W/SML HE,09/05/2012 15:29:15:593,A,600,5837,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,39550,C1776,
2201068,JOINT HIP TOTAL STRYKER W/TITANIUM CUP,09/05/2012 15:29:15:593,A,600,5838,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,50888.39,C1776,
2201070,JOINT KNEE REVISION,09/05/2012 15:29:15:593,A,600,5840,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,45150,C1776,
2201071,JOINT KNEE TOTAL CMNTD CR INSRT S&N,09/05/2012 15:29:15:593,A,600,5841,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,58786,C1776,
2201072,JOINT KNEE TOTAL CMNTD ORTHO ALL,09/05/2012 15:29:15:593,A,600,5842,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,32659.2,C1776,
2201073,JOINT KNEE TOTAL CMNTD S&N,09/05/2012 15:29:15:593,A,600,5843,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,59311.63,C1776,
2201074,JOINT KNEE TOTAL CMNTD W/NAV ORTHO ALL,09/05/2012 15:29:15:593,A,600,5844,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,35000,C1776,
2201075,JOINT KNEE TOTAL ORTHOALLIANCE,09/05/2012 15:29:15:593,A,600,5845,25,CNV_CCM_APPEND,09/05/2012 15:29:15:593,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,278,35000,C1776,
