Saint Louise Regional Hospital #106434138,,,,,
SLRH Dept#,Charge Number,Description, 06/01/18 Default Price , 06/01/18 Outpatient Price , 06/01/18 ER price 
75000,0111930,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111948,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111955,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111963,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111971,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111989,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0111997,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75000,0112003,CULTURE DNA/RNA DIRECT PROBE PER/EA, $88.00 , $88.00 , $88.00 
75008,0104307,CULTURE MYCOBACT W/ISO/PRESUM [AP, $9.12 , $9.12 , $9.12 
75000,0100628,CULTURE PRESUM ORGANISM SCREEN ONLY, $342.00 , $342.00 , $342.00 
75000,0100636,CULTURE PRESUM ORGANISM SCREEN ONLY, $342.00 , $342.00 , $342.00 
75000,0100677,CULTURE PRESUM ORGANISM SCREEN ONLY, $342.00 , $342.00 , $342.00 
75000,0100685,CULTURE PRESUM ORGANISM SCREEN ONLY, $342.00 , $342.00 , $342.00 
75000,0100719,CULTURE PRESUM ORGANISM SCREEN ONLY, $342.00 , $342.00 , $342.00 
75000,0100644,CULTURE SCREEN SINGLE ORGANISM, $342.00 , $342.00 , $342.00 
75000,0100669,CULTURE SCREEN SINGLE ORGANISM, $342.00 , $342.00 , $342.00 
75000,0100313,CULTURE STOOL AEROBIC SALM/SHIGELLA, $489.00 , $489.00 , $489.00 
75008,0111138,CULTURE TYPING IMMUNO METHOD EA [AP, $6.07 , $6.07 , $6.07 
75000,0110569,CULTURE TYPING IMMUNO NO FLUORO PER, $82.00 , $82.00 , $82.00 
75000,0110577,CULTURE TYPING IMMUNO NO FLUORO PER, $82.00 , $82.00 , $82.00 
75000,0110585,CULTURE TYPING IMMUNO NO FLUORO PER, $82.00 , $82.00 , $82.00 
75000,0111526,CULTURE TYPING IMMUNO NO FLUORO PER, $82.00 , $82.00 , $82.00 
75000,0110593,CULTURE TYPING IMMUNO NON FLUORO, $82.00 , $82.00 , $82.00 
75000,0110601,CULTURE TYPING IMMUNO NON FLUORO, $82.00 , $82.00 , $82.00 
75000,0110619,CULTURE TYPING IMMUNO NON FLUORO, $82.00 , $82.00 , $82.00 
75000,0110528,CULTURE URINE ID EA ISOLATE, $251.00 , $77.00 , $251.00 
75000,0101790,CYANOCOBALAMIN (VITAMIN B-12), $201.00 , $201.00 , $201.00 
77100,9410200,CYANOCOBALAMIN 1MG TABLET, $11.00 , $11.00 , $11.00 
77100,9404377,CYANOCOBALAMIN 1MG/1ML INJ, $28.00 , $28.00 , $28.00 
77100,9410259,CYCLOBENZAPRINE 10MG TABLET, $17.00 , $17.00 , $17.00 
77100,9408428,CYCLOPENTOLATE 1% OPH SOL 2ML, $126.00 , $126.00 , $126.00 
77100,9405309,CYCLOPHOSPHAMIDE 1G INJECTION," $2,142.00 "," $2,142.00 "," $2,142.00 "
77100,9404815,CYCLOSPORINE MODIFIED 25MG CAP, $21.00 , $21.00 , $21.00 
77100,9410283,CYPROHEPTADINE 4MG TABLET, $13.00 , $13.00 , $13.00 
76302,0304642,CYSTOCONRAY 250ML, $83.00 , $83.00 , $83.00 
75008,0118778,CYTO/MOLECULAR CYTO INT & RPT [NG, $30.00 , $30.00 , $30.00 
75000,0117754,CYTOP FNA DX EVAL EA ADD SAME SITE, $50.00 , $50.00 , $50.00 
75200,0500330,CYTOP FNA EVAL DX 1ST EPISD EA SITE, $272.00 , $272.00 , $272.00 
75200,0500348,CYTOP FNA EVAL DX 1ST EPISD EA SITE, $272.00 , $272.00 , $272.00 
75008,0118042,CYTOP URN 3-5 PROBES EA CMPTR [NG, $400.00 , $400.00 , $400.00 
75000,0117739,CYTOPATH CONCENTRATE  SMEAR W/INTRP, $432.00 , $432.00 , $432.00 
75200,0500355,CYTOPATH EVAL FNA INTERP & REPORT, $483.00 , $483.00 , $483.00 
75200,0500306,CYTOPATH FLUID NOGYN SMEAR W/INTERP, $324.00 , $324.00 , $324.00 
75000,0117747,CYTOPATH SMEAR OTHR 5+ SLIDES/STAIN, $171.00 , $171.00 , $171.00 
77100,9451303,DABIGATRAN 75MG CAPSULE, $39.00 , $39.00 , $39.00 
77100,9405390,DACARBAZINE 200MG INJECTION, $225.00 , $225.00 , $225.00 
77100,9441254,DAKINS 1/2 STR TOP SOL 480ML, $72.00 , $72.00 , $72.00 
77100,9455254,DAKINS 1/4 STRG TOP SOL 480ML, $69.00 , $69.00 , $69.00 
77100,9441262,DAKINS FULL STR TOP SOL 480ML, $72.00 , $72.00 , $72.00 
77100,9410333,DANTROLENE 25MG CAPSULE, $19.00 , $19.00 , $19.00 
77100,9401829,DAPTOMYCIN 500MG INJECTION," $1,879.00 "," $1,879.00 "," $1,879.00 "
61795,4000857,DEBR NON-SELECTIVE W/O ANES SESSION, $426.00 , $426.00 , $426.00 
70805,5400379,DEBR NON-SELECTIVE W/O ANES SESSION, $426.00 , $426.00 , $426.00 
70805,5400239,DEBRIDE BONE 1ST 20 SQ CM OR LESS," $4,431.00 "," $4,431.00 "," $4,431.00 "
70805,5400890,DEBRIDE BONE EA ADD 20 SQ CM," $4,431.00 "," $4,431.00 "," $4,431.00 "
70805,5400221,DEBRIDE MUSC/FASCIA 1ST 20 SQ CM," $3,389.00 "," $3,389.00 "," $3,389.00 "
70805,5400882,DEBRIDE MUSC/FASCIA EA ADD 20 SQ CM," $2,607.00 "," $2,607.00 "," $2,607.00 "
70805,5400114,DEBRIDE SUBQ TISSUE EA ADD 20 SQ CM," $1,763.00 "," $1,763.00 "," $1,763.00 "
70805,5400247,DEBRIDEMENT NAIL(S) ANY METHOD 1-5, $607.00 , $607.00 , $607.00 
70805,5400254,DEBRIDEMENT NAIL(S) ANY METHOD 6+, $779.00 , $779.00 , $779.00 
70805,5400213,DEBRIDEMENT SUB TISSUE 1ST 20 SQ CM," $2,292.00 "," $2,292.00 "," $2,292.00 "
70805,5400353,DEBRIDE-OPEN WOUND <20 CM, $707.00 , $707.00 , $707.00 
70805,5400361,DEBRID-OPEN WOUND EA ADDL 20CM, $643.00 , $643.00 , $643.00 
75008,0118083,DECALCIFICATION PROCEDURE ADD [NG, $7.00 , $7.00 , $7.00 
75200,0500421,DECALCIFICATION PROCEDURE ADDITIONL, $160.00 , $160.00 , $160.00 
75008,0106427,DEHYDROEPIANDROSTERONE (DHEA) [AP, $27.51 , $27.51 , $27.51 
77100,9410416,DEMECLOCYCLINE 150MG TABLET, $85.00 , $85.00 , $85.00 
70105,1202001,DEMO/EVAL PT USE OF INHALER, $589.00 , $589.00 , $589.00 
77100,9401894,DEPO-MEDROL 40MG/1ML INJ, $83.00 , $83.00 , $83.00 
77100,9401910,DEPO-MEDROL 80MG/1ML INJ, $134.00 , $134.00 , $134.00 
74700,0408997,DERMABOND (11-50), $263.00 , $263.00 , $50.00 
74202,1807072,DERMABOND (11-50), $263.00 , $263.00 , $263.00 
74202,1804020,DERMACARRIER MESHER, $105.00 , $105.00 , $105.00 
74202,1820380,DERMATOME PADGETT BLADE, $121.00 , $121.00 , $121.00 
77100,9425463,DERMOPLAST PAIN REL SPR 82.5ML, $48.00 , $48.00 , $48.00 
77100,9456021,DESFLURANE GAS PER 15MIN, $18.00 , $18.00 , $18.00 
77100,9456039,DESFLURANE GAS PER HOUR, $472.00 , $472.00 , $472.00 
77100,9410465,DESIPRAMINE 25MG TAB, $20.00 , $20.00 , $20.00 
77100,9436221,DESITIN OINTMENT 120G, $36.00 , $36.00 , $36.00 
77100,9408485,DESMOPRESSIN 0.01% 2.5ML NAS, $641.00 , $641.00 , $641.00 
77100,9410499,DESMOPRESSIN 0.1%  SPRAY 5 ML," $1,011.00 "," $1,011.00 "," $1,011.00 "
77100,9404039,DESMOPRESSIN 4MCG/ML INJ, $379.00 , $379.00 , $379.00 
74202,1819366,DEVICE CAPSULE DELIVERY ADV, $478.00 , $478.00 , $478.00 
74202,1806645,DEVICE LOCKING BILIARY SYSTEM, $56.00 , $56.00 , $56.00 
74202,1822865,DEVICE SPEC RTRVL ENDO CATCH, $191.00 , $191.00 , $191.00 
74202,1819838,DEVICE TARGETING HANDLE," $1,008.00 "," $1,008.00 "," $1,008.00 "
77100,9404930,DEXAMETHASONE 0.5MG TABLET, $12.00 , $12.00 , $12.00 
77100,9451329,DEXAMETHASONE 10MG/ML INJ, $30.00 , $30.00 , $30.00 
77100,9462615,DEXAMETHASONE 10MG/ML ORAL, $30.00 , $30.00 , $30.00 
77100,9459108,DEXAMETHASONE 10MG/ML PF INJ, $63.00 , $63.00 , $63.00 
77100,9404989,DEXAMETHASONE 1MG TABLET, $13.00 , $13.00 , $13.00 
77100,9450008,DEXAMETHASONE 1MG/1ML ORAL SOL, $43.00 , $43.00 , $43.00 
77100,9402009,DEXAMETHASONE 20MG/5ML INJ MDV, $41.00 , $41.00 , $41.00 
77100,9405002,DEXAMETHASONE 4MG TABLET, $15.00 , $15.00 , $15.00 
70832,5503289,DEXAMETHASONE 4MG/1ML INJ, $3.00 , $3.00 , $3.00 
77100,9402017,DEXAMETHASONE 4MG/1ML INJ, $29.00 , $29.00 , $29.00 
77100,9459223,DEXMEDETOMIDINE 200MCG/50ML INJ, $498.00 , $498.00 , $498.00 
77100,9405945,DEXTROSE 10% - WATER 500ML BAG, $106.00 , $106.00 , $106.00 
77100,9405952,DEXTROSE 10% - WATER IV SOL 1L, $96.00 , $96.00 , $96.00 
77100,9406059,DEXTROSE 20% - WATER 500ML BAG, $57.00 , $57.00 , $57.00 
77100,9406109,DEXTROSE 30%-WATER 500ML BAG, $90.00 , $90.00 , $90.00 
77100,9406125,DEXTROSE 40% ORAL GEL 31G, $39.00 , $39.00 , $39.00 
77100,9450404,DEXTROSE 5% IN WATER 10ML INJ, $34.00 , $34.00 , $34.00 
77100,9406158,DEXTROSE 5% -LR 1L BAG, $103.00 , $103.00 , $103.00 
77100,9406166,DEXTROSE 5% -LR 500ML BAG, $110.00 , $110.00 , $110.00 
77100,9418765,DEXTROSE 5% WATER 200ML BAG, $84.00 , $84.00 , $84.00 
77100,9426420,DEXTROSE 5%-NS 0.2% 1L IV SOL, $94.00 , $94.00 , $94.00 
77100,9426446,DEXTROSE 5%-NS 0.2% 500ML IV, $101.00 , $101.00 , $101.00 
77100,9426487,DEXTROSE 5%-NS 0.45% 1L IV, $94.00 , $94.00 , $94.00 
77100,9426495,DEXTROSE 5%-NS 0.45% 500ML IV, $101.00 , $101.00 , $101.00 
77100,9426503,DEXTROSE 5%-NS 0.9% 1L IV, $94.00 , $94.00 , $94.00 
77100,9426529,DEXTROSE 5%-NS 0.9% 500ML IV, $101.00 , $101.00 , $101.00 
77100,9406208,DEXTROSE 5%-WATER 100ML BAG, $99.00 , $99.00 , $99.00 
77100,9406216,DEXTROSE 5%-WATER 150ML BAG, $97.00 , $97.00 , $97.00 
77100,9406224,DEXTROSE 5%-WATER 1L BAG, $89.00 , $89.00 , $89.00 
77100,9406232,DEXTROSE 5%-WATER 250ML AV BAG, $129.00 , $129.00 , $129.00 
77100,9406240,DEXTROSE 5%-WATER 250ML BAG, $97.00 , $97.00 , $97.00 
77100,9406273,DEXTROSE 5%-WATER 500ML BAG, $140.00 , $140.00 , $140.00 
77100,9406299,DEXTROSE 5%-WATER 50ML BAG, $99.00 , $99.00 , $99.00 
77100,9418708,"DEXTROSE 5%-WATER, 125ML BAG", $86.00 , $86.00 , $86.00 
77100,9406315,DEXTROSE 50% 50ML INJ SYR, $67.00 , $67.00 , $67.00 
77100,9426560,DEXTROSE 50%-WATER 500ML IV, $62.00 , $62.00 , $62.00 
63850,0073007,DHS BABY NON-NEWBORN," $6,851.00 ", N/A , N/A 
63850,0083006,DHS GYN PRIVATE," $6,851.00 ", N/A , N/A 
63850,0093005,DHS GYN SEMI-PRIVATE," $6,851.00 ", N/A , N/A 
60100,0001008,DHS ICU," $18,685.00 ", N/A , N/A 
63850,0043000,DHS MATERNITY PRIVATE," $6,851.00 ", N/A , N/A 
63850,0053009,DHS MATERNITY SEMI-PRIV," $6,851.00 ", N/A , N/A 
60100,0021006,DHS MED/SURG IN ICU," $6,851.00 ", N/A , N/A 
61790,0020016,DHS MED/SURG MED-JUSTIFD PRIV," $6,851.00 ", N/A , N/A 
61790,0022004,DHS MED/SURG PRIVATE," $6,851.00 ", N/A , N/A 
61790,0032003,DHS MED/SURG SEMI-PRIV," $6,851.00 ", N/A , N/A 
63851,0063008,DHS NURSERY/LEVEL I," $3,051.00 ", N/A , N/A 
61790,0012005,DHS TELEMETRY," $9,694.00 ", N/A , N/A 
60100,0011007,DHS TELEMETRY IN ICU," $8,976.00 ", N/A , N/A 
74700,0416818,DIAL-A-FLO EXTEN SET, $166.00 , $166.00 , $74.25 
77400,2400034,DIALYSIS PERITONEAL O/P 1 EVAL," $4,717.00 "," $4,717.00 "," $4,717.00 "
77100,9404328,DIAZEPAM 10MG/2ML INJ SYR, $105.00 , $105.00 , $105.00 
77100,9410648,DIAZEPAM 2MG TABLET, $18.00 , $18.00 , $18.00 
77100,9410655,DIAZEPAM 5MG TABLET, $18.00 , $18.00 , $18.00 
77100,9410689,DICLOFENAC 1% GEL 100G, $274.00 , $274.00 , $274.00 
77100,9410697,DICLOFENAC SODIUM 25MG TABLET, $20.00 , $20.00 , $20.00 
77100,9410721,DICLOXACILLIN 250MG CAPSULE, $15.00 , $15.00 , $15.00 
77100,9410747,DICYCLOMINE 10MG CAPSULE, $12.00 , $12.00 , $12.00 
77100,9400839,DICYCLOMINE 20MG/2ML INJECTION, $261.00 , $261.00 , $261.00 
77200,2900561,DIFFUSING CAPACITY STUDY, $731.00 , $731.00 , $731.00 
77100,9410903,DIGOXIN 0.125MG TABLET, $13.00 , $13.00 , $13.00 
77100,9410911,DIGOXIN 0.125MG/2.5ML ELIXIR, $14.00 , $14.00 , $14.00 
77100,9410929,DIGOXIN 0.25MG TABLET, $13.00 , $13.00 , $13.00 
77100,9410937,DIGOXIN 0.25MG/5ML SOLUTION, $46.00 , $46.00 , $46.00 
77100,9402082,DIGOXIN 0.5MG/2ML INJECTION, $28.00 , $28.00 , $28.00 
77100,9402033,DIHYDROERGOTAMINE 1MG/ML INJ, $543.00 , $543.00 , $543.00 
77100,9410952,DILTIAZEM 120MG CD CAPSULE, $19.00 , $19.00 , $19.00 
77100,9462755,DILTIAZEM 125MG/125ML NS INJ, $140.00 , $140.00 , $140.00 
77100,9406406,DILTIAZEM 125MG/25ML INJECTION, $60.00 , $60.00 , $60.00 
77100,9410986,DILTIAZEM 180MG CD CAPSULE, $21.00 , $21.00 , $21.00 
77100,9411000,DILTIAZEM 240MG CD CAPSULE, $25.00 , $25.00 , $25.00 
77100,9406414,DILTIAZEM 25MG/5ML INJECTION, $31.00 , $31.00 , $31.00 
77100,9411026,DILTIAZEM 30MG TABLET, $14.00 , $14.00 , $14.00 
77100,9406422,DILTIAZEM 50MG/10ML INJECTION, $45.00 , $45.00 , $45.00 
77100,9411067,DILTIAZEM 60MG TABLET, $16.00 , $16.00 , $16.00 
77100,9411182,DIPHENDYDRAMINE 25MG CAPSULE, $11.00 , $11.00 , $11.00 
70832,5501531,DIPHENHYDRAMINE 25MG TAB, $1.00 , $1.00 , $1.00 
70832,5502422,DIPHENHYDRAMINE 25MG/10ML ELIX, $3.00 , $3.00 , $3.00 
77100,9418823,DIPHENHYDRAMINE 25MG/10ML ELIX, $15.00 , $15.00 , $15.00 
77100,9411208,DIPHENHYDRAMINE 50MG CAPSULE, $11.00 , $11.00 , $11.00 
70832,5501549,DIPHENHYDRAMINE 50MG INJ, $9.00 , $9.00 , $9.00 
77100,9402173,DIPHENHYDRAMINE 50MG/ML INJ, $42.00 , $42.00 , $42.00 
77100,9454885,DIPHENHYDRAMINE-ZINC 2-0.1 CRM 30G, $38.00 , $38.00 , $38.00 
77100,9411240,DIPYRIDAMOLE-ASA 25-200MG CAP, $32.00 , $32.00 , $32.00 
74700,0406504,DISPOSABLE INNER CANNULA (11-50), $263.00 , $263.00 , $263.00 
74202,1811082,DISPOSABLE SUCTION MAT (51-100), $272.00 , $272.00 , $272.00 
77100,9411315,DIVALPROEX 125MG SPRINKLE CAP, $18.00 , $18.00 , $18.00 
77100,9411349,DIVALPROEX 250MG DR TABLET, $23.00 , $23.00 , $23.00 
77100,9455312,DIVALPROEX 500MG DR TABLET, $34.00 , $34.00 , $34.00 
75008,0108522,DNA ANTIBODY NATIVE/DBL STRAND [AP, $12.39 , $12.39 , $12.39 
77100,9402249,DOBUTAMINE 250MG/20ML INJ, $45.00 , $45.00 , $45.00 
77100,9402256,DOBUTAMINE 250MG-D5W IV 250ML, $107.00 , $107.00 , $107.00 
77100,9454398,DOCETAXEL 80MG/8ML INJ MDV," $7,060.00 "," $7,060.00 "," $7,060.00 "
77100,9442989,DOCUSATE NA-SENNA 50-8.6MG TAB, $12.00 , $12.00 , $12.00 
77100,9411398,DOCUSATE SODIUM 100MG CAPSULE, $11.00 , $11.00 , $11.00 
77100,9411406,DOCUSATE SODIUM 100MG/10ML LIQ, $14.00 , $14.00 , $14.00 
77100,9411422,DOCUSATE SODIUM 250MG CAPSULE, $11.00 , $11.00 , $11.00 
77100,9411505,DONEPEZIL 5MG TABLET, $65.00 , $65.00 , $65.00 
77100,9425570,DONNATAL 16.2MG TABLET, $17.00 , $17.00 , $17.00 
77100,9425612,DONNATAL ELIXIR 5ML, $93.00 , $93.00 , $93.00 
77100,9402330,DOPAMINE 400MG/5ML INJECTION, $48.00 , $48.00 , $48.00 
77100,9402348,DOPAMINE 400MG-D5W 250ML BAG, $230.00 , $230.00 , $230.00 
77100,9406505,DORZOLAMIDE 2% OPHTH SOL 10ML, $329.00 , $329.00 , $329.00 
77100,9411521,DOXAZOSIN 1MG TABLET, $17.00 , $17.00 , $17.00 
77100,9411539,DOXAZOSIN 2MG TABLET, $17.00 , $17.00 , $17.00 
77100,9411554,DOXEPIN 100MG CAPSULE, $17.00 , $17.00 , $17.00 
77100,9411596,DOXEPIN 25MG CAPSULE, $13.00 , $13.00 , $13.00 
77100,9405085,DOXORUBICIN 50MG/25ML INJ, $357.00 , $357.00 , $357.00 
70832,5501572,DOXYCYCLINE 100MG CAP, $4.00 , $4.00 , $4.00 
77100,9406521,DOXYCYCLINE HYCLATE 100MG INJ, $222.00 , $222.00 , $222.00 
77100,9411679,DOXYCYCLINE HYCLATE 100MG TAB, $20.00 , $20.00 , $20.00 
74202,1818053,DRAIN BLAKE (51-100), $272.00 , $272.00 , $272.00 
74202,1808310,DRAIN BLAKE 15FR ROUND, $916.00 , $916.00 , $916.00 
74202,1818442,DRAIN CHEST TUBE WATER SEAL SYS, $83.00 , $83.00 , $83.00 
74700,0403691,DRAIN CHEST UNIT PLUER VAC-165," $1,494.00 "," $1,494.00 ", $666.75 
74202,1808328,DRAIN CONSTAVAC," $1,883.00 "," $1,883.00 "," $1,883.00 "
74202,1823244,DRAIN CONSTAVAC ORTHO, $507.00 , $507.00 , $507.00 
74202,1808336,DRAIN HEMOVAC, $370.00 , $370.00 , $370.00 
74202,1805993,DRAIN JACKSON PRATT, $28.00 , $28.00 , $28.00 
74700,0416834,DRAIN PENROSE, $93.00 , $93.00 , $34.38 
74202,1823251,DRAIN PVC ROUND W TROCAR, $71.00 , $71.00 , $71.00 
74202,1805985,DRAINAGE BAG URINE 2000ML, $16.00 , $16.00 , $16.00 
61795,4001251,DRAINAGE OF SCROTAL WALL ABSCESS," $3,116.00 "," $3,116.00 "," $3,116.00 "
74202,1816016,DRAPE C-ARM MINI, $70.00 , $70.00 , $70.00 
74202,1810241,DRAPE HIP (11-50), $263.00 , $263.00 , $263.00 
74202,1808526,DRAPE MICROSCOPE LEICA, $94.00 , $94.00 , $94.00 
74202,1804335,DRAPE SPIDER SHOULDER STAB KIT, $161.00 , $161.00 , $161.00 
74700,0418756,"DRESING OPTIFOAM >16<=48 SQ""(11-50)", $263.00 , $263.00 , $50.00 
74700,0404996,"DRESS SURGICAL ADHESIVE 4""X6""", $91.00 , $91.00 , $33.96 
70805,5401187,DRESS/DEBRID PART THICK BURNS MED," $1,836.00 "," $1,836.00 "," $1,836.00 "
70805,5401179,DRESS/DEBRID PART THICK BURNS SMALL," $1,530.00 "," $1,530.00 "," $1,530.00 "
74700,0404855,DRESSING ADAPTIC, $85.00 , $85.00 , $31.67 
74700,0415976,DRESSING FOAM MEPILEX, $28.00 , $28.00 , $28.00 
74700,0420075,DRESSING MEDIHONEY CALC ALG, $30.00 , $30.00 , $300.00 
74202,1823202,DRESSING NASAL NASOPORE, $224.00 , $224.00 , $224.00 
74700,0418749,"DRESSING OPTIFOAM 4"" X 4""", $11.00 , $11.00 , $4.84 
74202,1807155,DRESSING PADDING UNDER CAST, $142.00 , $142.00 , $142.00 
74700,0420067,DRESSING PASTE MEDIHONEY 1.5OZ, $86.00 , $86.00 , $86.00 
74700,0420034,DRESSING RAPID RHINO (11-50), $263.00 , $263.00 , $67.00 
74700,0420026,DRESSING RAPID RHINO (51-100), $272.00 , $272.00 , $29.00 
74700,0418384,DRESSING SILVASORB SHEET, $28.00 , $28.00 , $7.81 
74700,0405050,DRESSING TEGADERM IV 7 X 8CM, $63.00 , $63.00 , $23.54 
74700,0405084,"DRESSING TRANSP TEGADERM 6""X8""", $66.00 , $66.00 , $24.38 
74700,0420083,DRESSING UNNA BOOT 10 YD, $25.00 , $25.00 , $25.00 
74700,0405340,DRESSING WOUND GEL 5.5CM, $73.00 , $73.00 , $27.08 
74202,1807171,DRESSING WOUND VAC (11-50), $263.00 , $263.00 , $263.00 
74700,0405191,DRESSING XEROFORM, $66.00 , $66.00 , $24.38 
74700,0419945,"DRESSING, COLLAGEN <=16 SQ IN", $39.00 , $39.00 , $39.00 
74700,0405290,DRESSING:ANTIMICROBAL W/POWDER, $25.00 , $25.00 , $6.88 
74700,0405274,DRESSING:MAXORB EXTRA, $39.00 , $39.00 , $14.38 
74700,0405092,"DRESSNG TRANSP TGADRM 4""X4.75""", $91.00 , $91.00 , $33.96 
75000,0101345,DRG SCRN ANALGESICS NON-OPIOID 1-2, $434.00 , $434.00 , $434.00 
75000,0101519,DRG SCRN ANALGESICS NON-OPIOID 1-2," $1,166.00 ", $197.00 ," $1,166.00 "
74202,1820042,DRILL BIT, $339.00 , $339.00 , $339.00 
74202,1804459,DRILL BIT (101-150), $451.00 , $451.00 , $451.00 
74202,1820414,DRILL BIT (151-200), $631.00 , $631.00 , $631.00 
74202,1813286,DRILL BIT (201-250), $810.00 , $810.00 , $810.00 
74202,1804038,DRILL BIT (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1823830,DRILL BIT (501-750)," $2,243.00 "," $2,243.00 "," $2,243.00 "
74202,1807502,DRILL BIT (51-100), $272.00 , $272.00 , $272.00 
74202,1804046,DRILL BIT (751-1000)," $3,139.00 "," $3,139.00 "," $3,139.00 "
74202,1818897,DRILL BIT BIOMET QUICK RELEASE, $148.00 , $148.00 , $148.00 
74202,1803899,DRIVER PEG DEPUY 2MM F.A.S.T., $114.00 , $114.00 , $114.00 
77100,9411687,DRONABINOL 2.5MG CAPSULE, $58.00 , $58.00 , $58.00 
77100,9449182,DRONEDARONE 400MG TABLET, $41.00 , $41.00 , $41.00 
74700,0404988,DRSG TEGASORB 5-1/2 X 6-3/4, $312.00 , $312.00 , $139.25 
75000,0101279,DRUG ASSAY CARBAMAZEPINE TOTAL," $1,475.00 ", $252.00 ," $1,475.00 "
75008,0108126,DRUG ASSAY CYCLOSPORINE [AP, $16.21 , $16.21 , $16.21 
75000,0101295,DRUG ASSAY DIPROPYLACETIC ACD TOTAL, $522.00 , $522.00 , $522.00 
75000,0101287,DRUG SCREEN QUANT DIGOXIN TOTAL, $515.00 , $515.00 , $515.00 
75000,0101352,DRUG SCREEN QUANT THEOPHYLLINE, $490.00 , $490.00 , $490.00 
75000,0101378,DRUG SCREEN QUANT VANCOMYCIN, $461.00 , $461.00 , $461.00 
75000,0101543,DRUG SCREEN QUANTITATIVE ALCOHOLS, $542.00 , $542.00 , $542.00 
75000,0101303,DRUG SCREEN QUANTITATIVE GENTAMICIN, $466.00 , $466.00 , $466.00 
75000,0101311,DRUG SCREEN QUANTITATIVE LITHIUM, $340.00 , $139.00 , $340.00 
75000,0101360,DRUG SCREEN QUANTITATIVE TOBRAMYCIN, $342.00 , $342.00 , $342.00 
75008,0104695,DRUG SCRN QUANT MYCOPHENOLATE [AP, $19.66 , $19.66 , $19.66 
75000,0101329,DRUG SCRN QUANT PHENOBARBITAL, $496.00 , $496.00 , $496.00 
75000,0101337,DRUG SCRN QUANT PHENYTON TOTAL, $483.00 , $483.00 , $483.00 
75008,0107888,DRUG SCRN QUANT TACROLIMUS [AP, $12.46 , $12.46 , $12.46 
75000,0118455,DRUG TEST DEF 15-21 CLASSES QL/QN, $511.00 , $511.00 , $511.00 
75000,0118463,DRUG TEST DEF 15-21 CLASSES QL/QN, $635.00 , $635.00 , $635.00 
75008,0118489,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $12.66 , $12.66 , $12.66 
75008,0118513,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $15.84 , $15.84 , $15.84 
75008,0118539,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $16.75 , $16.75 , $16.75 
75008,0118471,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $17.18 , $17.18 , $17.18 
75008,0118547,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $18.05 , $18.05 , $18.05 
75008,0118521,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $19.97 , $19.97 , $19.97 
75008,0118497,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $20.45 , $20.45 , $20.45 
75008,0118505,DRUG TEST DEF 1-7 CLASSES QL/QN [AP, $21.51 , $21.51 , $21.51 
75000,0118430,DRUG TEST DEF 1-7 CLASSES QUAL/QUAN, $435.00 , $435.00 , $435.00 
75000,0118448,DRUG TEST DEF 8-14 CLASSES QL/QN, $402.00 , $402.00 , $402.00 
75000,0102053,DRUG TEST PRESMP INST ASSIST EA DOS, $564.00 , $564.00 , $564.00 
77100,9411711,DULOXETINE 30MG DR EC CAPSULE, $61.00 , $61.00 , $61.00 
77100,9425620,DUONEB 2.5-0.5MG/3ML INH SOL, $26.00 , $26.00 , $26.00 
77100,9443516,DUOVISC 0.35V-0.4P OPH INJ KIT," $1,369.00 "," $1,369.00 "," $1,369.00 "
70105,1202167,DUPLEX VENOUS EXT UNI/LMTD LWR LT," $1,881.00 "," $1,881.00 "," $1,881.00 "
70105,1202159,DUPLEX VENOUS EXT UNI/LMTD LWR RT," $1,881.00 "," $1,881.00 "," $1,881.00 "
70105,1202142,DUPLEX VENOUS EXT UNI/LMTD UPR LT," $1,881.00 "," $1,881.00 "," $1,881.00 "
70105,1202134,DUPLEX VENOUS EXT UNI/LMTD UPR RT," $1,881.00 "," $1,881.00 "," $1,881.00 "
76300,0303636,DUPLEX VENOUS EXT UNILAT/LMTD LT," $1,881.00 "," $1,881.00 "," $1,881.00 "
76700,4300703,DUPLEX VENOUS EXT UNILAT/LMTD LT," $1,881.00 "," $1,881.00 "," $1,881.00 "
76700,4300745,DUPLEX VENOUS EXT UNILAT/LMTD LT," $1,881.00 "," $1,881.00 "," $1,881.00 "
