Procedure Name,  Price   
"SPINE,LUMBAR,3 VIEWS",$714.00 
"SPINE, LUMBAR MIN 4VWS","$1,217.00 "
"SPINE,AP/LAT/BEND","$1,559.00 "
"PELVIS,LIMITED",$572.00 
"PELVIS,MIN 3 VWS",$884.00 
SACROILIAC JOINTS 2 VWS,$572.00 
SACRUM & COCCYX,$722.00 
CLAVICLE,$519.00 
SCAPULA,$656.00 
"SHOULDER, SNGL VIEW",$447.00 
"SHOULDER, 2VW MIN",$623.00 
"ACROMIO-CLVICULAR JTS,BI",$799.00 
"HUMERUS, 2VW MIN",$596.00 
"ELBOW,LIMITED",$519.00 
"ELBOW, 3VW MIN",$572.00 
FOREARM 2 VWS,$490.00 
UPPER EXTREMITY INFANT,$423.00 
"WRIST,LIMITED",$572.00 
"WRIST, 3VW MIN",$656.00 
"HAND,LIMITED",$412.00 
"HAND, 3VW MIN",$572.00 
FINGER(S),$380.00 
"HIPS/PELVIS,INFANT CMPLT",$722.00 
"KNEE,LIMITED",$623.00 
KNEES/BILAT AP STANDING,$371.00 
KNEE W/OBLIQUES 3 VW MIN,$714.00 
KNEE COMP 4 VW MIN,$802.00 
TIB/FIB 2 VWS,$635.00 
LOWER EXT INFANT AP&LAT,$423.00 
"ANKLE,LIMITED",$474.00 
"ANKLE, 3VW MIN",$522.00 
FOOT 2-VIEW,$544.00 
"FOOT, 3VW MIN",$575.00 
CALCANEUS,$398.00 
TOE(S),$415.00 
CHANGE/REPO GASTROSTOMY TUBE,"$2,862.30 "
"ABDOMEN,SINGLE VIEW(KUB)",$506.00 
"ABDOMEN,ADD OBLIQUE/CONE",$730.00 
COMP ACUTE ABD,$926.00 
"ABDOMEN/CHEST,DET FORBDY",$376.00 
E R C P,"$2,115.00 "
ESOPHAGUS,"$1,148.00 "
UPPER GI W/AIR,"$1,643.00 "
UPPER GI AIR/SMALL BOWEL,"$1,619.00 "
SMALL BOWEL,"$1,348.00 "
"COLON,BARIUM ENEMA","$1,452.00 "
"CHOLANGIOGRPHY,OPERATV","$1,180.00 "
ENDO CATH BILIARY SYSTEM,"$1,684.00 "
INJ BILIARY EXIST CATH,$834.00 
CHOLECYSTOSTOMY PERC,"$10,967.15 "
"CYSTOGRAPHY,COMPLETE",$758.22 
"URETHROCYSTOGRAPHY,RETR",$696.93 
"URETHROCYSTOGRAPHY,VOID",$696.93 
FLUOROSCOPY LESS THAN 1H,$696.93 
BONE SURVEY COMPLETE,"$1,395.00 "
"BONE SURVEY,INFANT",$688.00 
SCREENING MAMMOGRAPHY,$363.00 
MAMMO DUCTGRAM SINGLE,$696.93 
MAMMOGRAPHY UNILATERAL,$599.00 
"MAMMOGRAPHY,BILATERAL",$748.00 
WIRE LOCALIZATION-BREAST,"$3,350.00 "
STEREOTACTIC BREAST BX,"$4,044.09 "
BX BRS NEED GUI,$540.00 
INJECT BREAST XRAY,$795.00 
INTRO LONG GI TUBE,"$2,863.00 "
SPINAL PUNCTURE,"$3,634.61 "
BRST PREOP PL NDL 1ST LS,"$1,334.00 "
ASPIR/INJ INTERMED JOINT,$415.00 
ASPIR/INJ MAJOR JOINT,$522.00 
"PYELOGRAPHY,RETROGRADE","$1,369.11 "
PERQ VERTPLSTY 1 BDY LUMBAR,"$15,260.45 "
PERC VERTPLSTY EA ADD BDY,"$5,000.00 "
DRAIN BL W/CATH INSERTION,"$5,087.04 "
ABD CATHETER W/SERIAL,"$7,478.22 "
EXTREMITY UNI W/O SERL,"$7,478.22 "
"VISCERAL SELECTIVE,COMP","$12,794.88 "
"ANGIO,ADD VESSEL COMP","$2,584.00 "
VENOGRAM EXTREMITY UNI,"$2,044.00 "
INFERIOR VENACAVAGRAM,"$7,478.22 "
SUPERIOR VENACAVAGRAM,"$1,965.00 "
VENOGRAPHY RENAL UNILA,"$7,478.22 "
"TCATH THERPY,INFS W/ANG","$12,794.88 "
ANGIO EXIST CATH P THRPY,"$2,948.91 "
PERC PLACE IVC FILTER,"$17,294.55 "
PERC DRN ABSC W/CATH,$883.00 
INJ PERC EXT PSEUDANYSM,"$1,837.71 "
INJECT VENOGRPHY EXTRMTY,"$4,220.00 "
FLUOROSCOPY GREAT THN1HR,$508.00 
FLUORO BX/ASP/INJ/GUIDE,$627.00 
DRAIN PERCUT ABSCESS,$992.00 
INJECT BLADDER RETRO UR SITE,"$1,290.00 "
INJECT KIDNEY XRAY,$850.00 
INJECT LIVER XRAY,"$1,912.00 "
INSERT BILE DUCT DRAIN,"$2,767.00 "
DEBR MUSCLE/FASCIA EA,"$1,054.50 "
INSERTION OF PLEURAL CATHETER,"$2,486.00 "
OCCLSN/EMBL CATH CNS,"$11,109.00 "
PLACE CATH AORTA,"$2,616.00 "
SC NS PICC CATH PERIPH >5,"$4,108.75 "
SC REPL CATH N-TNL W/O PORT,"$4,108.75 "
SC REPL CATH TNL W/O PORT,"$9,322.30 "
SC REPL DVC TNL W/PORT,"$11,200.85 "
SC REPL PICC W/O PORT,"$4,108.75 "
SC REM DVC TNL W/PORT,"$4,108.75 "
SC INJ CONTRAST W/FLUORO,$881.40 
SC REPOS CV CATH W/FLUORO,"$4,108.75 "
SC INS CATH TNL CV>5,"$9,322.30 "
SC INS CATH NON-TNL CV >5,"$4,108.75 "
Insertion of PICC w/port > 5 y,"$9,907.20 "
ARTERIAL SAMPLING OR MONITORNG,$864.00 
TRANSCATH THRPY NON-CORO,"$1,254.00 "
TRANSCATHETER OCCLUSION,$858.00 
SWALLOWING FUNCTION WITH CINE,$343.38 
FLUOROSCOPY LESS THAN 1H,$696.93 
PROTEIN; URINE,$4.01 
CTA CHEST WO/W CONTRAST,"$3,400.00 "
CTA ABD LE RO WO/W CONT,"$4,879.56 "
CTA HEAD WO/W CONTRAST,"$3,400.00 "
CTA NK WO/W CONTRAST,"$3,400.00 "
CTA PELVIS WO/W CONTRAST,"$4,879.56 "
CTA UE WO/W CONTRAST,"$3,400.00 "
CTA LE WO/W CONTRAST,"$4,879.56 "
DILATE ESOPH BY BALLOON/DILATO,"$7,500.00 "
CT HEAD W/O CM,"$2,628.00 "
CT HEAD W/CM,"$2,979.00 "
CT HEAD WO/W CM,"$3,242.00 "
CT HEART W/ CALCIUM SCORE,"$2,200.00 "
CT FACIAL W/O CM,"$2,628.00 "
CT FACIAL W/CM,"$2,979.00 "
CT NECK W/O CM,"$2,628.00 "
CT NECK W/CM,"$2,979.00 "
CT NECK WO/W CM,"$3,242.00 "
CT ORB/EAR/P FOS WO CM,"$2,628.00 "
CT ORB/EAR/P FOS W CM,"$2,979.00 "
ASP BLADDER NDL,"$3,518.00 "
CT CHEST W/CM,"$2,979.00 "
CT CHEST WO/W CM,"$3,242.00 "
CT SP CERV W/O CM,"$2,628.00 "
CT SP CERV WO/W CM,"$3,242.00 "
CT SP THOR W/O CM,"$2,628.00 "
CT SP LUMB W/O CM,"$2,628.00 "
CT SP LUMB W/CM,"$2,979.00 "
CT THORAX W/O CM,"$2,628.00 "
CT PELVIS W/O CM,"$2,628.00 "
CT PELVIS W/CM,"$2,979.00 "
CT PELVIS WO/W CM,"$3,242.00 "
CT ABD & PELVIS W&W/O CONT 1+,"$2,622.41 "
CT UE W/O CM,"$2,628.00 "
CT UE W/CM,"$2,708.00 "
CT UE WO/W CM,"$3,242.00 "
CT LE W/O CM,"$2,628.00 "
CT LE W/CM,"$2,979.00 "
CT LE WO/W CM,"$3,242.00 "
CT ABDOMEN W/O CM,"$2,628.00 "
CT ABDOMEN W/CM,"$2,979.00 "
CT NDL BIOPSY,"$2,891.00 "
CT ABDOMEN AND PELVIS W/O CONT,$947.65 
CT ABDOMEN AND PELVIS W CONTRA,"$1,514.00 "
CT ABDOMEN AND PELVIS W/O W/CO,"$1,924.95 "
BIOPSY ABDOMINAL MASS,"$5,561.05 "
BIOPSY BONE DEEP,"$2,814.00 "
BIOPSY LUNG OR MEDIASTINUM,"$4,044.09 "
BIOPSY RENAL PERC,"$3,518.00 "
"BX LIVER, PERC NDL","$3,518.00 "
PARACENTESIS  ABD W/IMAG GUIDE,"$2,230.47 "
VENOUS STUDY COMP EXTREMITY BI,"$1,389.00 "
US GUIDE FOR VENOUS ACCESS,$461.00 
ART/VEN FLOW ABD LTD,"$1,324.00 "
SOFT TISSUE HEAD/NECK,$957.00 
US CHEST B-SCAN,$580.00 
THORANCENTS TUBE INSERT,"$1,837.71 "
US BREAST BIOPSY,"$4,044.09 "
ULTRASOUND BREAST LIMITED,$752.85 
US BREAST UNILATERAL,$752.85 
ASPIR BREAST CYST,$787.00 
BRST PREOP PL NDL 1ST LS,$833.00 
US ABDOMEN COMPLETE,"$1,307.00 "
US ABDOMEN LTD/QUAD/FU,$619.00 
US RETROPERITONEAL COMP,"$1,301.00 "
US RETROPERITONEAL LTD,$925.00 
US TRANSPLANT KIDNEY,"$1,305.00 "
US SCROTUM CONTENTS,$930.00 
US SPINAL CANAL,$442.00 
US OB LTD 1OR> FETUS,$344.00 
FETAL BIOPHYSICAL PROF,$925.00 
OB US < 14WKS TRANSABDOMINAL,$475.00 
US OB COMP>14WK SGL GEST,"$1,301.00 "
INFANT HEAD ECHO,"$1,100.00 "
US TRANSVAGINAL,$580.00 
OB ULTRASOUND TRANSVAGINAL,$419.00 
US OB COMP>14WK ADD GEST,"$1,869.00 "
US PELVIC COMPLETE,"$1,301.00 "
US PELVIC LTD/FU,$748.00 
US TRANSRECTAL,"$1,301.00 "
 ULTRASOUND EXTREMITY NON VASC,$343.38 
US INFANT HIPS DYNAMIC,$442.00 
US INFANT HIPS LTD STATC,$442.00 
US GUIDE NEEDLE PLACEMNT,$328.00 
INTRAOPERATIVE ECHO,"$1,514.00 "
BX BRS PERC W/DEVICE,"$1,035.00 "
"BX MUSCLE,PERC NDL","$1,074.00 "
"BX LIVER, PERC NDL","$1,074.00 "
BX ABD/RETROPER PERC NDL,"$1,496.00 "
BX RENAL PERC NDL,"$1,599.00 "
PERC DRN LIVER ABSC/CYST,"$1,097.00 "
PELVIS/RENAL CYST,$787.00 
EXT DRN PSEUDOCYST PERC,"$2,318.00 "
DRN OVARY CYST ABDOMINAL,"$3,835.00 "
DRN PELVIC ABSC P,"$1,756.00 "
GI LAB 1 HOUR,"$2,500.00 "
GI LAB ADD EACH 15 MINUTES,$75.00 
MOD SED SAME PHYS<5YRS 1ST 15M,$510.15 
MOD SED SAME PHYS+5YR 1ST 15M,$511.00 
MOD SED SAME PHYS +5YR ADD 15M,$222.00 
MOD SED OTH PHYS+5YR 1ST 15MIN,$363.91 
TC99 ALBUMIN MAA 1.0 MCI,$9.78 
GA67 CITRATE 1MCI,$226.00 
IN111 DTPA .5MCI,$981.00 
IN111 OXINE .5MCI,$981.00 
TC99 MEDRONAT UPTO 30MCI,$33.20 
NM MAG 3 MERTIATIDE PER MCI,$34.56 
NM ISOTOPE TC99M RED BLOOD CEL,$9.70 
TC99 SESTAMIBI DOSE,$602.80 
TL201 CHLORIDE 1MCI,$704.70 
XE133    10 MCI,$47.18 
TC99 PERTECHN PER MCI,$1.03 
TC99 MEBROFENIN PER MCI,$13.65 
I 123 SOD CAP PER 100 UCI,$45.95 
TX I131 SOD CAP PER MCI,$59.94 
TC99 SULFUR COLLOID DOSE,$28.13 
TUMOR LOCAL WHOLEBODY,"$3,608.04 "
THYROID C/M IMG WHOL BDY,"$1,477.00 "
PARATHYROID IMAGING,"$1,326.00 "
ABSCESS LOCL WHBDY,"$3,608.04 "
LYMPHATICS & LYMPH NODES,"$2,059.00 "
LIVER IMAGING (SPECT),"$3,608.04 "
LIVER/SPLEEN VASC FLOW,"$1,974.00 "
HEPATOBILIARY IMG W/GBLD,"$2,294.32 "
GI BLOOD LOSS STUDY,"$1,981.00 "
INTESTINE IMAGING,"$1,227.00 "
NM THERAPY,$715.44 
BONE IMAGING WHOLE BODY,"$2,217.00 "
BONE IMAG 3 PHASE TECH,"$2,384.00 "
BONE IMG TOMOGRM (SPECT),"$3,005.00 "
CARD TOM(SPECT)REST ONLY,"$4,288.15 "
CARD TOM(SPECT)REST&EXCR,"$4,288.15 "
GATED HEART PLANAR SNGL,"$2,784.00 "
PULM PERF PARTICULATE,"$1,456.00 "
NM PULM VENT/PERF IMAGING,"$3,117.00 "
CEREBRAL VASCULAR FLOW,"$1,528.00 "
CISTERNOGRAM,"$1,474.00 "
KIDNEY IMG VASC/FUNCTION,"$1,574.00 "
TUMOR LOCAL LTD,"$1,048.32 "
MRI SP CERV W/WO CM,"$3,036.00 "
MRI SP THOR W/WO CM,"$3,036.00 "
MRI SP LUMB W/WO CM LTD,"$3,036.00 "
MRA HEAD W/O CONTRAST,"$3,910.00 "
MRA NK W/O CONTRAST,"$3,910.00 "
MRI SP CERV W/O CM,"$2,444.00 "
MRI SP THOR W/O CM,"$2,444.00 "
MRI SP LUMB W/O CM,"$2,444.00 "
MRI BR/HEAD W/O CM,"$2,444.00 "
MRI BR/HEAD W/CM,"$2,444.00 "
MRI BR/HEAD W/WO CM,"$3,370.00 "
MRI UE JNT WO/W CONTRAST,"$2,125.00 "
MRI PELVIS W/O CONTRAST,"$2,703.00 "
MRI PELVIS WO/W CONTRAST,"$2,703.00 "
MRI ABD W/CONTRAST,"$2,350.00 "
MRI ABD WO/W CONTRAST,"$2,350.00 "
MRI LE NO JNT W/O CONT,"$2,125.00 "
MRI LE JNT W/CONTRAST,"$2,350.00 "
MRI LE JNT WO/W CONTRAST,"$2,350.00 "
MRI ORBIT/FACE/NECK WO,"$2,444.00 "
MRI PELV W CTRS,"$2,444.00 "
MRI UE/NOT JNT WO/W CTRS,"$2,444.00 "
MRI UE/JNT WO CTRS,"$2,444.00 "
MRI LE/JNT WO CTRS,"$2,444.00 "
MRI ABD WO CTRS,"$2,444.00 "
MRI SP CERV W/CM,"$2,703.00 "
MRI RECONSTRUCTION DEPENDENT,$199.00 
MRI SP THOR W/CM,"$2,703.00 "
MRI SP LUMB W/CM,"$2,760.00 "
AEROSOL TREATMENT,$559.14 
HHN TX DEMO AND/OR EVAL,$559.14 
HAND HELD NEB TREATMENT,$559.14 
ABG ANALYSIS,$450.00 
CARBON MONOXIDE ANALYSIS,$154.00 
CPR,$746.49 
INTUBATION,$665.00 
IPPB TREATMENT,$559.14 
IPPB TX DEMO AND/OR EVAL,$559.14 
CPAP INTITIAL,$650.00 
VOLUME VENTILATOR INTL,"$1,800.00 "
SPIROMETRY,$408.96 
SPIRO PRE/POST BR-DIL,$746.49 
DIFFUSION CAPACITY,$270.00 
MDI TREATMENT,$559.14 
PULSE OX SINGLE,$100.00 
EKG 12 LEAD TRACING,$167.88 
OXYGEN SATURATION WALK STUDY,$350.00 
VENT SUBSEQ/DLY,"$1,382.10 "
CHEST WALL MANIP. SUBSEQ,$315.12 
CPAP MGMT DLY/SUBSEQ,$650.00 
HIGH FREQ VENT INITIAL,"$1,800.00 "
CBT 1ST HOUR,$455.90 
IP CCPD,"$2,500.00 "
"HEMODIALYSIS,BICARBONATE","$4,100.00 "
CANCELLATION-TREATMENT,"$1,264.00 "
CCPD PER EXCHANGE,"$1,900.00 "
PT E-STIM INTERM,$244.90 
PT MANUAL THERAPY,$115.20 
PT RE-EVAL LTD,$114.10 
PT WHIRLPOOL INTERM,$260.40 
PT US EA 15 INTERM,$121.90 
PT THER EX EA 15,$115.20 
PT NEUROMUSC RE-ED EA15,$115.20 
PT THERAPEUTC ACT EA 15,$165.00 
PT SLF CR/HM MGMT EA 15,$165.00 
PT ORTHO FIT/TRN EA 15,$115.00 
PT GRP3 THERAPTC PROC(2,$155.10 
PT GAIT/STR TRN EA 15,$165.00 
PT WHLCHR TRN EA 15,$165.00 
CHEST WALL MANIP. INITIAL,$315.12 
"ORTHO/PROS FIT, SUBSEQUENT",$66.50 
OT MANUAL THERAPY EA 15 MIN,$160.00 
OT RE-EVAL LTD,$107.50 
OT PARAFFIN BATH BSC,$76.50 
OT THERAPTC EXER EA 15,$108.60 
OT NEUROMUSC RE-EDUC EA1,$154.00 
OT THERAPTC ACT EA 15,$108.60 
OT SLF CARE HM MGMT EA15,$108.60 
OT ORTH FIT/TRN EA 15MIN,$72.00 
GROUP THERAPY,$198.00 
"COGNITION, MCARE, EACH 15 MIN.",$277.50 
"COGNITION, NON-MCARE UNTIMED",$277.50 
SPEECH EVALUATION,$398.90 
SPEECH/LANG TX CMPLX,$232.70 
SPEECH/LANG TX GRP INTER,$127.40 
SP SWAL/ORAL TX COMPLX,$265.90 
SP SWAL EVAL PHARYN LTD,$177.30 
EVAL CINE VIDEO,$418.00 
SPEECH CONGNITIVE DEV 15 MIN,$121.90 
BLOOD ADMINISTRATION,"$1,125.21 "
CARDIOVERSION ELEC EXTERNAL,"$1,537.98 "
FINE NEEDLE ASP  W/O IMG GUIDE,"$2,230.47 "
ER I&D ABSCESS SIMPLE,$506.85 
ER I&D ABSC CPLX,"$2,400.15 "
ER I&D CYST PILONIDAL SIMPLE,"$1,718.55 "
ER INCISION/REM FB SUBQ SMP,$932.40 
ER I&D HEMATOMA/SEROMA/FLUID,"$4,044.09 "
ER ASP ABSC/HEMA/CYST/BULLA,$932.40 
ASP/INJ GANGLION CYST ANY LOC,$734.10 
"GASTRIC INT, ASP OR LAVG",$746.49 
ER EXC PHALNX DISTAL PARTIAL,"$4,808.00 "
ER AVULSION NAIL PLATE SINGLE,$506.85 
ER AVULSION NAIL PLATE EA ADD,$252.25 
ER EVAC HEMATOMA SUBUNGAL,$315.12 
ER EXCISION NAIL & MATRIX,"$1,234.30 "
ER REPAIR NAIL BED,"$1,464.60 "
ER RPR LAC SMP SCALP <2.5 CM,$506.85 
ER RPR LAC SMP SCALP 2.6-7.5CM,$506.85 
ER RPR LAC SMP SCALP 7.6-12.5,$506.85 
ER RPR LAC SMP SCALP 12.6-20.0,$932.40 
ER RPR LAC SMP SCALP 20.1-30.0,$932.40 
SIM LAC REPAIR OVER 30.0 CM,$506.85 
ER RPR LAC SMP FACE <2.5 CM,$506.85 
ER RPR LAC SMP FACE 2.6-5.0CM,$506.85 
ER RPR LAC SMP FACE 5.1-7.5 CM,$506.85 
ER RPR LAC SMP FACE 7.6-12.5CM,$553.92 
REP LACERATION SIMPLE FACE 12.,$932.40 
REPAIR SIM LAC FACE 20.1-30.0C,$932.40 
REPAIR SIM LAC FACE OVER 30.0C,$750.00 
ER CLOSURE WOUND DEHIS SPRFCL,"$1,791.90 "
ER RPR LAC INT SCLP/AXIL <2.5C,$932.40 
ER RPR LAC INT SCALP/AXIL 2.6-,$932.40 
ER RPR LAC INT SCALP/AX 7.6-12,$932.40 
ER RPR LAC INT NECK 2.6-7.5 CM,$932.40 
ER RPR LAC INT FACE/EAR <2.5CM,$932.40 
ER RPR LAC INT FACE 5.1-7.5CM,$932.40 
ER RPR LAC INT FACE 7.6-12.5CM,$932.40 
ER RPR CPLX SCALP 2.6-7.5C,"$1,464.60 "
ER RPR LAC CPLX SCALP ADD 5.0C,$505.75 
ER TX BURN 1ST DEGREE INITIAL,$506.85 
ER DRESS/DEB BURN <5% TOTAL SM,$506.85 
ER DRESS/DEB BRN 5-10% TTL MED,$506.85 
ER REM FB MUSC/TENDON SMP,"$4,044.09 "
ER INJ TRIGGR PT 1-2 MUSCLE(S),$734.10 
ER ARTHROCENT ASP/INJ JT INTER,$734.10 
ER ARTHROCENT ASP/INJ JT MAJ,$734.10 
ER TX MANDIB CLSD,"$1,379.61 "
ER TX DISL JAW CLSD,$644.70 
ER OBSERVATION PER HR,$86.00 
TX FX HUMER PROX WMAN CLSD,"$6,749.70 "
ER TX DISL SHLDR W/MAN CLSD,$644.70 
ER TX DISL SHLDR W/MAN/ANES CL,"$4,267.35 "
CLSD TX SHLDER DSLC W/FX W/MAN,"$4,049.82 "
ER TX FX HUMER SUPRA/TRAN CLSD,$644.70 
TX FX HUMERAL EPYLR W/MAN CLSD,"$4,049.82 "
ER TX DISL ELBOW W/O ANES CLSD,$644.70 
TX FX MONTEGGIA W/MAN CLSD,"$6,749.70 "
ER TX ELBOW CHILD W/MAN CLSD,$644.70 
ER TX RADIAL HD/NCK CLSD,$644.70 
"CLSD TX ULNAR FX,PROXMAL END W","$4,049.82 "
ER TX RAD/ULNA SHFT W/MAN CLS,"$4,049.82 "
ER TX RADIUS/ULNA W/MAN CLS,"$4,049.82 "
ER TX DISL RADIOULNAR W/MAN CL,$863.41 
TX FX DIS/RAD EPIPHY SEP W/MAN,"$4,049.82 "
ER DRAIN ABSC FINGER SIMPLE,$506.85 
ER DRAIN ABSC FINGER COMPLEX,"$4,044.09 "
ER TX METACARPAL W/MAN CLSD,$644.70 
ER TX DISL (M-P) W/O ANES CLSD,$644.70 
ER TX PHALANX PROX W/MAN CL,$644.70 
ER TX (M-P)(I-P) JT W/MAN,"$4,049.82 "
ER TX PHALANX DIST CLSD,$644.70 
ER TX DISL (I-P) HAND W/O ANES,$644.70 
ER TX HIP TRAUMA W/O ANES,$644.70 
ER TX DISL PATELLR W/O ANES CL,$644.70 
TX FX TIB SHAFT W/MAN CLSD,"$4,049.82 "
TX FX MED MALLEOLUS W/MAN CLSD,"$4,049.82 "
ER TX FIB DIST W/MAN CLSD,$644.70 
ER TX FX BIMALLEOLAR W/MAN CLS,"$4,049.82 "
ER TX FX TRIMALLEOLAR W/MAN CL,"$4,049.82 "
 ER TX FX TIB DIST TRACT W/MAN,"$7,166.30 "
TX FX ARTCLR DISTAL TIBIA CLSD,"$4,049.82 "
ER TX DISL ANKLE W/O ANES CLSD,$644.70 
ER TX DISL ANKLE W/ANES CLSD,"$4,914.55 "
ER REM FB FOOT SUBQ,"$1,718.55 "
TX FX GREAT TOE W/MAN CLSD,$723.50 
ER TX FX PHALANX W/MAN CLSD,$644.70 
ER TX DISL METATARSOPH CLOSED,$644.70 
ER TX DISL (I-P) FOOT W/O ANES,$644.70 
ER APPL SPLINT ARM LONG,$406.26 
ER APPL SPLINT SHORT STAT,$321.45 
ER APPL SPLINT FINGER STATIC,$321.45 
ER STRAPPING SHOULDER,$352.20 
ER STRAPPING ELBOW/WRIST,$355.95 
ER APPL SPLINT LEG LONG,$406.26 
ER APPL SPLINT LEG SHORT,$406.26 
ER STRAPPING KNEE,$321.45 
ER CASTING/STRAPPING UNLSTD PR,$406.26 
ER REM FB NASAL,$315.12 
ER CNTRL NOSEBLEED ANT SMP,$364.25 
ER CNTRL NOSEBLEED ANT CPLX,$364.25 
ER CNTRL NOSEBLEED POST INIT,$364.25 
ER INTUBATION ENDOTRACHEAL,$731.45 
ER TRACHEOSTOMY EMERGENCY,"$3,414.54 "
ER TRACHEOSTOMY CRICOTHYROID,"$3,056.85 "
ER THRACOSTOMY W/TUBE INSRT,"$2,948.91 "
ER INTRO NDL/INTRACATH VEIN,$257.00 
ER INS CATH CV NON-TUNL <5YRS,"$2,948.91 "
ER INS CATH CV NON-TUNL >5YRS,"$3,428.95 "
ER INS PER CV CATH W/O PORT <5,"$2,449.25 "
ER INS CARTH CV NON-TUNL >5YR,"$2,948.91 "
INS PICC W/O SUBQ PORT\PUMP <5,"$2,948.91 "
ER PLACE NDL INFS INTRAOSSEO,$990.03 
THROMBOLYTIC THERAPY STROKE,"$2,060.67 "
ER RPR LIP FULL THICK VERMILN,"$2,411.20 "
LIP SURGERY PROCEDURE,$892.50 
ER RPR LAC MOUTH/TONGUE <2.5CM,$400.65 
ER RPR LAC MOUTH/TONGE >2.6CM,"$2,411.20 "
ER DRAIN ABSC/CYST DENTOALVLR,$484.60 
"DRAINAGE OF ABCESS OF PLTE,UVU",$535.50 
ER I&D ABSC PERITONSILLAR,"$1,371.75 "
ER REM FB PHARNIX,$990.03 
ER CHG TUBE GASTROSTOMY,$688.59 
ER I&D ABSC ISCHIO/PERIRECTAL,"$5,382.10 "
ER I7D ABSC PERIANAL SUPERFIC,"$4,404.55 "
ER INC HEMORRHOID EXTERNAL,$786.20 
ABD PARACENTE W/O IMG GUIDANCE,$932.40 
ER ABD PARACENTESIS WITH IMAGI,"$2,230.47 "
ER CATH BLADDER NON-INDWELLING,$315.12 
ER CATHERIZATION BLADDER SIMP,$315.12 
ER CATH BLADDER CPLX,$408.96 
ER CHG TUBE CYSTOSTOMY SMP,$688.59 
IRRIG CORPORA CAVERNOSA PRIAPI,$688.59 
ER DRAIN ABSC SCROTAL WALL,"$5,022.95 "
ER I&D ABSC VULVA/PERINEAL,$805.05 
ER I&D ABSC GLAND BARTHOLINS,$708.35 
ER VAGINAL DELIVERY ONLY,"$6,818.31 "
ER LUMBAR PUNCTURE DIAGNOSTIC,"$1,630.14 "
ER INJ ANES NRV TRIGEMINAL,$734.10 
ER INJ ANES NERVE PERIPHERAL,"$1,630.14 "
ER REM FB CORNEAL W/O SLIT LMP,$990.03 
ER REM FB CORNEAL W/SLIT LAMP,$366.75 
ER BLEPHAROT EYELID DRAIN ABSC,"$1,136.80 "
ER DRAIN ABSC/HEMA EAR EXT SMP,"$1,718.55 "
ER REM FB CANAL AUD EXT W/O AN,$315.12 
REMOVE IMPACTED EAR WAX UNI,$278.00 
ER REM CERUMEN IMPACTED,$182.60 
IV INF THRPY/PROH/DX ADD SEQ I,$175.00 
IV INF THRPY/PROPH/DX CONCURR,$175.00 
AMPUT JNT/PHLNX W/DIRECT CL SR,"$7,935.69 "
RHOGAM MIN-DOSE IM INJ,$250.00 
ER IMMUN ADMIN ONE VACC,$174.60 
EACH ADDITIONAL VACCINE,$80.00 
ER CPR,$916.90 
ER CARDIOVERSION ELECTV EXTERN,"$1,801.95 "
ER IV INFS THPY FLD INTL 31-1H,$573.27 
ER IV INFUS THPY FLUID ADDL HR,$135.85 
ER IV INFUS THPY/PROPH/DX INTL,$705.15 
ER IV INFUS THPY/PROPH/DX ADDL,$135.85 
ER THER/PRO/DX INJ SQ/IM,$174.60 
ER THERAPYPRO//DX IV PUSH INI,$573.27 
ER THERAPYPRO//DX IV PUSH ADD,$197.25 
EA ADD INJ SAME DRUG<30MIN,$197.25 
IRRIGAT IMPLANT VEN ACCESS DEV,$173.30 
ER CONSC SED S/MD >5YR 1ST 30,$589.96 
ER CONSC SED BY SAME MD EA AD,$589.96 
ER LEVEL I,$221.37 
ER LEVEL II,$373.95 
ER LEVEL III,$657.30 
ER LEVEL IV,"$1,066.59 "
ER LEVEL V,"$1,562.55 "
ER CRITICAL CARE 30-74 MIN W/,"$2,388.65 "
ER CRITICAL CARE ADD 30 M PROC,"$1,194.33 "
SMOKING CESSATION COUNSELING,$91.26 
AIRWAY INHALATION TREATMENT,$559.14 
TREAT HIP SOCKET FRACTURE,"$4,236.32 "
DEB SKN RMV FB AT FX/DISL SITE,"$6,974.61 "
OBSERV MED/SURG 1/HR,$387.50 
OBSERV MED/SURG ADD HR,$117.94 
OBSERV OBSTETRIC 1/HR,$387.50 
OBSERV OBSTETRICS ADD HR,$117.94 
TRANSFUSION BLD/BLD COMP,"$1,125.21 "
CMV RAPID CULTURE,$25.00 
LAMOTRIGINE LEVEL,$30.66 
"ACTH, PLASMA LC",$23.31 
"MICROALBUMIN, 24 HR URINE LC",$5.27 
MITOCHONDRIAL M2 AB,$8.76 
RHO (D) IMM GLO IM 300 MCG,$821.00 
"FDP, PLASMA LC",$13.50 
BILE ACIDS LC,$11.35 
"COCCIDIOIDES Ab QNT,DID",$17.34 
"PH, BODY FLUID LC",$8.41 
COCCIDIOIDES AB CF CSF,$30.75 
FACTOR VIII ACTIVITY LC,$64.56 
"H. PYLORI STOOL AG, EIA LC",$73.00 
AMPHETAMINE CONF GC/MS,$33.95 
"PHENCYCLIDINE, CONFIRM, UR LC",$33.95 
ALDOLASE LC,$2.85 
"ALDOSTERONE LCMS, SERUM LC",$18.40 
ALDOSTERONE URINE,$21.00 
"AFP, SERUM, TUMOR MARKER LC",$7.29 
"METHYLMALONIC ACID, SERUM LC",$20.84 
