"SVCCD","Description","PRICE1","As of Date"
"1216997","ANASTROZOLE 1MG TAB ",81.96,"7/2/2019"
"1217005","ASCORBIC AC 500MG/ML",110.03,"7/2/2019"
"1217006","ASCORBIC AC 500MG TB",1.00,"7/2/2019"
"1217007","ASPIRIN 325MG DR TAB",1.00,"7/2/2019"
"1217008","ASPIRIN 300MG SUPP  ",3.05,"7/2/2019"
"1217009","ASPIRIN 325MG TAB   ",1.00,"7/2/2019"
"1217010","ASPIRIN 81MG CHEW   ",1.00,"7/2/2019"
"1217011","ASPIRIN 81MG DR TAB ",1.00,"7/2/2019"
"1217012","ASPI25-DIPYR200 SRCP",30.06,"7/2/2019"
"1217013","ATENOLOL 25MG TAB   ",15.68,"7/2/2019"
"1217016","ATORVASTATIN 10MG TB",11.87,"7/2/2019"
"1217019","ATROPINE 1% OO 3.5GM",86.61,"7/2/2019"
"1217020","ATROPINE SUL1%OS 5ML",78.90,"7/2/2019"
"1217023","AZELASTINE 137MCG/SP",1018.09,"7/2/2019"
"1217026","AZITHROMYCIN 250MGTB",19.64,"7/2/2019"
"1217028","AZTREONAM 1GM SOLR  ",826.28,"7/2/2019"
"1217032","BACITRACIN 50000U IM",276.18,"7/2/2019"
"1217034","BACLOFEN 10MG TAB   ",13.80,"7/2/2019"
"1217045","BENZO CMPD TINC 60ML",10.78,"7/2/2019"
"1217046","BENZONATATE 100MG CP",17.56,"7/2/2019"
"1217048","BENZTROPINE ME 1MGTB",19.73,"7/2/2019"
"1217058","BICALUTAMIDE 50MG TB",112.61,"7/2/2019"
"1217059","BISACODYL 5MG DR TAB",1.00,"7/2/2019"
"1217060","BISACODYL 10MG SUPP ",1.00,"7/2/2019"
"1217071","BUMETANIDE 1MG/4ML  ",35.28,"7/2/2019"
"1217075","BUPIVACAINE .25%30ML",26.95,"7/2/2019"
"1217076","BUPIVACAINE .5% 30ML",35.92,"7/2/2019"
"1217082","BUPIVA/EPI .25%-1:20",58.37,"7/2/2019"
"1217084","BUPIVAC .25% MPF 10M",15.40,"7/2/2019"
"1217085","BUPROPION 100MG SRTB",23.87,"7/2/2019"
"1217088","BUSPIRONE HCL 5MG TB",14.65,"7/2/2019"
"1217095","CALCITRIOL .25MCG CP",18.31,"7/2/2019"
"1217096","CALCIUM ACE 667MG CP",14.96,"7/2/2019"
"1217099","TAMOXIFEN 10MG TAB  ",20.55,"7/2/2019"
"1217100","TAMSULOSIN 0.4MG CAP",33.24,"7/2/2019"
"1217105","TERAZOSIN 1MG CAP   ",16.10,"7/2/2019"
"1217108","TERBUTALINE 2.5MG TB",14.04,"7/2/2019"
"1217113","BENZ14-BUT2-TET2 60G",745.76,"7/2/2019"
"1217119","THEOPHYL 80MG/15 15M",42.64,"7/2/2019"
"1217120","THIAMINE 100MG TAB  ",1.00,"7/2/2019"
"1217138","TOBR.3-DEX.1%OS2.5ML",677.78,"7/2/2019"
"1217139","TOBR.3-DEXA.1%OIN3.5",531.50,"7/2/2019"
"1217141","TOPIRAMATE 25MG TAB ",29.90,"7/2/2019"
"1217143","TRAMADOL 50MG TAB   ",13.62,"7/2/2019"
"1217147","TRAZODONE 50MG TAB  ",14.62,"7/2/2019"
"1217154","GUAIFENE SR 600MG TB",2.10,"7/2/2019"
"1217156","TRIAMT/HCTZ 37.5 TAB",13.31,"7/2/2019"
"1217165","TROPICAMID 1%OS 15ML",17.32,"7/2/2019"
"1217166","TROPICAMID 1%OS 3ML ",16.19,"7/2/2019"
"1217169","URSODIOL 300MG CAP  ",27.63,"7/2/2019"
"1217171","VALACYCLOVI 500MG TB",60.63,"7/2/2019"
"1217179","VASOPRESSIN 20U/ML  ",1136.33,"7/2/2019"
"1217180","VECURONIUM 10MG INJ ",49.40,"7/2/2019"
"1217181","VENLAFAXI 37.5MG TAB",23.84,"7/2/2019"
"1217185","VENLAFAXI 37.5M SRCP",33.84,"7/2/2019"
"1217190","VERAPAMIL 120MG CRTB",22.53,"7/2/2019"
"1217192","FLUOXETINE 10MG CAP ",6.97,"7/2/2019"
"1217197","WARFARIN 10MG TAB   ",19.75,"7/2/2019"
"1217198","WARFARIN 1MG TAB    ",15.97,"7/2/2019"
"1217199","WARFARIN 2.5MG TAB  ",16.58,"7/2/2019"
"1217200","WARFARIN 5MG TAB    ",17.32,"7/2/2019"
"1217201","WARFARIN 7.5MG TAB  ",18.49,"7/2/2019"
"1217208","ZINC SULF 220MG CAP ",1.00,"7/2/2019"
"1217212","ZOLPIDEM 5MG TAB    ",44.35,"7/2/2019"
"1217213","FUROSEMIDE 20MG TAB ",16.87,"7/2/2019"
"1217214","FUROSEMIDE 40MG TAB ",17.32,"7/2/2019"
"1217215","GABAPENTIN 300MG CAP",20.38,"7/2/2019"
"1217216","GABAPENTIN 100MG CAP",15.11,"7/2/2019"
"1217217","GABAPENTIN 400MG CAP",21.42,"7/2/2019"
"1217218","GALANTAMINE 4MG TAB ",35.43,"7/2/2019"
"1217223","GEMFIBROZIL 600MG TB",16.26,"7/2/2019"
"1217227","GENTAMIC.1% OIN 15GM",71.85,"7/2/2019"
"1217232","GLIPIZIDE 5MG TAB   ",13.36,"7/2/2019"
"1217237","GLYCERIN 1.2GM SUPP ",1.00,"7/2/2019"
"1217239","GLYCOPYR 0.2MG/ML 1M",47.35,"7/2/2019"
"1217242","GUAIF20-COD2MG/ML 5M",17.32,"7/2/2019"
"1217245","HALOPERIDOL 1MG TAB ",14.49,"7/2/2019"
"1217246","HALOPERIDOL 5MG TAB ",18.18,"7/2/2019"
"1217249","HC2.5-PRAM1%CRM 30GM",97.20,"7/2/2019"
"1217256","CALC CARB 500MG CHW ",1.00,"7/2/2019"
"1217257","CA CARB250-VITD125TB",1.00,"7/2/2019"
"1217260","CALCIUM CL 10% 10ML ",76.35,"7/2/2019"
"1217267","CAPTOPRIL 25MG TAB  ",15.54,"7/2/2019"
"1217268","CARBACHOL .01% 1.5ML",625.48,"7/2/2019"
"1217269","CARBAMAZEP 100MG CHW",14.74,"7/2/2019"
"1217275","CARBOPROST 250MCG/ML",2121.83,"7/2/2019"
"1217294","CEFUROXIME 250MG TAB",40.07,"7/2/2019"
"1217295","CELECOXIB 100MG CAP ",22.21,"7/2/2019"
"1217304","CHLORDIAZEPOXIDE 25M",17.32,"7/2/2019"
"1217305","CHLORDIAZEPOX 10MGCP",17.32,"7/2/2019"
"1217311","CHLORPHENIRAMINE 4MG",1.00,"7/2/2019"
"1217314","CHLORTHALIDONE 25MGT",14.76,"7/2/2019"
"1217320","PENTOXIFYL 400MGCRTB",14.94,"7/2/2019"
"1217329","NA CIT500-CIT A334/5",95.07,"7/2/2019"
"1217332","CLARITHROMYC 250MGTB",24.44,"7/2/2019"
"1217334","CLINDI2.5-CHLOR5MGCP",15.39,"7/2/2019"
"1217335","CLINDAMYCIN 150MG CP",21.48,"7/2/2019"
"1217338","CLINDAMYCIN600MG/4ML",20.53,"7/2/2019"
"1217339","CLONAZEPAM 0.5MG TAB",14.17,"7/2/2019"
"1217340","CLONIDINE-TTS-1 .1MG",225.75,"7/2/2019"
"1217341","CLONIDINE-TTS-2 .2MG",371.85,"7/2/2019"
"1217343","CLONIDINE 0.1MG TAB ",13.53,"7/2/2019"
"1217346","CLOPIDOGREL 75MG TAB",49.83,"7/2/2019"
"1217350","CLOTRIMAZOLE 10MG TR",22.34,"7/2/2019"
"1217352","COCAINE 4% 4ML SOLN ",425.39,"7/2/2019"
"1217354","ACET/CODEI 300/30 TB",15.82,"7/2/2019"
"1217361","PROMET6.25-COD10/5ML",32.49,"7/2/2019"
"1217362","COLCHICINE 0.6MG TAB",8.63,"7/2/2019"
"1217371","CYCLOPENTO 1%OS 2ML ",86.61,"7/2/2019"
"1217372","CYPROHEPTADINE 4MGTB",13.86,"7/2/2019"
"1217389","DIAZEPAM 2MG TAB    ",14.59,"7/2/2019"
"1217390","DIAZEPAM 5MG TAB    ",17.32,"7/2/2019"
"1217391","DICLOFEN .1%OS 2.5ML",403.93,"7/2/2019"
"1217400","DIGOXIN 0.125MG TAB ",13.19,"7/2/2019"
"1217404","DILTIAZEM 30MG TAB  ",15.18,"7/2/2019"
"1217411","DIMETHI 1.5%LOT 236M",38.49,"7/2/2019"
"1217412","HYDRALAZINE 25MG TAB",13.75,"7/2/2019"
"1217413","HYDRALAZINE 10MG TAB",13.98,"7/2/2019"
"1217427","HYDROCORT 1%CR 30GM ",9.87,"7/2/2019"
"1217428","HYDROCORTISON 5MG TB",15.89,"7/2/2019"
"1217431","HYDROXYZINE 10MG/5ML",20.75,"7/2/2019"
"1217432","HYDROXYZINE 25MG TAB",23.72,"7/2/2019"
"1217441","HYOSCYA .125MG/ML 1M",79.28,"7/2/2019"
"1217442","HYCOSCYA .375MG SRTB",18.51,"7/2/2019"
"1217443","HYOSCYAMI.125MG SLTB",15.01,"7/2/2019"
"1217444","IBUPROF 20MG/ML 5ML ",1.00,"7/2/2019"
"1217445","IBUPROFEN 200MG TAB ",1.00,"7/2/2019"
"1217446","IBUPROFEN 400MG TAB ",2.00,"7/2/2019"
"1217447","IBUPROFEN 600MG TAB ",3.00,"7/2/2019"
"1217449","IMIPRAMINE 25MG TAB ",14.55,"7/2/2019"
"1217453","INDOMETHACIN 25MG CP",14.07,"7/2/2019"
"1217461","FE POLYSAC 150MG CAP",1.00,"7/2/2019"
"1217466","ISONIAZID 300MG TAB ",17.24,"7/2/2019"
"1217468","ISOSORBIDE DI 10MGTB",14.72,"7/2/2019"
"1217471","ISOSORBI MON 20MG TB",13.91,"7/2/2019"
"1217473","ISOSORB MON 30MGERTB",17.10,"7/2/2019"
"1217480","KETAMINE 500MG/10ML ",1020.65,"7/2/2019"
"1217481","KETOCONAZ 2%SHAM 120",38.88,"7/2/2019"
"1217486","KETOROLAC 10MG TAB  ",34.84,"7/2/2019"
"1217487","LABETALOL 100MG/20ML",156.54,"7/2/2019"
"1217488","LABETALOL 100MG TAB ",14.96,"7/2/2019"
"1217489","LACTULOSE 20GM/30ML ",32.46,"7/2/2019"
"1217493","LAMOTRIGINE 100MG TB",42.23,"7/2/2019"
"1217498","LATANOPR.005%OS 2.5M",434.64,"7/2/2019"
"1217504","LEVOFLOXACIN 250MGTB",11.86,"7/2/2019"
"1217506","LEVOTHYROXI 25MCG TB",14.97,"7/2/2019"
"1217507","LEVOTHYROX 125MCG TB",16.92,"7/2/2019"
"1217514","LEVOTHYROXI 88MCG TB",15.31,"7/2/2019"
"1217515","LIDOCAINE 5% PATCH  ",18.48,"7/2/2019"
"1217516","LIDOCAINE 2% GEL 5ML",48.35,"7/2/2019"
"1217520","LIDOCAINE 1% 20ML   ",26.63,"7/2/2019"
"1217521","LIDOCAINE 2% INJ 20M",39.13,"7/2/2019"
"1217522","LIDOCAINE2%100MG/5ML",110.98,"7/2/2019"
"1217526","LIDOCAINE 0.5% 50ML ",34.97,"7/2/2019"
"1217527","LIDOCAINE-MPF1% 30ML",207.86,"7/2/2019"
"1217528","LIDOCAINE 4% 5ML AMP",62.87,"7/2/2019"
"1217538","LIDO2.5-PRIL2.5CR 5G",83.31,"7/2/2019"
"1217543","LINEZOLID 600MG TAB ",690.86,"7/2/2019"
"1217547","LISINOPRIL 10MG TAB ",15.13,"7/2/2019"
"1217548","LITHIUM CARB 300MGCP",17.32,"7/2/2019"
"1217550","LOPERAMIDE 2MG CAP  ",14.63,"7/2/2019"
"1217552","LORATADINE 10MG TAB ",1.00,"7/2/2019"
"1217553","LORAZEPAM 0.5MG TAB ",15.51,"7/2/2019"
"1217561","MAGNESIUM CITR 300ML",24.06,"7/2/2019"
"1217564","MAGNESIUM OX 400MGTB",1.00,"7/2/2019"
"1217569","DINOPROS 10MG VG INS",1921.31,"7/2/2019"
"1217571","DIPHENHY 2.5MG/ML 5M",6.97,"7/2/2019"
"1217573","DIPHENHYDRAMI25MG CP",1.00,"7/2/2019"
"1217575","DIPHENO2.5-ATR.025TB",14.27,"7/2/2019"
"1217581","DIVALPROEX 250MGDRTB",23.79,"7/2/2019"
"1217585","DOCUSATE CA 240MG CP",1.00,"7/2/2019"
"1217588","DOCUSATE NA 100MG CP",1.00,"7/2/2019"
"1217589","DONEPEZIL 5MG TAB   ",64.91,"7/2/2019"
"1217596","DOXEPIN 25MG CAP    ",14.27,"7/2/2019"
"1217600","DOXYCYCLINE 100MG IV",294.14,"7/2/2019"
"1217601","DOXYCYC HYC 100MG TB",12.58,"7/2/2019"
"1217610","ENALAPRILAT1.25MG/ML",151.39,"7/2/2019"
"1217611","ENTACAPONE 200MG TAB",33.65,"7/2/2019"
"1217612","EPINEPHRINE 1MG/10ML",20.73,"7/2/2019"
"1217615","EPINEP 1MG/ML 30MLVL",7.83,"7/2/2019"
"1217618","RACEPINEPH 2.25% .5M",20.53,"7/2/2019"
"1217619","ERGOCALCI 50000UN CP",23.69,"7/2/2019"
"1217623","ERYTHR OP5MG/GM 3.5G",306.01,"7/2/2019"
"1217624","ERYTHR OP5MG/GM 1GM ",203.69,"7/2/2019"
"1217632","ESMOLOL 10MG/ML 10ML",458.37,"7/2/2019"
"1217633","ESTRAD.05MG/24 PT 1X",136.17,"7/2/2019"
"1217634","ESTRADIOL 1MG TAB   ",13.36,"7/2/2019"
"1217649","ETOMIDATE 2MG/ML 10M",239.61,"7/2/2019"
"1217651","FAMOTIDINE 20MG/2ML ",17.32,"7/2/2019"
"1217652","FAMOTIDINE 20MG TAB ",1.00,"7/2/2019"
"1217672","FOLIC ACID 1MG TAB  ",1.00,"7/2/2019"
"1217673","FOLIC ACID 50MG/10ML",443.62,"7/2/2019"
"1217675","FOLIC AC/B COMX W/C ",12.38,"7/2/2019"
"1217684","FENTANYL 25MCG/HR PT",124.06,"7/2/2019"
"1217685","FENTANYL 50MCG/HR PT",289.13,"7/2/2019"
"1217686","FENTANYL 75MCG/HR PT",412.81,"7/2/2019"
"1217687","FENTANY 100MCG/HR PT",534.55,"7/2/2019"
"1217691","FERR SULF 325MG TAB ",1.00,"7/2/2019"
"1217692","FERR SULF/FA/C/B CMX",12.01,"7/2/2019"
"1217695","FLUCONAZ 10MG/ML 1ML",68.64,"7/2/2019"
"1217696","FLUCONAZOLE 100MG TB",11.86,"7/2/2019"
"1217697","FLUDROCORTIS .1MG TB",15.41,"7/2/2019"
"1217698","FLUMAZENIL 0.5MG/5ML",39.46,"7/2/2019"
"1217710","MECLIZINE 12.5MG TAB",2.24,"7/2/2019"
"1217712","MEDROXYPROGE 2.5MGTB",14.98,"7/2/2019"
"1217716","MELOXICAM 7.5MG TAB ",1.18,"7/2/2019"
"1217736","AMLODIPINE 2.5MG TAB",9.57,"7/2/2019"
"1217741","HYDROCORT 25MG SUPP ",28.73,"7/2/2019"
"1217742","BUT50-APAP325-CF40TB",16.63,"7/2/2019"
"1217743","ARTIFIC TEARS OS15ML",9.62,"7/2/2019"
"1217749","BELLADONNA/OPIUM 15A",94.72,"7/2/2019"
"1217757","BISMUTH SU 262MG CHW",1.00,"7/2/2019"
"1217769","CARBID10-LEVO100MGTB",16.14,"7/2/2019"
"1217770","CARBI25-LEVOD250MGTB",23.43,"7/2/2019"
"1217771","CARVEDILO 3.125MG TB",18.11,"7/2/2019"
"1217779","DANTROLENE 20MG INJ ",2155.83,"7/2/2019"
"1217788","EPHEDRINE 50MG INJ  ",262.92,"7/2/2019"
"1217795","FLAVOXATE 100MG TAB ",19.51,"7/2/2019"
"1217801","GLYCOPYRROLATE 1MGTB",39.40,"7/2/2019"
"1217802","GOLYTELY 4L         ",355.02,"7/2/2019"
"1217810","HYDROMORPHONE 2MG TA",14.19,"7/2/2019"
"1217811","HYDROXYCHLOR 200MGTB",17.36,"7/2/2019"
"1217816","LAMOTRIGINE 25MG TAB",20.79,"7/2/2019"
"1217819","MEGESTROL 20MG TAB  ",33.88,"7/2/2019"
"1217825","METFORMIN 500MG TAB ",13.56,"7/2/2019"
"1217826","METFORMIN 850MG TAB ",20.51,"7/2/2019"
"1217833","MISOPROSTO 100MCG TB",22.96,"7/2/2019"
"1217837","MORPHINE 30MG ER TAB",18.92,"7/2/2019"
"1217839","MUPIROCIN 2%OIN 22GM",280.78,"7/2/2019"
"1217840","NABUMETONE 500MG TAB",22.14,"7/2/2019"
"1217849","OLANZAPINE 10MG TAB ",67.59,"7/2/2019"
"1217851","OXYCODONE 20MG SR TB",34.83,"7/2/2019"
"1217853","PAROXETINE 10MG TAB ",11.47,"7/2/2019"
"1217873","PIOGLITAZONE 15MG TB",35.53,"7/2/2019"
"1217880","PROBENECID 500MG TAB",17.08,"7/2/2019"
"1217888","PSYLIUM PACK        ",17.32,"7/2/2019"
"1217897","ROPINIROLE 1MG TAB  ",16.79,"7/2/2019"
"1217902","SOD BICARB 8.4% 10ML",107.46,"7/2/2019"
"1217904","SULFASALAZIN 500MGTB",13.45,"7/2/2019"
"1217909","TERAZOSIN 5MG CAP   ",11.44,"7/2/2019"
"1217914","THEOPHYLLI 400MG TAB",6.72,"7/2/2019"
"1217918","TOBRAMYCIN UPTO 80MG",50.36,"7/2/2019"
"1217932","TRIPLE DYE          ",14.03,"7/2/2019"
"1217939","VITAMIN E 400IU CAP ",1.00,"7/2/2019"
"1217940","WARFARIN 2MG TAB    ",16.23,"7/2/2019"
"1217941","SERTRALINE 100MG TAB",11.32,"7/2/2019"
"1217957","EZETIMIBE 10MG TAB  ",34.96,"7/2/2019"
"1217961","CILOSTAZOL 50MG TAB ",27.55,"7/2/2019"
"1217972","METFORMIN 500MG SRTB",15.07,"7/2/2019"
"1217975","METHADONE 10MG TAB  ",14.21,"7/2/2019"
"1217978","METHOCARBAM 500MG TB",14.11,"7/2/2019"
"1217979","METHYLDOPA 250MG TAB",13.44,"7/2/2019"
"1217983","METHYLERGONOV .2MGTB",21.94,"7/2/2019"
"1217987","METOCLOPRAMIDE 5MGTB",18.07,"7/2/2019"
"1217988","METOLAZONE 2.5MG TAB",17.96,"7/2/2019"
"1217991","METOPROLO 1MG/ML 5ML",27.58,"7/2/2019"
"1217992","METRONIDAZOL 250MGTB",15.07,"7/2/2019"
"1218003","MINERAL OIL 30ML    ",17.32,"7/2/2019"
"1218004","MINOCYCLINE 100MG CP",25.35,"7/2/2019"
"1218005","MINOXIDIL 2.5MG TAB ",18.41,"7/2/2019"
"1218008","MIRTAZAPINE 15MG ODT",31.07,"7/2/2019"
"1218014","CEFOXITIN 1GM INJ   ",399.99,"7/2/2019"
"1218021","PRAVASTATIN 10MG TAB",32.10,"7/2/2019"
"1218027","PHENYLEPH.25%SPR 15M",9.65,"7/2/2019"
"1218033","MONTELUKAST 10MG TAB",38.49,"7/2/2019"
"1218034","MONTELUKAST 4MG CHEW",18.56,"7/2/2019"
"1218035","MORPHINE 15MG SR TAB",15.97,"7/2/2019"
"1218037","MORPHINE 15MG TAB   ",12.13,"7/2/2019"
"1218042","MVI-12 2X5ML VL     ",167.43,"7/2/2019"
"1218053","NAFCILLIN 2GM SOLR  ",480.18,"7/2/2019"
"1218054","NAFCILLIN 1GM SOLR  ",373.69,"7/2/2019"
"1218060","NAPROXEN 250MG TAB  ",15.13,"7/2/2019"
"1218061","NAPROXEN 375MG TAB  ",18.57,"7/2/2019"
"1218068","NEO/POLY/DEX.1%OS 5M",159.42,"7/2/2019"
"1218070","NEO/BAC/POLY OIN 60G",11.37,"7/2/2019"
"1218076","NEOMYCIN 500MG TAB  ",27.40,"7/2/2019"
"1218081","NIACIN 500MG TAB CR ",1.00,"7/2/2019"
"1218083","NICOTINE 14MG/24HR P",11.20,"7/2/2019"
"1218084","NICOTINE 21MG/24HR P",12.60,"7/2/2019"
"1218087","NIFEDIP OSM 30MGSRTB",19.40,"7/2/2019"
"1218088","NIFEDIP OSM 90MGSRTB",25.52,"7/2/2019"
"1218089","NIFEDIPINE 10MG CAP ",16.03,"7/2/2019"
"1218091","NITROFURANTOIN50MGCP",19.10,"7/2/2019"
"1218098","NITROGLYC .2MG/HR PT",37.32,"7/2/2019"
"1218099","NITROGLYCER 0.4MG/HR",44.15,"7/2/2019"
"1218102","NITROGLYCE .4MG SLTB",23.62,"7/2/2019"
"1218105","NITROGL .4MG/SP4.9ML",757.71,"7/2/2019"
"1218106","NITROPRUSS 50MG/2ML ",2263.73,"7/2/2019"
"1218107","NOREPINEP 1MG/ML 4ML",79.88,"7/2/2019"
"1218109","NORTRIPTYLIN 25MG CP",14.42,"7/2/2019"
"1218112","NYSTAT 100K UN/ML 5M",20.57,"7/2/2019"
"1218120","OLANZAPINE 2.5MG TAB",62.87,"7/2/2019"
"1218126","ORPHENADR UP TO 60MG",408.65,"7/2/2019"
"1218127","OSELTAMIVIR 75MG CAP",104.21,"7/2/2019"
"1218130","OXCARBAZEPI 150MG TB",21.23,"7/2/2019"
"1218131","OXYBUTYNIN 5MG TAB  ",17.32,"7/2/2019"
"1218132","OXYBUTYNIN 5MG SR TB",28.74,"7/2/2019"
"1218133","OXYCODONE 5MG TAB   ",19.21,"7/2/2019"
"1218137","OCUVITE TAB         ",1.00,"7/2/2019"
"1218143","CEFDINIR 300MG CAP  ",47.40,"7/2/2019"
"1218147","PANTOPRAZO 40MG ECTB",41.70,"7/2/2019"
"1218165","PHENAZOPYRID 100MGTB",20.03,"7/2/2019"
"1218168","PHENYLEPH 2.5%OS 2ML",241.86,"7/2/2019"
"1218184","POLYETH GLY 3350 PKT",9.68,"7/2/2019"
"1218186","POTAS ACE 40MEQ/20ML",17.32,"7/2/2019"
"1218187","POTASS BI 25MEQ EFTB",16.85,"7/2/2019"
"1218189","POTASS CL 20% 15ML  ",17.32,"7/2/2019"
"1218190","POTAS CHL 10MEQ ERTB",14.93,"7/2/2019"
"1218194","K PHOS DI 3MM/ML 15M",118.04,"7/2/2019"
"1218216","PROMETHAZINE 25MG SP",48.89,"7/2/2019"
"1218217","PROMETHAZINE 12.5 SP",40.23,"7/2/2019"
"1218218","PROMETHAZINE 6.25/5M",40.38,"7/2/2019"
"1218219","PROPAFENONE 150MG TB",18.68,"7/2/2019"
"1218226","PROPRANOLOL 10MG TAB",12.98,"7/2/2019"
"1218227","PROPRANOLOL 40MG TAB",13.13,"7/2/2019"
"1218230","PSEUDOPHED 30MG TAB ",1.00,"7/2/2019"
"1218232","PYRAZINAMIDE 500MGTB",20.59,"7/2/2019"
"1218233","PYRIDOSTIGMI 60MG TB",17.98,"7/2/2019"
"1218234","PYRIDOXINE 50MG TAB ",1.00,"7/2/2019"
"1218235","QUETIAPINE 100MG TAB",41.59,"7/2/2019"
"1218236","QUETIAPINE 25MG TAB ",29.34,"7/2/2019"
"1218244","RALOXIFENE 60MG TAB ",32.53,"7/2/2019"
"1218251","RIFAMPIN 300MG CAP  ",30.09,"7/2/2019"
"1218252","RIFAMPIN 600MG SOLR ",369.85,"7/2/2019"
"1218259","ROCURON 10MG/ML 5ML ",151.39,"7/2/2019"
"1218267","SCOPOLAMINE 1.5MG PT",111.62,"7/2/2019"
"1218268","SELEGILINE 5MG CAP  ",30.66,"7/2/2019"
"1218270","SENNA/DOCUS 8.6-50TB",1.00,"7/2/2019"
"1218275","SILVER NITRATE APPLI",22.65,"7/2/2019"
"1218276","SILV SULF 1%CRM 20GM",105.35,"7/2/2019"
"1218277","SILV SULF 1%CRM 400G",381.30,"7/2/2019"
"1218279","SIMETHICONE 80MG CHW",1.00,"7/2/2019"
"1218280","SIMETH 40MG/.6ML .6M",1.00,"7/2/2019"
"1218289","SOD ACET 40MEQ/20ML ",17.65,"7/2/2019"
"1218293","SOD BICARB 4.2% 10ML",60.94,"7/2/2019"
"1218296","SOD CHLOR 23.4% 30ML",28.56,"7/2/2019"
"1218304","SOD PHOS 45MMOL/15ML",291.25,"7/2/2019"
"1218308","SORBITOL 70% 30ML   ",9.28,"7/2/2019"
"1218309","SOTALOL 80MG TAB    ",25.60,"7/2/2019"
"1218310","SPIRONOLACTON 25MGTB",13.43,"7/2/2019"
"1218313","SUCRALFATE 1GM TAB  ",14.63,"7/2/2019"
"1218319","SULFA-TMP 800-160 TB",15.94,"7/2/2019"
"1218320","SULFAMETH-TRIME 10ML",108.42,"7/2/2019"
"1218321","SULFAME-TMP 200-40/5",34.64,"7/2/2019"
"1218324","SUMATRIPTAN 50MG TAB",202.10,"7/2/2019"
"1218334","METOCLOP 1MG/ML 10ML",22.14,"7/2/2019"
"1218337","OPTHAL IRR INTR 15ML",127.02,"7/2/2019"
"1218345","DIPHENO2.5-ATR.025/5",29.92,"7/2/2019"
"1218386","ENALAPRIL 10MG TAB  ",18.64,"7/2/2019"
"1218388","TOPIRAMATE 100MG TAB",63.61,"7/2/2019"
"1218397","PROMETHAZ 12.5MG TB ",16.04,"7/2/2019"
"1218398","LOSARTAN 25MG TAB   ",21.22,"7/2/2019"
"1218408","METHIMAZOLE 5MG TAB ",18.78,"7/2/2019"
"1218424","GUAIFE 20MG/MLOR 5ML",3.52,"7/2/2019"
"1218430","OPTHAL IRR INTR 500M",1407.18,"7/2/2019"
"1218441","MISOPROSTO 200MCG TB",25.21,"7/2/2019"
"1218458","OLANZAPINE 5MG ODT  ",69.15,"7/2/2019"
"1218465","PRAVASTATIN 40MG TAB",41.79,"7/2/2019"
"1218481","DEMECLOCYCL 150MG TB",81.42,"7/2/2019"
"1218484","AMILORIDE 5MG TAB   ",15.20,"7/2/2019"
"1218500","FAMCICLOVIR 125MG TB",57.13,"7/2/2019"
"1218501","CARVEDILOL 12.5MG TB",23.65,"7/2/2019"
"1218503","ROPINIROLE 0.25MG TB",12.03,"7/2/2019"
"1218549","DISOPYRAMIDE 100MGCP",25.49,"7/2/2019"
"1218561","AMOX400-CLAV57 5ML  ",15.79,"7/2/2019"
"1218582","GLIMEPIRIDE 1MG TAB ",13.77,"7/2/2019"
"1218583","GLIMEPIRIDE 4MG TAB ",15.64,"7/2/2019"
"1218597","SERTRALINE 25MG TAB ",9.57,"7/2/2019"
"1218606","APAP W/CODEINE 15ML ",16.86,"7/2/2019"
"1218611","FUROSEMID 8MG/ML 5ML",32.30,"7/2/2019"
"1218613","LOPERAMIDE 1MG/5ML  ",8.85,"7/2/2019"
"1218614","MINERAL OIL 10ML    ",59.49,"7/2/2019"
"1218617","WARFARIN 3MG TAB    ",16.97,"7/2/2019"
"1218619","CARB25-LEVO100MGSRTB",17.32,"7/2/2019"
"1218636","AMLODIPINE 10MG TAB ",11.18,"7/2/2019"
"1218639","AZITHROM 40MG/ML 30M",85.20,"7/2/2019"
"1218640","DOFETILIDE .125MG CP",30.96,"7/2/2019"
"1218642","DOFETILIDE .5MG CAP ",37.58,"7/2/2019"
"1218643","ATORVASTATIN 40MG TB",19.64,"7/2/2019"
"1218660","LEVOTHYROX 137MCG TB",17.87,"7/2/2019"
"1218666","DEXTROSE 50% 50ML   ",122.53,"7/2/2019"
"1218668","DIVALPROE 125MG DRTB",20.79,"7/2/2019"
"1218682","ESTRAD.1MG/24HR PT1X",111.92,"7/2/2019"
"1218723","METRONID.75%VGGL 70G",334.29,"7/2/2019"
"1218725","FLECAINIDE 50MG TAB ",26.30,"7/2/2019"
"1218752","NEO/BAC/POLY UD PKT ",9.01,"7/2/2019"
"1218754","BACIT/POLYM OIN 15GM",18.92,"7/2/2019"
"1218755","BACITR 500U/G OO 3.5",145.95,"7/2/2019"
"1218770","REPAGLINIDE 0.5MG TB",34.44,"7/2/2019"
"1218797","NIACIN 100MG TAB    ",1.00,"7/2/2019"
"1218800","CYANOCOBAL 500MCG TB",1.00,"7/2/2019"
"1218821","LIDOCAINE-MPF1% 2ML ",25.66,"7/2/2019"
"1218823","LIDO 4% TOP SOLN 50 ",60.72,"7/2/2019"
"1218825","LIDOCAINE 2% GEL 4ML",152.37,"7/2/2019"
"1218829","BUDESONIDE 3MG SR CP",106.29,"7/2/2019"
"1218838","POTASS CHL 8MEQ CRTB",10.07,"7/2/2019"
