Description, Price 
HAND LTD RT, $250.29 
HAND LT, $292.01 
HAND RT, $292.01 
FINGERS LT, $222.82 
FINGERS RT, $222.82 
CT ARM W/O CON LT," $1,428.76 "
CT ARM W/O CON RT," $1,428.76 "
CT ARM W/CON LT," $1,614.60 "
CT ARM W/CON RT," $1,614.60 "
MRI ARM LT WO CON, $806.40 
MRI ARM RT WO CON," $1,008.00 "
MRI UPPER EXTREMITY W LT," $1,971.20 "
MRI ARM W/WO CON LT," $2,160.00 "
MRI ARM W/WO CON RT," $2,160.00 "
MRI ARM JOINT LT," $1,008.00 "
MRI ARM JOINT RT," $1,008.00 "
MRI ARTHRO UPPER EXT LT," $2,060.80 "
MRI ARTHRO UPPER EXT RT," $2,060.80 "
HIP LT 1 VIEW, $220.79 
HIP RT 1 VIEW, $220.79 
HIP 2V LT, $295.06 
HIP 2V RT, $295.06 
KNEE 2V LT, $268.61 
KNEE 2V RT, $268.61 
KNEE 3V LT, $317.45 
KNEE 3V RT, $317.45 
KNEE 4V LT, $366.28 
KNEE 4V RT, $366.28 
TIB FIB LT, $284.89 
TIB FIB RT, $284.89 
LOWER EXT INFANT 2V RT, $210.61 
ANKLE LTD LT, $249.28 
ANKLE LTD RT, $249.28 
ANKLE LT, $294.04 
ANKLE RT, $294.04 
FOOT LTD LT, $248.26 
FOOT LTD RT, $248.26 
FOOT LT, $290.99 
FOOT RT, $290.99 
HEEL LT, $250.29 
HEEL RT, $250.29 
TOES LT, $220.79 
TOES RT, $220.79 
CT LEG W/O CON LT," $1,449.00 "
CT LEG W/O CON RT," $1,449.00 "
CT LEG W/CON LT," $1,696.48 "
CT LEG W/CON RT," $1,696.48 "
MRI LEG LT WO," $1,008.00 "
MRI LEG RT WO," $1,008.00 "
MRI LOWER EXTREMITY W LT," $1,971.20 "
MRI LOWER EXTREMITY W RT," $1,971.20 "
MRI LEG W/WO CON LT," $2,861.82 "
MRI LEG W/WO CON RT," $2,861.82 "
MRI LEG JOINT LT," $1,008.00 "
MRI LEG JOINT RT," $1,008.00 "
MRI ARTHRO LOWER EXT LT," $2,060.80 "
MRI ARTHRO LOWER EXT RT," $2,060.80 "
MRI LEG JT W/WO LT," $2,413.82 "
MRI LEG JT W/WO RT," $2,155.20 "
US BREAST LT COMPLETE, $435.00 
MAMMOGRAM SCREEN LT INCLUDES CAD, $186.00 
MAMMOGRAM SCREEN RT INCLUDES CAD, $186.00 
FLOW CYTOMETRY CELL SURFACE CYTO, $190.00 
FLOW CYTOMETRY, $130.00 
IMMUNOFLUORESCENT STUDY, $270.00 
ELECTRON MICROSCOPY," $1,257.00 "
ADDL IMMUNOFLORENSCENCE, $65.00 
MICRODISSECTION MANUAL, $350.00 
ST SPEECH TX, $228.94 
EVAL SLP FLUENCY, $275.00 
ST SPEECH EVALUATION, $327.19 
SLP SPEECH AND LANGUAGE EVAL, $460.00 
SLP VOICE EVAL, $230.00 
ST SWALLOW TX, $220.23 
ST SWALLOW EVAL BEDSIDE, $331.29 
ST MODIFIED BARIUM SWALLOW, $391.96 
US LOW EXT ART LT, $630.00 
US LOW EXT ART RT, $630.00 
US UPPER EXT ART LT, $594.00 
US UPPER EXT ART RT, $594.00 
US EXT VENOUS LT, $682.00 
US EXT VENOUS MAPPING LT, $700.00 
US EXT VENOUS MAPPING RT, $700.00 
US EXT VENOUS RT, $682.00 
CANALITH REPOSITIONING PROCEDURES, $135.00 
ST COGNITIVE EVAL, $314.84 
PT TRACTION MECHANICAL, $94.40 
ELECTRIC STIMULATION THERPAY, $104.64 
PT VASOPNEUMATIC DEVICE, $105.00 
OT PARAFFIN BATH, $74.70 
PT WHIRLPOOL STERILE, $103.74 
DIATHERMY EG, $61.00 
PT IONTOPHORESIS/15 MIN, $105.00 
PT ULTRASOUND/15 MIN, $86.21 
OT THERAPEUTIC EXERCISE/15 MIN, $103.14 
PT CPM DAILY USE UNATTENDED, $103.14 
PT CPM SETUP ATTENDED/15 MIN, $103.14 
PT THERAPUTIC EXERCISE/15, $103.14 
OT NEUROMUSCULAR RE-EDUC/15 MIN, $101.94 
PT NEURO RE-EDUC/15 MIN, $101.94 
PT GAIT TRAINING/15 MIN, $94.69 
OT MASSAGE/15 MIN, $87.50 
PT MASSAGE/15 MIN, $87.50 
OT MANUAL THERAPY 15 MIN, $103.01 
PT MANUAL/SOFT TISSUE / 15 MIN, $103.01 
PT EVAL LOW ( 20 MIN), $154.00 
PT EVAL MOD ( 30 MIN), $175.00 
PT EVAL HIGH (45 MIN), $200.00 
PT RE-EVALUATION, $143.48 
OT EVAL LOW (30 MIN), $154.00 
OT EVAL MOD (45 MIN), $175.00 
OT EVAL HIGH (60 MIN), $200.00 
PT THERAPEUTIC ACTIVITY/15 MIN, $102.50 
ST COGNITIVE SKILLS / 15 MIN, $95.00 
OT SELF CARE MANAGEMENT TRAINING, $99.23 
OT WHEELCHAIR MGMT/ 15 MIN, $87.50 
PT ACTIVE WOUND CARE EACH ADDITIONAL 20c, $287.00 
PT WOUND VAC SMALL, $225.71 
OT ORTHOTIC TRAINING/15 MIN, $102.46 
PT ORTHOTIC TRAINING/15 MIN, $102.46 
NM CARDIOLITE, $431.00 
NM THALLIUM PER mCU, $280.00 
NM TC99M DISOFENIN (HIDA), $163.00 
TC 99M PERTECHNETATE, $200.00 
NM SODIUM IODINE 123, $375.00 
NM TC99M PENETATE DTPA, $124.00 
NM TC99M ALBUMIN AGG  (MAA), $124.00 
NM TC99M SULFUR COLLOID (GI, $124.00 
TC RED BLOOD CELL, $175.00 
NM TC99M OXIDRONATE(HDP), $188.00 
NM TC99M MERTIATIDE (MAG3), $285.00 
US ECHO BUBBLE ONLY, $950.00 
US TTE W WO FOL WCON DOPPLER," $2,100.00 "
PERC DRUG-EL COR STENT SING," $33,960.00 "
PERC DRUG EL COR STENT ADDED VESSEL," $10,236.00 "
NON OPHTHALMIC FVA, $980.00 
PSA/SCREEN/MC ONLY, $90.00 
DIABETIC EVAL & TEACH 30 MINS, $100.00 
DIABETIC EVAL & TEACH 30 MINS, $100.00 
MAMMO IMPLANTS BIL SCREENING DIRECT DIGI, $250.00 
MAMMO SCREEN BIL DIRECT DIGITAL, $185.00 
MAMMO DIAGNOSTIC BIL DIRECT DIGITATL, $240.00 
INJECTION PROCEDURE/ SACROILIAC JNT ANES," $1,534.00 "
CLOSURE DEVICE," $1,097.82 "
AOGRAM W/ RUNOFF CARD CTH," $3,825.60 "
OT ELECTRICAL STIM NON-WOUND, $104.64 
PT ELECTRICAL STIM - NON WOUND, $104.64 
DES ADDL VSSL," $10,268.62 "
CYTO/MOLECULAR REPORT, $95.00 
COUMADIN HOSPITAL BASED CLINIC VISIT, $40.00 
PRECISION URINE TOX SCREEN TIER 1, $372.00 
TOXICOLOGY CONF (1-7 drugs) SS," $1,200.00 "
PRECISION URINE TOX SCREEN TIER 2, $558.00 
TOXICOLOGY CONF (8-14 drugs) SS," $1,800.00 "
PRECISION ORAL TOX. SCREEN, $651.00 
PRECISION URINE TOX SCREEN TIER 4, $837.00 
OT COGNITIVE SKILLS DEVELOPMENT, $95.00 
ST COGNITIVE SKILLS DEVELOPMENT, $95.00 
NM LEXISCAN 0.4mg (NDC 00469-6501-89), $596.00 
RHOPHYLAC IV Rh IMMUNE GLOBULIN 300MCG, $143.71 
CRYOPRECIPITATE, $122.00 
CRYOPRECIPITATE, $420.00 
BLOOD ADMIN/UNIT SURG," $1,030.81 "
LEUKO-PRBC. FIRST UNIT., $404.00 
LEUKO-PRBC.SUBQ. UNIT, $404.00 
BLOOD ADMI/UNIT MS, $927.97 
FFP PLASMA, $191.00 
PLATELETS PHERESED," $1,188.00 "
TRANSPORT PORTABLE XRAY, $104.50 
NUTRITION EDUCATION EACH VISIT OP, $40.00 
BASIC ANETHESIA PER MINUTE, $29.12 
ENDOSCOPY ANESTHESIA SERVICES 1ST 30 CLN, $926.27 
ENDOSCOPY ANESTHESIA SERVICES 1ST 30 EGD, $527.90 
ENDOSCOPY ANESTHESIA SERVICES ADD 15 CLN, $92.38 
ENDOSCOPY ANESTHESIA SERVICES ADD 15 EGD, $52.80 
NITROUS OXIDE/HR, $27.50 
OXYGEN/HR, $16.56 
U/S GUIDANCE FOR NEEDLE PLACMENTS, $882.12 
TRIAGE, $26.98 
GERO PSYCH ROOM CHARGE," $1,100.00 "
AMPUTATION OF FINGER/THUMB," $3,506.67 "
ANTERIOR - POSTERIOR REPAIRS," $6,457.61 "
ARTHROSCPY KNEE-DEBRIDE/SHAVE," $5,564.56 "
ARTIFICIAL DISK REPLACEMENT," $27,189.92 "
BARTHOLINS CYST REPAIR," $3,910.90 "
BASIC OR, $277.93 
BILATERAL TUBAL LIGATION LAPAROSCOPIC," $5,523.30 "
BILATERAL TUBAL LIGATION OPEN," $4,224.99 "
BLADDER SUSPENSION - TVT MONARC /ETC," $6,269.53 "
BREAST BIOPSY," $4,669.09 "
CARPAL TUNNEL SURGERY," $3,908.29 "
CERVICAL FUSION 1 LEVEL (ANTERIOR)," $15,201.16 "
CERVICAL FUSION 1 LEVEL (POSTERIOR)," $14,075.15 "
CERVICAL FUSION 2 LEVEL (ANTERIOR)," $19,001.53 "
CERVICAL FUSION 3 LEVEL (ANTERIOR)," $22,801.79 "
CERVICAL FUSION 3 LEVEL (POSTERIOR)," $22,801.79 "
CERVICAL FUSION 4 LEVEL (ANTERIOR)," $28,150.40 "
CERVICAL FUSION 4 LEVEL (POSTERIOR)," $28,150.40 "
CERVICAL LAMINECTOMY/ LAMINOTOMY," $11,325.62 "
COLONOSCOPY," $1,908.65 "
CONIZATION OF CERVIX," $3,912.03 "
D & C," $3,817.29 "
DENTAL SURGERY," $2,864.74 "
DIAGNOSTIC LAPAROSCOPY," $5,843.64 "
EGD," $1,815.22 "
ENEMA ADMIN SUR, $68.82 
ESOPH ENDOSCOPY 90 DEGREE ABLATION," $5,579.28 "
HEMORRHOIDECTOMY," $4,973.65 "
HYSTEROSCOPY," $4,715.19 "
INCISIONAL HERNIA REPAIR," $4,519.84 "
INGUINAL HERNIA REPAIR," $6,489.16 "
LAPAROSCOPIC APPENDECTOMY," $7,327.61 "
LAPAROSCOPIC BSO," $8,151.48 "
LAPAROSCOPIC CHOLECYSTECTOMY," $7,923.38 "
LAPAROSCOPIC HERNIA REPAIR," $8,248.55 "
LAPAROSCOPIC NISSEN FUNDOPLICATION," $12,085.26 "
LAPAROSCOPIC REMOVAL ECTOPIC PREGNANCY," $8,151.48 "
LEEP PROCEDURE," $2,994.13 "
LIVER BIOPSY," $1,519.15 "
LUMBAR DISKECTOMY," $12,232.12 "
LUMBAR FUSION 1 LEVEL (ANTERIOR)," $27,189.92 "
LUMBAR FUSION 1 LEVEL (POSTERIOR/TRANS)," $27,189.92 "
LUMBAR FUSION 2 LEVEL (ANTERIOR)," $33,987.46 "
LUMBAR FUSION 2 LEVEL(POSTERIOR/TRANS)," $33,987.46 "
LUMBAR FUSION 3 LEVEL (ANTERIOR)," $37,763.88 "
LUMBAR FUSION 3 LEVEL(POSTERIOR/TRANS)," $37,763.88 "
LUMBAR FUSION 4 LEVEL (ANTERIOR)," $50,351.81 "
LUMBAR FUSION 4 LEVEL(POSTERIOR/TRANS)," $50,351.81 "
LUMBAR LAMINECTOMY," $12,231.67 "
MODERATE SEDATION 1ST 30 MINUTES, $415.20 
NERVE STIMULATOR INSERTION (CERVICAL)," $7,786.92 "
NERVE STIMULATOR INSERTION (LUMBAR)," $7,786.92 "
OPEN REPAIR RADIUS/ULNA FX," $4,642.41 "
OR LEVEL I/MIN (INPATIENT), $35.88 
OR LEVEL I/MIN (OUTPATIENT), $31.99 
OR LEVEL II/MIN (INPATIENT), $59.59 
OR LEVEL II/MIN (OUTPATIENT), $49.62 
OR LEVEL III/MIN (INPATIENT), $69.87 
OR LEVEL III/MIN (OUTPATIENT), $58.19 
PAIN PUMP INSERTION," $7,678.97 "
PEG TUBE PLACEMENT," $1,680.76 "
RECOVERY 1ST 30 MINS, $368.86 
RECOVERY ADNL 30 MINS, $368.86 
RECOVERY PHASE TWO 30 MINS, $303.35 
REMOVAL OF ELBOW BURSA," $4,345.70 "
REPAIR ACHILLES TENDON," $6,916.27 "
REPAIR ANKLE FRACTURE," $6,825.27 "
REPAIR CLAVICLE FRACTURE," $9,316.06 "
REPAIR HUMERUS FRACTURE-OPEN," $10,006.74 "
REPAIR OF SHOULDER," $8,090.82 "
REPAIR TENDON FINGER WO GRAFT," $3,506.67 "
UMBILICAL HERNIA REPAIR," $4,881.43 "
VENTRAL HERNIA REPAIR WITH MESH," $6,757.31 "
>12 HOUR ICU STAY TRANSFER," $2,084.25 "
>12 HOUR ICU STAY TRANSFER ISOLATION," $2,314.20 "
CRITICAL CARE ICU," $6,243.30 "
CRITICAL CARE ICU ISOLATION," $6,930.06 "
ICU ROOM," $4,588.50 "
ICU ROOM ISOLATION," $5,092.50 "
ICU/CCU BASE RATE," $2,619.75 "
 ICU OBSERVATION, $987.00 
PTA TIBIAL PERONEAL EACH ADDL VESSEL," $7,550.17 "
CESAREAN SECTION W/CC," $8,100.00 "
CESAREAN SECTION W/O CC," $5,400.00 "
INTRAUTERINE PRES MONITOR, $337.69 
OTHER ANTEPARTUM DIAG W/O CC," $4,500.00 "
PRETERM LABOR 1ST HR, $437.85 
PRETERM LABOR ADNL HR, $138.53 
VAGINAL DELIVERY W/ CC NATURAL," $5,000.00 "
VAGINAL DELIVERY W/CC INDUCED," $6,480.00 "
VAGINAL DELIVERY W/O CC INDUCED," $5,400.00 "
VAGINAL DELIVERY W/STERI &/OR DC INDUCE," $7,219.62 "
DRUG.SCREEN COLLECTION ONLY, $21.18 
SPECIAL HANDLING/ PATERNITY TEST COLLECT, $37.00 
ISOLATION MED SURG," $1,014.30 "
1ST HOUR OBSERVATION, $315.00 
SEMI PRIVATE ROOM CHARGE, $926.10 
SEMI PRIVATE ROOM CHARGE MS IN ICU, $926.10 
SEMI PRIVATE ROOM CHARGE MS IN OB, $926.10 
SNRC ROOM CHARGE, $350.00 
SWING BED, $441.00 
SWING BED MS IN ICU, $441.00 
TELEMETRY ROOM," $1,690.50 "
TELEMETRY ROOM ISOLATION," $1,877.40 "
TELEMETRY ROOM MS IN ICU," $1,690.50 "
TELEMETRY ROOM MS IN OB," $1,690.50 "
FULL TERM NEONATE W/ MAJOR PROBLEMS," $6,562.50 "
NEONATE W/ OTHER SIGNIFICANT PROBLEMS 1D," $1,968.75 "
NEONATE W/ OTHER SIGNIFICANT PROBLEMS 2D," $3,937.50 "
NEONATE W/OTHE SIG PROB 3 OR MORE DAYS," $5,670.00 "
"NEONATE, DIED OR TRANSFERRED TO ANOTHER"," $6,562.50 "
NORMAL NEWBORN, $525.00 
NURSERY ROOM, $420.00 
OBSERVATION ADDL HOUR, $45.15 
4D KEEPSAKE ULTRASOUND, $75.00 
EXTENDED RECOVERY AFTER 6 HOURS 30 MINS, $184.43 
ECF O2/DAY, $15.17 
ER OXYGEN, $37.01 
OXYGEN/HR, $16.56 
RECOVERY/PACU OXYGEN, $16.56 
AMPUTATION OF TOE," $1,898.64 "
AMPUTATION TOE & METATARSAL," $1,758.00 "
"ANALYZE NEUROSTIM, COMPLEX", $138.00 
"ANALYZE NEUROSTIM, SIMPLE", $138.00 
APPLY BONE FIXATION DEVICE," $2,558.00 "
ARTHROSCOPY BICEPS TENODESIS," $5,022.00 "
BIOPSY OF PROSTATE," $2,021.76 "
CIRCUMCISION IN THE OR," $2,351.16 "
COLONOSCOPY," $1,545.48 "
COLONOSCOPY AND BIOPSY," $1,545.48 "
"COMPLEX DRAINAGE, WOUND"," $1,614.00 "
CORRECTION OF BUNION," $2,512.08 "
CYSTO/ URETERO W/ LITHOTRIPSY," $3,347.00 "
CYSTOSCOPY AND TREATMENT," $2,219.40 "
DEBRIDE TISSUE/MUSCLE," $3,132.00 "
DIAG LAPARO SEPARATE PROC," $4,918.00 "
DIAGNOSTIC COLONOSCOPY," $1,342.00 "
DRAIN INJCT JOINT BURSA, $218.16 
EGD LESION ABLATION," $1,145.00 "
ELBOW ARTHROSCOPY / SX," $2,409.00 "
ESOPH ENDOSCOPY DILATION," $1,134.00 "
FIXATION OF KNEE JOINT," $1,990.00 "
HYSTEROSCOPY ABLATION," $5,095.00 "
IMPLANT NEURORECEIVER," $33,500.00 "
INCISION OF METATARSAL," $3,095.00 "
INCISION OF TENDON SHEATH," $1,773.00 "
INJECT SACROILIAC JOINT, $741.00 
KNEE ARTHROSCOPY / SX," $4,240.00 "
KNEE ARTHROSCOPY SX," $8,096.00 "
KNEE ARTHROSCOPY W/ RELEASE," $2,409.00 "
LAP CHOLECYSTECTOMY GRAPH," $6,638.00 "
LAP PROC ABDM / PER/ OMENT," $3,714.00 "
LAP PROCEDURE LIVER," $5,199.00 "
LAPAROSCOPY ASPIRATION," $3,064.00 "
LAPAROSCOPY EXCISE LESION," $5,353.56 "
LAPAROSCOPY REMOVE ADNEXA," $4,957.00 "
LASER SURGERY OF PROSTATE," $3,759.00 "
LESION REMOVAL COLONOSCOPY," $1,680.48 "
PARTIAL REMOVAL COLLAR BONE," $2,762.64 "
RELEASE OF SHOULDER LIGAMENT," $4,699.00 "
REMOVAL OF ANAL FISSURE," $1,930.00 "
REMOVAL OF HEEL SPUR," $3,342.60 "
REMOVAL OF HEMORRHOID CLOT," $1,903.00 "
REMOVAL OF SKIN LESION," $2,480.00 "
REMOVE BLADDER STONE," $2,219.40 "
REMOVE BONE FIXATION DEVICE," $1,914.84 "
REMOVE INTRAUTERINE DEVICE, $290.00 
REMOVE WRIST / FOREARM LESION," $1,772.00 "
REPAIR ARM TENDON/MUSCLE," $4,699.00 "
REPAIR BICEPS TENDON," $4,699.00 "
REPAIR BLADDER & VAGINA," $5,095.00 "
REPAIR OF ANLE LIGAMENT," $4,390.00 "
REPAIR OF HAMMERTOE," $3,095.00 "
REPAIR UMBILICAL HERNIA," $3,635.28 "
REVISE ULNAR NER AT WRIST," $1,507.00 "
REVISION OF ARM TENDON," $1,914.84 "
SHOULDER ARTHOSCOPY," $5,997.24 "
SHOULDER ARTHOSCOPY / SX," $4,785.00 "
TENDON EXCISION PALM / FINGER," $1,372.00 "
TLH W/T/O," $6,470.00 "
TX HUMERUS FX," $2,607.00 "
TX KNEECAP FX," $5,414.00 "
TX LOWER LEG JOINT," $4,883.00 "
TX OF ANLKE FX," $4,883.00 "
UPPER GI ENDOSCOPY BIOPSY," $1,487.16 "
UPPER GI ENDOSCOPY DX," $1,377.00 "
UPPER GI ENDOSCOPY GUIDE WIRE," $1,240.00 "
UPPER GI ENDOSCOPY OPERATIVE," $1,240.00 "
STENT VIABAHN 6X25X120  .035," $15,230.03 "
REVEAL LINQ SYSTEMS," $14,942.53 "
INFUSE MEDIUM," $11,848.90 "
STENT VIABAHN 6X15X120," $8,939.39 "
INFUSE SMALL," $8,465.29 "
1.5 SOLID CROWN," $8,007.93 "
1.5x145 CLASSIC STEALTH," $8,007.93 "
2.00X145 SOLID CROWN STEALTH," $8,007.93 "
STENT VIABAHN 6X10X120," $7,990.66 "
STENT VIABAHN 6X5X120," $7,489.28 "
TRAY KYPHOPAK KEX152EB," $7,453.91 "
STENT VIABAHN 8X5X120," $7,364.93 "
STENT VIABAHN 5X5X120," $7,300.68 "
TRAY KYPHOPAK KEX202EB," $7,273.44 "
TRAY KYPHOPAK KEX102EB," $7,090.17 "
6FR EV DEVICE 106CM X 18CM," $7,064.93 "
SURGIMESH XB TINTRAE 1522," $6,223.75 "
RFA EXPRESS BALLOON CATHETER," $5,685.03 "
OUTBACK CATH," $5,421.76 "
AVAFLEX BALLOON 11GX15MM," $5,008.50 "
TYRX NEURO LARGE 2.9X3.35 ABSORBABLE ENV," $4,592.53 "
ZISV6-35-125-7-120-PTX," $4,592.53 "
INFUSE X-SMALL," $4,235.93 "
ZIV6-35-6-80-125-PTX," $4,235.93 "
DBM EVO3 10CC," $4,161.50 "
SOLENT OMNI THROMBECTOMY SET," $4,058.68 "
SPEEDBRDG INP SYS W/BIO-COMP SWVLK," $4,006.34 "
LATERA IMPLANT," $3,993.50 "
CATH ABLATION HALO 90 ULTRA," $3,850.53 "
DVX 6FR CATH," $3,823.37 "
STABILIT MX FRACTURE KIT," $3,603.50 "
SPEEDBRIDGE PEEK ACHILLES IMPLANT SYSTEM," $3,483.50 "
LITHOVUE DISPOSABLE URETEROSCOPE REV DEF," $3,454.03 "
MAZOR X SPINE DISPOSABLE KIT," $3,454.03 "
GENESYS HTA PROCERVA ABLATION," $3,446.17 "
ZISV6-35-125-6-60-PTX," $3,442.53 "
SURGIMESH XB," $3,434.38 "
LUTONIX .035 130CM 6X40MM," $3,339.03 "
OBTRYX II SLING SYSTEM," $3,304.72 "
MYOSURE DISPOSABLE DEVICE," $3,147.55 "
ADVANTAGE FIT SLING KIT," $3,067.98 "
NOVASURE ABLATION KIT W/ SURESOUND," $3,024.18 "
TVT ADVANTAGE," $2,965.44 "
XENFORM 8X12CM," $2,929.06 "
DBM EVO3 5CC," $2,908.66 "
STENT RX XIENCE XPEDITION 2.5X18," $2,879.03 "
STENT RX XIENCE XPEDITION3.0X12," $2,879.03 "
STENT RX XIENCE XPEDITION 3.0X23," $2,879.03 "
STENT RX XIENCE XPEDITION 3.5X18," $2,879.03 "
STENT ZILVER 8-40-125-PTX," $2,774.28 "
CORTICAL BONE STRUTS," $2,683.05 "
DURASEAL XACT SPINAL SEALANT," $2,642.96 "
ZIB6-125-12.-80 SELF-EXPANDING STENT," $2,585.68 "
STENT ZIB6-80-12.0-60," $2,585.68 "
STENT ZIV 14X60," $2,585.68 "
STENT ZIV6-35-80-10-60," $2,585.68 "
RESOLUTE ONYX 2.25X12," $2,433.55 "
RESOLUTE ONYX 2.25X18," $2,433.55 "
RESOLUTE ONYX 2.25X22," $2,433.55 "
RESOLUTE ONYX 2.5X12," $2,433.55 "
RESOLUTE ONYX 2.5X18," $2,433.55 "
RESOLUTE ONYX 2.5X22," $2,433.55 "
RESOLUTE ONYX 2.5X26," $2,433.55 "
RESOLUTE ONYX 2.5X30," $2,433.55 "
RESOLUTE ONYX 2.5X34," $2,433.55 "
RESOLUTE ONYX 2.75X15," $2,433.55 "
RESOLUTE ONYX 2.75X18," $2,433.55 "
RESOLUTE ONYX 2.75X30," $2,433.55 "
RESOLUTE ONYX 2.75X34," $2,433.55 "
RESOLUTE ONYX 3.0X15," $2,433.55 "
RESOLUTE ONYX 3.0X18," $2,433.55 "
RESOLUTE ONYX 3.0X22," $2,433.55 "
RESOLUTE ONYX 3.0X30," $2,433.55 "
RESOLUTE ONYX 3.0X8," $2,433.55 "
RESOLUTE ONYX 3.5X22," $2,433.55 "
RESOLUTE ONYX 3.5X26," $2,433.55 "
RESOLUTE ONYX 3.5X08," $2,433.55 "
RESOLUTE ONYX 4.0X18," $2,433.55 "
RESOLUTE ONYX 4.0X8," $2,433.55 "
RESOLUTE ONYX 2.5X15," $2,433.55 "
RESOLUTE ONYX 3.0X26," $2,433.55 "
RESOLUTE ONYX 3.5X12," $2,433.55 "
RESOLUTE ONYX 3.5X15," $2,433.55 "
RESOLUTE ONYX 3.5X18," $2,433.55 "
"DURAGEN MATRIX 3"" x 3"""," $2,430.07 "
VISION PV .035," $2,327.03 "
INTBRACE LGMNT REPR AUGMNT KIT," $2,246.53 "
INFUSE XX-SMALL," $2,121.26 "
OSTEOTOME RND LONG FLEX," $2,061.93 "
SOLYX SLING," $2,017.66 "
MENISCAL ROOT KIT," $1,993.50 "
ANGIOSCULPT 3.0X10," $1,890.22 "
GRAFTON PUTTY 5cc," $1,839.54 "
CMC MINI T-ROPE IMPL SYS 1.1MM," $1,793.50 "
STAPLER POWERED GST LONG 440MM," $1,750.88 "
SURGIMESH XB TINTRA CK-7," $1,729.03 "
STENT ELUNIR 2.5MMX12MM," $1,703.50 "
STENT ELUNIR 3.0MMX12MM," $1,703.50 "
STENT ELUNIR 3.0MMX24MM," $1,703.50 "
STENT ELUNIR 3.0MMX8MM," $1,703.50 "
HARMONIC SCALPEL HARHD36," $1,695.62 "
TIGHTROPE TITANIUM," $1,673.33 "
1000 MICRON LASER FIBER SINGLE USE," $1,669.80 "
AVX THROMBECTOMY CATH," $1,654.47 "
PRIMEWIRE PRESTIGE PRESSURE GUIDE WIRE," $1,654.47 "
EXPORT AP ASPIRATION CATH," $1,642.68 "
INTRATHECAL CATHETER," $1,513.02 "
DURAGUARD PATCH 10CM x 16CM," $1,460.66 "
AUTOPLEX W/ VERTAPLEX HV," $1,453.50 "
STAT TACK/LONG," $1,413.73 "
PROTACK 5MM," $1,412.95 "
ENDOWRIST ONE VESSEL SEALER," $1,372.53 "
ENSEAL X1 LARGE JAW TISSUE SEALER," $1,367.05 "
AQUAMANTYS 6.0 BIPOLAR SEALER," $1,365.28 "
PLEURX PLEURAL CATH KIT," $1,359.78 "
"MESH PATCH MEDIUM CIRCLE 6.4CM X 2.5"""," $1,345.64 "
PALINDROME DIALYSIS CATHETER 23," $1,333.38 "
PALINDROME DIALYSIS CATHETER 19," $1,332.99 "
"CURVED SHEARS, TORQUE WRENCH GRIP ASSIST"," $1,274.12 "
HARMONIC SCALPEL ACE45," $1,269.95 "
LIGASURE 44CM MARYLAND VESSEL SEALING DE," $1,256.12 "
FAST-FIX 360 CURVED," $1,192.73 "
TRUNODE GAMMA PROBE," $1,180.61 "
SMART PORT 8.0," $1,174.75 "
PLASMA OVAL BUTTON," $1,147.13 "
COYOTE ES 3.5 X 40MM," $1,133.57 "
PICC POWER PORT," $1,115.45 "
CURETTE SIZE TWO EXPRESS," $1,112.84 "
TRACTIP 200 MICRON BALL TIP LASER FIBER," $1,112.84 "
"MESH PATCH SMALL CIRCLE 4.3CM X 1.7"""," $1,096.77 "
HF RESECTION ELECTRODE ROLLER 12/30 DEG," $1,083.73 "
LARGE LOOPO," $1,083.73 "
PLASMA BUTTON," $1,082.71 "
ENDO GIA REINF TRISTAPLE 60MM XTRA THICK," $1,028.22 "
MACRO HOOK MXB-S2," $1,023.10 "
AQUAMANTYS 2.3 BIPOLAR SEALER," $1,021.15 "
THUNDERBEAT 5MM 35CM DISPOSABLE," $1,015.59 "
BONE SCALPEL 25MM BLUNT," $1,004.53 "
COYOTE ES 3.5 X 20MM, $981.46 
BONESCALPEL 20MM STANDARD BLUNT, $947.03 
BIO-COMP SWVLKC 4.75X19.1MM, $943.50 
HARMONIC SCALPEL (HAR36), $929.64 
FIXATE TISSUE BAND, $924.03 
HIP ARTHRSCPY MSTR DISP KIT W/BLD, $903.50 
4.75 SWIVELOCK, $900.07 
4.75 SWIVELOCK, $900.07 
CATH BALLOON 2.5X150, $897.13 
CAPIO SLIM, $889.50 
SIMPLEX CEMENT/TROBRAMYCIN, $888.59 
ENDO GIA REINFORCED TRIS  60MM MED THK, $887.73 
HARMONIC SHEAR WAVE, $864.32 
HARMONIC SHEAR WAVE, $864.32 
SYRINGE 1ML COAPTITE, $855.03 
EN SNARE 6-10MM, $852.92 
PUSH LOCK 3.5, $846.30 
STAPLER TA45, $842.16 
ENSEAL DEVICE 25CM, $829.23 
SUTURE ANCHOR PEEK S-TAK KNOTLESS HIP, $813.50 
STAPLER FLEX ECHELON 45, $810.16 
4.8MM 65 ENDO HERNIA STAPLER, $805.87 
"BIO-COMP SWVLKC, CLD 5.5X191MM", $803.50 
ESPHOGEAL DILATOR 5844, $802.31 
BONE MILL - STRYKER, $801.88 
KIT EDM LUMBAR DRAINAGE, $796.65 
ANCHOR 5.5 HEALIX ADVANCE BR, $791.30 
ESOPHOGEAL DILATOR 5849, $789.27 
BLADE ENDO HOOK TRIANGLE, $788.99 
FLOSEAL 10ML, $778.80 
CANTATA 150 HI-FLOW CATHETER, $762.90 
FECAL MANAGEMENT SYSTEM, $735.76 
