SVCCD,Description,PRICE1,As of Date
1212430,SEVELAM CARB 800MGTB,16.5,7/2/2019
1212449,ESTROGEN VAG CR 30GM,1705,7/2/2019
1212470,NEOSTIGMINE .5MG INJ,79,7/2/2019
1212498,ADRENL/EPINEP 0.1MG ,18.5,7/2/2019
1212515,ROTIGOT 1MG/24HR PTC,178,7/2/2019
1212517,HEPATITIS B GLOB 1ML,965,7/2/2019
1212518,VANCOMYCIN 500MG INJ,64,7/2/2019
1212527,PHENOBARB 120MG INJ ,249.5,7/2/2019
1212534,MOME/FORM 100/5 PUF ,14,7/2/2019
1212535,MOME/FORM 200/5 PUF ,14,7/2/2019
1212540,ALBUTEROL INH SOL   ,13,7/2/2019
1212547,ROPIVACAINE 1MG INJ ,2.5,7/2/2019
1212548,ROPIVACAINE 1MG INJ ,1.8,7/2/2019
1212550,ROPIVACAINE 1MG INJ ,6.1,7/2/2019
1212552,CYCLOSPORNE 100MG PO,51,7/2/2019
1212556,BUPIVACAINE LIPO 1MG,13,7/2/2019
1212585,ATROPINE 0.01MG INJ ,2,7/2/2019
1212615,MAGNES SULF 500MGINJ,265.5,7/2/2019
1212625,HEPARIN 1000U INJ   ,24,7/2/2019
1212633,HEPARIN NA 10U FLUSH,16,7/2/2019
1212634,HEPARIN NA 10U FLUSH,31.5,7/2/2019
1212645,VANCOM 50MG/MLOR 5ML,25,7/2/2019
1212657,POTASSI CHL 2MEQ INJ,38.5,7/2/2019
1212680,DEXAME NAPHOS.1%OS5M,43,7/2/2019
1212683,FLUROMETH ACE .1% 5M,600,7/2/2019
1212688,AUG BETAM.05%OIN 15G,393,7/2/2019
1212689,FOLIC AC/B COMX W/C ,2.3,7/2/2019
1212691,HCTZ 12.5MG TAB     ,3,7/2/2019
1212695,TIMOLOL MAL.5%OS 5ML,48.5,7/2/2019
1212698,CLOBETA .05% EM CR15,57.5,7/2/2019
1212701,CLOBETA .05% OIN 15G,57.5,7/2/2019
1212705,BUPRE8-NALOX2MG SLFM,42,7/2/2019
1212723,HYDROXYZI UP TO 25MG,96,7/2/2019
1212742,RABIES IG IM/SC 150U,3500,7/2/2019
1212767,GLUC-CHON-VITC-MANG ,2.5,7/2/2019
1212782,RIVASTIG 13.3MG PTCH,99,7/2/2019
1212812,METHYLNALTR .1MG INJ,5,7/2/2019
1212816,SKIN CREAM 60GM     ,34.5,7/2/2019
1212846,TERBINAFIN 1% CR15GM,50.5,7/2/2019
1212879,TOBRAMYCIN UPTO 80MG,128,7/2/2019
1212882,MICONAZOLE 2%PWD 45G,32,7/2/2019
1212886,NALOXONE HCL 1MG INJ,130.5,7/2/2019
1212904,THROAT LOZENGE      ,25,7/2/2019
1212911,DILTIAZE 120MG SR CP,6,7/2/2019
1212915,KETAMINE 50MG/5MLINJ,195,7/2/2019
1212926,CEFEPIME 500MG INJ  ,123,7/2/2019
1212931,AL200-MG200-SIM20/5M,4,7/2/2019
1212934,SUNSCREEN STCK 4.25G,7.5,7/2/2019
1212982,GENTAMICIN UPTO 80MG,97,7/2/2019
1212983,GENTAMICIN UPTO 80MG,192,7/2/2019
1212984,GENTAMICIN UPTO 80MG,192.5,7/2/2019
1213008,MITOMYCIN 5MG INJ   ,266.5,7/2/2019
1213036,BUPRE4-NALOX1MG SLFM,42,7/2/2019
1213038,APIXABAN 2.5MG TAB  ,22,7/2/2019
1213039,APIXABAN 5MG TAB    ,25,7/2/2019
1213041,LINACLOTID 145MCG CP,55,7/2/2019
1213083,OLANZAPINE 15MG ODT ,142,7/2/2019
1213102,MESALAMIN 800MG DRTB,22.5,7/2/2019
1213123,BUT50-ASP325-CAF40CP,4.3,7/2/2019
1213141,LAMOTRIGIN 100MGSRTB,64,7/2/2019
1213148,PREDNI NA PH1%OS 10M,480,7/2/2019
1213155,PETR-MIN OIL OIN 1GM,11,7/2/2019
1213174,CHOLECAL 400UN/ML 1M,30,7/2/2019
1213189,THIAMIN MONO 100MGTB,2,7/2/2019
1213233,DIPHE2-ZNACE.1%CR30G,42,7/2/2019
1213275,RECT PROT/EMOL OIN57,35.5,7/2/2019
1213328,RITONAVIR 100MG TAB ,47.5,7/2/2019
1213360,FENTAN 10MCG/ML 250M,277,7/2/2019
1213375,MEDROXYPROG 1MG INJ ,7.5,7/2/2019
1213381,CALC CARB 1250MG/5ML,3.8,7/2/2019
1213385,NA/K/MG SULF 177ML  ,270,7/2/2019
1213387,DEXMEDE 4MCG/ML 50ML,950,7/2/2019
1213388,DEXMEDE 4MCG/ML 100M,996,7/2/2019
1213394,DIAZEPAM 5MG INJ    ,122,7/2/2019
1213396,PERMETHRI 1%CRM 60ML,102.5,7/2/2019
1213425,CEPHALE 250MG/5ML 5M,7.5,7/2/2019
1213428,CANAGLIFLOZ 100MG TB,48,7/2/2019
1213429,DARUNAVIR 800MG TAB ,240.5,7/2/2019
1213451,SORBITOL SOL 1ML    ,13,7/2/2019
1213514,MG CHL64-CA106MGDRTB,5.8,7/2/2019
1213528,NA GLYCERO 20MM/20ML,255,7/2/2019
1213544,FLU VAC QUAD 3YR-ADU,260,7/2/2019
1213575,BUSPIRONE 7.5MG TAB ,3,7/2/2019
1213605,PHYTONADI 1MG/ML 1ML,20,7/2/2019
1213610,PROTHROMB COM 1UN IX,16.75,7/2/2019
1213611,LURASIDONE 20MG TAB ,122.5,7/2/2019
1213614,LABETALOL 5MG/1ML 1M,16,7/2/2019
1213625,CEFDIN 125MG/5ML 5ML,37.5,7/2/2019
1213659,NEO-BAC-POL-PRM1%O30,30,7/2/2019
1213669,CAR31-LEV125-ENT200T,9.5,7/2/2019
1213710,ADENOSINE 1MG INJ   ,135,7/2/2019
1213712,CHLORPROMAZIN 5MG PO,2,7/2/2019
1213719,H-COD5-APAP216.7 10M,3.3,7/2/2019
1213721,CHLORPROMAZIN 25MGTB,5,7/2/2019
1213760,K155-NA852-NA130MGTB,2.3,7/2/2019
1213763,VANCO 5MG/ML 1ML INJ,2,7/2/2019
1213770,CEFAZOL 100MG/ML 1ML,157.5,7/2/2019
1213779,PHENOBAR 10MG/ML 1ML,195,7/2/2019
1213790,AZITHR 2MG/ML 1MLINJ,7.5,7/2/2019
1213813,CEFTRIAX250-LIDO1%1M,165.5,7/2/2019
1213814,AMPICIL 250MG/ML 1ML,198.5,7/2/2019
1213834,TOTAL JOINT SOLUTION,750,7/2/2019
1213850,VANCO 500MG EN 100ML,55,7/2/2019
1213861,BENZOIN TINCT 120ML ,70,7/2/2019
1213880,ERYTHROMY 250MG DRTB,13.5,7/2/2019
1213893,METHOCARBAM 1GM/100M,744,7/2/2019
1213894,METHOCARBAM.5GM/100M,744,7/2/2019
1213920,LIDOCAINE 10MG IV   ,1.5,7/2/2019
1213949,VORTIOXETINE 5MG TAB,55,7/2/2019
1213998,LEVOMILNAC 20MG SRCP,40.5,7/2/2019
1214003,ADENOSINE 1MG INJ   ,41.5,7/2/2019
1214006,TESTOSTER CYPION 1MG,1.3,7/2/2019
1214009,PROPOFOL 10MG INJ   ,9.6,7/2/2019
1214010,PROPOFOL 10MG INJ   ,2.5,7/2/2019
1214011,TESTOSTERON ENAN 1MG,1.3,7/2/2019
1214049,LINEZOLID 200 MG    ,420.5,7/2/2019
1214056,VORTIOXETINE 10MG TB,55,7/2/2019
1214072,CEFTRIAX 40MG/ML 1ML,52.5,7/2/2019
1214075,NOREPIN 8MG NS 250ML,262,7/2/2019
1214087,CEFTO50-TAZO25MG INJ,57.5,7/2/2019
1214151,MOMETAS 200MCG PUFF ,12,7/2/2019
1214153,MOMETAS 100MCG PUFF ,10,7/2/2019
1214154,SACUT24-VALSA26MG TB,32.5,7/2/2019
1214163,CEFAZOL 20MG/ML 1ML ,13,7/2/2019
1214178,TICAGRELOR 60MG TAB ,33,7/2/2019
1214180,PURAPLY SQ CM       ,1340.5,7/2/2019
1214188,ANTICOAG CIT DEX 500,255.5,7/2/2019
1214250,AMNIO/BIO EXCEL SQCM,2601.9,7/2/2019
1214281,TBO-FILGRASTIM 1MCG ,8.8,7/2/2019
1214282,TBO-FILGRASTIM 1MCG ,8.8,7/2/2019
1214284,PREDNISONE 1MG ORAL ,0.5,7/2/2019
1214285,PREDNISONE 1MG ORAL ,0.2,7/2/2019
1214286,PREDNISONE 1MG ORAL ,0.1,7/2/2019
1214287,PREDNISONE 1MG ORAL ,0.1,7/2/2019
1214289,PREDNISONE 1MG ORAL ,0.5,7/2/2019
1214311,SUGAMMED 100MG/ML 2M,1068,7/2/2019
1214314,PATIROMER 8.4GM PKT ,128,7/2/2019
1214329,CARIPRAZINE 1.5MG CP,292.5,7/2/2019
1214330,CARIPRAZINE 3MG CAP ,292.5,7/2/2019
1214375,METHYLENE BLUE.5%10M,1782,7/2/2019
1214378,NUSHIELD SQ CM      ,2350,7/2/2019
1214394,LIDOCAINE 4% PATCH  ,14,7/2/2019
1214397,TETRACAINE.5%OS 4ML ,35.5,7/2/2019
1214405,ARGATROBAN 1MG NESRD,30.5,7/2/2019
1214406,ARGATROBAN 1MG NESRD,30.5,7/2/2019
1214415,AFFINITY 1 SQ CM    ,3690,7/2/2019
1214521,BUPIVACAINE LIPO 1MG,13,7/2/2019
1214651,ALOGLIPTIN 12.5MG TB,33.25,7/2/2019
1214801,PROTHROMB COM 1UN IX,16.75,7/2/2019
1214822,ALOGLIPTIN 6.25MG TB,33.25,7/2/2019
1214823,ALOGLIPTIN 25MG TAB ,33.25,7/2/2019
1214825,PURAPLY AM SQ CM    ,1350,7/2/2019
1214841,DEXMEDE 4MCG/ML 100M,71,7/2/2019
1214870,DEXMEDE 4MCG/ML 50ML,273,7/2/2019
1216921,OXYCODONE 30MG TAB  ,3.8,7/2/2019
1216932,AMPICILLIN 500MG CAP,2.3,7/2/2019
1216940,ACARBOSE 25MG TAB   ,3.5,7/2/2019
1216941,ACEBUTOLOL 200MG CAP,2.3,7/2/2019
1216942,APAP 160MG/5ML 5ML  ,1,7/2/2019
1216944,ACETAMINOPHEN 325MGS,1,7/2/2019
1216945,ACETAMINOPH 500MG TB,1,7/2/2019
1216946,ACETAMINO 120MG SUPP,1,7/2/2019
1216947,ACETAMINOPHEN 325MG ,1,7/2/2019
1216948,ACETAMINOPHEN 650MGS,1,7/2/2019
1216950,ACETAZOLAMIDE 250MG ,4,7/2/2019
1216954,ACETYLCYS 20%INH 4ML,52.5,7/2/2019
1216956,ACYCLOVIR 5% OINT 15,2430,7/2/2019
1216958,ACYCLOVIR 200MG CAP ,2.3,7/2/2019
1216959,ALBUTEROL 4MG TAB ER,5,7/2/2019
1216961,ALBUTEROL 2MG TAB   ,2.3,7/2/2019
1216962,ALBUTEROL 2MG/5ML 5M,13,7/2/2019
1216966,ALLOPURINOL 100MG TB,2.3,7/2/2019
1216967,ALLOPURINOL 300MG TB,2.3,7/2/2019
1216969,ALPRAZOLAM 0.25MG TB,2.3,7/2/2019
1216970,ALPRAZOLAM 1MG TAB  ,2.3,7/2/2019
1216971,ALPRAZOLAM 0.5MG TAB,2.3,7/2/2019
1216973,AMANTADINE 100MG CAP,4.3,7/2/2019
1216974,AMANTAD 10MG/MLOR 5M,5.8,7/2/2019
1216980,AMITRIPTYLINE 25MGTB,2.3,7/2/2019
1216981,AMITRIPTYLINE 10MG T,2.3,7/2/2019
1216982,AMITRIPTYLIN 50MG TB,2.3,7/2/2019
1216983,AMLODIPINE 5MG TAB  ,2.3,7/2/2019
1216984,AMMONIA AROMATIC INH,7.8,7/2/2019
1216986,AMMON LAC12%LOT 225G,39,7/2/2019
1216988,AMOX250/CLAV62.5 5ML,233.5,7/2/2019
1216989,AMOX TR/K CLA 250 TA,20,7/2/2019
1216990,AMOX500-KCLAV125MGTB,12.5,7/2/2019
1216991,AMOX875-CLAV125MG TB,4,7/2/2019
1216997,ANASTROZOLE 1MG TAB ,76,7/2/2019
1217006,ASCORBIC AC 500MG TB,2.3,7/2/2019
1217007,ASPIRIN 325MG DR TAB,1,7/2/2019
1217008,ASPIRIN 300MG SUPP  ,6,7/2/2019
1217009,ASPIRIN 325MG TAB   ,1,7/2/2019
1217010,ASPIRIN 81MG CHEW   ,1,7/2/2019
1217011,ASPIRIN 81MG DR TAB ,1,7/2/2019
1217012,ASPI25-DIPYR200 SRCP,20.5,7/2/2019
1217013,ATENOLOL 25MG TAB   ,2.3,7/2/2019
1217014,ATENOLOL 50MG TAB   ,2.3,7/2/2019
1217016,ATORVASTATIN 10MG TB,21,7/2/2019
1217020,ATROPINE SUL1%OS 5ML,285,7/2/2019
1217023,AZELASTINE 137MCG/SP,842,7/2/2019
1217024,AZITHROM 20MG/ML 5ML,144,7/2/2019
1217026,AZITHROMYCIN 250MGTB,12.5,7/2/2019
1217028,AZTREONAM 1GM SOLR  ,428.5,7/2/2019
1217030,BACITR 500U/GM 15GM ,30,7/2/2019
1217032,BACITRACIN 50000U IM,191,7/2/2019
1217034,BACLOFEN 10MG TAB   ,2.3,7/2/2019
1217044,BENZ20-MENTH.5%SP56G,48.5,7/2/2019
1217046,BENZONATATE 100MG CP,6.3,7/2/2019
1217048,BENZTROPINE ME 1MGTB,2.3,7/2/2019
1217049,BENZTROPIN ME .5MGTB,2.3,7/2/2019
1217057,BETHANECHOL 25MG TAB,4,7/2/2019
1217058,BICALUTAMIDE 50MG TB,91,7/2/2019
1217059,BISACODYL 5MG DR TAB,2.3,7/2/2019
1217060,BISACODYL 10MG SUPP ,2.3,7/2/2019
1217071,BUMETANIDE 1MG/4ML  ,157.5,7/2/2019
1217072,BUMETANIDE 0.5MG TAB,2.3,7/2/2019
1217073,BUMETANIDE 1MG TAB  ,2.3,7/2/2019
1217077,BUPIVAC-MPF .5% 10ML,157.5,7/2/2019
1217079,BUPIV.75/DEX8.25% 2M,157.5,7/2/2019
1217080,BUPI-MPF.25%/EPI 10M,195,7/2/2019
1217085,BUPROPION 100MG SRTB,19.5,7/2/2019
1217087,BUPROPION 75MG TAB  ,15.5,7/2/2019
1217088,BUSPIRONE HCL 5MG TB,5.3,7/2/2019
1217089,BUSPIRONE 10MG TAB  ,2,7/2/2019
1217093,CAFF/NA BENZ 500 INJ,247.5,7/2/2019
1217095,CALCITRIOL .25MCG CP,12.5,7/2/2019
1217096,CALCIUM ACE 667MG CP,4.5,7/2/2019
1217099,TAMOXIFEN 10MG TAB  ,2.3,7/2/2019
1217100,TAMSULOSIN 0.4MG CAP,24.5,7/2/2019
1217103,TEMAZEPAM 15MG CAP  ,2.3,7/2/2019
1217105,TERAZOSIN 1MG CAP   ,2.3,7/2/2019
1217106,TERBINAFIN 1% CR12GM,50.5,7/2/2019
1217108,TERBUTALINE 2.5MG TB,4,7/2/2019
1217109,TERCONAZ .8%CRM 20GM,440,7/2/2019
1217113,BENZ14-BUT2-TET2 60G,513.5,7/2/2019
1217119,THEOPHYL 80MG/15 15M,24.5,7/2/2019
1217120,THIAMINE 100MG TAB  ,2.3,7/2/2019
1217123,THIORIDAZINE 25MG TB,2.3,7/2/2019
1217124,THIORIDAZINE 50MG TB,3,7/2/2019
1217125,THIOTHIXENE 5MG CAP ,2.3,7/2/2019
1217129,THYROID 60MG TAB    ,2.3,7/2/2019
1217134,TIMOLOL .25% OS 5ML ,26,7/2/2019
1217138,TOBR.3-DEX.1%OS2.5ML,553,7/2/2019
1217139,TOBR.3-DEXA.1%OIN3.5,1283.5,7/2/2019
1217141,TOPIRAMATE 25MG TAB ,18.5,7/2/2019
1217143,TRAMADOL 50MG TAB   ,2.3,7/2/2019
1217147,TRAZODONE 50MG TAB  ,2.3,7/2/2019
1217150,TRIAMCINOL.5%OIN 15G,49,7/2/2019
1217154,GUAIFENE SR 600MG TB,3,7/2/2019
1217156,TRIAMT/HCTZ 37.5 TAB,3,7/2/2019
1217161,TRIHEXYPHENIDY 2MGTB,2.3,7/2/2019
1217164,TRIMETHOPRI 100MG TB,3.3,7/2/2019
1217168,TUBERCU 5U/.1ML .1ML,193,7/2/2019
1217169,URSODIOL 300MG CAP  ,31.5,7/2/2019
1217170,URSODIOL 250MG      ,18,7/2/2019
1217171,VALACYCLOVI 500MG TB,38,7/2/2019
1217175,VALPROIC AC 250MG CP,3,7/2/2019
1217179,VASOPRESSIN 20U/ML  ,1184,7/2/2019
1217180,VECURONIUM 10MG INJ ,192,7/2/2019
1217181,VENLAFAXI 37.5MG TAB,13,7/2/2019
1217182,VENLAFAXI 75MG SR CP,2.3,7/2/2019
1217185,VENLAFAXI 37.5M SRCP,24.5,7/2/2019
1217186,VERAPAMIL 120MG TAB ,2.3,7/2/2019
1217187,VERAPAMIL 80MG TAB  ,2.3,7/2/2019
1217189,VERAPAMIL 240MG CRTB,3.5,7/2/2019
1217190,VERAPAMIL 120MG CRTB,4,7/2/2019
1217192,FLUOXETINE 10MG CAP ,36,7/2/2019
1217193,VERAPAMIL 180MG CRTB,3.3,7/2/2019
1217195,VITAMIN E 1000IU CAP,2.3,7/2/2019
1217197,WARFARIN 10MG TAB   ,2.3,7/2/2019
1217198,WARFARIN 1MG TAB    ,2.3,7/2/2019
1217199,WARFARIN 2.5MG TAB  ,2.3,7/2/2019
1217200,WARFARIN 5MG TAB    ,2.3,7/2/2019
1217201,WARFARIN 7.5MG TAB  ,2.3,7/2/2019
1217202,STERILE WATER 50ML  ,157.5,7/2/2019
1217207,ZINC OX 20% OINT 30G,27.5,7/2/2019
1217208,ZINC SULF 220MG CAP ,2.3,7/2/2019
1217211,ZIPRASIDONE 20MG CAP,46,7/2/2019
1217212,ZOLPIDEM 5MG TAB    ,37.5,7/2/2019
1217213,FUROSEMIDE 20MG TAB ,2.3,7/2/2019
1217214,FUROSEMIDE 40MG TAB ,2.3,7/2/2019
1217215,GABAPENTIN 300MG CAP,16,7/2/2019
1217216,GABAPENTIN 100MG CAP,4.8,7/2/2019
1217217,GABAPENTIN 400MG CAP,17,7/2/2019
1217218,GALANTAMINE 4MG TAB ,20,7/2/2019
1217223,GEMFIBROZIL 600MG TB,2.3,7/2/2019
1217224,GENTAMCYI.3%OIN 3.5G,147.5,7/2/2019
1217227,GENTAMIC.1% OIN 15GM,30,7/2/2019
1217231,GLIPIZIDE 2.5MG SRTB,4.3,7/2/2019
1217232,GLIPIZIDE 5MG TAB   ,2.3,7/2/2019
1217236,GLYCERIN 2.1GM SUPP ,2.3,7/2/2019
1217237,GLYCERIN 1.2GM SUPP ,2.3,7/2/2019
1217242,GUAIF20-COD2MG/ML 5M,4,7/2/2019
1217245,HALOPERIDOL 1MG TAB ,2.3,7/2/2019
1217246,HALOPERIDOL 5MG TAB ,2.3,7/2/2019
1217248,HC ACE/PRAM 1-1% 30G,390,7/2/2019
1217249,HC2.5-PRAM1%CRM 30GM,14.5,7/2/2019
1217250,HC1-PRAMOX1% FM 10GM,677,7/2/2019
1217254,HETASTARCH 6% 500ML ,443,7/2/2019
1217256,CALC CARB 500MG CHW ,2.3,7/2/2019
1217257,CA CARB250-VITD125TB,2.3,7/2/2019
1217260,CALCIUM CL 10% 10ML ,157.5,7/2/2019
1217261,FLUOXETINE 20MG CAP ,36.5,7/2/2019
1217262,CALCIUM CIT 950MG TB,2,7/2/2019
1217266,CAPTOPRIL 12.5MG TAB,2.3,7/2/2019
1217269,CARBAMAZEP 100MG CHW,2.3,7/2/2019
1217270,CARBAMAZEPINE 200MGT,2.3,7/2/2019
1217275,CARBOPROST 250MCG/ML,243,7/2/2019
1217277,CARDIOPLEGIC SLN1000,1233.5,7/2/2019
1217279,CARVEDILOL 6.25MG TB,2.3,7/2/2019
1217280,CARVEDILOL 25MG TAB ,2.3,7/2/2019
1217294,CEFUROXIME 250MG TAB,3.3,7/2/2019
1217295,CELECOXIB 100MG CAP ,17,7/2/2019
1217301,CETIRIZI 1MG/MLOR 5M,14,7/2/2019
1217302,CHARCOAL/SORBITOL50G,82,7/2/2019
1217304,CHLORDIAZEPOXIDE 25M,2.3,7/2/2019
1217306,CHLORDIAZEPOXIDE 5MG,2.3,7/2/2019
1217311,CHLORPHENIRAMINE 4MG,1,7/2/2019
1217314,CHLORTHALIDONE 25MGT,2.3,7/2/2019
1217318,CILOSTAZOL 100MG TAB,3.3,7/2/2019
1217320,PENTOXIFYL 400MGCRTB,2.3,7/2/2019
1217323,CIPROFLOXA .3% 2.5ML,38,7/2/2019
1217325,CIPROFL.3%OPOIN 3.5G,995,7/2/2019
1217328,CITALOPRAM 20MG TAB ,2.3,7/2/2019
1217329,NA CIT500-CIT A334/5,4,7/2/2019
1217331,CLARITHROMY 500MG TB,34,7/2/2019
1217334,CLINDI2.5-CHLOR5MGCP,4.8,7/2/2019
1217335,CLINDAMYCIN 150MG CP,21,7/2/2019
1217337,CLINDAMY 2%VGCR 40GM,834,7/2/2019
1217338,CLINDAMYCIN600MG/4ML,193.5,7/2/2019
1217339,CLONAZEPAM 0.5MG TAB,2.3,7/2/2019
1217340,CLONIDINE-TTS-1 .1MG,265.5,7/2/2019
1217341,CLONIDINE-TTS-2 .2MG,447,7/2/2019
1217342,CLONIDINE-TTS-3 .3MG,390.5,7/2/2019
1217343,CLONIDINE 0.1MG TAB ,2.3,7/2/2019
1217344,CLONIDINE 0.2MG TAB ,2.3,7/2/2019
1217345,CLONIDINE 0.3MG TAB ,2.3,7/2/2019
1217346,CLOPIDOGREL 75MG TAB,35.5,7/2/2019
1217349,CLOTRIMAZ 1%CRM 15GM,12.5,7/2/2019
1217350,CLOTRIMAZOLE 10MG TR,13,7/2/2019
1217362,COLCHICINE 0.6MG TAB,4.5,7/2/2019
1217366,CROMOLYN NA 20MG/2ML,7.8,7/2/2019
1217370,CYCLOBENZAPRINE 10MG,2.3,7/2/2019
1217372,CYPROHEPTADINE 4MGTB,3,7/2/2019
1217377,DANTROLENE 25MG CAP ,5.5,7/2/2019
1217378,DAPSONE 25MG TAB    ,5,7/2/2019
1217388,DIAZEPAM 10MG TAB   ,2.3,7/2/2019
1217389,DIAZEPAM 2MG TAB    ,2.3,7/2/2019
1217390,DIAZEPAM 5MG TAB    ,2.3,7/2/2019
1217391,DICLOFEN .1%OS 2.5ML,402.5,7/2/2019
1217395,DICLOXACILLIN 500MG ,4,7/2/2019
1217396,DICYCLOM10MG/5ML SYR,3.8,7/2/2019
1217400,DIGOXIN 0.125MG TAB ,3.5,7/2/2019
1217401,DIGOXIN 0.25MG TAB  ,3.5,7/2/2019
1217403,DILTIAZEM 60MG TAB  ,2.3,7/2/2019
1217404,DILTIAZEM 30MG TAB  ,2.3,7/2/2019
1217406,DILTIAZE 180MG SR CP,46,7/2/2019
1217407,DILTIAZEM 240MG SRCP,40,7/2/2019
1217408,DILTIAZE 300MG SR CP,42,7/2/2019
1217412,HYDRALAZINE 25MG TAB,2.3,7/2/2019
1217413,HYDRALAZINE 10MG TAB,2.3,7/2/2019
1217414,HYDRALAZINE 50MG TAB,3.3,7/2/2019
1217416,HCTZ 25MG TAB       ,2.3,7/2/2019
1217423,HYDROCORT 1%OIN 30GM,60,7/2/2019
1217426,HYDROCOR 2.5%OIN 30G,25,7/2/2019
1217427,HYDROCORT 1%CR 30GM ,22,7/2/2019
1217428,HYDROCORTISON 5MG TB,2.3,7/2/2019
1217431,HYDROXYZINE 10MG/5ML,3.3,7/2/2019
1217433,HYDROXYZINE 10MG TAB,2.3,7/2/2019
1217440,GUANFACINE 1MG TAB  ,2.3,7/2/2019
1217442,HYCOSCYA .375MG SRTB,12,7/2/2019
1217443,HYOSCYAMI.125MG SLTB,2.3,7/2/2019
1217444,IBUPROF 20MG/ML 5ML ,1,7/2/2019
1217445,IBUPROFEN 200MG TAB ,1,7/2/2019
1217446,IBUPROFEN 400MG TAB ,2.3,7/2/2019
1217447,IBUPROFEN 600MG TAB ,2.3,7/2/2019
1217449,IMIPRAMINE 25MG TAB ,3.3,7/2/2019
1217451,INDAPAMINE 2.5MG TAB,2.3,7/2/2019
1217453,INDOMETHACIN 25MG CP,2.3,7/2/2019
1217466,ISONIAZID 300MG TAB ,2.3,7/2/2019
1217468,ISOSORBIDE DI 10MGTB,2.3,7/2/2019
1217471,ISOSORBI MON 20MG TB,3.5,7/2/2019
1217473,ISOSORB MON 30MGERTB,3.8,7/2/2019
1217478,KETAMINE 500MG/5ML  ,247.5,7/2/2019
1217479,KETAMINE 200MG/20ML ,257.5,7/2/2019
1217480,KETAMINE 500MG/10ML ,240,7/2/2019
1217481,KETOCONAZ 2%SHAM 120,437,7/2/2019
1217482,KETOCONAZ 2%CRM 15GM,118,7/2/2019
1217483,KETOCONAZOL 200MG TB,4.3,7/2/2019
1217486,KETOROLAC 10MG TAB  ,3.5,7/2/2019
1217488,LABETALOL 100MG TAB ,2.3,7/2/2019
1217489,LACTULOSE 20GM/30ML ,16,7/2/2019
1217493,LAMOTRIGINE 100MG TB,31.5,7/2/2019
1217498,LATANOPR.005%OS 2.5M,159.5,7/2/2019
1217504,LEVOFLOXACIN 250MGTB,94.5,7/2/2019
1217506,LEVOTHYROXI 25MCG TB,2.3,7/2/2019
1217507,LEVOTHYROX 125MCG TB,2.3,7/2/2019
1217509,LEVOTHYROXI 50MCG TB,2.3,7/2/2019
1217511,LEVOTHYROX 200MCG IV,552,7/2/2019
1217513,LEVOTHYROXIN 75MCGTB,2.3,7/2/2019
1217514,LEVOTHYROXI 88MCG TB,2.3,7/2/2019
1217516,LIDOCAINE 2% GEL 5ML,11.5,7/2/2019
1217521,LIDOCAINE 2% INJ 20M,157.5,7/2/2019
1217527,LIDOCAINE-MPF1% 30ML,157.5,7/2/2019
1217530,LISINOPRIL 5MG TAB  ,2.3,7/2/2019
1217536,LIDOCAI 1.5%/EPI 5ML,159,7/2/2019
1217538,LIDO2.5-PRIL2.5CR 5G,64,7/2/2019
1217543,LINEZOLID 600MG TAB ,438.5,7/2/2019
1217544,LIOTHYRONINE 25MCGTB,2.3,7/2/2019
1217545,LIOTHYRONINE 5MCG TB,4.3,7/2/2019
1217547,LISINOPRIL 10MG TAB ,2.3,7/2/2019
1217548,LITHIUM CARB 300MGCP,2.3,7/2/2019
1217549,LITHIUM CARB 150MGCP,2.3,7/2/2019
1217550,LOPERAMIDE 2MG CAP  ,2.3,7/2/2019
1217552,LORATADINE 10MG TAB ,3,7/2/2019
1217553,LORAZEPAM 0.5MG TAB ,3,7/2/2019
1217554,LORAZEPAM 1MG TAB   ,3.3,7/2/2019
1217555,LOSARTAN 50MG TAB   ,16,7/2/2019
1217558,LOXAPINE 25MG CAP   ,5.3,7/2/2019
1217559,LOXAPINE 5MG CAP    ,4,7/2/2019
1217561,MAGNESIUM CITR 300ML,5.2,7/2/2019
1217564,MAGNESIUM OX 400MGTB,2.3,7/2/2019
1217572,DIPHENH 2.5MG/ML 10M,3.8,7/2/2019
1217573,DIPHENHYDRAMI25MG CP,2.3,7/2/2019
1217575,DIPHENO2.5-ATR.025TB,3.5,7/2/2019
1217577,DIPYRIDAMOLE 25MG TB,2,7/2/2019
1217581,DIVALPROEX 250MGDRTB,15.5,7/2/2019
1217582,DIVALPROEX 125MGDRCP,5.5,7/2/2019
1217583,DIVALPROEX 500MGDRTB,22.5,7/2/2019
1217585,DOCUSATE CA 240MG CP,2.3,7/2/2019
1217588,DOCUSATE NA 100MG CP,2.3,7/2/2019
1217589,DONEPEZIL 5MG TAB   ,52,7/2/2019
1217595,DOXEPIN 10MG CAP    ,2.3,7/2/2019
1217596,DOXEPIN 25MG CAP    ,2.3,7/2/2019
1217597,DOXEPIN 50MG CAP    ,2.3,7/2/2019
1217600,DOXYCYCLINE 100MG IV,157.5,7/2/2019
1217601,DOXYCYC HYC 100MG TB,2.3,7/2/2019
1217609,ENALAPRIL 5MG TAB   ,2.3,7/2/2019
1217610,ENALAPRILAT1.25MG/ML,157.5,7/2/2019
1217618,RACEPINEPH 2.25% .5M,12,7/2/2019
1217619,ERGOCALCI 50000UN CP,12.5,7/2/2019
