Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010065|acetylcysteine 200 mg/mL (20 %) solution|J7608|00517760425|130.50||
WS SERVICE AREA|25010065|erlotinib 25 mg tablet||50242006201|657.43||
WS SERVICE AREA|25010065|aminocaproic acid 250 mg/mL intravenous solution||00409434673|52.94||
WS SERVICE AREA|25010065|aminocaproic acid 250 mg/mL intravenous solution||00409434610|51.97||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||00409469930|34.54||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||63323027050|112.98||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||63323027057|31.47||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||63323027067|62.14||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||63323027025|45.19||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||63323027026|17.80||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||00409469953|86.35||
WS SERVICE AREA|25010065|propofol 10 mg/mL IV||00409469954|172.70||
WS SERVICE AREA|25010065|metroNIDAZOLE in sodium chloride (iso-osm) 500 mg/100 mL IV Piggy Back||00409781137|48.70||
WS SERVICE AREA|25010065|promethazine 12.5 mg/25 mL in 0.9% sodium chloride intravenous piggyback||00000000274|62.70||
WS SERVICE AREA|25010065|lidocaine (PF) 200 mg/10 mL (2 %) injection syringe||61553032772|23.22||
WS SERVICE AREA|25010065|sodium hypochlorite 0.25 % Soln||00000005013|21.75||
WS SERVICE AREA|25010065|mupirocin 2 % Ointment||00000005019|140.87||
WS SERVICE AREA|25010065|collagenase clostridium histolyticum 250 unit/g Ointment||00000005016|135.65||
WS SERVICE AREA|25010065|lidocaine 10 mg/mL (1 %) Injection||00000005020|17.80||
WS SERVICE AREA|25010065|lidocaine 4 % Mucosal Soln||00000005021|348.00||
WS SERVICE AREA|25010065|lidocaine 2 % Mucosal Soln||00000005022|9.14||
"WS SERVICE AREA|25010065|lidocaine-epinephrine 1 %-1:100,000 Injection||00000005023|17.80||"
WS SERVICE AREA|25010065|silver nitrate applicators 75 %-25 % Topical Stick||00000005027|4.40||
WS SERVICE AREA|25010065|lidocaine-EPINEPHrine-tetracaine (LET) topical gel||00000005070|29.30||
WS SERVICE AREA|25010065|lidocaine-EPINEPHrine-tetracaine (LET) topical gel||51552-1536-01|681.50||
WS SERVICE AREA|25010065|phenol 6% in water 10 mL||00000005031|29.50||
WS SERVICE AREA|25010065|acetic acid 2% solution||00000005034|29.50||
WS SERVICE AREA|25010065|acetic acid 3% solution||00000005035|29.50||
WS SERVICE AREA|25010065|calcium phosphate suspension||00000005049|145.00||
WS SERVICE AREA|25010065|||00000005054|113.73||
WS SERVICE AREA|25010065|fortified gentamycin ophthalmic solution||00000005057|163.13||
WS SERVICE AREA|25010065|fortified tobramycin ophthalmic drops||00000005058|259.19||
WS SERVICE AREA|25010065|fortified vancomycin ophthalmic drops 10 mg/mL||00000005059|7.08||
WS SERVICE AREA|25010065|fortified vancomycin ophthalmic drops 50 mg/mL||00000005060|32.45||
"WS SERVICE AREA|25010065|mitoMYcin 0.4 mg/mL eye drops||00000005080|1,975.34||"
WS SERVICE AREA|25010065|heparine 0.5 units/mL flush||00000005096|15.75||
"WS SERVICE AREA|25010065|doxycycline 1 mg/mL intravenous piggyback||00000005367|15,897.28||"
"WS SERVICE AREA|25010065|doxycycline 1 mg/mL intravenous syringe||00000005366|17,516.00||"
WS SERVICE AREA|25010065|sodium tetradecyl sulfate 1 % (10 mg/mL) intravenous solution||67457016202|756.58||
WS SERVICE AREA|25010065|sodium tetradecyl sulfate 3 % (30 mg/mL) intravenous solution||67457016302|756.58||
WS SERVICE AREA|25010065|sodium tetradecyl sulfate 3 % (30 mg/mL) intravenous solution||67457016300|756.58||
"WS SERVICE AREA|25010065|lidocaine 5 % topical ointment||00168020437|2,175.00||"
"WS SERVICE AREA|25010065|lidocaine 5 % topical ointment||50383093335|2,175.00||"
WS SERVICE AREA|25010065|ketamine 10 mg/mL injection solution||67457018120|194.65||
WS SERVICE AREA|25010065|ketamine 10 mg/mL injection solution||00000005216|17.80||
WS SERVICE AREA|25010065|ketamine 100 mg/mL injection solution||00409205105|66.09||
WS SERVICE AREA|25010065|ketamine 100 mg/mL injection solution||00000005218|17.80||
WS SERVICE AREA|25010065|ketamine 100 mg/mL injection solution||00143950910|77.47||
WS SERVICE AREA|25010065|ketamine 50 mg/mL injection solution||67457000110|17.80||
WS SERVICE AREA|25010065|cysteine (L-cysteine) 50 mg/mL intravenous solution||66758000401|81.75||
WS SERVICE AREA|25010065|lidocaine 4 % laryngotracheal solution||00409469801|29.43||
WS SERVICE AREA|25010065|lidocaine 4 % laryngotracheal solution||76329630005|135.94||
WS SERVICE AREA|25010065|ammonia aromatic 15 % (w/v) solution for inhalation||39822990002|4.40||
WS SERVICE AREA|25010065|leucovorin calcium 15 mg tablet||00054449810|28.46||
WS SERVICE AREA|25010065|leucovorin calcium 25 mg tablet||51079058201|19.85||
WS SERVICE AREA|25010065|leucovorin calcium 25 mg tablet||00555048527|34.80||
WS SERVICE AREA|25010065|leucovorin calcium 5 mg tablet||51079058101|23.56||
"WS SERVICE AREA|25010065|levothyroxine 200 mcg intravenous powder for solution||63323064710|1,389.43||"
WS SERVICE AREA|25010065|levothyroxine 500 mcg intravenous powder for solution||63323064810|213.01||
WS SERVICE AREA|25010065|lidocaine 2 % mucosal jelly||17478071110|60.90||
WS SERVICE AREA|25010065|lidocaine 2 % mucosal jelly||17478071130|664.68||
WS SERVICE AREA|25010065|lidocaine 4 % (40 mg/mL) mucosal solution||60432046550|114.55||
WS SERVICE AREA|25010065|lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe||00409490334|24.86||
WS SERVICE AREA|25010065|lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe||76329339001|32.28||
WS SERVICE AREA|25010065|lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe||69374094950|40.35||
WS SERVICE AREA|25010065|lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe||69374094905|40.35||
WS SERVICE AREA|25010065|mannitol 20 % intravenous solution||00409771503|153.33||
WS SERVICE AREA|25010065|mannitol 20 % intravenous solution||00409771502|177.54||
WS SERVICE AREA|25010065|mannitol 20 % intravenous solution||00338035702|353.06||
WS SERVICE AREA|25010065|mannitol 20 % intravenous solution||00338035703|443.85||
WS SERVICE AREA|25010065|mannitol 20 % intravenous solution||00000005326|79.89||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00143987310|21.75||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00781307175|37.00||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00409177805|17.80||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||63323066005|17.80||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00143966010|21.75||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||36000003310|17.80||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00143987325|21.75||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||70860030005|17.80||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||00143987301|21.75||
WS SERVICE AREA|25010065|metoprolol tartrate 5 mg/5 mL intravenous solution||70860030041|17.80||
WS SERVICE AREA|25010065|metroNIDAZOLE 500 mg/100 mL-sodium chloride(iso) intravenous piggyback||00409781137|17.80||
WS SERVICE AREA|25010065|nafcillin 1 gram solution for injection||00781912495|117.81||
WS SERVICE AREA|25010065|nafcillin 1 gram solution for injection||00781912485|117.74||
WS SERVICE AREA|25010065|nafcillin 2 gram solution for injection||00781912585|228.54||
WS SERVICE AREA|25010065|nafcillin 2 gram solution for injection||63323032820|233.14||
WS SERVICE AREA|25010065|nafcillin 2 gram solution for injection||55150012316|228.18||
"WS SERVICE AREA|25010065|neomycin 1.75 mg-polymyxin 10,000 unit-gramicidin 0.025mg/mL eye drops||24208079062|449.07||"
WS SERVICE AREA|25010065|anticoag citrate phos dextrose 2.63 gram-222 mg/100 mL solution||00409196703|169.47||
WS SERVICE AREA|25010065|nitroglycerin 50 mg/10 mL (5 mg/mL) intravenous solution||00517481025|104.91||
WS SERVICE AREA|25010065|penicillin G sodium 5 million unit solution for injection||00781615394|464.82||
WS SERVICE AREA|25010065|phenylephrine 2.5 % eye drops||42702010215|652.50||
WS SERVICE AREA|25010065|physostigmine 1 mg/mL injection solution||17478051002|758.13||
WS SERVICE AREA|25010065|pilocarpine 1 % eye drops||61314020315|714.60||
WS SERVICE AREA|25010065|pilocarpine 2 % eye drops||00998020415|690.02||
WS SERVICE AREA|25010065|pilocarpine 2 % eye drops||61314020415|730.91||
WS SERVICE AREA|25010065|pilocarpine 4 % eye drops||00998020615|722.97||
"WS SERVICE AREA|25010065|polymyxin B sulfate 500,000 unit solution for injection||39822016607|17.80||"
WS SERVICE AREA|25010065|potassium acetate 2 mEq/mL intravenous solution||00409818301|27.44||
WS SERVICE AREA|25010065|potassium phosphates-mbasic and dibasic 3 mmol/mL intravenous solution||00409729501|117.54||
WS SERVICE AREA|25010065|povidone-iodine 10 % topical solution||67618015005|9.03||
"WS SERVICE AREA|25010065|prednisoLONE acetate 1 % eye drops,suspension||11980018005|1,054.80||"
"WS SERVICE AREA|25010065|prednisoLONE acetate 1 % eye drops,suspension||60758011905|382.80||"
"WS SERVICE AREA|25010065|prednisoLONE acetate 1 % eye drops,suspension||61314063705|401.07||"
WS SERVICE AREA|25010065|ascorbic acid (vitamin C) 500 mg/mL injection solution||67457011850|714.59||
WS SERVICE AREA|25010065|proparacaine 0.5 % eye drops||00998001615|254.48||
WS SERVICE AREA|25010065|proparacaine 0.5 % eye drops||17478026312|318.09||
WS SERVICE AREA|25010065|proparacaine 0.5 % eye drops||24208073006|254.37||
WS SERVICE AREA|25010065|proparacaine 0.5 % eye drops||61314001601|318.09||
WS SERVICE AREA|25010065|quiNIDine gluconate 80 mg/mL injection solution||00002140701|145.02||
"WS SERVICE AREA|25010065|sodium chloride 0.9 %, bacteriostatic injection solution||00409196607|17.80||"
"WS SERVICE AREA|25010065|sodium chloride 0.9 %, bacteriostatic injection solution||00409196606|17.80||"
"WS SERVICE AREA|25010065|sodium chloride 0.9 %, bacteriostatic injection solution||63323025930|20.82||"
"WS SERVICE AREA|25010065|neomycin 40 mg-polymyxin B 200,000 unit/mL GU irrigation solution||39822122001|815.92||"
"WS SERVICE AREA|25010065|neomycin 40 mg-polymyxin B 200,000 unit/mL GU irrigation solution||39822120101|88.16||"
WS SERVICE AREA|25010065|silver sulfADIAZINE 1 % topical cream||43598021040|461.10||
WS SERVICE AREA|25010065|silver sulfADIAZINE 1 % topical cream||43598021085|191.65||
WS SERVICE AREA|25010065|silver sulfADIAZINE 1 % topical cream||61570013120|60.32||
WS SERVICE AREA|25010065|sodium acetate 2 mEq/mL intravenous solution||00409729973|25.50||
WS SERVICE AREA|25010065|sodium acetate 2 mEq/mL intravenous solution||00409329906|50.84||
WS SERVICE AREA|25010065|sodium acetate 2 mEq/mL intravenous solution||00409329925|47.61||
WS SERVICE AREA|25010065|sodium acetate 2 mEq/mL intravenous solution||00409729925|23.73||
WS SERVICE AREA|25010065|sodium bicarbonate 4.2 % (0.5 mEq/mL) intravenous syringe||00409553434|87.24||
WS SERVICE AREA|25010065|sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe||00409663734|42.57||
WS SERVICE AREA|25010065|sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe||76329335201|40.35||
WS SERVICE AREA|25010065|sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe||69374091450|40.35||
WS SERVICE AREA|25010065|sodium chloride 0.9 % (flush) injection syringe||08881570300|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % (flush) injection syringe||08290306547|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % (flush) injection syringe||08881579121|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % (flush) injection syringe||08881579300|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % (flush) injection syringe||63807010003|25.95||
WS SERVICE AREA|25010065|sodium chloride 4 mEq/mL intravenous solution||63323018730|36.32||
WS SERVICE AREA|25010065|sodium chloride 0.9 % for nebulization||00487930133|4.40||
WS SERVICE AREA|25010065|sodium chloride 0.9 % for nebulization||00487930103|4.40||
WS SERVICE AREA|25010065|sodium chloride 3 % for nebulization||00378699789|5.44||
WS SERVICE AREA|25010065|sodium phosphate 3 mmol/mL intravenous solution||00517340525|27.76||
WS SERVICE AREA|25010065|sulfacetamide sodium 10 % eye drops||24208067004|442.29||
WS SERVICE AREA|25010065|sulfacetamide sodium 10 % eye drops||61314070101|403.46||
WS SERVICE AREA|25010065|atropine 1 % eye drops||17478021505|423.26||
WS SERVICE AREA|25010065|sodium thiosulfate 1 gram/10 mL (100 mg/mL) intravenous solution||00517101905|151.31||
WS SERVICE AREA|25010065|sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) intravenous solution||60267070550|704.06||
WS SERVICE AREA|25010065|sulfamethoxazole 400 mg-trimethoprim 80 mg/5 mL intravenous solution||00703951401|101.20||
WS SERVICE AREA|25010065|sulfamethoxazole 400 mg-trimethoprim 80 mg/5 mL intravenous solution||00703951403|101.20||
WS SERVICE AREA|25010065|sulfamethoxazole 400 mg-trimethoprim 80 mg/5 mL intravenous solution||00703952601|303.59||
WS SERVICE AREA|25010065|acetylcholine chloride 1 % (10 mg/mL) intraocular kit||24208053920|179.26||
WS SERVICE AREA|25010065|sodium hypochlorite 0.125 % solution||00436067216|78.87||
WS SERVICE AREA|25010065|selenium 40 mcg/mL intravenous solution||00517651025|143.08||
WS SERVICE AREA|25010065|arformoterol 15 mcg/2 mL solution for nebulization|J7605|63402091130|124.41||
WS SERVICE AREA|25010065|arformoterol 15 mcg/2 mL solution for nebulization||63402091101|124.41||
WS SERVICE AREA|25010065|tetracaine 0.5 % eye drops||69292031715|4.40||
WS SERVICE AREA|25010065|tetracaine 0.5 % eye drops||24208092064|76.45||
WS SERVICE AREA|25010065|tobramycin 0.3 % eye drops||61314064305|246.50||
"WS SERVICE AREA|25010065|thrombin-calcium-cme cellulose-hemostatic pad 3"" X 3"" topical||60793091603|411.23||"
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||63323028204|29.79|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||63323028206|39.56|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||00009077526|23.40|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||00009090211|22.60|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||00009090218|22.60|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||25021011504|28.34|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||25021011506|25.57|S0077|
WS SERVICE AREA|25010065|clindamycin 150 mg/mL injection solution||00009077520|23.40|S0077|
WS SERVICE AREA|25010065|tropicamide 1 % eye drops||24208058559|72.50||
WS SERVICE AREA|25010065|tuberculin PPD 5 tub. unit/0.1 mL intradermal injection solution||42023010401|71.69||
WS SERVICE AREA|25010065|tuberculin PPD 5 tub. unit/0.1 mL intradermal injection solution||49281075221|65.67||
"WS SERVICE AREA|25010065|varicella-zoster immune globulin 125 unit solution||53270012502|17,963.40||"
WS SERVICE AREA|25010065|vasopressin 20 unit/mL injection solution||63323030209|17.80||
"WS SERVICE AREA|25010065|bacitracin 50,000 unit intramuscular solution||00009023301|89.50||"
"WS SERVICE AREA|25010065|bacitracin 50,000 unit intramuscular solution||00009023303|89.50||"
"WS SERVICE AREA|25010065|bacitracin 50,000 unit intramuscular solution||00009023401|89.50||"
"WS SERVICE AREA|25010065|bacitracin 50,000 unit intramuscular solution||00009023402|89.50||"
"WS SERVICE AREA|25010065|bacitracin 50,000 unit intramuscular solution||63323032931|72.63||"
WS SERVICE AREA|25010065|verapamil 2.5 mg/mL intravenous solution||00409114405|233.55||
WS SERVICE AREA|25010065|verapamil 2.5 mg/mL intravenous solution||51754020302|259.45||
WS SERVICE AREA|25010065|verapamil 2.5 mg/mL intravenous solution||51754020301|259.45||
WS SERVICE AREA|25010065|verapamil 2.5 mg/mL intravenous solution||00409114411|233.55||
"WS SERVICE AREA|25010065|neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint||00168001235|29.47||"
"WS SERVICE AREA|25010065|neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint||00472017934|41.87||"
WS SERVICE AREA|25010065|trypan blue 0.06 % intraocular syringe||68803061210|407.94||
WS SERVICE AREA|25010065|zinc chloride 1 mg/mL intravenous solution||00409409001|156.80||
WS SERVICE AREA|25010065|zinc sulfate 1 mg/mL intravenous solution||00517611025|205.95||
WS SERVICE AREA|25010065|clopidogrel 300 mg tablet||00904646707|96.32||
"WS SERVICE AREA|25010065|thrombin (recombinant) 5,000 unit topical solution||28400010501|623.50||"
"WS SERVICE AREA|25010065|thrombin (recombinant) 5,000 unit topical solution||43825060641|623.50||"
WS SERVICE AREA|25010065|alfentanil 500 mcg/mL injection solution||00409226649|17.80||
WS SERVICE AREA|25010065|apraclonidine 1 % eye drops in a dropperette||00065066010|4.40||
WS SERVICE AREA|25010065|atracurium 10 mg/mL intravenous solution||25021065905|64.56||
WS SERVICE AREA|25010065|aztreonam 1 gram solution for injection||00003256016|234.03||
WS SERVICE AREA|25010065|aztreonam 1 gram solution for injection||63323040120|265.91||
WS SERVICE AREA|25010065|aztreonam 1 gram solution for injection||63323040126|220.39||
WS SERVICE AREA|25010065|aztreonam 2 gram solution for injection||00003257016|468.06||
WS SERVICE AREA|25010065|aztreonam 2 gram solution for injection||63323040220|540.29||
WS SERVICE AREA|25010065|aztreonam 2 gram solution for injection||63323040230|440.78||
"WS SERVICE AREA|25010065|thrombin (recombinant) 20,000 unit topical solution||43825070741|2,494.00||"
WS SERVICE AREA|25010065|benzoin topical spray||00534010306|47.12||
WS SERVICE AREA|25010065|benzylpenicilloyl polylysine 0.25 mL intradermal injection solution||49471000105|37.57||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00409141210|25.42||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00409141249|17.80||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00409141250|25.42||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00641616110|18.37||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00641616201|19.93||
WS SERVICE AREA|25010065|bumetanide 0.25 mg/mL injection solution||00641616210|19.93||
WS SERVICE AREA|25010065|bupivacaine (PF) 0.75 % (7.5 mg/mL) in 8.25 % dextrose injection||00409361301|18.72||
WS SERVICE AREA|25010065|bupivacaine (PF) 0.75 % (7.5 mg/mL) in 8.25 % dextrose injection||63323047302|31.75||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00487020101|16.01||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00487020160|15.25||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00487020103|15.88||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||76204060001|16.64||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00378967193|16.68||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00378967131|16.68||
WS SERVICE AREA|25010065|ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln||00378698831|15.83||
"WS SERVICE AREA|25010065|carboprost tromethamine 250 mcg/mL intramuscular solution||00009085608|2,332.17||"
"WS SERVICE AREA|25010065|carboprost tromethamine 250 mcg/mL intramuscular solution||00009085605|2,332.17||"
WS SERVICE AREA|25010065|mineral oil||63323025402|87.36||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||50383072015|8.16||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||17856200203|11.53||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||00116200115|8.19||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||00000005358|8.16||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||69339013819|15.44||
WS SERVICE AREA|25010065|chlorhexidine gluconate 0.12 % mouthwash||50383072016|4.40||
WS SERVICE AREA|25010065|rocuronium 10 mg/mL intravenous solution||00409955849|29.46||
WS SERVICE AREA|25010065|rocuronium 10 mg/mL intravenous solution||00409955850|56.65||
WS SERVICE AREA|25010065|rocuronium 10 mg/mL intravenous solution||00781322095|158.70||
WS SERVICE AREA|25010065|rocuronium 10 mg/mL intravenous solution||25021066205|48.42||
WS SERVICE AREA|25010065|rocuronium 10 mg/mL intravenous solution||67457022805|67.79||
WS SERVICE AREA|25010065|ciprofloxacin 0.3 % eye drops||61314065625|4.40||
WS SERVICE AREA|25010065|ciprofloxacin 0.3 % eye drops||17478071410|73.95||
WS SERVICE AREA|25010065|clindamycin 2 % vaginal cream||00168027740|944.82||
"WS SERVICE AREA|25010065|collagenase clostridium histolyticum 250 unit/gram topical ointment||00064501030|1,484.87||"
"WS SERVICE AREA|25010065|collagenase clostridium histolyticum 250 unit/gram topical ointment||50484001030|1,718.25||"
"WS SERVICE AREA|25010065|conivaptan 20 mg/100 mL in 5 % dextrose IV||66220016010|5,388.36||"
WS SERVICE AREA|25010065|cyclopentolate 0.5 % eye drops||00065039515|551.58||
WS SERVICE AREA|25010065|cyclopentolate 2 % eye drops||17478009702|5.35||
WS SERVICE AREA|25010065|cyclopentolate 2 % eye drops||00065039702|252.59||
WS SERVICE AREA|25010065|dantrolene 20 mg intravenous solution||27505000165|653.67||
WS SERVICE AREA|25010065|dantrolene 20 mg intravenous solution||27505000368|653.67||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||00409117102|25.58||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||00409117101|17.80||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||17478093705|28.33||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||17478093710|29.37||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||00641601410|17.80||
WS SERVICE AREA|25010065|dilTIAZem 5 mg/mL intravenous solution||00641921710|17.80||
"WS SERVICE AREA|25010065|desflurane 100 % inhalation liquid||10019064134|1,162.32||"
"WS SERVICE AREA|25010065|desflurane 100 % inhalation liquid||10019064164|1,162.32||"
"WS SERVICE AREA|25010065|desflurane 100 % inhalation liquid||10019064434|1,162.32||"
"WS SERVICE AREA|25010065|desflurane 100 % inhalation liquid||10019064464|1,162.32||"
WS SERVICE AREA|25010065|edrophonium chloride 10 mg/mL injection solution||67457019015|17.80||
WS SERVICE AREA|25010065|edrophonium Cl-atropine 10 mg-0.14 mg/mL intravenous solution||67457019205|213.05||
WS SERVICE AREA|25010065|enalaprilat 1.25 mg/mL intravenous solution||00409212213|17.80||
WS SERVICE AREA|25010065|enalaprilat 1.25 mg/mL intravenous solution||00143978710|32.28||
WS SERVICE AREA|25010065|enalaprilat 1.25 mg/mL intravenous solution||00000005590|28.83||
WS SERVICE AREA|25010065|esmolol 100 mg/10 mL (10 mg/mL) intravenous solution||63323065210|116.05||
WS SERVICE AREA|25010065|esmolol 100 mg/10 mL (10 mg/mL) intravenous solution||67457018210|67.79||
"WS SERVICE AREA|25010065|treprostinil 1.74 mg/2.9 mL soln for inhalation-nebulizer,accessories|J7686|66302020604|30,953.34||"
"WS SERVICE AREA|25010065|conjugated estrogens 0.625 mg/gram vaginal cream||00046087221|2,708.31||"
"WS SERVICE AREA|25010065|ethacrynate sodium 50 mg intravenous solution||25010021027|32,996.46||"
"WS SERVICE AREA|25010065|ethacrynate sodium 50 mg intravenous solution||42023015799|25,004.00||"
WS SERVICE AREA|25010066|acetaminophen 160 mg/5 mL oral liquid||00904198500|3.78||
WS SERVICE AREA|25010066|benztropine 2 mg tablet||68084038911|4.40||
WS SERVICE AREA|25010066|benztropine 2 mg tablet||69315013801|4.40||
WS SERVICE AREA|25010066|benztropine 2 mg tablet||00603243921|4.40||
"WS SERVICE AREA|25010066|paliperidone ER 1.5 mg tablet,extended release 24 hr||00378397893|221.57||"
WS SERVICE AREA|25010066|famotidine 40 mg/5 mL (8 mg/mL) oral suspension||68180015001|707.80||
WS SERVICE AREA|25010066|famotidine 20 mg tablet||00172572860|4.84||
WS SERVICE AREA|25010066|famotidine 20 mg tablet||00172572880|4.84||
WS SERVICE AREA|25010066|felbamate 600 mg tablet||00037043101|65.75||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||65862014990|22.67||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||50268032315|22.86||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||68084039901|24.15||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||68084039911|24.15||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||00904683006|4.90||
WS SERVICE AREA|25010066|flavoxATE 100 mg tablet||00574011501|10.61||
WS SERVICE AREA|25010066|flecainide 100 mg tablet||00054001121|12.97||
WS SERVICE AREA|25010066|flecainide 50 mg tablet||00054001021|14.65||
WS SERVICE AREA|25010066|fluconazole 100 mg tablet||00172541146|31.73||
WS SERVICE AREA|25010066|fluconazole 100 mg tablet||00172541160|30.15||
WS SERVICE AREA|25010066|fluconazole 100 mg tablet||16714069101|31.79||
WS SERVICE AREA|25010066|fluconazole 200 mg tablet||00172541360|24.67||
WS SERVICE AREA|25010066|fluconazole 200 mg tablet||59762501801|25.96||
"WS SERVICE AREA|25010066|flucytosine 500 mg capsule||64980018001|1,151.34||"
"WS SERVICE AREA|25010066|flucytosine 500 mg capsule||60687036395|1,363.03||"
WS SERVICE AREA|25010066|fludrocortisone 0.1 mg tablet||00115703301|4.40||
WS SERVICE AREA|25010066|fludrocortisone 0.1 mg tablet||68084028811|4.40||
WS SERVICE AREA|25010066|diclofenac 1 % topical gel||63481068447|391.50||
WS SERVICE AREA|25010066|diclofenac 1 % topical gel||65162083366|397.30||
WS SERVICE AREA|25010066|FLUoxetine 10 mg capsule||50111064701|18.84||
WS SERVICE AREA|25010066|FLUoxetine 20 mg capsule||68084060511|9.12||
WS SERVICE AREA|25010066|ritonavir 100 mg tablet||00074333330|62.15||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||63739044001|0.55||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00904198251|0.55||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00450049660|0.55||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00904198280|0.55||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||50580060002|0.55||
WS SERVICE AREA|25010066|glipiZIDE 10 mg tablet||51079081101|4.40||
WS SERVICE AREA|25010066|glipiZIDE 5 mg tablet||51079081020|4.40||
WS SERVICE AREA|25010066|glipiZIDE 5 mg tablet||60505014100|4.40||
