MS-DRG,MS-DRG Title,2019 avg,
0465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC","$32,479.12",
0466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,"$93,442.70",
0467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"$77,734.18",
0468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"$73,717.27",
0469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"$84,651.26",
0470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$47,118.13",
0471,CERVICAL SPINAL FUSION W MCC,"$134,074.61",
0472,CERVICAL SPINAL FUSION W CC,"$84,400.24",
0473,CERVICAL SPINAL FUSION W/O CC/MCC,"$48,154.68",
0474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,"$82,939.95",
0475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,"$48,397.86",
0476,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,"$26,125.28",
0477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,"$242,494.04",
0478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,"$80,739.54",
0480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,"$109,189.68",
0481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"$58,545.37",
0482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,"$42,744.48",
0483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"$61,312.91",
0485,KNEE PROCEDURES W PDX OF INFECTION W MCC,"$61,439.50",
0486,KNEE PROCEDURES W PDX OF INFECTION W CC,"$46,265.40",
0487,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,"$33,362.34",
0489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,"$36,841.78",
0492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","$116,775.47",
0493,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC","$65,481.44",
0494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","$38,263.29",
0496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,"$36,499.02",
0497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,"$24,570.82",
0498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,"$61,196.11",
0500,SOFT TISSUE PROCEDURES W MCC,"$66,020.34",
0501,SOFT TISSUE PROCEDURES W CC,"$28,903.38",
0502,SOFT TISSUE PROCEDURES W/O CC/MCC,"$41,642.03",
0503,FOOT PROCEDURES W MCC,"$51,189.93",
0504,FOOT PROCEDURES W CC,"$43,413.45",
0505,FOOT PROCEDURES W/O CC/MCC,"$20,628.50",
0508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,"$53,438.53",
0511,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC","$41,877.14",
0512,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC","$21,413.30",
0513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC","$38,067.78",
0514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC","$12,355.82",
0515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,"$179,803.76",
0516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,"$58,742.76",
0517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,"$33,690.98",
0518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,"$44,149.94",
0519,BACK & NECK PROC EXC SPINAL FUSION W CC,"$55,246.94",
0520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,"$31,352.62",
0533,FRACTURES OF FEMUR W MCC,"$9,926.24",
0534,FRACTURES OF FEMUR W/O MCC,"$18,987.00",
0535,FRACTURES OF HIP & PELVIS W MCC,"$49,887.05",
0536,FRACTURES OF HIP & PELVIS W/O MCC,"$15,416.25",
0539,OSTEOMYELITIS W MCC,"$32,195.42",
0540,OSTEOMYELITIS W CC,"$31,420.88",
0542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,"$25,915.54",
0543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,"$49,535.15",
0544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,"$28,046.65",
0545,CONNECTIVE TISSUE DISORDERS W MCC,"$58,562.01",
0546,CONNECTIVE TISSUE DISORDERS W CC,"$17,117.29",
0547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,"$24,272.30",
0550,SEPTIC ARTHRITIS W/O CC/MCC,"$22,595.15",
0551,MEDICAL BACK PROBLEMS W MCC,"$52,217.94",
0552,MEDICAL BACK PROBLEMS W/O MCC,"$38,013.43",
0553,BONE DISEASES & ARTHROPATHIES W MCC,"$51,818.42",
0554,BONE DISEASES & ARTHROPATHIES W/O MCC,"$21,635.59",
0555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,"$35,104.09",
0556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,"$35,429.98",
0557,"TENDONITIS, MYOSITIS & BURSITIS W MCC","$15,459.34",
0558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC","$18,963.80",
0559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC","$27,480.50",
0560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC","$27,944.50",
0561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC","$19,455.34",
0562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC","$21,735.04",
0563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","$20,746.42",
0564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,"$87,841.36",
0565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,"$21,256.30",
0566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,"$23,972.02",
0570,SKIN DEBRIDEMENT W MCC,"$54,477.31",
0571,SKIN DEBRIDEMENT W CC,"$39,971.84",
0572,SKIN DEBRIDEMENT W/O CC/MCC,"$36,098.54",
0573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,"$55,918.92",
0574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,"$40,672.26",
0577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,"$71,097.91",
0578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,"$41,677.05",
0579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC","$55,748.11",
0580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC","$39,865.48",
0581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC","$9,078.00",
0582,MASTECTOMY FOR MALIGNANCY W CC/MCC,"$24,833.86",
0585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC","$23,164.70",
0592,SKIN ULCERS W MCC,"$26,934.21",
0593,SKIN ULCERS W CC,"$25,764.60",
0594,SKIN ULCERS W/O CC/MCC,"$15,751.30",
0595,MAJOR SKIN DISORDERS W MCC,"$51,923.56",
0596,MAJOR SKIN DISORDERS W/O MCC,"$25,214.54",
0598,MALIGNANT BREAST DISORDERS W CC,"$62,543.74",
0600,NON-MALIGNANT BREAST DISORDERS W CC/MCC,"$18,294.86",
0602,CELLULITIS W MCC,"$34,166.21",
0603,CELLULITIS W/O MCC,"$21,703.85",
0604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC","$77,221.33",
0605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC","$18,751.19",
0606,MINOR SKIN DISORDERS W MCC,"$50,108.34",
0607,MINOR SKIN DISORDERS W/O MCC,"$15,992.27",
0614,ADRENAL & PITUITARY PROCEDURES W CC/MCC,"$165,152.85",
0615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,"$46,140.08",
0616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC","$320,015.08",
0617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","$52,908.59",
0618,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC","$32,173.24",
0622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC","$53,515.64",
0623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC","$39,173.08",
0624,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC","$54,347.09",
0625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC","$46,020.66",
0626,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC","$37,101.45",
0627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC","$34,757.18",
0628,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC","$65,726.35",
0629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC","$104,336.26",
0637,DIABETES W MCC,"$36,883.74",
0638,DIABETES W CC,"$25,406.98",
0639,DIABETES W/O CC/MCC,"$14,475.54",
0640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","$34,437.10",
0641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","$23,563.45",
0642,INBORN AND OTHER DISORDERS OF METABOLISM,"$26,983.18",
0643,ENDOCRINE DISORDERS W MCC,"$56,489.23",
0644,ENDOCRINE DISORDERS W CC,"$27,261.78",
0645,ENDOCRINE DISORDERS W/O CC/MCC,"$23,460.33",
0653,MAJOR BLADDER PROCEDURES W MCC,"$136,313.35",
0654,MAJOR BLADDER PROCEDURES W CC,"$123,016.38",
0655,MAJOR BLADDER PROCEDURES W/O CC/MCC,"$51,121.99",
0656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,"$88,341.95",
0657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,"$51,318.78",
0658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,"$45,271.95",
0659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,"$53,642.16",
0660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,"$41,870.63",
0661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,"$27,306.54",
0663,MINOR BLADDER PROCEDURES W CC,"$68,251.71",
0664,MINOR BLADDER PROCEDURES W/O CC/MCC,"$22,716.33",
0666,PROSTATECTOMY W CC,"$19,133.70",
0667,PROSTATECTOMY W/O CC/MCC,"$17,832.72",
0668,TRANSURETHRAL PROCEDURES W MCC,"$54,160.46",
0669,TRANSURETHRAL PROCEDURES W CC,"$31,925.36",
0670,TRANSURETHRAL PROCEDURES W/O CC/MCC,"$25,065.69",
0671,URETHRAL PROCEDURES W CC/MCC,"$42,162.19",
0672,URETHRAL PROCEDURES W/O CC/MCC,"$15,172.80",
0673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,"$89,033.00",
0674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,"$64,789.01",
0682,RENAL FAILURE W MCC,"$51,288.62",
0683,RENAL FAILURE W CC,"$27,278.51",
0684,RENAL FAILURE W/O CC/MCC,"$22,205.56",
0686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,"$47,781.19",
0687,KIDNEY & URINARY TRACT NEOPLASMS W CC,"$38,350.87",
0688,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,"$39,815.88",
0689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"$39,905.25",
0690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"$22,783.88",
0691,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,"$46,606.36",
0692,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,"$32,709.06",
0693,URINARY STONES W/O ESW LITHOTRIPSY W MCC,"$41,127.95",
0694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"$22,731.12",
0696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,"$23,801.82",
0698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"$34,890.81",
0699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"$28,488.52",
0700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,"$29,745.14",
0707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,"$55,095.85",
0708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,"$45,557.02",
0710,PENIS PROCEDURES W/O CC/MCC,"$21,791.32",
0713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,"$60,457.05",
0715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,"$67,921.59",
0716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,"$34,739.65",
0717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,"$28,209.26",
0718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,"$16,529.32",
0722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC","$35,691.87",
0723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC","$57,113.31",
0724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC","$25,500.13",
0725,BENIGN PROSTATIC HYPERTROPHY W MCC,"$38,720.42",
0727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,"$19,928.96",
0728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,"$20,058.03",
0737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,"$34,946.27",
0742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"$31,775.45",
0743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"$28,193.91",
0744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC","$19,159.68",
0745,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC","$23,526.09",
0746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC","$29,182.69",
0747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC","$17,935.50",
0749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,"$86,006.09",
0754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC","$26,912.82",
0755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC","$33,902.25",
0756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","$15,534.58",
0757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC","$31,506.78",
0758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","$24,474.73",
0759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","$21,444.27",
0760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,"$25,037.18",
0761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,"$22,947.58",
0765,CESAREAN SECTION W CC/MCC,"$25,565.12",
0766,CESAREAN SECTION W/O CC/MCC,"$23,249.85",
0767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"$26,199.85",
0768,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,"$17,669.41",
0769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,"$58,604.19",
0770,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","$48,221.86",
0774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"$19,576.65",
0775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"$16,498.45",
0776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"$23,927.94",
0778,THREATENED ABORTION,"$19,771.67",
0779,ABORTION W/O D&C,"$12,593.54",
0780,FALSE LABOR,"$7,111.15",
0781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"$14,691.94",
0782,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,"$11,484.33",
0783,CESAREAN SECTION W STERILIZATION W MCC,"$20,254.30",
0784,CESAREAN SECTION W STERILIZATION W CC,"$23,743.21",
0785,CESAREAN SECTION W STERILIZATION W/O CC/MCC,"$21,095.15",
0786,CESAREAN SECTION W/O STERILIZATION W MCC,"$26,389.81",
0787,CESAREAN SECTION W/O STERILIZATION W CC,"$24,199.42",
0788,CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,"$24,334.37",
0789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","$12,445.00",
0790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","$77,586.88",
0791,PREMATURITY W MAJOR PROBLEMS,"$68,434.68",
0792,PREMATURITY W/O MAJOR PROBLEMS,"$20,162.55",
0793,FULL TERM NEONATE W MAJOR PROBLEMS,"$44,010.66",
0794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"$7,392.36",
0795,NORMAL NEWBORN,"$1,680.09",
0797,VAGINAL DELIVERY W STERILIZATION/D&C W CC,"$26,152.81",
0798,VAGINAL DELIVERY W STERILIZATION/D&C WO CC/MCC,"$26,076.70",
0799,SPLENECTOMY W MCC,"$36,607.17",
0801,SPLENECTOMY W/O CC/MCC,"$74,014.68",
0802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,"$140,491.33",
0803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,"$79,616.53",
0804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,"$29,544.31",
0805,VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,"$18,001.32",
0806,VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,"$15,729.83",
0807,VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,"$15,864.71",
0808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,"$49,148.13",
0809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"$21,228.84",
0810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,"$22,201.23",
0811,RED BLOOD CELL DISORDERS W MCC,"$41,634.55",
0812,RED BLOOD CELL DISORDERS W/O MCC,"$31,368.62",
0813,COAGULATION DISORDERS,"$53,590.29",
0814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,"$36,538.63",
0815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,"$30,748.28",
0816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,"$10,963.00",
0818,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,"$34,253.22",
0820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,"$219,399.63",
0821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,"$170,627.04",
0823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,"$104,523.62",
0824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,"$65,117.77",
0825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,"$48,120.35",
0826,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,"$81,071.72",
0829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER  PROCEDURE W CC/MCC,"$63,503.95",
0831,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,"$36,697.67",
0832,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,"$15,668.97",
0833,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,"$10,851.14",
0835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,"$4,290.00",
0840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,"$85,667.82",
0841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"$25,226.89",
0843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,"$81,967.55",
0845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,"$14,698.98",
0847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"$29,403.11",
0848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,"$26,144.06",
0853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"$149,945.81",
0854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"$63,667.38",
0855,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,"$42,556.86",
0856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"$101,371.01",
0857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"$29,992.35",
0858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,"$34,222.84",
0862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"$52,298.17",
0863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"$20,171.67",
0864,FEVER,"$37,134.15",
0865,VIRAL ILLNESS W MCC,"$28,662.90",
0866,VIRAL ILLNESS W/O MCC,"$20,091.71",
0867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,"$22,699.72",
0868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,"$57,986.75",
0869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,"$23,874.59",
0870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"$164,362.14",
0871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"$56,488.95",
0872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"$29,116.05",
0876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,"$64,045.35",
0880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"$12,751.99",
0881,DEPRESSIVE NEUROSES,"$7,531.52",
0882,NEUROSES EXCEPT DEPRESSIVE,"$14,451.89",
0883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,"$7,572.00",
0884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"$24,539.52",
0885,PSYCHOSES,"$15,483.84",
0886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,"$8,613.04",
0894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","$15,123.01",
0896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"$16,416.62",
0897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"$10,874.19",
0901,WOUND DEBRIDEMENTS FOR INJURIES W MCC,"$52,658.27",
0902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"$35,436.61",
0903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,"$38,915.43",
0904,SKIN GRAFTS FOR INJURIES W CC/MCC,"$77,539.63",
0905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,"$20,242.33",
0906,HAND PROCEDURES FOR INJURIES,"$12,543.25",
0907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,"$81,789.22",
0908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"$43,451.80",
0909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,"$24,817.40",
0913,TRAUMATIC INJURY W MCC,"$83,280.00",
0914,TRAUMATIC INJURY W/O MCC,"$19,889.75",
0915,ALLERGIC REACTIONS W MCC,"$40,438.01",
0916,ALLERGIC REACTIONS W/O MCC,"$4,849.04",
0917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"$48,142.81",
0918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"$22,574.01",
0919,COMPLICATIONS OF TREATMENT W MCC,"$114,922.07",
0920,COMPLICATIONS OF TREATMENT W CC,"$43,895.21",
0921,COMPLICATIONS OF TREATMENT W/O CC/MCC,"$21,447.09",
0922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC","$17,537.50",
0923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC","$24,657.73",
0929,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,"$18,317.34",
0935,NON-EXTENSIVE BURNS,"$11,307.35",
0940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,"$35,548.71",
0947,SIGNS & SYMPTOMS W MCC,"$29,484.57",
0948,SIGNS & SYMPTOMS W/O MCC,"$26,100.99",
0949,AFTERCARE W CC/MCC,"$29,094.70",
0951,OTHER FACTORS INFLUENCING HEALTH STATUS,"$5,313.00",
0955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,"$187,840.27",
0956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","$169,670.82",
0957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,"$130,893.89",
0958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,"$114,313.19",
0959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"$80,646.94",
0963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,"$89,467.79",
0964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,"$42,945.73",
0965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"$32,496.69",
