Hospital Name:   Tahoe Forest Hospital District,,,
OSHPD Facility No:   291053,,,
"Effective Date of Charges: June 1, 2017",,,
Charge Code,Description,Primary Price,Zero Charge
350003072,HCHG EXC MALIG LES TR ARM LEG 2.1-3.CM MLP,658.00,
350003073,HCHG EXC MALIG LES FACE 3.1 TO 4.0 CM MLP,884.00,
350003074,HCHG EVAC SUBUNGUAL HEMATOMA MLP,98.00,
350003075,HCHG EXC NAIL/MATRIX PERM REM MLP,527.00,
350003076,HCHG SIMP REP S/NK/TR/EXT 2.5/<MLP,152.00,
350003077,HCHG INT REP F/EEN/LP/MUC 5.1TO7.5 MLP,669.00,
350003078,HCHG BURN DRSG/DEBR WO ANES MED MLP,347.00,
350003079,HCHG DESTRUCT BENIGN LES 1ST LES MLP,172.00,
350003080,HCHG DESTRUCT 2 THRU 14 LESIONS MLP,15.00,
350003081,HCHG DESTRUCT BENIGN LESION UP TO 14 MLP,214.00,
350003082,HCHG OFFICE CONSULT LEVEL I MLP,68.00,
350003083,HCHG OFFICE CONSULT LEVEL II MLP,130.00,
350003084,HCHG OFFICE CONSULT LEVEL III MLP,176.00,
350003085,HCHG OFFICE CONSULT LEVEL IV MLP,259.00,
350003086,HCHG OFFICE CONSULT LEVEL V MLP,318.00,
350003087,HCHG IP CONSULT LEVEL I MLP,145.00,
350003088,HCHG IP CONSULT LEVEL II MLP,224.00,
350003089,HCHG IP CONSULT LEVEL III MLP,339.00,
350003090,HCHG IP CONSULT LEVEL IV MLP,489.00,
350003091,HCHG IP CONSULT LEVEL V MLP,592.00,
350003092,HCHG CRITICAL CARE ADDL 30 MIN MLP,333.00,
350003093,HCHG CONTROL NASAL HEM ANTER SIMP MLP,175.00,
350003094,HCHG CONTROL NASAL HEM ANTER SIMP PF,175.00,
350003095,HCHG LARYNGOSCOPY W STROB,354.00,
350003096,HCHG RFB PHARYNX,128.00,
350003097,HCHG DIAGNOSTIC ANOSCOPY SPX,144.00,
350003098,HCHG CERV/VAG CA. SCRN. PELV/BRST EXAM PF,54.00,
350003099,HCHG CERV/VAG CA. SCRN. PELV/BRST EXAM MLP,54.00,
350003104,HCHG CONTROL NASAL HEM ANTER CMPLX PF,248.00,
350003105,HCHG TRACH TUBE CHANGE PF,108.00,
350003106,HCHG LARYNGOSCOPY INDIRECT DX PF,153.00,
350003107,"HCHG TRACHEOSTOMY,PLANNED 2 YRS OR OLDER PF",1231.00,
350003108,HCHG BRONCHOSCOPY RIGID/FLEX W RFB PF,570.00,
350003109,HCHG BRONCH W ASPIRATION INITIAL TX PF,495.00,
350003110,HCHG BX PLEURA PERC NEEDLE PF,284.00,
350003111,HCHG PLEURAL DRAINAGE PERC W CATH W GUIDANCE PF,499.00,
350003112,HCHG CHEMICAL PLEURODESIS PF,249.00,
350003113,HCHG INS/REPL TEMP TV PACEMKR SGL PF,561.00,
350003114,HCHG INTRO CATH EXTREMITY ARTERY PF,326.00,
350003115,HCHG VENIPUNCTURE < AGE 3 FEM/JUG PF,59.00,
350003116,HCHG BLOOD TRANSFUSION PF,106.00,
350003117,HCHG UMBILIC VEIN CATH NWBRN PF,189.00,
350003118,HCHG CVP CATH PLC NONTUNNEL <5YR PF,344.00,
350003119,HCHG ARTERIAL PUNCT BLOOD DRAW DX PF,50.00,
350003120,HCHG ARTERIAL CATH OR CANNU PERC PF,158.00,
350003121,HCHG UMBILIC ARTERY CATH NEWBORN PF,235.00,
350003122,HCHG INCISION OF LINGUAL FRENUM PF,348.00,
350003123,HCHG I/D ABSCESS PERITONSILLAR PF,433.00,
350003124,HCHG NG/OG TUBE MD SKILL W/FLUORO PF,124.00,
350003125,HCHG PROCTOSGMDSC RIGID RMVL 1 LESION CAUTERY PF,267.00,
350003126,HCHG INS BLADDER CATH INDWELL SIMP PF,92.00,
350003127,HCHG INS BLADDER CATH INDWELL COMP PF,251.00,
350003128,HCHG CYSTOURETHROSCOPY W/URETHRAL STRICT DILAT PF,497.00,
350003129,HCHG DILATION URETH FILIFORM INIT PF,285.00,
350003130,HCHG CIRCUMCISION CLAMP OTH DEV W BLOCK PF,305.00,
350003131,HCHG FETAL NON STRESS TEST PF,91.00,
350003132,HCHG OB CARE ANTEPARTUM VAG DLVR POSTPARTUM PF,5193.00,
350003133,HCHG ANTEPARTUM CARE ONLY 4-6 VISITS PF,894.00,
350003134,HCHG OB ANTEPART CARE C-SECTION 7 POSTPARTUM PF,5758.00,
350003135,HCHG US PREG UTER <14 WEEKS GEST PF,148.00,
350003136,HCHG OB US >/= 14 WKS SBGK FETUS PF,478.00,
350003137,HCHG US PREG UTER LTD 1 OR MORE FETUS PF,96.00,
350003138,HCHG US GUIDE VASC ACCESS W REC/REP PF,45.00,
350003139,HCHG AUDITORY EVOKED RESP CNS COMP PF,455.00,
350003141,HCHG  RHYTHM ECG 1 TO 3 LEAD I/R PF,23.00,
350003142,HCHG ECG MONITOR INTERP PF,82.00,
350003143,HCHG LOOPING MONITOR ANALYSIS 24HR PF,83.00,
350003144,HCHG INSERTION/PLACE OF PA CATHETER PF,413.00,
350003145,HCHG VENT MANGMNT INPT/OBS INIT DAY PF,280.00,
350003146,HCHG VENT MGMT INPT SUBQ DAY PF,202.00,
350003147,HCHG BRONCHODIAL PRE AND POST W MVV PF,40.00,
350003148,HCHG MAXIMAL VOLUNTARY VENTILATION PF,17.00,
350003149,HCHG CPAP INITIATION AND MANAGEMENT PF,124.00,
350003150,HCHG PLETHYSMOGRAPHY LUNG VOL AIR RESIST PF,177.00,
350003151,HCHG GAS DILUTION/WASHOUT DETERM LUNG VOL PF,141.00,
350003152,HCHG DIFFUSING CAPACITY PF,183.00,
350003153,HCHG O2 PULSE OXIMETRY SINGLE DETERM PF,8.00,
350003154,HCHG O2 PULSE OXIMETRY MULTI DETERM PF,16.00,
350003155,HCHG O2 PULSE OX CONTINOUS OVERNIGHT PF,83.00,
350003156,HCHG SLEEP STDY UNATTEND W RECORD W SLEEP TIME PF,596.00,
350003157,HCHG MULTIPLE SLEEP LATENCY TEST PF,776.00,
350003158,HCHG POLYSOM ATTENDED >3 INTERP 6/> YRS PF,926.00,
350003159,HCHG POLYSOM ATTENDED W CPAP 6/> YRS PF,926.00,
350003160,HCHG EEG EXTENDED 41 TO 60M PF,1088.00,
350003161,HCHG EEG EXTENDED > 1 HR PF,280.00,
350003162,HCHG EEG W AWAKE AND DROWSY RECORD PF,174.00,
350003163,HCHG EEG W AWAKE AND ASLEEP RECORD PF,174.00,
350003164,HCHG DIGITAL ANALYSIS EEG PF,1018.00,
350003165,HCHG SMOKING CESS > 3MIN UP TO 10 MIN PF,35.00,
350003166,HCHG SMOKING CESSATION > 10 MIN PF,72.00,
350003167,HCHG INIT CARE PER DAY NML NB NON-FACILITY PF,203.00,
350003168,HCHG 1ST HOSP BRTH CNTR NB ADMIT&DSCHG SM DT PF,338.00,
350003169,HCHG NEWBORN RESUSCITATION PF,442.00,
350003170,HCHG INIT IP CRIT CARE PER DAY 28 DAY OR LESS PF,3165.00,
350003173,HCHG SUPRV INTERFAC TRNSPRT ADDL 30 MIN  24MO PF,214.00,
350003174,HCHG MOD SED <5 YRS SAME PHY INITIAL 10-22 MIN PF,77.00,
350003175,HCHG MOD SED >5 YRS SAME PHY INITIAL 10-22 MIN PF,40.00,
350003176,HCHG MOD SED <5 YR DIFF PHYS INITIAL 10-22 MIN PF,296.00,
350003177,HCHG MOD SED >5 YR DIFF PHYS INITIAL 10-22 MIN PF,241.00,
350003178,HCHG MOD SED DIFF PHYS ADD 15MIN (8MIN RULE) PF,183.00,
350003179,HCHG CONTROL NASAL HEM ANTER CMPLX MLP,248.00,
350003180,HCHG TRACH TUBE CHANGE MLP,108.00,
350003181,HCHG LARYNGOSCOPY INDIRECT DX MLP,153.00,
350003182,HCHG TRACHEOSTOMY PLANNED 2 YRS OR OLDER MLP,1231.00,
350003183,HCHG BRONCHOSCOPY RIGID/FLEX W RFB MLP,570.00,
350003184,HCHG BRONCH W ASPIRATION INITIAL TX MLP,495.00,
350003185,HCHG BX PLEURA PERC NEEDLE MLP,284.00,
350003186,HCHG PLEURAL DRAINAGE PERC W CATH W GUIDANCE MLP,499.00,
350003187,HCHG CHEMICAL PLEURODESIS MLP,249.00,
350003188,HCHG INS/REPL TEMP TV PACEMKR SGL MLP,561.00,
350003189,HCHG INTRO CATH EXTREMITY ARTERY MLP,326.00,
350003190,HCHG VENIPUNCTURE < AGE 3 FEM/JUG MLP,59.00,
350003191,HCHG BLOOD TRANSFUSION MLP,106.00,
350003192,HCHG UMBILIC VEIN CATH NWBRN MLP,189.00,
350003193,HCHG CVP CATH PLC NONTUNNEL <5YR MLP,344.00,
350003194,HCHG ARTERIAL PUNCT BLOOD DRAW DX MLP,50.00,
350003195,HCHG ARTERIAL CATH OR CANNU PERC MLP,158.00,
350003196,HCHG UMBILIC ARTERY CATH NEWBORN MLP,235.00,
350003197,HCHG INCISION OF LINGUAL FRENUM MLP,348.00,
350003198,HCHG I/D ABSCESS PERITONSILLAR MLP,433.00,
350003199,HCHG NG/OG TUBE MD SKILL W/FLUORO MLP,124.00,
350003200,HCHG PROCTOSGMDSC RIGID RMVL 1 LESION CAUTERY MLP,267.00,
350003201,HCHG INS BLADDER CATH INDWELL SIMP MLP,92.00,
350003202,HCHG INS BLADDER CATH INDWELL COMP MLP,251.00,
350003203,HCHG CYSTOURETHROSCOP W/URETHRAL STRICT DILAT MLP,497.00,
350003204,HCHG DILATION URETH FILIFORM INIT MLP,285.00,
350003205,HCHG CIRCUMCISION CLAMP OTH DEV W BLOCK MLP,305.00,
350003206,HCHG FETAL NON STRESS TEST MLP,91.00,
350003207,HCHG OB CARE ANTEPARTUM VAG DLVR POSTPARTUM MLP,5193.00,
350003208,HCHG ANTEPARTUM CARE ONLY 4-6 VISITS MLP,894.00,
350003209,HCHG OB ANTEPART CARE C-SECTION 7 POSTPARTUM  MLP,5758.00,
350003210,HCHG US PREG UTER <14 WEEKS GEST MLP,148.00,
350003211,HCHG OB US >/= 14 WKS SBGK FETUS MLP,478.00,
350003212,HCHG US PREG UTER LTD 1 OR MORE FETUS MLP,96.00,
350003213,HCHG US GUIDE VASC ACCESS W REC/REP MLP,45.00,
350003214,HCHG AUDITORY EVOKED RESP CNS COMP MLP,455.00,
350003215,HCHG EKG INTERP AND REPORT ONLY MLP,28.00,
350003216,HCHG  RHYTHM ECG 1 TO 3 LEAD I/R MLP,23.00,
350003217,HCHG ECG MONITOR INTERP MLP,82.00,
350003218,HCHG LOOPING MONITOR ANALYSIS 24HR MLP,83.00,
350003219,HCHG INSERTION/PLACE OF PA CATHETER MLP,413.00,
350003220,HCHG VENT MANGMNT INPT/OBS INIT DAY MLP,280.00,
350003221,HCHG VENT MGMT INPT SUBQ DAY MLP,202.00,
350003222,HCHG BRONCHODIAL PRE AND POST W MVV MLP,40.00,
350003223,HCHG MAXIMAL VOLUNTARY VENTILATION MLP,17.00,
350003224,HCHG CPAP INITIATION AND MANAGEMENT MLP,124.00,
350003225,HCHG PLETHYSMOGRAPHY DETERM LUNG VOL MLP,177.00,
350003226,HCHG GAS DILUTION/WASHOUT DETERM LUNG VOL MLP,141.00,
350003227,HCHG DIFFUSING CAPACITY MLP,183.00,
350003228,HCHG O2 PULSE OXIMETRY SINGLE DETERM MLP,8.00,
350003229,HCHG O2 PULSE OXIMETRY MULTI DETERM MLP,16.00,
350003230,HCHG O2 PULSE OX CONTINOUS OVERNIGH MLP,83.00,
350003231,HCHG SLEEP STDY UNATTEND W RECORD/SLEEP TIME MLP,596.00,
350003232,HCHG MULTIPLE SLEEP LATENCY TEST MLP,776.00,
350003233,HCHG POLYSOM ATTENDED >3 INTERP 6/> YRS MLP,926.00,
350003234,HCHG POLYSOM ATTENDED W CPAP 6/> YRS MLP,926.00,
350003235,HCHG EEG EXTENDED 41 TO 60M MLP,1088.00,
350003236,HCHG EEG EXTENDED > 1 HR MLP,280.00,
350003237,HCHG EEG W AWAKE AND DROWSY RECORD MLP,174.00,
350003238,HCHG EEG W AWAKE AND ASLEEP RECORD MLP,174.00,
350003239,HCHG DIGITAL ANALYSIS EEG MLP,1018.00,
350003240,HCHG SMOKING CESS > 3MIN UP TO 10 MIN MLP,35.00,
350003241,HCHG SMOKING CESSATION > 10 MIN MLP,72.00,
350003242,HCHG INIT CARE PER DAY NML NB NON-FACILITY MLP,203.00,
350003243,HCHG 1ST HOSP BRTH CNTR NB ADMIT&DSCHG SM DT MLP,338.00,
350003244,HCHG NEWBORN RESUSCITATION MLP,442.00,
350003245,HCHG INIT IP CRIT CARE PER DAY 28 DAY OR LESS MLP,3165.00,
350003248,HCHG SUPRV INTERFAC TRNSPRT ADDL 30 MIN  24MO MLP,214.00,
350003249,HCHG RESPIRATORY FLOW VOL LOOP MLP,132.00,
350003250,HCHG INTUBATION ENDOTRACHEAL EMERG MLP,338.00,
350003251,HCHG TUBE THORACOSTOMY MLP,526.00,
350003252,HCHG CVP CATH PLC NONTUNNEL >5YR MLP,375.00,
350003253,HCHG PUNCTURE SPINAL/LUMBAR DX MLP,239.00,
350003254,HCHG CPR MLP,599.00,
350003255,HCHG CRITICAL CARE 1ST 30-74 MIN MLP,665.00,
350003256,HCHG PROLONGED PHYS SERV IP 1ST HR MLP,130.00,
350003257,HCHG PROLONGED PHYS SERV IP EA ADD 30MIN MLP,270.00,
350003258,HCHG INITIAL NEWBORN CARE/DAY MLP,286.00,
350003259,HCHG SUBSEQ NEWBORN CARE/DAY MLP,129.00,
350003260,HCHG ATTEND DELIVERY/STABILIZATION NB MLP,221.00,
350003261,HCHG INITIAL NEWBORN INTENSIVE CARE/DAY MLP,1135.00,
350003262,HCHG NDL EMG EA EXTRM W/REL PARASPIN W/NC LTD MLP,176.00,
350003263,HCHG SLEEP STUDY UNATTENDED MLP,565.00,
350003264,HCHG  GI  EGD W/BIOPSY MLP,534.00,
350003265,HCHG  GI COLONOSCOPY MLP,675.00,
350003266,HCHG COLORECTAL CA SCRN;COLONOSCOPY NON HR MLP,675.00,
350003267,HCHG COLON SCREEING FOR HIGH RISK MLP,675.00,
350003268,HCHG ADVANCE CARE PLAN 30MIN MLP,237.00,
350003269,HCHG ADVANCE CARE PLAN ADDL 30MIN MLP,223.00,
350003270,HCHG ABD PARACENTESIS W/O IMAG GUIDANCE MLP,214.00,
350003271,HCHG ABD PARACENTESIS W IMAG GUIDANCE MLP,329.00,
350003273,HCHG BONE MARROW ASPIRATION ONLY MLP,185.00,
350003274,HCHG GI/OR BRONCHOSCOPY RIGID/FLEX MLP,454.00,
350003275,HCHG BRONCH W BRUSHING MLP,453.00,
350003276,HCHG BRONCH W ALVEOLAR LAVAGE MLP,455.00,
350003277,HCHG BRONCH W BX SNGL/MULT SITES MLP,526.00,
350003278,HCHG BRONCH W TRANS BX SNGL LOBE MLP,582.00,
350003279,HCHG BRONCH W TRANSBRON NDL ASP BX MLP,614.00,
350003280,HCHG PERICARDIOCENTESIS INIT MLP,339.00,
350003281,HCHG CARDIOVERSION ELECTIVE EXT MLP,378.00,
350003282,HCHG THORACENTESIS PLRL ASPIR WO/IMG GUIDE MLP,290.00,
350003283,HCHG THORACENTESIS PLRL ASPIR W/IMG GUIDE MLP,367.00,
350003284,HCHG DOPPLER STUDY TRANSCRANAL COMP MLP,928.00,
350003285,HCHG DOPPLER STUDY TRANSCRANIAL LTD MLP,504.00,
350003286,HCHG MOD SED <5 YR SAME PHY INITIAL 10-22 MIN MLP,77.00,
350003287,HCHG MOD SED >5 YR SAME PHY INITIAL 10-22 MIN MLP,40.00,
350003288,HCHG MOD SED<5 YR DIFF PHYS INITIAL 10-22 MIN MLP,296.00,
350003289,HCHG MOD SED>5 YR DIFF PHYS INITIAL 10-22 MIN MLP,241.00,
350003290,HCHG MOD SED DIFF PHYS ADD 15MIN (8MIN RULE) MLP,183.00,
350003304,HCHG INJ ANES PUDENDAL NERVE BLOCK PF,264.00,
350003305,HCHG INJ LUMBAR PLEXUS CONT INFUSION PF,269.00,
350003308,HCHG EXC FACE LES SBQ 2CM /> PF,1093.00,
350003309,HCHG EXC MALIG LES FACE 1.1 TO 2.0 CM MLP,569.00,
350003310,HCHG DELAY FLAP EYE/NOS/EAR/LIP PF,1454.00,
350003311,HCHG DELAY FLAP EYE/NOS/EAR/LIP MLP,1454.00,
350003312,HCHG EKG INTRP & REPRT ONLY FOR WLCME MCR SCRN PF,25.00,
350003313,HCHG EKG INTRP & REPRT ONLY FOR WLCME MCR SCRN MLP,25.00,
350003314,HCHG EKG ONLY W/O INTRP & RPRT WLCM MCR SCRN PF,32.00,
350003315,HCHG EKG ONLY W/O INTRP & RPRT WLCM MCR SCRN MLP,32.00,
350003316,HCHG EKG W INTRP & RPRT FOR INITIAL PREVNT EXM PF,59.00,
350003317,HCHG EKG W INTRP & RPRT FOR INITIAL PREVNT EXM MLP,59.00,
350003318,HCHG POSTPARTUM CARE ONLY PF,439.00,
350003319,HCHG POSTPARTUM CARE ONLY MLP,439.00,
350003320,HCHG I/D FINGER ABSCESS CMPLX PF,566.00,
350003321,HCHG I&D FOREIGN BODY COMPLICATED MLP,568.00,
350003322,HCHG DEBRID EXTEN ECZEMA <10PCT MLP,89.00,
350003323,HCHG DEBRID OPEN FX/DISL MUSCLE PF,957.00,
350003324,HCHG DEBRID OPEN FX/DISL MUSCLE MLP,957.00,
350003326,HCHG  DEB SKIN BONE AT FX SITE PF,1305.00,
350003327,HCHG  DEB SKIN BONE AT FX SITE MLP,1305.00,
350003328,HCHG DEBRID MUSC FASC EA ADD 20CM OR PART MLP,169.00,
350003329,HCHG TFH DEBRIDE NAIL 1-5,170.00,
350003330,HCHG TFH DEBRIDE NAIL 1-5 PF,48.00,
350003331,HCHG TFH DEBRIDE NAIL 1-5 MLP,48.00,
350003332,HCHG REPAIR NAIL BED MLP,357.00,
350003333,"HCHG INSERT, NON-BIODGRDBLE DRUG DELVRY IMPLA PF",251.00,
350003334,"HCHG INSERT, NON-BIODGRDBLE DRUG DELVRY IMPLA MLP",251.00,
350003335,HCHG SIMP REP F/EEN/LP/MM 20.1 TO 30CM PF,471.00,
350003336,HCHG SIMP REP F/EEN/LP/MM 20.1 TO 30CM MLP,471.00,
350003337,HCHG INT REP SC/AX/TR/EXT 7.6 TO 12.5 MLP,635.00,
350003338,HCHG INT REP NK/HDS/FT/EG 2.6TO7.5 CM MLP,615.00,
350003339,HCHG INT REP NK/HDS/FT/EG 12.6 TO 20.0CM PF,836.00,
350003340,HCHG INT REP NK/HDS/FT/EG 12.6 TO 20.0CM MLP,836.00,
350003341,HCHG  CMPLX REP TRUNK 2.6 TO 7.5 CM,342.00,
350003342,HCHG  CMPLX REP TRUNK 2.6 TO 7.5 CM PF,875.00,
350003343,HCHG  CMPLX REP TRUNK 2.6 TO 7.5 CM MLP,875.00,
350003344,HCHG CMPLX REP SC/EXT 1.1 TO 2.5 PF,728.00,
350003345,HCHG CMPLX REP SC/EXT 1.1 TO 2.5 MLP,728.00,
350003346,HCHG CMPLX REP SC/EXT 2.6 TO 7.5CM PF,831.00,
350003347,HCHG CMPLX REP SC/EXT 2.6 TO 7.5CM MLP,831.00,
350003348,HCHG CMPLX REP SC/EXT EA ADD 5.0/<CM PF,277.00,
350003349,HCHG CMPLX REP SC/EXT EA ADD 5.0/<CM MLP,277.00,
350003350,HCHG CMPLX REP F/NK/HDS/FT 1.1TO2.5CM PF,816.00,
350003351,HCHG CMPLX REP F/NK/HDS/FT 1.1TO2.5CM MLP,816.00,
350003352,HCHG CMPLX REP F/NK/HDS/FT 2.6TO7.5 MLP,1445.00,
350003353,HCHG SPLT GRFT FACE 1ST 100SQCM PF,2257.00,
350003354,HCHG SPLT GRFT FACE 1ST 100SQCM MLP,2257.00,
350003356,HCHG  BONE BIOPSY EXCISIONAL PF,1596.00,
350003357,HCHG  BONE BIOPSY EXCISIONAL MLP,1596.00,
350003358,HCHG  REMOVAL OF FOREIGN BODY,3834.00,
350003359,HCHG  REMOVAL OF FOREIGN BODY PF,447.00,
350003360,HCHG  REMOVAL OF FOREIGN BODY MLP,447.00,
350003361,HCHG INJ THERA CARPAL CANAL MLP,172.00,
350003362,HCHG  INJ DUPUYTREN CORD W/ENZYME,717.00,
350003363,HCHG  INJ DUPUYTREN CORD W/ENZYME PF,204.00,
350003364,HCHG  INJ DUPUYTREN CORD W/ENZYME MLP,204.00,
350003365,HCHG BILAT INJ SGL TEN SHEATH/LIG/APO MLP,254.00,
350003366,HCHG INJ SGL TEN ORIGIN/INSERT MLP,130.00,
350003367,HCHG ASP INJ GANGLION CYST ANY PF,128.00,
350003368,HCHG ASP INJ GANGLION CYST ANY MLP,128.00,
350003370,HCHG  INSERT AND REMOVE BONE PIN PF,481.00,
350003371,HCHG  INSERT AND REMOVE BONE PIN MLP,481.00,
350003372,HCHG REM IMPLANT SUPERFICIAL PF,455.00,
350003373,HCHG REM IMPLANT SUPERFICIAL MLP,455.00,
350003374,HCHG REMOVAL OF IMPLANT DEEP HARDWARE MLP,1301.00,
350003375,HCHG BIOPSY SOFT TISSUE SHOULDER DEEP PF,691.00,
350003376,HCHG BIOPSY SOFT TISSUE SHOULDER DEEP MLP,691.00,
350003377,HCHG MANIPULATION SHOULDER JNT W/ANEST MLP,595.00,
350003378,HCHG ORIF PROX HUMERUS FX MLP,2706.00,
350003379,HCHG CAPSULORRAPHY BANKART PROC MLP,3073.00,
350003380,HCHG ORIF CLAVICULAR FX MLP,2199.00,
350003381,HCHG BIOPSY DEEP UPPER ARM/ELBOW PF,1278.00,
350003382,HCHG BIOPSY DEEP UPPER ARM/ELBOW MLP,1278.00,
350003383,"HCHG EXCISION,OLECRANON BURSA MLP",1059.00,
350003384,HCHG MANIP ELBOW UNDER ANESTHESIA PF,1246.00,
350003385,HCHG MANIP ELBOW UNDER ANESTHESIA MLP,1246.00,
350003386,HCHG REINSERT RUPTRD BI/TRICEPS TENDON DISTAL MLP,2308.00,
350003387,HCHG  APPLY UNIPLANE BONE FIXATION DEVICE PF,1763.00,
350003388,HCHG  APPLY UNIPLANE BONE FIXATION DEVICE MLP,1763.00,
350003389,HCHG  APPLY MULITPLANE BONE FIXATION DEVICE PF,3441.00,
350003390,HCHG  APPLY MULITPLANE BONE FIXATION DEVICE MLP,3441.00,
350003392,HCHG  REMOVE BONE FIXATION DEVICE MLP,1040.00,
350003394,HCHG  REMOVAL OF BONE FOR GRAFT MLP,587.00,
350003395,HCHG  UNDER GENERAL GRAFTS OR IMPLANTS PROCE PF,970.00,
350003396,HCHG  UNDER GENERAL GRAFTS OR IMPLANTS PROCE MLP,970.00,
350003397,HCHG  REMOVAL OF FASCIA FOR GRAFT PF,1212.00,
350003398,HCHG  REMOVAL OF FASCIA FOR GRAFT MLP,1212.00,
350003399,HCHG  UNDER EXCISION PROCEDURESS ON THE SHOULDE,491.00,
350003400,HCHG  UNDER EXCISION PROCEDURES ON THE SHOULDE MLP,1004.00,
350003401,HCHG  PARTIAL REMOVAL COLLAR BONE PF,1736.00,
350003402,HCHG  PARTIAL REMOVAL COLLAR BONE MLP,1736.00,
350003403,HCHG  REMOVE SHOULDER BONE PART PF,1851.00,
350003404,HCHG  REMOVE SHOULDER BONE PART MLP,1851.00,
350003406,HCHG  INCISION OF TENDON & MUSCLE MLP,1869.00,
350003407,HCHG  REPAIR BICEPS TENDON PF,2285.00,
350003408,HCHG  REPAIR BICEPS TENDON MLP,2285.00,
350003410,HCHG  RESECTION OR TRANSPLANTATION OF LONG TEN MLP,2322.00,
350003411,HCHG  UNDER REPAIR REVISION AND OR RECONSTRU PF,3577.00,
350003412,HCHG  UNDER REPAIR REVISION AND OR RECONSTRU MLP,3577.00,
350003413,HCHG ARTHROPLASTY TOTAL SHOULDER MLP,4486.00,
350003414,HCHG  REVISION OF COLLAR BONE PF,2937.00,
350003415,HCHG  REVISION OF COLLAR BONE MLP,2937.00,
350003417,HCHG  CLOSED REDUCTION CLAVICLE SHAFT MLP,677.00,
350003418,HCHG  TREAT CLAVICLE DISLOCATION PF,1740.00,
350003419,HCHG  TREAT CLAVICLE DISLOCATION MLP,1740.00,
350003420,HCHG  TREAT CLAVICLE DISLCTION W FASCIAL GRFT PF,2114.00,
350003421,HCHG  TREAT CLAVICLE DISCTION W FASCIAL GRFT MLP,2114.00,
350003422,HCHG  TREAT SCAPULA FRACTURE PF,3019.00,
350003423,HCHG  TREAT SCAPULA FRACTURE MLP,3019.00,
350003425,HCHG  TREAT HUMERUS FRACTURE MLP,1299.00,
350003426,HCHG  OPEN TREATMENT OF ACUTE SHOULDER DISLOCA PF,1784.00,
350003427,HCHG  OPEN TREATMENT OF ACUTE SHOULDER DISLOCA MLP,1784.00,
350003428,HCHG  UNDER ARTHRODESIS PROCEDURES ON THE SHOU PF,3324.00,
350003429,HCHG  UNDER ARTHRODESIS PROCEDURES ON THE SHOU MLP,3324.00,
350003430,HCHG  EVACUATION OF ABCESS,3834.00,
350003431,HCHG  EVACUATION OF ABCESS MLP,662.00,
350003432,HCHG  EXPLORATORY ELBOW SURGERY PF,1450.00,
350003433,HCHG  EXPLORATORY ELBOW SURGERY MLP,1450.00,
350003434,HCHG  PARTIAL REMOVAL OF ELBOW PF,1906.00,
350003435,HCHG PARTIAL REMOVAL OF ELBOW MLP,1906.00,
350003436,HCHG  REPAIR ARM TENDON/MUSCLE PF,2277.00,
350003437,HCHG  REPAIR ARM TENDON/MUSCLE MLP,2277.00,
350003438,HCHG  REPR ELBOW LAT LIGMNT W/TISS PF,2165.00,
350003439,HCHG  REPR ELBOW LAT LIGMNT W/TISS MLP,2165.00,
350003440,HCHG  REPAIR ELBOW W/DEB OPEN PF,1600.00,
350003441,HCHG  REPAIR ELBOW W/DEB OPEN MLP,1600.00,
350003442,"HCHG UNDER REPAIR, REVISION, AND/OR RECONSTRU PF",2058.00,
350003443,"HCHG UNDER REPAIR, REVISION, AND/OR RECONSTRU MLP",2058.00,
350003445,HCHG  CLSD TREAT HUMERUS FRACTURE MLP,1379.00,
350003446,HCHG  OPEN TREAT HUMERUS FRACTURE PF,2695.00,
350003447,HCHG  OPEN TREAT HUMERUS FRACTURE MLP,2695.00,
350003449,HCHG  CLTX SPRNDYLR/TRNSDYLR TX HUMER FX MLP,1051.00,
350003451,HCHG  TREAT HUMERUS FRACTURE W MANIPULATION MLP,1733.00,
350003452,HCHG  PERCUTANEOUS SKELETAL FIXATION HUMERAL FX PF,2290.00,
350003453,HCHG  PERCUTANEOUS SKELETAL FIXATION HUMERAL F MLP,2290.00,
350003454,HCHG  OPEN TX HUMERAL SUPRACONDYLAR FRACTURE PF,2863.00,
350003455,HCHG  OPEN TX HUMERAL SUPRACONDYLAR FRACTURE MLP,2863.00,
350003456,HCHG  OPEN TX HUMERAL SUPRACNDYLR FX W/XTN PF,3199.00,
350003457,HCHG  OPEN TX HUMERAL SUPRACNDYLR FX W/XTN MLP,3199.00,
350003458,HCHG  OPEN TX HUMERAL EPICONDYLAR FRACTURE PF,2242.00,
350003459,HCHG  OPEN TX HUMERAL EPICONDYLAR FRACTURE MLP,2242.00,
350003460,HCHG  OPEN TX HUMERAL CONDYLAR FRACTURE PF,2567.00,
350003461,HCHG  OPEN TX HUMERAL CONDYLAR FRACTURE MLP,2567.00,
350003462,HCHG  UNDER FRACTURE AND/OR DISLOCATION PROCE PF,3333.00,
350003463,HCHG  UNDER FRACTURE AND/OR DISLOCATION PROCE MLP,3333.00,
350003464,HCHG  TREAT CLOSED ELBOW DISLOCATION PF,1439.00,
350003465,HCHG  TREAT CLOSED ELBOW DISLOCATION MLP,1439.00,
350003466,HCHG  TREAT OPEN ELBOW DISLOCATION PF,2187.00,
350003467,HCHG  TREAT OPEN ELBOW DISLOCATION MLP,2187.00,
