Name,Std Price
CATH INSERTION SWAN-GANZ,1778
CATH INTRACRANI MONITOR,2167.02
CATH INTRAUTERINE PRESSURE,75.31
CATH KIT ANGIOJET POWER PULSE,122.4
CATH KIT HEMODIALYS 55CM,1280
CATH KIT HEMODIALYS STR SGL VL,1007
CATH MARIN BERENSTEIN 4F 100CM,198.58
CATH MARIN STRAIGHT 4F 100CM,140.4
CATH MARIN STRAIGHT 4F 65CM,147.46
CATH MARINER STRAIGHT 4F 150CM,422
CATH MARKER 5F 100CM MERIT,325.84
CATH MARKER PIGTAIL 5F 100CM,296.64
CATH MICROGUIDE 140CM,716.5
CATH MULTIPURPOSE 4F 125CM,46.8
CATH MUSHROOM DRAIN,65.52
CATH NASAL DBL BALLOON EPISTAT,214.2
CATH NEPHRO W/ STAYFIX 14F,259.2
CATH NEPHROSTOMY 10F,216
CATH NEPHROSTOMY 12F,216
CATH NEPHROSTOMY 14F,234
CATH NEPHROSTOMY 8F,222.48
CATH NEPHROSTOMY KIT 30FX15CM,853.31
CATH OCCLU BALLOON/AORTIC,1316.4
CATH PARA W/NEEDLE YUE 5FR10CM,75.82
CATH PARA W/NEEDLE YUE 5FR15CM,78.95
CATH PARACENTESIS YUEHCOOK 4FR,75.82
CATH PERITONEAL LUMBAR Y TUBE,753.82
CATH PERITONEAL PLEURX,1670
CATH PERITONEAL W/BIOGLDE,602.92
CATH PHOENIX 1.8MM 130CM,7463.25
CATH PHOENIX 1.8MM 149CM,7463.25
CATH PHOENIX 2.2MM 130CM,7463.25
CATH PHOENIX 2.2MM 149CM,7463.25
CATH PHOENIX 2.4MM 127CM,7463.25
CATH PIGTAIL 4F 110CM ANGDY,46.37
CATH PIGTAIL 4F 110CM MERIT,41.4
CATH PIGTAIL 4F 65CM MERIT,41.4
CATH PIGTAIL ANGLED 4F CORDIS,27.9
CATH PLEURAL PLEURX,1670
CATH QUICKCROSS .035 135CM,567.7
CATH QUICKCROSS .035 90CM,567.7
CATH QUINTON SWAN L413807,677.29
CATH SHEPHARDS HOOK II 4F COR,46.8
CATH SHEPHERDHOOK 4F 65CM,46.8
CATH SHUTTLE JB1 6.5F 125CM,199.48
CATH SIMS2 4F 100CM,46.8
CATH SINGLE LUMEN SILC,85.93
CATH SINUS BALLOON 5-7X16IN,1637.5
CATH SINUS BALLOON 6X16IN,1953.4
CATH SINUS BALLOON 7X24IN,2049.6
CATH SINUS GUIDE,1137
CATH SINUS GUIDE RELIVA F-70,1007
CATH SINUS GUIDE RELIVA M-110,1007
CATH SINUS XL BALLOON,1725.25
CATH SNGL-LUMVASC ACC-ALL,58.32
CATH SPLY DBLE LUMEN INFANT 4F,393.02
CATH SPLY DBLE LUMEN PEDS 4F,393.02
CATH SPLY TRIPLE LUMEN-PDS 5.5,407.59
CATH STAMEY SUPRAPUBIC,148.61
CATH SURECROSS .18 150CM,375.5
CATH SURECROSS .35 150CM,375.5
CATH SURECROSS .35 90CM,375.5
CATH SWAN GANZ COMBO 8FR,916
CATH SWAN GANZ LF,1410
CATH TEMPO MULTI 4F 125CM,46.8
CATH TEMPO SIM 1 4F 100CM,48.6
CATH TEMPO SIM 2 4F 100CM,46.8
CATH THORACIC,14.69
CATH THORACIC 36-40FR,14.76
CATH TURBOHAWK SS-C,8050.75
CATH TURBOHAWK SX-C,8050.75
CATH UMBILICAL 3.5F,41.15
CATH UMBILICAL 5F,41.15
CATH UMBILICAL 8F,67.57
CATH UNIVERSAL FLUSH 90CM,46.8
CATH URETERAL 6FR OPEN,38.66
CATH URETERAL BARD LATEX,3.12
CATH URETERAL BARD LATEX RED,2.84
CATH URETERAL BARD WHISTLE TIP,26.32
CATH URETERAL CONE TIP,36.68
CATH URETERAL MEDLINE,8.39
CATH URETERAL OPENEND MIC,141.7
CATH URETHRA COMPLX,268
CATH VANSCHIE 5F 65CM MM,82.8
CATH VENTRICULAR TRAUMA,432.14
CATH VOLCANO EAGLE EYE,2060
CATHETER  PV .035 90CM,2710
CATHETER 7FR WEDGE,1059
CATHETER ALL PURPOSE 10FX25,234
CATHETER ALL PURPOSE 6FX20,234
CATHETER ALL PURPOSE 8FX25,222.48
CATHETER BERENSTEIN 4F 100CM,56.16
CATHETER BERENSTEIN 4F 65CM,56.74
CATHETER CAMINO FLEX VENTRCLAR,2794.88
CATHETER CENTESIS 5FR X 10CM,100.8
CATHETER CENTRAL VENOUS QUAD,368.8
CATHETER CENTRAL VENOUS TRIPLE,409.32
CATHETER CHEST TROCAR,60.34
CATHETER CHOLANGIOGRAPHY KUMAR,125.64
CATHETER COUDE,35.6
CATHETER DUAL LUMEN,250.92
CATHETER DUCANTO 6.6 X 13.9MM,7.02
CATHETER EDM LUMBAR 46419,699.98
CATHETER EKOSONIC,6758.25
CATHETER EPIDURAL SUPPLY,83.92
CATHETER ERCP ALL,437.5
CATHETER FOGARTY OTW 3F,324.76
CATHETER FOGARTY OTW 4F,324.76
CATHETER FOLEY 30CC 2WAY,16.49
CATHETER FOLEY 30CC 2WAY SIL,16.49
CATHETER FOLEY 30CC 3WAY,36.04
CATHETER FOLEY 3CC 2WAY,11.59
CATHETER FOLEY 5CC 2WAY,11.48
CATHETER FOLEY 5CC 2WAY OR SO,11.7
CATHETER GUIDE LINER V2 5.5-8F,1261.8
CATHETER IAB LINEAR 34CC,2760.08
CATHETER IAB MEGA 50CC,2760.08
CATHETER IV 12G X 3IN,44.6
CATHETER MALE EXTERNAL,73.58
CATHETER NEPHRO BLLN DILATION,812.6
CATHETER OMNI SOS 0 4F 80CM,85.68
CATHETER OMNI SOS 3 4F 80CM,39.6
CATHETER OMNIFLUSH 4F 100CM,44.1
CATHETER OUTBACK,58.68
CATHETER POWER PICC DOUBLE 5F,356.4
CATHETER POWER PICC SINGLE 4F,375.5
CATHETER PULMONARY MM 6F,82.8
CATHETER RACZ,238.36
CATHETER RADIAL DIAG 5FR 110CM,198
CATHETER ROUTINE 4F,27.9
CATHETER ROUTINE 5F,30.06
CATHETER SHEP HOOK 2 4F 65CM,147.46
CATHETER SWAN GANZ,252
CATHETER TAMPONOOD COOK,625.86
CATHETER TESIO,957.6
CATHETER URETHRAL 10FR LF,3
CATHETER URETHRAL 12FR LF,2.95
CATHETER URETHRAL 14FR LF,2.95
CATHETER URETHRAL 16FR LF,3
CATHETER URETHRAL 18FR LF,3
CATHETER URETHRAL 8FR LF,2.95
CATHETER URINE COLL 5FR INFANT,5.62
CATHETER URINE COLL 8FR FEMALE,5.62
CATHETER VENTR/BACTISEAL,1451.6
CATHETER VTK 5F 125CM,54.47
CATHETR MALECOT NEPHRO 14-16FR,265.68
CATHFLO 2MG ACTIVASE VL,528.06
CAUTERY PENCIL HI TEMP FINE,27.94
CBC AUTO W/O DIFF,97.7
CBC AUTO WITH DIFF,99.1
CCP AB IGG,43.2
CD4 ABSOLUTE COUNT,84.9
CD4 T CELL COUNT TOTAL,114
CDIFF TOXINS A&B,99.1
CEA,211.8
CEFAZOLIN 10GM MDV 2GM CHG,7.82
CEFAZOLIN 1GM DUPLEX,28.16
CEFAZOLIN 1GM VIAL,6.31
CEFAZOLIN 2GM DUPLEX BAG INJ,42.23
CEFAZOLIN 500MG VIAL,9.2
CEFDINIR 300 MG CAP,3.82
CEFEPIME 1GM VIAL,27.6
CEFEPIME 2GM VIAL,45.08
CEFEPIME 2GM/50ML BAG DUPLX D5,86.21
CEFOTAXIME 1GM VIAL,23.14
CEFOTETAN 1GM VIAL,181.7
CEFOTETAN 2GM VIAL,365.7
CEFOXITIN 1GM VIAL,27.6
CEFTAROLINE 400MG VIAL,662.82
CEFTAROLINE 600MG VIAL,662.82
CEFTAZIDIME 2GM INJ,43.29
CEFTOLOAZNE/TAZOBACTAM 1.5GMVL,374.71
CEFTRIAXONE 1GM,6.9
CEFTRIAXONE 250MG VIAL,3.5
CEFTRIAXONE 2GM VIAL,13.11
CEFTRIAXONE 500 MG VIAL,13.11
CEFUROXIME 1.5 GM VIAL,20.7
CEFZIL 125/5 50ML O.S. 1ML CHG,3.5
CEFZIL 250/5 50ML O.S. 1ML CHG,3.5
CEFZIL 250MG TABLET,7.36
CELECOXIB 100 MG CAPSULE,10.81
CELECOXIB 200MG CAPSULE,9.3
CELESTONE SOLU 6MG/CC 1CC,45.5
CELEXA ORAL SOLUTION 1 ML CHG,3.5
CELIAC DISEASE HLA1,326.5
CELIAC DISEASE HLAII,160
CELIAC ENDOMYSIAL AB,40.6
CELIAC GLIA OR TRANSG IA,40.6
CELIAC IGA,38
CELL COUNT SYN FLD NO DIF,80
CELL COUNT SYN FLD W/DIFF,97.7
CELL CT BODY FL W/ DIFF,97.7
CELL CT BODY FL W/O DIFF,80
CELL CT SPINAL FL W/ DIF,97.7
CELL CT SPINAL FL W/O DF,80
CELLCEPT 250MG ORAL,3.5
CELLCEPT SUSP. 250MG/5ML SYRIN,3.5
CEMENT BONE KYPHON HV-R,493.3
CEMENT BONE PLUG,732
CEMENT BONE SIMPLEX,212.4
CEMENT CANAL RESTRICT TIP,68.98
CEMENT COBALT G,844.5
CEMENT MIX SYSTEM STRYKER,266.4
CEMENT MIXER BIOMET,418.9
CEMENT PALACOS GENTAMICIN,821.9
CEMENT PRESSURIZER TIP AL,32
CEMENT SERENOCEM 1GM CAPSULES,1092.8
CEMENT VERTEBRO CONFIDENENCE,2255
CEMENT W/MIXER KYPHON,809.5
CENTROMERE AB,48.2
CEPHALEXIN CAP 500MG,3.5
CEPHULAC/CHRONULAC 30ML,3.64
CEREBR SEIZ 24HR CONT VDEO/EEG,2568
CEREBRAL THROMBOLYSIS IV,437
CEREBROSPINAL FLUID IMAG,1623
CEREBROSPINAL FLUID IMAGE,1623
CEREBYX 100 PE 2ML VIAL,68.08
CERULOPLASMIN,150.9
CERV EXC OF LESION BX,1143
CERVICAL DISC PRESTIGE,10882.5
CERVICL 1 LVL SWIFT DEPUY,4326.24
CERVICL 2 LVL SWIFT DEPUY,5126.83
CERVIDIL 10 MG VAG INSERT,1330.45
CETUXIMAB 100MG INJ,1937.39
CETUXIMAB 2MG/ML 100ML VIAL,3217.3
CG COGNITIVE TEST STANDARDIZED,380
CG EVAL BEDSIDE SWAL 30,180
CG EVAL HIGH COMPLEX,225
CG EVAL MODERATE COMPLEXITY,220
CG EVAL SPEECH/LANG 30,202
CG OT EVAL HIGH COMPLEX,286
CG OT EVAL LOW COMPLEXITY,262
CG OT EVAL MODERATE COMPLEXITY,274
CG PT EVAL LOW COMPLEXITY,211
CH50,309.1
CHANGE OF CYSTOSTOMY TUBE SIMP,640
CHANGER ENDOTRACH TUBE,37.8
CHANNEL EXT WORKING I-LOGIC,768.43
CHANNEL EXTENDED FOR EDGE 180,1402.46
CHANTIX 0.5MG TABS,34.6
CHARGER RESTORE ADVANCED MRI,3010
CHARGER RESTORE STIM,3950
CHEM ANALYSIS KDNY STONE,235.9
CHEMICAL PLEURODESIS,864
CHEMO ADM IA VIA PUMP,663
CHEMO INFUS EA ADDL HR,114
CHEMO INFUS UP TO 1 HR,683
CHEMO INJ IV PUSH ADDL,239
CHEMO INJ IV PUSH INITIAL,416
CHEMO PERITONEAL CAV PARA,416
CHEMO PLEURAL CAV THORACE,416
CHEMO SUBARCH INTRVNT RES,239
CHEMO SUBQ IM HORMONAL,114
CHEMO SUBQ IM NON-HORMNL,114
CHEST >4  VIEWS,302
CHEST 1 VIEW,226
CHEST 1 VIEW PORTABLE,256
CHEST 2 VIEWS,280
CHEST 3 VIEWS,294
CHEST DRAIN MINI EXPRESS,223.09
CHEST DRAINAGE SUPPLY,110.99
CHEST LOW DOSE LUNG SCREEN CT,1391
CHEST MRA W&W/O CONT,4160
CHEST MRA W/CONTRAST,3198
CHEST MRA W/O CONTRAST,2962
CHEST MRI W&W/O CONTRAST,3534
CHEST MRI W/CONTRAST,2719
CHEST MRI W/O CONTRAST,2516
CHEST PERCUSSION VEST,213.88
CHEST TUBE INSERTION,1344
CHEST TUBE INSERTION W/IMAGE,1344
CHEST ULTRASOUND,377
CHEST W&W/O CONTRAST CT,1953
CHEST W/CONTRAST CT,1501
CHEST W/O CONTRAST CT,1391
CHEST W/O DIAG F/U TO LOW DOSE,1391
CHEST WALL MANIPULATION MECHAN,231
CHLAM PNUEMO PCR BIOFIRE,65.9
CHLAMYDIA AB,143.4
CHLAMYDIA AMPLIFICATION,77.5
CHLAMYDIA IGG AB,267.4
CHLAMYDIA STAIN DFA,223.1
CHLORAMPHENICOL,206.5
CHLORHEXIDINE GLUC .12% 1MLCHG,3.5
CHLORHEXIDINE GLUC 15ML,3.5
CHLORIDE BLOOD,42.1
CHLORIDE URINE 24 HR,42.1
CHLORIDE URINE RANDOM,42.1
CHLORPROMAZINE 100MG TAB,68.18
CHLORPROMAZINE 50MG TAB,42.42
CHLORTHALIDONE 25 MG UD,4.47
CHLORTRIMETON  4MG TAB,3.5
CHOLANGIOGRAM OPERATIVE,758
CHOLESTEROL BLOOD,66
CHOLESTEROL FLUID,66
CHROMAGEN CAPSULE,4.37
CHROMAGEN FORTE,4.37
CHROMIUM BLOOD,62.3
CHROMIUM PER 1 ML,89.89
CHROMOGRANIN A,154.7
CIAGLIA PERCUT TRACH SPLY,1156.32
CICLOPIROX CR 0.77% 15GM,85.52
CILOXAN 0.3% OPTH OINT.,739.55
CIMZIA 200MG PFS,11197.23
CIPRO 500MG U-D TAB,3.5
CIPRODEX OTIC SUSP 7.5ML,828.79
CIPROFLOXACIN 0.3% OPTH  2.5ML,61.41
CIPROFLOXACIN 0.3% OPTH SL 5ML,116.06
CIRC ANTICOAG,95.1
CIRCUM PLASTIBELL ALL,14.47
CIRCUMCISION NEWBORN,893
CISPLATIN 10MG CHARGE,18.54
CISPLATIN 50MG VIALS,17.25
CITALOPRAM 10MG TABLET,3.5
CITALOPRAM 20MG TABLET,3.5
CITALOPRAM 40MG TABLET,3.5
CITRATE 24 HOUR URINE,258.5
CKMB QUANTITATIVE,130.7
CL TX ART FX MCP/IP JNT WO MAN,489
CL TX DSTL RADULNR DIS W MANIP,489
CL TX HUMERUS SHAFT FX W/MANI,2260
CL TX PROX HUMERAL FX W/MANIP,2999
CL TX SC/TX HUMERUS FX W/MANIP,2260
CL TX TRIMALL ANKLE FX W/MANIP,2260
CLADOSPORIUM ALLERGEN,53.8
CLADRIBINE 1MG/ML 10ML VIAL,1400.63
CLAMP DRAINAGE BAG,2.92
CLAMP EXTERNAL FIXATOR,1179.64
CLAMP EXTERNAL FIXATOR LG COMB,2346.52
CLAMP EXTERNAL FIXATOR LG MULT,2658.52
CLARINEX 0.5 MG/ML SYRUP,3.5
CLARITIN 10 MG TABLET,3.5
CLARITIN-D **24HR** TAB,3.5
CLARITIN-D TABLET **12HR*,4.51
CLASS I EA ADDL MIN,30
CLASS I INITIAL 15 MIN,1444
CLASS II EA ADDL MIN,41
CLASS II INITIAL 15 MIN,2168
CLASS III EA ADDL MIN,54
CLASS III INITIAL 15 MIN,2891
CLASS IV EA ADDL MIN,68
CLASS IV INITIAL 15 MIN,3177
CLASS V EA ADDL MIN,80
CLASS V INITIAL 15 MIN,3631
CLAVICLE BIL,302
CLAVICLE LT,242
CLAVICLE RT,242
CLD FX HUMERUS W/O MANI,2915
CLD TX AC DISC W MAN,355
CLD TX AC DISC W/O MAN,355
CLD TX ANK DISCL W ANES,2260
CLD TX ANK DISCL W/O ANES,355
CLD TX ANK FX W/O MAN,489
CLD TX ANKLE FX W/O MANI,355
CLD TX ARTFX FX FINGER W/MAN,2260
CLD TX CARPAL FX W/O MAN,355
CLD TX CLAV FX  W/O MAN,355
CLD TX DISLOC ELBO CHILD W/MAN,489
CLD TX DISTL FIB FX W/MAN,489
CLD TX ELBOW DISLOC W ANESTH,2260
CLD TX ELBOW DISLOC W/O ANES,355
CLD TX FEM FX W/O MANI,489
CLD TX FEMORAL SHAFT FX,489
CLD TX FIBULA W/O MANIP,355
CLD TX FIBULA W/O MANIP DISTAL,543
CLD TX FINGER FX W MAN DISTAL,489
CLD TX FINGER FX W/MAN,489
CLD TX FINGER FX W/O MAN,355
CLD TX FINGER JT DISLOC,355
CLD TX FINGER SHAFT FX W/O MAN,355
CLD TX HAND DISLOC W MAN,489
CLD TX HAND FX W/O MAN,355
CLD TX HIP DIS W/O ANES,355
CLD TX HIP DISLOC W ANES,2260
CLD TX HUM CONDY FX W/O MANIP,489
CLD TX HUM FX W/O MAN,355
CLD TX HUM SHFT FX W/O MA,489
CLD TX KNEE DISL WO ANES,489
CLD TX METACARPAL FX W/O MAN,355
CLD TX METACARPL FX W/MAN,489
CLD TX METATARSAL FX W/O MAN,355
CLD TX NASAL BONE FX W/O STABA,3333
CLD TX NASL BNE FX W/O MAN,267
CLD TX PATELLAR DISL WO ANES,355
CLD TX PATELLAR FX,355
CLD TX PLTL/MAXILLARY FX,8155
CLD TX RAD SHFT FX W MAN,2260
CLD TX RAD/ULN FX W MAN,2260
CLD TX RAD/ULN FX W/O MAN,355
CLD TX RADIAL FX W MAN HEAD,2260
CLD TX RADIAL FX W/O MAN,355
CLD TX RADIAL W/MANIP DISTAL,2260
CLD TX RADIAL W/O MANIP,489
CLD TX SCAPULAR FX,355
CLD TX SHLDR DISL W/MANI &ANES,2260
CLD TX SHLDR W/FX W/MANI,2260
CLD TX SHOULDER DISLOC,355
CLD TX THUMB W/MANI,489
CLD TX TIBIAL FX W/MANI SHAFT,2260
CLD TX TIBIAL FX W/O MANI,489
CLD TX TM DISLOCATION,267
CLD TX TOE DISLOC,355
CLD TX TOE FX,355
CLD TX TOE FX W MANIPULATION,489
CLD TX TOE FX W/O MANIPULATION,355
CLD TX TOE JNT DISLOCATN,355
CLD TX ULN SHFT FX W/O MA,355
CLD TX ULNAR FX W/O MANI,355
CLD TX ULNAR STYLOID FX,489
CLD TX WB DSTL TIB FX W/MANIP,2260
CLEANSER WOUND VASHE,25.49
CLEVER CUT 3V DISTAL WG 30MM,570.8
CLEVIPREX 25MG/50ML INJ,745.2
CLEVIPREX 50MG/100ML IV,480.73
CLIMARA 0.05MG/DAY PATCH,151.57
CLIMARA 0.075MG/DAY,85.43
CLIMARA 0.1MG/DAY PATCH,151.57
CLINDAGEL 1% GEL 30GM,381.44
CLINDAMYCIN 150 MG CAPS.,3.5
CLINDAMYCIN 2% VAG CRM 40GM,399.65
CLINDAMYCIN 300 MG CAPS,3.5
CLINDAMYCIN 600MG IVPB 50ML,54.61
CLINDAMYCIN 600MG/4 ML VIAL,13.34
CLINDAMYCIN 900 MG/6 ML INJ,19.32
CLINDAMYCIN 900MG IVPB 50ML,66.7
CLINDAMYCIN PED SOL 1ML CHG,6.26
CLINDAMYCIN T TOP SOLN 30ML,69
CLINIC PEDS PULM ESTB PT LVL I,68
CLINORIL 150 MG TABS,3.5
CLINORIL 200 MG TABS,5.85
CLIP APPLIER RANEY FOR CRANI,229.82
CLIP BRONCH I-LOGIC,363.38
CLIP DURACLIP HEMOSTASIS 16MM,484
CLIP ENDOSCOPIC INSTINCT,546
CLIP HEMOLOK LARGE,178.7
CLIP HEMOLOK MED/LG ENDO5,144
CLIP NEURO 1.5MM STRYKER,326.34
CLIP PRISM FOR ISTENT,216
CLIP RESOLUTION QK ROTATE 230,518.1
CLIP RESOLUTON FIX 2.8MM 235CM,778.5
CLIP TORQUING,39.6
CLIP YASARGIL TEMP 7-9MM,1308.6
CLOBAZAM 2.5MG/ML (1ML CHARGE),40.53
CLOBETASOL 0.05% OINT 30GM,22.13
CLOBETASOL 0.05% SOLN 25ML,379.64
CLOBETASOL CREAM 0.05% 30GM,19.09
CLOBETASOL GEL 0.05% 30 GM,317.59
CLOFARABINE 20MG/20ML SDV,7593.67
CLOMIPRAMINE 50MG CAPSULE,31.05
CLONAZEPAM (CLONAPIN),259.7
CLONIDINE 0.2MG PATCH,205.44
CLONIDINE 0.3MG TABLET,3.5
CLONIDINE HCL 1000 MCG-10ML SD,115
CLONIDINE ORAL SUSP 10MCG/1ML,0.51
CLONOPIN 0.5MG TABS,3.5
CLOSURE DEVICE PLACEMENT,155
CLOSURE PRESS DEV SAFEGUARD 12,201.6
CLOSURE PRESS DEV SAFEGUARD 24,216
CLOSURE PRESS DEVICE FEM STOP,375.5
CLOZAPINE (CLOZARIL)100MG,7.59
CLOZARIL (CLOZAPINE) 25MG,25.99
CLS II - 1 MIN - 1ST ASST,42
CLS II INIT 15M-1ST ASST,2186
CLS III - 1 MN - 1ST ASST,56
CLS III INIT 15M-1ST ASST,2909
CLS IV  1 MIN  1ST ASST,70
CLS IV INIT 15M-1ST ASST,3195
CLS LAC MOUTH <2.5CM,645
CLS LAC MOUTH >2.5CM,1421
CLS V - 1 MIN - 1ST ASST,83
CLS V INIT 15M-1ST ASST,3647
CLSD TX TIBIAL FRACTURE,3778
CMPRESON TX UNA BOOT BL,450
CMPRESON TX UNA BOOT LT,299
CMPRESON TX UNA BOOT RT,299
CMPRESON TX UNNA BOOT RT,299
CMV PCR,274.3
CMV TRANSPLANT MCO,36.9
CO(ONLY)CARBOXYHEMOGLOBIN,48
CO2 (BICARBONATE),42.1
COAGULATOR ENT 10FR,37.12
COAGULOPATHY INTREP,52
COBALT,83
COCAINE 4% SOLN 4 ML  UD,615.8
CODEINE TAB  30MG 1/2GR,3.96
COFLEX SIZE 10-12,14055
COGENTIN .5MG TAB,3.5
COGENTIN 1MG TABS,3.5
COGENTIN 2 MG. TABS.,3.5
COGENTIN INJ. 2MG,216.2
COGN FUNCTION THERAPY 15 MIN,104
COGN FUNCTION THERAPY 30 MIN,208
COGN FUNCTION THERAPY 45 MIN,312
COGN FUNCTION THERAPY 60 MIN,416
COGN FUNCTION THERAPY 75 MIN,520
COGN FUNCTION THERAPY 90 MIN,624
COGN FUNCTION THPY 15 MIN MCR,104
COGNITIVE TEST STANDARDIZED,380
COIL EMBOLIZATION NESTER 14-10,412.2
COIL EMBOLIZATION NESTER 14-12,306
COIL EMBOLIZATION NESTER 14-4,306
COIL EMBOLIZATION NESTER 14-6,412.2
COIL EMBOLIZATION NESTER 14-8,412.2
COIL EMBOLIZATION TORNADO 10-5,412.2
COIL EMBOLIZATION TORNADO 4-3,306
COIL EMBOLIZATION TORNADO 5-3,412.2
COIL EMBOLIZATION TORNADO 6-3,412.2
COIL EMBOLIZATION TORNADO 7-3,412.2
COIL EMBOLIZATION TORNADO 8-4,412.2
COIL EMBOLIZATION TORNADO 8-5,306
COIL PLACEMENT ARTERIAL,15198
COIL PLACEMENT VENOUS,15198
COLACE CAPS 100MG,3.5
COLACE LIQ 10 ML,3.5
COLAZAL 750 MG CAPSULE,8.33
COLCHICINE 1/100 GR. TABS,24.02
COLD AGGLUTINATION,66
COLESTID 5GM POWDER,14.45
COLESTIPOL 1GRAM TAB,4.83
COLLAGEN CROSS-LINK NXT,119.3
COLLAR 2.5 X 22 CERV MED FOAM,13.07
COLLAR 3.0 X 22 CERV MED FOAM,13.46
COLLAR CERVICAL MED/XLONG,12.82
COLLAR CERVICAL SERPENTINE,23.4
COLLAR CRVCL VISTA ADT UNV ADJ,234.94
COLLAR CRVCL VISTA CHD REG PD5,74.34
COLLAR EXTRICATION PED 6-12 YR,45.4
COLLAR MIAMI J,163.51
COLLAR MIAMI J SUPER SHORT,173.95
COLLAR STIFF NECK ADULT,15.98
COLLAR STIFF NECK BABY,39.2
COLLAR STIFF NECK PEDIATRIC,36.25
COLLAR STIFF NECK TALL,36.25
COLON,845
COLON AIR CONTRAST ONLY,1131
COLOR FLOW DOPPLER,524
COLPORRHAPHY,3836
COLY MYCIN M 150MG PARENT,128.76
COMM/WORK TRAIN EA 15 MIN,71
COMMIT 2 MG LOZ,3.5
COMMIT 4 MG LOZ,3.5
COMP MET,301.7
COMP MET NON-FASTING,301.7
COMPATIBILITY AHG TECHNIQ,107.7
COMPATIBILITY ELECTRONIC,160.8
COMPATIBILITY IMM SPIN,160.8
COMPLEMENT C1Q BINDING,187.9
COMPLEMENT C2,171.1
COMPLEMENT C3,171.1
COMPLEMENT C4,171.1
COMPLEX RADIATION THERAPY FLD,1164
COMPONENT TIBIAL SIZE 2-6,13596.52
COMTAN 200 MG,26.13
CONCENTRATION AFB,42.1
CONCERTA 36MG TAB,19.09
CONCERTA 54MG TAB,20.7
CONCORD BULLET VIPER DEPUY,10520.79
CONDYLOX 0.5% GEL 3.5GM,1970.86
CONECTR BLAKE SNGL/DBL/TR,43.38
CONNECTING TUBE BS,42.05
CONNECTOR 24CM ARROW,391.78
CONNECTOR 28CM ARROW,324
CONNECTOR AXOGUARD NERVE 3X15,4608
CONNECTOR CABLE PLUB,126
CONNECTOR DEPUY A3-6 SFX,1475
CONNECTOR DISP CABLE PLG PCMKR,108
CONNECTOR SHUNT STRAIGHT,86.4
CONNECTOR THORACIC STEP DOWN,21.92
CONNECTR CROSS BLACKSTONE,955
CONSCIOUS SEDATION,438
CONSULT ON REFERENCE MATL,291.3
CONT GLUC MNTR PHYS/QHP OFFEQP,271
CONT GLUC MNTR PHYS/QHP OWNEQP,133
CONT MED RAD PHYSICS/WK,416
CONTROL NOSE BLEED CMPLX,437
CONTROL NOSE BLEED POSTERIOR,274
CONTROL NOSE BLEED SIMP,274
CONTROL THROAT BLEED,3333
COPIOS BONE FILLER,1805.2
COPPER PLASMA,158.3
COPPER URINE,40.6
COR ANGIO,6219
COR ANGIO W/GRAFTS,6991
COREG 12.5 MG TABLET,3.5
COREG 25 MG TABLET,3.5
COREG 3.125 MG TABLET,3.5
COREG 6.25 MG TABLET,3.5
CORGARD  40MG TABS,27.7
CORLANOR 5 MG TABLET,33.91
CORLANOR 7.5 MG TABLET,33.91
CORLOPAM 10MG AMPULE,1039.53
CORONARY THROMBECTOMY,3326
CORONARY THROMBOLYSIS IC,543
CORONARY THROMBOLYSIS IV,437
CORPORATE FLU ADMINISTRATION,12
CORPORATE FLU VACCINE,33
CORT ENEMA,87.4
CORTEF 10MG TAB,7.69
CORTIFOAM 15 GM,1294.83
CORTISOL BLOOD TOTAL,243.4
CORTISOL URINE (FREE),206.5
CORTISONE AC. 25MG TAB,11.5
CORTISPORIN CREAM 7.5 GM,400.93
CORTISPORIN OINT .5OZ,548.35
CORTISPORIN OO 3.5GM,239.39
CORTISPORIN OPTH SOL7.5ML,469.89
CORTISPORIN OTIC  SUSP.,211.97
CORTISPORIN OTIC SOL.10ML,211.97
CORTROSYN 0.25MG VIAL,367.71
CORVERT 0.1MG/ML 10 ML VL,1450.28
COSOPT OPHTHALMIC DROPS,723.16
COTTONOID,12.89
COUNTERSINK,1077.2
COUNTERSINK ASNIS MICRO 3.8MM,1020
COUNTERSINK FOR 1.3/1.5 SCREW,466.64
COUPLING 2.4MM 78MM THREADED,574.52
COUPLING REDUCTION 3.5MM THRD,874.66
COVER BURR HOLE 10 MM,491.6
COVER BURR HOLE LP 14MM,491.6
COVER BURR HOLE LP 20MM,537.17
COVER BURR HOLE TI LP NEURO,1150
COVER ULTRASOUND 15.2X122CM,19.8
COX A AB,62
COXIELLA AB,38
COXSACKIE ANTIBODIES,272.5
COXSACKIE B ABS,68.5
COZAAR 25 MG TABLET,3.5
COZAAR 50 MG TABLET,3.5
C-P HEALTHY LIFESTYLE PROGRAM,40
C-P REHAB PHASE 4 O/P,40
C-PEPTIDE,242.1
CPK ISOENZYMES,211.8
CPK TOTAL,92.6
CPR,543
CRANIAL ACCESS SUPPLIES,783.4
CRANIOPLASTIC CRANIAL DEFECT,670
C-REACTIVE PROTEIN (CRP),130.7
CREAM ALOE VESTA ANTIFUNGAL,5.58
CREATININE BLOOD,66
CREATININE BLOOD ISTAT,66
CREATININE CLEARANCE 24H,138.1
CREATININE FLUID,66
CREATININE URINE 24 HR,114
CREATININE URINE RANDOM,66
CREME PROTECTIVE BARRIER,8.57
"CREON 12,000 U CAPSULE",14.31
