"Description                             ","Price     "
"BLADE STRYKER 2296-003-115              ","    114.70"
"BLADE STRYKER 2296-003-414              ","    119.00"
"C.T. ABD & PELVIS W/O & W/CONTRAST      ","   4577.00"
"MAMMOGRAPHY-DX BIL FOLLOWING SCREENING  ","    305.00"
"MAMMOGRAPHY-DX UNILAT.RT FOLLOWING SCREE","    244.00"
"MAMMOGRAPHY-DX UNILAT.LT FOLLOWING SCREE","    244.00"
"BITE BLOCK DISPOSABLE (REPL 000429) 1196","      5.40"
"BLADE ORBIT INCISOR PLUS 4.5MM 6/BX 7205","    224.46"
"MRA LOWER EXTREM.W/CONTRAST-LT          ","   2611.00"
"MRI BREAST W/CONTRAST UNILAT/RIGHT      ","   2497.00"
"MRI BREAST WO/W CONTRAST-BIL            ","   2798.00"
"MRI BREAST WO/W CONTRAST UNILAT/RIGHT   ","   2798.00"
"MRI BREAST W/ CONTRAST-BIL              ","   2798.00"
"MRI PITUITARY W/O CONTRAST  (IES)       ","   2407.99"
"MRI PITUITARY W/CONTRAST  (IES)         ","   2611.00"
"MRI PITUITARY W/O & W/CONTRAST  (IES)   ","   2948.05"
"SUTURE USS DEXON    7702-23 5-0         ","     85.04"
"U.S. BRAIN                              ","    594.45"
"PH ELECTRODE FOR G.E. REFLUX/24HR AMBUL.","    414.00"
"MRI BREAST W/O CONTRAST UNILAT/LEFT     ","   2497.00"
"MRI BREAST W/CONTRAST UNILAT/LEFT       ","   2497.00"
"MRI BREAST WO/W CONTRAST UNILAT/LEFT    ","   2798.00"
"U/S UNLISTED PROCEDURE                  ","    284.60"
"SIGMOIDOSCOPY W/EUS/FINE NEEDLE ASPIRATI","   2533.00"
"CANISTER MEDIVAC LARGE VOLUME           ","     71.25"
"SHOULDER 1 VIEW (LEFT OR RIGHT)         ","    197.50"
"NEEDLE COLORADO N103A                   ","    192.64"
"MRI LOWER EXTREM WO/W CONTR-BILATERAL (D","    631.00"
"U.S. TRANS KIDNEY W/DUPLEX DOPPLER      ","    523.60"
"FOOT AP & LATERAL (LEFT)                ","    214.80"
"FOOT AP & LATERAL (RIGHT)               ","    214.80"
"FETAL BIOPHYS PROFILE W/O NONSTRESS TEST","    217.00"
"C.T. ABD W/WO CONTRAST & PELVIS W/CONTRS","    500.00"
"SPINE SCOLIOSIS SUP&ERECT (AP)          ","    408.00"
"US ABDOMINAL DOPPLER LTD                ","    756.25"
"US ART PHYSIOLOGIC STY SGL BILAT        ","    385.00"
"US ART PHYSIOLOGIC STY MULTI BILAT      ","    412.50"
"US ART PHYSIOLOGIC STY R&S              ","    440.00"
"US ARTERIAL DUPL LOW EXT BIL            ","    689.10"
"US ARTERIAL DUPL LOW EXT UNI            ","    336.35"
"US ARTERIAL DUPL UPPER EXT BIL          ","    689.10"
"US ARTERIAL DUPL UPPER EXT UNI          ","    560.65"
"US BLADDER VOL MEASUREMENT              ","     73.90"
"US BREAST(S)                            ","    289.90"
"US CAROTID DOPPLER BILAT COMP           ","    705.10"
"US CAROTID DOPPLER UNILAT LTD           ","    393.85"
"US CHEST                                ","    463.70"
"US INFANT HIPS (STATIC)                 ","    404.00"
"US PELVIC LIMITED                       ","    680.55"
"US PORTAL DUPLEX                        ","    641.50"
"US SPINAL CANAL                         ","    275.40"
"US VEIN MAP UNLATERAL                   ","    671.35"
"US VEIN MAP BILATERAL                   ","    671.35"
"US VENOUS DUPLEX LOWER EXT BILAT        ","    671.35"
"US VENOUS DUPLEX LOWER EXT UNILAT       ","    671.35"
"MG DIGITAL SCREENING UNILAT             ","    245.00"
"MG BONE DENSITY STUDY DXA               ","    383.00"
"US A/V FISTULA DUPLEX                   ","    418.00"
"U.S. ABDOMEN COMPLETE - DDX             ","    988.70"
"INJECTION PROCEDURE FOR DISCOGRAPHY-IES ","    300.00"
"CT ABDOMEN-PELVIS WO                    ","   3698.00"
"CT ABDOMEN-PELVIS W                     ","   4006.00"
"CT ABDOMEN-PELVIS W/WO                  ","   4577.00"
"ECG - TECH IES O/P SURGERY              ","    216.00"
"HEMORRHOIDECTOMY, INTERNAL BY LIGATION (","   1200.00"
"CT SACROILIAC JOINT INJECTION           ","   2647.70"
"CT CARDIAC SCORING                      ","     50.00"
"CTA ABDOMEN LOWER ILEOFEM WWO           ","   2079.00"
"CTA LOWER EXTREMITY LEFT WWO            ","   2002.00"
"CTA LOWER EXTREMITY RIGHT WWO           ","   2002.00"
"CTA UPPER EXTREMITY LEFT WWO            ","   2002.00"
"CTA UPPER EXTREMITY RIGHT WWO           ","   2002.00"
"MRI PELVIS W                            ","   1566.60"
"MR MRCP WO                              ","   2407.90"
"MR MRCP W                               ","   2611.00"
"MR MRCP W/WO                            ","   2948.05"
"US OB LIMITED                           ","    330.80"
"LENS LENSTEC -SOFTEC HD (CONSIGNMENT)   ","    475.31"
"CANNULA ETCO2 SAMPLING & O2 DELIVERY    ","     13.49"
"CTA ABD & PELVIS WO/W CONTRAST          ","   4576.90"
"MG CAD SCREENING                        ","     43.35"
"LENS AMO (CONS) TENIS PC CLEAR MONO IOL ","    478.50"
"GLUCOSE-BLOOD (MONITORING DEVICE) IES   ","     31.50"
"MISC ADD'L GI LAB PROCEDURE             ","   1045.00"
"AEROSOL TREATMENT - INITIAL (IES)       ","    129.00"
"AEROSOL TREATMENT - SUBSEQUENT (IES)    ","    129.00"
"INJECTION PROC-SACROILIAC JOINT ANES/STE","   2500.00"
"ELBOW LT MIN 3 VWS                      ","    216.00"
"ELBOW RT MIN 3 VWS                      ","    216.00"
"US VENOUS DUPLEX UPPER EXT BILAT        ","    671.35"
"US VENOUS DUPLEX UPPER EXT UNILAT       ","    671.35"
"NET RETRIEVAL ROTH 2.5MM                ","    330.88"
"PADDING CAST 4 INCH SOFT ROLL J AND J   ","      2.90"
"EDGE WEBRILL 4 INCH 12/PK KC3175        ","      3.26"
"SUTURE ETHICON J416H 3-0 VICRYL         ","      6.93"
"SUTURE ETHICON J496G VICRYL 4-0         ","     18.94"
"SUTURE ETHICON 662G 4-0 18 BLK MONO     ","      9.67"
"CUFF TOURNIQUET 18 INCH                 ","     54.11"
"EDGE ELASTIC W/VELCRO LATEX FREE        ","      4.29"
"SPLINT ORTHO GLASS 3 INCH               ","    241.75"
"SPLINT ORTHO GLASS 4 INCH               ","    289.94"
"MRI MULTIPARAMETRIC PROSTATE W/O CONTRAS","   2863.00"
"MRI MULTIPARAMETRIC PROSTATE WO/W CONTRA","   3582.00"
"MRI PROSTATE W/O CONTRAST               ","   2563.00"
"MRI PROSTATE W/CONTRAST                 ","   2889.00"
"MRI PROSTATE WO/W CONTRAST              ","   3082.00"
"CT UROGRAM ABDOMEN & PELVIS WO/W CONTRAS","   3976.00"
"MG BONE DENSITY W/VFA                   ","    559.00"
"RESTOR PC IOL IMPLANT N/C TMC           ","    895.00"
"TORIC AC IOL IMPLANT N/C                ","    895.00"
"US BREAST LT COMPLETE                   ","    289.00"
"US BREAST RT COMPLETE                   ","    289.00"
"US BREAST BILAT COMPLETE                ","    289.00"
"US BREAST LT LIMITED                    ","    289.00"
"US BREAST RT LIMITED                    ","    289.00"
"US BREAST BILAT LIMITED                 ","    289.00"
"STYLETTE RIGID GLIDERITE   #0270-0681 10","    157.50"
"SCREW ANTERIOR CERVICAL/LUMBAR SCREW RTI","    350.00"
"DRESSING PREVENA PEEL & PLACE 35cm PRE32","    843.70"
"DRESSING PREVENA PLUS SYSTEM WITH PEEL &","   2275.00"
"SCOLIOSIS/LMT     TMC                   ","    176.85"
"XRAY SPINE THOROCOLUMBAR  TMC           ","    176.85"
"BONE GRAFT SUBSTITUTE DEMINERALIZED DBX ","    398.75"
"STENT SET URETERAL FIRM UNIVERSA 6 FR X ","    188.10"
"KIT TUBING DUAL INSUFFLATOR THORACIC HIG","    365.19"
"TUBING INSUFFLATION ENDOSCOPIC HEATED PN","    152.00"
"CAGE VBR SPINE SOURCE                   ","   8050.00"
"PACK LEGACY 30 DEG ROUND FLARED         ","    356.25"
"ABDOMEN SERIES (FLAT & UPRIGHT)         ","    218.60"
"U.S. INFANT HIPS W/MANIPULATION         ","    504.95"
"WORK HARDENING/COND. INITIAL - 2HRS     ","    256.25"
"WORK CONDITIONING - EA ADD'L HR         ","    102.50"
"P.T. RE-EVALUATION                      ","    254.00"
"THERAPEUTIC ACTIVITY EACH 15 MINUTES (PT","    121.00"
"THERAPEUTIC EXERCISE EACH 15 MIN        ","    108.00"
"PHYSICAL PERFORMANCE TEST/MEASURE       ","    129.00"
"ELEC. STIMULATION CONSTANT ATTEND EA 15 ","    130.00"
"W/C MANAGEMENT EA 15 MIN                ","     94.00"
"STANDARDIZED COGNITIVE PERFORM. TEST-PER","    471.00"
"ROM MEASUREMENT, EA EXTREMITY OR SPINE  ","    108.00"
"GAIT TRAINING EA. 15 MIN.               ","     94.00"
"THERAPEUTIC EXERCISE EACH 15 MINUTES    ","    121.00"
"ELEC.STIM., UNATTENDED, NON-WOUND       ","    130.00"
"MANUAL THERAPY TECHNIQUES EA 15 MIN.    ","    111.00"
"AQUATIC THERAPY EA 15 MIN.              ","     56.00"
"PROSTHETIC TRAINING EA 15 MIN           ","     94.00"
"MASSAGE EACH 15 MIN                     ","     96.00"
"PARAFFIN BATH                           ","     79.00"
"COGNITIVE TRAINING EACH 15 MIN          ","     96.00"
"NEUROMUSC RE-ED EA 15 MINUTES-REHAB     ","     87.00"
"ULTRASOUND , CONSTANCE ATTENDANCE EA 15 ","     94.00"
"WHIRLPOOL                               ","    249.00"
"DRUG ADMIN (NON-CHEMO IM, SQ INJECTION) ","     56.10"
"BLOOD ADMIN (TRANSFUSION)               ","    862.40"
"P P D                                   ","     15.00"
"SELF CARE MANAGEMENT  EA 15 MINUTES     ","    121.00"
"HAIR BRUSH                              ","     25.00"
"HARBOR DRUG SCREEN                      ","     44.00"
"BREATHALYZER TEST                       ","     27.50"
"VFD RAPID DRUG TEST                     ","     10.00"
"INHOUSE DRUG SCREEN                     ","     27.50"
"HBSAB TITER                             ","     27.50"
"HARBOR 10 PANEL TEST                    ","     35.00"
"PROBE TEMP DISPOSABLE  DP400CE          ","     28.40"
"HEPATITIS B VACCINE                     ","    137.50"
"HEPATITIS B VACCINE                     ","     46.20"
"LINE OF SIGHT OBSERVATION - A SHIFT (1:4","    424.00"
"ORTHOTIC/PROSTHETIC CHECKOUT USE EA 15 M","     87.00"
"ORTHOTIC MANAGEMENT & TRAINING EA 15 MIN","     87.00"
"VFD CONFIRMATION DRUG TEST              ","     25.00"
"W/C MANAGEMENT EA 15 MIN                ","     94.00"
"Tdap VACCINE                            ","     50.00"
"HARBOR 22 PANEL TEST                    ","     60.00"
"TETANUS & DIPHTHERIA TOXOIDS PEDIATRIC 0","     27.50"
"LINE OF SIGHT OBSERVATION - P SHIFT (1:2","    424.00"
"ZOSTER TESTING                          ","     30.00"
"Emp MMR                                 ","     50.00"
"10 PANEL DRUG SCREEN                    ","     49.50"
"HEPATITIS A VACCINE 1 DOSE              ","     66.00"
"DRUG SCREEN COLLECTION FEE              ","     22.00"
"22 PANEL DRUG SCREEN                    ","     60.50"
"MEASLES MUMPS RUBELLA VACCINE           ","     71.50"
"TEACHING 5 OR MORE EMPLOYEES            ","     82.50"
"5 PANEL DRUG SCREEN                     ","     49.50"
"FLU VACCINE COMPANY                     ","     30.00"
"CHICKENPOX 1 DOSE                       ","    100.00"
"EMP IDP7 (HBV/MMR/V.ZOSTER)             ","    100.00"
"EMP MEASLES 1GG                         ","     25.00"
"EMP MUMPS 1GG                           ","     40.00"
"EMP RUBELLA                             ","     25.00"
"ACTIVITY ASSESSMENT FEE                 ","    375.00"
"IONTOPHORESIS EA. 15 MIN.               ","    110.00"
"ACTIVITY FEE                            ","    130.00"
"THERAPEUTIC OUTING                      ","    177.00"
"O.T.EVALUATION:LOW COMPLEXITY           ","    275.00"
"O.T. EVALUATION:MODERATE COMPLEXITY     ","    300.00"
"O.T. EVALUATION:HIGH COMPLEXITY         ","    325.00"
"PAD LOCALIZED TEMPERATURE THERAPY 15X22 ","     20.12"
"VASOPNEUMATIC DEVICE                    ","    129.00"
"RE-EVAL OF O.T. ESTABLISHED POC         ","    150.00"
"P.T. EVALUATION:LOW COMPLEXITY          ","    275.00"
"CPM DAILY 1/4 HR                        ","    108.00"
"P.T. EVALUATION:MODERATE COMPLEXITY     ","    300.00"
"P.T. EVALUATION:HIGH COMPLEXITY         ","    325.00"
"PAD DUO-THERM 24X60 HYPO BLANKET S66N425","    195.30"
"RE-EVAL P.T. ESTABLISHED POC            ","    150.00"
"CALF WRAP PLEXIPULSE  400010  (10/CS)   ","    130.50"
"P.T. EVALUATION:LOW COMPLEXITY-RRH      ","    275.00"
"P.T. EVALUATION:MODERATE COMPLEXITY-RRH ","    300.00"
"P.T. EVALUATION:HIGH COMPLEXITY-RRH     ","    325.00"
"RE-EVAL P.T. ESTABLISHED POC-RRH        ","    150.00"
"ANSWER SVC BASIC 1 PHYSICIAN            ","     94.00"
"ANSWER SVC DELUXE 111 PHYSICIAN         ","    138.00"
"BEEPER VOICE AIRTIME                    ","     25.00"
"BEEPER AIRTIME DIGITAL/TONE             ","      4.32"
"ANSWER SVC EXTENDED 2 PHYS              ","    110.00"
"ALPHA-NUMERIC BEEPER AIRTIME            ","      8.11"
"WEEKEND COVERAGE ONLY                   ","     53.00"
"A/S NOTIFY @ ONCE-RECEIVE ONLY          ","      2.43"
"A/S NOTIFY @ ONCE -SEND ONLY            ","      2.00"
"A/S NOTIFY @ ONCE-SEND/RECEIVE          ","      4.61"
"INJECT. ANES AGENT;SUPRASCAPULAR NERVE  ","    859.50"
"INJECT. ANES AGENT;OTHER PERIPHERAL NERV","    859.50"
"ONE TIME RESIDUAL (PVR)                 ","    122.00"
"BLADDER SCAN WITH ICP & EDUCATION       ","    200.00"
"CHARGE DELETE/DISCHARGE PLANNING        ","    351.00"
"STENT(C) EXPRESS 6X27 H74938046630750   ","   2232.00"
"THERAPEUTIC ACTIVITY 1:1 PER 1/4 HR     ","     53.00"
"THER EX - GROUP I                       ","    147.00"
"CONTRAST BATHS, EACH 15 MINUTES  (O.T.) ","     44.45"
"COGNITIVE SKILLS DEVELOPMENT PER-1/4 HR/","     61.40"
"NEUROMUSC RE-EDUCATION PER 1/4/HR    O.T","     62.30"
"MUSCLE TESTING, MANUAL, EXTREMITY OR TRU","     71.60"
"HAND MUSCLE TESTING MANUAL  (O.T.)      ","     71.60"
"ULTRASOUND CONSTANT ATTENDANCE PER-1/4HR","     54.20"
"PARAFFIN BATH                           ","     65.05"
"WHIRLPOOL, SUPERVISED        (O.T.)     ","     56.35"
"ELEC.STIM (1:1) 1/4HR                   ","     78.35"
"ORTHO/PROS FIT/TRNING 1/4HR             ","    147.85"
"THERAPEUTIC ACTIVITY PER 1/4 HR  (O.T.) ","     53.00"
"SELF CARE MANAGEMENT PER-1/4HR   (O.T.) ","     49.60"
"ELEC.STIMULATION,UNATTENTED  (O.T.)     ","     78.35"
"THER EX-1/4HR SUP                       ","     56.65"
"SCREW (C) SYNTHES CANN 4.0M 16MM 207.716","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 18MM 207.718","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 20MM 207.720","    737.10"
"SCREW (C) SYNTHES CANN 4.0MM 22MM 207.72","    737.10"
"IONTOPHORESIS 1/4HR (O.T.)              ","     56.75"
"SCREW (C) SYNTHES CANN 4.0MM 24MM 207.72","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 26MM 207.726","    737.10"
"SCREW (C) SYNTHES CANN 4.0MM 28MM 207.72","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 30MM 207.730","    737.10"
"O.T. EVALUATION                         ","    234.25"
"O.T. RE-EVALUATION                      ","    129.60"
"ORTHOSIS HAND W/O JOINTS CF             ","    266.00"
"SCREW (C) SYNTHES CANN 4.0M 32MM 207.732","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 34MM 207.734","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 36MM 207.736","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 38MM 207.738","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 40MM 207.740","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 46MM 207.746","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 48MM 207.748","    737.10"
"SCREW (C) SYNTHES CANN 4.0M 50MM 207.750","    737.10"
"ORTHOSIS, HFO, W/O JOINTS CUSTOM FABRICA","    231.00"
"ORTHOSIS, WRIST/HAND W/O JOINTS CUSTOM F","    358.00"
"ORTHOSIS, FINGER W/O JOINTS, CUSTOM FABR","    182.00"
"ORTHOSIS HAND/FINGER W/JOINT CUSTOM FABR","    275.00"
"APPLY SHORT ARM SPLINT; STAATIC         ","    256.00"
"APPLY FINGER SPLINT; DYNAMIC            ","    143.00"
"APPLY FINGER SPLINT; STATIC             ","    143.00"
"SLCTV WND DEBRIDEM ADDL 20CM <          ","    221.00"
"DEBRIDEMENT SELECTIVE  OT  NBI          ","    221.75"
"MANUAL THERAPY PER 1/4HR                ","     61.40"
"AQUATIC THERAPY 1:1 PER 1/4HR  (O.T.)   ","     53.60"
"SCREW (C) SYNTHES CANN 4.0M 42MM 207.742","    737.10"
"SCREW (C) SYNTHES CANN 4.0MM 44MM 207.74","    737.10"
"MASSAGE 1/4HR        (O.T.)             ","     63.50"
"ORTH/PROS CHECK PER 1/4HR   (O.T.)      ","    147.85"
"SENSORY INTEGRATIVE TECHIQUES           ","     54.20"
"ORTHOSIS, ELBOW PREFAB RIGID W/O JOINTS ","    358.00"
"ORAL FUNCTION/DYSPHAGIA THERAPY         ","    196.00"
"SWALLOW FUNCTION EVAL                   ","    440.00"
"MOTION FLUORO (MBS)                     ","    550.00"
"SPEECH/LANG./HEARING THERAPY            ","    330.00"
"EVAL OF SPEECH FLUENCY                  ","    475.00"
"PED SPEECH-LANG TREATMENT               ","     92.00"
"EVAL OF SPEECH SOUND PRODUCTION         ","    475.00"
"EVAL OF SPEECH SOUND PROD.&LANG.COMPREHE","    475.00"
"BEHAVIORAL QUALITATVE ANALYSIS VOICE/RES","    475.00"
"SPEECH/LANG/HEARING EVAL (IW)           ","    471.00"
"COGNITIVE SKILLS DEVELOPMENT PER 1/4HR  ","     91.00"
"EVAL AUGMNET & ALT COMM SP GEN 1HR      ","    471.00"
"EVAL AUGMENT & ALT COMM SP GEN EA ADD'L ","    237.00"
"TX AUGMENT & ALT COMM SP.GEN DEVICE     ","    209.40"
"APHASIA EVAL                            ","    471.00"
"SPEECH/LANG/HEARING EVAL                ","    471.00"
"SPEECH/LANG.HEARING GROUP TX            ","    209.00"
"ENDOSCOPY SWALLOW EVAL (F.E.E.S.)       ","    422.00"
"PURE TONE AUDIOMETRY                    ","    142.00"
"PROCESS GRP THERAPY 45-50 MIN           ","    100.00"
"FOCUS GRP THERAPY 45-50 MIN             ","    100.00"
"PSYCHOTHERAPY GRP 45-50 MIN             ","    100.00"
"PSYCHOED/SKILLS GRP 45 MIN >            ","    100.00"
"INDIVIDUAL THERAPY 45-50 MIN            ","    150.00"
"P H P                                   ","    600.00"
"BRIEF OUTING                            ","    113.00"
"LESIURE EDUCATION                       ","    354.00"
"MULTI-FAMILY GROUP 45-50 MIN            ","    100.00"
"PSYCHOSOCIAL ASSESSMENT                 ","    240.00"
"FAMILY THERAPY W/O PATIENT              ","    150.00"
"IND THERAPY 75-80 MIN                   ","    200.00"
"IND  THERAPY 45-50 MIN CLINIC           ","    150.00"
"DX ASSESSMENT CLINIC                    ","    240.00"
"EAP SESSION                             ","    120.00"
"IND  THERAPY 20-30 MIN CLINIC           ","    100.00"
"FAM THERAPY W/PT CLINIC 50 MIN          ","    170.00"
"IND  THERAPY 75-80 MIN CLINIC           ","    200.00"
"GRP THERAPY 45-50 MIN CLINIC            ","    100.00"
"FAMILY THAPY W/O PT CLINIC 50 MIN       ","    150.00"
"GROUP THERAPY 45-50 MINUTES             ","    100.00"
"PSYC DX  BY MH STAFF PER VISIT          ","    240.00"
"INDIVIDUAL THERAPY/45-50 MIN            ","    150.00"
"PSYCHOED/SKILLS GRP 45 MIN >            ","    100.00"
"INTENSIVE OUTPATIENT PROGRAM            ","    300.00"
"INDIVIDUAL THERAP 20-30 MINS.           ","    100.00"
"RN ASSESS  DO NOT USE FOR MC            ","    240.00"
"SA  IOP                                 ","    300.00"
"MULTI-FAM PSYCHOTHERAPY GRP             ","    100.00"
"FAMILY THERAPY WITH PATIENT 5O MIN      ","    170.00"
"FAMILY THERAPY W/O PATIENT              ","    150.00"
"INDIVIDUAL THERAPY  75-80 MIN           ","    200.00"
"PSYCH SOC DX INTERVIEW                  ","    240.00"
"IOP                                     ","    300.00"
"RN ASSESSMENT                           ","    240.00"
"INDIVIDUAL THERAPY 20-30 MIN            ","    100.00"
"FAMILY THERAPY W/PATIENT 50 MIN         ","    170.00"
"PSYCHOTHERAPY 30 MINUTES W/PT           ","    100.00"
"PARTIAL HOSP                            ","    600.00"
"GROUP PSYCHOTHERAPY                     ","    100.00"
"PSYCHOTHERAPY 45MIN W/PT                ","    150.00"
"PSYCHOTHERAPY 60MIN W/PT                ","    200.00"
"PSYCHOTHERAPY 30MIN W/PT                ","    100.00"
"INTERACTIVE COMPLEXITY (+)              ","     20.00"
"CRISIS PSYCHOTHERAPY 1ST 60 MIN         ","    200.00"
"CRISIS EA ADDITIONAL 30 MIN (+)         ","    100.00"
"PSYCHOTHERAPY 45 MINUTES W/PT           ","    150.00"
"PSYCHOTHERAPY 60 MINUTES W/PT           ","    200.00"
"GROUP PSYCHOTHERAPY  OP                 ","    100.00"
"CRISIS PSYCHOTHERAPY 1ST 60 MINUTES     ","    200.00"
"CRISIS EACH ADDITIONAL 30 MINUTES       ","    100.00"
"INTERACTIVE COMPLEXITY                  ","     20.00"
"DX ASSESSMENT - MD                      ","    300.00"
"DEVICE FIXATION SECURESTRAP STERILE (6EA","   5690.67"
"GRAFT VASCULAR VENAFLO II 7 MM X 40 CM  ","   1658.75"
"GRAFT VASCULAR VENAFLO II 7 MM X 50 CM V","   1872.28"
"GRAFT VASCULAR HEMODIALYSIS VENAFLO II 4","   1872.28"
"GRAFT VASCULAR HEMODIALYSIS ACCESS STEPP","   1872.28"
"SUTURE USS V-LOC DEVICE WOUND CLOSURE 2-","   1067.78"
"ANCHOR (C) QUICK GII  W/ORTHOCORD 222983","   1822.80"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 10","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 11","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 12","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 13","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 14","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 6M","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 7M","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 8M","    275.73"
"SCREW 1.0MM CORTEX SCREW SELF-TAPPING 9M","    275.73"
"WIRE 1.25MM KIRSCHNER W/ TROCAR POINT 15","     33.32"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 10","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 11","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 12","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 13","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 14","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 16","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 18","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 6M","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 7M","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 8M","    289.38"
"SCREW 1.3MM CORTEX SCREW SELF-TAPPING 9M","    289.38"
"PLATE 1.3MM EXTENDED H-PLATE LEFT       ","    889.98"
"PLATE 1.3MM EXTENDED H-PLATE RIGHT      ","    889.98"
"PLATE 1.3MM STRAIGHT PLATE 12 HOLES     ","    930.93"
"PLATE 1.3MM STRAIGHT PLATE 6 HOLES      ","    737.10"
"PLATE 1.3MM T-PLATE 3 HOLES HEAD  8 HOLE","    854.49"
"PLATE 1.3MM T-PLATE 4 HOLES HEAD  8 HOLE","    889.98"
"PLATE 1.3MM Y-PLATE 3 HOLES HEAD  8 HOLE","    854.49"
"PLATE 1.5 MM EXTENDED H-PLATE RIGHT     ","    889.98"
"PLATE 1.5MM CONDYLAR PLATE 7 HOLES 36MM-","   1061.97"
"PLATE 1.5MM CONDYLAR PLATE 7 HOLES 36MM-","   1061.97"
"SCREW 1.5MM CORTEX SCREW SELF-TAPPING 13","    124.88"
"SCREW 1.5MM CORTEX SCREW SELF-TAPPING 18","    124.88"
"SCREW 1.5MM CORTEX SCREW SELF-TAPPING 20","    139.97"
"SCREW 1.5MM CORTEX SCREW SELF-TAPPING 22","    124.88"
"SCREW 1.5MM CORTEX SCREW SELF-TAPPING 24","    124.88"
"PLATE 1.5MM EXTENDED H-PLATE LEFT       ","    889.98"
"PLATE 1.5MM STRAIGHT PLATE 12 HOLES     ","    930.93"
"PLATE 1.5MM STRAIGHT PLATE 6 HOLES      ","    737.10"
"PLATE 1.5MM T-PLATE 3 HOLES HEAD  8 HOLE","    854.49"
"PLATE 1.5MM T-PLATE 4 HOLES HEAD  8 HOLE","    889.98"
"PLATE 1.5MM Y-PLATE 3 HOLES HEAD  8 HOLE","    854.49"
"PLATE 1.8MM BUTTRESS PIN 18MM           ","    236.15"
"DRILL GUIDE  1.8mm SHORT                ","    397.32"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"B1 HIP FRACTURE HIGH DEMAND PRO# B1     ","  11200.00"
"R1 SHOULDER REVERSE CEMENTED PRO# R1    ","  26600.00"
"TAPE CLOTH *DISCONTINUED*  3 IN X 10YD #","     13.18"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6232.59"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6232.59"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 10MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   5841.29"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   5460.00"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   5460.00"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   5460.00"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   5460.00"
"NAIL 10MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"R2 SHOULDER   REVERSE PRESS FIT PRO#R2-B","  28350.00"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"S1 SHOULDER  TOTAL PRO# S1-BIOMET       ","  15050.00"
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
