Russellville Hospital,,
Standard Charges,,
,,
SVCCD,LONGDESC,Price
132154,MOTOR GOAL 40-60%,$0.01 
132157,MOTOR GOAL 60-80%,$0.01 
132158,MOTOR GOAL 80-100%,$0.01 
132159,MOTOR GOAL 100% LTD,$0.01 
132162,MOTOR DC 0%,$0.01 
132163,MOTOR DC 0-20%,$0.01 
132164,MOTOR DC 20-40%,$0.01 
132168,MOTOR DC 40-60%,$0.01 
132169,MOTOR DC 60-80%,$0.01 
132171,MOTOR DC 80-100%,$0.01 
132172,MOTOR DC 100% LTD,$0.01 
132173,LANG CURRENT 0%,$0.01 
132174,LANG CURRENT 0-20%,$0.01 
132176,LANG CURRENT 20-40%,$0.01 
132177,LANG CURRENT 40-60%,$0.01 
132179,LANG CURRENT 60-80%,$0.01 
132181,LANG CURR 80-100%,$0.01 
132182,LANG CURR 100% LTD,$0.01 
132183,LANG GOAL 0%,$0.01 
132184,LANG GOAL 0-20%,$0.01 
132186,LANG GOAL 20-40%,$0.01 
132187,LANG GOAL 40-60%,$0.01 
132188,LANG GOAL 60-80%,$0.01 
132191,LANG GOAL 80-100%,$0.01 
132192,LANG GOAL 100% LTD,$0.01 
132193,LANG DC 0%,$0.01 
132194,LANG DC 0-20%,$0.01 
132196,LANG DC 20-40%,$0.01 
132197,LANG DC 40-60%,$0.01 
132198,LANG DC 60-80%,$0.01 
132199,LANG DC 80-100%,$0.01 
132201,LANG DC 100% LTD,$0.01 
132202,LANG EXP CURRENT 0%,$0.01 
132206,LANG EXP CURR 0-20%,$0.01 
132207,LANG EXP CURR 20-40%,$0.01 
132208,LANG EXP CURR 40-60%,$0.01 
132209,LANG EXP CURR 60-80%,$0.01 
132211,LANG EXP CUR 80-100%,$0.01 
132212,LANG EXP CUR 100%LTD,$0.01 
132213,LANG EXP GOAL 0%,$0.01 
132216,LANG EXP GOAL 0-20%,$0.01 
132217,LANG EXP GOAL 20-40%,$0.01 
132218,LANG EXP GOAL 40-60%,$0.01 
132219,LANG EXP GOAL 60-80%,$0.01 
132221,LANG EXP GOA 80-100%,$0.01 
132222,LANG EXP GO 100% LTD,$0.01 
132223,LANG EXP DC 0%,$0.01 
132224,LANG EXP DC 0-20%,$0.01 
132226,LANG EXP DC 20-40%,$0.01 
132227,LANG EXP DC 40-60%,$0.01 
132228,LANG EXP DC 60-80%,$0.01 
132229,LANG EXP DC 80-100%,$0.01 
132231,LANG EXP DC 100% LTD,$0.01 
132232,ATTEN CURRENT 0%,$0.01 
132233,ATTEN CURRENT DC 0-2,$0.01 
132234,ATTEN CURRENT DC 20-,$0.01 
132236,ATTEN CURRENT 40-60%,$0.01 
132237,ATTEN CURRENT 60-80%,$0.01 
132238,ATTEN CURR 80-100%,$0.01 
132239,ATTEN CURR 100% LTD,$0.01 
132242,ATTEN GOAL 0%,$0.01 
132243,ATTEN GOAL 0-20%,$0.01 
132244,ATTEN GOAL 20-40%,$0.01 
132246,ATTEN GOAL 40-60%,$0.01 
132247,ATTEN GOAL 60-80%,$0.01 
132248,ATTEN GOAL 80-100%,$0.01 
132249,ATTEN GOAL 100% LTD,$0.01 
132251,ATTEN DC 0%,$0.01 
132252,ATTEN DC 0-20%,$0.01 
132253,ATTEN DC 20-40%,$0.01 
132254,ATTEN DC 40-60%,$0.01 
132256,ATTEN DC 60-80%,$0.01 
132257,ATTEN DC 80-100%,$0.01 
132259,ATTEN DC 100% LTD,$0.01 
132261,MEMORY CURRENT 0%,$0.01 
132262,MEMORY CURRENT 0-20%,$0.01 
132263,MEMORY CURR 20-40%,$0.01 
132264,MEMORY CURR 40-60%,$0.01 
132266,MEMORY CURR 60-80%,$0.01 
132267,MEMORY CURR 80-100%,$0.01 
132268,MEMORY CURR 100% LTD,$0.01 
132269,MEMORY GOAL 0%,$0.01 
132271,MEMORY GOAL 0-20%,$0.01 
132272,MEMORY GOAL 20-40%,$0.01 
132273,MEMORY GOAL 40-60%,$0.01 
132274,MEMORY GOAL 60-80%,$0.01 
132276,MEMORY GOAL 80-100%,$0.01 
132277,MEMORY GOAL 100% LTD,$0.01 
132278,MEMORY DC 0%,$0.01 
132279,MEMORY DC 0-20%,$0.01 
132281,MEMORY DC 20-40%,$0.01 
132282,MEMORY DC 40-60%,$0.01 
132283,MEMORY DC 60-80%,$0.01 
132284,MEMORY DC 80-100%,$0.01 
132286,MEMORY DC 100% LTD,$0.01 
132287,VOICE CURRENT 0%,$0.01 
132288,VOICE CURRENT 0-20%,$0.01 
132289,VOICE CURRENT 20-40%,$0.01 
132291,VOICE CURRENT 40-60%,$0.01 
132292,VOICE CURRENT 60-80%,$0.01 
132293,VOICE CURR 80-100%,$0.01 
132294,VOICE CURR 100% LTD,$0.01 
132296,VOICE GOAL 0%,$0.01 
132297,VOICE GOAL 0-20%,$0.01 
132298,VOICE GOAL 20-40%,$0.01 
132299,VOICE GOAL 40-60%,$0.01 
132306,VOICE GOAL 60-80%,$0.01 
132307,VOICE GOAL 80-100%,$0.01 
132308,VOICE GOAL 100% LTD,$0.01 
132309,VOICE DC 0%,$0.01 
132311,VOICE DC 0-20%,$0.01 
132312,VOICE DC 20-40%,$0.01 
132313,VOICE DC 40-60%,$0.01 
132314,VOICE DC 60-80%,$0.01 
132316,VOICE DC 80-100%,$0.01 
132317,VOICE DC 100% LTD,$0.01 
132318,SPC LANG CURR 0%,$0.01 
132319,SPC LANG CU 0-20%,$0.01 
132321,SPC LANG CURR 20-40%,$0.01 
132322,SPC LANG CURR 40-60%,$0.01 
132323,SPC LANG CURR 60-80%,$0.01 
132324,SPC LANG CUR 80-100%,$0.01 
132326,SPC LANG CU 100% LTD,$0.01 
132327,SPC LANG GOAL 0%,$0.01 
132328,SPC LANG GOAL 0-20%,$0.01 
132329,SPC LANG GOAL 20-40%,$0.01 
132332,SPC LANG GOAL 40-60%,$0.01 
132333,SPC LANG GOAL 60-80%,$0.01 
132334,SPC LANG GOA 80-100%,$0.01 
132336,SPC LANG GOA 100%LTD,$0.01 
132337,SPC LANG DC 0%,$0.01 
132338,SPC LANG DC 0-20%,$0.01 
132339,SPC LANG DC 20-40%,$0.01 
132341,SPC LANG DC 40-60%,$0.01 
132342,SPC LANG DC 60-80%,$0.01 
132343,SPC LANG DC 80-100%,$0.01 
132344,SPC LANG DC 100% LTD,$0.01 
132421,,$4.50 
132499,FERUMOXYTOL 1MG(510) NON ESRD USE,$3.50 
132509,URINE DRUG SCREEN MULTI QL TRIAGE,$178.00 
132714,,$0.50 
132717,SELLA TURCICA,$124.00 
132718,OPTIC FORAMINA,$202.00 
132719,SACROILIAC JTS < 3 V,$202.00 
132720,ABDOMEN OBLIQUE/CON/,$202.00 
132721,FOREIGN BODY CHILD 1,$202.00 
132722,JOINT SURVEY 1 VIEW,$202.00 
132723,ELBOW 1 VIEW LT,$252.50 
132724,ANKLE 1 VIEW LT,$252.50 
132727,FOOT 1 VIEW LT,$252.50 
132728,FOOT 1 VIEW RT,$252.50 
132730,FOOT 2 VIEWS LT,$271.00 
132731,FOOT 2 VIEWS RT,$271.00 
132732,SACROILIAC JTS MIN 3,$276.50 
132733,SACRUM &COCCYX MIN 2,$292.00 
132734,TIBIA FIBULA 1 VIEW,$293.00 
132735,TIBIA FIBULA 1 VIEW,$293.00 
132736,FINGER(S) MIN 2 VIEW,$294.50 
132737,FINGER(S) MIN 2 VIEW,$294.50 
132738,WRIST 1 VIEW RT,$295.50 
132739,ANKLE 1 VIEW RT,$295.50 
132740,HAND 1 VIEW LT,$307.50 
132741,HAND 1 VIEW RT,$307.50 
132742,THORACIC SPINE 1 VIE,$310.50 
132743,MASTOIDS<THREE VIEWS,$312.00 
132744,INTERNAL AUD CANALS,$312.00 
132745,LUMBOSAC BENDNG ONLY,$312.00 
132746,OSSEOUS SURVEY LTD,$312.00 
132747,WRIST 1 VIEW LT,$313.00 
132748,HUMERUS 1 VIEW LT,$328.00 
132749,FOREARM 1 VIEW LT,$328.00 
132751,CHEST 1 VIEW,$329.00 
132752,CLAVICLE LT,$337.00 
132753,CLAVICLE RT,$337.00 
132754,ELBOW 1 VIEW RT,$340.00 
132755,SINUSES 2 VIEWS,$346.50 
132756,CALCANEUS MIN 2 VIEW,$355.50 
132757,CALCANEUS MIN 2 VIEW,$355.50 
132758,TOE(S) MIN 2 VIEWS L,$355.50 
132759,TOE(S) MIN 2 VIEWS R,$355.50 
132760,URETHROGRAM RETROGRA,$357.50 
132761,THORACIC SPINE 2 VIE,$365.00 
132762,HAND 2 VIEWS RT,$367.50 
132763,AC JOINTS W/O WEIGHT,$370.50 
132764,HIP PELVIS 1 VIEW LT,$243.00 
132765,HIP PELVIS 1 VIEW RT,$243.00 
132766,NECK SOFT TISSUE,$378.50 
132767,CERVICAL SPINE 2-3 V,$380.00 
132768,SKULL < 4 VIEWS,$381.50 
132769,CERVICAL SPINE 1 VIE,$387.50 
132771,ELBOW MIN 3 VIEWS LT,$387.50 
132772,ELBOW MIN 3 VIEWS RT,$387.50 
132773,NASAL BONE MIN 3 VIE,$391.50 
132774,STERNUM MIN 2 VIEWS,$393.00 
132775,ESOPHAGRAM,$396.50 
132776,BONE/JOINT IMAGE LTD,$396.50 
132777,HUMERUS MIN 2 VIEWS,$400.50 
132778,HUMERUS MIN 2 VIEWS,$400.50 
132779,HAND MIN 3 VIEWS LT,$400.50 
132780,HAND MIN 3 VIEWS RT,$400.50 
132781,FOREARM 2 VIEWS LT,$403.00 
132782,FOREARM 2 VIEWS RT,$403.00 
132783,LOW EXTRM INFANT 2V,$403.00 
132784,KNEE 1-2 VIEWS LT,$409.50 
132785,KNEE 1-2 VIEWS RT,$409.50 
132786,BONE LENGTH STUDIES,$409.50 
132787,TMJ OPENED/CLOSED UN,$411.00 
132788,TMJ OPENED/CLOSED UN,$411.00 
132789,FOOT MIN 3 VIEWS LT,$414.00 
132791,FOOT MIN 3 VIEWS RT,$414.00 
132792,SHOULDER 1 VIEW LT,$415.50 
132793,SHOULDER 1 VIEW RT,$415.50 
132794,ELBOWS 2 VIEWS LT,$415.50 
132796,ELBOWS 2 VIEWS RT,$415.50 
132797,MANDIBLE<FOUR VIEWS,$422.00 
132798,SCAPULA LT,$422.00 
132799,SCAPULA RT,$422.00 
132801,HAND 2 VIEWS LT,$432.50 
132802,BONE AGE STUDIES,$439.00 
132803,CHOLE INTRAOP ADDL S,$441.00 
132804,HUMERUS 1 VIEW RT,$444.50 
132806,FOREARM 1 VIEW RT,$444.50 
132807,WRIST 2 VIEWS LT,$444.50 
132808,WRIST 2 VIEWS RT,$444.50 
132813,FEMUR 1 VIEW LT,$444.50 
132814,FEMUR 1 VIEW RT,$444.50 
132816,TIBIA FIBULA 2 VIEWS,$457.00 
132817,TIBIA FIBULA 2 VIEWS,$457.00 
132818,LUMBAR SPINE 1 VIEW,$462.50 
132819,KNEE 3 VIEWS LT,$464.50 
132821,KNEE 3 VIEWS RT,$464.50 
132822,FACIAL BONES MIN 3 V,$472.00 
132823,MANDIBLE MIN 4 VIEWS,$476.50 
132824,LUMBOSACRAL 2-3 VIEW,$476.50 
132826,PELVIS MIN 3 VIEWS,$479.50 
132827,THORACIC SPINE 3 VIE,$486.50 
132828,SHOULDER 2 VIEWS LT,$486.50 
132829,SHOULDER 2 VIEWS RT,$486.50 
132831,SALAVRY GLND CALCULU,$490.00 
132832,KNEE MIN 4 VIEWS LT,$493.00 
132833,KNEE MIN 4 VIEWS RT,$493.00 
132834,ORBITS MIN 4 VIEWS,$495.50 
132836,RETROGRADE PYELOGRAM,$503.50 
132837,PELVIS 1-2 VIEWS,$504.00 
132838,CHEST 2 VIEW,$516.00 
132839,THORACIC SPINE 4 VIE,$517.00 
132844,SHOULDER 3 VIEWS LT,$525.00 
132846,SHOULDER 3 VIEWS RT,$525.00 
132847,ANKLE 2 VIEWS LT,$527.00 
132848,ANKLE 2 VIEWS RT,$527.00 
132849,RIBS UNILAT 2 VIEWS,$527.50 
132851,RIBS UNILAT 2 VIEWS,$527.50 
132852,S C JOINTS MIN 3 VIE,$547.00 
132853,UPPER EXTREM INFANT,$547.00 
132854,UPPER EXTREM INFANT,$547.00 
132856,LOW EXTRM INFANT 2V,$547.00 
132857,FACIAL BONES<THREE V,$554.00 
132858,ABDOMEN AP,$560.00 
132859,HIP PELVIS 2 VIEWS LT,$243.00 
132861,HIP PELVIS 2 VIEWS RT,$243.00 
132862,OSSEOUS SURVEY INFAN,$569.00 
132863,RIBS UNILAT PA CHEST,$575.00 
132864,RIBS UNILAT W PA CHS,$575.00 
132866,CHEST SPECIAL VIEWS,$578.00 
132867,ABDOMEN AP/FLAT/UPRI,$602.50 
132868,LUNG PERFUSION SCAN,$607.00 
132869,ZYGOMATIC ARCHES,$625.00 
132874,B/E COLON,$628.50 
132883,B/E AIR CONTR W/HI D,$631.50 
132887,ABDOMEN SERIES W/CHE,$639.00 
132899,TMJ OPENED/CLOSED BI,$641.50 
132901,CHEST 3 VIEWS,$642.50 
132906,CHEST W/OBLIQUES,$642.50 
132909,CHEST 4 VIEW MIN,$642.50 
132910,EYE FOR DETECTION FB,$659.00 
132911,CHOLECYSTOGRAM ORAL,$661.00 
132912,CHOLECYSTOGRAM ORAL,$661.00 
132913,WRIST 3 VIEWS LT,$662.00 
132914,WRIST 3 VIEWS RT,$662.00 
132915,SCOLIOSIS SUPINE & E,$674.00 
132916,BONE SURVEY COMPLETE,$674.00 
132917,THORACOLUMBAR 2 VIEW,$674.00 
132918,LUMBOSAC COMP W/BEND,$678.50 
132919,KNEES STANDING BILAT,$694.50 
132920,LUMBOSACRAL MIN 4 VI,$712.00 
132924,FEMUR 2 VIEWS LT,$719.50 
132926,FEMUR 2 VIEWS RT,$719.50 
132927,CERVICAL SPINE MIN 4,$721.00 
132931,FLOURO GUIDE SPINE I,$753.50 
132932,CHOLANGIOGRAM T-TUBE,$770.50 
132933,PERC TRANSHEPATIC CH,$770.50 
132934,TRANSHEP BILI DRAIN,$770.50 
132935,PERC TUBE CHANGE /W,$770.50 
132936,SCOLIOSIS STUDY,$773.00 
132937,RIBS BILATERAL 3 VIE,$776.50 
132938,VENOGRAM EXTREMTY UN,$783.50 
132939,VENOGRAM EXTREMTY UN,$783.50 
132940,SINUSES MIN 3 VIEWS,$783.50 
132941,PLVS HIP INFNT CHILD,$786.00 
132942,FLUROSCOPY < 1 HOUR,$791.50 
132943,ANKLE MIN 3 VIEWS LT,$807.50 
132944,ANKLE MIN 3 VIEWS RT,$807.50 
132945,CHOLANGIOGRAM INTRAO,$807.50 
132946,WHOLE BODY SCAN,$817.50 
132947,ABCESS/FISTULAGRM/SI,$819.00 
132948,HYSTROSALPINGOGRAM,$857.00 
132949,SKULL MIN  4 VIEWS,$857.50 
132950,ARTHROGRAM WRIST LT,$864.00 
132951,ARTHROGRAM WRIST RT,$864.00 
132952,TOMOGRAPHY,$888.50 
132953,BILATERAL HIP/PELIVS 3-4 VIEWS,$403.00 
132954,ACUTE GI BLOOD LOSS,$926.50 
132955,BILATERAL HIP PELVIS 2 VIEWS,$403.00 
132956,FLUROSCOPY > 1 HOUR,$956.00 
132957,PELVIMETRY,$959.50 
132958,RIBS BILAT W CHEST,$986.00 
132959,RENAL W/FLOW/FUNCT S,"$1,021.00 "
132960,VENOGRAM EXTREMTY BI,"$1,026.00 "
132961,MASTOIDS MIN 3 VIEWS,"$1,031.50 "
132962,ARTHROGRAM HIP LT,"$1,031.50 "
132963,ARTHROGRAM HIP RT,"$1,031.50 "
132964,LUNG PERF QUAN W IMA,"$1,070.50 "
132965,LUNG PERF/VENT QUAN,"$1,070.50 "
132966,CERVICAL SPINE COMPL,"$1,089.00 "
132967,IVP,"$1,089.50 "
132968,SIALOGRAM LT,"$1,155.50 "
132969,LIVER IMAGING SPECT,"$1,159.00 "
132970,BONE/JOINT SPECT STU,"$1,211.00 "
132971,UPPER GI W/O KUB,"$1,214.50 "
132972,UGI W/AIR CONTR AND,"$1,214.50 "
132973,SALIVARY GLAND IMAGI,"$1,259.50 "
132974,SMALL BOWEL SERIES,"$1,306.00 "
132975,UPPER GI WITH KUB,"$1,309.50 "
132976,IVP W NEPHROTOMOGRAP,"$1,316.00 "
132977,SPINE ENTIRE AP/LAT,"$1,342.00 "
132978,VOIDING CYSTOGRAM,"$1,354.50 "
132979,PARATHYROID SCAN,"$1,358.00 "
132980,CARD BLD POOL R/S,"$1,359.00 "
132981,BONE MARROW LIMITED,"$1,360.00 "
132982,BONE MARROW MULTIPLE,"$1,360.00 "
132983,BONE MARROW WHOLE BO,"$1,360.00 "
132984,SPLEEN SCAN,"$1,360.00 "
132985,ARTHROGRAM ELBOW LT,"$1,413.50 "
132986,ARTHROGRAM ELBOW RT,"$1,413.50 "
132987,MRI TEMPOROMANDIBULA,"$1,460.50 "
132988,LIVER W/VASC FLOW,"$1,465.50 "
132989,BONE SCAN 3 PHASE,"$1,465.50 "
132990,LIVER SCAN STATIC,"$1,486.00 "
132991,LIVER SPECT W/VASC F,"$1,486.00 "
132992,LIVER & SPLEEN W/ FL,"$1,486.00 "
132993,HEPATOBIL IMAG PHARM,"$2,488.50 "
132994,BOWEL IMAGING (MECKE,"$1,489.00 "
132995,MYELOGRAM CERVICAL,"$1,595.00 "
132996,MYELOGRAM THORACIC,"$1,595.00 "
132997,RENAL IMAGE W/FUNCTI,"$1,627.50 "
133001,ARTHROGRAM KNEE LT,"$1,629.00 "
133002,ARTHROGRAM KNEE RT,"$1,629.00 "
133003,HIP INTRAOP LT,"$1,662.50 "
133004,HIP INTRAOP RT,"$1,662.50 "
133007,MRI FACE WITHOUT CON,"$1,720.00 "
133008,INJECTION MYELOGRAM,"$1,834.50 "
133009,ARTHROGRAM SHOULDER,"$1,971.50 "
133012,ARTHROGRAM SHOULDER,"$1,971.50 "
133013,ARTHROGRAM ANKLE LT,"$2,105.50 "
133014,ARTHROGRAM ANKLE RT,"$2,105.50 "
133016,MRI CHEST W/O CONTRA,"$2,172.00 "
133017,MRI ABDOMEN W/O CONT,"$2,172.00 "
133019,MRI UP EX JOINT W CT,"$2,202.50 "
133021,MRI UP EX JOINT WITH,"$2,202.50 "
133023,TUMOR LOCALIZATION M,"$2,210.50 "
133024,BONE/JOINT MULT AREA,"$2,228.00 "
133031,BONE/JOINT WHOLE BOD,"$2,398.00 "
133032,CYSTOGRAM MIN 3 VIEW,"$2,480.50 "
133034,HEPATOBILIARY IMAG,"$2,489.50 "
133036,MRI CHEST WITH CONTR,"$2,554.00 "
133037,MRI ABDOMEN WITH CON,"$2,554.00 "
133038,LIVER & SPLEEN STATI,"$2,668.50 "
133039,UGI W/AIR & SMALL BO,"$2,806.00 "
133041,HT MUS IMAGE SPECT S,"$2,820.50 "
133042,MRA HEAD WITHOUT CON,"$2,831.00 "
133043,MRI PELVIS W/O CONTR,"$2,940.50 "
133046,MRA NECK WITHOUT CON,"$2,971.50 "
133047,MRI PELVIS WITH CONT,"$2,971.50 "
133048,HT MUS IMAGE SPECT M,"$2,990.00 "
133049,MRI LOW EX JNT W CST,"$3,381.50 "
133051,MRI LOW EX JOINT WIT,"$3,381.50 "
133052,MRI CHEST W/W/O CONT,"$3,405.00 "
133053,MRI BRAIN W/O CONTRA,"$3,444.50 "
133054,MRI BREAST W/O CONTR,"$3,496.00 "
133057,MRI BREAST UNI W/O R,"$3,496.00 "
133058,MRI BREAST BI WO CON,"$3,496.00 "
133059,MRA CHEST W/O CONTRA,"$3,496.00 "
133061,MRA LOW EXT W/O CONT,"$3,496.00 "
133063,MRA UP EXT W/W/O CNT,"$3,496.00 "
133064,MRA UP EXT W/WO CTR,"$3,496.00 "
133067,MRA HEAD W/CONTRAST,"$3,496.00 "
133068,MRI LUMBAR SPINE W C,"$3,530.00 "
133069,MYELOGRAM SPINE ENTI,"$3,758.50 "
133072,MRI ABDOMEN W/W/O CO,"$3,914.50 "
133073,MRI UPPER EX NONJT W,"$4,005.00 "
133074,MRI UPPR EX NONJT W/,"$4,005.00 "
133078,MRA LOW EXT W/O CONT,"$4,019.00 "
133079,MRA NECK WITH CONTRA,"$4,019.00 "
133080,MCAID ONLY MRI UP EXT JOINT W/O LEFT,"$4,019.00 "
133081,MRI UP EX JOINT W/O,"$4,019.00 "
133082,MRI UP EX JOINT WO R,"$4,019.00 "
133083,MRI FACE WITH CONTRA,"$4,051.00 "
133084,MRI BRAIN WITH CONTR,"$4,051.00 "
133085,MRI C-SPINE W/ CONTR,"$4,118.50 "
133086,MRI T-SPINE WITH CON,"$4,118.50 "
133087,MRI BREAST WITH CNTR,"$4,268.50 "
133089,MRI BREAST UNI WITH,"$4,268.50 "
133090,MCAID ONLY MRI UP EXT JOINT WO RT,"$4,019.00 "
133091,MRI BREAST BI WITH C,"$4,268.50 "
133092,MRA LOW EXT W/CONT R,"$4,268.50 "
133093,MRI UP EX NONJT W/CT,"$4,606.50 "
133094,MRI UP EX NON-JT WO,"$4,606.50 "
133098,MRI LOWER EX NON-JT,"$4,610.00 "
133103,MRI LOWER EX NON-JT,"$4,610.00 "
133104,MRI C-SPINE W/O CONT,"$4,736.50 "
133106,MRI T-SPINE W/O CONT,"$4,736.50 "
133107,MRI LUMBAR SPINE W/O,"$4,736.50 "
133108,MRI LOW EX NON-JT WW,"$4,907.00 "
133109,MRI LWR EX NONJT WO,"$4,907.00 "
133111,MRI LOW EX NON-JT WW,"$4,907.00 "
133112,MRI LOW EX JNT WO CS,"$4,907.00 "
133114,MRI LOW EX JOINT WO,"$4,907.00 "
133116,MRI LWR EXT NONJT WO,"$4,907.00 "
133117,MRA CHEST WITH CONTR,"$4,908.00 "
133118,MRA LOW EXT W/CONT L,"$4,908.00 "
133119,MRI BREAST WO/W CONT,"$5,401.50 "
133121,MRI BREAST UNI W/WO,"$5,401.50 "
133122,MRI BREAST BI W/WO C,"$5,401.50 "
133123,MRA CHEST W/W/O CONT,"$5,401.50 "
133127,MRA LOW EXT W/WO CON,"$5,401.50 "
133128,MRA LOW EXT W/WO CON,"$5,401.50 "
133129,MRI FACE W/W/O CONTR,"$5,401.50 "
133131,MRA HEAD W/W/O CONTR,"$5,401.50 "
133132,MRA SPINE W OR WO CO,"$5,401.50 "
133133,MRI UP EX NON-JT WWO,"$5,490.00 "
133134,MRI UP EX NON-JT WWO,"$5,490.00 "
133136,MRA ABD W/W/O CONTRA,"$6,210.00 "
133137,MRA NECK W/W/O CONTR,"$6,210.00 "
133138,MRI BRAIN W/W/O CONT,"$6,210.00 "
133139,MRI PELVIS W/W/O CON,"$6,210.00 "
133140,MRA PELVIS W OR WO C,"$6,210.00 "
133141,MRI UP EX JNT W/WO L,"$6,210.00 "
133142,MRI UP EX JNT W/WO R,"$6,210.00 "
133143,MRI LOW EX JNT W/WO,"$6,210.00 "
133144,MRI LOW EX JNT W/WO,"$6,210.00 "
133145,MRI C-SPINE WWO CONT,"$6,312.50 "
133147,MRI T-SPINE WWO CONT,"$6,312.50 "
133148,MRI LUMBAR SPINE WWO,"$6,312.50 "
133149,TUMOR LOCALIZATION S,"$6,620.50 "
133200,PT EVAL LOW COMPLEX 20 MIN,$228.67 
133201,PT EVAL MODERATE COMPLEX 30 MINUTE,$251.54 
133202,PT EVALUATION HIGH COMPLEX 45 MIN,$276.70 
133203,PT RE EVAL EST PLAN CARE,$189.17 
133214,,$33.00 
133216,LINZESS 72MCG CAP LINACLOTIDE,$33.50 
133223,,$0.50 
133226,,$0.50 
133229,CREATININE BLD,$90.00 
133231,BUN,$90.00 
133232,VENIPUNCTURE,$16.50 
133233,STRESS TEST,"$1,319.00 "
133234,EKG,$501.00 
133235,HOLTER MONITOR RECOR,$670.50 
133240,,$6.50 
133247,TC99 MDP UP TO 30 MC,$364.00 
133249,TC99 CHOLETE\DOSE\15,$364.00 
133253,TC99 HEPATOLITE PER,$381.50 
133254,TC99 DTPA\DOSE\25 MC,$381.50 
133255,TC99 MAA PER\DOSE\10,$381.50 
133256,I-123 SODIUM IODIDE,$391.50 
133257,TC99 MYOVIEW PER DOS,$533.50 
133261,TC99 MAG 3\DOSE <=15,$953.50 
133262,TC 99 SESTAMIBI,"$1,359.00 "
133266,EEG AWAKE DROWSY PROFEE,$0.01 
133278,GAD BASE MR CONTRAST,$13.00 
133279,THYROID UPTAKE,$452.00 
133280,THYROID IMAGING,$634.00 
133281,THYROID IMAG SGL/MUL,$954.00 
133283,PARATHYROID W SPECT,"$1,236.50 "
133292,ISOVUE M 300 1ML(15),$3.50 
133300,OT EVAL LOW COMPLEX 30 MINUTE,$228.67 
133301,OT EVAL MODERATE COMPLEX 45 MINUTE,$251.54 
133302,OT EVALUATE HIGH COMPLEX 60 MINUTE,$276.70 
133303,OT RE EVAL EST PLAN CARE,$189.17 
133309,,$4.50 
133313,ISOVUE M 200 1ML(10),$3.50 
133390,,$4.50 
133407,TROCAR SLEEVE,$76.50 
133548,INJECTION IM/SUBQ,$17.50 
133626,DUPLEX ART/VEN FLOW,$667.00 
133647,ECHO W/SPEC/COLOR FL,"$1,491.50 "
133671,PHENYLEPH.1MG\ML 5ML J,$43.00 
133699,US EXTREMITY LMTD LT,$384.50 
133701,MEASURE RESID URINE/,$264.50 
133702,ULTRSND SOFT TISSUE,$484.50 
133703,ULTRASOUND CHEST,$384.50 
133704,ULTRASOUND BREAST UN,$601.50 
133705,ULTRASOUND BREAST UN,$601.50 
133706,ULTRASOUND BREAST BI,"$1,189.00 "
133707,ULTRASOUND ABDOMEN,$889.00 
133708,US SOFT TISSUE LIMIT,$270.00 
133709,ULTRSND RETROPERITON,"$1,202.50 "
133710,US RETROPERITONEAL L,$364.50 
133711,US RENAL TRANSPLANT,$604.50 
133712,U S OB <14 WEEKS,$808.50 
133713,U S OB <14 WEEKS ADD,$302.50 
133714,U S OB >14 WKS 1ST G,$611.00 
133715,U S OB >14 WEEKS ADD,$243.00 
133716,ULTRSND PREGNANCY LM,$133.00 
133717,US PREGNANCY FLW UP,$389.00 
133718,US PREGNANCY TRANSVA,$414.00 
133719,ULTRASOUND TRANSVAGI,$436.00 
133720,ULTRASOUND PELVIS CO,$635.50 
133721,ULTRASOUND PELVIS LM,$738.00 
133722,US SCROTUM/TESTICLES,$550.00 
133723,US EXTREMITY COMP LT,$738.00 
133724,US EXTREMITY COMP RT,$738.00 
133725,ULTRASOUND INFANT HI,$384.50 
133726,ULTRASND INFANT HIP,$384.50 
133727,DUP EXTRACRANIAL ART,"$1,652.00 "
133728,DUP EXTRACRANIAL ART,$948.00 
133729,DUP LOWER EXT ART BI,"$1,825.50 "
133730,DUP LOWER EXT ART UN,"$1,260.50 "
133731,DUP LOWER EXT ART UN,"$1,260.50 "
133732,DUP UPPER EXT ART BI,"$1,985.50 "
133733,DUP UPPER EXT ART UN,"$1,577.00 "
133734,DUP UPPER EXT ART UN,"$1,577.00 "
133735,DUP LOWER EXT VEIN B,$889.00 
133736,DUP LOWER EXT VEIN L,$425.50 
133737,DUP LOWER EXT VEIN R,$425.50 
133738,DUP UPPER EXT VEIN B,$889.00 
133739,DUP UPPER EXT VEIN L,$425.50 
133740,DUP UPPER EXT VEIN R,$425.50 
133741,DUP ART/VEN FLOW VAS,$948.00 
133742,DUP ART/VEN FLW VASC,$317.50 
133743,US ABDOMEN LTD,$168.50 
133746,US EXTREMITY LMTD RT,$417.50 
133761,,$189.00 
133813,MESALAMINE 800MG DRT,$28.00 
133829,IM/SQ INJECTION,$45.00 
133830,IV PUSH INITIAL DRUG,$310.04 
133831,IV HYDRATION 1ST HOUR,$160.00 
133832,IV HYDRATION ADDL HOUR,$103.60 
133833,ADMINISTRATION VACCUNE PNEUMONIA,$143.50 
133834,OBSERVATION DIRECT ADMIT,$430.00 
133835,INFUSION THERAPY DIAGNOSIS,$321.00 
133836,INFUSION THERAPY DIAG ADD,$51.80 
