Hospital Name: Glendale Memorial Hospital and Health Center,,,,,,,,
OSHPD Facility No: 106190522,,,,,,,,
"Effective Date of Charges: May 1, 2018",,,,,,,,
CDM ,BILL DESCRIPTION,PRICE,0 Price Indicator,REV_CODE,AU,,,
0200826,VENTRALIGHT 4.5,2284.94,,278,747410,,,
0200827,VENTRALIGHT 6X8,2939.06,,278,747410,,,
0200828,VENTRALIGHT 6X10,3530.46,,278,747410,,,
0200829,VENTRALIGHT 7X9,2284.94,,278,747410,,,
0200830,VENTRALIGHT 8X10,4569.89,,278,747410,,,
0200831,VENTRALIGHT 10X13,5913.97,,278,747410,,,
0200832,ECHO PS 6X8,4372.75,,278,747410,,,
0200833,ECHO PS 6X10,4964.15,,278,747410,,,
0200834,ECHO PS 7X9,5430.1,,278,747410,,,
0200835,ECHO PS 8X10,6362,,278,747410,,,
0200836,ECHO 10X13,8064.51,,278,747410,,,
0200837,VENTRALEX 4.3CM,2005.37,,278,747410,,,
0200838,VENTRALEX 6.4,2397.84,,278,747410,,,
0200839,VENTRALEX 8CM,2064.51,,278,747410,,,
0200840,VENTRIO 4.5 CIRCLE,2437.27,,278,747410,,,
0200841,VENTRIO 4.3X5.5 OVAL,3136.2,,278,747410,,,
0200842,VENTRIO 5.4X 7 OVAL,4032.25,,278,747410,,,
0200843,RING ANNULO TRICUSPID 26MM,9892.47,,278,747410,,,
0200844,RING ANNULO TRICUSPID 28MM,9892.47,,278,747410,,,
0200845,RING ANNULO TRICUSPID 32MM,10501.79,,278,747410,,,
0200846,RING ANNULO TRICUSPID 36MM,10501.79,,278,747410,,,
0200847,VALVE AOR CINCH MOSAIC 25MM,15989.25,,278,747410,,,
0200848,VALVE AOR MAGNA 23MM,20322.58,,278,747410,,,
0200849,VALVE AOR MAGNA 21MM,23342.74,,278,747410,,,
0200850,LOOP REC REVEAL+,12526.88,,275,747410,,,
0200851,OPTH SPHERE SIL 16,268.01,,276,747410,,,
0200852,IOL IQ NAT ACRYSOS SN60WF24.0,806.45,,276,747410,,,
0200853,IOL RESTORE ACRYSOS SN60D324.5,806.45,,276,747410,,,
0200854,IOL RESTORE ACRYSOS SN60D323.5,3207.89,,276,747410,,,
0200855,IOL RESTORE ACRYSOS SN60D324.0,3207.89,,276,747410,,,
0200856,IOL RESTORE ACRYSOS SN60D323.0,3207.89,,276,747410,,,
0200857,GRAFT VALVE AOR ROTATE 29MM,14752.69,,276,747410,,,
0200858,PLUG BONE TUNNEL CANN 7-12MM,100.38,,272,747410,,,
0200859,LIGACLIP APP CLIP ENDO MED LG,493.42,,272,747410,,,
0200860,INSERT CONN TRANSVERSE,537.63,,272,747410,,,
0200861,INSERT FGRTY SOFT JAW 33MM,604.84,,272,747410,,,
0200862,POSITIONER STEM DST 15MM,720.43,,272,747410,,,
0200863,ANCHOR SUT TI DURBRAID 5.0MM,1035.27,,272,747410,,,
0200864,LINER BI-P ASBLY 50X28MM,1829.03,,272,747410,,,
0200865,LINER BI-P ASBLY 44X28MM,1920.48,,272,747410,,,
0200866,HEAD FEM ARTIC 32MM,2870.97,,272,747410,,,
0200867,HEAD FEM ARTIC 28MM +8.5 BL,3038.71,,272,747410,,,
0200868,BLCK LASER CORNERSTONE 6X14X11,3046.59,,272,747410,,,
0200869,BONE BLCK CORT FRZ 8X14X11,3078.85,,272,747410,,,
0200870,BONE BLCK CORT FRZ 7X14X11,3078.85,,272,747410,,,
0200871,HEAD FEM ARTIC 28MM +1.5,3160.25,,272,747410,,,
0200872,LINER ACET PINNACLE 32X56MM,3250,,272,747410,,,
0200873,HEAD FEM ARTIC +5 BR 28MM,3279.57,,272,747410,,,
0200874,LINER ACET LIP MARATHON 28X50,4145.16,,272,747410,,,
0200875,LINER ACE 32X52MM,4209.68,,272,747410,,,
0200876,SPACER ADV-ACF LORDOTIC 10MM,4333.33,,272,747410,,,
0200877,SPACER ADV-ACF LORDOTIC 9MM,4594.98,,272,747410,,,
0200878,SPACER ADV-ACF LORDOTIC 5MM,4874.55,,272,747410,,,
0200879,SPACER ADV-ACF LORDOTIC 7MM,4874.55,,272,747410,,,
0200880,SPACER ADV-ACF LORDOTIC 8MM,4874.55,,272,747410,,,
0200881,SPACER ADV-ACF LORDOTIC 6MM,4874.55,,272,747410,,,
0200882,FRACTURE KIT WRIST LOCK,5824.37,,272,747410,,,
0200883,SPACER FRA ANT FRZN 5A-15MM,10882.44,,272,747410,,,
0200884,SPACER FRA ANT FRZN 7A-17MM,10882.44,,272,747410,,,
0200885,SPACER FRA ANT FRZN 9A-19MM,10882.44,,272,747410,,,
0200886,SPACER FRA ANT FRZN 1A-11MM,11129.03,,272,747410,,,
0200887,SPACER FRA ANT FRZN 3A-13MM,14102,,262,747000,,,
0200888,SCR SHAFT 12MM TH 4.5X38MM,59.25,,278,747410,,,
0200889,SCR CORT SS 2.7X8MM,59.25,,278,747410,,,
0200890,SCR SHAFT 12MM TH 4.5X28MM,59.25,,278,747410,,,
0200891,SCR SHAFT 12MM TH 4.5X36MM,59.25,,278,747410,,,
0200892,SCR SHAFT 12MM TH 4.5X42MM,68.92,,278,747410,,,
0200893,SCR SHAFT 12MM TH 4.5X48MM,68.92,,278,747410,,,
0200894,SCR SHAFT 12MM TH 4.5X44MM,68.92,,278,747410,,,
0200895,SCR CORT 4.5X28MM,80.65,,278,747410,,,
0200896,SCR CORT TAP 4.5X70MM,83.44,,278,747410,,,
0200897,SCR CORT TAP 4.5X66MM,83.44,,278,747410,,,
0200898,SCR CORT TAP 4.5X62MM,99.19,,278,747410,,,
0200899,SCR CORT TAP 4.5X68MM,99.19,,278,747410,,,
0200900,SCR MALLEOLAR SS 4.5X50MM,141.13,,278,747410,,,
0200901,PLT L OBLQ 3H LT 2.7X34MM,189.89,,278,747410,,,
0200902,SCR 1.6X5.0MM,206.45,,278,747410,,,
0200903,SCR 1.6X4.0MM,215.05,,278,747410,,,
0200904,PLT STRT CRAN 2H MD 14MM,223.66,,278,747410,,,
0200905,PLT STRT LNG 2H 18MM,223.66,,278,747410,,,
0200906,PLT TUBE 1/3 W/COLLAR 9H 109MM,223.76,,278,747410,,,
0200907,PLT LOCK COMP DCP 2H 3.5X25MM,275.81,,278,747410,,,
0200908,PLT LOCK COMP DCP 3H 3.5X38MM,283.44,,278,747410,,,
0200909,PLT LOCK COMP DCP 4H 3.5X51MM,306.45,,278,747410,,,
0200910,PLT STRT MICRO 4H TI 1.5X17MM,317.2,,278,747410,,,
0200911,PEG SMTH 2.0X24MM,376.34,,278,747410,,,
0200912,PEG SMTH 2.0X26MM,376.34,,278,747410,,,
0200913,PEG PRT TH 2.5X16MM,376.34,,278,747410,,,
0200914,PEG PRT TH 2.5X24MM,403.23,,278,747410,,,
0200915,PEG SMTH 2.0X22MM,403.23,,278,747410,,,
0200916,PEG PRT TH 2.5X26MM,403.23,,278,747410,,,
0200917,PEG PRT TH 2.5X22MM,430.11,,278,747410,,,
0200918,KNEE BEAD DURACON LT SM,15111.11,,278,747410,,,
0200919,DRAPE CHEST BRST PROX 28X28IN,61.31,,270,747000,,,
0200920,CANNULA ANG RT 12FR,115.75,,270,747000,,,
0200921,CANNULA AOR ARCH 8MM,252.69,,270,747000,,,
0200922,TUBE INFUS SET OPTH GFI VENT,268.82,,270,747000,,,
0200923,BLD WARM SET FLD DISP,314.27,,270,747000,,,
0200924,FRAGMATOME ACC STD PACK,327.04,,270,747000,,,
0200925,FRAGMATOME ACC STD PACK,327.04,,270,747000,,,
0200926,PACK INJECTOR VISCOUS FLD 10CC,332.42,,270,747000,,,
0200927,TUBE INFUS SET OPTH GFI VENT,537.63,,270,747000,,,
0200928,PACK VITREORETINAL TOTAL PLUS,1301.08,,270,747000,,,
0200929,PACK VITREORETINAL TOTAL PLUS,1908.6,,270,747000,,,
0200930,MESH PROCEED OVAL 4X6IN,2428.84,,270,747000,,,
0200931,PEG SMTH 2.0X20MM,430.11,,278,747410,,,
0200932,PEG PRT TH 2.5X18MM,430.11,,278,747410,,,
0200933,PEG SMTH 2.0X18MM,430.11,,278,747410,,,
0200934,PLT SPIDER PE.R.I. SM 20MM,479.57,,278,747410,,,
0200935,GWIRE BLNT LNG 12IN DANEK,484.73,,278,747410,,,
0200936,SCR BIO-INT 7X28MM,510.75,,278,747410,,,
0200937,PEG PRT TH 2.5X20MM,516.13,,278,747410,,,
0200938,ROD REAMING OFF BALL STRL3X950,520.16,,278,747410,,,
0200939,ROD GUIDE SMTH TIP STRL 3X950,520.16,,278,747410,,,
0200940,PLT L MICRO 100DEG LT 1.5X20MM,553.76,,278,747410,,,
0200941,PLT L MICRO 100DEG RT 1.5X20MM,553.76,,278,747410,,,
0200942,SCR GAMMA NAIL DST 6.28X25MM,596.77,,278,747410,,,
0200943,CAP TIB NAIL,604.84,,278,747410,,,
0200944,PLT LOCK COMP DCP 5H 3.5X64MM,606.45,,278,747410,,,
0200945,ROD SPIN SOFT SGL CP TI 6X50MM,609.68,,278,747410,,,
0200946,BOLT LOCK 4.9X40MM TI GRN,614.52,,278,747410,,,
0200947,NUT LOCK SILHOUETTE,618.28,,278,747410,,,
0200948,SCR SET GAMMA,618.28,,278,747410,,,
0200949,PLT L LO PROF LNG 4H LT 2X24MM,618.28,,278,747410,,,
0200950,SCR GAMMA NAIL DST 6.28X35MM,618.28,,278,747410,,,
0200951,SCR CANC WASHERLOC 6X42MM,645.16,,278,747410,,,
0200952,BOLT LOCK 4.9X38MM TI GRN,662.9,,278,747410,,,
0200953,BOLT LOCK TI 4.9X30MM,662.9,,278,747410,,,
0200954,PLT L LO PROF 90DEG 4H RT 2MM,672.04,,278,747410,,,
0200955,SCR CANN LOCK SS 5X60MM,677.42,,278,747410,,,
0200956,SCR CANC WASHERLOC 6X44MM,698.92,,278,747410,,,
0200957,SCR CANC WASHERLOC 6X46MM,698.92,,278,747410,,,
0200958,SCR GAMMA NAIL DST 6.28X60MM,698.92,,278,747410,,,
0200959,SCR GAMMA NAIL DST 6.28X50MM,698.92,,278,747410,,,
0200960,SCR GAMMA NAIL DST 6.28X45MM,698.92,,278,747410,,,
0200961,ROD SPIN SGL UNIV TI 3.5X80MM,701.61,,278,747410,,,
0200962,SCR CANN LAG STRL TI 3X12MM,715.05,,278,747410,,,
0200963,SCR CANN LAG STRL TI 3X14MM,715.05,,278,747410,,,
0200964,PLT T OBLQ ANG 3H HEAD 4H 63MM,716.13,,278,747410,,,
0200965,SCR BIO-INT 7X23MM,725.81,,278,747410,,,
0200966,BOLT LOCK 6.0X80MM,730.65,,278,747410,,,
0200967,PLT L MICRO 4H RT TI 1.5X14MM,752.69,,278,747410,,,
0200968,SCR BIO-INT 9X28MM,763.44,,278,747410,,,
0200969,SCR BIO-INT ABS 9X23MM,763.44,,278,747410,,,
0200970,SCR BIO-INT STRL 8X28MM,763.44,,278,747410,,,
0200971,SCR CANN INT FULL TH 10X28MM,763.44,,278,747410,,,
0200972,PLT BUR H CRAN FACE SM,774.19,,278,747410,,,
0200973,PLT BUR H COVER LG 1IN,778.49,,278,747410,,,
0200974,ROD SPIN SGL TI 3.5X120MM,779.03,,278,747410,,,
0200975,SCR CANN PRT TH SS 3.5X38MM,808.6,,278,747410,,,
0200976,SCR CANN 6.5X15MM,817.74,,278,747410,,,
0200977,SCR GAMMA NAIL DST 6.28X40MM,838.71,,278,747410,,,
0200978,SCR SET MOUNTAINEER,840.86,,278,747410,,,
0200979,PLT TUBE 1/3 W/COLLAR 6H 69MM,856.45,,278,747410,,,
0200980,PLT BROAD LC-DCP 11H 4.5X196MM,866.13,,278,747410,,,
0200981,PLT MICRO LINDORF RT TI 1.5X5,967.74,,278,747410,,,
0200983,PLT MICRO LINDORF LT TI 1.5X5,967.74,,278,747410,,,
0200984,USE 150432 SCR BIO-INT 10MM,994.62,,278,747410,,,
0200985,NUT MOUNT H/H X-CON OUTER,1013.98,,278,747410,,,
0200986,SCR BIO-INTER DELTA ACL 9X28MM,1043.01,,278,747410,,,
0200987,SCR BIO-INT DELTA ACL 8X28MM,1043.01,,278,747410,,,
0200988,PLT COMP STRT 5H W/BAR 2.3MM,1043.01,,278,747410,,,
0200989,ROD SPIN SOFT SGL CP TI 6X100,1045.16,,278,747410,,,
0200990,SCR SET STD,1048.39,,278,747410,,,
0200991,PLT L BTRS 4H LT 86MM,1050,,278,747410,,,
0200992,SCR LAG DHS DCS SS 12.7X70MM,1064.52,,278,747410,,,
0200993,SCR LAG DHS DCS SS 12.7X55MM,1064.52,,278,747410,,,
0200994,SCR LAG DHS DCS SS 12.7X60MM,1064.52,,278,747410,,,
0200995,ROD SPIN STRT SGL 5.5MMX10CM,1075.27,,278,747410,,,
0200996,SCR INT MILAGRO 8X30MM,1129.03,,278,747410,,,
0200997,ROD SPIN SOFT CVD TI 6X85MM,1170.97,,278,747410,,,
0200998,ROD SPIN SOFT CVD TI 6X75MM,1170.97,,278,747410,,,
0200999,SCR SET M8,1176.77,,278,747410,,,
0201000,ROD SPIN CVD TI  6X65MM,1209.68,,278,747410,,,
0201001,CAP LOCK CLICKX 3D HEAD TI,1209.68,,278,747410,,,
0201002,ROD SPIN SOFT CVD TI 6X45MM,1209.68,,278,747410,,,
0201003,ROD CVD SOFT TI 6X35MM,1209.68,,278,747410,,,
0201004,SCR CANN LOCK FULL TH 8.0X70MM,1218.12,,278,747410,,,
0201005,SCR BIO-INT 8X23MM,1241.94,,278,747410,,,
0201006,SCR LAG COMP VHS 12.7X80MM,1317.2,,278,747410,,,
0201007,SCR CANN COUNTERSINK 3.5MM SYN,1516.13,,278,747410,,,
0201008,SCR INT MILAGRO 9X23MM,1559.14,,278,747410,,,
0201009,PLT FEM STD BRL 150DEG 4H 78MM,1683.87,,278,747410,,,
0201010,PLT FEM SHRT BRL 135DEG 4H 78M,1683.87,,278,747410,,,
0201011,PLT Y CALC DCP SS 87MM,1708.06,,278,747410,,,
0201012,PLT CALC LOCK MINI 70MM,1862.9,,278,747410,,,
0201013,WASHER WASHERLOC 16MM,1865.59,,278,747410,,,
0201014,ROD SPIN CVD 3D TI 5.5X40MM,1991.61,,278,747410,,,
0201015,ROD SPIN CVD TSRH 3D TI 5.5X50,1991.61,,278,747410,,,
0201016,PLT CALC LOCK MINI 60MM,2026.88,,278,747410,,,
0201017,SCR MOUNTAINEER 4.5X6MM,2027.96,,278,747410,,,
0201018,SCR WASHERLOC DISP KIT,2215.05,,278,747410,,,
0201019,SCR CANN HEADLESS STD TI  30MM,2258.06,,278,747410,,,
0201020,PLT DST RAD VOLAR DCP LT,2458.06,,278,747410,,,
0201021,PLT FEM SHRT BRL 95DEG 6H 114,2593.01,,278,747410,,,
0201022,PLT FEM SHRT BRL 95DEG 14H 242,2593.01,,278,747410,,,
0201023,SCR VAR SPIDER 4X14MM,2688.17,,278,747410,,,
0201024,HEAD 3-D CLICK X SCR TI,1832.26,,278,747410,,,
0201025,SCR PEDICLE DUAL CORE 5.2X35MM,1832.26,,278,747410,,,
0201026,SCR PEDICLE DUAL CORE 5.2X30MM,1832.26,,278,747410,,,
0201027,SCR PEDICLE DUAL CORE 7X40MM,1832.26,,278,747410,,,
0201028,SCR PED CLICK 6.2X35MM,1948.39,,278,747410,,,
0201029,SCR CLICK X 6.2X45MM,1948.39,,278,747410,,,
0201030,SCR PEDICLE DUAL CORE 5.2X45MM,1948.39,,278,747410,,,
0201031,SCR PEDICLE DUAL CORE 5.2X40MM,1948.39,,278,747410,,,
0201032,SCR PEDICLE DUAL CORE 7X45MM,1948.39,,278,747410,,,
0201033,SCR GAMMA3 TI LAG 10.5X100MM,1953.41,,278,747410,,,
0201034,SCR GAMMA3 LAG 10.5X90MM,1953.41,,278,747410,,,
0201035,SCR GAMMA3 TI LAG 10.5X95MM,1953.41,,278,747410,,,
0201036,PLT FEM SHRT BRL 95DEG 8H 146,1964.52,,278,747410,,,
0201037,SCR PED CLICK 6.2X30MM,2016.34,,278,747410,,,
0201038,NAIL GAMMA 130DEG 11MM,2215.05,,278,747410,,,
0201039,PLT FEM SHRT BRL 95DEG 12H 210,2216.13,,278,747410,,,
0201040,SCR PEDICLE POLYAX 6.5X50MM,2276.88,,278,747410,,,
0201041,SCR PEDICLE POLYAX 6.5X40MM,2276.88,,278,747410,,,
0201042,PLT T RAD DST DORSAL 4 RT 56MM,2526.27,,278,747410,,,
0201043,ROD CDH 10X5.5X60MM,2648.46,,278,747410,,,
0201044,PLT DST RAD STD DVR ANATMC RT,2670.25,,278,747410,,,
0201045,PLT DST RAD NAR SHRT ANATMC LT,2670.25,,278,747410,,,
0201046,PLT BONE CABLE READY 8H 246MM,2785.63,,278,747410,,,
0201047,NAIL TIB CANN STRL TI 10X345MM,2970.97,,278,747410,,,
0201048,NAIL TIB CANN STRL TI 12X300MM,2970.97,,278,747410,,,
0201049,NAIL FEM CANN STRL TI 12X360MM,3003.23,,278,747410,,,
0201050,NAIL FEM CANN STRL TI 12X380MM,3003.23,,278,747410,,,
0201051,BEARING TIB POST 10X71/75MM,3007.17,,278,747410,,,
0201052,PLT DST RAD STD DVR ANATMC LT,3193.55,,278,747410,,,
0201053,SCR PEDICLE POLYAX 6.5X45MM,3333.33,,278,747410,,,
0201054,PLT CERV VAR ANG 1LEV 25MM,3477.42,,278,747410,,,
0201055,PLT TIB MEDI DST 6H LT 142MM,3622.58,,278,747410,,,
0201056,PLT CERV VAR ANG 1LEV TI 18MM,3670.97,,278,747410,,,
0201057,PLT CERV VAR ANG 1LEV TI 29MM,3670.97,,278,747410,,,
0201058,PLT CONDYL LCP 6H LT 4.5X170MM,3812.9,,278,747410,,,
0201059,PLT BASE TIB NP STEM 2 RT,3856.63,,278,747410,,,
0201060,PLT CONDYL LCP 8H RT 4.5X206MM,3887.1,,278,747410,,,
0201061,PLT HUM PROX STD 5H 3.5X114MM,4006.45,,278,747410,,,
0201062,ROD OCCIPITAL ADJ 3.5X120-72MM,4022.94,,278,747410,,,
0201063,BASEPLT TIB 9 STRY,4107.53,,278,747410,,,
0201064,PLT CERV VAR ANG 2LEV TI 46MM,4116.13,,278,747410,,,
0201065,PLT CERV VAR ANG 2LEV TI 34MM,4116.13,,278,747410,,,
0201066,PLT BASE TIB NP STEM 1 RT,4462.37,,278,747410,,,
0201067,PLT CERV VAR ANG 3LEV TI 48MM,4496.77,,278,747410,,,
0201068,PLT FEM POLYAX 6H LT 179.4MM,4601.86,,278,747410,,,
0201069,PLT CERV VAR ANG 3LEV TI 51MM,4514.7,,278,747410,,,
0201070,PLT ANT VECTRA 1LEV TI 20MM,4703.23,,278,747410,,,
0201071,PLT CONN H/H X MOUNTAINEER 21,4731.9,,278,747410,,,
0201072,BASTPLT TIB 4,4935.48,,278,747410,,,
0201073,PLT BASE TIB NP STEM 2 LT,5179.21,,278,747410,,,
0201074,PLT BASE TIB NP STEM 1 LT,5430.11,,278,747410,,,
0201075,PLT BASE TIB UNIV NP MD 2 53MM,5537.63,,278,747410,,,
0201076,BASEPLT TIB POROUS RT 1,5569.89,,278,747410,,,
0201077,SCR GAMMA NAIL DST 11.0X130MM,5849.46,,278,747410,,,
0201078,ROD HUM POLARUS+ 8.0X240MM,6021.51,,278,747410,,,
0201079,PLT CERV ANT SPIDER 2LEV 42MM,8960.57,,278,747410,,,
0201080,BASEPLT TIB 3 RT,9283.15,,278,747410,,,
0201081,PLT OCCIPITAL MOUNTAINEER 37MM,14640.86,,278,747410,,,
0201082,MAMM SALINE SMTH RND MOD 225CC,241.94,,278,747410,,,
0201083,MAMM SALINE SMTH RND MOD 325CC,2284.95,,278,747410,,,
0201084,MAMM SALINE SMTH RND MOD 275CC,2284.95,,278,747410,,,
0201085,MAMM SALINE SMTH RND MOD 250CC,2284.95,,278,747410,,,
0201086,MAMM SALINE SMTH RND 50 425CC,2284.95,,278,747410,,,
0201087,MAMM SALINE SMTH RND MOD 300CC,2284.95,,278,747410,,,
0201088,MAMM SALINE SMTH RND MOD 375CC,2284.95,,278,747410,,,
0201089,IMPLT TOE W/O GROM 5-0,1881.72,,278,747410,,,
0201090,MAMM SALINE SMTH RND MOD 200CC,2060.93,,278,747410,,,
0201091,MAMM SALINE SMTH RND MOD 175CC,2060.93,,278,747410,,,
0201092,PUTTY BONE MATRIX DBX 5CC,2491.04,,278,747410,,,
0201093,BONE BLCK CORT FRZ 9X14X11,3078.85,,278,747410,,,
0201094,GRAFT RESTORE SOFT TISS,8136.2,,278,747410,,,
0201095,BLDE MINI FULL RAD 2.9MM,326.23,,278,747410,,,
0201096,INSERT TIB SIGMA PFC STBL 2 10,496.61,,278,747410,,,
0201097,SHELL BI-P METAL 50MM,2076.95,,278,747410,,,
0201098,SHELL BI-P METAL 51MM,2076.95,,278,747410,,,
0201099,INSERT PATELLA SCORPIO,2301.08,,278,747410,,,
0201100,INSERT KNEE TIB LT 3-4-5X9MM,2544.8,,278,747410,,,
0201101,INSERT TIB STBL 71MM,2909.5,,278,747410,,,
0201102,PATELLA OVAL DOME 3 PEG 38MM,3261.65,,278,747410,,,
0201103,INSERT TIBAL 9 8MM,3433.51,,278,747410,,,
0201104,IMPLT KNEE BASEPLT TIB SM2,4070.18,,278,747410,,,
0201105,INSERT TIB SIGMA CVD 3.5 12.5,4211.47,,278,747410,,,
0201106,INSERT TIB SIGMA STBL 3 15MM,4605.73,,278,747410,,,
0201107,INSERT TIB SIGMA PFC STBL 5 15,6114.7,,278,747410,,,
0201108,IMPLT KNEE BASEPLT TIB SM,6989.25,,278,747410,,,
0201109,COMP KNEE FEM POROUS 4 LT,7437.28,,278,747410,,,
0201110,COMP KNEE FEM LPS E-RT,10314.48,,278,747410,,,
0201111,TIB TRAY MBT CEMENT 2.5,10913.98,,278,747410,,,
0201112,HEAD FEM C-TAPR COCR 28MM +0,1483.87,,278,747410,,,
0201113,HEAD BI-P 28MM +0,1867.38,,278,747410,,,
0201114,SHELL BI-P METAL 52MM,2076.95,,278,747410,,,
0201115,HEAD FEM VERSYS 28MM +0MM,2389.93,,278,747410,,,
0201116,HEAD FEM VERSYS 28MM 3.5MM,2389.93,,278,747410,,,
0201117,HEAD FEM UNI 26X48MM,2616.31,,278,747410,,,
0201118,HEAD FEM V40 LFIT +0 28MM,2813.62,,278,747410,,,
0201119,HEAD FEM VERSYS 36MM -3.5MM,3177.1,,278,747410,,,
0201120,HEAD FEM C-TAPR + 7.5X28MM,3853.05,,278,747410,,,
0201121,CLAMP ISOLATOR,9139.78,,272,747410,,,
0201122,PEN ISOLATOR,5734.76,,272,747410,,,
0201123,LAP CHOLE KIT,1102.2,,272,742100,,,
0201124,10MM LAPAROSCOPIC BAG,361.5,,272,742100,,,
0201125,LIGASURE 15MM BLNT,1915.98,,272,742100,,,
0201126,PACEMKR LEAD NOT VDD 52 CM,3046.59,,275,742100,,,
0201127,LAP SCISSOR 5X35CM,225.8,,272,742100,,,
0201128,AICD FORTIFY DR,47043.01,,278,742100,,,
0201129,FORTIFY DR,47043.01,,278,747410,,,
0201130,UNIFY ICD,57123.65,,278,747410,,,
0201131,UNIFY ICD CRT-D,57123.65,,278,747410,,,
0201132,BIPOLAR ELECTRODE LOOP 24FR.,2634.4,,272,742100,,,
0201133,BIPOLAR ELECTRODE LOOP 24FR.,2634.4,,272,742100,,,
0201134,BIPOLAR ELECTRODE 12+30DEG,2634.4,,272,742100,,,
0201135,CONCERTO,56865.59,,278,742100,,,
0201136,PACEMAKER ACCENT,14695.34,,275,742100,,,
0201137,IMP GRFT/MESH,20548.38,,278,747410,,,
0201138,PROPATEN GRAFT 8/50CM,15541.29,,278,742100,,,
0201139,PROPATEN GRAFT 8X40CM,15801.43,,278,742100,,,
0201140,PATCH TACHOSIL 9.5X4.8CM,2132.61,,272,747410,,,
0201141,SENSOR BIS MONITOR,67.2,,272,747410,,,
0201142,DURASPAN 28CM,2145.16,,278,747410,,,
0201143,SORBAFIX 30 TACKER,2146.9,,278,742100,,,
0201143,DURASPAN 32CM,2145.16,,278,747410,,,
0201144,SORBAFIX 15 TACKER,2264.9,,278,742100,,,
0201144,V-LOC SUTURE 180,115.37,,272,747410,,,
0201145,PLASMA SPATULA,1747.31,,272,747410,,,
0201146,CUTTING FORCEP,1971.32,,272,747410,,,
0201147,MENISCAL REPAIR DEVICE,1881.72,,272,742100,,,
0201148,CATH EP RESPONSE 6FR.X65CM,1827.95,,278,747410,,,
0201149,ATOMIC EDGE BLADE,118.27,,272,747410,,,
0201150,HTA PROCEDURE KIT,4659,,270,747410,,,
0201151,OCCLUDER COLPL-PNEUMO,321.82,,272,747410,,,
0201152,V-CARE MANIPULATOR,2383.06,,272,747410,,,
0201153,ACTIFUSE 2.5ML,2894.26,,278,747410,,,
0201154,DBM PUTTY 10CC,5200.71,,278,747410,,,
0201155,CONTOUR STAPLER,2438.27,,272,747410,,,
0201156,AORTIC VALVE MAGNAEASE 19MM,22029.56,,272,747410,,,
0201157,AORTIC VALVE MAGNAEASE 21MM,22029.56,,272,747410,,,
0201158,AORTIC VALVE MAGNAEASE 23MM,22029.56,,272,747410,,,
0201159,AORTIC VALVE MAGNAEASE 25MM,22029.56,,278,747410,,,
0201160,AORTIC VALVE MAGNAEASE 27MM,22029.56,,272,747410,,,
0201161,AORTIC VALVE MAGNARASE 29MM,22029.56,,272,747410,,,
0201162,JUGGERKNOT SUTURE,1881.72,,272,747410,,,
0201163,SUT PERFECT PASSER,860.21,,272,747410,,,
0201164,VERITAS COLLAGEN MATRIX 12X25C,17698.92,,278,747410,,,
0201165,VERITAS COLLAGEN MATRIX 10X16C,12584.22,,278,747410,,,
0201166,ORTHOSTAT,967.74,,272,747410,,,
0201167,VERITAS COLLAGEN MATRIX 8X14CM,8695.34,,278,747410,,,
0201168,PACEMAKER REVO MRI,17562.72,,275,747410,,,
0201169,HEMOSTAT OSTENE 2.5GR,400.96,,272,747410,,,
0201170,HEMOSTAT OSTENE 1.5GR,197.09,,272,747410,,,
0201171,BALLOON TRAY 8GX10MM,3566.9,,272,747410,,,
0201172,BALLOON TRAY 8GX15MM,3566.9,,272,747410,,,
0201173,BALLOON TRAY 8GX20MM,3566.9,,272,747410,,,
0201174,ALEXIS ORTH RETRACTOR SM/MD,672.04,,272,747410,,,
0201175,ALEXIS ORTH RETRACTOR MD/LG,806.45,,272,747410,,,
0201176,ENDOPATH 35MM STANDARD STAPLE,1385.32,,272,747410,,,
0201177,ENDOPATH 35MM VASCULAR STAPLE,1385.32,,272,747410,,,
0201178,PACEMAKER VERSA,14336.91,,275,747410,,,
0201179,PACEMAKER ACCENT DUAL,14107.52,,275,747410,,,
0201180,PACEMAKER LEAD,2688.17,,275,747410,,,
0201181,APPLIER FALOPE RING,1317.2,,272,747410,,,
0201182,PLASMASORD,0,2,272,747410,,,
0201183,DISPOSABLE UTERNINE TIP,0,2,272,747410,,,
0201184,RELOAD GREEN ECHELON,0,2,272,747410,,,
0201185,RELOAD VASCULAR CVD. 45,0,2,272,747410,,,
0201186,STAPLER DUET 45X4.8,0,2,272,747410,,,
0201187,PLUME AWAY,0,2,272,747410,,,
0201188,LEAD PACEMAKER,2688.17,,275,742100,,,
0201189,LEAD VENTRIC,8186,,278,742100,,,
0201190,LEAD ICD,17921.14,,278,742100,,,
0201191,TRISSECTOR 5MX33CM,1935.48,,272,742100,,,
0201192,DEFIBRILLATOR PROTECTA,57768.81,,278,742100,,,
0201193,5.5 PEEK ANCHOR,2145.16,,272,742100,,,
0201194,LARGE RASP,216.61,,272,742100,,,
0201195,EXPAN PUPIL MALYUGIN RING,672.04,,272,742100,,,
0201196,PACK VITRECTOMY 23GA,2569.89,,272,742100,,,
0201197,NONCOR STENT - URET,403.22,,278,747410,,,
0201198,NOVASURE HANDLE,4247.31,,272,747410,,,
0201199,IMP MAMM SILICONE,3225.8,,278,747410,,,
