Hospital Name:  St Elizabeth Community Hospital,,,,,,,
OSHPD Facility No: 106521041,,,,,,,
"Effective Date of Charges: June 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
3212614,STNT PLC TRANSCTH ART ADD," 21,291.00 ",,,,,
3212615,STNT PLC TRANSC VEIN INI ," 26,324.00 ",,,,,
3212616,STNT PLC TRANSC VEIN ADD ," 21,291.00 ",,,,,
3212617,OCC/EMB NON HEMORR VENOUS," 27,319.00 ",,,,,
3212618,OCC/EMB NON HEMORR ART   ," 27,319.00 ",,,,,
3212619,OCC/EMB TUMOR/ORGAN INFAR," 29,242.00 ",,,,,
3212620,OCC/EMB HEMORRHAG/LYMPH  ," 27,319.00 ",,,,,
3212621,IMAGE CATH FLUID VISCERAL," 5,283.00 ",,,,,
3212622,MR CHOLANGIO MRCP W CON  ," 6,279.00 ",,,,,
3212623,MR CHOLANGIO MRCP WO CON ," 4,330.00 ",,,,,
3212624,MR CHOLANGI MRCP WO&WCON ," 7,232.00 ",,,,,
3212633,IMAGE CATH FLUID SOFT TIS, 419.00 ,,,,,
3212634,CATH DIALYS LT 254X-331  ," 1,024.00 ",,,,,
3212635,ANCHOR/SCREW 331X-431    ," 1,334.00 ",,,,,
3212636,CATH PTA NLASR 431X-561  ," 1,736.00 ",,,,,
3212637,CATH INFUSION 195X-254   , 786.00 ,,,,,
3212638,CATH INFUSION 254X-331   ," 1,024.00 ",,,,,
3212639,CATH THROM EMB 150X-195  , 604.00 ,,,,,
3212640,VASC CLOSE DVC 195X-254  , 786.00 ,,,,,
3212641,GUIDEWIRE 51X-67         , 207.00 ,,,,,
3212642,GUIDEWIRE 115X-150       , 464.00 ,,,,,
3212643,GUIDEWIRE 254X-331       ," 1,024.00 ",,,,,
3212644,GUIDEWIRE 431X-561       ," 1,736.00 ",,,,,
3212645,STENT COV W 3529X-4588   ," 14,205.00 ",,,,,
3212646,INTRO SHTH OTH 51X-67    , 207.00 ,,,,,
3212647,STENT NCOV W 2087X-2714  ," 8,402.00 ",,,,,
3212648,STENT NCOV W 1605X-2087  ," 6,461.00 ",,,,,
3212649,EMB PROTCT SYS 1605X-2087," 6,461.00 ",,,,,
3212650,EMB PROTCT SYS 254X-331  ," 1,024.00 ",,,,,
3212651,CATH OCCLUSION 331X-431  ," 1,334.00 ",,,,,
3212652,CATH OTHER 150X-195      , 604.00 ,,,,,
3212653,CATH OTHER 13X-17        , 53.00 ,,,,,
3212654,CATH OTHER 115X-150      , 464.00 ,,,,,
3212655,GASTRO IMP 23X-30        , 93.00 ,,,,,
3212656,GASTRO IMP 195X-254      , 786.00 ,,,,,
3212657,GASTRO IMP 88X-115       , 355.00 ,,,,,
3212658,INST/SUPP STERL 17X-23   , 70.00 ,,,,,
3212659,INST/SUPP STERL 331X-431 ," 1,334.00 ",,,,,
3212660,INST/SUPP STERL 150X-195 , 604.00 ,,,,,
3212662,VASCULAR IMP 730X-949    ," 2,938.00 ",,,,,
3212663,VASCULAR IMP 67X-88      , 271.00 ,,,,,
3212664,VASCULAR IMP 254X-331    ," 1,024.00 ",,,,,
3212665,XR UGI W SMALL INTESTINE ," 3,165.00 ",,,,,
3212666,XR PORTABLE PER TRIP NC  , -   ,1,,,,
3212667,MR ABDOMEN WO CON        ," 4,330.00 ",,,,,
3212668,MR ANGIO HEAD WO CON     ," 3,678.00 ",,,,,
3212669,MR BRAIN FUNCT WO PHY/PSY," 3,872.00 ",,,,,
3212671,US UPPER BACK SOFT TISSUE," 1,862.00 ",,,,,
3212672,US LO BACK SFT TIS WO CON," 1,966.00 ",,,,,
3212676,KIT/PACK DISP 88X-115    , 355.00 ,,,,,
3212677,ANCHOR/SCREW 115X-150    , 464.00 ,,,,,
3212678,GASTRO IMP 51X-67        , 207.00 ,,,,,
3212679,INST/SUPP STERL 51X-67   , 207.00 ,,,,,
3212680,CATH OTHER 30X-39        , 121.00 ,,,,,
3212681,ANCHOR/SCREW 150X-195    , 604.00 ,,,,,
3212682,ANCHOR/SCREW 254X-331    ," 1,024.00 ",,,,,
3212683,ANCHOR/SCREW 431X-561    ," 1,736.00 ",,,,,
3212684,ANCHOR/SCREW 730X-949    ," 2,938.00 ",,,,,
3212685,ANCHOR/SCREW 88X-115     , 355.00 ,,,,,
3212686,CATH DIALYSIS ST 115X-150, 464.00 ,,,,,
3212687,CATH DIALYSIS ST 88X-115 , 355.00 ,,,,,
3212688,CATH DRAINAGE 17X-23     , 70.00 ,,,,,
3212689,CATH GUIDING 115X-150    , 464.00 ,,,,,
3212690,CATH GUIDING 195X-254    , 786.00 ,,,,,
3212691,CATH GUIDING 431X-561    ," 1,736.00 ",,,,,
3212692,CATH INFUSION 115X-150   , 464.00 ,,,,,
3212693,CATH OCCLUSION 150X-195  , 604.00 ,,,,,
3212694,CATH OTHER 10-13         , 40.00 ,,,,,
3212695,CATH OTHER 254X-331      ," 1,024.00 ",,,,,
3212696,CATH OTHER 67X-88        , 271.00 ,,,,,
3212697,CATH PTA LASER 2087X-2714," 8,402.00 ",,,,,
3212698,CATH THROM EMB 1234X-1605," 4,968.00 ",,,,,
3212699,CATH THROM EMB 1605X-2087," 6,461.00 ",,,,,
3212700,EMB PROTCT SYS 1234X-1605," 4,968.00 ",,,,,
3212701,EMB PROTCT SYS 2087X-2714," 8,402.00 ",,,,,
3212702,GUIDEWIRE <10            , 18.00 ,,,,,
3212703,GUIDEWIRE 10-13          , 40.00 ,,,,,
3212704,GUIDEWIRE 13X-17         , 53.00 ,,,,,
3212705,GUIDEWIRE 150X-195       , 604.00 ,,,,,
3212706,GUIDEWIRE 17X-23         , 70.00 ,,,,,
3212707,GUIDEWIRE 195X-254       , 786.00 ,,,,,
3212708,GUIDEWIRE 23X-30         , 93.00 ,,,,,
3212709,GUIDEWIRE 30X-39         , 121.00 ,,,,,
3212710,GUIDEWIRE 39X-51         , 158.00 ,,,,,
3212711,GUIDEWIRE 67X-88         , 271.00 ,,,,,
3212712,INST/SUPP STERL 10-13    , 40.00 ,,,,,
3212713,INST/SUPP STERL 115X-150 , 464.00 ,,,,,
3212714,INST/SUPP STERL 13X-17   , 53.00 ,,,,,
3212715,INST/SUPP STERL 195X-254 , 786.00 ,,,,,
3212717,INST/SUPP STERL 949X-1234," 3,820.00 ",,,,,
3212718,INTRO SHTH OTH <10       , 18.00 ,,,,,
3212719,INTRO SHTH OTH 115X-150  , 464.00 ,,,,,
3212720,INTRO SHTH OTH 17X-23    , 70.00 ,,,,,
3212721,INTRO SHTH OTH 23X-30    , 93.00 ,,,,,
3212722,INTRO SHTH OTH 254X-331  ," 1,024.00 ",,,,,
3212723,INTRO SHTH OTH 30X-39    , 121.00 ,,,,,
3212724,INTRO SHTH OTH 331X-431  ," 1,334.00 ",,,,,
3212725,INTRO SHTH OTH 561X-730  ," 2,259.00 ",,,,,
3212726,KIT/PACK DISP 115X-150   , 464.00 ,,,,,
3212727,KIT/PACK DISP 150X-195   , 604.00 ,,,,,
3212728,KIT/PACK DISP 2087X-2714 ," 8,402.00 ",,,,,
3212729,KIT/PACK DISP 2714X-3529 ," 10,925.00 ",,,,,
3212731,KIT/PACK DISP 331X-431   ," 1,334.00 ",,,,,
3212732,KIT/PACK DISP 3529X-4588 ," 14,205.00 ",,,,,
3212733,NACL 0.9% 1000ML INJ     , 78.00 ,,,,,
3212734,NACL 0.9% 250ML INJ      , 78.00 ,,,,,
3212735,PORT INDWELL 431X-561    ," 1,736.00 ",,,,,
3212736,RETRV FRAC DVC 254X-331  ," 1,024.00 ",,,,,
3212737,RETRV FRAC DVC 561X-730  ," 2,259.00 ",,,,,
3212738,STENT COV W 2714X-3529   ," 10,925.00 ",,,,,
3212739,VASCULAR IMP 331X-431    ," 1,334.00 ",,,,,
3212740,VASCULAR IMP 431X-561    ," 1,736.00 ",,,,,
3212741,VASCULAR IMP 51X-67      , 207.00 ,,,,,
3212742,VASCULAR IMP 88X-115     , 355.00 ,,,,,
3212743,INS CATH PLEURAL WO IMAG ," 1,180.00 ",,,,,
3212744,LIVER TUM ABLAT CRYO PERC," 1,028.00 ",,,,,
3212745,BX ADRENAL GLAND NDL PERC," 9,932.00 ",,,,,
3212747,VERTEBROPL INJ C/T W IMAG," 8,052.00 ",,,,,
3212748,VERTEBROPL INJ L/S W IMAG," 8,052.00 ",,,,,
3212749,VERTEBROPL INJ ADD W IMAG," 8,052.00 ",,,,,
3212750,VERTEB AUGM THORAC W IMAG," 17,962.00 ",,,,,
3212751,VERTEB AUGM LUMBAR W IMAG," 17,962.00 ",,,,,
3212752,VERTEB AUGM EA ADD W IMAG," 9,503.00 ",,,,,
3212753,BONE TUM ABLAT CRYO IMAGE," 9,813.00 ",,,,,
3212754,US BREAST LIMITED LT     , 0.09 ,,,,,
3212755,US BREAST LIMITED RT     , 0.09 ,,,,,
3212756,US BREAST LIMITED BIL    , 0.09 ,,,,,
3212757,XR BONE DENSITY DXA STUDY, 0.09 ,,,,,
3212758,CATH THROM EMB 2714X-3529," 10,925.00 ",,,,,
3212760,PULMON TUM ABLAT CRYO =>1," 13,468.00 ",,,,,
3212761,MYELOGRA CERVIC W INJ LUM," 2,020.00 ",,,,,
3212762,MYELOGRA THORAC W INJ LUM," 2,020.00 ",,,,,
3212763,MYELOGRA LUMBOS W INJ LUM," 2,020.00 ",,,,,
3212764,MYELOGR>= 2 REG W INJ LUM," 2,020.00 ",,,,,
3212765,MA BREAST TOMO DIG DX LT , 172.00 ,,,,,
3212766,MA BREAST TOMO DIG DX RT , 172.00 ,,,,,
3212767,MA BREAST TOMO DIG DX BIL, 318.00 ,,,,,
3212769,XR DXA VERTEBRA FX ASSESS, 237.00 ,,,,,
3212770,MA BRST TOMO DIG SCRN BIL, 318.00 ,,,,,
3212771,MYELOGRA CERVIC W INJ LUM," 2,020.00 ",,,,,
3212772,MYELOGRA THORAC W INJ LUM," 2,020.00 ",,,,,
3212773,MYELOGRA LUMBOS W INJ LUM," 2,020.00 ",,,,,
3212774,MYELOGR>= 2 REG W INJ LUM," 2,020.00 ",,,,,
3212775,CAROTID STNT TRANSC ANTEG," 23,313.00 ",,,,,
3212776,US AAA SCREENING         , 0.09 ,,,,,
3212778,XR TOMOGRAM SINGLE PLANE , 361.00 ,,,,,
3212779,XR TOMOGRAM SINGLE PLANE , 361.00 ,,,,,
3212780,PET CT SKULL-THIGH SUBSEQ, 0.09 ,,,,,
3212781,PET CT SKULL-THIGH INITAL, 0.09 ,,,,,
3212783,ARTHROGRAM SACROIL JT INJ, 762.00 ,,,,,
3212784,SACROIL JT TX W/WO ARTHRO, 762.00 ,,,,,
3212785,CHOLANG EX ACCES INJ IMAG," 1,892.00 ",,,,,
3212786,CHOLANG EX ACCES INJ IMAG," 1,892.00 ",,,,,
3212789,CHOLANG NW ACCES INJ IMAG," 2,374.00 ",,,,,
3212792,CONV BILI DRN CTH INT-EXT," 5,434.00 ",,,,,
3212793,EXCH BILI DRN CATH W IMAG," 4,784.00 ",,,,,
3212794,REM BILI DRN CTH W FLUORO," 4,784.00 ",,,,,
3212795,PLC STENT BILE DUCT EXIST," 4,784.00 ",,,,,
3212796,PLC STENT BILE DUCT NEW  ," 4,784.00 ",,,,,
3212797,PLC STNT BILE DUCT CTH NW," 4,784.00 ",,,,,
3212800,PLC BILI DRN CTH EXT IMAG," 9,046.00 ",,,,,
3212803,PLC BILI DRN CTH INT-EXT ," 10,424.00 ",,,,,
3212806,REM CALCULI BILI DUCT/GB ," 10,164.00 ",,,,,
3212810,PLC NEPHROSTOM CTH W IMAG," 7,934.00 ",,,,,
3212812,EXCHNG NEPHROS CTH W IMAG," 5,217.00 ",,,,,
3212814,XR SPINE ENTIRE 2-3 VIEWS," 2,214.00 ",,,,,
3212816,XR HIP W PELVIS 1 VIEW RT, 528.00 ,,,,,
3212818,XR HIP W PELVIS 1 VIEW LT, 528.00 ,,,,,
3212820,XR HIP W PELVIS 1 VIEW RT, 0.09 ,,,,,
3212822,XR HIP W PELVIS 1 VIEW LT, 0.09 ,,,,,
3212824,XR HIP W PELVIS 1 VIEW RT, 0.09 ,,,,,
3212826,XR HIP W PELVIS 1 VIEW LT, 0.09 ,,,,,
3212828,XR FEMUR 1 VIEW LT       , 731.00 ,,,,,
3212830,XR FEMUR 1 VIEW RT       , 731.00 ,,,,,
3212832,INJ ANTEGR NEPH&/URETE NW," 3,303.00 ",,,,,
3212833,INJ ANTEG NEPH&/URETER EX," 3,303.00 ",,,,,
3212835,INJ ANTEGR NEPH&/URETE NW," 2,291.00 ",,,,,
3212836,INJ ANTEG NEPH&/URETER EX," 2,291.00 ",,,,,
3212840,PLC NEPHROUR CTH IMAG NEW," 8,957.00 ",,,,,
3212841,CONV NEPHRS TO NEPHRU CTH," 8,957.00 ",,,,,
3212842,ENDOLUM BX UETER/RNL PELV," 8,957.00 ",,,,,
3212843,PLC URETER STNT PRE EXIST," 8,957.00 ",,,,,
3212844,PLC URETER STNT NW ACCESS," 8,957.00 ",,,,,
3212845,PLC URETER STNT NEW W CTH," 8,957.00 ",,,,,
3212847,ENDO INTR PRLNG AD RX INI," 14,691.00 ",,,,,
3212848,ENDO INTR PRLNG AD RX ADD," 14,691.00 ",,,,,
3212850,XR SPINE ENTIRE 1 VIEW   , 0.09 ,,,,,
3212851,XR SPINE ENTIRE 2-3 VIEWS, 0.09 ,,,,,
3212852,XR SPINE ENTIRE 4-5 VIEWS, 0.09 ,,,,,
3212853,XR SPINE ENTIRE 6+ VIEWS , 0.09 ,,,,,
3212856,XR SPINE ENTIRE 1 VIEW   ," 1,107.00 ",,,,,
3212857,XR SPINE ENTIRE 4-5 VIEWS," 2,769.00 ",,,,,
3212858,XR SPINE ENTIRE 6+ VIEWS ," 3,459.00 ",,,,,
3212859,XR SPINE ENTIRE 1 VIEW   , 0.09 ,,,,,
3212860,XR SPINE ENTIRE 2-3 VIEWS, 0.09 ,,,,,
3212861,XR SPINE ENTIRE 4-5 VIEWS, 0.09 ,,,,,
3212862,XR SPINE ENTIRE 6+ VIEWS , 0.09 ,,,,,
3212869,XR HIP W PEL 2-3 VIEWS LT, 764.00 ,,,,,
3212870,XR HIP W PEL 2-3 VIEWS RT, 764.00 ,,,,,
3212871,XR HIP W PELV 4+ VIEWS LT, 954.00 ,,,,,
3212872,XR HIP W PELV 4+ VIEWS RT, 954.00 ,,,,,
3212873,XR HIP W PELV 2 VIEWS BIL, 811.00 ,,,,,
3212874,XR HIP W PEL 3-4 VIEWS BI," 1,013.00 ",,,,,
3212875,XR HIP W PEL 5+ VIEWS BIL," 1,265.00 ",,,,,
3212880,XR HIP W PEL 2-3 VIEWS LT, 0.09 ,,,,,
3212881,XR HIP W PEL 2-3 VIEWS RT, 0.09 ,,,,,
3212882,XR HIP W PELV 4+ VIEWS LT, 0.09 ,,,,,
3212883,XR HIP W PELV 4+ VIEWS RT, 0.09 ,,,,,
3212884,XR HIP W PELV 2 VIEWS BIL, 0.09 ,,,,,
3212885,XR HIP W PEL 3-4 VIEWS BI, 0.09 ,,,,,
3212886,XR HIP W PEL 5+ VIEWS BIL, 0.09 ,,,,,
3212890,XR HIP W PEL 2-3 VIEWS LT, 0.09 ,,,,,
3212891,XR HIP W PEL 2-3 VIEWS RT, 0.09 ,,,,,
3212892,XR HIP W PELV 4+ VIEWS LT, 0.09 ,,,,,
3212893,XR HIP W PELV 4+ VIEWS RT, 0.09 ,,,,,
3212894,XR HIP W PELV 2 VIEWS BIL, 0.09 ,,,,,
3212895,XR HIP W PEL 3-4 VIEWS BI, 0.09 ,,,,,
3212896,XR HIP W PEL 5+ VIEWS BIL, 0.09 ,,,,,
3212899,XR FEMUR 2+ VIEWS LT     , 731.00 ,,,,,
3212900,XR FEMUR 2+ VIEWS RT     , 731.00 ,,,,,
3212903,XR FEMUR 2+ VIEWS LT     , 0.09 ,,,,,
3212904,XR FEMUR 2+ VIEWS RT     , 0.09 ,,,,,
3212905,XR FEMUR 1 VIEW LT       , 0.09 ,,,,,
3212906,XR FEMUR 1 VIEW RT       , 0.09 ,,,,,
3212909,XR FEMUR 2+ VIEWS LT     , 0.09 ,,,,,
3212910,XR FEMUR 2+ VIEWS RT     , 0.09 ,,,,,
3212911,XR FEMUR 1 VIEW LT       , 0.09 ,,,,,
3212912,XR FEMUR 1 VIEW RT       , 0.09 ,,,,,
3212913,PLC ACCESS BILI TREE SB  ," 8,957.00 ",,,,,
3212914,PLC NEPHROU CTH IMA NW BI," 13,435.00 ",,,,,
3212915,CON NPHRS TO NPHRU CTH BI," 13,435.00 ",,,,,
3212916,EXCHNG NEPHRO CTH IMAG BI," 7,825.00 ",,,,,
3212917,IVUS NON CORON W IMAG INI," 3,403.00 ",,,,,
3212918,IVUS NON CORO W IM EA ADD," 4,254.00 ",,,,,
3212919,PLC URETER STNT PRE EX BI," 13,435.00 ",,,,,
3212920,PLC URETER STNT NW ACC BI," 13,435.00 ",,,,,
3212921,PLC URET STNT NW W CTH BI," 13,435.00 ",,,,,
3212922,INJ ANTE NEPH&/URET NW BI," 4,954.00 ",,,,,
3212923,INJ ANTE NEPH&/URET EX BI," 4,954.00 ",,,,,
3212924,PLC SOFT TISS LOC DEV 1ST, 0.09 ,,,,,
3212925,XR ENDO ERCP LTD         ," 1,935.00 ",,,,,
3212926,INS INTRAPERIT CATH PERM ," 7,186.00 ",,,,,
3212927,INST/SUPP STERL1234X-1605, 0.09 ,,,,,
3212928,INTRCRN VASO DIL SAME ADD," 2,458.00 ",,,,,
3212929,INTRCRN VASO DIL DIF ADD ," 2,458.00 ",,,,,
3212930,THROMBECT ART MECHAN PERC," 2,458.00 ",,,,,
3212931,IOPAMID 200MG/ML 20MLINTH, 48.00 ,,,,,
3212932,INST/SUPP STERL5965X-7755," 24,010.00 ",,,,,
3212933,CATH GUIDING 1234X-1605  ," 4,968.00 ",,,,,
3212934,CATH THROM EMB 5965X-7755," 24,010.00 ",,,,,
3212935,CATH GUIDING 1605X-2087  ," 6,461.00 ",,,,,
3212936,VASCULAR IMP 2714X-3529  ," 10,925.00 ",,,,,
3212937,GUIDEWIRE 561X-730       ," 2,259.00 ",,,,,
3212938,CATH GUIDING 949X-1234   ," 3,820.00 ",,,,,
3212939,INST/SUPP STERL2714X-3529," 10,925.00 ",,,,,
3212940,VASCULAR IMP 2087X-2714  ," 8,402.00 ",,,,,
3212941,CATH OCCLUSION 2087X-2714," 8,402.00 ",,,,,
3212942,CATH OCCLUSION 1605X-2087," 6,461.00 ",,,,,
3212943,VASCULAR IMP 13419X-14761," 49,315.00 ",,,,,
3212944,CATH GUIDING 730X-949    ," 2,938.00 ",,,,,
3212945,CATH OCCLUSION 1234X-1605," 4,968.00 ",,,,,
3212946,CATH GUIDING 2087X-2714  ," 8,402.00 ",,,,,
3212947,STENT NCOV W 5965X-7755  ," 24,010.00 ",,,,,
3212948,INST/SUPP STER7755X-10082," 31,215.00 ",,,,,
3212949,CATH PTA NLASR 949X-1234 ," 3,820.00 ",,,,,
3212950,VASCULAR IMP 5965X-7755  ," 24,010.00 ",,,,,
3212952,CATH INFUSION 88X-115    , 355.00 ,,,,,
3212953,XR EYE FOREIGN BODY BIL  , 0.09 ,,,,,
3212954,MOD SEDAT <5YRS 1ST 15M  , 465.00 ,,,,,
3212955,MOD SEDAT =>5YRS 1ST 15M , 554.00 ,,,,,
3212956,MA MAMMO SCREEN W CAD RT , 248.00 ,,,,,
3212957,MA MAMMO SCREEN W CAD LT , 248.00 ,,,,,
3212958,MA MAMMO DX BCEDP CAD RT , 0.09 ,,,,,
3212959,MA MAMMO DX BCEDP CAD LT , 0.09 ,,,,,
3212960,MA MAMMO SCREEN W CAD RT , 0.09 ,,,,,
3212961,MA MAMMO SCREEN W CAD LT , 0.09 ,,,,,
3212962,INTRO CATH DIALY CIRCUIT ," 2,611.00 ",,,,,
3212963,INTRO CTH DIALY CIRCU BLN," 19,901.00 ",,,,,
3212964,INT CTH DIALY CIR IVAS ST," 22,889.00 ",,,,,
3212965,THROMBECT DIALY CIRCUIT  ," 19,901.00 ",,,,,
3212966,THROMB DIALY CIRCUIT BLN ," 22,889.00 ",,,,,
3212967,THROMB DIALY CIRC IVAS ST," 22,889.00 ",,,,,
3212968,ANGIO BLN CENT DIALY SEG ," 22,889.00 ",,,,,
3212969,ANGIO BLN TRANS ART INI  ," 19,901.00 ",,,,,
3212970,ANGIO BLN TRANS ART EAADD," 19,901.00 ",,,,,
3212971,ANGIO BLN TRANSL VEIN INI," 19,901.00 ",,,,,
3212972,ANGIO BLN TRAN VEIN EAADD," 19,901.00 ",,,,,
3212973,STNT PLC TRANSC DIALY SEG," 21,291.00 ",,,,,
3212974,EMBOLIZ DIALY CIRCU PERM ," 1,709.00 ",,,,,
3212975,INJ EPI/SUBAR L/S W IMAG ," 1,677.00 ",,,,,
3212976,DIL URETER STRICT W IMAG ," 4,839.00 ",,,,,
3212977,FACET JT NRV C/T DEST SNG," 4,596.00 ",,,,,
3212978,FACET JT NRV C/T DEST BIL," 5,745.00 ",,,,,
3212979,FACET JT NRV C/T ADD JNT ," 3,447.00 ",,,,,
3212980,FACET JT NRV L/S DEST SNG," 4,596.00 ",,,,,
3212981,FACET JT NRV L/S ADD JNT ," 3,447.00 ",,,,,
3212982,DESTR NEUR PER NRV/BRANCH," 4,960.00 ",,,,,
3212983,PTA INTRACRANIAL PERC    ," 18,655.00 ",,,,,
3212984,INTRACRAN STNT TRANSCATH ," 23,902.00 ",,,,,
3212985,FACET JT/NRV L/S SNG INJ ," 2,025.00 ",,,,,
3212986,FACET JT/NRV L/S 2ND LVL ," 2,025.00 ",,,,,
3212987,STNT PLC EC VERT ART INI ," 26,324.00 ",,,,,
3212988,ANES LUMBR/THORACIC INJ  ," 2,025.00 ",,,,,
3212989,OTHR PERIPH NRV/BRNCH INJ," 1,677.00 ",,,,,
3212990,SACROIL JT TX W/WO ARTHRO, 762.00 ,,,,,
3212991,CATH GUIDING 17X-23      , 70.00 ,,,,,
3212992,CATH GUIDING 23X-30      , 93.00 ,,,,,
3212993,ANES/STE EPI L/S SNGL INJ," 2,025.00 ",,,,,
3212994,ANES/STE EPI L/S ADDL LVL," 1,520.00 ",,,,,
3212995,CATH INFUSION 150X-195   , 604.00 ,,,,,
3212996,CATH GUIDING 150X-195    , 786.00 ,,,,,
3212997,CATH PTA NLASR 1234X-1605," 4,968.00 ",,,,,
3212998,XR BONE AGE STUDIES      , 369.00 ,,,,,
3212999,VASCULAR IMP 1234X-1605  ," 4,968.00 ",,,,,
3213000,ART MECH THROM 2NDARY ADD," 2,898.00 ",,,,,
3213001,CATH PTA NLASR 67X-88    , 271.00 ,,,,,
3213002,XR CHEST >= 4 VIEWS      ," 1,431.00 ",,,,,
3213003,XR CHEST 3 VIEWS         ," 1,255.00 ",,,,,
3213004,XR CHEST 2 VIEWS         ," 1,087.00 ",,,,,
3213005,XR CHEST 1 VIEW          , 836.00 ,,,,,
3213006,XR ABDOMEN 2 VIEWS       ," 1,202.00 ",,,,,
3213007,XR ABDOMEN >=3 VIEWS     ," 1,255.00 ",,,,,
3213008,XR ABDOMEN 1 VIEW        , 756.00 ,,,,,
3213009,XR CHEST 1 VIEW          , 0.09 ,,,,,
3213010,XR CHEST 3 VIEWS         , 0.09 ,,,,,
3213011,XR CHEST 2 VIEWS         , 0.09 ,,,,,
3213012,XR CHEST >= 4 VIEWS      , 0.09 ,,,,,
3213013,XR ABDOMEN 2 VIEWS       , 0.09 ,,,,,
3213014,XR ABDOMEN >=3 VIEWS     , 0.09 ,,,,,
3213015,XR ABDOMEN 1 VIEW        , 0.09 ,,,,,
3213016,XR CHEST 3 VIEWS         , 0.09 ,,,,,
3213017,XR CHEST >= 4 VIEWS      , 0.09 ,,,,,
3213018,XR CHEST 1 VIEW          , 0.09 ,,,,,
3213019,XR CHEST 2 VIEWS         , 0.09 ,,,,,
3213020,XR ABDOMEN >=3 VIEWS     , 0.09 ,,,,,
3213021,XR ABDOMEN 1 VIEW        , 0.09 ,,,,,
3213022,INTRO NDL/INTRACATH VEIN ," 1,900.00 ",,,,,
3213023,INST/SUPP STERL2087X-2714," 8,402.00 ",,,,,
3213024,XR AC JTS W WO WTS BIL FY, 796.00 ,,,,,
3213025,XR PELVIS 1 OR 2 VIEWS FY, 674.00 ,,,,,
3213026,XR PELVIS CMPL 3+VIEWS FY," 1,004.00 ",,,,,
3213027,XR BONE SURVEY COMPLET FY," 1,839.00 ",,,,,
3213028,XR STERNUM 2+ VIEWS FY   ," 1,219.00 ",,,,,
3213029,XR STERNOCLAV JT(S) 3+ FY, 916.00 ,,,,,
3213030,XR RIBS 3 VIEWS BIL FY   ," 1,274.00 ",,,,,
3213031,XR AB AP DECU UP+CHEST FY," 1,512.00 ",,,,,
3213032,XR SKULL <4 VIEWS FY     , 986.00 ,,,,,
3213033,XR TMJ OPEN/CLOSED BIL FY," 1,221.00 ",,,,,
3213034,XR SINUSES <3 VIEWS FY   , 861.00 ,,,,,
3213035,XR SINUSES 3+ VIEWS FY   ," 1,305.00 ",,,,,
3213036,XR FACIAL BONES <3VWS FY , 860.00 ,,,,,
3213037,XR FACIAL BONES 3+VWS FY ," 1,221.00 ",,,,,
3213038,XR NASAL BONES 3+VIEWS FY, 875.00 ,,,,,
3213039,XR MANDIBLE <4 VIEWS FY  , 865.00 ,,,,,
3213040,XR MANDIBLE 4+ VIEWS FY  , 995.00 ,,,,,
3213041,XR NECK SOFT TISSUE FY   , 722.00 ,,,,,
3213042,XR CERVICAL SPINE 2-3V FY," 1,158.00 ",,,,,
3213043,XR CERVICAL SPINE 4-5V FY," 1,563.00 ",,,,,
3213044,XR CERVICAL SPINE >=6V FY," 2,003.00 ",,,,,
3213045,XR THORACIC SPINE 2VWS FY," 1,181.00 ",,,,,
3213046,XR THORACOLUM JUNCT>=2 FY," 1,054.00 ",,,,,
3213047,XR LUMBAR SPINE 2OR3V FY ," 1,054.00 ",,,,,
3213048,XR LUMBAR SPINE 4+VWS FY ," 1,443.00 ",,,,,
3213049,XR L SPINE CMP BND 6+V FY," 1,886.00 ",,,,,
3213050,XR LSPINE BEND ONLY2-3 FY," 1,190.00 ",,,,,
3213051,XR SACROILIAC JTS <3VW FY, 918.00 ,,,,,
3213052,XR SACROILIAC JT 3+VWS FY," 1,078.00 ",,,,,
3213053,XR SACRUM & COCCYX 2+V FY, 899.00 ,,,,,
3213054,XR MYELOGRAM THORACIC FY ," 3,418.00 ",,,,,
3213055,IR REN CYST STD TRANSL FY," 1,431.00 ",,,,,
3213056,XR CERVICAL SPINE 1VW FY , 611.00 ,,,,,
3213057,XR CHOLANG/PAN INTRAOP FY, 835.00 ,,,,,
3213058,XR ESOPHAGUS FY          ," 1,428.00 ",,,,,
3213059,XR UGI W KUB FY          ," 2,009.00 ",,,,,
3213060,XR UGI W SM INTESTINE FY ," 3,014.00 ",,,,,
3213061,XR SMALL BOWEL FY        ," 1,570.00 ",,,,,
3213062,XR COLON BE W WO KUB FY  ," 1,721.00 ",,,,,
3213063,XR COLON BE W AIR CON FY ," 2,410.00 ",,,,,
3213064,XR FLUORO < 1 HR FY      ," 2,637.00 ",,,,,
3213065,XR UROGR (IVP) WWO TOM FY," 2,820.00 ",,,,,
3213066,XR UROGR INF DRP/BOLUS FY," 2,933.00 ",,,,,
3213067,XR UROGRAM RETROGRADE FY ," 1,410.00 ",,,,,
3213068,XR CYSTOGRAM 3+ VIEWS FY ," 1,343.00 ",,,,,
3213069,IR SINUS TR/FIST/ABSC FY ," 1,278.00 ",,,,,
3213070,IR AORTOG ABD ILIOFEM FY ," 9,781.00 ",,,,,
3213071,IR VENOGRAM EXTREM BIL FY," 3,317.00 ",,,,,
