S66,Other operations on nail bed,1217,"1,412","£1,243","£1,442",
S68,Excision of nail,1042,,"£1,064",,
S70,Other operations on nail,1333,"1,561","£1,361","£1,593",
T08,Open drainage of pleural cavity,481,,£491,,
T10,Therapeutic endoscopic operations on pleura,,"3,475",,"£3,548",
T11,Diagnostic endoscopic examination of pleura,,"2,174",,"£2,219",
T12,Puncture of pleura,428,"3,191",£437,"£3,258",
T14,Other operations on pleura,,"2,835",,"£2,895",
T19,Simple excision of inguinal hernial sac,1773,,"£1,810",,
T20,Primary repair of inguinal hernia,1918,"2,602","£1,958","£2,657",
T21,Repair of recurrent inguinal hernia,2424,"2,686","£2,475","£2,743",
T22,Primary repair of femoral hernia,1501,"2,285","£1,533","£2,333",
T23,Repair of recurrent femoral hernia,1529,,"£1,561",,
T24,Primary repair of umbilical hernia,1544,"2,460","£1,577","£2,512",
T25,Primary repair of incisional hernia,1584,"4,559","£1,617","£4,655",
T26,Repair of recurrent incisional hernia,1341,"4,453","£1,370","£4,546",
T27,Repair of other hernia of abdominal wall,1746,"2,636","£1,782","£2,691",
T28,Other repair of anterior abdominal wall,1271,,"£1,298",,
T30,Opening of abdomen,,"4,755",,"£4,855",
T33,Open extirpation of lesion of peritoneum,,"2,241",,"£2,288",
T36,Operations on omentum,,"5,153",,"£5,262",
T38,Operations on mesentery of colon,,"3,360",,"£3,430",
T39,Operations on posterior peritoneum,781,,£798,,
T41,Other open operations on peritoneum,,"7,611",,"£7,771",
T42,Therapeutic endoscopic operations on peritoneum,1715,"2,593","£1,751","£2,647",
T43,Diagnostic endoscopic examination of peritoneum,1369,"2,500","£1,398","£2,552",
T46,Other drainage of peritoneal cavity,878,"2,715",£897,"£2,772",
T48,Other operations on peritoneum,,"2,280",,"£2,328",
T52,Excision of other fascia,1742,"2,613","£1,779","£2,668",
T53,Extirpation of lesion of fascia,2464,,"£2,516",,
T54,Division of fascia,,"3,465",,"£3,538",
T55,Release of fascia,,"2,789",,"£2,848",
T59,Excision of ganglion,1440,"1,768","£1,470","£1,805",
T60,Re-excision of ganglion,1421,,"£1,451",,
T62,Operations on bursa,842,"3,903",£859,"£3,985",
T64,Transposition of tendon,701,"1,725",£716,"£1,761",
T67,Primary repair of tendon,2194,"3,303","£2,240","£3,373",
T68,Secondary repair of tendon,,"7,318",,"£7,471",
T69,Freeing of tendon,1816,,"£1,854",,
T70,Adjustment to length of tendon,2089,"2,274","£2,133","£2,322",
T72,Other operations on sheath of tendon,1375,"1,486","£1,404","£1,518",
T74,Other operations on tendon,825,,£843,,
T77,Excision of muscle,1278,,"£1,305",,
T79,Repair of muscle,2047,"2,149","£2,090","£2,194",
T81,Biopsy of muscle,361,,£369,,
T83,Other operations on muscle,1083,,"£1,105",,
T85,Block dissection of lymph nodes,3196,"11,021","£3,263","£11,252",
T87,Excision or biopsy of lymph node,1540,"2,653","£1,572","£2,709",
T91,Operations on sentinel lymph node,3667,,"£3,744",,
T94,Operations on branchial cleft,,"2,373",,"£2,423",
T96,Other operations on soft tissue,1286,"2,767","£1,313","£2,825",
T97,Repair of recurrent umbilical hernia,1754,,"£1,790",,
T98,Repair of recurrent other hernia of abdominal wall,,"4,115",,"£4,201",
V06,Excision of maxilla,888,,£906,,
V09,Reduction of fracture of other bone of face,815,"3,333",£832,"£3,402",
V10,Division of bone of face,,"6,860",,"£7,004",
V11,Fixation of bone of face,959,,£979,,
V13,Other operations on bone of face,929,"2,854",£948,"£2,914",
V14,Excision of mandible,404,,£413,,
V16,Division of mandible,,"5,019",,"£5,125",
V17,Fixation of mandible,920,"2,202",£939,"£2,249",
V19,Other operations on mandible,929,"2,854",£948,"£2,914",
V25,,,"4,872",,"£4,975",
V33,Primary excision of lumbar intervertebral disc,,"5,225",,"£5,335",
V44,Decompression of fracture of spine,2105,,"£2,149",,
V48,Denervation of spinal facet joint of vertebra,1221,"1,856","£1,247","£1,895",
V54,Other operations on spine,871,"1,439",£890,"£1,469",
W03,Complex reconstruction of forefoot,2717,"4,208","£2,774","£4,296",
W04,Complex reconstruction of hindfoot,,"5,135",,"£5,243",
W05,Prosthetic replacement of bone,,"3,207",,"£3,274",
W06,Total excision of bone,1946,"2,770","£1,987","£2,828",
W08,Other excision of bone,1686,"1,930","£1,721","£1,971",
W09,Extirpation of lesion of bone,1237,"3,332","£1,263","£3,402",
W13,Other periarticular division of bone,,"3,718",,"£3,796",
W15,Division of bone of foot,1938,"2,745","£1,979","£2,803",
W16,Other division of bone,2572,"3,051","£2,626","£3,115",
W17,Other reconstruction of bone,2194,"3,029","£2,240","£3,092",
W18,Drainage of bone,,"2,870",,"£2,931",
W19,Primary open reduction of fracture of bone and intramedullary fixation,2094,"2,886","£2,138","£2,946",
W20,Primary open reduction of fracture of bone and extramedullary fixation,2849,"3,698","£2,909","£3,775",
W21,Primary open reduction of intra-articular fracture,,"3,319",,"£3,388",
W23,Secondary open reduction of fracture of bone,2809,"3,494","£2,868","£3,567",
W24,Closed reduction of fracture of bone and internal ,2263,"3,197","£2,310","£3,264",
W25,Closed reduction of fracture of bone and external ,2335,,"£2,384",,
W26,Other closed reduction of fracture of bone,1583,"2,075","£1,616","£2,119",
W28,Other internal fixation of bone,1620,"2,564","£1,654","£2,617",
W30,Other external fixation of bone,1571,"2,872","£1,604","£2,933",
W31,Other autograft of bone,,"1,946",,"£1,987",
W33,Other open operations on bone,2081,"11,483","£2,125","£11,724",
W36,Diagnostic puncture of bone,848,"4,666",£866,"£4,764",
W37,Total prosthetic replacement of hip joint using cement,,"8,264",,"£8,438",
W38,Total prosthetic replacement of hip joint not using cement,,"7,647",,"£7,807",
W39,Other total prosthetic replacement of hip joint,1397,"6,941","£1,427","£7,087",
W40,Total prosthetic replacement of knee joint using cement,,"6,406",,"£6,540",
W41,Total prosthetic replacement of knee joint not using cement,,"6,315",,"£6,447",
W42,Other total prosthetic replacement of knee joint,1506,"6,859","£1,537","£7,003",
W43,Total prosthetic replacement of other joint using cement,,"4,974",,"£5,079",
W45,Other total prosthetic replacement of other joint,,"1,794",,"£1,832",
W47,Prosthetic replacement of head of femur not using cement,,"6,416",,"£6,550",
W50,Prosthetic replacement of head of humerus not using cement,,"3,928",,"£4,011",
W51,Other prosthetic replacement of head of humerus,,"5,976",,"£6,102",
W52,Prosthetic replacement of articulation of other bone using cement,,"3,216",,"£3,284",
W57,Excision reconstruction of joint,,"1,933",,"£1,973",
W58,Other reconstruction of joint,,"4,798",,"£4,898",
W59,Fusion of joint of toe,1793,"2,959","£1,831","£3,021",
W61,Fusion of other joint and other articular bone gra,,"6,512",,"£6,648",
W62,Other primary fusion of other joint,2478,"3,495","£2,530","£3,568",
W65,Primary open reduction of traumatic dislocation of,1827,"3,414","£1,865","£3,486",
W66,Primary closed reduction of traumatic dislocation ,2421,,"£2,472",,
W67,Secondary reduction of traumatic dislocation of joint,,"2,351",,"£2,400",
W69,Open operations on synovial membrane of joint,2262,"2,947","£2,309","£3,009",
W70,Open operations on semilunar cartilage,,"2,979",,"£3,041",
W71,Other open operations on intra-articular structure,1682,"3,039","£1,718","£3,103",
W72,Prosthetic replacement of ligament,,"3,107",,"£3,172",
W74,Other reconstruction of ligament,3034,"3,589","£3,097","£3,664",
W75,Other open repair of ligament,2411,"3,308","£2,461","£3,377",
W76,Other operations on ligament,2513,,"£2,565",,
W77,Stabilising operations on joint,5077,,"£5,184",,
W78,Release of contracture of joint,1766,"2,415","£1,803","£2,466",
W79,Soft tissue operations on joint of toe,1807,"2,460","£1,845","£2,511",
W80,Debridement and irrigation of joint,1850,"2,309","£1,889","£2,358",
W81,Other open operations on joint,2064,"2,674","£2,107","£2,730",
W82,Therapeutic endoscopic operations on semilunar cartiliage,1916,"2,539","£1,957","£2,592",
W83,Therapeutic endoscopic operations on other articular cartiliage,1812,"2,010","£1,850","£2,052",
W84,Therapeutic endoscopic operations on other joint structure,2053,"3,316","£2,096","£3,386",
W85,Therapeutic endoscopic operations on cavity of knee joint,1904,"2,632","£1,944","£2,688",
W86,Therapeutic endoscopic operations on cavity of other joint,1575,,"£1,608",,
W87,Diagnostic endoscopic examination of knee joint,1756,"2,453","£1,793","£2,505",
W88,Diagnostic endoscopic examination of other joint,1934,"2,613","£1,975","£2,667",
W89,Other therapeutic endoscopic operations on other articular cartiliage,2152,"2,803","£2,198","£2,862",
W90,Puncture of joint,904,"1,831",£923,"£1,869",
W91,Other manipulation of joint,1197,"2,566","£1,222","£2,619",
W92,Other operations on joint,1344,"1,944","£1,372","£1,984",
W93,Hybrid prosthetic replacement of hip joint using cemented acetabular component,,"7,191",,"£7,342",
W94,Hybrid prosthetic replacement of hip joint using cemented femoral component,,"8,069",,"£8,239",
W95,Hybrid prosthetic replacement of hip joint using cement,,"7,505",,"£7,663",
W96,Total prosthetic replacement of shoulder joint using cement,,"6,982",,"£7,128",
W97,Total prosthetic replacement of shoulder joint not using cement,,"7,286",,"£7,439",
W98,Total prosthetic replacement of shoulder joint,,"3,452",,"£3,525",
X08,Amputation of hand,1454,"2,039","£1,484","£2,081",
X09,Amputation of leg,,"11,824",,"£12,072",
X10,Amputation of foot,1417,"2,313","£1,447","£2,361",
X11,Amputation of toe,1461,"3,876","£1,491","£3,957",
X12,Operations on amputation stump,,"3,068",,"£3,133",
X25,Other correction of congenital deformity of foot,,"3,397",,"£3,468",
X29,Continuous Infusion of therapeutic substance,340,"1,451",£347,"£1,482",
X30,Injection of therapeutic substance,463,572,£472,£584,
