Charge Code,Description,Dept,Revenue Code,Proc Code,Modifier 1,Modifier 2,Rate,Zero Charge Explanation
4022291,REP CMLX FC/HND/GN AD<5CM PRO FEE,EDMD,981,13133,,,332.65,
4020293,REP CMLX LD/N/E/L1.1-2.5,EDMD,981,13151,,,825.85,
4020209,INTL TRMT 1DEG BURN/LOCAL,EDMD,981,16000,,,179.80,
4010206,DRS/DBD BURN W/O ANS SML,ED,450,16020,,,330.35,
4020206,DRS/DED BURN W/O ANS SML,EDMD,981,16020,,,240.55,
4010208,DRESS/DEBRID BURN W/O ANESTH,ED,450,16025,,,230.35,
4020208,DRESS/DEBRID BURN W/O ANESTH,EDMD,981,16025,,,455.10,
4010205,DRESS/DEBRID PT-THICK BURN LG,ED,450,16030,,,621.00,
4020205,DRESS/DEBRID PT-THICK BURN LG PRO FEE,EDMD,981,16030,,,420.00,
4080032,DEST LESION ANY METH 1ST,CLMD,983,17000,,,130.45,
4080033,DEST LESION 2-14 EACH,CLMD,983,17003,,,30.35,
4010220,DESTRUCTION B9 LESION UP TO 14,ED,450,17110,,,401.95,
4020220,DESTRUCTION B9 LESION UP TO 14 PRO FEE,EDMD,981,17110,,,295.85,
4080052,DEST WART ANY METH 1-14,CLMD,983,17110,,,146.15,
4010606,EXPL PENETRATING WOUND ABD/BACK,ED,450,20102,,,"3,747.55",
4020606,EXPL PENETRATING WOUND ABD/BACK PRO FEE,EDMD,981,20102,,,"1,304.80",
4010607,EXPLOR PENETRATING WOUND EXTREMITY,ED,450,20103,,,"1,131.90",
4020607,EXPLOR PENETRATING WOUND EXTRMTY PRO FEE,EDMD,981,20103,,,944.05,
4020910,INJECTION THERAPEUTIC,EDMD,981,20526,,,132.65,
4020140,INJ TEND SHTH/LIG/APNEURO,EDMD,981,20550,,,250.65,
4080134,INJ TEND SHTH/LIG/APNEURO,CLMD,983,20550,,,250.65,
4080135,Single tendon origin/insertion,CLMD,983,20551,,,250.85,
4010138,INJ TRIG PNT 1 OR 2 MUSCL,ED,450,20552,,,629.20,
4020138,INJ TRIG PNT 1 OR 2 MUSCL,EDMD,981,20552,,,250.65,
4080138,INJ TRIG PNT 1 OR 2 MUSCL,CLMD,983,20552,,,250.65,
4019130,INJECT TRIGGER POINTS 3+ MUSCLES,ED,450,20553,,,584.95,
4029130,INJECT TRIGGER POINTS 3+ MUSCLES PRO FEE,EDMD,981,20553,,,170.10,
4080133,INJ TRIG PNT 3+ MUS GRP,CLMD,983,20553,,,250.65,
4020283,ARTHR/ASP/INJ SM JNT/BRS,EDMD,981,20600,,,186.60,
4080003,ARTHROCENT ASP/INJ SM JNT,CLMD,983,20600,,,159.60,
4010284,ARTHR/ASP/INJ INT JNT/BRS,ED,450,20605,,,587.05,
4020284,ARTHR/ASP/INJ INT JNT/BRS,EDMD,981,20605,,,212.45,
4080001,ARTHRO ASP/INJ INTRMD JNT,CLMD,983,20605,,,165.20,
4010285,ARTHROCENTESIS ASPIR/INJ MAJOR JT/BURSA,ED,450,20610,,,592.10,
4020285,ARTHR/ASP/INJ MJR JNT/BRS,EDMD,981,20610,,,195.55,
4080002,ARTHRO ASP/INJ MAJ JNT/BR,CLMD,983,20610,,,195.55,
4010286,DRAIN/INJ JOINT/BURSA W ULTRASOUND GUIDE,ED,450,20611,,,625.80,
4020286,DRAIN/INJ JOINT/BURSA W ULTRASOUND GUIDE,EDMD,981,20611,,,176.40,
4010349,CD TRT FX NAS BN W/O STBN,ED,450,21315,,,"2,062.85",
4020349,CD TRT FX NAS BN W/O STBN,EDMD,981,21315,,,532.60,
4010337,CLSD TX CLAVICLE FX W/MANIP,ED,450,23505,,,628.00,
4020337,CLSD TX CLAVICLE FX W/MANIP PRO FEE,EDMD,981,23505,,,"1,081.00",
4020267,CD TRT FX HUM/PROX W/MAN,EDMD,981,23605,,,"1,297.70",
4010144,CD TRT DSL SHLDR W/M WO/A,ED,450,23650,,,976.40,
4020144,CD TRT DSL SHLDR W/M WO/A,EDMD,981,23650,,,716.85,
4010569,CD TRT DSL SHLDR W/M W/A,ED,450,23655,,,"2,602.15",
4020569,CD TRT DSL SHLDR W/M W/A,EDMD,981,23655,,,"1,159.55",
4010623,CLTX SHLDR DISLOC W MANIP,ED,450,23665,,,"2,434.80",
4020623,CLTX SHLDR DISLOC W MANIP PRO FEE,EDMD,981,23665,,,"1,013.00",
4010625,CD TRT FX SHOULDER DISL W/MANIP,ED,450,23675,,,"2,878.15",
4020625,CD TRT FX SHOULDER DISL W/MANIP PRO FEE,EDMD,981,23675,,,"1,330.45",
4020621,CD TRT FX HUM SHFT WO/M,EDMD,981,24500,,,807.90,
4010622,CD TRT FX HUM CONDYL W/MANIP,ED,450,24577,,,597.80,
4020622,CD TRT FX HUM CONDYLAR W/MANIP,EDMD,981,24577,,,"1,455.00",
4020248,CD TRT DSL ELBOW WO/A,EDMD,981,24600,,,"1,035.95",
4010352,CD TRT SUBLX RAD HEAD W/M,ED,450,24640,,,646.10,
4020352,CD TRT SUBLX RAD HEAD W/M,EDMD,981,24640,,,333.70,
4010143,REMOVE FOREARM FB,ED,450,25248,,,"3,038.00",
4020143,REMOVE FOREARM FB PRO FEE,EDMD,981,25248,,,"1,058.00",
4020375,CD TRT FX RAD SHFT WO/M,EDMD,981,25505,,,"1,357.25",
4010377,TX FX RADIUS & ULNA,ED,450,25565,,,"1,392.00",
4020377,TX FX RADIUS & ULNA PRO FEE,EDMD,981,25565,,,"1,056.00",
4010239,CD TRT FX DIS RAD/EP WO/M,ED,450,25600,,,549.50,
4020239,CD TRT FX DIS RAD/EP WO/M,EDMD,981,25600,,,806.75,
4010243,CD TRT FX RADIUS/ULNA,ED,450,25605,,,505.60,
4020243,CD TRT FX RADIUS/ULNA,EDMD,981,25605,,,"1,471.80",
4010248,TREAT WRIST BONE FX,ED,450,25624,,,"2,434.00",
4010249,TREAT WRIST BONE FX,ED,450,25624,,,"2,434.00",
4020249,TREAT WRIST BONE FX PRO FEE,EDMD,981,25624,,,"1,217.50",
4010245,CLSD TX FX ULNAR STYLOID,ED,450,25650,,,524.60,
4020245,CLSD TX FX ULNAR STYLOID PRO FEE,EDMD,981,25650,,,802.20,
4010770,DRAINAGE ABCESS FINGER SIMPLE,ED,450,26010,,,727.75,
4020770,DRAINAGE ABCESS FINGER SIMPLE PRO FEE,EDMD,981,26010,,,383.15,
4010116,REPAIR FINGER TENDON,ED,450,26418,,,"2,696.40",
4020116,REPAIR FINGER TENDON,EDMD,981,26418,,,"1,348.20",
4010341,CD TRT FX METACP W/M EA,ED,450,26605,,,603.85,
4020341,CD TRT FX METACP W/M EA PRO FEE,EDMD,981,26605,,,952.80,
4020542,CD TRT FX PHL SHFT WOM EA,EDMD,981,26720,,,429.25,
4010111,CD TRT FX PHLNG SHFT W/M,ED,450,26725,,,976.40,
4020111,CD TRT FX PHLNG SHFT W/M,EDMD,981,26725,,,952.80,
4010543,CL TX FINGER FX W MANIP,ED,450,26742,,,415.80,
4020543,CL TX FINGER FX W MANIP PRO FEE,EDMD,981,26742,,,"1,222.20",
4020289,CD TRT FX DIST PHLNG WO/M,EDMD,981,26750,,,879.80,
4010246,OPN TRT FX DIST PHLNG EA,ED,450,26765,,,"3,351.50",
4020246,OPN TRT FX DIST PHLNG EA,EDMD,981,26765,,,"1,082.05",
4010548,CD TRT DSL IPJNT W/M WO/A,ED,450,26770,,,640.40,
4020548,CD TRT DSL IPJNT W/M WO/A,EDMD,981,26770,,,687.65,
4010221,AMPUTATION OF FINGER/THUMB,ED,450,26951,,,"2,025.55",
4020221,AMPUTATION OF FINGER/THUMB PRO FEE,EDMD,981,26951,,,"1,733.40",
4010552,CLSD TX PST HIP DISCLOC W/O ANES,ED,450,27265,,,525.00,
4020552,CLSD TX PST HIP DISCLOC W/O ANES PRO FEE,EDMD,981,27265,,,"1,072.15",
4020360,CD TRT DSL PATELLAR WO/A,EDMD,981,27560,,,903.35,
4020297,LEG SURGERY PROCEDURE PRO FEE,EDMD,981,27599,,,350.00,
4020242,CD TRT FX TIB SHFT WO/M,EDMD,981,27750,,,901.15,
4010240,CLSD TX TIBIAL FX W/MANIP,ED,450,27752,,,416.35,
4020240,CLSD TX TIBIAL FX W/MANIP PRO FEE,EDMD,981,27752,,,"1,721.05",
4020515,CD TRT FX MED MALLOS WO/M,EDMD,981,27760,,,808.95,
4020830,CD TRT FX LAT MAL W/M,EDMD,981,27788,,,"1,406.70",
4010260,CD TRT FX TRIMALLEOAR,ED,450,27818,,,416.35,
4020260,CD TRT FX TRIMALLEOAR W/M PRO FEE,EDMD,981,27818,,,"1,659.45",
4010247,TREAT LOWER LEG FRACTURE,ED,450,27825,,,"2,878.15",
4020247,TREAT LOWER LEG FRACTURE,EDMD,981,27825,,,"1,330.45",
4010250,CLOSED TX ANKLE FX W/MANIP,ED,450,28435,,,"2,434.00",
4020250,CLOSED TX ANKLE FX W/MANIP PRO FEE,EDMD,981,28435,,,660.50,
4010585,TX BIG TOE FRACTURE,ED,450,28505,,,"2,439.00",
4020585,TX BIG TOE FRACTURE PRO FEE,EDMD,981,28505,,,"1,034.00",
4010584,CD TRT FX PHLNX/NG W/M,ED,450,28515,,,640.40,
4020584,CD TRT FX PHLNX/NG W/M,EDMD,981,28515,,,388.85,
4010583,CD TRT FX TOE DISLOC W/O ANESTH,ED,450,28630,,,597.80,
4020583,CD TRT FX TOE DISLOC W/O ANESTH,EDMD,981,28630,,,314.60,
4010288,CLSD TX TOE DISLOC WO ANES,ED,450,28660,,,598.50,
4020288,CLSD TX TOE DISLOC WO ANES PRO FEE,EDMD,981,28660,,,343.45,
4020586,PARTIAL AMPUTATION OF TOE,EDMD,981,28825,,,"1,632.55",
4080011,APPL CAST SHRT ARM EBW/FN,CLMD,983,29075,,,231.55,
4010414,APPL SPLINT LONG ARM,ED,450,29105,,,274.25,
4020414,APPL SPLINT LONG ARM,EDMD,981,29105,,,191.00,
4010411,APPL SPLINT SHT ARM STATI,ED,450,29125,,,366.35,
4020411,APPL SPLINT SHT ARM STATI,EDMD,981,29125,,,163.00,
4021411,APPL SPLINT SHT ARM DYNAM,EDMD,981,29126,,,237.10,
4010528,APPL SPLINT FNGR STATIC,ED,450,29130,,,179.80,
4020528,APPL SPLINT FNGR STATIC,EDMD,981,29130,,,107.95,
4020413,APPL CAST SHT LEG,EDMD,981,29405,,,211.30,
4010331,APPL SPLINT LONG LEG,ED,450,29505,,,556.20,
4020331,APPL SPLINT LONG LEG,EDMD,981,29505,,,243.85,
4010410,APPL SPLINT SHT LEG,ED,450,29515,,,366.35,
4020410,APPL SPLINT SHT LEG,EDMD,981,29515,,,158.45,
4080700,REM SHORT ARM/LEG CAST,CLMD,983,29799,,,179.80,
4010147,REM FB INTRANASAL,ED,450,30300,,,262.60,
4020147,REM FB INTRANASAL PRO FEE,EDMD,981,30300,,,350.60,
4010149,CONTROL OF NOSEBLEED,ED,450,30901,,,258.41,
4020149,CTL HEMORRAGE NASAL ANTER,EDMD,981,30901,,,258.41,
4010150,CONTROL OF NOSEBLEED,ED,450,30903,,,363.00,
4020150,CTL HEMORRHAGIC NASAL POSTERIOR,EDMD,981,30903,,,375.30,
4010152,INTUBATE ET EMERGENT,ED,450,31500,,,"2,103.35",
4020152,INTUBATE ET EMERGENT,EDMD,981,31500,,,402.35,
4010153,DX LARYNGOSCOPY EXCL NB,ED,450,31525,,,"2,540.00",
4020153,DX LARYNGOSCOPY EXCL NB PRO FEE,EDMD,981,31525,,,516.50,
4010523,THOROCOSTOMY TUBE PLACED,ED,450,32551,,,908.35,
4020523,THOROCOSTOMY TUBE PLACED PRO FEE,EDMD,981,32551,,,630.35,
4010524,THORACENTESIS,ED,450,32554,,,"1,589.81",
4020524,THORACENTESIS W/O IMAGING GUIDANCE,EDMD,981,32554,,,669.70,
4870522,THORACENTESIS,OPPR,761,32554,,,971.90,
4010525,THORACENTESIS W/IMAGING GUIDANCE,ED,450,32555,,,"1,225.00",
4020525,THORACENTESIS W/IMAGING GUIDANCE PRO FEE,EDMD,981,32555,,,290.00,
4010014,IV PLC OF NDL W/CAP ONLY,ED,450,36000,,,197.85,
4010010,"VENIPUNCTURE, ED",ED,300,36415,,,38.25,
4508926,VENIPUNCTURE,LAB,300,36415,,,38.25,
4014001,TRANSFUSE BLOOD/BLD PROD,ED,391,36430,,,"2,030.20",
4874001,TRANSFUSE BLOOD/BLD PROD,OPPR,391,36430,,,"2,030.20",
4010255,CENTRAL LINE PLACEMENT>5,ED,450,36556,,,"2,512.25",
4026556,CENTRAL LINE PLCMT > 5 YR,EDMD,981,36556,,,674.10,
4010627,INSERT TUNNELED CV CATH,ED,450,36558,,,"6,196.15",
4020627,INSERT TUNNELED CV CATH PRO FEE,EDMD,981,36558,,,719.35,
4010624,INSERT PICC CATH,ED,450,36569,,,"1,965.00",
4020624,INSERT PICC CATH PRO FEE,EDMD,981,36569,,,221.40,
4508929,CENTRAL LINE BLOOD DRAW,LAB,300,36592,,,36.05,
4508925,ARTERIAL PUNC/BLOOD WTHDR,LAB,300,36600,,,84.35,
4020197,ARTERIAL CATH PERCUTANEOU,EDMD,981,36620,,,147.25,
4010639,INTRAOSSEOUS NEEDLE PLACE,ED,450,36680,,,941.55,
4020639,INTRAOSSEOUS NEEDLE PLACE,EDMD,981,36680,,,419.20,
4010800,"DRAIINAGE OF MOUTH LESION, SIMPLE",ED,450,40800,,,640.40,
4020800,"DRAIINAGE OF MOUTH LESION, SIMPLE",EDMD,981,40800,,,387.70,
4010801,CLOSD MOUTH LAC RPR >2.5CM,ED,450,40831,,,"1,160.35",
4020801,CLOSD MOUTH LAC RPR >2.5CM PRO FEE,EDMD,981,40831,,,619.50,
4010118,REPAIR TONGUE LACERATION <2.5CM,ED,450,41250,,,239.40,
4020118,REPAIR TONGUE LACERATION <2.5CM PRO FEE,EDMD,981,41250,,,876.35,
4010113,REPAIR LAC TONGUE FLOOR MOUTH >2.6CM,ED,450,41252,,,"1,808.10",
4020113,RPR LAC TONGUE FLOOR MOUTH >2.6CM PRO FE,EDMD,981,41252,,,861.00,
4010750,DRAINAGE OF GUM LESION,ED,450,41800,,,588.75,
4020750,DRAINAGE OF GUM LESION,EDMD,981,41800,,,501.20,
4010271,I&D ABCESS PERITONSILLAR,ED,450,42700,,,421.40,
4020271,I&D ABCESS PERITONSILLAR,EDMD,981,42700,,,489.95,
4010272,REM OF FOREIGN BODY FR PHARYNX,ED,450,42809,,,825.05,
4020272,REM OF FOREIGN BODY FR PHARYNX PRO FEE,EDMD,981,42809,,,314.10,
4010381,CONTROL THROAT BLEEDING SIMPLE,ED,450,42960,,,447.20,
4020381,CONTROL THROAT BLEEDING SIMPLE,EDMD,981,42960,,,713.50,
4010110,NG TUBE INSERTION,ED,450,43753,,,"1,121.30",
4020110,NG TUBE INSERTION,EDMD,981,43753,,,330.35,
4010780,INCISION ANAL ABCESS,ED,450,46050,,,905.65,
4020780,INCISION ANAL ABCESS PRO FEE,EDMD,981,46050,,,470.80,
4010165,INCS THROMBOSED HEMOR EXT,ED,450,46083,,,540.85,
4020165,INCS THROMBOSED HEMOR EXT PRO FEE,EDMD,981,46083,,,286.75,
4080159,INCS THROMBOSED HEMOR EXT,CLMD,983,46083,,,470.40,
4080160,ANOSCOPY DIAG,CLMD,983,46600,,,223.75,
4010162,ANOSCOPY W/REMVL FOREIGN BODY,ED,450,46608,,,"1,575.00",
4020162,ANOSCOPY W/REMVL FOREIGN BODY PRO FEE,EDMD,981,46608,,,220.50,
4020161,LAV PERITON/ABD PARA INTL,EDMD,981,49082,,,387.70,
4010167,ABD PARACENTESIS W/IMAGING,ED,450,49083,,,"1,486.00",
4020167,ABD PARACENTESIS W/IMAGING PRO FEE,EDMD,981,49083,,,282.00,
4010450,CATH INSRT BLADDR NONINDW,ED,450,51701,,,252.85,
4010451,CATH INSERT FOLEY SIMPLE,ED,450,51702,,,523.65,
4010452,CATH INSRT FOLEY COMPLEX,ED,450,51703,,,179.80,
4010453,CHANGE OF BLADDER TUBE,ED,450,51705,,,420.00,
4020453,CHANGE OF BLADDER TUBE PRO FEE,EDMD,981,51705,,,139.75,
4011020,I&D VULVA/PERINEAL ABSCESS,ED,450,56405,,,395.95,
4021020,I&D VULVA/PERINEAL ABSCESS  PRO FEE,EDMD,981,56405,,,353.95,
4010105,DRIANAGE OF GLAND ABCESS,ED,450,56420,,,393.25,
4020105,DRAINAGE OF GLAND ABCESS,EDMD,981,56420,,,260.75,
4011021,REPAIR OF VAGINA,ED,450,57200,,,"4,544.00",
4021021,REPAIR OF VAGINA,EDMD,981,57200,,,822.00,
4080019,COLPOSCOPY/VAGINOSCOPY,CLMD,983,57452,,,470.85,
4080018,COLPO W/BX CERVIX/ECC,CLMD,983,57454,,,673.15,
4080071,ENDOMETRIAL BIOPSY,CLMD,983,58100,,,445.00,
4080139,IUD INSERTION,CLMD,983,58300,,,190.00,
4080389,REM IUD,CLMD,983,58301,,,389.90,
4010454,VAGINAL DELIVERY ONLY,ED,450,59409,,,932.40,
4020454,VAGINAL DELIVERY ONLY,EDMD,981,59409,,,"3,698.65",
4010163,SPINAL PUNCT LUMBAR DX,ED,450,62270,,,"1,236.90",
4020163,SPINAL PUNCT LUMBAR DX PRO FEE,EDMD,981,62270,,,751.70,
4019880,NERVE BLOCK INJ TRIGEMINAL,ED,450,64400,,,592.10,
4029880,NERVE BLOCK INJ TRIGEMINAL,EDMD,981,64400,,,205.70,
4029881,NERVE BLOCK INJECTION FACIAL,EDMD,981,64402,,,521.35,
4029882,NERVE BLOCK INJ OCCIPITAL,EDMD,981,64405,,,182.10,
4019885,INJ/ANES OTHR PERIPHERAL,ED,450,64450,,,584.95,
4029885,INJ/ANES OTHR PERIPHERAL PRO FEE,EDMD,981,64450,,,277.55,
4020390,REM FB EYE EXT CNJT SUPER,EDMD,981,65205,,,232.60,
4020379,REM FB EYE EXT CONJ EMBED,EDMD,981,65210,,,251.70,
4010164,REM FB CORNEAL WO/SLITLMP,ED,450,65220,,,537.10,
4020164,REM FB CORNEAL WO/SLITLMP,EDMD,981,65220,,,270.80,
4010166,REMOV FB EYE CORNEA W SLIT LAMP,ED,450,65222,,,692.05,
4020166,REMOV FB EYE CORNEA W SLIT LAMP PRO FEE,EDMD,981,65222,,,155.40,
4015120,DRAIN EXTERNAL EAR LESION,ED,450,69000,,,599.65,
4025120,DRAIN EXTERNAL EAR LESION,EDMD,981,69000,,,535.95,
4085920,DRAIN EXTERNAL EAR LESION,CLMD,983,69000,,,535.95,
4015121,DRAIN OUTER EAR CANAL LESION,ED,450,69020,,,599.65,
4025121,DRAIN OUTER EAR CANAL LESION PRO FEE,EDMD,981,69020,,,590.00,
4010168,REM FB EAR CABAK WO/ANEST,ED,450,69200,,,212.10,
4020168,REM FB EAR CABAK WO/ANEST PRO FEE,EDMD,981,69200,,,311.25,
4080182,REM FB EAR CABAK WO/ANEST,CLMD,983,69200,,,266.00,
4010183,REMOVE IMPACTED EAR WAX UNI,ED,450,69209,,,153.95,
4020183,REMOVE IMPACTED EAR WAX UNI,EDMD,981,69209,,,37.20,
4080183,REMOV IMPACTED EAR WAX IRRIGATION UNILAT,CLMD,521,69209,,,37.20,
4010169,REM IMPACT CERUMEN UN/BIL,ED,450,69210,,,112.45,
4020169,REM IMPACT CERUMEN UN/BIL PRO FEE,EDMD,981,69210,,,122.55,
4080184,REM IMPAC CERUM/UNL/BILAT,CLMD,983,69210,,,122.55,
4637280,MANDIBLE PRTL/1-3V L,XR,320,70100,LT,,155.30,
4637281,MANDIBLE PRTL 1-3V R,XR,320,70100,RT,,155.30,
4637282,MANDIBLE PRTL 1-3V BILAT,XR,320,70100,50,,310.60,
4657280,MANDIBLE PRTL 1-3V L PRO FEE,XRMD,972,70100,26,LT,30.00,
4657281,MANDIBLE PRTL 1-3V R PRO FEE,XRMD,972,70100,26,RT,30.00,
4657282,MANDIBLE PRTL 1-3V BILAT PRO FEE,XRMD,972,70100,26,50,46.80,
4637163,FACIAL BONES 1 OR 2 VIEWS,XR,320,70140,,,155.30,
4657163,FACIAL BONES 1 OR 2 VIEWS PRO FEE,XRMD,972,70140,26,,30.00,
4637160,FACIAL BONES COMPL/3V MIN,XR,320,70150,,,296.85,
4657160,FACIAL BONES COMPL/3V MIN PRO FEE,XRMD,972,70150,26,,34.20,
4637298,NASAL BONES/3V MIN,XR,320,70160,,,155.30,
4657298,NASAL BONES/3V MIN PRO FEE,XRMD,972,70160,26,,30.00,
4637165,ORBITS/4V MIN,XR,320,70200,,,296.85,
4657165,ORBITS 4V MIN PRO,XRMD,972,70200,26,,36.90,
4637328,SINUSES/PARANASAL 1 OR 2V,XR,320,70210,,,155.30,
4657328,SINUSES/PARANASAL 1 OR 2V PRO FEE,XRMD,972,70210,26,,30.00,
4637325,SINUSES/PARANASAL 3V MIN,XR,320,70220,,,155.30,
4657325,SINUSES/PARANASAL 3V MIN PRO FEE,XRMD,972,70220,26,,32.40,
4637439,SKULL LTD/1-3V,XR,320,70250,,,296.85,
4657439,SKULL LTD/1-3V PRO FEE,XRMD,972,70250,26,,32.40,
4637436,SKULL COMP 4V,XR,320,70260,,,296.85,
4657436,SKULL COMP 4V PRO,XRMD,972,70260,26,,45.00,
4637484,TMJ JOINTS BILATERAL,XR,320,70330,,,155.30,
4657484,TMJ JOINTS BILATERAL PRO FEE,XRMD,972,70330,26,,31.50,
4637304,NECK/SOFT TISSUE,XR,320,70360,,,155.30,
4657304,NECK/SOFT TISSUE PRO FEE,XRMD,972,70360,26,,30.00,
4680001,CT HEAD W/O CONTRAST,CT,351,70450,TC,,810.00,
4690001,CT HEAD W/O CONTRAST PRO FEE,CTMD,972,70450,26,,292.50,
4680002,CT HEAD W/CONTRAST,CT,351,70460,TC,,"1,800.00",
4690002,CT HEAD W/CONTRAST PRO FEE,CTMD,972,70460,26,,411.00,
4680003,CT HEAD W W/O CONTRAST,CT,351,70470,TC,,"1,800.00",
4690003,CT HEAD W W/O CONTRAST PRO FEE,CTMD,972,70470,26,,487.50,
4680004,CT EYE/EAR/FOSSA W/O CONTRAST,CT,351,70480,TC,,810.00,
4690004,CT EYE/EAR/FOSSA W/O CONTRAST PRO FEE,CTMD,972,70480,26,,590.00,
4680005,CT EYE/EAR/FOSSA W/CONTRAST,CT,351,70481,TC,,"1,800.00",
4690005,CT EYE/EAR/FOSSA W/CONTRAST PRO FEE,CTMD,972,70481,26,,697.50,
4680006,CT EYE/EAR/FOSSA W W/O CONTRAST,CT,351,70482,,,"1,800.00",
4690006,CT EYE/EAR/FOSSA W W/O CONTRAST PRO FEE,CTMD,972,70482,26,,760.00,
4680007,CT MAXILLOFACIAL W/O CONTRAST,CT,351,70486,TC,,810.00,
4690007,CT MAXILLOFACIAL W/O CONTRAST PRO FEE,CTMD,972,70486,26,,352.50,
4680008,CT MAXILLOFACIAL W/CONTRAST,CT,351,70487,TC,,"1,800.00",
4690008,CT MAXILLOFACIAL W/CONTRAST PRO FEE,CTMD,972,70487,26,,425.00,
4680009,CT MAXILLOFACIAL W&W/O CONT,CT,351,70488,TC,,"1,800.00",
4690009,CT MAXILLOFACIAL W W/O CONTRAST PRO FEE,CTMD,972,70488,26,,517.50,
4680010,CT SOFT TISS NECK W/O CONTRAST,CT,351,70490,TC,,810.00,
4690010,CT SOFT TISS NECK W/O CONTRAST PRO FEE,CTMD,972,70490,26,,490.00,
4680011,CT SOFT TISS NECK W/CONTRAST,CT,351,70491,TC,,"1,800.00",
4690011,CT SOFT TISS NECK W/CONTRAST PRO FEE,CTMD,972,70491,26,,597.50,
4680012,CT SOFT TISS NECK W W/O CONTRAST,CT,351,70492,TC,,"1,800.00",
4690012,CT SOFT TISS NECK W W/O CONTRAST PRO FEE,CTMD,972,70492,26,,702.50,
4680013,CT ANGIO HEAD,CT,351,70496,TC,,"1,800.00",
4690013,CT ANGIO HEAD PRO FEE,CTMD,972,70496,26,,742.50,
4680014,CT ANGIO NECK,CT,351,70498,TC,,"1,800.00",
4690014,CT ANGIO NECK PRO FEE,CTMD,972,70498,26,,740.00,
4657079,RADIOLOGIST FEE 71010,XRMD,972,71010,26,,37.50,
4657082,RADIOLOGIST FEE 71020,XRMD,972,71020,26,,45.00,
4637014,CHEST 1 VW,XR,324,71045,,,155.30,
4657014,CHEST 1 VW PRO FEE,XRMD,972,71045,26,,30.00,
4637015,CHEST 2 VW,XR,324,71046,,,155.30,
4657015,CHEST 2 VW PRO FEE,XRMD,972,71046,26,,30.00,
4637016,CHEST 3 VW,XR,324,71047,,,155.30,
4657016,CHEST 3 VW PRO FEE,XRMD,972,71047,26,,36.00,
4637017,CHEST 4 OR MORE VW,XR,324,71048,,,296.90,
4657017,CHEST 4 OR MORE VW PRO FEE,XRMD,972,71048,26,,41.40,
4631100,RIBS UNILAT 2V MIN L,XR,320,71100,LT,,155.30,
4631101,RIBS UNILAT 2V+ R,XR,320,71100,RT,,155.30,
4651100,RIBS UNILATERAL 2V MIN LT PRO FEE,XRMD,972,71100,26,LT,30.00,
4651101,RIBS UNILAT 2V MIN RT PRO FEE,XRMD,972,71100,26,RT,30.00,
4637379,RIBS UNILAT W/PA CXR 3V L,XR,320,71101,LT,,296.85,
4637380,RIBS UNILAT W/PA CXR 3V R,XR,320,71101,RT,,296.85,
4657379,RIBS UNILAT W/PA CXR 3V  LT PRO FEE,XRMD,972,71101,26,LT,35.01,
4657380,RIBS UNILAT W/PA CXR 3V RT PRO FEE,XRMD,972,71101,26,RT,35.01,
4631110,RIBS BILAT MIN 3V,XR,320,71110,,,296.85,
4651110,RIBS BILAT MIN 3V PRO,XRMD,972,71110,26,,37.80,
4637376,RIBS BILAT W/PA CHEST 4V,XR,320,71111,,,296.85,
4657376,RIBS BILAT W/PA CHEST 4VN PRO FEE,XRMD,972,71111,26,,42.30,
4637472,STERNUM MIN 2V,XR,320,71120,,,155.30,
4657472,STERNUM MIN 2V PRO FEE,XRMD,972,71120,26,,30.00,
4680052,CT THORAX W/O CONTRAST,CT,352,71250,TC,,810.00,
4690052,CT THORAX W/O CONTRAST PRO FEE,CTMD,972,71250,26,,457.50,
4680015,CT THORAX W/CONTRAST,CT,352,71260,TC,,"1,800.00",
4690015,CT THORAX W/CONTRAST PRO FEE,CTMD,972,71260,26,,582.50,
4680016,CT THORAX W W/O CONTRAST,CT,352,71270,TC,,"1,800.00",
4690016,CT THORAX W W/O CONTRAST PRO FEE,CTMD,972,71270,26,,697.50,
4680017,CT ANGIO CHEST,CT,352,71275,TC,,"1,800.00",
4690017,CT ANGIO CHEST PRO FEE,CTMD,972,71275,26,,760.00,
4637446,SPINE SINGLE VIEW,XR,320,72020,,,155.30,
4657446,SPINE SINGLE VIEW PRO FEE,XRMD,972,72020,26,,30.00,
4637445,SPINE CERVICAL AP/LAT,XR,320,72040,,,155.30,
4637447,C-SPINE FLEXION / EXTENSION ONLY,XR,320,72040,,,155.30,
4657445,SPINE CERVICAL AP/LAT  PRO FEE,XRMD,972,72040,26,,30.00,
4657447,C-SPINE FLEXION / EXTENSION ONLY PRO FEE,XRMD,972,72040,26,,30.00,
4637448,SPINE CERVICAL COMP 4V+,XR,320,72050,,,296.85,
4657448,SPINE CERVICAL COMP 4V+ PRO FEE,XRMD,972,72050,26,,40.50,
4637449,SPINE CERVICAL W/FLEX EXT,XR,320,72052,,,296.85,
4657449,SPINE CERVICAL W/FLEX EXT PRO,XRMD,972,72052,26,,46.80,
4637465,SPINE THORACIC AP/LAT,XR,320,72070,,,296.85,
4657465,SPINE THORACIC AP/LAT PRO FEE,XRMD,972,72070,26,,30.00,
4637466,SPINE THORACIC W/SWIMMER,XR,320,72072,,,296.85,
4657466,SPINE THORACIC W/SWIMMER PRO FEE,XRMD,972,72072,26,,30.00,
