NANTUCKET COTTAGE HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
98300099,HCPR TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,$544.00
98300096,HCPR SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,$114.00
98300095,HCPR SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,$306.00
98300094,HCPR SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,$245.00
98300093,HCPR SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,$254.00
98300092,HCPR SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,$219.00
98300090,HCPR SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,$776.00
98300089,HCPR SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,$283.00
98300088,HCPR SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,$279.00
98300087,HCPR SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,$240.00
98300086,HCPR SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,$213.00
98300082,HCPR INJECTION INTRALESIONAL >7 LESIONS,$186.00
98300081,HCPR INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,$119.00
98300080,HCPR WEDGE EXCISION SKIN NAIL FOLD,$270.00
98300079,HCPR REPAIR NAIL BED,$302.00
98300077,HCPR EXCISION NAIL MATRIX PERMANENT REMOVAL,$658.00
98300076,HCPR EVACUATION SUBUNGUAL HEMATOMA,$65.00
98300075,HCPR AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,$100.00
98300074,HCPR AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,$193.00
98300073,HCPR DEBRIDEMENT NAIL ANY METHOD 6/>,$95.00
98300072,HCPR DEBRIDEMENT NAIL ANY METHOD 1-5,$56.00
98300071,HCPR TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,$30.00
98300068,HCPR EXCISION MALIGNANT LES F/E/E/N/L 2.1-3.0 CM/<,$877.00
98300067,HCPR EXCISION MALIGNANT LES F/E/E/N/L 1.1-2.0 CM,$707.00
98300066,HCPR EXCISION MALIGNANT LES F/E/E/N/L 0.6-1.0 CM,$602.00
98300065,HCPR EXCISION MALIGNANT LESION F/E/E/N/L 0.5 CM/<,$473.00
98300061,HCPR EXCISION MALIGNANT LESION S/N/H/F/G 1.1-2.0 CM,$657.00
98300060,HCPR EXCISION MALIGNANT LESION S/N/H/F/G 0.6-1.0 CM,$570.00
98300058,HCPR EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM,"$1,175.00"
98300057,HCPR EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM,$805.00
98300056,HCPR EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM/<,$736.00
98300055,HCPR EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM,$566.00
98300054,HCPR EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,$565.00
98300053,HCPR EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,$406.00
98300050,HCPR EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM,$675.00
98300049,HCPR EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,$555.00
98300048,HCPR EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM,$500.00
98300047,HCPR EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<,$392.00
98300045,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 3.1-4.0CM,$686.00
98300043,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM,$511.00
98300042,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,$420.00
98300041,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,$311.00
98300040,HCPR EXC B9 LES MRGN XCP SK TG T/A/L >4.0 CM,$894.00
98300038,HCPR EXC B9 LES MRGN XCP SK TG T/A/L 2.1-3.0 CM/<,$547.00
98300037,HCPR EXC B9 LES MRGN XCP SK TG T/A/L 1.1-2.0 CM,$429.00
98300036,HCPR EXC B9 LES MRGN XCP SK TG T/A/L 0.6-1.0 CM,$391.00
98300035,HCPR EXC B9 LES MRGN XCP SK TG T/A/L 0.5 CM/<,$281.00
98300034,HCPR SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM >2.0 CM,$369.00
98300033,HCPR SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,$277.00
98300032,HCPR SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 0.6-1.0 CM,$239.00
98300031,HCPR SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,$163.00
98300030,HCPR SHAVING SKIN LESION 1 S/N/H/F/G DIAM >2.0 CM,$282.00
98300029,HCPR SHAVING SKIN LESION 1 S/N/H/F/G DIAM 1.1-2.0 CM,$245.00
98300028,HCPR SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.6-1.0 CM,$204.00
98300027,HCPR SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.5 CM/<,$125.00
98300026,HCPR SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM >2.0 CM,$280.00
98300025,HCPR SHVG SKN LESION 1 TRUNK/ARM/LEG DIAM 1.1-2.0 CM,$244.00
98300024,HCPR SHVG SKIN LES 1 TRUNK/ARM/LEG DIAM 0.6-1.0 CM,$245.00
98300023,HCPR SHAVING SKIN LES 1 TRUNK/ARM/LEG DIAM 0.5CM/<,$276.00
98300022,HCPR REMOVAL SK TGS MLT FIBRQ TAGS ANY AREA EA 10,$276.00
98300021,HCPR REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,$121.00
98300020,HCPR BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN,$121.00
98300019,HCPR BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION,$187.00
98300018,HCPR PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4,$75.00
98300017,HCPR PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,$107.00
98300016,HCPR PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,$75.00
98300014,HCPR DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,"$1,202.00"
98300013,HCPR DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,$176.00
98300012,HCPR DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,$177.00
98300011,HCPR DBRDMT EXTENSV ECZEMA/INFECT SKN UP 10% BDY SURF,$364.00
98300010,HCPR INCISION & DRAINAGE COMPLEX PO WOUND INFECTION,$690.00
98300009,HCPR PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,$116.00
98300008,HCPR I&D HEMATOMA SEROMA/FLUID COLLECTION,$467.00
98300007,HCPR INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,$193.00
98300006,HCPR INCISION & DRAINAGE PILONIDAL CYST SIMPLE,$192.00
98300005,HCPR INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,$338.00
98300004,HCPR INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,$186.00
98300003,HCPR ACNE SURGERY,$337.00
98300001,HCPR FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,$124.00
96000017,HC INITIAL INPATIENT CONSULT NEW/ESTAB PT 110 MIN,$752.00
96000016,HC INITL INPATIENT CONSULT NEW/ESTAB PT 80 MIN,$624.00
96000015,HC INITL INPATIENT CONSULT NEW/ESTAB PT 55 MIN,$432.00
96000014,HC INITL INPATIENT CONSULT NEW/ESTAB PT 40 MIN,$281.00
96000013,HC INITL INPATIENT CONSULT NEW/ESTAB PT 20 MIN,$182.00
94000043,"HC LACTATION CLASSES, NON PHYSICIAN PROVIDER, PER SESSION",$224.00
94000031,HC OUTPATIENT CARDIAC REHAB W/CONT ECG MONITORING,$563.00
94000025,HC DIAB MANAGE TRN  PER INDIV,$65.00
94000019,HC MEDICAL NUTRITION RE-ASSMT&IVNTJ INDIV EA 15 M,$77.00
94000018,HC MEDICAL NUTRITION ASSMT&IVNTJ INDIV EACH 15 MI,$77.00
94000017,HC PULMONARY REHAB W EXER,$261.00
94000007,HC IRRIGAJ IMPLNTD VENOUS ACCESS DRUG DELIVERY SYST,$202.00
94000005,HC REFILLING & MAINTENANCE PORTABLE PUMP,$992.00
92000093,HC OBTAINING SCREEN PAP SMEAR,$129.00
92000063,HC NEEDLE EMG GUID W/CHEMODENERVATION,$310.00
92000045,HC DUP-SCAN AORTA IVC ILIAC VASCL/BPGS UNI/LMTD,"$1,383.00"
92000044,HC DUP-SCAN AORTA IVC ILIAC VASCL/BPGS COMPLETE,"$1,743.00"
92000043,HC DUP-SCAN ARTL FLO ABDL/PEL/SCROT&/RPR ORGN LMT,"$1,444.00"
92000042,HC DUP-SCAN ARTL FLO ABDL/PEL/SCROT&/RPR ORGN COM,"$2,627.00"
92000040,HC DUP-SCAN XTR VEINS UNILATERAL/LIMITED STUDY,"$1,167.00"
92000039,HC DUP-SCAN XTR VEINS COMPLETE BILATERAL STUDY,"$1,796.00"
92000037,HC DUP-SCAN UXTR ART/ARTL BPGS UNI/LMTD STUDY,"$1,190.00"
92000035,HC DUP-SCAN LXTR ART/ARTL BPGS UNI/LMTD STUDY,"$1,457.00"
92000034,HC DUP-SCAN LXTR ART/ARTL BPGS COMPL BI STUDY,"$2,243.00"
92000024,HC DUPLEX SCAN EXTRACRANIAL ART UNI/LMTD STUDY,"$1,322.00"
92000023,HC DUPLEX SCAN EXTRACRANIAL ART COMPL BI STUDY,"$1,771.00"
90000123,"HC HOSPITAL DISCHARGE DAY,>30 MIN",$369.00
90000037,HC DEVELOPMENTAL SCREEN W/SCORING & DOC STD INSTRM,$56.00
82000036,HC TRANSIENT MAINTENANCE HEMODIALYSIS NOT HOME UNIT OP,$947.00
82000034,HC ROUTINE MAINTENANCE HEMODIALYSIS HOME UNIT OP,$947.00
82000033,HC ESRD EMERGENT HEMODIALYSIS OP,$214.00
80000003,HC INPATIENT HEMODIALYSIS,$947.00
77100011,HC ADMIN HEPATITIS B VACCINE (AS 1ST OR SINGLE),$25.00
77100009,HC ADMIN PNEUMOCOCCAL VACCINE (AS 1ST OR SINGLE),$25.00
77100007,HC ADMIN INFLUENZA VIRUS VAC (AS 1ST OR SINGLE),$25.00
77100004,HC IMADM PRQ ID SUBQ/IM NJXS EA VACCINE,$22.00
77100003,HC IMADM PRQ ID SUBQ/IM NJXS 1 VACCINE,$25.00
77100002,HC IM ADM THRU 18YR ANY RTE ADDL VAC/TOX COMPT,$22.00
77100001,HC IM ADM THRU 18YR ANY RTE 1ST/ONLY COMPT VAC/TOX,$25.00
77000026,HC CA SCREEN;PELVIC/BREAST EXAM,$138.00
77000014,HC PERIODIC PREVENTIVE MED EST PATIENT 65YRS& OLDER,$171.00
77000013,HC PERIODIC PREVENTIVE MED EST PATIENT 40-64YRS,$154.00
77000012,HC PERIODIC PREVENTIVE MED EST PATIENT 18-39 YRS,$136.00
77000006,HC INITIAL PREVENTIVE MEDICINE NEW PATIENT 40-64YRS,$189.00
77000005,HC INITIAL PREVENTIVE MEDICINE NEW PT AGE 18-39YRS,$164.00
76200007,HC DIRECT ADMISSION OF PATIENT FOR HOSPITAL OBSERVATION CARE,$139.00
76200006,HC OBSERVATION CARVE OUT - SURGICAL,$169.00
76200004,HC OBSERVATION CARVE OUT - CARDIOLOGY,$169.00
76200003,HC OBSERVATION CARVE OUT - DIGESTIVE,$169.00
76200002,HC OBSERVATION CARVE OUT - RADIOLOGY,$169.00
76200001,HC OBSERVATION PER HOUR,$169.00
76102088,HC DESTR. MALI LES; FACE EAR >4 CM,$136.00
76002483,HC PDT DSTR PRMLG LES SKN ILLUM/ACTIVJ PER DAY,$657.00
76002392,HC NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,"$1,892.00"
76002373,HC NEUROPLASTY &/TRANSPOS MEDIAN NRV CARPAL TUNNE,"$3,513.00"
76002367,"HC CAPSULOTOMY MT-P JT,FOOT,EACH","$1,938.00"
76002366,HC INCISION EXTEN FOOT/TOE TENDON,"$1,307.00"
76002365,HC INCISION FLEX FOOT TENDON(S),"$1,076.00"
76002357,HC TENDON SHEATH INCISION,"$2,557.00"
76002197,HC REMOVAL IMPACTED CERUMEN IRRIGATION/LVG UNILAT,$57.00
76002147,HC CONSTRUCT INTERMARG ADH/ TARSORR/CANTORR,"$2,056.00"
76002078,HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,$257.00
76001949,HC CHEMODENERV MUSC NECK DYSTON,"$1,226.00"
76001932,HC BX BREAST 1ST LESION US IMAG,$636.00
76001850,HC CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE,$552.00
76001844,HC ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER,$967.00
76001813,HC PERQ DRAINAGE PLEURA INSERT CATH W/O IMAGING,$497.00
76001812,HC THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,"$1,242.00"
76001811,HC THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,$341.00
76001795,HC INJECT SI JOINT ARTHRGRPHY&/ANES/STEROID W/IMA,$265.00
76001696,HC NEG PRESSURE WOUND THERAPY DME > 50 SQ CM,$135.00
76001695,HC NEG PRESSURE WOUND THERAPY DME </= 50 SQ CM,$125.00
76001694,HC RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS,$133.00
76001693,HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM,$159.00
76001692,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,$121.00
76001679,HC PDT XTRNL APPL LIGHT DSTR LES SKN BY ACTIVJ RX,$657.00
76001668,HC RMVL IMPACTED CERUMEN SPX UNILATERAL,$134.00
76001666,HC RMVL FB XTRNL AUDITORY CANAL W/O ANES,$147.00
76001663,HC BIOPSY EXTERNAL EAR,$171.00
76001660,HC DRAINAGE EXTERNAL EAR ABSCESS/HEMATOMA SIMPLE,$345.00
76001632,HC BLEPHAROTOMY DRAINAGE ABSCESS EYELID,$852.00
76001610,HC EXCISION/TRANSPOSITION PTERYGIUM W/GRAFG,"$3,533.00"
76001604,HC RMVL FB XTRNL EYE CORNEAL W/SLIT LAMP,$323.00
76001603,HC RMVL FB XTRNL EYE CORNEAL W/O SLIT LAMP,$323.00
76001601,HC REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL,$215.00
76001589,HC DSTRJ NEUROLYTIC AGENT OTHER PERIPHERAL NERVE,"$1,829.00"
76001588,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL,"$2,901.00"
76001587,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,"$4,218.00"
76001586,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA,$302.00
76001585,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA,"$4,218.00"
76001553,HC APPLICATION SURFACE NEUROSTIMULATOR,$368.00
76001551,HC INJECTION ANES LMBR/THRC PARAVERTBRL SYMPATHETIC,"$1,892.00"
76001547,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,$228.00
76001544,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,$220.00
76001541,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,"$2,789.00"
76001539,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL (RT),"$2,789.00"
76001538,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL,$264.00
76001535,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 2ND LEVEL,$260.00
76001532,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,"$1,829.00"
76001529,HC NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,$253.00
76001526,HC NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,"$1,829.00"
76001523,HC NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC EA LV,$297.00
76001520,HC NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC 1 LVL,"$1,829.00"
76001517,HC NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,$153.00
76001516,HC INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,"$1,001.00"
76001505,HC INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,$599.00
76001498,HC INJECTION ANESTHETIC AGENT FACIAL NERVE,$306.00
76001497,HC NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,$552.00
76001471,HC INJECTION PX DISCOGRPHY EA LVL CERVICAL/THORACIC,$631.00
76001470,HC INJECTION PX DISCOGRAPHY EACH LEVEL LUMBAR,$654.00
76001464,HC INJECTION EPIDURAL BLOOD/CLOT PATCH,"$1,001.00"
76001462,HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC,$567.00
76001412,HC BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,"$1,950.00"
76001400,HC TUBAL LIGATION POST VAGINAL DEL,"$1,182.00"
76001392,HC HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,"$3,533.00"
76001391,HC HYSTEROSCOPY DIAGNOSTIC SEPARATE PROCEDURE,"$3,533.00"
76001387,HC CATH & SALINE/CONTRAST SONOHYSTER/HYSTEROSALPI,"$1,064.00"
76001383,HC REMOVAL INTRAUTERINE DEVICE IUD,$518.00
76001382,HC INSERT INTRAUTERINE DEVICE,"$1,131.00"
76001379,HC DILATION & CURETTAGE DX&/THER NONOBSTETRIC,"$2,416.00"
76001377,HC ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT SPX,$599.00
76001374,HC CONIZATION CERVIX W/WO D&C RPR ELTRD EXC,"$2,742.00"
76001368,HC BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,"$1,008.00"
76001365,HC COLPOSCOPY CERVIX ENDOCERVICAL CURETTAGE,$518.00
76001364,HC COLPOSCOPY CERVIX UPPR/ADJCNT VAGINA W/CERVIX BX,$599.00
76001363,HC COLPOSCOPY CERVIX BX CERVIX & ENDOCRV CURRETAGE,$529.00
76001362,HC COLPOSCOPY CERVIX UPPER/ADJACENT VAGINA,$518.00
76001352,HC FIT&INSJ PESSARY/OTH INTRAVAGINAL SUPPORT DEVI,$343.00
76001344,HC DESTRUCTION VAGINAL LESIONS SIMPLE,"$3,755.00"
76001337,HC PRTL HYMENECTOMY/REVJ HYMENAL RING,"$3,755.00"
76001335,HC BIOPSY VULVA/PERINEUM 1 LESION SPX,"$2,008.00"
76001331,HC I&D OF BARTHOLINS GLAND ABSCESS,$368.00
76001330,HC I&D VULVA/PERINEAL ABSCESS,$396.00
76001320,HC VASECTOMY UNI/BI SPX W/POSTOP SEMEN EXAMS,"$1,513.00"
76001319,HC DRAINAGE SCROTAL WALL ABSCESS,"$2,573.00"
76001318,HC PNXR ASPIR HYDROCELE TUNICA VAGIS W/WO NJX MED,"$1,161.00"
76001312,HC FORESKN MANJ W/LSS PREPUTIAL ADS&STRETCHING,"$1,164.00"
76001308,HC CIRCUMCISION AGE >28 DAYS,"$5,501.00"
76001306,HC CIRCUMCISION W/CLAMP/OTH DEV W/BLOCK,$410.00
76001299,HC SLITTING PREPUCE DORSAL/LAT SPX XCP NEWBORN,$575.00
76001276,HC CYSTOURETHROSCOPY,"$1,777.00"
76001263,HC BLADDER INSTILLATION ANTICARCINOGENIC AGENT,$828.00
76001261,HC CHANGE CYSTOSTOMY TUBE COMPLICATED,"$1,163.00"
76001260,HC CHANGE CYSTOSTOMY TUBE SIMPLE,$159.00
76001259,HC INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED,$401.00
76001258,HC INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE,$250.00
76001257,HC INSJ NON-NDWELLG BLADDER CATHETER,$250.00
76001256,HC BLDR IRRIGATION SMPL LAVAGE &/INSTLJ,$580.00
76001254,HC NJX CSTOGRAPY/VOIDING URETHROCSTOGRAPY,"$1,887.00"
76001205,HC BX/EXC LYMPH NODE OPEN SUPERFICIAL,"$3,222.00"
76001167,HC LIGATION/BIOPSY TEMPORAL ARTERY,"$3,940.00"
76001115,HC ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX,$269.00
76001110,HC DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,$207.00
76001108,HC COLLECT BLOOD FROM CATHETER VENOUS NOS,$134.00
76001106,HC COLLECT BLOOD FROM IMPLANT VENOUS ACCESS DEVICE,$109.00
76001105,HC RMVL TUN CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ,"$2,345.00"
76001104,HC RMVL TUN CVC W/O SUBQ PORT/PMP,"$1,513.00"
76001094,HC INSJ PRPH CTR VAD W/SUBQ PORT AGE 5 YR/>,"$4,310.00"
76001092,HC INSJ PRPH CVC W/O SUBQ PORT/PMP AGE 5 YR/>,"$2,345.00"
76001087,HC INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/>,"$4,310.00"
76001083,HC INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE 5 YR/>,"$1,088.00"
76001033,HC SLCTV CATH PLMT VEN SYS 2ND ORDER/> SLCTV BRANC,"$3,558.00"
76000848,HC UNLISTED PROCEDURE LUNGS & PLEURA,$124.00
76000832,HC INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY,$252.00
76000828,HC RMVL NDWELLG TUNNELED PLEURAL CATHETER W/CUFF,"$1,324.00"
76000827,HC TUBE THORACOSTOMY INCLUDES WATER SEAL,$660.00
76000762,HC INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE,$955.00
76000748,HC CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,$332.00
76000747,HC REMOVAL FOREIGN BODY INTRANASAL OFFICE PROCEDURE,$134.00
76000740,HC ARTHROSCOPY SHOULDER AHESIOLYSIS W/WO MANIPJ,"$2,363.00"
76000726,HC APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,$343.00
76000725,HC STRAPPING UNNA BOOT,$132.00
76000723,HC STRAPPING ANKLE &/FOOT,$203.00
76000722,HC STRAPPING KNEE,$203.00
76000721,HC STRAPPING HIP,$265.00
76000720,HC APPLICATION SHORT LEG SPLINT CALF FOOT,$505.00
76000719,HC APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,$177.00
76000705,HC STRAPPING ELBOW/WRIST,$203.00
76000704,HC STRAPPING SHOULDER,$203.00
76000701,HC APPLICATION FINGER SPLINT STATIC,$103.00
76000699,HC APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,$103.00
76000698,HC APPLICATION LONG ARM SPLINT SHOULDER HAND,$103.00
76000695,HC APPLICATION CAST ELBOW FINGER SHORT ARM,$203.00
76000678,HC AMPUTATION METATARSAL W/TOE SINGLE,"$3,513.00"
76000676,HC CLTX INTERPHALANGEAL JOINT DISLOCATION W/O ANES,"$1,164.00"
76000659,HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,"$1,001.00"
76000642,HC CORRECTION HAMMERTOE,"$2,557.00"
76000624,HC CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA,$400.00
76000623,HC CLTX PROX TIBFIB JT DISLC W/O ANES,"$1,371.00"
76000620,HC CLTX TRIMALLEOLAR ANKLE FX W/MANIPULATION,"$1,847.00"
76000618,HC OPEN TREATMENT BIMALLEOLAR ANKLE FRACTURE,"$9,298.00"
76000617,HC CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/MANJ,$401.00
76000613,HC CLTX DSTL FIBULAR FX LAT MALLS W/O MANJ,"$1,196.00"
76000604,HC CLTX TIBIAL SHAFT FX W/MANJ W/WO SKEL TRACJ,$401.00
76000589,HC CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,"$1,078.00"
76000576,HC CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRACJ,$401.00
76000558,HC CLTX POST HIP ARTHRP DISLC REQ ANES,"$3,222.00"
76000557,HC CLTX POST HIP ARTHRP DISLC W/O ANES,"$1,494.00"
76000556,HC TX SPON HIP DISLC ABDCT SPLNT/TRCJ W/MANJ ANES,"$1,282.00"
76000524,HC EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM,"$3,238.00"
76000518,HC AMP F/TH 1/2 JT/PHALANX W/NEURECT LOCAL FLAP,"$4,573.00"
76000517,HC AMP F/TH 1/2 JT/PHALANX W/NEURECT W/DIR CLSR,"$2,935.00"
76000516,HC CLTX IPHAL JT DISLC W/MANJ REQ ANES,"$1,286.00"
76000515,HC CLTX IPHAL JT DISLC W/MANJ W/O ANES,$603.00
76000513,HC PRQ SKEL FIXJ DSTL PHLNGL FX FNGR/THMB EA,"$3,533.00"
76000509,HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ,"$1,777.00"
76000506,HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA,"$1,276.00"
76000503,HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/O ANES,$401.00
76000493,HC REPAIR EXTENSOR TENDON DISTAL INSERTION W/O GRF,"$3,413.00"
76000491,HC REPAIR EXTENSOR TENDON FINGER W/O GRAFT EACH,"$2,616.00"
76000490,HC REPAIR EXTENSOR TENDON HAND W/O GRAFT EACH,"$2,120.00"
76000488,HC RPR/ADVMNT FLXR TDN N/Z/2 W/O FR GRAFT EA TENDON,"$3,748.00"
76000482,HC ARTHRT EXPL DRG/RMVL LOOSE/FB IPHAL JT EA,"$3,533.00"
76000477,HC DRAINAGE FINGER ABSCESS SIMPLE,$356.00
76000459,HC CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF,"$1,653.00"
76000458,HC CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ,$374.00
76000455,HC CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ,"$2,345.00"
76000444,HC RPR TDN/MUSC XTNSR F/ARM&/WRIST PRIM 1 EA TDN,"$2,254.00"
76000437,HC CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ,"$2,068.00"
76000433,HC CLOSED TX RADIAL HEAD/NECK FX W/MANIPULATION,"$3,748.00"
76000431,HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,$401.00
76000426,HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,$401.00
76000414,HC CLTX HUMERAL SHFT FX W/MANJ W/WO SKELETAL TRACJ,$401.00
76000405,HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA,"$2,345.00"
76000401,HC CLTX SHOULDER DISLC W/FX HUMERAL TUBRST W/MANJ,"$1,604.00"
76000400,HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,"$1,830.00"
76000399,HC CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,$638.00
76000388,HC CLSD TX CLAVICULAR FRACTURE W/MANIPULATION,"$1,136.00"
76000386,HC INJECTION SHOULDER ARTHROGRAPHY/ CT/MRI ARTHG,$580.00
76000354,HC EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5 CM/>,"$4,741.00"
