CHARGE #,DESCRIPTION,PRICE,ROOM PRICE
156174,CATH INDWELLING PRESSURE,115.41,0
156224,CANNULA CAPNOLINE NE PEDIATRIC,115.41,0
156265,THUMB SPICA LARGE LEFT,115.41,0
156273,THUMB SPICA LARGE LEFT,115.41,0
156281,THUMB SPICA MEDIUM LEFT,115.41,0
156299,THUMB SPICA MEDIUM RIGHT,115.41,0
156307,THUMB SPICA SMALL LEFT,115.41,0
156315,THUMB SPICA SMALL RIGHT,115.41,0
156349,SHIELD SWAN SHEATH CATH,115.41,0
156398,IMMOBILIZER ARM 5IN PEDI,115.41,0
156471,IMMOBILIZER 3IN PREEMIE,115.41,0
156521,IMMOBILIZER ARM 7IN YOUTH,115.41,0
1225010,SLA AUTOANTIBODY,115.48,0
8500282,HEATED AEROSOL TREATMENT,115.56,0
8648706,NEED ELEC NON EXTREMITY,115.56,0
4501771,LWT QUICK LOOK/TRIAGE ONLY,115.61,0
1206507,BLADDER TUMOR ANTIGEN,115.75,0
1210962,T CELL CD4 & CD8,115.75,0
1005370,"GASES,BLD,PH ONLY",115.82,0
1058999,POC PH ONLY,115.82,0
5669221,BRUSHES GASTRO G21753,115.83,0
1231281,METHADONE CONFIRM QNT,115.85,0
1208958,RED CROSS BLD TYPING ABO,116.25,0
1220805,VITAMIN B3,116.25,0
1221761,IHC INITIAL AB PHENOPATH,116.25,0
1227743,IHC EACH ADD AB PHENOPATH,116.25,0
1227875,SPECIAL STAIN GRP II REF,116.25,0
1228220,RED CROSS PRETREAT DILUT,116.25,0
1228766,NMO AQP4 IGG TITER,116.25,0
1224856,A PHAGOCYTOPHILIUM IGM,116.28,0
5637228,TRAY JUGULAR PUNCTURE PEDI,116.39,0
1206614,CULTURE CHLAMYDIA,116.4,0
1211838,INF AGNT PNEUMOCYSTIS CAR,116.65,0
3504073,PT REPOSITIONING CANALITH PER DAY,116.78,0
3605904,OT REPOSITIONING CANALITH PER DAY,116.78,0
1221241,PRA-WIL MOL CYTO HYBRID,116.95,0
1217058,HCV FIB APOLIPOPROTEIN A1,116.98,0
1205046,"VMA,RANDOM URINE",117,0
1219690,AB ID LEUKOCYTE AB'S,117.3,0
1201540,"PORPYRINS,24HR URINE",117.35,0
5668926,BINDER 3 PANL LG QUALITY MEDICAL,117.36,0
1008184,ASPIRATION BIOPSY,117.63,0
4604815,VISIT EST LVL 1 INF/IV,117.63,0
4607651,VISIT EST LVL 1 PAIN CLINIC,117.63,0
6202212,CABLES DISPOSABLE PACING,118.43,0
1214386,LIPOPROTEIN HI RES FRAC,118.51,0
1221704,THALLIUM,118.7,0
8506842,METERED DOSE INHALER ADM,118.7,0
8506875,CLEARANCE AIRWAY INITIAL,118.7,0
1202217,PROGESTERONE,118.8,0
4501474,WOUND REPAIR-SIMPLE/INTERMED,118.84,0
1227941,11 B PROSTAGLANDIN F2 ALP,118.86,0
3501855,PT GAIT TRAIN 15 MIN L2,118.95,0
3501921,PT THERAPY ACTIVITIES 15 MIN,118.95,0
3602034,OT THERAPY ACTIVITIES 15 MIN,118.95,0
1007699,SENSITIVITY KB,119.39,0
1059674,SENSITIVITY MIC,119.39,0
1215458,DENGUE FEVER AB IGM,119.4,0
1217652,CMV AG DFA,119.45,0
1227909,CHROMO ANALY ADD KARY EA,119.53,0
1225895,DHR ENZYME CELL ACTIVITY,119.64,0
8250089,XR SHOULDER RT 1 VIEW FY,119.91,0
8250090,XR SHOULDER LT 1 VIEW FY,119.91,0
1203157,PREALBUMIN,120.05,0
1207588,ESTRONE,120.09,0
1206648,ADENOVIRUS AB,120.1,0
3403182,ST THER IVNT W/FOC COG FUNC,120.17,0
3403220,ST THER INVT W/FOC COG FUNC,120.17,0
3403231,ST COG SKILLS DEVELOPMENT,120.17,0
3501822,PT THERAPEUTIC EXERCISE 15 MIN,120.17,0
3501830,PT NEUROMUSCULAR REEDUCATION 15 MIN,120.17,0
3601960,OT THERAPEUTIC EXERCISE 15 MIN,120.17,0
3601978,OT NEUROMUSCULAR REEDUCATION 15 MIN,120.17,0
3605802,OT THER IVNT W/FOC COG FUNC,120.17,0
3605823,OT COG SKILLS DEVELOPMENT,120.17,0
3606085,OT COG SKILLS DEVELOPMENT,120.17,0
3606086,OT THER INVT W/FOC COG FUNC,120.17,0
4606083,MIST THERAPY,120.19,0
4606299,BX SKIN/SUBQ EA ADDL,120.19,0
4606349,DEBR NAIL UP TO 5,120.19,0
4606356,DEBR NAIL 6 OR MORE,120.19,0
4606364,AVUL NAIL PLATE SGL,120.19,0
4606372,AVUL NAIL PLATE EA ADDL,120.19,0
4606398,INJ INTRALESIONAL <8,120.19,0
4606406,INJ INTRALESIONAL >7,120.19,0
3504065,PT REPOSITIONING CANALITH PER DAY,120.28,0
1211952,CYTOKERATIN AB,120.35,0
1213719,KAPPA FREE LIGHT CHAIN,120.35,0
1213727,LAMDA FREE LIGHT CHAIN,120.35,0
8100414,NURSE OFFICE VISIT LEVEL 1,120.39,0
8250290,XR WRIST LT 1 VIEW FY,120.47,0
8250301,XR WRIST RT 1 VIEW FY,120.47,0
1211390,AB PLASMODIUM IGG,120.5,0
1211408,AB PLASMODIUM IGM,120.5,0
5609912,MARKER SPECIMEN MARGIN MAP,120.65,0
5640941,EXTRACTOR HELICAL STONE 14105,120.65,0
5670708,K-WIRE 1.6 TRIMED,120.65,0
4502761,REMOVAL FB MUSCLE/TENDON (simple),120.73,0
4502779,CATH BLADDER COMPLEX (i.e. coude),120.73,0
4502795,REMOVAL FB MUSCLE/TENDON (complex),120.73,0
1215987,THIN LAYER SCRN AUTO,120.75,0
1216225,THIN LAYER SCRN AUTO,120.75,0
1227495,HCV GENOTYPE RESOLUTION,120.9,0
1228121,ID MALDI-TOF YEAST MAYO,120.9,0
1213248,BLADDER CA DNA PR EACH,121.1,0
8044893,"SHOULDER,1VIEW,RT52",121.11,0
8044943,"SHOULDER,1VIEW,LT52",121.11,0
8051990,XR SHOULDER RT 1 VIEW FY,121.11,0
8052001,XR SHOULDER LT 1 VIEW FY,121.11,0
8244899,"SHOULDER,1VIEW,RT52",121.11,0
8244949,"SHOULDER,1VIEW,LT52",121.11,0
1226471,PBG DEAMINASE,121.13,0
1208230,CAFFEINE UW,121.15,0
1213859,"CML/ALL,BCR/ABL DNA PR EA",121.15,0
4502316,REMOVAL FB EYE EMBEDDED,121.28,0
4502480,REMOVAL FB EYE SUPERFICIAL,121.28,0
4502712,REMOVAL FB EYE RUSTRING (METAL),121.28,0
1205673,"SENSITIVITY MIC, UW",121.3,0
1213701,ORG ACID SGL QN FORMIC,121.45,0
1211895,BETA 2 GLYCOPROT AB IGA,121.49,0
1211903,BETA 2 GLYCOPROT AB IGG,121.49,0
1211911,BETA 2 GLYCOPROT AB IGM,121.49,0
1226448,PHOSPHOLIPID AB IGA MAYO,121.49,0
1242684,PHOSPHOLIPID AB IGG,121.49,0
1242692,PHOSPHOLIPID AB IGM,121.49,0
5656277,TIP SURGILAV W/CONE 207-59,121.49,0
100487,"TUBE,LAVAC 32FR",121.54,0
8052679,MR GADOBUTROL 2ML,121.54,0
1200351,17-OH CORT KENOGENIC,121.55,0
8052680,XR LOCM IODINE 200-M MG/10ML,121.57,0
8047029,WRIST 1V LT,121.67,0
8047037,WRIST 1V RT,121.67,0
8052190,XR WRIST LT 1 VIEW FY,121.67,0
8052201,XR WRIST RT 1 VIEW FY,121.67,0
8247025,WRIST 1V LT,121.67,0
8247033,WRIST 1V RT,121.67,0
1209162,ALPHA-1 ANTITRYPSIN FECES,121.7,0
4605044,NEWBORN HEARING SCREEN,121.75,0
4606828,DEBR SKN EA ADDTL 10% BS,121.75,0
3502077,PT E-STIM UNATTENDED,122.05,0
1210798,SIROLIMUS,122.2,0
6102586,"DRESSING CHANGE <15""",122.27,0
3502143,PT E-STIM MANUAL 15 MIN,122.31,0
3602257,OT E-STIM MANUAL 15 MIN,122.31,0
8052670,MRI BREAST RT W/ CONT,122.35,0
1059153,"CHLORIDE,OTHER SOURCE",122.42,0
1202167,"TESTOSTERON,FREE",122.5,0
1200658,"GOLDSTREAK,LAB DELIVERY",122.55,0
105841,"PROTECTOR,HEEL/ELBOW",122.62,0
1059146,PREALBUMIN,122.9,0
1211192,HEPARIN UNFRACTIONATED,122.95,0
1212091,AMNIOTIC FLUID SCAN,122.95,0
1215888,CAMPYLOBACTER JEJUNI AB,123.1,0
1215607,RED CROSS ADSORPTION/CELL,123.3,0
1212927,COMPLEMENT C4 FLUID,123.55,0
5640198,"COLLAR PHILLY SMALL 5 1/4"" 79-83153",123.61,0
3501970,PT DEBRIDE NONSELECT SESSION,123.81,0
3602117,OT DEBRIDE NONSELECT SESSION,123.81,0
100495,"TUBE,LAVAC 36FR",123.85,0
153205,"TUBE,LAVAC 18FR",123.85,0
1242718,IGF BIND PROT-3 ESOTERIX,124,0
4502944,INS CATH BLADDER NONINDWELL,124.08,0
4502951,INS CATH BLADDER INDWELL SIMPLE,124.08,0
1201920,THYROX BIND GLOB,124.1,0
1202399,"FOLATE,RBC",124.1,0
1214915,VWF AG MULTIMERIC,124.15,0
1217439,SILVER-QUANT,124.15,0
3605912,OT REPOSITIONING CANALITH PER DAY,124.2,0
1200492,FETAL LUNG L/S RATIO,124.25,0
1058387,GLYCOSYLATED (A1C),124.38,0
5673926,IMP SCREW LVL 03,124.44,0
5676887,CROWN LVL 03,124.44,0
5677745,PEG LVL 03,124.44,0
5677844,SHEATH LVL 03,124.44,0
5678073,STENTS LVL 03,124.44,0
6230500,CATH GUIDE LVL01,124.48,0
6230540,GUIDEWIRE LVL01,124.48,0
6230586,SURGIFOAM S2100,124.48,0
3502184,PT THERAPEUTIC EXERCISE 15 MIN,124.64,0
3602299,OT THERAPEUTIC EXERCISE 15 MIN,124.64,0
128207,"BINDER,ABD XLG",124.78,0
7502933,"FOOT COVER,SEQ COMPRES,RG",124.89,0
7502941,"FOOT COVER,SEQ COMPRES,LG",124.89,0
4604120,INJ IVP EA SEQ DRUG SAME,124.91,0
1242601,ID FUNGAL MALDI-TOF MAYO,124.93,0
156216,IMMOBILIZER SHOULDER,124.99,0
5680944,LSR FIBER LVL01,124.99,0
1217405,NBMS REPLACMENT CARD,125,0
1220003,FACTOR VIII VW ACTIVITY,125,0
2600138,AUTOSYRINGE/DAY/NSY,125.06,0
5672613,DILATOR BALLOON CERVICA 18FR COOK,125.21,0
1210012,GLUTAMIC ACID DECARB 65,125.25,0
3502069,PT TRACTION MECHANICAL,125.46,0
1225424,AGNA-1,125.58,0
1225432,AMPHIPHYSIN,125.58,0
1225440,ANNA-1,125.58,0
1225457,ANNA-2,125.58,0
1225465,ANNA-3,125.58,0
1225473,CRMP-5-IGG,125.58,0
1225481,PCA-1,125.58,0
1225499,PCA-2,125.58,0
1225507,PCA-TR,125.58,0
1227339,NMDA R AB CBA,125.58,0
1227354,AMPA R AB CBA,125.58,0
1227362,GABA B R AB CBA,125.58,0
1228378,PCA-TR,125.58,0
1228386,CRMP-5-IGG,125.58,0
1228394,ANNA-3,125.58,0
1228402,PCA-2,125.58,0
1228410,ANNA-1,125.58,0
1228428,ANNA-2,125.58,0
1228436,PCA-1,125.58,0
1228444,AMPHIPHYSIN,125.58,0
1228451,AGNA-1,125.58,0
1228964,PCA-TR,125.58,0
1228980,CRMP-5-IGG,125.58,0
1229004,ANNA-3,125.58,0
1229020,PCA-2,125.58,0
1229046,ANNA-1,125.58,0
1229061,PCA-1,125.58,0
1229087,AMPHYIPHYSIN AB,125.58,0
1229103,AGNA-1,125.58,0
1229129,ANNA-2,125.58,0
157701,TIP IRRIG FEMORAL,125.6,0
1216076,FLOW CYTOM INTERP 9-15,125.7,0
8048571,XR LOCM IODINE 300-M MG/15ML,125.77,0
4600532,"EPIDURAL INJ,BEDSIDE",125.87,0
151019,"CRUTCHES,ADULT TALL",125.94,0
151027,"CRUTCHES,ADULT",125.94,0
151035,"CRUTCHES,YOUTH",125.94,0
1057991,PATH CONSULT CYTO EA ADD,125.94,0
1060581,PATH CONSULT CYTO INITIAL,125.94,0
1200138,CA 19-9,126.05,0
1200633,MYELIN BASIC PROTEIN,126.05,0
1219864,COBALT,126.15,0
1225127,METHAQUALONE,126.17,0
125336,"SLING,SHOULDER,DELUXE LG",126.21,0
1230564,CLOBAZAM,126.48,0
1003508,HGB FETAL (APT),126.54,0
1214600,OSMOTIC FRAG RBC INCUB,126.65,0
1221597,HER-2/NEU ESTROGEN REC AB,126.65,0
1221605,HER-2/NEU PROGEST REC AB,126.65,0
1211846,INF AGNT CHLAMYDIA,126.95,0
158451,HFO W/O JOINTS PF,127.09,0
1228659,HSV AB 2 IGG TORCH,127.33,0
1058098,POC ELECTROLYTE PANEL,127.48,0
1061191,ALCOHOL SCRN,127.48,0
6231781,CATH TLA NON-LASER DRUG COAT LVL 01,127.58,0
3501715,PT PARAFFIN BATH,127.77,0
3601903,OT PARAFFIN BATH,127.77,0
1220839,SURF LIGHT CH FLOW IST,127.9,0
8500472,"RT CONSULT 15""",127.97,0
1226422,FACTOR XIII QUAL,128.03,0
128884,DEBRIDER NORSEN,128.43,0
1229152,MICRODISSECTION LASER,128.46,0
1206622,GALACTOSE-1-PHOS URIDYL,128.5,0
1222223,NICKEL,128.5,0
1217454,CHROMATIN AB,128.6,0
1213628,PSEUDOEPHEDRINE,128.9,0
4502464,PLACE NEEDLE INTRAOSSEOUS,128.91,0
127555,"CATH,FOLEY 16FR/3W",129.11,0
1212786,PROPERDIN FACTOR B,129.5,0
1214741,ZAP70 FLOW CYTOM EA ADD,129.5,0
1214758,ZAP70 FLOW CYTOM 1ST MARK,129.5,0
1201219,C-PEPTIDE,129.55,0
8048563,XR LOCM IODINE 200-M MG/20ML,129.65,0
1217496,IGF BINDING PROTEIN-1,129.7,0
1203264,NEURONTIN,129.8,0
1216449,KIDNEY STONE DX CITRAT UR,130.06,0
103069,"CATH,UMBILICAL 3",130.32,0
107912,BLOOD WARMING SET,130.32,0
125559,"CATH,UMBILICAL 5",130.32,0
125773,"CATH,FOLEY 24F/3W",130.32,0
125781,"CATH,FOLEY 28F/2W",130.32,0
153296,OSTOMY SPRAY ADHESIVE 2OZ,130.32,0
154492,"BAG,WOUND DRAINAGE 3X3",130.32,0
155325,"TUBE,ET 7.0 W/SUCT LUMEN",130.32,0
155333,"TUBE,ET 7.5 W/SUCT LUMEN",130.32,0
155341,"TUBE,ET 8.0 W/SUCT LUMEN",130.32,0
155572,DRESSING ACTICOAT 3/4X12,130.32,0
155606,ADAPTER UNIVERSAL AB/PUMP,130.32,0
155929,DRESSING ALLEVYN 8X8,130.32,0
1207414,DIL RUS VIPER VENOM TIME,130.36,0
1223510,DRVVT CONFIRMATION,130.36,0
1203694,GALAC-1-PHOSPHATE,130.55,0
1229079,TESTOSTERONE BIOAVAILABLE,130.59,0
5639786,CATH VISCRL BCN C2 5F/.035/65C,130.67,0
1206986,CAHP HYDROXYPROGEST 17,130.73,0
1207422,SCHISTOSOMIASIS AB,130.73,0
1223346,HIV1 CONF BY IMMUNOFLUOR,130.85,0
3501889,PT MANUAL THERAPY 15 MIN,130.97,0
3601994,OT MANUAL THERAPY 15 MIN,130.97,0
154195,"KIT,BLOOD SAMPLING,SAFESET",131,0
4601183,INJECTION SUBQ/IM,131.13,0
4603650,INJECT IVP INITIAL DRUG,131.13,0
4603668,INJ IVP EA SEQ DRUG NEW,131.13,0
4607131,INJECTION SUBQ/IM WNDCARE,131.13,0
1007608,ANA,131.2,0
1215375,QUETIAPINE (SEROQUEL),131.35,0
1208263,HEPATITIS E AB IGG,131.6,0
1221829,HEPATITIS E AB IGM,131.6,0
1213909,PHOSPHATIDYLSERINE AB IGM,131.63,0
1213917,PHOSPHATIDYLSERINE AB IGG,131.63,0
152843,"DRESSING,CARRAGAUZE",131.94,0
1201847,ERYTHROPOIETIN,132,0
1224302,PROPOXYPHENE CONFIRM,132.01,0
8249334,XR FOREIGN BODY  FY,132.11,0
1227990,ID MALDI-TOF AFB MAYO,132.2,0
127951,"COLLAR,PHILI MED",132.35,0
1228139,AMPHETAM 5+ CONFIRM MAYO,132.62,0
1225325,URIC ACID UR 24 HR,132.7,0
1009406,"FLUID RA, JOINT",132.83,0
1209972,POLYMYOSITIS AB,132.91,0
1212935,COMPLEMENT C3 FLUID,133,0
1216860,VOLATILES,133,0
3602208,OT E-STIM UNATTENDED,133.06,0
8100554,VISIT NEW LEVEL 2 RAD/ONC,133.11,0
8100604,VISIT ESTABLISHED LEVEL 2 RAD/ONC,133.11,0
8047755,XR EVAL CVA DEVICE,133.19,0
155507,SET .2 FILTER 80IN ABBOTT,133.22,0
155622,"SET,.2 FILTER 80IN ABBOTT",133.22,0
1206259,LISTERIA AB IGG,133.4,0
1009042,"ANTIGEN TYPING,TUBE",133.42,0
8007965,EYE XRAY FOREIGN BODY,133.43,0
8051245,XR FOREIGN BODY  FY,133.43,0
8207961,EYE XRAY FOREIGN BODY,133.43,0
1200591,"HLA-B27, BLOOD",133.6,0
1201623,HELPER-T (CD4),133.6,0
3502150,PT IONTOPHORESIS 15 MIN,133.71,0
3602265,OT IONTOPHORESIS 15 MIN,133.71,0
6000350,PACER  PROGRAM SINGLE,133.74,0
5634589,SHUNT CAROTID BYPASS,133.76,0
3504150,PT ORTH/PROS MGMT SBSQ ENC,133.8,0
3504325,PT ORTHC/PROS MGMT SBSQ ENC,133.8,0
3605791,OT ORTH/PROS MGMT SBSQ ENC,133.8,0
3605814,OT ORTHC/PROS MGMT SBSQ ENC,133.8,0
151374,NET ENDO ROTH 2.5MM RETRIEVAL,133.88,0
4600490,"INJECTION,TRIGGER/IMS",133.9,0
4602355,"NERVE BLOCK,ILIOINGUINAL",133.9,0
4602363,"NERVE BLOCK,INTERCOSTAL",133.9,0
4602371,SI JOINT INJECTION,133.9,0
4602835,OCCIPITAL NERVE BLOCK,133.9,0
4606026,COLLECT BLOOD INTRNL PORT,133.9,0
4606034,COLLECT BLOOD FROM PICC,133.9,0
1226190,BUPRENORPHINE,134,0
1231166,BUPRENORPHINE,134,0
1004977,AMMONIA,134.31,0
1223502,DRVVT MIX,134.39,0
1003516,HEMOSIDERIN,134.7,0
1003961,HCG-QUAL,134.7,0
1103969,HCG-QUAL,134.7,0
3501723,PT FLUIDOTHERAPY,134.73,0
150797,"SPLINT,FA,XSM-R",134.78,0
5631106,WASHER SYNTHES 219.98,134.79,0
1222843,ENDOMYSIAL AB IGG,134.85,0
4502969,REMOVAL CERUMEN IMPACTED W/INST BI,135,0
1213503,"MAG-SGPG AB, EIA",135.1,0
1221779,MORP ANALYSIS TUMOR EA AB,135.2,0
8500480,PT PARAMETER WO VENT,135.5,0
8249845,XR FING THUMB LT FY,135.54,0
8249856,XR FING 2ND DIGIT LEFT FY,135.54,0
8249867,XR FING 3RD DIGIT LEFT FY,135.54,0
8249878,XR FING 4TH DIGIT LT FY,135.54,0
8249889,XR FING 5TH DIGIT LT FY,135.54,0
8249890,XR FING THUMB RT FY,135.54,0
8249901,XR FING 2ND DIGIT RT FY,135.54,0
8249912,XR FING 3RD DIGIT RT FY,135.54,0
8249923,XR FING 4TH DIGIT RT FY,135.54,0
8249934,XR FING 5TH DIGIT RT FY,135.54,0
8249945,XR TOE GREAT TOE LT FY,135.54,0
8249956,XR TOE 2ND DIGIT LT FY,135.54,0
8249967,XR TOE 3RD DIGIT LT FY,135.54,0
8249978,XR TOE 4TH DIGIT LT FY,135.54,0
8249989,XR TOE 5TH DIGIT LT FY,135.54,0
8249990,XR TOE GREAT TOE RT FY,135.54,0
8250001,XR TOE 2ND DIGIT RT FY,135.54,0
8250012,XR TOE 3RD DIGIT RT FY,135.54,0
8250023,XR TOE 4TH DIGIT RT FY,135.54,0
8250034,XR TOE 5TH DIGIT RT FY,135.54,0
1204841,ADENOSINE 5-MONOPHOSPHATE,135.55,0
1228774,HYPOGLYCEMIC AGENT SCRN,135.58,0
158907,SYSTEM TUM-E-VAC W/32FR TUBE,135.69,0
4607107,ART PHYS SNG LEVEL,135.8,0
4607115,TRANSQ O2 MEASURE SINGLE,135.8,0
1226380,LISTERIA AB CF MAYO,135.95,0
1058718,VET CBC W/MAN DIFF,136,0
1203728,ECHINOCOCCUS AB,136.1,0
127357,"NEEDLE,ILLINOIS",136.21,0
102004,"OSTOMY LOOP SET 4""",136.27,0
1009125,ASO TITER,136.33,0
4300110,PAD REHAB PER SESSION,136.54,0
2300978,INJECTION SUBQ/IM,136.59,0
1228311,IHC INITIAL AB MAYO,136.71,0
1228329,IHC EACH ADD AB MAYO,136.71,0
5609326,KNIFE CRESCENT OPTHALMIC AC,136.72,0
5640776,EVACAUATOR BLADDER ELLICK DISPOSABL,136.72,0
1213644,ESTRIOL MATERNAL SER,136.75,0
8033912,FINGER THUMB LEFT HAND,136.9,0
8033920,FINGER 2ND DIGIT LEFT HAND,136.9,0
8033938,FINGER 3RD DIGIT  LEFT HAND,136.9,0
8033946,FINGER 4TH DIGIT LEFT HAND,136.9,0
8033953,FINGER 5TH DIGIT LEFT HAND,136.9,0
8033961,FINGER THUMB RIGHT HAND,136.9,0
8033979,FINGER 2ND DIGIT RIGHT HAND,136.9,0
8033987,FINGER 3RD DIGIT RIGHT HAND,136.9,0
8033995,FINGER 4TH DIGIT RIGHT HAND,136.9,0
8034001,FINGER 5TH DIGIT RIGHT HAND,136.9,0
8034019,TOE GREAT TOE LEFT FOOT,136.9,0
8034027,TOE 2ND DIGIT LEFT FOOT,136.9,0
8034035,TOE 3RD DIGIT LEFT FOOT,136.9,0
8034043,TOE 4TH DIGIT LEFT FOOT,136.9,0
8034050,TOE 5TH DIGIT LEFT FOOT,136.9,0
8034068,TOE GREAT TOE RIGHT FOOT,136.9,0
8034076,TOE 2ND DIGIT RIGHT FOOT,136.9,0
8034084,TOE 3RD DIGIT RIGHT FOOT,136.9,0
8034092,TOE 4TH DIGIT RIGHT FOOT,136.9,0
8034100,TOE 5TH DIGIT RIGHT FOOT,136.9,0
8051756,XR FING THUMB LT FY,136.9,0
8051767,XR FING 2ND DIGIT LEFT FY,136.9,0
8051778,XR FING 3RD DIGIT LEFT FY,136.9,0
8051789,XR FING 4TH DIGIT LT FY,136.9,0
8051790,XR FING 5TH DIGIT LT FY,136.9,0
8051801,XR FING THUMB RT FY,136.9,0
8051812,XR FING 2ND DIGIT RT FY,136.9,0
8051823,XR FING 3RD DIGIT RT FY,136.9,0
8051834,XR FING 4TH DIGIT RT FY,136.9,0
8051845,XR FING 5TH DIGIT RT FY,136.9,0
8051856,XR TOE GREAT TOE LT FY,136.9,0
8051867,XR TOE 2ND DIGIT LT FY,136.9,0
8051878,XR TOE 3RD DIGIT LT FY,136.9,0
8051889,XR TOE 4TH DIGIT LT FY,136.9,0
8051890,XR TOE 5TH DIGIT LT FY,136.9,0
8051901,XR TOE GREAT TOE RT FY,136.9,0
8051912,XR TOE 2ND DIGIT RT FY,136.9,0
8051923,XR TOE 3RD DIGIT RT FY,136.9,0
8051934,XR TOE 4TH DIGIT RT FY,136.9,0
8051945,XR TOE 5TH DIGIT RT FY,136.9,0
8233918,FINGER THUMB LEFT HAND,136.9,0
8233926,FINGER 2ND DIGIT LEFT HAND,136.9,0
8233934,FINGER 3RD DIGIT  LEFT HAND,136.9,0
8233942,FINGER 4TH DIGIT LEFT HAND,136.9,0
8233959,FINGER 5TH DIGIT LEFT HAND,136.9,0
8233967,FINGER THUMB RIGHT HAND,136.9,0
8233975,FINGER 2ND DIGIT RIGHT HAND,136.9,0
8233983,FINGER 3RD DIGIT RIGHT HAND,136.9,0
8233991,FINGER 4TH DIGIT RIGHT HAND,136.9,0
8234007,FINGER 5TH DIGIT RIGHT HAND,136.9,0
8234015,TOE GREAT TOE LEFT FOOT,136.9,0
8234023,TOE 2ND DIGIT LEFT FOOT,136.9,0
8234031,TOE 3RD DIGIT LEFT FOOT,136.9,0
8234049,TOE 4TH DIGIT LEFT FOOT,136.9,0
8234056,TOE 5TH DIGIT LEFT FOOT,136.9,0
8234064,TOE GREAT TOE RIGHT FOOT,136.9,0
8234072,TOE 2ND DIGIT RIGHT FOOT,136.9,0
8234080,TOE 3RD DIGIT RIGHT FOOT,136.9,0
8234098,TOE 4TH DIGIT RIGHT FOOT,136.9,0
8234106,TOE 5TH DIGIT RIGHT FOOT,136.9,0
2600989,OBSERVATION EACH HOUR/NURSERY,136.93,0
2600997,DIRECT ADMIT CHARGE/NURSERY,136.93,0
156646,COLLAR STIFNECK ADJ PEDI,137.28,0
5663760,ADHESIVE HISTOACRYL TS1050044FP,137.36,0
1213412,EIA QL HIV-1 P24 AG,137.45,0
3501780,PT IONTOPHORESIS 15 MIN,137.72,0
4600029,LEVEL I/ADD'L 30 MIN,137.75,0
5672563,ENDO SLEEVE 10/11MMX100MM RPR,137.89,0
1204072,CYANIDE,137.95,0
1201375,ANTI-SSDNA,138.05,0
103655,"K PAD,DISP,18""X24""",138.16,0
104968,"BELT,PELVIC ALONE",138.16,0
125328,"SLING,TEGTMEIR,LG",138.16,0
151183,"PROBE,HP TEMP COVER",138.16,0
151423,"KIT,FOLEY URINEMTR",138.16,0
152827,"KIT,CRITIC AID",138.16,0
155531,RESUSCITATOR INFANT AMBU,138.16,0
8250101,XR ANKLE RT 2 VIEW FY,138.17,0
8250112,XR ANKLE LT 2 VIEW FY,138.17,0
8250123,XR FOOT RT 2 VIEW FY,138.17,0
8250134,XR FOOT LT 2 VIEW FY,138.17,0
8250145,XR FOOT BILAT 1 VIEW FY,138.17,0
1211424,PROINSULIN,138.2,0
1222421,HISTOPLASMA GALACTOMAN AG,138.2,0
5640354,DISSECTOR VITREORETINAL,138.2,0
1215755,THROMBIN ANTITHROM COMPLEX,138.5,0
1222199,RED CROSS AB ELUTION EA,138.5,0
1210194,DILTIAZEM,138.75,0
157867,DRESSING ACTICOAT CNTRL 4X4IN,139.03,0
2100279,DIRECT ADMIT CHARGE/2SOUTH,139.03,0
2401396,DIRECT ADMIT CHARGE/3WEST,139.03,0
2700565,DIRECT ADMIT CHARGE/PEDS,139.03,0
8050312,NM RRX RADIUM RA223/UCI,139.29,0
1200427,PRIMIDONE,139.49,0
1223155,RABIES ANTIBODY ENDPOINT,139.5,0
1214220,"LACTOFERRIN,FECAL,QUAL",139.52,0
5630280,TRAY EPIDURAL TUOHY SINGLE SHOT,139.55,0
8045619,ANKLE RT AP/LAT X-RAY,139.55,0
8045627,ANKLE LT AP/LAT X-RAY,139.55,0
8045643,FOOT 2 VIEWS R,139.55,0
8045650,FOOT 2 VIEWS L,139.55,0
8045684,"FOOT,1 VIEW BILATERAL",139.55,0
8046096,ANKLE 1 VIEW BILATERAL,139.55,0
8052012,XR ANKLE RT 2 VIEW FY,139.55,0
8052023,XR ANKLE LT 2 VIEW FY,139.55,0
8052034,XR FOOT RT 2 VIEW FY,139.55,0
8052045,XR FOOT LT 2 VIEW FY,139.55,0
8052056,XR FOOT BILAT 1 VIEW FY,139.55,0
8052134,XR ANKLE BILAT 1 VIEW FY,139.55,0
8245615,ANKLE RT AP/LAT X-RAY,139.55,0
8245623,ANKLE LT AP/LAT X-RAY,139.55,0
8245649,FOOT 2 VIEWS R,139.55,0
8245656,FOOT 2 VIEWS L,139.55,0
8245680,"FOOT,1 VIEW BILATERAL",139.55,0
1003896,SICKLEDEX,139.7,0
1004688,CSF CELL COUNTS,139.7,0
8045882,"STRESS VIEW(S), ANY JOINT",139.86,0
8245888,"STRESS VIEW(S), ANY JOINT",139.86,0
8502114,CONT INHAL TX FIRST HOUR,140.13,0
4604369,CATH BLADDER CPLX,140.51,0
4604732,VISIT NEW LVL 1 INF/IV,140.51,0
4607701,VISIT NEW LVL 1 PAIN CLINIC,140.51,0
8048621,MR GADOBUTROL 7.5ML,140.73,0
1225374,ACH RECEPTOR BINDING AB,140.79,0
