Charge Code,NRV,CPT,Discription,Price,,,,
5208507,0341,78469,CARD TOMO REST/STRESS,"2,392.00",,,,
5208510,0341,78469,MYOCAR TL STR/DRUG SPECT,"1,975.00",,,,
5208580,0341,78580,PULM PERF PARTICULATE,"1,729.00",,,,
5208594,0341,78579,PULMUNARY VENT IMAGING,"1,012.25",,,,
5208595,0341,78582,PULMONARY VENT AND PERFUSION IMAGING,"1,582.00",,,,
5208597,0341,78597,QNT DIFF PULMUNARY PERFUSION INC IMAGING,"1,012.25",,,,
5208598,0341,78598,QNT DIF PULMUNARY PERF INC IMG-PERFORMED,"1,582.10",,,,
5208601,0341,78601,BRAIN IMAG LTD VASC FLOW,"1,808.00",,,,
5208607,0341,78607,BRAIN IMG TOMGRAM(SPECT),"2,245.00",,,,
5208610,0341,78610,BRAIN IMAG VASC FLO ONLY,952.00,,,,
5208630,0341,78630,CISTERNOGRAM,"2,062.00",,,,
5208635,0341,78635,VENTRICULOGRAM,"1,975.00",,,,
5208645,0341,78645,SHUNT EVALUATION,"1,975.00",,,,
5208650,0341,78650,CSF LEAK DETECTION,"1,975.00",,,,
5208652,0341,78647,CSF TOMOGRAPHIC (SPECT),"1,975.00",,,,
5208701,0341,78701,KIDNEY IMAG VASC FLOW,"1,496.00",,,,
5208704,0341,78708,KIDNEY IMAG FUNCTION,"1,645.00",,,,
5208707,0341,78707,KIDNEY IMG VASC/FUNCTION,"2,750.00",,,,
5208710,0341,78710,KIDNEY IMAGING,"1,347.00",,,,
5208715,0341,78701,KIDNEY VASCULAR FLOW,969.00,,,,
5208720,0341,78725,KIDNEY FUNCTN NON IMAG,"1,645.00",,,,
5208762,0341,78761,TESTICULAR IMAGING,"1,169.00",,,,
5208803,0341,78803,TUMOR LOCALIZATION-SPECT,"2,943.00",,,,
5208806,0341,78806,ABSCESS LOCAL WHOLE BODY,"1,720.00",,,,
5208825,0341,0175T,COMPUTER EVAL 30 MIN *,"1,223.00",,,,
5208891,0341,0174T,COMPUTER EVAL OVER 30MIN *,"2,039.00",,,,
5209000,0340,79005,HYPERTHYROID INTL/NUCLID,"1,033.00",,,,
5209001,0340,79005,HYPERTHYROID ADD EACH,659.00,,,,
5209005,0342,79005,RADPHARM TX ORAL,"1,033.00",,,,
5209030,0341,79005,THYROID CARC ABLATION,"1,496.00",,,,
5209035,0341,78016,THYROID CARC THERAPY,"1,645.00",,,,
5209400,0340,79101,THERAPY (NON THYROID),"1,033.00",,,,
5209405,0341,78012,Thyroid Uptake Single or Mult Quant Meas,475.55,,,,
5209410,0341,78014,Thyroid Imag w/ Sing or Mult Uptake Qnt,913.85,,,,
5209415,0341,78015,Thyroid Ca Meta Imag LTD Neck Chest,"1,173.30",,,,
5209420,0341,78016,Thyroid Carc w/ Add Studies,"1,173.30",,,,
5209425,0341,78018,Thyroid Carc. Whole body,"1,173.30",,,,
5209430,0341,78020,Thyroid Carc. Metas Uptake,"1,173.30",,,,
5209435,0341,78071,Parathyroid w/ Tomographic Spec,"1,757.20",,,,
5250230,0612,72156,MRI SP CERV W/WO CM $,"4,669.00",,,,
5250234,0612,72157,MRI SP THOR W/WO CM $,"4,669.00",,,,
5250238,0612,72158,MRI SP LUMB W/WO CM $,"10,654.00",,,,
5250301,0611,70542,MRI NECK w/ CONTRAST,"4,235.00",,,,
5250305,0611,70540,MRI NECK wo CONTRAST,"4,290.00",,,,
5250308,0611,70543,MRI NECK wo/w CONTRAST,"5,280.00",,,,
5250601,0615,70544,MRA HEAD W/O CONTRAST $,"6,706.00",,,,
5250602,0615,70545,MRA HEAD W/CONTRAST $,"6,706.00",,,,
5250603,0615,70546,MRA HEAD WO/W CONTRAST $,"6,706.00",,,,
5250606,0615,70547,MRA NK W/O CONTRAST $,"7,483.00",,,,
5250607,0615,70548,MRA NECK W/CONTRAST $,"7,483.00",,,,
5250608,0615,70549,MRA NECK WO/W CONTRAST $,"7,483.00",,,,
5250625,0618,73225,MRA U/E W/WO CONT *,"4,184.00",,,,
5250640,0618,72198,MRA PELVIS *,"4,184.00",,,,
5250662,0612,72141,MRI SP CERV W/O CM $,"1,722.00",,,,
5250676,0610,72146,MRI SP THOR W/O CM $,"1,722.00",,,,
5250692,0612,72148,MRI SP LUMB W/O CM $,"3,930.00",,,,
5250802,0610,70551,MRI BR/HEAD W/O CM $,"2,760.00",,,,
5250810,0610,70552,MRI BR/HEAD W/CM $,"6,448.00",,,,
5250816,0610,70553,MRI BR/HEAD W/WO CM $,"7,483.00",,,,
5250820,0611,70552,MRI IAC w/ CONTRAST,"4,235.00",,,,
5250822,0611,70551,MRI IAC w/o CONTRAST,"4,015.00",,,,
5250824,0611,70553,MRI IAC wo/w CONTRAST,"5,280.00",,,,
5250840,0614,73218,MRI UE NO JNT W/O CONT $,"2,079.00",,,,
5250842,0614,73219,MRI UE NO JNT W/CONTRAS $,"2,079.00",,,,
5250846,0614,73223,MRI UE JNT WO/W CONTRAS $,"3,253.00",,,,
5250848,0614,73222,MRI UPPER EXT ANY JT w/ CONTRAS $,"1,587.90",,,,
5250850,0614,72195,MRI PELVIS W/O CONTRAST $,"5,633.00",,,,
5250852,0614,72197,MRI PELVIS WO/W CONTRAST $,"5,633.00",,,,
5250939,0614,75561,MRI CARD MORPH W/CM $,"4,023.00",,,,
5250945,0614,75557,MRI CARD FUNCT COMP $,"4,669.00",,,,
5250971,0614,71551,MRI CHEST W/CONTRAST $,"3,253.00",,,,
5250973,0614,71552,MRI  CHEST w/o AND w/ CONTRAST $,"2,894.25",,,,
5250974,0614,74182,MRI ABD W/CONTRAST $,"7,610.00",,,,
5251000,0614,74183,MRI ABD WO/W CONTRAST $,"7,610.00",,,,
5251003,0614,73719,MRI LE NO JNT W/CONTRAS $,"2,079.00",,,,
5251004,0614,73718,MRI LE NO JNT W/O CONT $,"2,079.00",,,,
5251006,0614,73722,MRI LE JNT W/CONTRAST $,"2,079.00",,,,
5251007,0614,73723,MRI LE JNT WO/W CONTRAS $,"3,253.00",,,,
5251023,0614,70540,MRI ORBIT/FACE/NECK EXT $,"9,028.00",,,,
5251025,0614,70540,ORB/FACE&/OR NK $,"9,028.00",,,,
5251035,0614,70336,MRI TMJ $,"3,253.00",,,,
5251040,0614,71550,MRI CHEST WO $,"3,253.00",,,,
5251050,0614,72196,MRI PELV W CTRS $,"3,253.00",,,,
5251055,0614,73220,MRI UE/NOT JNT WO/W CTRS $,"1,722.00",,,,
5251060,0614,73221,MRI UE/JNT WO CTRS $,"1,722.00",,,,
5251065,0614,73720,MRI LE/NOT JNT WO/W CTRS $,"1,722.00",,,,
5251070,0614,73721,MRI LE/JNT WO CTRS $,"1,722.00",,,,
5251075,0614,74181,MRI ABD WO CTRS $,"4,395.00",,,,
5252142,0612,72142,MRI SP CERV W/CM $,"4,023.00",,,,
5252147,0612,72147,MRI SP THOR W/CM $,"3,862.00",,,,
5252149,0612,72149,MRI SP LUMB W/CM $,"8,813.00",,,,
5258899,0618,C8900,MRA ABDOMEN W CONT $,"5,652.00",,,,
5258901,0618,C8901,MRA ABDOMEN WO CONT $,"5,652.00",,,,
5258902,0618,C8902,MRA ABDOMEN WO/W CONT $,"5,652.00",,,,
5258903,0614,C8903,MRI BRST UNI W CONT $,"3,253.00",,,,
5258904,0614,C8904,MRI BRST UNI WO CONT $,"2,079.00",,,,
5258905,0614,C8905,MRI BRST UNI WO/W CONT $,"4,023.00",,,,
5258906,0614,C8906,MRI BRST BIL W CONT $,"3,253.00",,,,
5258907,0614,C8907,MRI BRST BIL WO CONT $,"2,079.00",,,,
5258908,0614,C8908,MRI BRST BIL WO/W CONT $,"4,023.00",,,,
5258909,0618,C8909,MRA CHEST W CONT $,"4,184.00",,,,
5258910,0618,C8910,MRA CHEST WO CONT $,"4,184.00",,,,
5258911,0618,C8911,MRA CHEST WO/W CONT $,"4,184.00",,,,
5258912,0616,C8912,MRA LWR EXT W CONT $,"4,184.00",,,,
5258913,0616,C8913,MRA LWR EXT WO CONT $,"4,184.00",,,,
5258914,0616,C8914,MRA LWR EXT WO/W CONT $,"4,184.00",,,,
5258918,0618,C8918,MRA PELVIS WITH CONT $,"1,510.00",,,,
5258919,0618,C8919,MRA PELVIS WO CONT $,"1,377.00",,,,
5258920,0618,C8920,MRA PELVIS WO/W CONT $,"1,735.00",,,,
5300002,0637,,ABACAVIR/LAMIVUD/ZIDOVU +,65.00,,,,
5300003,0637,,ABACAVIR 300MG +,27.00,,,,
5300005,0637,,ACARBOSE 50MG +,15.00,,,,
5300007,0637,,ABACAVIR/LAMIVUDINE TAB +,106.00,,,,
5300013,0637,,ACETAMINOPHEN EXST CAP +,9.00,,,,
5300017,0637,,ACETAMINOPHEN 325MG +,6.00,,,,
5300098,0637,,ACETAZOLAMIDE 250MG +,11.00,,,,
5300102,0637,,ACETAZOLAMIDE 500MG SEQ +,15.00,,,,
5300160,0637,,ACYCLOVIR 200MG +,9.00,,,,
5300161,0637,,ACYCLOVIR 800MG +,14.00,,,,
5300162,0637,,ACYCLOVIR 400MG +,8.00,,,,
5300165,0637,A9270,ALBENDAZOLE  200MG TAB,0.00,,,,
5300221,0637,,ALBUTEROL TAB 2MG +,9.00,,,,
5300223,0637,,ALBUTEROL 4MG +,11.00,,,,
5300224,0637,,ALBUTEROL SULFATE,0.00,,,,
5300230,0637,,ALENDRONATE 10MG +,19.00,,,,
5300232,0637,,ALENDRONATE,20.50,,,,
5300233,0637,,ALENDRONATE 70MG +,67.00,,,,
5300241,0637,,ALISKIREN 300MG +,9.00,,,,
5300242,0637,,ALISKIREN 150MG +,9.00,,,,
5300244,0637,,ALLOPURINOL 100MG +,9.00,,,,
5300248,0637,,ALLOPURINOL 300MG +,11.00,,,,
5300294,0637,,ALPRAZOLAM .25MG +,11.00,,,,
5300298,0637,,ALPRAZOLAM .5MG +,11.00,,,,
5300402,0637,,"ALUM,MAG HYDROX/SIMETH +",4.00,,,,
5300476,0637,,AMANTADINE 100MG +,14.00,,,,
5300480,0637,,AMANTADINE 50mg/5mL SYRUP,0.00,,,,
5300524,0637,A9270,AMILORIDE 5 MG,0.00,,,,
5300549,0637,,AMINOCAPROIC ACID 500+ +,0.00,,,,
5300625,0637,,AMIODARONE 200MG +,19.00,,,,
5300634,0637,,AMITRIPTYLINE 10MG +,9.00,,,,
5300638,0637,,AMITRIPTYLINE 25MG +,9.00,,,,
5300648,0637,A9270GY,RISPERIDONE 0.25MG +,12.00,,,,
5300649,0637,A9270GY,RISPERIDONE  .5MG +,12.00,,,,
5300650,0637,,AMITRIPTYLINE 100MG +,9.00,,,,
5300661,0637,A9270GY,AMLODIPINE 5MG +,14.00,,,,
5300662,0637,A9270GY,AMLODIPINE 10MG +,19.00,,,,
5300663,0637,A9270GY,AMLODIPIN/BENAZEPR  5/10 +,19.00,,,,
5300664,0637,A9270GY,AMLODIPIN/BENAZEPR  5/20 +,8.00,,,,
5300666,0637,A9270GY,AMLO/BEN 10/20 +,9.00,,,,
5300708,0637,A9270GY,AMMONIA AROMATIC,72.00,,,,
5300712,0637,A9270GY,AMOXICILLIN/CLAV 250MG +,14.00,,,,
5300713,0637,A9270GY,AMOXICILLIN/CLAV 875MG +,27.00,,,,
5300715,0637,A9270GY,AMOXICILLIN/CLAV 500MG +,20.00,,,,
5300723,0637,A9270GY,AMOXICILLIN 250MG +,11.00,,,,
5300725,0637,A9270GY,AMOXICILLIN 500MG +,11.00,,,,
5300746,0637,A9270GY,AMPICILLIN 250MG +,9.00,,,,
5300750,0637,A9270GY,AMPICILLIN 500MG +,11.00,,,,
5300755,0637,,ANAGRELIDE  0.5MG +,28.00,,,,
5300759,0637,A9270GY,ANAGRELIDE  1MG +,40.00,,,,
5300762,0637,A9270GY,ANASTROZOLE 1MG +,36.00,,,,
5300780,0637,A9270GY,ARIPIPRAZOLE 15MG +,39.00,,,,
5300782,0637,A9270,ARIPIPRAZOLE 2mg TAB,0.00,,,,
5300783,0637,A9270GY,ARIPIPRAZOLE 5MG +,39.00,,,,
5300784,0637,A9270GY,ARIPIPRAZOLE 10MG +,37.00,,,,
5300785,0637,A9270GY,ARIPIPRAZOLE 1mg/mL  150mL,37.00,,,,
5301057,0637,A9270GY,ASCORBIC ACID 250MG +,6.00,,,,
5301061,0637,A9270GY,ASCORBIC ACID 500MG +,4.00,,,,
5301108,0637,,ASPIRIN EC 325MG +,4.00,,,,
5301109,0637,,ASPIRIN EC 81MG +,11.00,,,,
5301110,0637,A9270GY,ASPIRIN BABY +,4.00,,,,
5301113,0637,,ASPIRIN 325MG +,4.00,,,,
5301121,0637,A9270GY,ATAZANAVIR 150MG +,51.00,,,,
5301122,0637,A9270GY,ATAZANAVIR 200MG +,49.00,,,,
5301134,0637,A9270GY,ATENOLOL 100MG +,11.00,,,,
5301137,0637,A9270GY,ATENOLOL 25MG +,11.00,,,,
5301138,0637,A9270GY,ATENOLOL 50MG +,11.00,,,,
5301145,0637,A9270GY,ATORVASTATIN 10MG +,19.00,,,,
5301146,0637,A9270GY,ATORVASTATIN 20MG +,14.00,,,,
5301147,0637,A9270GY,ATORVASTATIN 40MG +,14.00,,,,
5301215,0637,A9270GY,AZATHIOPRINE 50MG +,15.00,,,,
5301217,0637,A9270,AZELASTINE HCL 0.1% 30 ML NASAL SPRAY,0.00,,,,
5301218,0637,A9270,AZELASTINE 0.05% 6ML OPHTH,0.00,,,,
5301220,0637,A9270GY,AZITHROMYCIN 250MG +,42.00,,,,
5301223,0637,A9270GY,AZITHROMYCIN 600MG +,57.00,,,,
5301230,0637,A9270GY,AZITHROMYCIN 1% 2.5ML,0.00,,,,
5301357,0637,A9270GY,BACLOFEN 10MG +,11.00,,,,
5301430,0637,A9270GY,BENAZEPRIL 5MG +,9.00,,,,
5301431,0637,A9270GY,BENAZEPRIL 10MG +,9.00,,,,
5301432,0637,A9270GY,BENAZEPRIL 20MG +,9.00,,,,
5301499,0637,A9270GY,BENZONATATE 100MG +,14.00,,,,
5301522,0637,A9270GY,BENZTROPINE 1MG +,11.00,,,,
5301526,0637,A9270GY,BENZTROPINE 2MG +,11.00,,,,
5301572,0637,A9270GY,BETHANECHOL 5MG +,11.00,,,,
5301576,0637,A9270GY,BETHANECHOL 10MG +,9.00,,,,
5301580,0637,A9270GY,BETHANECHOL 25MG +,11.00,,,,
5301590,0637,A9270GY,BICALUTAMIDE 50MG +,34.00,,,,
5301602,0637,A9270GY,BISACODYL 5MG +,6.00,,,,
5301605,0637,A9270GY,BISOPROLOL 5MG +,6.00,,,,
5301616,0637,A9270GY,BISMUTH SUBSALICYL TAB +,6.00,,,,
5301675,0637,,"BROMFENAC 25,000 Unit",0.00,,,,
5301680,0637,A9270GY,BROMOCRIPTINE 2.5MG +,19.00,,,,
5301742,0637,A9270GY,BUMETANIDE 1 MG PO +,0.00,,,,
5301744,0637,A9270GY,BUPROPRION 300XL +,15.00,,,,
5301745,0637,A9270GY,BUPROPION 75MG +,19.00,,,,
5301746,0637,A9270GY,BUPROPION 100MG +,14.00,,,,
5301748,0637,A9270GY,BUPROPION SR 100MG +,4.00,,,,
5301749,0637,A9270GY,BUPROPION SR 150MG +,8.00,,,,
5301750,0637,A9270GY,BUPROPION-HCL,0.00,,,,
5301752,0637,A9270GY,BUPROPION-HCL 200 mg,0.00,,,,
5301760,0637,A9270GY,BUSPIRONE 5MG +,14.00,,,,
5301761,0637,A9270GY,BUSPIRONE 10MG +,15.00,,,,
5301791,0637,A9270GY,CALCITRIOL .25MCG +,15.00,,,,
5301793,0637,A9270GY,CALCITRIOL .5MCG +,11.00,,,,
5301795,0637,A9270,CALCITROL ROCALCITROL 1MCG/1ML 15ML,0.00,,,,
5301810,0637,A9270GY,CALCIUM ACETATE 667MG +,14.00,,,,
5301811,0637,A9270GY,CALCIUM CARBONATE +,4.00,,,,
5301815,0637,A9270GY,CALCIUM CARBONATE 500MG +,1.00,,,,
5301819,0637,A9270GY,CALCIUM CARBONATE CHEW +,4.00,,,,
5301822,0637,A9270,CALCIUM CARBONATE 600MG,0.00,,,,
5301826,0637,A9270GY,CALCIUM CARBONATE 1250mg +,1.00,,,,
5301828,0637,A9270GY,CALCIUM CITRATE 200MG +,1.00,,,,
5301834,0637,A9270GY,CALCIUM 500MG/VIT D +,11.00,,,,
5301842,0637,A9270GY,CALCIUM GLUCONATE 500MG +,6.00,,,,
5301844,0637,A9270,CALCIUM GLUCONATE 650 MG,0.00,,,,
5301914,0637,A9270GY,CANDESARTAN 16MG +,27.00,,,,
5301917,0637,A9270GY,CAPECITABINE 150MG,33.00,,,,
5301918,0637,A9270GY,CAPECITAB 500MG +,51.00,,,,
5301922,0637,A9270GY,CAPTOPRIL 12.5MG +,11.00,,,,
5301923,0637,A9270GY,CAPTOPRIL 25MG +,11.00,,,,
5301927,0637,A9270GY,CAPTOPRIL 50MG +,15.00,,,,
5301975,0637,A9270GY,CARBAMAZEPINE 100MG +,11.00,,,,
5301979,0637,A9270GY,CARBAMAZEPINE ER 200MG +,4.00,,,,
5301981,0637,A9270GY,CARBAMAZEPINE 200MG/10 ML,11.00,,,,
5301982,0637,A9270,CARBAMAZEPINE 300MG XR,0.00,,,,
5302027,0637,A9270GY,CARBIDOPA/LEVOD 10/100 +,11.00,,,,
5302031,0637,A9270GY,CARBIDOPA/LEVOD 25/100 +,11.00,,,,
5302032,0637,A9270GY,CARBIDOPA/LEVO 25/100CR +,14.00,,,,
5302035,0637,A9270GY,CARBIDOPA/LEVOD 25/250 +,11.00,,,,
5302036,0637,A9270GY,CARBIDOPA/LEVOD 50/200 +,14.00,,,,
5302038,0637,A9270GY,CARBIDOPA/LEVOD/ENT 50/200/200 mg,0.00,,,,
5302039,0637,A9270GY,CARBIDOPA/LEVOD/ENT 37.5/150/200 mg,0.00,,,,
5302058,0637,A9270GY,CARISOPRODOL 350MG +,11.00,,,,
5302070,0637,A9270GY,LEVOCARNITINE 330MG +,4.00,,,,
5302077,0250,,CARVEDILOL 3.125MG +,18.00,,,,
5302078,0250,,CARVEDILOL 6.25MG +,18.00,,,,
5302079,0250,,CARVEDILOL 12.5MG +,8.00,,,,
5302080,0250,,CARVEDILOL 25MG +,8.00,,,,
5302118,0250,,CEFIXIME 400MG TABLET +,44.00,,,,
5302122,0250,,CEFUROXIME AXETIL 500MG +,20.00,,,,
5302129,0250,,CELECOXIB 100MG +,15.00,,,,
5302130,0637,,CELECOXIB 200MG +,9.00,,,,
5302204,0250,,CEPHALEXIN  250MG +,9.00,,,,
5302208,0637,,CEPHALEXIN  500MG +,15.00,,,,
5302245,0250,,CETIRIZINE 5MG +,19.00,,,,
5302246,0637,,CETIRIZINE 10MG +,19.00,,,,
5302331,0636,J8999,CHLORAMBUCIL 2MG +,15.00,,,,
5302380,0250,,CHLORDIAZ/CLIDIN 5/2.5 +,11.00,,,,
5302385,0637,,CHLORDIAZEPOXIDE  5MG +,15.00,,,,
5302389,0250,,CHLORDIAZEPOXIDE 10MG +,15.00,,,,
5302393,0250,,CHLORDIAZEPOXIDE 25MG +,20.00,,,,
5302565,0637,,CHLORPHENIRAMINE 4MG +,9.00,,,,
5302590,0250,,CHLORPROMAZINE 10MG +,9.00,,,,
5302594,0250,,CHLORPROMAZINE  25MG +,11.00,,,,
5302598,0637,,CHLORPROMAZINE  50MG +,9.00,,,,
5302600,0250,,CHLORPROMAZINE 100MG +,11.00,,,,
5302667,0637,A9270,CHLORTHALIDONE 25MG TAB,0.00,,,,
5302694,0250,,CHLORZOXAZONE 500MG +,19.00,,,,
5302730,0250,,CILOSTAZOL 50MG +,7.00,,,,
5302731,0637,,CILOSTAZOL 100MG +,7.00,,,,
5302762,0637,,CINACALCET 30MG +,41.00,,,,
5302763,0637,,CINACALCET 60MG +,82.00,,,,
5302772,0250,,CITALOPRAM 40MG +,11.00,,,,
5302773,0250,,CITALOPRAM 20MG +,11.00,,,,
5302774,0250,,CITALOPRAM 10MG +,0.00,,,,
5302775,0250,,CIPROFLOXACIN 250MG +,6.00,,,,
5302776,0250,,CIPROFLOXACIN 500MG +,20.00,,,,
5302780,0250,,CLARITHROMYCIN 250MG +,27.00,,,,
5302781,0637,,CLARITHROMYCIN 500MG +,20.00,,,,
5302814,0637,,CLINDAMYCIN 150MG +,18.00,,,,
5302894,0250,,CLOTRIMAZOLE TROCHE +,14.00,,,,
5302900,0637,A9270GY,CLOMIPRAMINE 25mg,0.00,,,,
5302910,0250,,CLONAZEPAM .5MG +,14.00,,,,
5302914,0250,,CLONAZEPAM 1MG +,14.00,,,,
5302941,0250,,CLONIDINE .1MG +,9.00,,,,
5302945,0250,,CLONIDINE .2MG +,9.00,,,,
5302949,0637,,CLONIDINE .3MG +,11.00,,,,
5302965,0637,,CLOPIDOGREL 75MG +,20.00,,,,
5302966,0637,,CLOPIDOGREL 300MG +,73.00,,,,
5303017,0250,,CLOZAPINE 100MG +,12.00,,,,
5303042,0637,,COLCHICINE TAB   .6MG +,11.00,,,,
5303043,0250,,COLESEVALAM 625 +,9.00,,,,
5303044,0637,A9270,COLESEVELAM HCL 3.75GM,0.00,,,,
5303050,0637,A9270GY,CONJ ESTROG.625MEDROX 5mg +,15.00,,,,
5303051,0250,,CONJ ESTROG.625MEDROX2.5 +,15.00,,,,
5303065,0250,,CONJUGATED ESTR  .3MG +,11.00,,,,
5303069,0637,,CONJUGATED ESTR  .625MG +,9.00,,,,
5303089,0250,,CORTISONE 25MG +,11.00,,,,
5303123,0250,,SULFAMETHOX/TRIMETH TAB +,11.00,,,,
5303135,0637,A9270,CRANBERRY EXTRACT 405MG CAP,0.00,,,,
5303254,0250,,CYCLOBENZAPRINE 10MG +,0.00,,,,
5303277,0636,J8999,CYCLOPHOSPHAMIDE 25MG +,18.00,,,,
5303280,0636,J9070,CYCLOPHOSPHAMIDE 2GM,0.00,,,,
5303281,0250,,CYCLOPHOSPHAMIDE,3.84,,,,
5303285,0636,J9070,CYCLOPHOSPHAMIDE 500MG,0.00,,,,
5303289,0636,J7515,CYCLOSPORIN 25MG SOFTGEL +,18.00,,,,
5303290,0636,J7502,CYCLOSPORIN 100MG (NEOR),33.00,,,,
5303304,0250,,CYPROHEPTADINE 4MG +,14.00,,,,
5303373,0637,,DANAZOL 200 MG PO+,4.77,,,,
5303375,0250,,DANAZOL 100MG,0.00,,,,
5303419,0250,,DANTROLENE 25MG +,11.00,,,,
5303443,0637,,DAPSONE 100MG +,11.00,,,,
5303444,0637,,DARUNAVIR (PREZISTA) 400 MG PO,18.37,,,,
5303445,0637,,DARIFENACIN (ENABLEX) 7.5 PO+,5.11,,,,
5303446,0637,,DARIFENACIN (ENABLEX) 15 MG PO+,5.11,,,,
5303447,0637,,DARUNAVIR (PREZISTA) 600 MG PO+,18.37,,,,
5303449,0637,,DARUNAVIR 800 MG TAB,0.00,,,,
5303455,0637,,DARUNAVIR/COBISTAT 800/150 MG TAB,0.00,,,,
5303456,0250,,DIDANOSINE 200MG +,20.00,,,,
5303458,0250,,DIDANOSINE 400MG +,37.00,,,,
5303519,0250,,DEMECLOCY TAB 150MG +,19.00,,,,
5303525,0250,,DEMECLOCY TAB 300MG +,28.00,,,,
5303568,0250,,DESIPRAMINE 10MG +,9.00,,,,
5303573,0250,,DESIPRAMINE  50MG +,11.00,,,,
5303596,0636,J8540,DEXAMETHASONE .5MG +,11.00,,,,
5303603,0636,J8540,DEXAMETHASONE 2MG +,11.00,,,,
5303604,0636,J8540,DEXAMETHASONE 4MG +,9.00,,,,
5303610,0636,J8540,DEXAMETHASONE 1MG +,9.00,,,,
5303615,0250,,DEXMEDETOMIDINE 100MCG-1ML 2ML INJ,0.00,,,,
5303630,0637,,DEXTROMETHORPHAN-GUAIFENESIN30-600MG PO+,0.44,,,,
5303664,0250,,DEX4 GEL 15 GM,0.00,,,,
5303708,0250,,DIAZEPAM  2MG +,15.00,,,,
5303712,0250,,DIAZEPAM  5MG +,15.00,,,,
5303720,0637,A9270GY,DIAZOXIDE 50mg/ml 30 mL,0.00,,,,
5303746,0250,,DICLOFENAC 50MG +,15.00,,,,
5303747,0637,,DICLOFENAC 75MG +,15.00,,,,
5303766,0637,,DICLOXACIL 250MG +,11.00,,,,
5303820,0250,,DICYCLOMINE 10MG +,11.00,,,,
5303824,0250,,DICYCLOMINE 20MG +,11.00,,,,
5303944,0250,,DIGOXIN .125MG +,9.00,,,,
5303945,0250,,CETACAINE (BUTAMBEN-TETR-BENZO) 2%-14-2%,0.00,,,,
5303952,0250,,DIGOXIN .25MG +,9.00,,,,
5304033,0250,,DILTIAZEM 30MG +,11.00,,,,
5304037,0637,,DILTIAZEM 60MG +,11.00,,,,
5304038,0250,,DILTIAZEM 90MG +,14.00,,,,
5304040,0637,,DILTIAZEM SR 90MG +,14.00,,,,
5304042,0250,,DILTIAZEM SR 60MG +,15.00,,,,
5304043,0637,,DILTIAZEM CD 120MG +,19.00,,,,
5304044,0637,,DILTIAZEM CD 180 MG +,18.00,,,,
5304045,0637,,DILTIAZEM CD 240 MG +,20.00,,,,
5304046,0637,,DILTIAZEM CD 300 MG +,18.00,,,,
5304060,0637,,DIMENHYDRINATE 50MG +,4.00,,,,
5304087,0637,,DIPHENHYDRA 25MG +,6.00,,,,
5304089,0637,A9270,DIPHENHYDRAMIHE HCL 25 MG,0.00,,,,
5304091,0250,,DIPHENHYDRAMINE 50MG +,6.00,,,,
5304095,0637,A9270GY,DIPHENHYDRAMINE ZINC ACET 2-0.1% 28gm,0.00,,,,
5304098,0250,,DIPHENOXYLATE/ATRP TAB +,14.00,,,,
5304114,0250,,DIPYRIDAMOLE 25MG +,9.00,,,,
5304123,0637,,DIPYRIDAMOLE/ASA SR CAP +,7.00,,,,
5304190,0250,,DIVALPROEX NA 125MG +,11.00,,,,
5304191,0250,,DIVALPROEX NA 250MG +,14.00,,,,
5304193,0637,,DIVALPROEX NA 500MG +,14.00,,,,
5304195,0637,A9270,DIVALPROEX ER 500MG TAB,0.00,,,,
5304200,0637,A9270GY,DIVALPROEX SPRINKLE 125mg,0.00,,,,
5304203,0637,,DOCUSATE CA 240MG +,4.00,,,,
5304219,0250,,DOCUSATE SOD 100MG +,1.00,,,,
5304223,0250,,DOCUSATE SOD 250MG +,9.00,,,,
5304250,0250,,DONEPEZIL 5MG +,27.00,,,,
5304255,0637,A9270,DONEPEZIL 23MG TAB,0.00,,,,
5304336,0637,,DOXAZOSIN 2MG +,19.00,,,,
5304337,0637,,DOXAZOSIN 4MG +,19.00,,,,
5304342,0250,,DOXEPIN 10MG +,9.00,,,,
5304365,0637,,DOXEPIN 25MG +,9.00,,,,
5304367,0637,,DOXEPIN 50MG +,11.00,,,,
5304379,0637,,DOXERCALCIFEROL(HECTORAL)0.5 MCG PO+,7.44,,,,
5304388,0250,,DOXYCYCLINE  50MG +,15.00,,,,
5304392,0250,,DOXYCYCLINE 100MG +,11.00,,,,
5304410,0250,,DULOXETINE 20MG +,14.00,,,,
5304411,0250,,DULOXETINE 30 MG +,15.00,,,,
5304412,0250,,DULOXETINE 60MG +,15.00,,,,
5304415,0637,,DUTASTERIDE 0.5MG +,11.00,,,,
5304431,0637,,EFAVIRENZ 200MG +,20.00,,,,
5304434,0637,,ENALAPRIL 2.5MG +,11.00,,,,
5304439,0637,,ENALAPRIL 10MG +,14.00,,,,
5304440,0637,,ENALAPRIL 20MG +,18.00,,,,
5304454,0637,,EFAVIRENZ-EMTRICI-TENOF600-200-300MG PO+,61.10,,,,
5304455,0637,,EMTRICITABINE/TENOFOVIR +,98.00,,,,
5304456,0637,,EMTRICITABINE 200MG +,36.00,,,,
5304459,0637,,Entecavir 0.5mg,0.00,,,,
5304460,0250,,ENTACAPONE 200MG +,8.00,,,,
5304469,0637,,ERGOCALCIFEROL 50000U +,14.00,,,,
5304519,0250,,ERGOT ALK 1MG +,14.00,,,,
