NEWTON-WELLESLEY HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
74000034,HC LOCALIZE CEREBRAL SEIZURE CPTR PORTABLE EEG,"$1,891.00"
74000033,HC LOCALIZE CEREBRAL SEIZURE CABLE/RADIO EEG/VIDEO,"$1,555.00"
74000032,HC LOCALIZE CEREBRAL SEIZURE CABLE/RADIO EEG/VIDEO,"$1,555.00"
74000022,HC ELECTROENCEPHALOGRAM ALL NIGHT RECORDING,"$2,361.00"
74000021,HC ELECTROENCEPHALOGRAM CERE DEATH EVAL ONLY,"$1,224.00"
74000019,HC ELECTROENCEPHALOGRAM W/REC AWAKE&ASLEEP,"$1,346.00"
74000018,HC ELECTROENCEPHALOGRAM W/REC AWAKE&DROWSY,"$1,183.00"
74000017,HC ELECTROENCEPHALOGRAM EXTND MNTR >1 HR,"$1,521.00"
74000016,HC ELECTROENCEPHALOGRAM EXTEND MONITORING 41-60 MIN,"$1,273.00"
74000015,HC POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,"$4,380.00"
74000014,HC POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,"$4,380.00"
74000013,HC POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,"$3,956.00"
74000012,HC POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,"$3,956.00"
74000011,HC POLYSOM ANY AGE SLEEP STAGE 1-3 ADDL PARAM ATTND,"$3,452.00"
74000009,HC SLEEP STD REC VNTJ RESPIR ECG/HRT RATE&O2 ATTN,"$2,645.00"
74000007,HC SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,"$1,558.00"
74000006,HC SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,"$1,558.00"
74000005,HC MLT SLEEP LATENCY/MAINT OF WAKEFULNESS TSTG,"$2,602.00"
74000004,HC MLT SLEEP LATENCY/MAINT OF WAKEFULNESS TSTG,"$2,602.00"
74000001,HC SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,"$6,895.00"
73000011,HC EXT ECG > 48HR TO 21 DAY RCRD W/CONECT INTL RCRD,"$1,154.00"
73000009,HC XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,"$1,327.00"
73000008,HC EXTERNAL ECG SCANNING ANALYSIS REPORT,$865.00
73000007,HC XTRNL ECG & 48 HR RECORDING,$773.00
73000006,HC EKG TRACING FOR INITIAL PREV,$109.00
73000003,HC XTRNL PT ACTIVATED ECG RECORD MONITOR 30 DAYS,$388.00
73000002,HC RHYTHM ECG 1-3 LEADS TRACING ONLY W/O I&R,$160.00
73000001,HC ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,$195.00
72000043,HC LIG/TRNSXJ FALOPIAN TUBE CESAREAN DEL/ABDML SURG,$313.00
72000042,HC VAG DLVR ONLY EA ADDL BIRTH,"$1,930.00"
72000040,HC LABOR CARE PER HOUR,$221.00
72000039,HC HIGH RISK LABOR CARE PER HOUR,$241.00
72000038,HC REMOVAL CERCLAGE SUTURE UNDER ANESTHESIA,"$3,895.00"
72000035,HC INDUCED ABORT 1/> VAG SUPP DLVR FETUS D&C &/EVAC,"$4,744.00"
72000034,HC INDUCED ABORT 1/> VAG SUPPOSITORIES DLVR FETUS,"$4,128.00"
72000033,HC INDUCE ABORT 1/> AMNIOT NJXS DLVR FETUS D&C,"$3,999.00"
72000032,HC INDUCED ABORTION 1/> AMNIOTIC INJX W/D&C/EVACJ,"$3,794.00"
72000031,HC INDUCED ABORTION DILATION & EVACUATION,"$3,895.00"
72000030,HC INDUCED ABORTION DILATION AND CURETTAGE,"$3,895.00"
72000029,HC TX SEPTIC ABORTION SURGICAL,"$4,246.00"
72000028,HC TX MISSED ABORTION SECOND TRIMESTER SURGICAL,"$7,143.00"
72000027,HC TX MISSED ABORTION FIRST TRIMESTER SURGICAL,"$3,895.00"
72000026,HC TX INCOMPLETE ABORTION ANY TRIMESTER SURGICAL,"$3,895.00"
72000025,HC ATTEMPTED VBAC DELIVERY ONLY,"$9,872.00"
72000024,HC VBAC DELIVERY ONLY,"$8,350.00"
72000023,HC HYSTER POST PARTUM,"$4,783.00"
72000022,HC CESAREAN DELIVERY ONLY,"$8,821.00"
72000021,HC POSTPARTUM CARE ONLY SEPARATE PROCEDURE,"$1,225.00"
72000020,HC ANTEPARTUM CARE ONLY 4-6 VISITS,"$3,276.00"
72000019,HC DELIVERY PLACENTA SEPARATE PROCEDURE,$886.00
72000018,HC EXTERNAL CEPHALIC VERSION W/WO TOCOLYSIS,"$3,895.00"
72000016,HC VAGINAL DELIVERY ONLY,"$7,449.00"
72000014,HC CERCLAGE CERVIX PREGNANCY VAGINAL,"$3,895.00"
72000013,HC EPISIOTOMY/VAG RPR OTH/THN ATTENDING,"$3,895.00"
72000012,HC INSERTION CERVICAL DILATOR SEPARATE PROCEDURE,$537.00
72000011,HC CURETTAGE POSTPARTUM,"$3,895.00"
72000010,HC FETAL FLUID DRAINAGE W/ULTRASOUND GUIDANCE,"$2,861.00"
72000009,HC TRANSABDOMINAL AMNIOINFUSION W/ULTRSND GUIDANCE,"$2,827.00"
72000007,HC FETAL NONSTRESS TEST,$479.00
72000006,HC FETAL CONTRACTION STRESS TEST,$735.00
72000005,HC CHORIONIC VILLUS SAMPLING,"$1,293.00"
72000003,HC AMNIOCENTESISS THER AMNIOTIC FLUID RDCTJ US GID,"$1,810.00"
72000002,HC AMNIOCENTESIS DIAGNOSTIC,"$1,045.00"
71000022,HC PHASE II RECOVERY ROOM PER 60 MIN,$220.00
71000021,HC RECOVERY ROOM CHARGE PER 60 MIN,$440.00
71000005,HC NON-PACU RECOVERY TIME PER 30MIN,$293.00
68000001,HC TRAUMA RESPONS W/HOSP CRITI,"$4,347.00"
63609999,HC PHARMACY (636) WITH HCPCS EAP SHELL,I.C.
63609998,HC PHARMACY (636) WITH HCPCS AND (259) MCARE EAP SHELL,I.C.
63609997,HC PHARMACY (636)  HEMOPHILIA FACTOR EAP SHELL,I.C.
63601290,HC EUFLEXXA INJ PER DOSE,"$1,388.44"
63601288,HC INJ FACTOR VIII KOVALTRY 1 IU,$3.91
63601287,HC INJ FACTOR VIII  AFSTYLA 1 IU,$4.50
63601284,HC SHINGRIX - ZOSTER VACCINE,$255.74
63601271,HC DERMACELL 8CM X 20CM (160 SQ CM),I.C.
63601266,HC INJ BUPIVICAINE HCL PER 30 ML,$2.70
63601250,"HC INFLUENZA VACC QUADRIVALENT, SPLIT, PF 0.5 ML FOR IM USE",$31.25
63601160,HC HUMAN PAPILLOMA VIRUS NONAVALENT HPV 3 DOSE IM,$302.00
63601155,HC MENB RP W/OMV VACCINE I,$243.64
63601122,"HC INJECTION, TESTOSTERONE CYPIONATE, 1MG",$0.25
63601120,HC INFLUENZA VACC IIV4 SPLIT VIRUS PRSRV FREE ID,$31.77
63601116,HC FLU VAC NO PRSV 4 VAL 6-35 M,$32.80
63601114,HC FLU VACC PRSV FREE INC ANTIG (HIGH DOSE),$81.50
63601068,HC TD TOXOIDS ADSORBED PRSRV FR 7 YR/> IM,$52.78
63601023,HC METHYLPREDNISOLONE 40 MG INJ,$23.81
63601019,HC MEDROXYPROGESTERONE ACETATE,$2.13
63601006,HC PNEUMOCOCCAL POLYSAC VACCINE 23-V 2 YRS/>SUBQ/IM,$130.34
63601005,HC TDAP VACCINE 7 YRS/> IM,$71.00
63601002,HC INFLUENZA VIRUS VACC SPLIT PRSRV FREE 3 YRS/> IM,$13.00
63601001,HC HUMAN PAPILLOMA VIRUS VACCINE QUADRIV 3 DOSE IM,$250.60
63600500,HC FLU VAC NO PRSV 4 VAL 3 YRS,$31.25
63600476,HC NWH LEXISCAN (REGADENOSON) 0.4 MG,$793.00
63600475,HC NWH KINEVAC 5 MCG VIAL (RAD),$292.00
63600474,HC LEVONORGESTREL RELEASING INTRAUTERINE SKYLA 13.5 MG,"$1,951.00"
63600364,HC TRIAMCINOLONE ACETONIDE APOTHECON KENALOG-40 40 MG/ML VIAL 1 VIAL  00003029305-1,$8.57
63600354,HC NWH NWH RX MAGNEVIST GADO PER ML,$25.00
63600349,HC NWH BERLEX CONTRAST MAGNEVIST 5 ML VIAL INJECTION 50419-188-05,$92.69
63600345,HC MMRV VACCINE SC,$113.94
63600342,HC DTAP-IPV VACC 4-6 YR IM,$76.00
63600341,HC NWH ALBUMIN (HUMAN)  25%  50ML(TECH),$570.00
63600340,HC NWH ALBUMIN (HUMAN)  5%  250 ML(TECH),"$1,056.00"
63600338,HC HYALGAN 10 MG/ML SYRINGE,$210.00
63600337,HC NWH ANTI-INHIBITOR  PER I.U.,I.C.
63600336,HC NWH FACTOR IX (ANTIHEMOPHILIC FACTOR RECOMBINANT) PER I.U.,I.C.
63600335,HC NWH FACTOR VIII (ANTIHEMOPHILIC FACTOR  RECOMBINANT) PER I.U.,I.C.
63600334,HC NWH FACTOR VIIA (ANTIHEMOPHILIC FACTOR RECOMBINANT) PER 1 MICROGRAM,I.C.
63600333,HC NWH INJECTION  VON WILLEBRAND FACTOR COMPLEX (HUMATE-P)  PER IU VWF:RCO,I.C.
63600332,"HC CYANOCOBALAMIN 1,000 MCG/ML",$9.58
63600331,HC KENALOG-40 40 MG/ML VIAL,$8.87
63600330,HC RHOGAM ULTRA-FILTERED SYRNG,$304.50
63600329,HC CEFTRIAXONE 250 MG VIAL,$6.30
63600328,HC INJECTION PENICILLIN G BENZATHINE 100000 UNITS,$51.34
63600327,HC RECOMBIVAX HB 10 MCG/ML VIAL,$23.00
63600326,HC RECOMBIVAX HB 5 MCG/0.5 ML VL,$21.80
63600325,HC ZOSTAVAX VIAL,$307.55
63600324,HC MENACTRA VIAL,$193.22
63600323,HC NWH MENOMUNE-A-C-Y-W-135 VIAL,$216.00
63600322,HC NWH PNEUMOVAX 23 VIAL,$130.34
63600320,HC VARIVAX VACCINE WITH DILUENT,$155.00
63600319,HC NWH ADACEL VIAL,$71.00
63600318,HC IPOL SINGLE DOSE SYRINGE,$47.60
63600317,HC M-M-R II VACCINE WITH DILUENT,$93.00
63600315,HC NWH DIPHTHERIA-TETANUS TOX-PED,$64.92
63600313,HC ROTATEQ VACCINE,$133.94
63600312,HC NWH RABIES VACCINE (PCEC)/PF INTRAMUSC 2.5 UNIT KIT,$373.80
63600311,HC PNEUMOCOCCAL CONJ VACCINE 13 VALENT IM (TECH),$259.28
63600309,HC NWH FLUARIX 2010-11 SYRINGE 0.5 SYRINGE,$13.00
63600308,HC FLU VACCINE NO PRESERV 6-35 M,$13.00
63600307,HC NWH GARDASIL VIAL,$250.60
63600305,HC ACTHIB VACCINE VIAL,$30.02
63600303,HC HAVRIX 720 UNITS/0.5 ML VIAL,$95.00
63600302,HC HEPATITIS A VACCINE  PEDIATRIC/ADOLESCENT DOSAGE-2 DOSE SCHEDULE  FOR INTRAMUSCULAR USE,$52.54
63600301,"HC HAVRIX 1,440 UNITS/ML VIAL",$95.26
63600300,HC NWH SYNAGIS 50 MG/0.5 ML VIAL,"$3,862.45"
63600229,HC ALBUTEROL UNIT DOSE PER 1MG,$1.60
63600216,HC HYLANG-F20 INTRAART INJ PER1MG,$52.93
63600144,HC LIDOCAINE HCL 10 MG,$0.01
63600137,HC INJ TORADOL (IM) PER 15MG,$3.17
63600124,HC MGH HEPARIN SODIUM PER 10 UNITS,$0.20
63600099,HC MGH INJ METHYLPREDNISONE PER 80MG,$55.14
63600097,HC MGH DEPO-MEDROL 20MG INJECTION,$11.78
63600079,HC BETAMETHASON ACETAT/SODPHOS 3MG/3MG,$22.05
63600071,HC BOTOX TYPE A/PER UNIT DOSE,$25.24
63600003,HC MGH RABIES IMM GLOBUL (RIG) IM/SC,$889.00
63409999,HC PHARMACY (634) EPO WITH HCPCS,I.C.
61000143,HC MRA W/O FOL W/CONT LWR EXT (RT),"$4,280.00"
61000124,HC MRI W/O FOL W/CONT  BREAST,"$6,605.00"
61000123,HC MRA W/O FOL W/CONT  ABD,"$4,267.00"
61000122,HC MRI TEMPOROMANDIBULAR JOINT,"$3,083.00"
61000120,HC MRA W/O OR W/CONT UPPER EXTR,"$4,300.00"
61000119,HC MRA W/O&W/DYE UPPER EXTR (LT),"$4,300.00"
61000118,HC MRA W/O&W/DYE UPPER EXTR (RT),"$4,300.00"
61000116,HC MRA W/O DYE UPPER EXTR,"$2,580.00"
61000115,HC MRA W/O DYE UPPER EXTR (LT),"$2,580.00"
61000114,HC MRA W/O DYE UPPER EXTR (RT),"$2,580.00"
61000112,HC MRA W/DYE UPPER EXTREMITY,"$3,439.00"
61000111,HC MRA W/DYE UPPER EXTREMITY (LT),"$3,439.00"
61000110,HC MRA W/DYE UPPER EXTREMITY (RT),"$3,439.00"
61000109,HC MRA W/O FOL W/CONT PELVIS,"$4,264.00"
61000108,HC MRA W/O CONT PELVIS,"$2,558.00"
61000106,HC MRA W/CONT PELVIS,"$3,411.00"
61000105,HC MRA W/O FOL W/CONT CHEST,"$4,365.00"
61000104,HC MRA W/O CONT CHEST,"$2,620.00"
61000103,HC MRA W/CONT CHEST,"$3,491.00"
61000102,HC MRA ABDOMEN W/O CONTRAST MATERIAL,"$2,561.00"
61000101,HC MRA ABDOMEN W CONTRAST MATERIAL,"$3,412.00"
61000100,HC MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,"$3,439.00"
61000099,HC MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL (LT),"$3,439.00"
61000098,HC MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL (RT),"$3,439.00"
61000095,HC MRA W/O OR W/CONT SPINAL CANAL,"$4,329.00"
61000094,HC MRA W/O DYE SPINAL CANAL,"$2,596.00"
61000093,HC MRA W/DYE SPINAL CANAL,"$3,463.00"
61000092,HC MRA W/O FOL W/CONT LWR EXT,"$4,280.00"
61000091,HC MRA W/O CONT LWR EXT,"$2,568.00"
61000090,HC MRA W/CONT LWR EXT,"$3,427.00"
61000086,HC MRA NECK W/O &W/CONTRAST MATERIAL,"$5,225.00"
61000085,HC MRA NECK W/CONTRAST MATERIAL,"$3,630.00"
61000084,HC MRA NECK W/O CONTRST MATERIAL,"$3,462.00"
61000083,HC MRA HEAD W/O & W/CONTRAST MATERIAL,"$5,232.00"
61000082,HC MRA HEAD W/CONTRAST MATERIAL,"$3,454.00"
61000081,HC MRA HEAD W/O CONTRST MATERIAL,"$3,466.00"
61000080,HC MRI W/O FOL W/CONT BRST UN,"$6,578.00"
61000079,HC MRI W/O CONT BREAST UNI,"$3,948.00"
61000077,HC COMPUTER AIDED DETECTION BREAST MRI,$144.00
61000076,HC MRI BREAST BILATERAL WO CONTRAST,"$3,963.00"
61000067,HC MRI ABDOMEN W/O & W/CONTRAST MATERIAL,"$4,768.00"
61000066,HC MRI ABDOMEN W/CONTRAST MATERIAL,"$4,260.00"
61000065,HC MRI ABDOMEN W/O CONTRAST MATERIAL,"$3,098.00"
61000064,HC MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,"$4,434.00"
61000063,HC MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,"$3,621.00"
61000062,HC MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,"$3,414.00"
61000061,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,"$4,750.00"
61000060,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR (LT),"$4,750.00"
61000059,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR (RT),"$4,750.00"
61000058,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,"$3,785.00"
61000057,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL (LT),"$3,785.00"
61000056,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL (RT),"$3,785.00"
61000055,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,"$3,502.00"
61000054,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL (LT),"$3,502.00"
61000053,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL (RT),"$3,502.00"
61000052,HC MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,"$4,466.00"
61000051,HC MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,"$3,562.00"
61000050,HC MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,"$3,346.00"
61000049,HC MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,"$4,759.00"
61000048,HC MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS (LT),"$4,759.00"
61000047,HC MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS (RT),"$4,759.00"
61000046,HC MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,"$3,801.00"
61000045,HC MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL (LT),"$3,801.00"
61000044,HC MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL (RT),"$3,801.00"
61000043,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,"$3,597.00"
61000042,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL (LT),"$3,597.00"
61000041,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL (RT),"$3,597.00"
61000040,HC MRI PELVIS W/O & W/CONTRAST MATERIAL,"$4,760.00"
61000039,HC MRI PELVIS W/CONTRAST MATERIAL,"$3,834.00"
61000038,HC MRI PELVIS W/O CONTRAST MATERIAL,"$3,549.00"
61000037,HC MRI CHEST W/O & W/CONTRAST MATERIAL,"$5,523.00"
61000036,HC MRI CHEST W/CONTRAST MATERIAL,"$4,380.00"
61000035,HC MRI CHEST W/O CONTRAST MATERIAL,"$3,987.00"
61000032,HC MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,"$4,565.00"
61000031,HC MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,"$4,260.00"
61000030,HC MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,"$4,620.00"
61000029,HC MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,"$3,892.00"
61000028,HC MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,"$3,141.00"
61000027,HC MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,"$3,461.00"
61000026,HC MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,"$3,171.00"
61000025,HC MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,"$3,926.00"
61000024,HC MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,"$3,162.00"
61000019,HC MRI BRAIN FUNCTIONAL W/O PHYSICIAN ADMNISTRATION,"$3,672.00"
61000018,HC MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,"$4,643.00"
61000017,HC MRI BRAIN BRAIN STEM W/CONTRAST MATERIAL,"$3,890.00"
61000016,HC MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,"$3,575.00"
61000015,HC MRI ORBIT FACE & NCK W/O & W/CONTRAST MATRL,"$4,696.00"
61000014,HC MRI ORBIT FACE & NCK W/O & W/CONTRAST MATRL (LT),"$4,696.00"
61000013,HC MRI ORBIT FACE & NCK W/O & W/CONTRAST MATRL (RT),"$4,696.00"
61000012,HC MRI ORBIT FACE & NECK W/CONTRAST MATERIAL,"$3,758.00"
61000011,HC MRI ORBIT FACE & NECK W/CONTRAST MATERIAL (LT),"$3,758.00"
61000010,HC MRI ORBIT FACE & NECK W/CONTRAST MATERIAL (RT),"$3,758.00"
61000009,HC MRI ORBIT FACE &/NECK W/O CONTRAST,"$3,469.00"
61000008,HC MRI ORBIT FACE &/NECK W/O CONTRAST (LT),"$3,469.00"
61000007,HC MRI ORBIT FACE &/NECK W/O CONTRAST (RT),"$3,469.00"
61000003,HC MR GUIDANCE NEEDLE PLACEMENT,"$2,519.00"
61000001,HC MRI SPECTROSCOPY,"$2,529.00"
53000005,HC OSTEOPATHIC MANIPULATIVE TX 9-10 BODY REGIONS,$238.00
53000004,HC OSTEOPATHIC MANIPULATIVE TX 7-8 BODY REGIONS,$208.00
53000003,HC OSTEOPATHIC MANIPULATIVE TX 5-6 BODY REGIONS,$175.00
53000002,HC OSTEOPATHIC MANIPULATIVE TX 3-4 BODY REGIONS,$132.00
53000001,HC OSTEOPATHIC MANIPULATIVE TX 1-2 BODY REGIONS,$89.00
51000578,HC CONT GLUC MNTR PHYSICIAN/QHP PROVIDED EQUIPTMENT,$667.00
51000577,HC CONT GLUC MONITORING PATIENT PROVIDED EQUIPTMENT,$266.00
51000555,HC APPLICATION TOPICAL FLUORIDE VARNISH BY PHS/QHP,$42.00
51000146,HC PROLONGED SVC OFFICE O/P DIR CONTACT 1ST HR,$368.00
51000145,"HC PROLONGED SVC, EA ADD 30 MIN",$364.00
51000144,HC INITIAL PREVENTIVE EXAM,$383.00
51000139,HC ANNUAL WELLNESS SUBSEQ,$520.00
51000137,HC TRANS CARE MGMT 7 DAY DISCH,$679.00
51000136,HC TRANS CARE MGMT 14 DAY DISCH,$470.00
51000135,HC ANNUAL WELL VISIT INCLUDING PPPS SUBSEQ,$520.00
51000134,HC ANNUAL WELL VISIT INCLUDING PPPS INITIAL,$767.00
51000133,HC BEHAVIOR COUNSEL OBESITY 15M,$104.00
51000089,HC CONSULT - HIGH LEVEL VISIT,$836.00
51000088,HC CONSULT - LEVEL 4 VISIT,$671.00
51000087,HC CONSULT - MEDIUM LEVEL VISIT,$424.00
51000086,HC CONSULT - LEVEL 2 VISIT,$302.00
51000085,HC CONSULT - LOW LEVEL VISIT,$143.00
51000084,HC ESTAB PT - HIGH LEVEL VISIT,$425.00
51000083,HC OFFICE OUTPATIENT EST LEVEL 4,$302.00
51000082,HC ESTAB PT - MEDIUM LEVEL VISIT,$193.00
51000081,HC OFFICE OUTPATIENT EST LEVEL 2,$102.00
51000080,HC ESTAB PT- LOW LEVEL VISIT,$102.00
51000079,HC NEW PT - HIGH LEVEL VISIT,$638.00
51000078,HC NEW PT - LEVEL 4 VISIT,$488.00
51000077,HC NEW PT - MEDIUM LEVEL VISIT,$294.00
51000076,HC NEW PT - LEVEL 2 VISIT,$191.00
51000075,HC NEW PT - LOW LEVEL VISIT,$104.00
51000073,HC SCREENING TEST VISUAL ACUITY QUANTITATIVE BILAT,$54.00
51000065,HC MEDICAL GENETICS COUNSELING EACH 30 MINUTES,$188.00
51000030,HC FLUORESCEIN ANGIOSCOPY INTERPRETATION & REPORT,"$2,100.00"
48000441,HC MYOCARDIAL STRAIN IMAGING QUAN ASSMT,$634.00
48000422,HC INTERROGATION EVAL F2F IMPLANT SUBQ LEAD DEFIB,$356.00
48000420,HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R,"$2,913.00"
48000419,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D,"$2,099.00"
48000418,HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST,"$1,969.00"
48000416,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,$967.00
48000415,HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP,"$1,664.00"
48000414,HC F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY,"$1,288.00"
48000413,HC COMPLETE TTHRC ECHO CONGENITAL CARDIAC ANOMALY,"$1,794.00"
48000255,HC ECHO TTE WITH CONTRAST AND CONT ECG,"$2,140.00"
48000254,HC TEE W OR W/O FOL W/CON STRES,"$1,923.00"
48000253,HC DISTAL EMBOLIC PROTECTION,$650.00
48000233,HC SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,"$8,551.00"
48000232,HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL,"$7,295.00"
48000224,HC NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,"$7,295.00"
48000204,HC ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG,"$2,140.00"
48000203,HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST,"$1,969.00"
48000202,HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST W/CONT OR W/O FOL W/CONT,"$1,923.00"
48000201,HC DOP ECHOCARD COLOR FLOW VELOCITY MAPPING,$570.00
48000200,HC DOP ECHOCARD PULSE WAVE W/SPECTRAL F-UP/LMTD STD,$436.00
48000199,HC DOPPLER ECHOCARD PULSE WAVE W/SPECTRAL DISPLAY,$740.00
48000198,HC ECHO TRANSESOPHAG MONTR CARDIAC PUMP FUNCTJ,"$3,950.00"
48000194,HC ECHO TRANSESOPHAG CONGEN PROBE PLCMT IMGNG I&R W/CONT OR W/O FOL W/CONT,"$2,573.00"
48000191,HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R,"$2,913.00"
48000190,HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R W/CONT OR W/O FOL W/CONT,"$2,822.00"
48000189,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,$967.00
48000188,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD W/CONT OR W/O FOL W/CONT,$945.00
48000187,HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP,"$1,664.00"
48000186,HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP W/CONT OR W/O FOL W/CONT,"$1,392.00"
48000185,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D,"$2,099.00"
48000184,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D W/CONT OR W/O FOL W/CONT,"$2,099.00"
48000182,HC F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY W/CONT OR W/O FOL W/CONT,"$1,141.00"
48000180,HC COMPLETE TTHRC ECHO CONGENITAL CARDIAC ANOMALY W/CONT OR W/O FOL W/CONT,"$1,714.00"
48000179,HC DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT,$248.00
48000178,HC DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE,$308.00
48000173,HC CV STRS TST XERS&/OR RX CONT ECG TRCG ONLY,"$1,111.00"
48000169,HC CARDIOVASCULAR FUNCTION EVAL W/TILT TABLE W/MNTR,"$4,660.00"
48000167,HC EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS,"$11,823.00"
48000130,HC INSERTION FLOW DIRECTED CATHETER FOR MONITORING,"$7,216.00"
48000106,HC THROMBOLYSIS CORONARY INTRAVENOUS INFUSION,"$1,780.00"
48000081,HC RMVL IMPLANTABLE PT-ACTIVATED CAR EVENT RECORDER,"$5,264.00"
48000080,HC IMPLANTATION PT-ACTIVATED CARDIAC EVENT RECORDER,"$17,620.00"
48000077,HC REM PAC CVDFB PLS GEN &REPL PLSE GEN MULTI LEA,"$8,171.00"
48000076,HC RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD,"$7,875.00"
48000075,HC RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD,"$7,580.00"
48000074,HC INS/REP PAC PERM CVDFB TRNSVEN LEADS 1/2 CHAMBER,"$20,281.00"
48000071,HC REMVL PAC CVDFB PLS GEN ONLY,"$6,563.00"
48000070,HC INSJ IMPLNTBL DEFIB PULSE GEN W/1 EXISTING LD,"$10,380.00"
48000068,HC RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR,"$10,781.00"
