CDM NAME,HOSPITAL,TECHNICAL DESCRIPTION,TOTAL CHARGE
BMC,Brookwood Medical Center ,VITAL CAPACITY,$221.11 
BMC,Brookwood Medical Center ,ABG W CALC O2 SAT,$828.86 
BMC,Brookwood Medical Center ,BIPAP INITIAL,"$1,019.90 "
BMC,Brookwood Medical Center ,MDI DEMO AND/OR EVAL,$147.70 
BMC,Brookwood Medical Center ,MDI TREATMENT,$142.04 
BMC,Brookwood Medical Center ,PULSE OX SINGLE,$204.40 
BMC,Brookwood Medical Center ,METHEMOGLOBIN QUAL,$112.42 
BMC,Brookwood Medical Center ,NITRIC OXIDE PER DAY,"$10,276.95 "
BMC,Brookwood Medical Center ,NITRIC OXIDE <12 HRS,"$5,138.47 "
BMC,Brookwood Medical Center ,MAX VOLUNTRY VENTILATION,$945.23 
BMC,Brookwood Medical Center ,CONT AER MED OBSTR 1STHR,$262.40 
BMC,Brookwood Medical Center ,CONT AER MED OBSTR ADDHR,$262.76 
BMC,Brookwood Medical Center ,CPAP MANAGEMENT DLY,"$1,019.90 "
BMC,Brookwood Medical Center ,BIPAP MANAGEMENT DLY,$149.76 
BMC,Brookwood Medical Center ,CHST WALL MANIPULATN INI,$178.84 
BMC,Brookwood Medical Center ,CHST WALL MANIPULATN SUB,$178.84 
BMC,Brookwood Medical Center ,MECH CHEST WALL OSCILL,$879.55 
BMC,Brookwood Medical Center ,PLETHSYMOGRAPHY LUNG VOL,"$1,890.48 "
BMC,Brookwood Medical Center ,LUNG VOL GAS DIL/WASHOUT,$992.50 
BMC,Brookwood Medical Center ,DIFFUSING CAPACITY,$772.28 
BMC,Brookwood Medical Center ,PULSE OXIM MULT DETRM,$281.36 
BMC,Brookwood Medical Center ,VENT NEONATAL INITIAL,"$4,513.32 "
BMC,Brookwood Medical Center ,HIGH FREQ VENT INITIAL,"$4,513.32 "
BMC,Brookwood Medical Center ,HIGH FREQ VENT SUBSQ/DLY,"$4,513.32 "
BMC,Brookwood Medical Center ,BD GAS CAP STICK,$136.27 
BMC,Brookwood Medical Center ,PERIT DIALYSIS SNGL EVAL,"$3,945.53 "
BMC,Brookwood Medical Center ,UNSCHED DIAL ESRD PT,"$2,876.34 "
BMC,Brookwood Medical Center ,IP CAPD,"$1,793.54 "
BMC,Brookwood Medical Center ,IP CCPD,"$1,793.54 "
BMC,Brookwood Medical Center ,IP HEMODIALYSIS,"$3,381.87 "
BMC,Brookwood Medical Center ,CONT RENAL REPLACE THRPY,"$3,602.20 "
BMC,Brookwood Medical Center ,PT MANUAL THERAPY EA 15M,$182.52 
BMC,Brookwood Medical Center ,PT EVAL LOW COMP,$444.71 
BMC,Brookwood Medical Center ,PT EVAL MOD COMP,$395.57 
BMC,Brookwood Medical Center ,PT EVAL HIGH COMP,$395.57 
BMC,Brookwood Medical Center ,PT RE-EVAL,$302.60 
BMC,Brookwood Medical Center ,PT EVAL HM/WK SITE LOW,$424.50 
BMC,Brookwood Medical Center ,PT EVAL HM/WK SITE MOD,$424.50 
BMC,Brookwood Medical Center ,PT RE-EVAL HM/WK,$286.98 
BMC,Brookwood Medical Center ,PT EVAL HM/WK SITE HIGH,$424.50 
BMC,Brookwood Medical Center ,PT PARAFFIN BATH BSC,$79.63 
BMC,Brookwood Medical Center ,PT E-STIM MANUAL 15 BSC,$571.99 
BMC,Brookwood Medical Center ,PT US EA 15 BSC,$509.60 
BMC,Brookwood Medical Center ,PT HUBBARD TNK EA 15 BSC,$71.68 
BMC,Brookwood Medical Center ,PT THER EX EA 15,$170.84 
BMC,Brookwood Medical Center ,PT THER EX EA 15 #2,$172.96 
BMC,Brookwood Medical Center ,PT NEUROMUSC RE-ED EA15,$267.13 
BMC,Brookwood Medical Center ,PT NEUROMUSC RE-ED EA15#,$297.01 
BMC,Brookwood Medical Center ,PT THERAPEUTC MASSG EA15,$139.68 
BMC,Brookwood Medical Center ,PT THERAPEUTC ACT EA 15,$120.19 
BMC,Brookwood Medical Center ,PT THERAPEUTC ACT EA15#2,$106.00 
BMC,Brookwood Medical Center ,PT SLF CR/HM MGMT EA 15,$213.75 
BMC,Brookwood Medical Center ,PT SLF CR/HM MGMT EA15#2,$148.76 
BMC,Brookwood Medical Center ,PT WK HRD/COND INIT 2 HR,$613.11 
BMC,Brookwood Medical Center ,PT WK HRD/COND INIT 2HR#,$613.11 
BMC,Brookwood Medical Center ,PT GRP 1 THER PROC 2,$188.58 
BMC,Brookwood Medical Center ,PT GRP 1 THERAPTC PROC2-,$189.78 
BMC,Brookwood Medical Center ,PT GRP 1 THERAPTC PROC4-,$189.78 
BMC,Brookwood Medical Center ,PT GRP2 THERAPTC PROC(2+,$188.58 
BMC,Brookwood Medical Center ,PT GRP3 THERAPTC PROC(2+,$189.78 
BMC,Brookwood Medical Center ,PT GRP4 THERAPTC PROC(2+,$189.78 
BMC,Brookwood Medical Center ,PT EVAL NEUR/PED LOW,$424.50 
BMC,Brookwood Medical Center ,PT EVAL NEUR/PED MOD,$424.50 
BMC,Brookwood Medical Center ,PT EVAL NEUR/PED HIGH,$424.50 
BMC,Brookwood Medical Center ,PT NEUR/PED RE-EVAL,$286.98 
BMC,Brookwood Medical Center ,PT WP ATTEND EA 15 BSC,$135.25 
BMC,Brookwood Medical Center ,PT GAIT/STR TRN EA 15,$183.72 
BMC,Brookwood Medical Center ,PT GAIT/STR TRN EA15 #2,$157.56 
BMC,Brookwood Medical Center ,PT WHLCHR TRN EA 15,$174.03 
BMC,Brookwood Medical Center ,PT CPM INIT APPL EA15MN,$121.51 
BMC,Brookwood Medical Center ,PT EVAL WND CARE LOW,$424.50 
BMC,Brookwood Medical Center ,PT EVAL WND CARE MOD,$424.50 
BMC,Brookwood Medical Center ,PT EVAL WND CARE HIGH,$424.50 
BMC,Brookwood Medical Center ,PT COGNITIVE SKILL DEV EA15MIN,$167.32 
BMC,Brookwood Medical Center ,SEL DEB 1ST 20CM OR LESS,$592.76 
BMC,Brookwood Medical Center ,SEL DEB EAADD UPTO 20CM,$588.23 
BMC,Brookwood Medical Center ,PT NSL WD/S DEB WO AN IN,$440.70 
BMC,Brookwood Medical Center ,PT NEG PRESS <=50CM,$401.89 
BMC,Brookwood Medical Center ,PT E-STIM BASIC,$91.56 
BMC,Brookwood Medical Center ,PT MANUAL THERAPY EA 15M,$208.34 
BMC,Brookwood Medical Center ,PT PHYS PERF TST 15MIN,$144.66 
BMC,Brookwood Medical Center ,PT IONTOPHORESIS 15 BSC,$128.73 
BMC,Brookwood Medical Center ,PT THERAPEUTIC EXER EA15,$165.88 
BMC,Brookwood Medical Center ,PT NEUROMUSC RE-ED EA15,$311.86 
BMC,Brookwood Medical Center ,PT AQUATC THER W/EXER EA,$152.62 
BMC,Brookwood Medical Center ,PT THERAPEUTC MASSG EA15,$163.23 
BMC,Brookwood Medical Center ,PT THERAPEUTC ACT EA 15,$110.16 
BMC,Brookwood Medical Center ,PT SLF CR/HM MGMT EA 15,$173.85 
BMC,Brookwood Medical Center ,PT GRP 1 THER PROC 2,$189.78 
BMC,Brookwood Medical Center ,PT MECH TRACTION BSC,$91.56 
BMC,Brookwood Medical Center ,PT VASOPNEUM DVC BSC,$99.53 
BMC,Brookwood Medical Center ,PT GAIT/STR TRN EA 15,$147.31 
BMC,Brookwood Medical Center ,PT WHLCHR TRN EA 15,$175.68 
BMC,Brookwood Medical Center ,PT ORTHO MGMT INIT EA 15MIN,$135.36 
BMC,Brookwood Medical Center ,PT PROSTH TRN INIT EA 15MIN,$829.43 
BMC,Brookwood Medical Center ,OT WHIRLPOOL EXTNSV,$541.45 
BMC,Brookwood Medical Center ,OT SWAL/ORAL FUNCT TX INTERM,$563.33 
BMC,Brookwood Medical Center ,OT SWAL/ORAL FUNCT TX CMPLX,$844.99 
BMC,Brookwood Medical Center ,OT SWAL/ORAL FUNCT TX EXTNSV,"$1,126.65 "
BMC,Brookwood Medical Center ,PT MANUAL THERAPY EA15#2,$208.34 
BMC,Brookwood Medical Center ,OT EVAL LOW COMP,$431.72 
BMC,Brookwood Medical Center ,OT EVAL MOD COMP,$371.72 
BMC,Brookwood Medical Center ,OT EVAL HIGH COMP,$371.72 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE LOW,$409.81 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE MOD,$412.09 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE HIGH,$412.09 
BMC,Brookwood Medical Center ,OT RE-EVAL,$253.49 
BMC,Brookwood Medical Center ,OT RE-EVAL HM/WK,$271.69 
BMC,Brookwood Medical Center ,OT PARAFFIN BATH BSC,$79.63 
BMC,Brookwood Medical Center ,OT WHIRLPOOL BSC,$135.36 
BMC,Brookwood Medical Center ,OT WHIRLPOOL INTERM,$270.72 
BMC,Brookwood Medical Center ,OT WHIRLPOOL COMPLX,$406.09 
BMC,Brookwood Medical Center ,OT E-STIM MAN EA 15 BSC,$571.99 
BMC,Brookwood Medical Center ,OT IONTOPHOR EA 15 BSC,$128.73 
BMC,Brookwood Medical Center ,OT US EA 15 BASIC,$509.60 
BMC,Brookwood Medical Center ,OT THERAPTC EXER EA 15,$209.37 
BMC,Brookwood Medical Center ,OT THERAPTC EXER EA15 #2,$172.96 
BMC,Brookwood Medical Center ,OT NEUROMUSC RE-EDUC EA1,$267.13 
BMC,Brookwood Medical Center ,OT NEUROMUSC REEDUC 15 #,$294.21 
BMC,Brookwood Medical Center ,OT THERAPTC MASSGE EA15,$164.82 
BMC,Brookwood Medical Center ,OT THERAPTC MASSGE 15 #2,$163.23 
BMC,Brookwood Medical Center ,OT THERAPTC ACT EA 15,$131.25 
BMC,Brookwood Medical Center ,OT THERAPTC ACT EA 15 #2,$106.00 
BMC,Brookwood Medical Center ,OT SLF CARE HM MGMT EA15,$148.76 
BMC,Brookwood Medical Center ,OT SLF CARE HM MGMT 15#2,$148.76 
BMC,Brookwood Medical Center ,OT COMM/WK REINT TRNG 15,$139.34 
BMC,Brookwood Medical Center ,OT NEURODEV/PED EVAL LOW,$371.72 
BMC,Brookwood Medical Center ,OT NEURODEV/PED EVAL MOD,$371.72 
BMC,Brookwood Medical Center ,OT EVAL NEURDEV/PED HIGH,$412.09 
BMC,Brookwood Medical Center ,OT RE-EVAL NEURODEV/PED,$253.49 
BMC,Brookwood Medical Center ,OT PED THER EXER EA 15,$172.96 
BMC,Brookwood Medical Center ,OT PED NEURO RE-ED EA15,$267.13 
BMC,Brookwood Medical Center ,OT PED THER ACT EA 15,$106.00 
BMC,Brookwood Medical Center ,OT SWAL/ORAL FUNCT TX,$271.14 
BMC,Brookwood Medical Center ,OT WHLCHR TRN EA 15,$184.47 
BMC,Brookwood Medical Center ,OT COG SKILLS DEV EA15MIN,$157.85 
BMC,Brookwood Medical Center ,OT ORTHO MGMT INIT EA 15MIN,$115.83 
BMC,Brookwood Medical Center ,OT ORTHO MGMT/TRN EA15#2,$135.36 
BMC,Brookwood Medical Center ,OT PROSTH TRN INIT EA 15MIN,$82.20 
BMC,Brookwood Medical Center ,OT MANUAL THERAPY EA 15M,$208.34 
BMC,Brookwood Medical Center ,OT THERAPTC EXER EA 15,$165.88 
BMC,Brookwood Medical Center ,OT NEUROMUSC RE-EDUC EA1,$311.86 
BMC,Brookwood Medical Center ,OT THERAPTC MASSGE 15,$163.23 
BMC,Brookwood Medical Center ,OT THERAPTC ACT EA 15,$110.16 
BMC,Brookwood Medical Center ,OT SLF CARE HM MGMT EA15,$173.85 
BMC,Brookwood Medical Center ,OT ORTHO MGMT INIT EA 15MIN,$135.36 
BMC,Brookwood Medical Center ,SPEECH/LANG TX BASIC,$176.50 
BMC,Brookwood Medical Center ,SPEECH/LANG TX INTER,$176.50 
BMC,Brookwood Medical Center ,SPEECH/LANG TX CMPLX,$176.50 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX BASIC,$310.54 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX INTERM,$310.54 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX COMPLX,$309.83 
BMC,Brookwood Medical Center ,SP SWAL EVAL ORL PHARYN,$433.97 
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A W/RS INTERM,$942.87 
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS CMPLX,"$1,414.31 "
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS EXTNSV,"$1,885.74 "
BMC,Brookwood Medical Center ,SPEECH/LANG TX EXTNSV,$640.37 
BMC,Brookwood Medical Center ,SPEECH/LANG TX BASIC,$151.72 
BMC,Brookwood Medical Center ,SPEECH/LANG TX INTER,$151.72 
BMC,Brookwood Medical Center ,SPEECH/LANG TX CMPLX,$151.72 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX BASIC,$332.15 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX INTERM,$292.29 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX COMPLX,$271.14 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX EXTNSV,"$1,408.32 "
BMC,Brookwood Medical Center ,SP EVAL/FIT VOICE PROSTH,$275.53 
BMC,Brookwood Medical Center ,SP EVAL FLUENCY BASIC,$495.01 
BMC,Brookwood Medical Center ,SP EVAL SOUND PROD BSC,$423.57 
BMC,Brookwood Medical Center ,SP EVAL LNG COM W/EXP BSC,$423.57 
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS BSC,$471.44 
BMC,Brookwood Medical Center ,EVAL NON-SP COM INIT HR,$433.97 
BMC,Brookwood Medical Center ,THEP USE OF NON-SP-GEN D,$289.31 
BMC,Brookwood Medical Center ,SP EVAL ALT COM DEV 1HR,$289.31 
BMC,Brookwood Medical Center ,SP EVAL A/C DEV ADD 30M,$144.66 
BMC,Brookwood Medical Center ,SP THERAPEUTIC SP DEV,$289.31 
BMC,Brookwood Medical Center ,SP SWAL EVAL ORAL PHARYN BASIC,$408.47 
BMC,Brookwood Medical Center ,SP EVAL CINE VIDEO,$427.40 
BMC,Brookwood Medical Center ,SP THERAPEUTIC SP DEV INTERM,$578.61 
BMC,Brookwood Medical Center ,SP SWAL EVAL ORAL PHARYN INTRM,$371.34 
BMC,Brookwood Medical Center ,SP SWAL EVAL ORAL PHARYN COMP,$787.24 
BMC,Brookwood Medical Center ,SP THERAPEUTIC SP DEV CMPLX,$867.92 
BMC,Brookwood Medical Center ,SP THERAPEUTIC SP DEV EXTNSV,"$1,157.22 "
BMC,Brookwood Medical Center ,SP SWAL EVAL ORAL PHARYN EXTNS,"$1,731.91 "
BMC,Brookwood Medical Center ,SP EVAL CINE VIDEO INTERM,$888.32 
BMC,Brookwood Medical Center ,SP EVAL CINE VIDEO CMPLX,"$1,332.48 "
BMC,Brookwood Medical Center ,SP EVAL CINE VIDEO EXTNSV,"$1,776.64 "
BMC,Brookwood Medical Center ,SP STD COG PERF TEST,$290.63 
BMC,Brookwood Medical Center ,SP STD COG PERF TEST CMPLX,$871.89 
BMC,Brookwood Medical Center ,SP STD COG PERF TEST INTERM,$581.26 
BMC,Brookwood Medical Center ,SP STD COG PERF TEST EXTNSV,"$1,162.52 "
BMC,Brookwood Medical Center ,SP COGNITIVE SKILL DEV EA15MIN,$157.85 
BMC,Brookwood Medical Center ,CARDIAC EVAL COMPLETE,$422.03 
BMC,Brookwood Medical Center ,C/R EXER PHASE II,$422.03 
BMC,Brookwood Medical Center ,C/R EXER PHASE III,$483.06 
BMC,Brookwood Medical Center ,RESP FUNCTION GRP SESSN,$439.26 
BMC,Brookwood Medical Center ,PULM REHAB W/EXER 1 SESS,$360.97 
BMC,Brookwood Medical Center ,RT/RN NP PULM RHB E&M 5,$315.85 
BMC,Brookwood Medical Center ,SP EVAL LNG COM W/EXP INTERM,$897.97 
BMC,Brookwood Medical Center ,SP EVAL LNG COM W/EXP CMPLX,"$1,346.95 "
BMC,Brookwood Medical Center ,SP EVAL LNG COM W/EXP EXTNSV,"$1,795.94 "
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS INTERM,$990.02 
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS CMPLX,"$1,485.03 "
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS EXTNSV,"$1,980.04 "
BMC,Brookwood Medical Center ,SPEECH/LANG TX CMPLX,$480.28 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX BASIC,$271.14 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX INTERM,$271.14 
BMC,Brookwood Medical Center ,SP SWAL/ORAL TX EXTNSV,"$1,126.65 "
BMC,Brookwood Medical Center ,PT EVAL LOW COMP,$395.57 
BMC,Brookwood Medical Center ,PT EVAL HM/WK SITE LOW,$400.47 
BMC,Brookwood Medical Center ,PT EVAL HM/WK SITE MOD,$400.47 
BMC,Brookwood Medical Center ,PT E-STIM MAN EA 15 BSC,$513.91 
BMC,Brookwood Medical Center ,PT US EA15 BSC,$457.86 
BMC,Brookwood Medical Center ,PT THER EX EA 15,$172.96 
BMC,Brookwood Medical Center ,PT NEUROMUSC RE-ED EA15#,$267.13 
BMC,Brookwood Medical Center ,PT GAIT/STR TRN EA15,$128.57 
BMC,Brookwood Medical Center ,PT GAIT/STR TRN EA15 #2,$128.57 
BMC,Brookwood Medical Center ,PT THER MASSGE EA 15,$155.46 
BMC,Brookwood Medical Center ,PT THER ACT EA 15,$106.00 
BMC,Brookwood Medical Center ,PT SLF CARE/HM MGMT EA15,$148.76 
BMC,Brookwood Medical Center ,PT SLF CARE/HM MGMT 15#2,$90.85 
BMC,Brookwood Medical Center ,PT WHEELCHR TRN EA15,$157.85 
BMC,Brookwood Medical Center ,PT GRP1 THERAPTC PROC(2+,$180.74 
BMC,Brookwood Medical Center ,OT EVAL LOW COMP,$371.72 
BMC,Brookwood Medical Center ,OT RE-EVAL,$271.69 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE LOW,$392.47 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE MOD,$409.81 
BMC,Brookwood Medical Center ,OT EVAL HM/WK SITE HIGH,$409.81 
BMC,Brookwood Medical Center ,OT E-STIM MAN EA 15 BSC,$489.44 
BMC,Brookwood Medical Center ,OT THERAPTC EXER EA 15,$172.96 
BMC,Brookwood Medical Center ,OT THERAPTC EXER EA15#2,$220.30 
BMC,Brookwood Medical Center ,OT NEUROMUSC REEDUC 15#2,$378.14 
BMC,Brookwood Medical Center ,OT THERAPTC MASSGE EA15,$163.23 
BMC,Brookwood Medical Center ,OT THERAPTC ACT EA 15,$106.00 
BMC,Brookwood Medical Center ,OT GRP 1 THER PROC 2,$189.78 
BMC,Brookwood Medical Center ,SPEECH/LANG TX GRP BASIC,$80.13 
BMC,Brookwood Medical Center ,SP EVAL SOUND PRODUCTION,$423.57 
BMC,Brookwood Medical Center ,SP EVAL LNG COM W/EXP,$423.57 
BMC,Brookwood Medical Center ,SP EVAL BEH QUAL A V/RS,$495.01 
BMC,Brookwood Medical Center ,SP SWAL EVAL PHARYN LTD,$787.24 
BMC,Brookwood Medical Center ,SP SWAL EVAL PHARYN INT,$371.34 
BMC,Brookwood Medical Center ,SP SWAL EVAL PHARYN COM,"$1,180.86 "
BMC,Brookwood Medical Center ,SP SWAL EVAL ORL PHARYN EXTNSV,"$1,574.48 "
BMC,Brookwood Medical Center ,OT SENSRY INTRGRN EA15,$188.51 
BMC,Brookwood Medical Center ,OT ORTHO PROS MGMT EA 15MIN,$125.12 
BMC,Brookwood Medical Center ,PT ORTHO MGMT INIT EA 15MIN,$115.83 
BMC,Brookwood Medical Center ,OT PROSTH FIT/TRN EA 15M #2,$745.22 
BMC,Brookwood Medical Center ,INFLUENZA VACC ADMIN,$118.93 
BMC,Brookwood Medical Center ,PNEUMOCOCCAL VACC ADMIN,$120.07 
BMC,Brookwood Medical Center ,SURG PROC LEVEL I,$158.52 
BMC,Brookwood Medical Center ,SURG PROC LEVEL II,$315.48 
BMC,Brookwood Medical Center ,SURG PROC LEVEL III,$540.02 
BMC,Brookwood Medical Center ,RIGHT CARE RIGHT PLACE,$45.79 
BMC,Brookwood Medical Center ,ER VISIT LVL I,$466.20 
BMC,Brookwood Medical Center ,CRIT CARE E&M 30-74 MIN,"$4,185.76 "
BMC,Brookwood Medical Center ,ER VISIT LVL II,$952.23 
BMC,Brookwood Medical Center ,ER VISIT LVL III,"$1,435.74 "
BMC,Brookwood Medical Center ,ER VISIT LVL IV,"$2,247.57 "
BMC,Brookwood Medical Center ,ER VISIT LVL V,"$2,345.40 "
BMC,Brookwood Medical Center ,CPR CARDIOPULM RESUSC,"$1,572.77 "
BMC,Brookwood Medical Center ,TRANSCUTANEOUS PACING,"$1,156.43 "
BMC,Brookwood Medical Center ,IV INF HYD INIT 31-60MIN,$689.22 
BMC,Brookwood Medical Center ,IV INF HYD EA ADD HR,$506.03 
BMC,Brookwood Medical Center ,IV INF TX INIT <=1 HR,$704.21 
BMC,Brookwood Medical Center ,IV INF TX EA ADD HR,$456.51 
BMC,Brookwood Medical Center ,IV INF SEQUENTL 1 HR,$490.43 
BMC,Brookwood Medical Center ,INJ TX/PRPH/DX IVP INT,$266.10 
BMC,Brookwood Medical Center ,INJ ADD SEQUENTL IVP,$308.15 
BMC,Brookwood Medical Center ,INJ T/P/D IVP SAME SUBST,$308.15 
BMC,Brookwood Medical Center ,INJ TX/PROPH/DX SQ/IM,$212.94 
BMC,Brookwood Medical Center ,CRITICAL CR E&M ADDL 30,"$2,036.47 "
BMC,Brookwood Medical Center ,IMM ADMIN SNGL/COMBO VAC,$178.67 
BMC,Brookwood Medical Center ,INFLUENZA VACC ADMIN,$126.07 
BMC,Brookwood Medical Center ,HEPATITIS B VACC ADMIN,$150.09 
BMC,Brookwood Medical Center ,IMM ADMIN SNGL/COMBO VAC,$150.06 
BMC,Brookwood Medical Center ,IV INF TX INIT <=1 HR,$651.02 
BMC,Brookwood Medical Center ,IV INF TX EA ADD HR,$479.34 
BMC,Brookwood Medical Center ,IV INF CONCURRENT,$484.10 
BMC,Brookwood Medical Center ,INJ TX/PROPH/DX SQ/IM,$145.95 
BMC,Brookwood Medical Center ,INJ TX/PRPH/DX IVP INT,$228.04 
BMC,Brookwood Medical Center ,INJ ADD SEQUENTL IVP,$192.63 
BMC,Brookwood Medical Center ,INJ T/P/D IVP SAME SUBST,$192.63 
BMC,Brookwood Medical Center ,SURG PROC LEVEL I,$135.10 
BMC,Brookwood Medical Center ,SURG PROC LEVEL II,$268.87 
BMC,Brookwood Medical Center ,SURG PROC LEVEL III,$460.25 
BMC,Brookwood Medical Center ,FETAL NON-STRESS TEST,$827.20 
BMC,Brookwood Medical Center ,ER VISIT LVL I,$330.89 
BMC,Brookwood Medical Center ,ER VISIT LVL II,$682.62 
BMC,Brookwood Medical Center ,ER VISIT LVL III,"$1,273.26 "
BMC,Brookwood Medical Center ,ER VISIT LVL V,"$2,414.38 "
BMC,Brookwood Medical Center ,CRIT CARE E&M 30-74 MIN,"$4,567.40 "
BMC,Brookwood Medical Center ,CRITICAL CR E&M ADDL 30,"$1,827.60 "
BMC,Brookwood Medical Center ,OBS 200 ICU 1/HR,"$1,090.15 "
BMC,Brookwood Medical Center ,OBS 200 ICU ADD HR,$763.11 
BMC,Brookwood Medical Center ,OBS 201 ICC 1/HR,"$1,090.15 "
BMC,Brookwood Medical Center ,OBS 201 ICC ADD HR,$763.11 
BMC,Brookwood Medical Center ,OBS 201 ICC DIR ADM,"$1,155.56 "
BMC,Brookwood Medical Center ,OBS 205 CIC 1/HR,$807.69 
BMC,Brookwood Medical Center ,OBS 205 CIC ADD HR,$544.39 
BMC,Brookwood Medical Center ,OBS 205 CIC DIR ADM,$740.45 
BMC,Brookwood Medical Center ,OBS 211 M/S 1/HR,$480.29 
BMC,Brookwood Medical Center ,OBS 211 M/S ADD HR,$354.34 
BMC,Brookwood Medical Center ,OBS 231 M/S 1/HR,$490.43 
BMC,Brookwood Medical Center ,OBS 231 M/S ADD HR,$359.76 
BMC,Brookwood Medical Center ,OBS 232 M/S 1/HR,$490.43 
BMC,Brookwood Medical Center ,OBS 232 M/S ADD HR,$359.76 
BMC,Brookwood Medical Center ,OBS 233 M/S ADD HR,$304.00 
BMC,Brookwood Medical Center ,OBS 233 M/S 1/HR,$438.69 
BMC,Brookwood Medical Center ,OBS 250 OB 1/HR,$587.59 
BMC,Brookwood Medical Center ,OBS 250 OB ADD HR,$441.07 
BMC,Brookwood Medical Center ,OBS 281 ONC 1/HR,$438.69 
BMC,Brookwood Medical Center ,OBS 281 ONC ADD HR,$304.00 
BMC,Brookwood Medical Center ,OBS 281 ONC DIR ADM,$539.40 
BMC,Brookwood Medical Center ,OBS 234 M/S 1/HR,$490.43 
BMC,Brookwood Medical Center ,OBS 234 M/S ADD HR,$327.05 
BMC,Brookwood Medical Center ,OBS 234 M/S DIR ADM,$457.41 
BMC,Brookwood Medical Center ,OBS 235 M/S 1/HR,$490.43 
BMC,Brookwood Medical Center ,OBS 235 M/S ADD HR,$327.05 
BMC,Brookwood Medical Center ,OBS 236 M/S 1/HR,$460.70 
BMC,Brookwood Medical Center ,OBS 236 M/S ADD HR,$321.39 
BMC,Brookwood Medical Center ,OBS 237 M/S 1/HR,$504.31 
BMC,Brookwood Medical Center ,OBS 237 M/S ADD HR,$410.89 
BMC,Brookwood Medical Center ,OBS 238 M/S 1/HR,$460.70 
BMC,Brookwood Medical Center ,OBS 238 M/S ADD HR,$333.52 
BMC,Brookwood Medical Center ,OBS 215 DOU 1/HR,$460.70 
BMC,Brookwood Medical Center ,OBS 215 DOU ADD HR,$304.00 
BMC,Brookwood Medical Center ,OBS 215 DOU DIR ADM,$438.69 
BMC,Brookwood Medical Center ,OBS 219 SDU 1/HR,$348.14 
BMC,Brookwood Medical Center ,OBS 219 SDU ADD HR,$188.88 
BMC,Brookwood Medical Center ,OBS 219 SDU DIR ADM,$369.03 
BMC,Brookwood Medical Center ,OBS 270 REH 1/HR,$460.70 
BMC,Brookwood Medical Center ,OBS 270 REH ADD HR,$318.36 
BMC,Brookwood Medical Center ,OBS 251 OB 1/HR,$549.19 
BMC,Brookwood Medical Center ,OBS 251 OB ADD HR,$364.57 
BMC,Brookwood Medical Center ,OBS 251 OB DIR ADM,$549.19 
BMC,Brookwood Medical Center ,OBS 231 M/S DIR ADM,$438.69 
BMC,Brookwood Medical Center ,OBS 232 M/S DIR ADM,$460.70 
BMC,Brookwood Medical Center ,OBS 233 M/S DIR ADM,$460.70 
BMC,Brookwood Medical Center ,OBS 233 M/S NON-COV,$354.34 
BMC,Brookwood Medical Center ,OBS 250 OB DIR ADM,$483.75 
BMC,Brookwood Medical Center ,OBS 235 M/S DIR ADM,$460.70 
BMC,Brookwood Medical Center ,OBS 236 M/S DIR ADM,$504.31 
BMC,Brookwood Medical Center ,OBS 237 M/S DIR ADM,$460.70 
BMC,Brookwood Medical Center ,OBS 238 M/S DIR ADM,$460.70 
BMC,Brookwood Medical Center ,OBS 229 OIC 1/HR,"$1,144.66 "
BMC,Brookwood Medical Center ,OBS 229 OIC ADD HR,$801.27 
BMC,Brookwood Medical Center ,INFLUENZA VACC ADMIN,$150.06 
BMC,Brookwood Medical Center ,PNEUMOCOCCAL VACC ADMIN,$150.06 
BMC,Brookwood Medical Center ,HEPATITIS B VACC ADMIN,$178.67 
BMC,Brookwood Medical Center ,BLOOD ADMINISTRATION 1-2 UNITS,$991.59 
BMC,Brookwood Medical Center ,BLOOD ADMINISTRATION 3-4 UNITS,"$1,576.63 "
BMC,Brookwood Medical Center ,BLOOD ADMINISTRATION 5-6 UNITS,"$2,102.18 "
BMC,Brookwood Medical Center ,BLOOD ADMINISTRATION 7-8 UNITS,"$2,627.74 "
