St. Francis Medical Center # 106190754,,,
SFMC Dept#,Charge Number ,Charge Description, 06/01/2018 Default Price 
4760,3120169,"FORCEPS,BIOPSY,MULIBITE,(MICROVAS)", $284.00 
4470,6122121,FORTREX CATH BALLOON 0.035 6FR," $2,145.00 "
4470,6122014,FORTREX CATH PTA 6FR 4X100MM," $2,145.00 "
4470,6122030,FORTREX CATH PTA 6FR 6X100MM," $2,145.00 "
4470,6122022,FORTREX CATH PTA 6FR 8X100MM," $2,145.00 "
4470,6122048,FORTREX CATH PTA 7FR 10X40MM," $2,145.00 "
4470,6122899,FORTREX OTW .035 6FR 8X80 CATH," $2,145.00 "
4470,6122881,FORTREX OTW 0.035 6FR 6X80 CATH," $2,145.00 "
4470,6122949,FORTREX OTW PTA CATH  (418782)," $2,145.00 "
4470,6122931,FORTREX OTW PTA CATH (418781)," $2,145.00 "
4710,9413956,FOSAMPRENAVIR 700MG TAB, $57.00 
4710,9402694,FOSCARNET 24MG/ML INJ 250ML," $2,077.00 "
4470,6118509,FRAME STABILIZER TOOL," $4,692.00 "
4470,5147806,FREEDOM CLAMP 10.5MM TO 10.5MM," $10,080.00 "
4470,5147707,FREEDOM CLAMP 10.5MM TO 5MM," $10,080.00 "
4500,6544910,FRESH FROZEN PLASMA THAWING EA UN, $292.00 
4500,6544837,FROZEN BLOOD EA UN FREEZE PREP THAW, $303.00 
4500,6545024,FROZEN BLOOD EA UN FREEZING W/PREP, $510.00 
4509,6674162,FROZEN BLOOD EACH UNIT THAWING, $70.00 
4470,5124987,FULL BODY BAIR HUGGER ADULT BLKT, $137.00 
4710,9407313,FUROSEMIDE 10MG/1ML ORAL SOL, $71.00 
4710,9403601,FUROSEMIDE 10MG/ML 10ML INJ, $32.00 
4710,9403619,FUROSEMIDE 10MG/ML 2ML INJ, $22.00 
4710,9403627,FUROSEMIDE 10MG/ML 4ML INJ, $28.00 
4710,9452640,FUROSEMIDE 1MG/ML D5W INJ, $101.00 
4710,9413998,FUROSEMIDE 20MG TABLET, $1.00 
4710,9414004,FUROSEMIDE 40MG TABLET, $1.00 
4710,9414012,FUROSEMIDE 80MG TABLET, $2.00 
4470,6106058,FUSEFORCE IMPLANT 15 X 15MM," $9,637.00 "
4470,6107296,FUSION BIOLINE 6MM-40CM SUPP PERIPH," $6,953.00 "
4570,5902036,G.I. INTRO KIT, $747.00 
4630,5567540,G.V. COVERED STENT 10 X 10," $13,626.00 "
4630,5567532,G.V. COVERED STENT 10 X 5," $13,626.00 "
4630,5567508,G.V. COVERED STENT 5 X 10," $13,626.00 "
4630,5567557,G.V. COVERED STENT 6 X 10," $13,626.00 "
4630,5567565,G.V. COVERED STENT 7 X 10," $13,626.00 "
4630,5567524,G.V. COVERED STENT 9 X 10," $13,626.00 "
4630,5567516,G.V. COVERED STENT 9 X 5," $13,626.00 "
4630,5567482,G.V. TIPS ENDO. 8/6/2/.038/10," $13,626.00 "
4630,5567490,G.V. TIPS ENDO. 8/7/2/.038/10," $13,626.00 "
4570,5967492,G.V. TIPS ENDO. 8/7/2/.038/10," $13,626.00 "
4710,9414020,GABAPENTIN 100MG CAPSULE, $2.00 
4710,9414038,GABAPENTIN 300MG CAPSULE, $4.00 
4710,9414046,GABAPENTIN 400MG CAPSULE, $6.00 
4660,5428313,GADOXETATE 181.43MG/ML 10ML, $676.00 
4509,6680615,GALACTOS-1 TRANSFERASE SCREEN [AL, $18.25 
4650,5809603,GALLIUM-67 PER MCI IV, $95.00 
4470,5191234,GAMMA 3 NAIL LEFT 10X360MMX125," $12,073.00 "
4470,6110027,GAMMA NAIL R1/5 TI LT 11X340MMX125," $12,073.00 "
4470,6109599,GAMMA NAIL R1/5 TI RT 11X360MMX130," $12,073.00 "
4509,6681563,GAMMAGLOBULIN IGE [AP, $14.88 
4509,6688584,GAMMAGLOBULIN IGE [AP, $14.88 
4509,6689673,GAMMAGLOBULIN IGG 1 2 L OR 4 EA [AP, $8.73 
4509,6689681,GAMMAGLOBULIN IGG 1 2 L OR 4 EA [AP, $8.73 
4509,6689699,GAMMAGLOBULIN IGG 1 2 L OR 4 EA [AP, $8.73 
4509,6689707,GAMMAGLOBULIN IGG 1 2 L OR 4 EA [AP, $8.73 
4710,9414079,GANCICLOVIR 500MG CAPSULE, $59.00 
4710,9402710,GANCICLOVIR 500MG INJECTION, $668.00 
4730,8407934,GAS DILUTION/WASHOUT DETERMINE, $313.00 
4720,5202676,GASSES BLOOD PH ONLY, $29.00 
4500,6522205,GASSES BLOOD PH ONLY, $171.00 
4650,5809520,GASTRIC EMPTYING IMG STUDY," $2,828.00 "
4470,6151781,GASTRO/JEJUNO TUBE 16FR 3-ML GASTRO, $392.00 
4470,6150775,GASTRO/JEJUNO TUBE 18FR DIA, $392.00 
4470,6153795,GASTRO/JEJUNO TUBE 20FR 7-10ML, $106.00 
4722,5310743,GASTROESOPHAGEAL REFLUX TEST," $2,253.00 "
4775,7352255,GATE TRAINING EACH 15 MINUTES, $175.00 
4760,3100021,GAUGE ASSEM. 60CC SYRINGE, $603.00 
4470,6140149,GAUGE MEASUR 3.2 GUIDEWIRE SLEEVE," $5,840.00 "
4471,5013164,"GAUZE, COMBAT 3'X4'", $196.00 
4710,9414087,GAVISCON CHEWABLE TABLET, $1.00 
4470,5151758,GD ROD GRAD BALL TIP 2.0MM," $2,142.00 "
4470,5194360,GD WIRE SYTHS CAN 2.8MM THREADED, $421.00 
4470,5188511,GEL PORT," $4,725.00 "
4471,5071709,"GEL, IODOSORB, 40 GRAMS", $595.00 
4710,9414129,GELATIN SPONGE POWDER, $273.00 
4710,9414137,GELATIN SPONGE SIZE 100, $150.00 
4470,6199772,GELFOAM SIZE 100," $1,292.00 "
4710,9414145,GELFOAM SPONGE 12-7 MM, $31.00 
4470,6118244,GELPOINT MINI ADV ACCESS PLATFORM," $6,075.00 "
4710,9405531,GEMCITABINE 1000MG INJECTION," $4,546.00 "
4710,9440181,GEMCITABINE 200MG/10ML INJ, $990.00 
4710,9414186,GEMFIBROZIL 600MG TABLET, $4.00 
4470,5172044,GEMINI HELICAL BASKT 4 WIRE 11M, $788.00 
4470,5101282,GENERATOR DEMIPLUS SINGLE PIN," $73,526.00 "
4470,6129589,GENERATOR VAGUS NERVE STIMULATION," $147,455.00 "
4470,6102453,GENERATOR VNS THERAPY ASPIRE HC," $122,812.00 "
4710,9414194,GENTAMICIN 0.1% CREAM 15G, $11.00 
4710,9414202,GENTAMICIN 0.1% OINT 15G, $99.00 
4710,9461252,GENTAMICIN 0.1% OINT 30G, $198.00 
4710,9414210,GENTAMICIN 0.3% OPH OINT 3.5G, $60.00 
4710,9407388,GENTAMICIN 0.3% OPHTH SOL 5ML, $64.00 
4710,9402728,GENTAMICIN 20MG/2ML PF INJ, $31.00 
4710,9453507,GENTAMICIN 2MG/1ML INJECTION, $103.00 
4710,9402736,GENTAMICIN 60MG-NACL 100ML, $119.00 
4710,9402751,GENTAMICIN 80MG/2ML INJECTION, $26.00 
4710,9402777,GENTAMICIN 80MG/50ML INJ PREM, $120.00 
4710,9414228,GENTAMICIN SULFATE 100MG IVPB, $121.00 
4710,9414244,GENTAMICIN SULFATE 120MG IVPB, $121.00 
4710,9402819,GENTAMICIN SULFATE 3MG/1ML INJ, $4.00 
4710,9402827,GENTAMICIN SULFATE 4MG/1ML INJ, $102.00 
4710,9402843,GENTAMICIN SULFATE 5MG/1ML INJ, $109.00 
4710,9414277,GENTIAN VIOLET 1% SOL 30ML, $11.00 
4710,9414285,GENTIAN VIOLET 2% SOL 30ML, $21.00 
4710,9464983,GENVOYA 150-150-200-10MG TAB, $354.00 
4630,5566948,GI SUTURE SET COPE, $227.00 
4470,5159637,GIA 60-2.5 WHITE RELOAD, $225.00 
4470,5149133,GIA 80-4.8 SINGLE USE LOADING UNIT, $296.00 
4470,5149109,GIA 80-4.8 SINGLE USE RELOADABLE, $533.00 
4470,5148440,GIA STAPLER 60-2.5MM WHITE, $389.00 
4630,5566708,GLD WRE STIF.GSS WRE 035/150, $150.00 
4630,5566716,GLD WRE STIF.GSS WRE 035/260, $673.00 
4470,6125371,GLENOID 28MM BASEPLATE," $14,590.00 "
4470,6142657,GLENOID CAGE MEDIUM," $23,144.00 "
4470,6139034,GLENOID SPHERE 36MM X 25MM," $25,956.00 "
4470,6125348,GLENOSPHERE 32X2MM CONCENTRIC," $10,926.00 "
4470,6128300,GLENOSPHERE 36X2MM CONCENTRIC," $13,261.00 "
4570,5966809,GLIDE WIRE .018X150CM, $673.00 
4470,6145569,GLIDESHEATH KIT 0.21 GW 5FRX10CM, $990.00 
4470,6101059,GLIDEWIRE ADVANTAGE HYBRID WIRE, $657.00 
4470,6102883,GLIDEWIRE ANGLED .035 X 150CM, $158.00 
4470,6112643,GLIDEWIRE ANGLED 180CM W/TORQUE DEV, $559.00 
4470,6112627,GLIDEWIRE ANGLED 260CM W/TORQUE, $559.00 
4470,6112635,GLIDEWIRE STRAIGHT 180CM W/TORQUE, $559.00 
4470,6112619,GLIDEWIRE STRAIGHT 260CM W/TORQUE, $559.00 
4710,9414301,GLIMEPIRIDE 1MG TABLET, $2.00 
4710,9414319,GLIMEPIRIDE 2MG TABLET, $2.00 
4710,9414327,GLIMEPIRIDE 4MG TABLET, $4.00 
4710,9414335,GLIPIZIDE 10MG TABLET, $3.00 
4710,9414376,GLIPIZIDE 5MG ER TABLET, $2.00 
4710,9414368,GLIPIZIDE 5MG TABLET, $2.00 
4710,9402900,GLUCAGON 1MG PWD INJECTION, $887.00 
4710,9414384,GLUCOSE 15G ORAL GEL 37.5G, $12.00 
4500,6521462,GLUCOSE BLOOD BY MONITORING DEV, $86.00 
4010,8802936,GLUCOSE BLOOD BY MONITORING DEV, $86.00 
4010,8801532,GLUCOSE BLOOD REAGENT STRIP, $185.00 
4509,6688121,GLUCOSE G6PD ENZYME QUAN [AP, $10.55 
4500,6521645,GLUCOSE POST GLUCOSE DOSE INC/GLUC, $169.00 
4500,6521454,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521504,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521553,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521603,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521611,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521637,GLUCOSE QUANTITATIVE BLOOD NO STRIP, $144.00 
4500,6521652,GLUCOSE TOLERANCE TEST X 3 SPMN, $554.00 
4500,6521702,GLUCOSE TOLERANCE TEST X 3 SPMN, $554.00 
4710,9453432,"GLUTARALDEHYDE 0.63% INJ, 25ML", $270.00 
4710,9414434,GLYBURIDE 2.5MG TABLET, $1.00 
4710,9414459,GLYBURIDE 5MG TABLET, $2.00 
4710,9407438,GLYCERIN 100% SOLUTION 60ML, $4.00 
4710,9414475,GLYCERIN ADULT SUPPOSITORY, $1.00 
4710,9414491,GLYCERIN LIQUID 120ML, $56.00 
4710,9414483,GLYCERIN PEDIATRIC SUPPOSITORY, $1.00 
4710,9407453,GLYCOPYRROLATE 0.2MG/1ML INJ, $185.00 
4710,9414533,GLYCOPYRROLATE 1MG TABLET, $4.00 
4710,9407461,GLYCOPYRROLATE 1MG/5ML INJ MDV, $150.00 
4470,6134696,GOLD EYELID IMP  0.8GRMX1.0MM," $1,288.00 "
4429,2802221,GONADOTROPIN CHORIONIC (HCG) QUALIT, $239.00 
4500,6550354,GONADOTROPIN CHORIONIC (HCG) QUALIT, $239.00 
4509,6688980,GONADOTROPIN LUTEINIZING HORMNE [AP, $16.42 
4500,6560502,GONDADOTROPIN CHORIONIC QUAN, $429.00 
4509,6680375,GONDADOTROPIN CHORIONIC QUAN [AP, $13.32 
4509,6688063,GONDADOTROPIN FSH  [AP, $16.61 
4470,6135230,GRAFLINK PRE-SUTURED XL TENDON," $12,875.00 "
4470,6129639,GRAFT 32MM ENDOVASC 200MM," $100,399.00 "
4470,6123038,GRAFT 4-7MMX45CM VASCULAR ACUSEAL," $7,720.00 "
4470,5193974,GRAFT AMNIOGRAFT 1.5 X 1' THIN," $2,549.00 "
4470,6109896,GRAFT AORTIC EXT 120MMLX100MML PROX," $27,115.00 "
4470,6143655,GRAFT BIOPROSTHESIS PROCOL 6MMX25CM," $3,863.00 "
4470,6134506,GRAFT BIOPROSTHESIS PROCOL 6MMX30CM," $5,408.00 "
4470,6134498,GRAFT BIOPROSTHESIS PROCOL 6MMX40CM," $9,013.00 "
4470,5183611,GRAFT BIOVINE ARTEGRAFT 6 X 45," $11,325.00 "
4470,5190855,GRAFT BN ASR CANC  BLCK LRTC," $3,921.00 "
4470,5117361,GRAFT BN CORT CNC 30ML 4-10 CHP FRZ," $2,012.00 "
4470,5102686,GRAFT BN CRSTN ASR CANC CORT TIB," $3,921.00 "
4470,6105068,GRAFT BN CRSTN LSR CORT 14X11X5MM," $5,449.00 "
4470,5195029,GRAFT BONE CORTICAL STRUTT 100 X 20," $2,410.00 "
4470,5167457,GRAFT BONE PASTE GRAFTON 121050," $3,758.00 "
4470,6155048,GRAFT BONE PUTTY DBM PLOXAMER 2.5," $2,114.00 "
4470,6143770,GRAFT BONE SUBSTITUTE PUTTY 2CC," $4,094.00 "
4470,5133004,"GRAFT BONE SYNTHETIC ""EZ FIL"" 10ML"," $9,099.00 "
4470,5106455,GRAFT BOVINE 7MM X 38CM," $6,999.00 "
4470,5126479,GRAFT BOVINE 7MMX15CM," $4,321.00 "
4470,5183892,GRAFT BOVINE ARTEGRAFT 6MM 33CM," $6,226.00 "
4470,5100060,GRAFT BOVINE ARTEGRAFT 6MMX40CM," $7,308.00 "
4470,5187638,GRAFT BOVINE ARTEGRAFT 8MM X 40CM," $5,454.00 "
4470,5167440,GRAFT CANCELLOUS CHIPS 910120," $1,620.00 "
4470,5114418,GRAFT CORTICAL/CANCELLOUS CHIPS 30C, $862.00 
4470,6199764,GRAFT DEBAKEY DBL VELOUR 15X15CM," $1,009.00 "
4470,5116249,GRAFT DURA PATCH 10CM X 16CM," $2,679.00 "
4470,5188859,GRAFT DURA PATCH 8CM 14CM," $3,412.00 "
4470,6158612,GRAFT ENDO 24X34X100MM NITOL," $56,508.00 "
4470,6140438,GRAFT ENDOVAS STENT 16X16X156MM," $32,960.00 "
4470,6150940,GRAFT ENDOVASC STENT 26X26X100MML," $83,148.00 "
4470,6109904,GRAFT EV 17FR 88MMLX20MM/13MMD," $17,407.00 "
4470,6100101,GRAFT EXTENSION LIMB," $12,588.00 "
4470,6140768,GRAFT FIBULA SEGMENT 100MG," $3,240.00 "
4470,6108542,GRAFT FLIXENE 4-6MM X 35CM," $7,946.00 "
4470,6114482,GRAFT FLIXENE VASC 6MMX45CM SLIDER," $7,946.00 "
4470,6105886,GRAFT FUSION BIOLINE 6MMX80CM RING," $12,978.00 "
4470,5153994,GRAFT GORE 4.5*6.5*80CM," $4,049.00 "
4470,5117437,GRAFT GORE 6 X 80 PROPATEN," $10,025.00 "
4470,5116074,GRAFT GORE PROPATEN 4-6 X 45CM," $4,438.00 "
4470,5181367,GRAFT GORE PROPATEN 6MM X 40CM," $6,317.00 "
4470,5171913,GRAFT GORE STCH REM RING TH WL 6MM," $1,370.00 "
4470,5194832,GRAFT HUM TIS AMNIOGRAFT D," $1,960.00 "
4470,6128680,GRAFT HUMAN 10MM ACHILLES TENDON," $13,667.00 "
4470,6128698,GRAFT HUMAN 10MM PATELLAR TENDON," $16,601.00 "
4470,6129027,GRAFT HUMAN 4X230MM TISSUE TENDON," $7,447.00 "
4470,6130348,GRAFT HUMAN 7.5X230MM TIBIAL TENDON," $8,350.00 "
4470,6155956,GRAFT HUMAN 7MMH FRZN VERTIGRFT," $3,609.00 "
4470,6147649,GRAFT HUMAN TISS 16ML XL STEM CELL," $36,926.00 "
4470,6155634,GRAFT HUMAN TISS 5CMWX5CML," $2,482.00 "
4470,6133060,GRAFT HUMAN TISS BLOCK ILIM TRICORT," $6,515.00 "
4470,6140560,GRAFT HUMAN TISS PATCH 35X35MM," $9,698.00 "
4470,6156772,GRAFT HUMAN TISS PATELL TENDON," $11,200.00 "
4470,6133623,GRAFT HUMAN TISS TRINITY ELITE," $30,823.00 "
4470,6140248,GRAFT HUMAN TISSUE CARTILAGE FROZEN," $5,665.00 "
4470,5141338,GRAFT MAGNIFUSE 1.75 X 5 CM," $9,856.00 "
4470,5138995,GRAFT MAGNIFUSE PC 1CM X 5CM," $7,339.00 "
4470,5132204,GRAFT PERICARDIUM PERI-GUARD 6X8CM," $2,655.00 "
4470,5101365,GRAFT PERIPHERAL 6MM X 60CM," $7,750.00 "
4470,5101472,GRAFT PERIPHERAL 6MM X 80CM," $9,434.00 "
4470,5101464,GRAFT PERIPHERAL 8MM X 60CM," $7,750.00 "
4470,6104517,GRAFT PERIPHERAL 8MMX80CM," $12,844.00 "
4470,5116132,GRAFT PROPATEN 6MM X 10CM," $1,121.00 "
4470,5197538,GRAFT PROPATEN 8MM X 40CM X  50CM," $6,136.00 "
4470,6148381,GRAFT RTI BIOCLENSE SEMITENDINOSUS," $8,498.00 "
4470,6199327,GRAFT SCLERA TOTUPLAST 0.5MWX0.8CML," $1,416.00 "
4470,5152277,GRAFT SFT TIS 21-30CM SAPH VN," $28,680.00 "
4470,6155725,GRAFT SPACER 14.5MMWX12MMLX16MMH," $3,609.00 "
4470,5100938,GRAFT SPIRAL LAMINAR FLOW," $7,750.00 "
4470,5139183,GRAFT SPIRAL LAMINAR FLOW 6MMX45CM," $5,274.00 "
4470,6150932,GRAFT STENT ENDURANT 16X13X156MM," $31,312.00 "
4470,5101530,GRAFT STENT SYSTEM ENDURANT II," $15,818.00 "
4470,6100085,GRAFT STENT VIABAHN," $10,662.00 "
4470,6100960,GRAFT TUTOPLAST PERICARDIUM 2X3CM," $1,541.00 "
4470,5131560,GRAFT ULTRAMAX AX BIFEM 8MM100/6OCM," $3,072.00 "
4470,6121263,GRAFT VAS 5-7MM 88CM SAPH VEIN," $44,942.00 "
4470,6130579,GRAFT VASC 16X8MM X40CM WOVEN," $4,463.00 "
4470,6122998,GRAFT VASCULAR 4-7MM X45CM," $7,946.00 "
4470,6118756,GRAFT VASCULAR 6MM 40CM ACUSEAL," $6,592.00 "
4470,6107320,GRAFT VASCULAR AORTIC 16MM ID 30CML," $3,489.00 "
4470,6116594,GRAFT VASCULAR BIFEM 100/60CM 8X8MM," $4,463.00 "
4470,6113500,GRAFT VASCULAR FLIXENE 4-6MMX30CM," $7,449.00 "
4470,6103907,GRAFT VASCULAR FLIXENE 6MMX30CM," $4,057.00 "
4470,6107304,GRAFT VASCULAR FUSION 6MM-40CM," $5,099.00 "
4470,6105894,GRAFT VASCULAR HEMO 6MM IDX40 CML," $5,959.00 "
4470,6105654,GRAFT VASCULAR HEMO 6MM IDX45CML," $6,952.00 "
4470,5115126,GRAFT VASCULAR TRUMPET 6 X 80CM," $8,542.00 "
4470,5194097,GRAFT VASCULAR VECTRA 6MM X 40," $4,156.00 "
4470,5192919,GRAFT VEIN CRYO-PRESERVED," $17,687.00 "
4470,5126925,GRAFT XENMATRIX ACE COLLAGEN 19X35," $57,915.00 "
4470,5120001,GRAFT XENMATRIX ACEULLER COLLAGEN," $14,311.00 "
4470,5153093,"GRAFT,DURA PATCH,10CM X 16CM"," $2,832.00 "
4470,5106513,"GRAFT,GORE,INTERING,6MM X 20CM"," $1,280.00 "
4470,5146923,"GRAFT,GORE,PEICES,6MM X 10CM", $459.00 
4470,5106661,"GRAFT,SOFT TISSUE REPAIR MATRIX,4 X"," $14,111.00 "
4470,5106679,"GRAFT,ULTRAMAX,14MM X 7MM X 40CM"," $2,067.00 "
4470,5106729,"GRAFT,VASCULAR PATCH,0.8CM X 8CM", $495.00 
4470,5179353,"GRAFT,VEIN,CRYO PRESERVED,SAPHENOUS"," $26,587.00 "
4470,6108013,GRAFTON PLUS 10CC PASTE 412470," $5,212.00 "
4470,6108229,GRAFTON PLUS 5CC PASTE (412498)," $3,358.00 "
4470,6102917,GRAFTON PLUS PASTE 5CC," $2,479.00 "
4470,5196662,GRASPER BABCOCK BOWEL 10MM DISP," $1,741.00 "
4470,5150115,GRASPER DISP LOCKING, $296.00 
4470,5184429,GRASPER DISPOSABLE 5MM X 35 CM, $585.00 
4470,5191960,GREEN LIGHT LASER FIBER-HP," $8,505.00 "
4470,5146428,GREENLIGHT LASER FIBER MOXY FIBER," $9,000.00 "
4470,5112388,GRFT STR KNT ULTRAMAX 16 X 30," $2,073.00 "
4470,5180252,GRIESHABER MACULAR LENS DSP, $202.00 
4470,6138549,GRIP CABLE 265MM HOLE 11," $18,436.00 "
4710,9414566,GRISEOFULVIN 250MG TABLET, $15.00 
4710,9414582,GRISEOFULVIN 500MG TABLET, $28.00 
4710,9460684,"GRISEOFULVIN SUSP 25MG/ML, 1ML", $2.00 
4470,6145544,GROIN FEMORAL COMPRESSION," $1,155.00 "
4500,6521801,GTT EACH ADD OVER 3 SPECIMENS, $436.00 
4570,5902028,G-TUBE CATHETER, $614.00 
4710,9453515,GUAIFENESIN 100MG/5ML SF SYRUP, $2.00 
4710,9460494,GUAIFENESIN 200-10/5ML SF LIQ 5ML, $1.00 
4710,9414590,GUAIFENESIN 200MG TABLET, $1.00 
4710,9446071,GUAIFENESIN 20MG/ML SYRUP 10ML, $2.00 
4710,9446089,GUAIFENESIN 20MG/ML SYRUP 15ML, $3.00 
4710,9446097,GUAIFENESIN 20MG/ML SYRUP 5ML, $2.00 
4710,9414608,GUAIFENESIN 600MG ER TABLET, $2.00 
4710,9446535,GUAIFENESIN DM SF SYRUP 5ML, $2.00 
4710,9446139,GUAIFENESIN DM SYRUP 10ML, $3.00 
4710,9446154,GUAIFENESIN DM SYRUP 5ML, $2.00 
4710,9446105,GUAIFENESIN-CODEINE SYRUP 10ML, $3.00 
4710,9446113,GUAIFENESIN-CODEINE SYRUP 5ML, $2.00 
4470,6141584,GUIDE DRILL 1.8MM SHRT THRD, $458.00 
4470,6138671,GUIDE DRILL 2.8MM LOCKING 6-65MM," $1,452.00 "
4470,6141899,GUIDE DRILL ARTH RAP PAC 1.2 SET," $2,419.00 "
4642,5618145,GUIDE LOCAL TARGET VOL DELV RD TX, $715.00 
4470,6118889,GUIDE PIN 3.2 BRAD POINT," $1,804.00 "
4470,5172556,GUIDE PIN 3.2 X 33MM, $495.00 
4470,5136411,GUIDE PIN 3.2MM X 343MM," $1,821.00 "
4470,6110217,GUIDE PIN OMEGA PLUS 2.8MM THREAD, $252.00 
4470,5197470,GUIDE PIN THREADED 3.2MM," $1,236.00 "
4470,6121461,GUIDE PIN TRO PT 1.3 X 140, $187.00 
4470,5125893,GUIDE ROD BALL 3MM X 100MM," $1,196.00 "
4470,5126123,"GUIDE ROD,BALL TIP, FOR INTERCHANG", $993.00 
4470,6103311,GUIDE SHTH 7F FLEXOR ANSEL W CHKFLO, $272.00 
4470,6100648,GUIDE WIRE, $765.00 
4470,6105357,GUIDE WIRE .062IN X 6 IN, $67.00 
4420,5152244,GUIDE WIRE 1.25 150MM, $157.00 
4470,5102462,GUIDE WIRE 1806-00905, $940.00 
4470,6100309,GUIDE WIRE BALL TIP 3X1000 STERILE," $1,092.00 "
4470,6105100,GUIDE WIRE LONG BALL TIP," $2,750.00 "
4470,6109375,GUIDE WIRE REGALIA XS 1.0 300 CM," $1,870.00 "
4470,6109474,GUIDE WIRE ROADRUNNER UNIGLIDE HYDR, $455.00 
4470,6138044,GUIDE WIRE RULER," $1,994.00 "
4470,5195524,GUIDE WIRE THREADED 2.5MM, $710.00 
4470,6147268,GUIDEPIN 3.2MM X 230MML," $1,122.00 "
4470,6133508,GUIDEPIN 3.2MM X 300MML COBALT, $398.00 
4470,6129811,GUIDEWIRE .014 VIPER FLEX," $2,145.00 "
4680,5420054,GUIDEWIRE .035INX145CMX3MM, $155.00 
4470,6148340,GUIDEWIRE .035X5.75 SINGLE TROCAR, $67.00 
4470,6148274,GUIDEWIRE .054 DIA PARALLEL," $2,628.00 "
4470,6144141,"GUIDEWIRE .054 X 6""", $67.00 
4470,6128599,GUIDEWIRE 0.014IN 300CM TAPER," $1,234.00 "
4470,6147086,GUIDEWIRE 0.018IN 300CM 4CM COAT," $2,750.00 "
4470,6155972,GUIDEWIRE 0.018INX180CMLX 1CM PTFE," $1,015.00 "
4470,6123103,GUIDEWIRE 0.035 175CM (418859)," $1,133.00 "
4470,6130405,GUIDEWIRE 0.14IN X 300CM HI TORQUE," $1,650.00 "
4470,6148373,GUIDEWIRE 0.54INX7INL SINGLE SPADE, $270.00 
4470,6147169,GUIDEWIRE 0.62 80-0950, $77.00 
4470,6100127,GUIDEWIRE 014 X 260CM, $693.00 
4470,6100135,GUIDEWIRE 035 X 260CM, $639.00 
4470,5191291,GUIDEWIRE 08MM," $1,519.00 "
4470,6137947,GUIDEWIRE 1.25 (424627), $592.00 
4470,5199914,GUIDEWIRE 1.25MM X 150MM NON THREAD, $164.00 
4470,6199442,GUIDEWIRE 1.6MM, $601.00 
4470,6153902,GUIDEWIRE 18 0.018 X 300CM COAT, $814.00 
4470,6135248,GUIDEWIRE 180CM FLOPPY, $991.00 
4470,6147177,GUIDEWIRE 2.4MM X 9.25IN, $77.00 
4470,5129887,GUIDEWIRE 3.2MM X 400MM," $1,663.00 "
4470,6139653,GUIDEWIRE 3.2MM X 46CM FEMORAL," $1,174.00 "
4470,6145718,GUIDEWIRE ACTURAK 0.062IN X 8 IN, $270.00 
4470,6156525,GUIDEWIRE ACUTRAK 0.062IN X 8IN, $63.00 
4470,5105150,GUIDEWIRE AMPLATZ SUPER STIFF 0.03, $195.00 
4470,6152623,GUIDEWIRE AQUATRACK HP 0.35IN 260CM, $429.00 
4470,5140967,GUIDEWIRE ARCHER SUPER STIFF," $1,749.00 "
4470,6149876,GUIDEWIRE ARTHRO 2.4MM 10IN," $1,304.00 "
4470,6106751,GUIDEWIRE ASAHI FLOPPY .45MMX300CM," $1,650.00 "
4470,6104020,GUIDEWIRE ASAHI TREASURE FLOPPY 300, $585.00 
4470,6153704,GUIDEWIRE ATHEREC 0.18 IN 165CML," $6,650.00 "
4680,5420062,GUIDEWIRE BENTSON .035/150, $196.00 
4470,6106744,GUIDEWIRE BENTSON .035INX150CM, $312.00 
4470,5178298,GUIDEWIRE CSF-18-30, $321.00 
4470,6107163,GUIDEWIRE ENTEER STANDARD .014IN," $2,655.00 "
4470,6106835,GUIDEWIRE ENTEER STIFF .014IN 300CM," $2,655.00 "
4470,6100739,GUIDEWIRE ESCP .035IN 150CM STRG, $238.00 
4470,5140819,GUIDEWIRE ESCP .035IN 150CM STRT, $238.00 
4470,5102108,GUIDEWIRE ESCP .038IN 150CM STRG, $243.00 
4470,6143697,GUIDEWIRE HT EXTRA SUPPORT 300CM," $1,100.00 "
4470,6102693,GUIDEWIRE ICE V-18, $322.00 
4760,3100070,GUIDEWIRE JAGWIRE ALL, $673.00 
4470,5112040,GUIDEWIRE LUNDERQUIST EXTRA STIFF.0, $382.00 
4470,6147664,GUIDEWIRE MICROWIRE CMW-14-190-18G," $1,714.00 "
4470,6149355,GUIDEWIRE MICROWIRE CTO 6G," $1,714.00 "
4470,6111926,GUIDEWIRE NGS1024," $2,200.00 "
4470,6143739,GUIDEWIRE NS RUNTHROUGH 300 CM," $2,090.00 "
4470,5130067,GUIDEWIRE ORTH 1.1MM 150MM NTHRD 3M, $152.00 
4470,5130075,GUIDEWIRE ORTH 1.1MM 150MM THRD SPD, $158.00 
4470,5197405,GUIDEWIRE ORTH 1.6MM 150MM THRD, $173.00 
4470,5196464,GUIDEWIRE ORTH 240MM 2MM TROC TIP C, $567.00 
4470,5129895,GUIDEWIRE ORTH 3.2MM 290MM THRD NS, $395.00 
