Charge / Procedure Number,Billing Description,CDM Price
19682445{6},Timothy Grass,49.20
19682445{7},"Cockroach, German",49.20
19682445{8},Penicillium chrysogen,49.20
19682445{9},Cladosporium,49.20
19682453,Antinuclear Antibodies W/reflex,131.80
19682457,Antiextractable Nuclear Antigens,131.80
19682469,"Benzodiazepine, Conf",63.10
19682473,"Bile Acids,fractionated+total",229.10
19682477,C Diff Toxins A/B,244.00
19682489,Celiac Disease Antibody Screen,101.00
19682493,IgA,101.00
19682493{2},Gliadin IgA,43.90
19682493{3},TTG IgA,43.90
19682501,"Chlorpromazine, Serum",41.70
19682505,Cytomegalovirus Viral Culture,177.60
19682509,Carboxyhemo,316.80
19682509{2},Co-oximetry,47.50
19682509{3},Methemoglob Qnt,20.30
19682513,Coagulation Panel,89.50
19682513{2},PT,89.50
19682513{3},PTT,32.10
19682521,Cord Blood Gas Arterial,359.60
19682525,Coumadin Panel,89.50
19682529,CSF Glucose & Protein,279.30
19682541,"Dexamethasone, Serum",247.00
19682545,Propoxyphene Lvl,247.00
19682545{2},Opiate Lvl,247.00
19682545{3},Phencyclidine Lvl,91.00
19682545{4},Barbiturate Qnt,62.10
19682545{5},Benzodiaepines Lvl,62.10
19682545{6},Cannaboids Lvl,62.10
19682545{7},Cocaine Lvl,62.10
19682545{8},Methadone Lvl,62.10
19682545{9},Amphetamine Lvl,62.10
19682549,"aPTT 1:1 NP Mix, 60 Min Inc",368.10
19682549{2},"F-VIII Inhibitor,comprehenensive",185.10
19682549{3},aPTT 1:1 Normal Plasma,169.10
19682549{4},aPTT 1:1 Mixed Saline,169.10
19682549{5},aPTT,89.50
19682549{6},Factor VIII,70.10
19682553,"Fentanyl, Level",247.00
19682561,Fungus Culture,160.50
19682565,G-6-PD Qnt,154.40
19682565{2},Glucose 6-phosphate Dehydrogenase,154.40
19682565{3},LC RBC,7.50
19682569,Glutamic Acid Decarboxylase Autoantibody,49.90
19682593,Bumble Bee,49.20
19682593{2},Allergen Profile Hymenoptera Profile 2,49.20
19682593{3},Honey Bee,49.20
19682593{4},White Hornet,49.20
19682593{5},Yellow Jacket,49.20
19682593{6},Paper Wasp,49.20
19682593{7},Yellow Hornet,49.20
19682597,Ibuprofen Lvl,49.20
19682601,Insulin Like Growth Factor Binding Protein 3,173.40
19682609,S. cerevisiae IgG,183.00
19682609{2},S. cerevisiae IgA,183.00
19682609{3},Inflammatory Bowel Disease Profile,103.30
19682609{4},Atypical P-ANCA,45.10
19682613,Influenza A+B,218.30
19682617,Inhibin B,173.40
19682621,N. meningitidis Ag,71.70
19682621{2},Streptococcus Pneum Ag,71.70
19682621{3},Beta Strep Ag,71.70
19682621{4},Bacterial Antigens Serum,71.70
19682621{5},Haemophilus Influenza B Ag,32.10
19682625,"Lead Level, Venous Send Out",91.50
19682629,Liver-kidney Microsomal Antibodies,140.20
19682633,PTT-LA,145.50
19682633{2},dRVVT,139.10
19682633{3},Lupus Interpretation,32.10
19682637,Lyme Disease Antibodies Total Immunoglobulins,239.90
19682641,"Methylphenidate, Serum",247.00
19682649,Mumps IgG,145.50
19682649{2},Rubeola IgG,117.70
19682649{3},LC Rubella IgG,80.80
19682657,Ova and Parasites Examination,99.80
19682661,Oxcarbazapine,247.00
19682677,"Gynecologic Pap 21-29, Liquid-based w/ Reflex to H",76.00
19682685,"PCP, Conf",91.00
19682689,"Phospholipids, Serum",244.00
19682705,Newborn Metabolic Screen Retest,112.40
19682729,"Propoxyphene, Conf",247.00
19682733,Protein C Antigen,239.70
19682741,Protein S Free,329.60
19682741{2},Protein S Antigen,329.60
19682741{3},Protein S Tot,185.30
19682745,Protime/INR,89.50
19682753,Rheumatoid Arthritis Factor,108.10
19682757,Rabies Antibodies,83.10
19682761,Red Blood Cell Morphology,64.90
19682769,Scl 70 Ab,128.10
19682769{2},Scleroderma Diagnostic Profile,128.10
19682769{3},ANA,45.10
19682777,Slide Review,64.90
19682785,Systemic Lupus Erythematosus (SLE) Profile C,128.10
19682785{2},RNP Ab,128.10
19682785{3},Smith Ab,128.10
19682793,Tramadol Level,247.00
19682797,"Trichloroethane, Blood",50.30
19682801,Viral Culture,177.60
19682805,Vitamin B12 Lvl,114.30
19682805{2},Folate Lvl,113.90
19682805{3},Vit B12 and Folate,113.90
19682809,Wet Mount (SRC),117.60
19684401,Catheter Tip Culture,224.70
19684407,Group B Strep Screen,224.70
19684413,Group A Strep Culture,33.30
19684463,Environmental Culture,224.70
19684469,MRSA Culture,224.70
19684475,Nasopharyngeal Culture,224.70
19684481,Yeast Culture,191.20
19700510,Abdominal Hysterectomy Total,"3,145.00"
19700519,Appendectomy,"1,585.70"
19700522,Appendectomy Laparoscopic,"1,468.00"
19700525,Bladder Suspension,"1,510.80"
19700528,Bladder Suspension Endoscopic,"1,510.80"
19700531,Blood Patch,497.60
19700534,Breast Biopsy,"1,698.10"
19700537,Cast Application,188.30
19700543,Cervical Cerclage,769.30
19700546,Cervical Cone Cold Knife,680.50
19700549,Cesarean Section,"3,720.40"
19700552,Chest Tube Insertion,443.00
19700555,Cholecystectomy Laparoscopic,"1,834.00"
19700558,Cholecystectomy Open,"2,657.90"
19700561,Cholecystectomy with Cholangiogram,"1,760.20"
19700564,Cholecystectomy with Cholangiogram and CDE,"3,097.70"
19700567,Cholecystojejunostomy,"2,822.70"
19700570,Circumcision Child,377.70
19700573,Closed Reduction,644.10
19700576,Colonoscopy,"1,091.40"
19700576{2},Colonoscopy,642.00
19700579,Colostomy Creation,"2,974.60"
19700585,Cyst Excision,461.20
19700588,Cyst Excision Bartholin Gland,753.30
19700591,Cyst Excision Vaginal,433.40
19700594,Decubitus Ulcer Debridement,46.00
19700597,Dental Crown Application,230.10
19700600,Dental Fillings for Multiple Caries,230.10
19700603,Dental Restoration,"1,076.40"
19700606,Diagnostic Laparoscopy,805.70
19700609,Dilation and Curettage,552.10
19700612,Dilation and Evacuation,871.00
19700615,EGD,777.90
19700618,EGD with Esophageal Dilation,538.20
19700621,EGD with Foreign Body Removal,510.40
19700624,EGD with Hemostasis Sclerotherapy,722.30
19700627,EGD with Polypectomy,481.50
19700630,Endometrial Ablation,880.60
19700633,Enterocele Repair,"1,213.40"
19700636,Exam Under Anesthesia,337.10
19700639,Extremity Closed Reduction Lower,"1,061.40"
19700642,Extremity Closed Reduction Upper,924.50
19700645,Extremity Debridement Lower,271.80
19700648,Extremity Debridement Upper,271.80
19700651,Extremity Hardware Removal Lower,695.50
19700654,Extremity Hardware Removal Upper,695.50
19700657,Fasciotomy Lower Extremity,"2,229.90"
19700660,Fasciotomy Release Plantar,739.40
19700663,Fasciotomy Upper Extremity,"1,362.10"
19700666,Foreign Body Removal,225.80
19700669,Foreign Body Removal Ear,247.20
19700672,Foreign Body Removal Rectum,681.60
19700675,Foreign Body Removal Vaginal,401.30
19700678,Hematoma Evacuation,286.80
19700681,Hematoma Evacuation Abdominal,286.80
19700684,Hematoma Evacuation Lower Extremity,286.80
19700687,Hematoma Evacuation Pelvic,286.80
19700690,Hematoma Evacuation Upper Extremity,286.80
19700693,Hemorrhoidectomy,603.50
19700696,Hernia Repair Diaphragmatic,"3,164.00"
19700699,Hernia Repair Epigastric,"2,293.00"
19700702,Hernia Repair Femoral,"1,407.10"
19700705,Hernia Repair Inguinal,"1,266.90"
19700708,Hernia Repair Inguinal Child,"1,474.50"
19700711,Hernia Repair Inguinal Laparoscopic,"1,812.60"
19700714,Hernia Repair Parastomal,"1,077.50"
19700717,Hernia Repair Umbilical,"1,077.50"
19700720,Hernia Repair Umbilical Child,"1,167.40"
19700723,Hernia Repair Ventral Incisional,"2,293.00"
19700726,Incision and Drainage,310.30
19700729,Incision and Drainage Lower Extremity,310.30
19700732,Incision and Drainage Upper Extremity,310.30
19700735,Irrigation and Debridement,271.80
19700738,Irrigation and Debridement Lower Extremity,271.80
19700741,Irrigation and Debridement Upper Extremity,271.80
19700744,Laceration Repair,541.40
19700747,Laceration Repair Eyelid,487.90
19700750,Laceration Repair Facial,487.90
19700753,Laceration Repair Vagina,742.60
19700756,Laparoscopy,"5,594.00"
19700759,Laparotomy Exploratory,"1,900.30"
19700762,Lesion Excision (Surgery),384.10
19700765,Lipoma Excision,384.10
19700768,Mass Excision (Surgery),384.10
19700771,Nail Excision,436.60
19700774,Pelviscopy,805.70
19700777,Polyp Excision,402.30
19700780,Posterior Repair,"1,713.10"
19700789,Pubovaginal Sling,"2,182.80"
19700792,Rectal Biopsy,720.10
19700795,Rectal Polyp Excision,328.50
19700798,Sigmoidoscopy Flexible,725.50
19700801,Sigmoidoscopy Rigid,725.50
19700804,Suture Removal,118.80
19700807,Tubal Ligation,"4,198.70"
19700810,Tubal Ligation Laparoscopic,"5,594.00"
19700813,Tumor Excision,"1,036.80"
19700819,Vaginal Hysterectomy Laparoscopic,"5,594.00"
19700822,Vaginal Hysterectomy Total,"6,746.40"
19700825,Vaginal Lesion Excision,433.40
19700831,Vulva Biopsy,155.20
19700834,Vulvar Lesion Excision,"1,257.30"
19700837,Wound Debridement,63.10
19704401,Antimyeloperoxidase Antibody,48.70
19704405,Basic Upgrade (Lab-Only),172.20
19704429,RST Panel,100.60
19704449,Thyroglob Ab,146.80
19704449{2},TPO Ab,43.90
19704453,Urinalysis Macroscopic Only,10.70
19708953,Deep Wound Culture,224.70
19709034,ABO/Rh Retype,79.60
19709038,Antibody Titered,13.90
19709042,Cord ABO/Rh,79.60
19709139,Direct Antiglobulin IgG,163.90
19709143,Direct Antiglobulin Cord,163.90
19709922,Cell Count Differential BF,362.70
19709926,Cell Count Differential CSF,21.40
19711782,RHIG,172.90
19714794,"Lead, State (Capillary)",0.00
19714820,Antimullerian Hormone,181.70
19714874,CT 3D Reconstruction,918.10
19714874{2},Report,47.10
19714914,CT Abd& Pel 1/> Regns w + w/o Contrast,"1,786.30"
19714914{2},Report,534.50
19714918,CT Abdomen & Pelvis w/ Contrast,"4,639.20"
19714918{2},Report,323.10
19714922,CT Abdomen & Pelvis w/o Contrast,"4,015.50"
19714922{2},Report,308.80
19715374,RBC CPD AS1 450 LR,678.40
19715377,RBC CPD AS1 450 LR Irr,365.90
19715380,RBC CPD AS1 450 Irr,223.60
19715383,RBC CPD AS1 500 LR,678.40
19715386,RBC CPD AS1 500 LR Irr,365.90
19715389,RBC CPD AS1 500 Irr,223.60
19715392,RBC CPD AS5 450 LR Irr,365.90
19715395,RBC CPD AS5 450 LR,678.40
19715398,RBC CPD AS5 450 Irr,223.60
19715401,RBC CPD AS5 500 Irr,223.60
19715404,RBC CPD AS5 500 LR,678.40
19715407,RBC CPD AS5 500 LR Irr,365.90
19715410,RBC CP2D AS3 500 LR Irr,365.90
19715413,RBC CP2D AS3 500 LR,678.40
19715416,RBC CPD 450 LR,678.40
19715419,RBC CPD 450 LR Irr,365.90
19715422,RBC CPD 450 Irr,223.60
19715425,RBC CPD 500 LR,678.40
19715428,RBC CPD 500 LR Irr,365.90
19715431,RBC CPD 500 Irr,223.60
19715434,RBC CPDA1 450 Irr,223.60
19715437,RBC CPDA1 450 LR,678.40
19715440,RBC CPDA1 450 LR Irr,365.90
19715443,RBC CPDA1 500 Irr,223.60
19715446,RBC CPDA1 500 LR,678.40
19715449,RBC CPDA1 500 LR Irr,365.90
19715452,RBC CP2D AS3 500 LR Dv,678.40
19715455,RBC CPD 450 LR Dv,678.40
19715458,RBC CPD 500 LR Dv,678.40
19715461,RBC CPDA1 450 LR Dv,678.40
19715464,RBC CPDA1 500 LR Dv,678.40
19715467,RBC CPD AS1 450 LR Dv,678.40
19715470,RBC CPD AS1 500 LR Dv,678.40
19715473,RBC CPD AS5 450 LR Dv,678.40
19715476,RBC CPD AS5 500 LR Dv,678.40
19715479,WB CPD 450 LR,214.00
19715482,WB CPD 500 LR,214.00
19715485,WB CPDA1 450 LR,214.00
19715488,WB CPDA1 500 LR,214.00
19715491,FFP CPD,112.40
19715494,FFP CPDA1,112.40
19715497,FFP CP2D,112.40
19715503,Plasma CPD,99.50
19715506,Plasma CPDA1,99.50
19715512,Cryo 500,56.70
19715515,Cryo Thawed 450,56.70
19715518,Cryo Thawed 500,56.70
19715521,Cryo Pooled,56.70
19715524,Cryo Thawed Pooled,74.90
19715527,Aph Plt ACDA LR,"1,657.40"
19715530,Aph Plt ACDA LR 1,"1,657.40"
19715533,Aph Plt ACDA LR 2,"1,657.40"
19715536,Aph Plt ACDA LR 3,"1,657.40"
19718104,Basic Metabolic Panel (SRC),194.10
19718508,"Glucose, Glucometer (SRC)",7.10
19718512,"Hemoglobin, Hemocue (SRC)",61.80
19724436,CT/GC,174.50
19724436{2},Neisseria gonorrhoeae,172.80
19724436{3},Chlamydia trachomatis,171.00
19724468,PAP Cyto Hist,52.40
19724602,HLA B27 Disease Association Panel,240.30
19754731,NBCP41,113.00
19754784,MSTRP+1,33.30
19768401,TPMT Enzyme,48.20
19787893,Kleihauer Betke Test,21.40
19827232,PC33,113.00
19888414,RapidNH,113.00
19888415,Adisc,151.90
19888416,Pdisc,151.90
19912409,Computer XM OK,102.10
199396689,Treat Hand Dislocation w/manip/anesthesia,"1,277.60"
199396857,Repair Tongue Laceration <= 2.5cm,747.90
20140516,CBC w/Diff (SRC),169.80
20152497,NASAL SUCTIONING,171.20
20152511,NASAL TRACHEAL SUCITONING,171.20
20152554,AMNIOTIC FLUID INDEX,84.50
20152567,ENDOMETRIAL BIOPSY,405.50
20152585,IMPLANON INSERTION,208.70
20152589,IMPLANON REMOVAL,321.00
20152593,US CERVICAL LENGTH,229.00
20152597,US FETAL POSITION,84.50
20152613,PESSARY FITTING,123.10
20152617,LOOP ELECTROSURGICAL EXCISION PROCEDURE,417.30
20152622,NEXPLANON INSERTION,208.70
20152626,NEXPLANON REMOVAL,321.00
20153141,PPD PLACEMENT,44.90
20153164,DEBRIDEMENT OPEN WOUND,289.80
20154401,"DEBRIDEMENT OPEN WOUND, INCLUDING TOPICAL APPLICAT",289.80
20154409,"REMOVAL OF DEVITALIZED TISSUE FROM WOUND(S), NON-S",134.70
20154415,"NEGATIVE PRESSURE WOUND THERAPY, < 50 CM",329.10
20154424,"NEGATIVE PRESSURE WOUND THERAPY, > 50 CM",545.20
20154440,"TRIMMING OF NON DYSTROPHIC NAILS, ANY NUMBER",93.10
20154449,"DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S), 1 TO 5",43.90
20154457,"DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S), 6 OR MORE",171.00
20154516,UMBILICAL ARTERY CATHETERIZATION,192.60
20154520,UMBILICAL VEIN CATHETERIZATION,154.10
20154525,CIRCUMCISION W/REGIONAL BLOCK,256.80
20154697,Cardioversion,321.00
20154909,PARACENTESIS,179.80
20154918,LUMBAR PUNCTURE,198.00
20154934,POST VOID RESIDUAL,300.70
20154982,URINE SPECIFIC GRAVITY POC,74.40
20154986,BLOOD GLUCOSE SCREENING NEWBORN POC,5.90
20154990,AMNIOINFUSION,783.20
20168653,I&D PILONIDAL CYST SIMPLE,241.80
20168659,I&D HEMATOMA/SEROMA/CYST,286.80
20168668,I&D ABSCESS PERITONSILLAR,338.10
20168676,I&D ABSCESS VULVA OR PERINEUM,266.40
20168881,ACUPUNCTURE NO ELECTROTHERAPY,76.00
20168886,ACUPUNCTURE W/ ELECTROTHERAPY,46.00
20168890,ANKLE BRACHIAL INDEX,635.60
20168895,ANOSCOPY,283.60
20170625,STRAP FINGERS,102.70
20170651,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION OF JOI",223.60
20170656,ASPIRATE BLADDER,102.70
20170661,ASPIRATE GANGLION CYST,239.70
20170675,CERVICAL RIPENING,113.40
20170679,CHEMICAL CAUTERY,202.20
20170684,CLOSE WOUND DEHISCENCE SUPERFICIAL,458.00
20170689,COLLECT BLOOD FROM IMPLANTABLE VAD,217.40
20170698,CONTRAST BATH THERAPY,75.00
20170702,CARDIOPULMONARY RESUSCITATION,718.00
20170707,CRICOTHYROIDOTOMY,"1,886.40"
20170712,CRITICAL CARE 1ST HOUR,"1,026.10"
20170716,CRITICAL CARE ADDITIONAL 30 MIN.,512.50
20170720,CRYOCAUTERY,329.60
20170728,CYSTOURETHROSCOPY,325.30
20170733,DEBRIDE SKIN,77.00
20170738,"DOPPLER, ECHO",934.10
20170750,"DRAIN ABSCESS/CYST/HEMATOMA, DENTOALVEOLAR",338.10
20170754,DRESS/DEBRIDE PARTIAL THICK BURN,326.60
20170759,ENDOSCOPY NASAL DIAGNOSTIC,192.60
20170763,"EPSTAXIS CONTROL, ANTERIOR",208.70
20170768,"EPSTAXIS CONTROL, POSTERIOR",264.30
20170773,EVACUATE SUBUNGAL HEMATOMA,77.00
20170792,"INCISE AND REMOVE FOREIGN BODY SUBQ, SIMPLE",225.80
20170802,REMOVE FOREIGN BODY EXTERNAL EYE,132.70
20170807,REMOVE CERUMEN (EARWAX) IMPACTION,172.30
20170812,"REMOVE FOREIGN BODY, INTRANASAL",449.40
20170817,INJECT TRIGGER POINT,236.50
20170823,BLADDER IRRIGATION,116.60
20170831,Medical Team Conference,172.30
20170843,FINE NEEDLE ASPIRATION,403.40
20170847,REPAIR NAIL BED,"1,019.70"
20170852,"WOUND EXPLORATION, CHEST",509.30
20170856,"WOUND EXPLORATION, ABDOMEN/FLANK",621.70
20170860,"Wound Exploration, Extremities",867.80
20170860{2},"WOUND EXPLORATION, EXTREMITIES",867.80
20170868,"CLOSED TREATMENT, TMJ DISLOCATION",82.40
20170873,"CLOSED TREATMENT, SHOULDER DISLOCATION W/ ANESTH",936.30
20170878,"CLOSED TREATMENT, SHOULDER DISLOCATION W/O ANESTH",672.00
20170883,"CLOSED TREATMENT, ELBOW DISLOCATION W/ ANESTH","1,109.60"
20170888,"CLOSED TREATMENT, ELBOW DISLOCATION W/O ANESTH","1,022.90"
20170893,"CLOSED TREATMENT, DISTAL RADIOULNAR DISL",950.20
20170898,"CLOSED TREATMENT, THUMB DISLOCATION",789.70
20170903,"CLOSED TREATMENT, THUMB FRACTURE",914.90
20170908,"CLOSED TREATMENT, CMC DISLOCATION",845.30
20170913,"CLOSED TREATMENT, MCP DISLOCATION",713.70
20170919,"CLOSED TREATMENT, IP JNT DISLOCATION",216.10
20170924,"CLOSED TREATMENT, MTP DISLOCATION",273.90
20170930,"CLOSED TREATMENT, CLAVICULAR FRACTURE",511.50
20170937,"CLOSED TREATMENT, PROXIMAL HUMERAL FRACTURE","1,033.60"
20170945,"CLOSED TREATMENT, HIP DISLOCATION",498.60
20170952,"CLOSED TREATMENT, HUMERAL FRACTURE",672.00
20170957,"CLOSED TREATMENT, NURSEMAID ELBOW",222.60
20170962,"CLOSED TREATMENT, RADIAL SHAFT FRACTURE",575.70
20170968,"CLOSED TREATMENT, ULNA SHAFT FRACTURE",541.40
20170978,"TREATMENT, RADIUS/ULNA FRACTURE",573.50
20170982,"TREATMENT, WRIST FRACTURE",652.70
20170986,"CLOSED TREATMENT, ULNA STYLOID FRACTURE",698.70
20170991,"CLOSED TREATMENT, MC FRACTURE",629.20
20170996,"CLOSED TREATMENT, PHALANGES FRACTURE",421.60
20171026,"INTUBATION, ENDOTRACHEAL",290.00
20171034,REMOVE PIN/SCREW/METAL BAND/NAIL/ROD/PLATE/BURIED,"1,148.10"
20171039,REMOVE/BIVALVE CAST FULL ARM FULL LEG,157.30
20171044,TRANSFUSE BLOOD/BLOOD COMPONENTS < 2 YRS,142.30
20171049,Transfuse Blood/Blood Components =/> 2 yrs,71.70
20171054,VISUAL ACUITY TEST (SNELLEN),101.70
20172402,"ARTIFICIAL INSEMINATION, INTRAUNERINE",465.50
20172406,BIOPSY BREAST OPEN INCISIONAL,535.00
20172411,"BIOPSY BREAST, NEEDLE CORE",174.40
20172417,Biopsy Cervix Procedure,306.00
20183252,"EVACUATION, SUBUNGUAL HEMATOMA",77.00
20183257,BIOPSY SKIN,221.50
20183262,REMOVAL OF SKIN TAG,318.90
20183267,NASOPHARYNGOSCOPY,120.90
20183715,.Post Pran Glucose,85.50
20183719,.Post Pran Baseline Glucose,57.80
20184104,INSERTION OF CEVICAL DILATOR,113.40
20184153,External Cephalic Version,258.90
20184170,"Vaginal Delivery Only, w w/o Episiotomy and or For","2,057.60"
20184198,"Vaginal Delivery Including PP Care, w w/o Episioto","2,609.70"
20184218,"Episiotomy, Vaginal Repair by Other then Deliverin",369.20
202146953,HIV 1 Ab,35.30
202146953{2},HIV 2 Ab,35.30
20414508,After Hours Visit - 99050,263.20
20414512,Critical Care 1st 30-74 mins  - 99291,"1,001.50"
20414516,Critical Care each addl 30 mins  - 99292,512.50
20422463,SBIRT intervention 30+ mins - 99409,86.70
20422467,Well Child Exam < 1 yr Est  - 99391,186.20
20422488,Well Child Exam 12-17 yrs Est - 99394,295.30
20422497,Well Child Exam 12-17 yrs New - 99384,356.30
20422506,Well Child Exam 1-4 yrs Est - 99392,202.20
20422533,Well Child Exam 1-4 yrs New - 99382,233.30
20422538,Well Child Exam 5-11 yrs Est  - 99393,219.40
20422543,Well Child Exam 5-11 yrs New  - 99383,263.20
20422586,Well Exam 18-39 yrs Est - 99395,185.10
20422596,Well Exam 18-39 yrs New - 99385,388.40
20422601,Well Exam 40-64 yrs Est - 99396,185.10
20422633,Chemical Cautery Granulation Tissue,202.20
20422638,VENIPUNCTURE: COLLECT BLOOD,39.20
20422643,Remove CVC Tunneled w/o Subq Port/Pump,"2,007.20"
20422648,Insert CVC Non-Tunneled 5 yrs or greater,"2,201.00"
20422653,Insert Implantable Contraceptive Capsule,208.70
20422659,VENIPUNCTURE NOT ROUTINE,50.30
20422665,"Epistaxis Control, Anterior, Complex",208.70
20422670,Nose Bleed Simple,147.70
20422675,"Epistaxis Control, Posterior, Initial",264.30
20422680,"Epistaxis Control, Posterior, Subsequent",342.40
20422685,Venipuncture Physician less than 3 yrs,22.50
20422690,Venipuncture Physician 3 yrs or greater,24.60
20422695,Remove CVC Non-Tunneled,"4,075.00"
20422721,Debride Nails 6 or more,171.00
20422726,Debride Nails 1-5,43.90
20422731,"Dress/Debride Partial Thick Burn <5% BSA, no Anest",326.60
20422736,Dress/Debride Partial Thick Burn greater than 10%,328.50
20422741,"Dress/Debride Partial Thick Burn 5-10% BSA, no Ane",468.70
20422746,Negative Pressure Therapy (Wound Vac) greater than,545.20
20422751,Negative Pressure Therapy (Wound Vac) 50 sq cm or,329.10
20422756,Trim Normal Nails,93.10
20422771,Remove Implantable Contraceptive Capsule,321.00
20422776,Remove & Reinsert Implantable Contraceptive Capsul,446.20
20422781,VENIPUNCTURE SCALP,42.80
20422796,Debride Wound Non-Selective no Anesth,134.70
20422801,HOLTER & INTERPRET DATA,"1,085.00"
20422805,HOLTER PLACEMENT,621.70
20422813,"Acupuncture no Electrotherapy, 1st 15 mins",76.00
20422817,"Acupuncture no Electrotherapy, each addl 15 mins",64.20
20422821,"Acupuncture w/Electrotherapy, 1st 15 mins",46.00
20422825,"Acupuncture w/Electrotherapy, each addl 15 mins",46.00
20422829,Ankle Brachial Index (ABI),635.60
20422833,"Anoscopy Diagnostic, Simple",283.60
20422849,Application of A Modality To 1 Or More Areas; Hot,109.90
20422853,Apply Cast Brace Long Leg,251.50
20422857,Apply Cast Finger,204.40
20422861,Apply Cast Patellar Tendon Bearing,207.60
20422865,Apply Cylinder Cast (Thigh To Ankle),212.90
20422869,"Apply Splint Finger, Dynamic",239.70
20422873,"Apply Splint Short Arm, Dynamic",272.90
20422877,Apply Walking Cast Long Leg,545.70
20422881,Arterial Cath for Sampling/Monitoring/Infusion,263.20
20422885,Arterial Puncture for Sampling only,40.70
20422889,"Arthrocentesis, Aspirate/Inject Intermediate Joint",270.70
20422893,"Arthrocentesis, Aspirate/Inject Major Joint/Bursa",303.90
20422897,"Arthrocentesis, Aspirate/Inject Small Joint/Bursa",223.60
20422905,"Artifical Insemination, Intrauterine",465.50
20422909,Aspirate Bladder (Suprapubic Cath),102.70
20422913,Aspirate Ganglion Cyst(s),239.70
20422921,Binocular Microscopy,24.60
20422933,"Biopsy Procedure Back/Flank Soft Tissue, Superfici",393.80
20424423,"Biopsy Procedure Forearm/Wrist, Soft Tissue, Super",398.00
20424439,"Biopsy Procedure Leg/Ankle, Soft Tissue, Superfici",403.40
20424447,Biopsy Procedure Nail,201.20
20424459,"Biopsy Procedure Pelvis/Hip Soft Tissue, Superfici",491.10
20424467,"Biopsy Procedure Shoulder Soft Tissue, Superficial",435.50
20424471,"Biopsy Procedure Skin, 1st Lesion",221.50
20424475,"Biopsy Procedure Skin, each addl Lesion",63.10
20424483,"Biopsy Procedure Thigh/Knee Soft Tissue, Superfici",432.30
20424491,"Biopsy Procedure Upper Arm/Elbow, Soft Tissue, Sup",420.50
20424495,"Biopsy Procedure Vaginal Mucosa, Simple",169.10
20424499,Biopsy Procedure Vestibule of Mouth,257.90
20424503,"Biopsy Procedure Vulva/Perineum, 1st Lesion",155.20
20424507,"Biopsy Procedure Vulva/Perineum, each addl Lesion",76.00
20424515,BLADDER SCAN FOR PVR,300.70
20424519,Minor Burn Initial Treatment,118.80
20424523,Cardiac Rehab; w/o Cont ECG Monitor Per Session,24.60
20424527,Change Gastrostomy Tube (G-tube),126.30
20424531,Checkout for Orthotic/Prosthesis Est. Pt. Only Eac,176.70
20424535,"Chemo, Bladder Instillation",640.20
20424539,Circumcision incl. Penile Block,256.80
20424543,Colposcopy w/Biopsy,288.90
20424547,"Colposcopy, Biopsy, and ECC",346.70
20424551,"Colposcopy Vagina & Cervix, Biopsy",314.60
20424555,Community/Work Training Each15Min,138.60
20424559,LEEP,608.80
20424563,Contrast Bath Therapy Each 15Min,75.00
20424567,CPR Adult or Child,718.00
20424571,Cricothyroidotomy (Tracheostomy),"1,886.40"
20424575,Cystourethroscopy (Cystoscope),325.30
20424583,"Debride Mastoidectomy Cavity, Simple",154.10
20424587,Debride Skin Eczematous/Infected 10%  BSA or less,77.00
20424591,"Debride Skin Infected, addl 10%",37.50
20424595,Debride Skin to Bone,596.00
20424599,Debride Skin to Muscle,398.00
20424604,Debride Skin to Subq,150.90
20424608,"Debride Wound at Open Fracture/Dislocation, Skin/S",692.30
20424612,"Debride Wound at Open Fracture/Dislocation, Skin/S",749.00
20424617,Destruct Lesion Vulva Simple,282.50
20424621,"Destruct Lesion, Penis, Simple, Cryotherapy",266.40
20424633,Destruct Malignant Lesion; Face/Ear/Eyelid/Nose/Li,309.20
20424637,Destruct Malignant Lesion; Face/Ear/Eyelid/Nose/Li,358.50
20424641,Destruct Malignant Lesion; Face/Ear/Eyelid/Nose/Li,358.50
20424645,Destruct Malignant Lesion; Face/Ear/Eyelid/Nose/Li,524.30
20424657,Destruct Malignant Lesion; Scalp/Neck/Hand/Foot 0.,273.90
20424661,Destruct Malignant Lesion; Scalp/Neck/Hand/Foot 1.,316.70
20424665,Destruct Malignant Lesion; Scalp/Neck/Hand/Foot 2.,359.50
20424669,Destruct Malignant Lesion; Scalp/Neck/Hand/Foot 3.,440.80
20424681,Destruct Malignant Lesion; Trunk/Arm/Leg 0.6-1 cm,224.70
20424685,Destruct Malignant Lesion; Trunk/Arm/Leg 1.1-2 cm,287.80
20424689,Destruct Malignant Lesion; Trunk/Arm/Leg 2.1-3 cm,319.90
20424693,"Dilation and Curettage (D&C), GYN",552.10
20424705,Dilation Cervical Canal,122.00
20424709,"Doppler Echo, Complete",934.10
20424713,"Doppler Echo, Limited",492.90
20424717,Drain Abscess External Ear Canal,347.80
20424721,Drain Abscess Eyelid,277.10
20424725,Drain Abscess Lymph Node Simple,449.40
20424729,Drain Abscess Nasal,291.00
20424733,Drain Abscess Nasal Septum,292.10
20424745,"Drain Abscess/Hematoma Ext Ear, Simple",292.10
20424749,Echo Color Flow,865.80
20424753,Echocardiogram Transthoracic w/o Doppler or Color,303.90
