HSP,CHARGE CODE,BILLING DESCRIPTION,HOSPITAL CHARGE,,,,,,,,,,,,,,,,,,,
IND,0049076508,INJ HIP ARTHG,"$1,973.52",,,,,,,,,,,,,,,,,,,
IND,0049076706,INJ KNEE ARTHRG,$624.88,,,,,,,,,,,,,,,,,,,
IND,0049076854,INJ MYELOGRAM,"$1,782.36",,,,,,,,,,,,,,,,,,,
IND,0049077001,INJ SHLDER ARTH,"$1,227.39",,,,,,,,,,,,,,,,,,,
IND,0049077159,INJ SPINE DISK,"$3,564.71",,,,,,,,,,,,,,,,,,,
IND,0049077407,INJ HYSTERO/SIS,$802.42,,,,,,,,,,,,,,,,,,,
IND,0049077456,INJ WRIST ARTHG,"$1,973.52",,,,,,,,,,,,,,,,,,,
IND,0049089006,LUMBAR PUNCTURE,"$2,133.24",,,,,,,,,,,,,,,,,,,
IND,0049094402,PLC GASTR TUBE,"$1,685.28",,,,,,,,,,,,,,,,,,,
IND,0049094501,REPLACE G TUBE,"$1,837.27",,,,,,,,,,,,,,,,,,,
IND,0049100258,REM PLEURL CATH,"$3,677.16",,,,,,,,,,,,,,,,,,,
IND,0049100753,PLC VERT STENT,"$9,238.80",,,,,,,,,,,,,,,,,,,
IND,0049102692,PLC CLOSE DEVC,"$1,353.46",,,,,,,,,,,,,,,,,,,
IND,0049120058,ART CATH MONITR,"$2,716.73",,,,,,,,,,,,,,,,,,,
IND,0049120199,INSRT PLEURL CT,"$16,375.91",,,,,,,,,,,,,,,,,,,
IND,0049120405,CYSTO TB SMPL,"$3,493.53",,,,,,,,,,,,,,,,,,,
IND,0049125552,THORACENT W/IMG,"$4,238.25",,,,,,,,,,,,,,,,,,,
IND,0049141005,THROMBECTMY ART,"$22,941.05",,,,,,,,,,,,,,,,,,,
IND,0049141013,THROMB ADD ART,"$5,072.52",,,,,,,,,,,,,,,,,,,
IND,0049141021,THROM ART 2ND,"$7,610.27",,,,,,,,,,,,,,,,,,,
IND,0049141047,THROMBECTMY VN,"$22,941.05",,,,,,,,,,,,,,,,,,,
IND,0049142003,ERCP,"$3,006.47",,,,,,,,,,,,,,,,,,,
IND,0049142383,REMVE RENL TUBE,"$3,909.81",,,,,,,,,,,,,,,,,,,
IND,0049142409,REPS CVCATH W/F,"$3,349.35",,,,,,,,,,,,,,,,,,,
IND,0049143639,BILIARY DUCT DL,"$5,301.37",,,,,,,,,,,,,,,,,,,
IND,0049144256,ANTE NEPHRSTGRM,"$1,863.51",,,,,,,,,,,,,,,,,,,
IND,0049144868,DIL NEPHRO/URET,"$1,189.68",,,,,,,,,,,,,,,,,,,
IND,0049156276,ABD CATH W/SERL,"$7,438.59",,,,,,,,,,,,,,,,,,,
IND,0049156318,ABD W/BI ILIFEM,"$7,265.10",,,,,,,,,,,,,,,,,,,
IND,0049157126,ANGIO EXT UNI,"$6,070.96",,,,,,,,,,,,,,,,,,,
IND,0049157183,ANGIO EXT BI,"$6,229.56",,,,,,,,,,,,,,,,,,,
IND,0049157290,VISCRL SEL/SUP,"$7,480.61",,,,,,,,,,,,,,,,,,,
IND,0049157324,ADRENL SEL UNI,"$21,154.83",,,,,,,,,,,,,,,,,,,
IND,0049157340,ADRENL SEL BI,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049157373,PELVIC SEL/SUP,"$7,245.39",,,,,,,,,,,,,,,,,,,
IND,0049157423,ANGIO PULMO UNI,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049157449,PULM BI SELECT,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049157753,ANGIO ADD VESSL,"$2,773.31",,,,,,,,,,,,,,,,,,,
IND,0049158215,VENGRM EXT UNI,"$2,634.33",,,,,,,,,,,,,,,,,,,
IND,0049158264,INF VENACAVAGRM,"$4,416.18",,,,,,,,,,,,,,,,,,,
IND,0049158280,SUP VENACAVAGRM,"$3,991.73",,,,,,,,,,,,,,,,,,,
IND,0049158868,PERC HEP PORT W,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049158884,PERC HEP PRT WO,"$5,894.13",,,,,,,,,,,,,,,,,,,
IND,0049158900,HEP VENGPHY W/E,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049158926,HEP VENGPHY WO/,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049158934,VEN SAMPL CATH,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049158959,TCATH TRPY EMBL,"$14,222.48",,,,,,,,,,,,,,,,,,,
IND,0049158983,ANGIO F/U STUDY,$897.64,,,,,,,,,,,,,,,,,,,
IND,0049159015,REM OBST CV CTH,$524.76,,,,,,,,,,,,,,,,,,,
IND,0049159023,REM OBST CV CTH,$379.07,,,,,,,,,,,,,,,,,,,
IND,0049159718,TCATH BX S&I,"$4,554.53",,,,,,,,,,,,,,,,,,,
IND,0049159858,CHNG PERC D CTH,"$1,692.94",,,,,,,,,,,,,,,,,,,
IND,0049159908,DRN ABSC W/CATH,"$2,797.78",,,,,,,,,,,,,,,,,,,
IND,0049159973,FLUORO CVA DVCE,"$1,406.94",,,,,,,,,,,,,,,,,,,
IND,0049160054,INJ VENO EXTRM,"$3,798.17",,,,,,,,,,,,,,,,,,,
IND,0049160104,FLUORO GUIDANCE,$784.80,,,,,,,,,,,,,,,,,,,
IND,0049160112,FLUOR SPINE INJ,"$4,151.42",,,,,,,,,,,,,,,,,,,
IND,0049160823,FISTL/SINUS TRC,"$2,400.57",,,,,,,,,,,,,,,,,,,
IND,0049162514,INS CATH RENAL,"$17,554.52",,,,,,,,,,,,,,,,,,,
IND,0049162522,INS CATH RENAL,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049162530,INS CATH RENAL,"$18,236.93",,,,,,,,,,,,,,,,,,,
IND,0049162548,INS CATH RENAL,"$21,932.67",,,,,,,,,,,,,,,,,,,
IND,0049165368,REM OBST CV CTH,"$15,928.22",,,,,,,,,,,,,,,,,,,
IND,0049165376,REM OBST CV CTH,"$6,007.93",,,,,,,,,,,,,,,,,,,
IND,0049165566,INSRT CV CATH,"$3,272.05",,,,,,,,,,,,,,,,,,,
IND,0049165582,INSRT CV CATH,"$14,046.05",,,,,,,,,,,,,,,,,,,
IND,0049165699,INSRT PICC 5>,"$3,272.05",,,,,,,,,,,,,,,,,,,
IND,0049165806,REPLC CV CATH,"$5,589.39",,,,,,,,,,,,,,,,,,,
IND,0049165814,REPLC CV CATH,"$8,202.66",,,,,,,,,,,,,,,,,,,
IND,0049165848,REPLC PICC,"$6,184.21",,,,,,,,,,,,,,,,,,,
IND,0049165897,REMV CV CATH,"$2,831.61",,,,,,,,,,,,,,,,,,,
IND,0049165939,DECLOT CVAD,"$1,600.43",,,,,,,,,,,,,,,,,,,
IND,0049165988,CVD CNTRST EVAL,"$1,358.15",,,,,,,,,,,,,,,,,,,
IND,0049169014,INTRO NDL S&I,"$4,271.50",,,,,,,,,,,,,,,,,,,
IND,0049169022,BAL-PLASTY+S&I,"$30,127.20",,,,,,,,,,,,,,,,,,,
IND,0049169030,STNT+PLASTY+S&I,"$65,762.71",,,,,,,,,,,,,,,,,,,
IND,0049169048,THRO+IMG+S&I,"$30,127.20",,,,,,,,,,,,,,,,,,,
IND,0049169055,THRO+PLST+IMG,"$60,891.40",,,,,,,,,,,,,,,,,,,
IND,0049169063,THRO+STN+IMG,"$99,679.14",,,,,,,,,,,,,,,,,,,
IND,0049169071,APLAS+IMG+S&I,"$31,357.85",,,,,,,,,,,,,,,,,,,
IND,0049169089,STENT+IMG+S&I,"$65,762.71",,,,,,,,,,,,,,,,,,,
IND,0049169378,US GUIDANCE VA,"$1,489.32",,,,,,,,,,,,,,,,,,,
IND,0049171820,PORTOSYST SHUNT,"$22,506.42",,,,,,,,,,,,,,,,,,,
IND,0049171838,REVS PORTO SHNT,"$34,109.46",,,,,,,,,,,,,,,,,,,
IND,0049171911,INS ENDO FILTER,"$14,818.58",,,,,,,,,,,,,,,,,,,
IND,0049171937,REM VENCAVA FIL,"$20,030.85",,,,,,,,,,,,,,,,,,,
IND,0049171978,TCATH RETRV FB,"$18,623.33",,,,,,,,,,,,,,,,,,,
IND,0049172117,TCATH NONCOR,"$15,185.89",,,,,,,,,,,,,,,,,,,
IND,0049172125,TCATH NONCOR,"$15,185.89",,,,,,,,,,,,,,,,,,,
IND,0049172133,TCATH NONCOR,"$16,113.35",,,,,,,,,,,,,,,,,,,
IND,0049172141,TCATH CESSATION,"$15,928.22",,,,,,,,,,,,,,,,,,,
IND,0049172364,OP PERC ST 1ST,"$62,957.42",,,,,,,,,,,,,,,,,,,
IND,0049172372,OP PER ST ADD,"$10,342.45",,,,,,,,,,,,,,,,,,,
IND,0049172380,OP PER ST SAME,"$62,957.42",,,,,,,,,,,,,,,,,,,
IND,0049172398,OP PER ST ADD,"$10,342.45",,,,,,,,,,,,,,,,,,,
IND,0049172414,VSC EMB/OCC VEN,"$66,988.35",,,,,,,,,,,,,,,,,,,
IND,0049172422,VSC EMB/OCC ART,"$72,347.42",,,,,,,,,,,,,,,,,,,
IND,0049172430,VSC EMB/OCC ORG,"$72,347.42",,,,,,,,,,,,,,,,,,,
IND,0049172448,VSC EMB/OCC BLD,"$66,988.35",,,,,,,,,,,,,,,,,,,
IND,0049172463,ANGIPLASTY ART,"$30,127.20",,,,,,,,,,,,,,,,,,,
IND,0049172471,ANGPLASTY ART,"$32,331.25",,,,,,,,,,,,,,,,,,,
IND,0049172489,ANGIPLASTY VEN,"$30,127.20",,,,,,,,,,,,,,,,,,,
IND,0049172497,PLAS ADL VEIN,"$32,331.25",,,,,,,,,,,,,,,,,,,
IND,0049175151,CHNG BILI CATH,"$9,181.60",,,,,,,,,,,,,,,,,,,
IND,0049175201,CHNG NEPHR TUBE,"$1,967.75",,,,,,,,,,,,,,,,,,,
IND,0049175250,CHNG URETR TUBE,"$9,181.60",,,,,,,,,,,,,,,,,,,
IND,0049175821,DRN PERIT ABSC,$976.53,,,,,,,,,,,,,,,,,,,
IND,0049175953,EST NEPHR TRACT,"$14,849.62",,,,,,,,,,,,,,,,,,,
IND,0049176001,PERC CHOLECYSTM,"$11,516.15",,,,,,,,,,,,,,,,,,,
IND,0049176654,INJ NEPHROSTOGR,"$2,029.90",,,,,,,,,,,,,,,,,,,
IND,0049177603,INSRT BILI EXT,"$13,059.32",,,,,,,,,,,,,,,,,,,
IND,0049177702,PLC NEPHO CATH,"$10,000.99",,,,,,,,,,,,,,,,,,,
IND,0049178007,PLC CATH AORT,"$3,798.17",,,,,,,,,,,,,,,,,,,
IND,0049178155,PLC CATH ARTR,"$3,516.82",,,,,,,,,,,,,,,,,,,
IND,0049178205,PLC CATH ARTR,"$3,516.82",,,,,,,,,,,,,,,,,,,
IND,0049178254,PLC CATH ARTR,"$4,279.85",,,,,,,,,,,,,,,,,,,
IND,0049178304,PLC CATH ARTR,"$3,798.17",,,,,,,,,,,,,,,,,,,
IND,0049178353,PLC CATH ARTR,"$3,617.30",,,,,,,,,,,,,,,,,,,
IND,0049178403,PLC CATH ARTR,"$3,349.35",,,,,,,,,,,,,,,,,,,
IND,0049178452,PLC CATH ARTR,"$3,516.82",,,,,,,,,,,,,,,,,,,
IND,0049178502,PLC CATH ARTR,"$2,139.91",,,,,,,,,,,,,,,,,,,
IND,0049178650,PLC CATH ARTR,"$3,798.17",,,,,,,,,,,,,,,,,,,
IND,0049178700,CATH VENACAVA,$329.92,,,,,,,,,,,,,,,,,,,
IND,0049178858,PLC CATH VEIN,"$3,516.82",,,,,,,,,,,,,,,,,,,
IND,0049178908,PLC CATH VEIN,"$3,798.17",,,,,,,,,,,,,,,,,,,
IND,0049181720,ILIAC O/P STENT,"$60,033.95",,,,,,,,,,,,,,,,,,,
IND,0049181803,FEM/POP W/ATHER,"$33,237.00",,,,,,,,,,,,,,,,,,,
IND,0049181886,TIB/PER W/ATHER,"$33,237.00",,,,,,,,,,,,,,,,,,,
IND,0049194186,INS INTRAPER CA,"$16,689.20",,,,,,,,,,,,,,,,,,,
IND,0049194228,REM INTRAPERTNL,"$13,761.85",,,,,,,,,,,,,,,,,,,
IND,0049194400,PLC GASTR TUBE,"$7,223.42",,,,,,,,,,,,,,,,,,,
IND,0049194426,PLC JEJUNO TUBE,"$7,223.42",,,,,,,,,,,,,,,,,,,
IND,0049194509,REPLACE G TUBE,"$3,234.10",,,,,,,,,,,,,,,,,,,
IND,0049194525,REPLACE J TUBE,"$3,476.28",,,,,,,,,,,,,,,,,,,
IND,0049194608,REM OBSTR GTUB,"$3,700.26",,,,,,,,,,,,,,,,,,,
IND,0050500222,FNA W GUIDANCE,"$2,014.42",,,,,,,,,,,,,,,,,,,
IND,0050502020,CT SINUS W/O CM,"$6,202.45",,,,,,,,,,,,,,,,,,,
IND,0050502046,CT SINUS WO/W,"$1,698.28",,,,,,,,,,,,,,,,,,,
IND,0050502061,CT SINUS W/O CM,"$1,430.20",,,,,,,,,,,,,,,,,,,
IND,0050504505,CT HD/BRN WO CM,"$6,356.36",,,,,,,,,,,,,,,,,,,
IND,0050504604,CT HD/BRN W/CM,"$6,821.88",,,,,,,,,,,,,,,,,,,
IND,0050504612,CTA CHST WO/W,"$8,956.68",,,,,,,,,,,,,,,,,,,
IND,0050504703,CT HD/BRN WO/W,"$6,189.86",,,,,,,,,,,,,,,,,,,
IND,0050504869,CT FACIAL WO CM,"$6,698.65",,,,,,,,,,,,,,,,,,,
IND,0050504877,CT FACIAL W/CM,"$6,883.09",,,,,,,,,,,,,,,,,,,
IND,0050504885,CT FACIAL WO/W,"$2,268.73",,,,,,,,,,,,,,,,,,,
IND,0050504901,CT NECK W/O CM,"$3,417.04",,,,,,,,,,,,,,,,,,,
IND,0050504919,CT NECK W/CM,"$4,716.91",,,,,,,,,,,,,,,,,,,
IND,0050504927,CT NECK WO/W CM,"$4,253.35",,,,,,,,,,,,,,,,,,,
IND,0050504968,CTA ABD LE RO,"$10,107.98",,,,,,,,,,,,,,,,,,,
IND,0050504976,CTA HEAD W CONT,$860.15,,,,,,,,,,,,,,,,,,,
IND,0050504984,CTA ABD WO/W CM,"$9,978.57",,,,,,,,,,,,,,,,,,,
IND,0050504992,CTA NECK W CONT,$879.70,,,,,,,,,,,,,,,,,,,
IND,0050505007,CTA HEAD WO/W,"$4,021.56",,,,,,,,,,,,,,,,,,,
IND,0050505023,CTA NK WO/W,"$5,671.11",,,,,,,,,,,,,,,,,,,
IND,0050505049,CTA PELVIS WO/W,"$6,454.10",,,,,,,,,,,,,,,,,,,
IND,0050505080,CTA UE WO/W CM,"$5,112.27",,,,,,,,,,,,,,,,,,,
IND,0050505106,CTA LE WO/W CM,"$7,572.78",,,,,,,,,,,,,,,,,,,
IND,0050505205,CT ORB/EAR/PFOS,"$5,203.49",,,,,,,,,,,,,,,,,,,
IND,0050505247,CT ORB/EAR/PFOS,"$5,859.52",,,,,,,,,,,,,,,,,,,
IND,0050505288,CT ORB/EAR/PFOS,"$7,359.44",,,,,,,,,,,,,,,,,,,
IND,0050506104,ASP/INJ MJR JNT,"$1,097.63",,,,,,,,,,,,,,,,,,,
IND,0050510304,GUIDE CATH FLDR,"$1,632.14",,,,,,,,,,,,,,,,,,,
IND,0050512508,CT THORAX WO CM,"$8,755.07",,,,,,,,,,,,,,,,,,,
IND,0050512607,CT THORAX W/CM,"$8,907.88",,,,,,,,,,,,,,,,,,,
IND,0050512706,CT THORAX WO/W,"$8,956.68",,,,,,,,,,,,,,,,,,,
IND,0050512748,CTA CHEST WCONT,"$5,765.00",,,,,,,,,,,,,,,,,,,
IND,0050521251,CT SP CERV W/O,"$8,136.16",,,,,,,,,,,,,,,,,,,
IND,0050521269,CT SP CERV W/CM,"$8,132.18",,,,,,,,,,,,,,,,,,,
IND,0050521277,CT SP CERV WO/W,"$7,385.55",,,,,,,,,,,,,,,,,,,
IND,0050521285,CT SP THOR W/O,"$4,365.83",,,,,,,,,,,,,,,,,,,
IND,0050521293,CT SP THOR W/CM,"$4,846.86",,,,,,,,,,,,,,,,,,,
IND,0050521301,CT SP THOR WO/W,"$4,815.60",,,,,,,,,,,,,,,,,,,
IND,0050521319,CT SP LUMB W/O,"$5,692.84",,,,,,,,,,,,,,,,,,,
IND,0050521327,CT SP LUMB W/CM,"$5,441.19",,,,,,,,,,,,,,,,,,,
IND,0050521335,CT SP LUMB WO/W,"$5,242.90",,,,,,,,,,,,,,,,,,,
IND,0050521921,CT PELVIS WO CM,"$5,451.99",,,,,,,,,,,,,,,,,,,
IND,0050521939,CT PELVIS W/CM,"$5,513.90",,,,,,,,,,,,,,,,,,,
IND,0050521947,CT PELVIS WO/W,"$5,642.66",,,,,,,,,,,,,,,,,,,
IND,0050521962,CTA PELV W CONT,"$2,329.45",,,,,,,,,,,,,,,,,,,
IND,0050522002,PEL/HIP JT I&D,"$4,063.78",,,,,,,,,,,,,,,,,,,
IND,0050525559,THORACENT W/IMG,"$6,568.86",,,,,,,,,,,,,,,,,,,
IND,0050525575,PLEU DRAIN PERC,"$3,343.04",,,,,,,,,,,,,,,,,,,
IND,0050532001,CT UE W/O CM,"$3,629.84",,,,,,,,,,,,,,,,,,,
IND,0050532019,CT UE W/ CM,"$3,377.72",,,,,,,,,,,,,,,,,,,
IND,0050532027,CT UE WO/W CM,"$2,359.81",,,,,,,,,,,,,,,,,,,
IND,0050532068,CTA UE W CONT,"$2,156.90",,,,,,,,,,,,,,,,,,,
IND,0050537000,CT LE W/O CM,"$5,863.37",,,,,,,,,,,,,,,,,,,
IND,0050537018,CT LE W/ CM,"$6,317.66",,,,,,,,,,,,,,,,,,,
IND,0050537026,CT LE WO/W CM,"$3,780.70",,,,,,,,,,,,,,,,,,,
IND,0050537067,CTA LE W CONT,"$2,156.90",,,,,,,,,,,,,,,,,,,
IND,0050541408,CT ABDOMEN W/O,"$1,501.71",,,,,,,,,,,,,,,,,,,
IND,0050541507,CT ABD W/O CM,"$6,989.95",,,,,,,,,,,,,,,,,,,
IND,0050541606,CT ABD W/ CM,"$8,119.03",,,,,,,,,,,,,,,,,,,
IND,0050541705,CT ABD WO/W CM,"$8,799.45",,,,,,,,,,,,,,,,,,,
IND,0050541747,CTA ABDPEL WO/W,"$1,202.94",,,,,,,,,,,,,,,,,,,
IND,0050541754,CTA ABD W CONT,"$2,156.90",,,,,,,,,,,,,,,,,,,
IND,0050541770,CT AB/PEL W/CM,"$13,152.82",,,,,,,,,,,,,,,,,,,
IND,0050541788,CT ABD/PEL WO/W,"$9,239.42",,,,,,,,,,,,,,,,,,,
IND,0050541796,CT AB/PEL WO CM,"$11,890.68",,,,,,,,,,,,,,,,,,,
IND,0050541804,CTA ABDPEL W,"$2,873.20",,,,,,,,,,,,,,,,,,,
IND,0050556356,CTA ABD LE RO W,"$2,329.45",,,,,,,,,,,,,,,,,,,
IND,0050559905,DRN ABSC W/CATH,"$2,934.51",,,,,,,,,,,,,,,,,,,
IND,0050560705,CT BONE DENSITY,"$1,206.59",,,,,,,,,,,,,,,,,,,
IND,0050563618,CT GUIDE NDL PL,"$3,606.80",,,,,,,,,,,,,,,,,,,
IND,0050565050,CT LTD/LOC F/U,"$3,530.63",,,,,,,,,,,,,,,,,,,
IND,0050574904,PERC CHOLECYSTM,"$19,304.08",,,,,,,,,,,,,,,,,,,
IND,0050575026,BX ABD MASS,"$2,243.93",,,,,,,,,,,,,,,,,,,
IND,0050575034,BX BONE DEEP,"$2,326.18",,,,,,,,,,,,,,,,,,,
IND,0050575042,BX BONE SUPRFCL,"$2,423.44",,,,,,,,,,,,,,,,,,,
IND,0050575059,BX CHEST NDL,"$2,538.64",,,,,,,,,,,,,,,,,,,
IND,0050575109,BX LUNG/MEDIAST,"$2,243.93",,,,,,,,,,,,,,,,,,,
IND,0050575117,BX MUSCLE PERC,"$2,350.59",,,,,,,,,,,,,,,,,,,
IND,0050575125,BX PANCRS PERC,"$2,538.64",,,,,,,,,,,,,,,,,,,
IND,0050575141,BX RENAL PERC,"$2,243.93",,,,,,,,,,,,,,,,,,,
IND,0050575166,BX LYMPH NODE,"$1,715.25",,,,,,,,,,,,,,,,,,,
IND,0050575844,ABSC DRN LIVER,"$6,694.67",,,,,,,,,,,,,,,,,,,
IND,0050575869,ABSC DRN PERIT,"$3,365.39",,,,,,,,,,,,,,,,,,,
IND,0050575950,EST NEPHR TRACT,"$7,025.28",,,,,,,,,,,,,,,,,,,
IND,0050582154,BX LIVR PERC ND,"$2,423.44",,,,,,,,,,,,,,,,,,,
IND,0050590835,ABD PARA W/IMAG,$743.70,,,,,,,,,,,,,,,,,,,
IND,0050594050,CATH FL COLL VI,"$1,724.60",,,,,,,,,,,,,,,,,,,
IND,0050594068,CATH FL COLL,"$4,444.85",,,,,,,,,,,,,,,,,,,
IND,0050600220,FNA W GUIDANCE,"$1,776.38",,,,,,,,,,,,,,,,,,,
IND,0050603653,VENOUS MAPPING,"$1,350.59",,,,,,,,,,,,,,,,,,,
IND,0050606045,ASP/INJ SM JT,"$1,427.45",,,,,,,,,,,,,,,,,,,
IND,0050606078,ASP/INJ INT JT,"$3,169.75",,,,,,,,,,,,,,,,,,,
IND,0050606110,ASP/INJ MJR JT,"$1,427.45",,,,,,,,,,,,,,,,,,,
IND,0050610302,GUIDE CATH FLDR,"$1,566.27",,,,,,,,,,,,,,,,,,,
IND,0050620038,ART IMG L/E COM,"$2,711.28",,,,,,,,,,,,,,,,,,,
IND,0050620079,ART IMG U/E COM,"$2,312.37",,,,,,,,,,,,,,,,,,,
IND,0050620137,DUPLX EXT VEINS,"$4,309.90",,,,,,,,,,,,,,,,,,,
IND,0050620178,ART/VEN FLW LTD,"$3,143.26",,,,,,,,,,,,,,,,,,,
IND,0050620202,AORT/INF/IV/BPG,"$1,892.18",,,,,,,,,,,,,,,,,,,
IND,0050625557,THORACENT W/IMG,"$3,095.41",,,,,,,,,,,,,,,,,,,
IND,0050625573,PLEU DRAIN PERC,"$3,510.19",,,,,,,,,,,,,,,,,,,
IND,0050633064,CARD ECHO 2D,"$8,973.24",,,,,,,,,,,,,,,,,,,
IND,0050633072,ECHO 2D W/CON,"$3,977.70",,,,,,,,,,,,,,,,,,,
IND,0050633304,COLORFLOW ANALY,"$2,100.91",,,,,,,,,,,,,,,,,,,
IND,0050633502,ECHO EXER STRES,"$2,859.58",,,,,,,,,,,,,,,,,,,
IND,0050634005,ESOPHAGEAL ECHO,"$2,719.04",,,,,,,,,,,,,,,,,,,
IND,0050665363,US SOFT HEAD/NK,"$2,174.12",,,,,,,,,,,,,,,,,,,
IND,0050665413,DUPLX CARTD BI,"$2,494.33",,,,,,,,,,,,,,,,,,,
IND,0050666049,US CHEST B-SCAN,$462.28,,,,,,,,,,,,,,,,,,,
IND,0050666064,ECHO TT COMP,"$1,344.92",,,,,,,,,,,,,,,,,,,
IND,0050666247,ECHO 2D LTD/FU,"$1,700.13",,,,,,,,,,,,,,,,,,,
IND,0050666254,ECHO LTD/CON,"$3,491.53",,,,,,,,,,,,,,,,,,,
IND,0050666270,ECHO 2D COMP,"$2,832.38",,,,,,,,,,,,,,,,,,,
IND,0050666452,US BREAST COM,$821.98,,,,,,,,,,,,,,,,,,,
IND,0050666502,ASP BREAST CYS,"$1,007.90",,,,,,,,,,,,,,,,,,,
IND,0050667005,US ABD COMPLETE,"$4,452.66",,,,,,,,,,,,,,,,,,,
IND,0050667054,US ABD LTD/FU,"$2,200.34",,,,,,,,,,,,,,,,,,,
IND,0050667708,US RETROPL COMP,"$2,161.66",,,,,,,,,,,,,,,,,,,
IND,0050667757,US RETROPL LTD,"$1,529.82",,,,,,,,,,,,,,,,,,,
IND,0050667781,US TRNSP KIDNEY,"$1,279.43",,,,,,,,,,,,,,,,,,,
IND,0050667823,US SCROTUM,"$2,302.40",,,,,,,,,,,,,,,,,,,
IND,0050668003,US SPINAL CANAL,"$1,231.51",,,,,,,,,,,,,,,,,,,
IND,0050668011,US OB<14WKS,"$1,777.91",,,,,,,,,,,,,,,,,,,
IND,0050668029,US OB<14WKS ADD,"$1,578.26",,,,,,,,,,,,,,,,,,,
IND,0050668102,US OB LTD 1OR>,"$1,610.41",,,,,,,,,,,,,,,,,,,
IND,0050668110,US OB FETL ANAT,"$1,391.76",,,,,,,,,,,,,,,,,,,
IND,0050668128,US OB ADDL GEST,"$1,578.26",,,,,,,,,,,,,,,,,,,
IND,0050668169,US OB TRANSVAG,"$3,591.28",,,,,,,,,,,,,,,,,,,
IND,0050668185,FETAL BIOPHYS,$873.22,,,,,,,,,,,,,,,,,,,
IND,0050668250,US OB>14WK SGL,"$3,711.79",,,,,,,,,,,,,,,,,,,
IND,0050668284,INFANT HD ECHO,$903.60,,,,,,,,,,,,,,,,,,,
IND,0050668300,US TRANSVAGINAL,"$1,993.44",,,,,,,,,,,,,,,,,,,
IND,0050668433,US OB>14WK ADD,"$3,399.04",,,,,,,,,,,,,,,,,,,
IND,0050668565,US PELVIC COMP,"$2,527.45",,,,,,,,,,,,,,,,,,,
IND,0050668581,US PELVC LTD/FU,"$1,705.46",,,,,,,,,,,,,,,,,,,
IND,0050668615,US JOINT COMPLE,$692.65,,,,,,,,,,,,,,,,,,,
IND,0050668631,US XTR JOINT LM,$348.80,,,,,,,,,,,,,,,,,,,
IND,0050668649,US XTR SFT TISS,$692.65,,,,,,,,,,,,,,,,,,,
IND,0050668854,US INF HIPS DYN,$768.00,,,,,,,,,,,,,,,,,,,
IND,0050669316,US GD PERICARD,$710.62,,,,,,,,,,,,,,,,,,,
IND,0050669605,US GUIDANCE,"$1,215.48",,,,,,,,,,,,,,,,,,,
IND,0050671080,DOPPLER ECHO,"$2,978.44",,,,,,,,,,,,,,,,,,,
IND,0050671387,DUPLX VEINS UNI,"$3,038.76",,,,,,,,,,,,,,,,,,,
IND,0050671502,AORT/INF/IV/BPG,"$1,431.01",,,,,,,,,,,,,,,,,,,
IND,0050671601,SCAN HEMO ACCES,$960.50,,,,,,,,,,,,,,,,,,,
IND,0050671965,EXT STDY 1-2LVL,$260.25,,,,,,,,,,,,,,,,,,,
IND,0050671981,EXT STD 3+LVL,"$1,681.97",,,,,,,,,,,,,,,,,,,
IND,0050672013,LE ART IMG LTD,"$1,630.58",,,,,,,,,,,,,,,,,,,
IND,0050672062,ART IMG U/E LTD,"$1,630.58",,,,,,,,,,,,,,,,,,,
IND,0050674001,ASP/INJ THYROID,"$1,962.68",,,,,,,,,,,,,,,,,,,
IND,0050675206,BX LIVR PERC ND,"$2,243.93",,,,,,,,,,,,,,,,,,,
IND,0050675354,BX RENAL PERC,"$2,423.44",,,,,,,,,,,,,,,,,,,
IND,0050675453,BX THY PERC NDL,$234.22,,,,,,,,,,,,,,,,,,,
IND,0050675909,DRN PERIT ABSC,"$1,248.34",,,,,,,,,,,,,,,,,,,
IND,0050676303,DRN ABSC W/CATH,"$3,026.52",,,,,,,,,,,,,,,,,,,
IND,0050685759,BX SFT TIS NK/T,"$2,243.93",,,,,,,,,,,,,,,,,,,
IND,0050690825,ABDPARAW/OIMAG,$821.98,,,,,,,,,,,,,,,,,,,
IND,0050690833,ABD PARA W/IMAG,$797.34,,,,,,,,,,,,,,,,,,,
IND,0050694058,CATH FL COLL VI,"$1,911.03",,,,,,,,,,,,,,,,,,,
IND,0050694066,CATH FL COLL,"$4,233.19",,,,,,,,,,,,,,,,,,,
IND,0050700657,INJ ANES SGL LV,"$1,571.51",,,,,,,,,,,,,,,,,,,
IND,0050701218,CA SCRN COLONOS,"$2,159.35",,,,,,,,,,,,,,,,,,,
IND,0050707652,IV TX INIT 1 HR,$488.79,,,,,,,,,,,,,,,,,,,
IND,0050707660,IV INF TX ADD H,$348.90,,,,,,,,,,,,,,,,,,,
IND,0050709146,E&M-EP LVL I,$664.47,,,,,,,,,,,,,,,,,,,
