Chg Code,Description,Price,CPT Code
1641035,MR-BREAST UNI WO    ,"$10,466.54",77058
1641038,MR-BREAST BIL WO    ,"$11,025.70",77059
1641041,MRA-CHEST WO        ,"$9,752.18",71555
1641044,MRA-LW EXTR WO      ,"$9,752.18",73725
1641045,MRA-LW EXTR WWO     ,"$9,752.18",73725
1641046,MR-ORBT FACE NECK WO,"$9,211.28",70540
1641051,MRA-HEAD WWO        ,"$9,752.18",70546
1641052,MR-BRAIN WO         ,"$10,843.11",70551
1641053,MR-BRAIN W          ,"$11,918.07",70552
1641055,MR-CERV SPINE WO    ,"$9,752.18",72141
1641056,MR-CERV SPINE W     ,"$11,376.03",72142
1641057,MR-THOR SPINE WO    ,"$9,211.28",72146
1641058,MR-THOR SPINE W     ,"$10,843.11",72147
1641059,MR-LUMB SPINE WO    ,"$9,256.93",72148
1641060,MR-LUMB SPINE W     ,"$10,843.11",72149
1641061,MR-CERV SPINE WWO   ,"$11,376.03",72156
1641062,MR-THOR SPINE WWO   ,"$10,843.11",72157
1641063,MR-LUMB SPINE WWO   ,"$10,843.11",72158
1641066,MR-PELVIS W         ,"$9,211.28",72196
1641068,MRA-PELVIS W        ,"$9,752.18",72198
1641069,MRA-PELVIS WO       ,"$9,752.18",72198
1641070,MRA-PELVIS WWO      ,"$9,752.18",72198
1641076,MR-UPPER EXT BI WWO ,"$15,575.42",73220
1641079,MR-TMJS             ,"$17,655.72",70336
1641083,MR-LW JOINT WO BI   ,"$17,655.72",73721
1641084,MRA-LW EXTR WO BI   ,"$9,212.42",73725
1641085,MRA-LW EXTR W BI    ,"$9,212.42",73725
1641086,MRA-LW EXTR WWO BI  ,"$9,212.42",73725
1641089,MR-UPPER JNT BIL WO ,"$16,347.97",73221
1641098,MR-LOWER EXTR BI WWO,"$14,943.23",73720
1651011,NM-THYROID MET BODY ,"$5,348.74",78018
1651017,NM-BONE MARROW MULT ,"$3,567.04",78103
1651027,NM-SPLEEN           ,"$3,114.12",78185
1651032,NM-LIVER            ,"$3,913.31",78201
1651034,NM-LIVER SPECT      ,"$8,008.75",78205
1651036,NM-LIVER AND SPLEEN ,"$4,357.85",78215
1651045,NM-GI REFLUX        ,"$3,519.12",78262
1651046,NM-GASTRIC EMPTYING ,"$4,112.21",78264
1651047,NM-BREATH TST ANALY ,$835.15,78267
1651048,NM-BREATH TST C 14  ,"$4,911.42",78268
1651052,NM-GI BLOOD LOSS    ,"$4,175.72",78278
1651054,NM-MECKELS SCAN     ,"$3,807.87",78290
1651057,NM-BONE SCAN LMTD   ,"$3,256.70",78300
1651059,NM-BONE SCAN BODY   ,"$4,977.32",78306
1651061,NM-BONE SCAN SPECT  ,"$2,667.19",78320
1651067,NM-VASCULAR FLOW    ,"$2,016.58",78445
1651069,NM-VENOGRAM UNILAT  ,"$4,273.98",78457
1651073,NM-MYOCRD SPECT SNGL,"$8,008.75",78451
1651074,NM-MYOCRD SPECT MULT,"$15,999.52",78452
1651078,NM-GATED BLD POOL SN,"$6,905.22",78472
1651082,NM-CARD FRSTPASS SNG,"$2,777.43",78481
1651083,NM-CARD FRSTPASS MUL,"$8,226.82",78483
1651087,NM-LUNG PERF PARTICU,"$4,530.39",78580
1651100,NM-BRAIN STATIC COMP,"$3,913.31",78605
1651101,NM-BRAIN W VASC FLOW,"$4,643.02",78606
1651112,NM-KIDNEY STATIC    ,"$3,559.86",78700
1651114,NM-KIDNEY VF NO PHRM,"$5,198.98",78707
1651120,NM-URIN BLDDR REFLUX,"$4,273.98",78740
1651121,NM-TESTICULAR FLOW  ,"$4,273.98",78761
1651123,NM-TUMOR LOC LMTD   ,"$5,907.11",78800
1691061,IR-SIALOGRAM        ,"$1,411.55",70390
1691070,IR-VENOGRAM EXT BI  ,"$3,008.96",75822
1691081,IR-FISTULOGRAM CR   ,"$1,399.82",76080
1691087,IR-VENOGRAM EXT UNI ,"$2,995.49",75820
1210961,REGADENOSON 0.1MG IJ,$715.52,J2785
1221173,AA 4.25%/D10W 2000ML,$555.66,X7700
1314280,"GLUCOSE, QUANT      ",$281.06,82947
1314282,"GLUCOSE, POST DOSE  ","$1,319.97",82950
7211442,SITAGLIPTIN 50MG TAB,$79.38,     
1221139,AA 5%/D20W 2000ML   ,$555.66,X7700
1221178,AA 5%/D20W 1000ML   ,$555.66,X7700
1319366,GLU TOT GEST SCREEN ,$0.00,     
1612101,IR-CISTERNOGRAPHY   ,"$2,307.72",70015
1612103,HE-MANDIBLE LTD CR  ,$389.41,70100
1612111,HE-DACROCYSTOGRAP CR,"$1,150.26",70170
1612198,CH-ABDOMEN 2 VWS CR ,"$1,008.88",74019
1612201,CH-ABD PERITONEUM CR,"$2,755.86",74190
1612207,FL-GI SERIES W KUB  ,"$2,323.30",74241
1612210,FL-GI AIR W KUB     ,"$1,241.33",74247
1612213,FL-SM BWL ENT TBE CR,$669.80,74251
1612217,FL-ENEMA THERAPEUTIC,$569.15,74283
1612221,SU-CHOLEGRM ADD CR  ,$753.68,74301
1612226,FL-ENDO BIL PANC    ,"$6,197.08",74330
1612227,FL-GI TUBE PLACEMENT,"$1,255.72",74340
1612229,FL-ENTEROCLYSIS PLAC,"$1,919.51",74355
1612231,FL-PERC BIL DIL STEN,"$2,666.00",74363
1612233,FL-UROGRAPHY CR     ,"$1,017.27",74410
1612234,FL-UROGRAPH W TOM CR,"$1,017.27",74415
1612236,FL-UROGRAPHY ANTE CR,"$1,123.91",74425
1612245,IR-LYMPHANGIO UNI EX,"$2,090.87",75801
1612246,IR-LYMPHANGIO BI EXT,"$2,815.76",75803
1612247,IR-LYMPH ABD PEL UNI,"$2,349.67",75805
1612249,IR-SPLENOPORTOGRAM  ,"$9,295.62",75810
1612250,IR-VENGRM EPIDURAL  ,"$5,546.47",75872
1612251,IR-VENGRM ORBITAL   ,"$3,289.06",75880
1612270,TOMOGRAM CMPLX UN CR,$790.82,76101
1612271,TOMOGRAM CMPLX BI CR,"$1,150.26",76102
1612272,FL-CINERADIOGRAPHY  ,$575.14,76120
1612274,XRAY CONSULT REPORT ,$325.91,76140
1612285,IR-ARTHROGRAM ANKLE ,"$1,598.39",73615
1612320,LE-FOOT 2VWS BI CR  ,$941.79,73620
1631509,CT-LOWER EXT W BI   ,"$3,188.35",73701
1631510,CT-LOWER EXT WWO BI ,"$6,551.29",73702
1641033,MRA-ABDOMEN WWO     ,"$5,998.98",74185
1641101,MR-CARD W STRESS IMG,"$1,460.66",75559
1612113,HE-ORBITS 4V CR     ,$703.34,70200
1612119,HE-TEETH ONE VIEW CR,$434.95,70300
1612120,HE-TEETH PARTIAL CR ,$434.95,70310
1612121,HE-TEETH COMPLETE CR,$434.95,70320
1612122,HE-TMJ UNILATERAL CR,$239.64,70328
1612124,HE-CEPHALOGRAM CR   ,$212.09,70350
1612127,FL-PHARYNX LARYNX   ,$575.14,70370
1612128,FL-MOD BA SWALLOW   ,$575.14,70371
1612134,CH-RIBS UNILAT CR   ,$558.36,71100
1612136,CH-RIBS BILATERAL CR,$522.42,71110
1612147,SP-T SPINE 3 VIEW CR,$682.97,72072
1612148,SP-T SPNE 4PLUS V CR,$212.09,72074
1612155,SP-SI JOINTS 2V CR  ,$212.09,72200
1612163,IR-DISCOGRAPHY CT   ,"$9,927.07",72285
1612254,STRESS VIEWS JOINT  ,$212.09,77071
1612258,BNE SRVY LTD METS CR,$454.11,77074
1612259,BNE SRVY CMP METS CR,$722.53,77075
1612261,JOINT SURVEY 1V CR  ,$212.09,77077
1612263,DEXA PERIPHERAL     ,$433.74,77081
1612265,BR-DUCT GALGRM SING ,"$1,320.42",77053
1612266,BR-DUCT GALGRM MULT ,"$1,380.32",77054
1612278,IR-ARTHROGRAM TMJ CR,"$1,256.91",70332
1612280,IR-ARTHROGRAM ELBOW ,"$1,598.39",73085
1612282,IR-ARTHROGRAM HIP CR,"$1,677.48",73525
1612290,CH-CHEST 3V CR      ,$494.87,71047
1612295,DXA BONE DENS V FRAC,$212.09,77086
1612301,UE-SHOULDER 1V BI CR,"$1,072.39",73020
1612304,UE-ELBOW 2VW BI CR  ,$466.11,73070
1612308,UE-WRIST 2VW BI CR  ,$566.75,73100
1612310,UE-HAND 2VWS BI CR  ,$420.58,73120
1612314,LE-KNEE 1TO2V BI CR ,"$1,026.86",73560
1612357,FL-3D WO POSTPROCESS,"$1,306.03",76376
1612358,FL-3D W POSTPROCESS ,"$1,362.35",76377
1612361,BR-DIG MAMMO SCRN UN,$538.00,77067
1621500,US-EMBOL DET WO INJ ,$497.25,93892
1621504,US-EYE A SCAN       ,$497.25,76511
1621507,US-OPTHALM A SCAN   ,$329.51,76516
1621508,US-OPTHALM LENS CALC,$460.10,76519
1621509,US-OPTHALM FB LOCAL ,$539.19,76529
1621537,US-HIPS INFANT W MAN,"$1,483.38",76885
1621538,US-HIPS INFANT NO MA,$575.14,76886
1631505,CT-UPPER EXT W BI   ,"$3,133.57",73201
1631506,CT-UPPER EXT WWO BI ,"$2,939.58",73202
1631507,CTA-UPPER EXT BI    ,"$2,939.58",73206
1641000,MR-UPPER EXT WO     ,"$4,904.62",73218
1641001,MR-UPPER EXT W      ,"$4,425.35",73219
1641004,MR-UPPER JOINT W    ,"$4,294.12",73222
1641005,MR-UPPER JOINT WWO  ,"$8,105.52",73223
1641008,MRA-NECK W          ,"$4,653.57",70548
1641036,MR-BREAST UNI WWO   ,"$2,869.97",77058
1641042,MRA-CHEST WWO       ,"$4,578.26",71555
1641047,MR-ORBT FACE NECK W ,"$4,571.40",70542
1641065,MR-PELVIS WO        ,"$4,531.48",72195
1641067,MR-PELVIS WWO       ,"$7,433.39",72197
1641074,MR-UPPER EXT BI WO  ,"$4,904.62",73218
1641080,MR-BONE LENGTH STUDY,"$1,513.15",77073
1641087,MR-3D WO POSTPROCESS,"$1,243.84",76376
1641088,MR-3D W POSTPROCESS ,"$1,297.48",76377
1641090,MR-UPPER JNT BI W   ,"$4,294.12",73222
1651000,NM-TUMOR WH BODY 2DY,"$4,561.55",78804
1651012,NM-THYROID CA UPTAKE,$328.31,78020
1651085,NM-CARD FRSTPASS ADD,$304.34,78496
1651102,NM-BRAIN SPECT      ,"$4,313.51",78607
1651103,NM-BRAIN VASC ONLY  ,"$1,977.02",78610
1651116,NM-KID VF PHRM MULT ,"$1,539.69",78709
1651125,NM-TUMOR LOC BODY   ,"$2,886.46",78802
1651127,NM-ABSCESS LOC LMTD ,"$2,419.16",78805
1651128,NM-ABSCESS LOC BODY ,"$3,908.52",78806
1219573,STREPTOMYCIN 1GM VL ,$203.96,J3000
1010014,"NI-EKG, 12 LEADS    ",$733.30,93005
1010015,NI-STRESS TEST      ,"$3,393.30",93017
1010017,"NI-EKG, 1-3 LEADS   ",$345.08,93041
1141041,GI LEV 1 EA ADD MIN ,$94.84,SURG 
1141042,GI LEV 2 EA ADD MIN ,$125.28,SURG 
1160111,GI LAB LEV 1 1ST 15 ,"$7,198.98",Z7506
1160112,GI LAB LEV 2 1ST 15 ,"$12,964.74",Z7506
1160113,GI LAB LEV 3 1ST 15 ,"$18,721.97",Z7506
1160121,GI LEV 1 EA ADD MIN ,$98.63,SURG 
1160122,GI LEV 2 EA ADD MIN ,$130.28,SURG 
1160123,GI LEV 3 EA ADD MIN ,$159.52,SURG 
1160124,GI LEV 4 EA ADD MIN ,$191.17,SURG 
335200,R&B ICU/CCU         ,"$5,139.58",     
1210233,KETOROLAC 15MG INJ  ,$37.49,J1885
1210267,MEPERID HCL 100MGINJ,$315.32,J2175
7212032,METOCLOPRAM 10MG INJ,$74.97,J2765
7210536,METOPROLOL 25MG TAB ,$14.33,Z7610
1210713,MONSELS PASTE 8ML   ,$229.32,     
1210968,LORAZEPAM 2MG INJ   ,$164.27,J2060
1314041,PHENOBARBITAL       ,"$1,328.39",80184
1314042,PHENYTOIN TOTAL     ,"$1,050.93",80185
1314047,QUINIDINE           ,$676.20,80194
1314050,THEOPHYLLINE        ,"$1,082.16",80198
1314054,DRUG UNSPEC QUANT   ,$201.78,80299
1314083,BLOOD TYPING ABO    ,$439.59,86900
1314084,BLOOD TYPING RH D   ,$466.01,86901
1314091,COMPATIB TEST IS    ,$178.96,86920
1314092,COMPATIB TEST INCUB ,$178.96,86921
1314093,COMPATIB TEST AHG   ,$357.92,86922
1314098,ACETON-KETON SERM QL,$245.01,82009
1314105,ALBUMIN SERUM       ,$103.29,82040
1314109,ELECTROLYTE PANEL   ,$602.94,80051
1314110,COMP METAB PANEL    ,"$1,437.67",80053
1314111,OBSTETRIC PANEL     ,$835.94,80055
1314112,LIPID PANEL         ,"$1,467.70",80061
1314113,RENAL FUNCTION PANEL,"$1,065.34",80069
1314115,HEPATIC FUNCTION PAN,$608.94,80076
1314124,ALPHA 1-ANTITRYP PHE,$115.30,82104
1314131,AMINO ACID SING QUAN,$91.28,82131
1314135,AMMONIA             ,$551.28,82140
1314148,BARBITURATES MS     ,$61.25,80345
1314152,BILIRUBIN TOTAL     ,$103.29,82247
1314153,BILIRUBIN DIRECT    ,$103.29,82248
1314157,BLD OCCULT OTHER SRC,$309.88,82271
1314164,CALCIUM TOTAL       ,$50.45,82310
1314165,CALCIUM IONIZED     ,$50.00,82330
1314173,CARBON DIOXIDE CO2  ,$103.29,82374
1314174,CARBON MONOXIDE QUAN,$207.78,82375
1314180,CATECHOLAMINES BLD  ,$32.42,82383
1314186,CHLORIDE BLOOD      ,$103.29,82435
1314190,CHOLESTEROL TOTAL   ,$422.78,82465
1314215,CPK MB FRACTION     ,$432.39,82553
1314217,CREATININE BLOOD    ,$103.29,82565
1314218,CREATININE UR-OTHER ,$156.15,82570
1314219,CREATININE CLEARANCE,$623.34,82575
1314255,FETAL FIBRONECTIN   ,$425.18,82731
1314270,BLD GAS W-O2 SAT DIR,$378.34,82805
1314271,"BLD GAS, O2 SAT ONLY",$564.51,82810
1314283,GTT 3 SPEC          ,"$1,319.97",82951
1314284,GTT ADD SP          ,$308.68,82952
1314292,GGT                 ,$456.40,82977
1314303,"H PYLORI,BREATH TEST",$360.32,83013
1314314,"METHEMOGLOBIN, QUAN ","$1,132.60",83050
1314336,"IMMUNOASSAY, NOS    ",$80.47,83520
1314346,LACTIC ACID         ,$297.86,83605
1314347,LACTATE DEHYDROLDH  ,$440.79,83615
1314358,LIPASE              ,$198.18,83690
1314361,"LIPOPROTEIN, HDL    ",$628.15,83718
1314363,"LIPOPROTEIN, LDL    ",$135.72,83721
1314365,MAGNESIUM           ,$506.86,83735
1314369,MASS SPECTRO QUANT  ,$96.09,83789
1314380,MYOGLOBIN           ,$158.66,83874
1314405,"OSMOLALITY, BLOOD   ",$664.19,83930
1314406,"OSMOLALITY,URINE    ",$676.20,83935
1314416,"PHOSPHATASE,ACID,TOT",$331.50,84060
1314418,"PHOSPHATASE, PROSTAT",$51.64,84066
1314419,"PHOSPHATASE,ALKALINE",$91.28,84075
1314425,"PHOSPHORUS, BLOOD   ",$407.16,84100
1314426,"PHOSPHORUS, URINE   ",$5.72,84105
1314433,POTASSIUM SER PL WB ,$281.06,84132
1314434,"POTASSIUM, URINE    ",$159.75,84133
1314446,PROTEIN TOT SER PLWB,$94.50,84155
1314458,"RECEPTOR, ESTROGEN  ","$1,243.10",84233
1314459,"RECEPTOR, PROGEST   ","$1,978.15",84234
1314461,"RECEPTOR, NON-ENDO  ",$195.77,84238
1314469,"SODIUM,SER PL OR WB ",$103.29,84295
1314474,SPECIFIC GRAVITY    ,$181.36,84315
1314476,"SUGARS, SING, QUAL  ",$93.69,84376
1314478,"SUGARS, SING, QUANT ",$338.71,84378
1314497,TRIGLYCERIDES       ,$576.51,84478
1314502,"TROPONIN,QNT        ",$176.56,84484
1314508,"UREA NITROGEN,QUAN  ",$103.29,84520
1314512,"URIC ACID, BLOOD    ",$407.16,84550
1314529,"HCG, QUAL           ",$177.75,84703
1314532,"ANTIBODY SCREEN, RBC",$685.81,86850
1314534,"ANTIBODY ID,EA PANEL","$1,258.72",86870
1314535,DIRECT COOMBS TEST  ,$330.29,86880
1314537,IDAT EACH AB TITER  ,$158.54,86886
1314571,C-REACTIVE PROTEIN  ,$201.78,86140
1314572,"CRP,HIGHLY SENS     ",$163.34,86141
1314609,HETEROPHILE AB SCREE,$331.50,86308
1314636,PART AGGLUT.SCREEN  ,$294.26,86403
1314642,"SKIN TEST, HISTOPLAS",$331.50,86510
1314693,HIV-2 AB ELISA      ,$108.10,86702
1314715,"PROTOZOA AB, NOS    ",$66.06,86753
1314716,RSV AB              ,"$1,201.07",86756
1314721,SALMONELLA AB       ,$69.67,86768
1314746,BLEEDING TIME       ,$439.59,85002
1314753,CBC W-PLT AUTO COMPD,$235.41,85025
1314757,"RETIC COUNT, FLOW   ",$491.23,85045
1314762,CLOT RETRACTION     ,$338.71,85170
1314789,COAG TIME LEE-WHITE ,$338.71,85345
1314798,FIBRINOGEN ACTIVITY ,$272.64,85384
1314821,PLTT NEUTRALIZATION ,$88.34,85597
1314822,PROTHROMBIN TIME    ,$126.12,85610
1314827,SED RATE NONAUTOMATE,$294.26,85651
1314830,THROMBIN TIME       ,$126.12,85670
1314833,THROMBOPLAST TIMEPTT,$512.85,85730
1314838,PHYS BB SERV TRAN RE,"$1,853.23",86078
1314843,CULTURE BLOOD BACTER,$439.59,87040
1314844,CULT STL BACT W-ISOL,$558.50,87045
1314846,CULTURE BACTERIA OTH,$664.19,87070
1314850,CULT ANAERO IDENT EA,$43.24,87076
1314852,CULTURE SCREEN ONLY ,$67.25,87081
1314854,CULT URINE-COLONY CT,$558.50,87086
1314881,MICROBE SUSCEPT MIC ,$498.45,87186
1314891,SMEARWET MOUNT SAL-I,$407.16,87210
1314892,TISSUE EX FOR FUNGI ,$55.25,87220
1314918,CLOSTRIDIUM DIF TOXN,$63.66,87324
1314919,CRYPTOCOCCUS NEOF AG,$60.06,87327
1314934,"INFLUENZA A AG,EIA  ",$181.36,87400
1314938,"STREP A AG,EIA      ",$664.19,87430
1315009,"DETECT AGNTNOS,DNAAM",$253.42,87798
1315022,"UA, AUTO W-SCOPE    ",$97.28,81001
1315025,URINALYSIS          ,$207.78,81005
1315030,"URINALYSIS,VOL MEASU",$207.78,81050
1315037,CELL CTW-ODIF BODYFL,$243.81,89050
1315049,NASAL SMEAR-EOSINOPH,$407.16,89190
1315076,NATRIURETIC PEPTIDE ,$572.91,83880
1315077,SODIUM OTHER SOURCE ,$97.28,84302
1315079,CBC-PLT AUTORP CDM  ,$422.78,85049
1315080,FDP-D-DIMER QUALITY ,$693.51,85380
1315091,PROT TOTL RANDOM URI,$126.12,84156
1315157,"VENIPUNCTURE,ROUTINE",$66.06,36415
1315822,GENTAMICIN          ,"$1,082.16",80170
1315826,VANCOMYCIN          ,$984.88,80202
1315834,CHLORIDE URINE RAN  ,$103.29,82436
1315845,"PH FLUID,NOS        ",$126.12,83986
1315893,HEMOGLOBIN A1C      ,$148.93,83036
1316340,SEMEN VOL CT MOT-DIF,"$1,004.09",89322
1316344,SEMEN ANYL PRES-M-S ,$366.32,89321
1316359,ACETON-KETON SERM QT,$547.68,82010
1316361,HCG QUANT           ,"$1,209.46",84702
1321004,BONE MARROW INTERPRE,$51.00,85097
1321021,CYTOPATH FLD FTRW-IN,$40.00,88106
1321032,CYTOPATH C-V MANUAL ,$150.69,88150
1321039,CYTOP SMR OTH S5SLID,$83.59,88162
1321044,CYTOPATH EVAL OF FNA,$142.99,88172
1321045,"CYTOP EVAL,FNA,REPOR","$1,007.49",88173
1321075,SURG PATH GROSS LVL1,$12.00,88300
1321076,SURG PATH GROSS LVL2,$12.00,88302
1321077,SURG PATH GROSS LVL3,$12.00,88304
1321078,SURG PATH GROSS LVL4,$12.00,88305
1321079,SURG PATH GROSS LVL5,$12.00,88307
1321080,SURG PATH GROSS LVL6,$12.00,88309
1321081,DECALCIFY TISSUE    ,$11.00,88311
1321082,SPECIAL STAINS GRP 1,$11.00,88312
1321083,SPECIAL STAINS GRP 2,$16.00,88313
1321091,PATH CONSULT INT-1BL,$197.98,88331
1321092,PATH CONSULT-INTRADD,$144.20,88332
1321114,CYTOPATH FLD NOT V-C,$40.00,88104
1321152,PAP THINLAY LIQ DIAG,$100.09,88142
1331039,S-H 1 DONOR FFP     ,$483.89,P9017
1331074,S-H WH BLD TRANS-EA ,"$1,152.56",P9010
1319013,LUPUS ANTICOAG EVAL ,$0.00,     
1319050,NEWBORN WORKUP-BB   ,$0.00,     
1319057,TYPE AND SCREEN     ,$0.00,     
1319070,CARDIAC PROFILE     ,$0.00,     
1319071,CARDIAC ENZYME PANEL,$0.00,     
1319073,GTT 4 SPEC          ,$0.00,     
1319074,GTT 6 SPEC          ,$0.00,     
1319075,GTT 8 SPEC          ,$0.00,     
1319077,GTT 5 SPEC          ,$0.00,     
1319081,"BILIRUBIN, TOT-DIR  ",$0.00,     
1319349,COOXIMETRY  PANEL   ,$0.00,     
1319474,GTT 7 SPEC          ,$0.00,     
1319476,FFP                 ,$0.00,     
1319513,CMP-HEPATIC PANEL   ,$0.00,     
1319547,CROSSMATCH BLOOD    ,$0.00,     
2313054,SWG RUG IV CD1      ,$0.00,CD1  
2313055,SWG RUG IV CD2      ,$0.00,CD2  
2313056,SWG RUG IV CE1      ,$0.00,CE1  
2313057,SWG RUG IV CE2      ,$0.00,CE2  
2313058,SWG RUG IV ES1      ,$0.00,ES1  
2313059,SWG RUG IV ES2      ,$0.00,ES2  
2313060,SWG RUG IV ES3      ,$0.00,ES3  
2313061,SWG RUG IV HB1      ,$0.00,HB1  
2313062,SWG RUG IV HB2      ,$0.00,HB2  
2313063,SWG RUG IV HC1      ,$0.00,HC1  
2313064,SWG RUG IV HC2      ,$0.00,HC2  
2313065,SWG RUG IV HD1      ,$0.00,HD1  
2313066,SWG RUG IV HD2      ,$0.00,HD2  
2313067,SWG RUG IV HE1      ,$0.00,HE1  
2313068,SWG RUG IV HE2      ,$0.00,HE2  
2313069,SWG RUG IV LB1      ,$0.00,LB1  
2313070,SWG RUG IV LB2      ,$0.00,LB2  
2313071,SWG RUG IV LC1      ,$0.00,LC1  
2313072,SWG RUG IV LC2      ,$0.00,LC2  
2313073,SWG RUG IV LD1      ,$0.00,LD1  
2313074,SWG RUG IV LD2      ,$0.00,LD2  
2313075,SWG RUG IV LE1      ,$0.00,LE1  
2313076,SWG RUG IV LE2      ,$0.00,LE2  
7212201,ACTYLCYSTN INJ 100MG,$19.85,J0132
7212269,DIPH/TET/ACPERT .5ML,"$1,282.21",90715
1210027,ALTEPLASE RECOM 1MG ,$198.45,J2997
1210148,ALTEPLASE RECOM 1MG ,$233.73,J2997
7211770,HEPATITIS B GLOB 1ML,"$3,171.89",90371
7211819,ABCIXIMAB 10MG      ,"$8,507.99",J0130
7211849,PAMIDRONATE 30MG IJ ,$667.01,J2430
7211853,RHO D IG FULL 300MCG,"$1,531.37",90384
7211939,COSYNTROPN .25MG INJ,"$1,392.46",J0834
7211998,DIMETH SULF 50% 50ML,"$1,280.00",J1212
7212083,ALBUMIN 5% 250ML IV ,"$2,104.67",P9045
7212085,ALBUMIN 25% 50ML IV ,"$1,016.51",P9047
7212106,METHYLDOPA 250MG INJ,$151.04,J0210
7212117,GLUCAGON 1MG INJ    ,"$1,499.40",J1610
7212121,ESTROGEN CNJ 25MGINJ,"$1,693.44",J1410
7212141,LUPR 3.75FEMALE/PEDS,"$12,668.83",J1950
7212208,DIGOXIN IMMUNE FAB  ,"$4,808.00",J1162
7212216,IRON DEX165 INJ 50MG,$312.01,J1750
7212223,PRALIDOXIME UPTO 1GM,"$2,315.25",J2730
7212319,IBUTILIDE 1MG INJ   ,$839.00,J1742
1211047,EPO NESRD 1000 U INJ,$233.73,J0885
7211823,AMPHOTER B LIPD 10MG,$68.36,J0287
7211828,BOTULINUM TOXI A 1U ,$89.30,J0585
7211844,LINEZOLID 200 MG    ,$603.07,J2020
7211979,"CALCITONIN,SAL 400IU",$231.53,J0630
7212259,TIGECYCLINE 1 MG INJ,$20.95,J3243
1641111,MRA-UPPER EXTR W    ,"$9,173.63",73225
1641112,MRA-UPPER EXTR WO   ,"$8,741.14",73225
1641113,MRA-UP EXTR WWO     ,"$9,029.84",73225
1316362,"GLU,HOME USE DIAGNOS",$58.86,82962
1020032,EEG AWAKE DROWSY    ,"$3,955.26",95816
1020033,EEG AWAKE ASLEEP    ,"$3,628.14",95819
1020036,EEG ALL NIGHT       ,"$7,644.50",95827
1110801,OR LEV 1 INI 15 MIN ,"$5,165.43",Z7506
1110802,OR LEV 2 INI 15 MIN ,"$6,883.60",Z7506
1110803,OR LEV 3 INI 15 MIN ,"$8,602.98",Z7506
1110804,OR LEV 4 INI 15 MIN ,"$10,323.57",Z7506
1110805,OR LEV 5 INI 15 MIN ,"$12,047.82",Z7506
1110806,OR LEV 6 INI 15 MIN ,"$13,770.86",Z7506
1110811,OR LEV 1 EA ADD MIN ,$169.26,Z7508
1110812,OR LEV 2 EA ADD MIN ,$222.84,Z7508
1110813,OR LEV 3 EA ADD MIN ,$278.85,Z7508
1110814,OR LEV 4 EA ADD MIN ,$338.52,Z7508
1110815,OR LEV 5 EA ADD MIN ,$392.09,Z7508
1110816,OR LEV 6 EA ADD MIN ,$446.89,Z7508
1120001,PACU LEV 1 INI 15 MN,"$1,825.32",     
1120002,PACU LEV 2 INI 15 MN,"$2,741.01",     
1120003,PACU LEV 3 INI 15 MN,"$3,651.86",     
1120004,PACU LEV 4 INI 15 MN,"$4,567.55",     
1120011,PACU LEV 1 EA ADD MN,$52.36,     
1120012,PACU LEV 2 EA ADD MN,$80.36,     
1120013,PACU LEV 3 EA ADD MN,$101.07,     
1120014,PACU LEV 4 EA ADD MN,$130.28,     
1131111,ANES LV 1 INI 15 MIN,"$1,271.28",     
1131112,ANES LV 2 INI 15 MIN,"$1,910.55",     
1131113,ANES LV 3 INI 15 MIN,"$2,549.84",     
1131114,ANES LV 4 INI 15 MIN,"$3,185.47",     
1131121,ANES LV 1 EA ADD MIN,$40.18,     
1131122,ANES LV 2 EA ADD MIN,$56.01,     
1131123,ANES LV 3 EA ADD MIN,$80.36,     
1131124,ANES LV 4 EA ADD MIN,$96.20,     
1160114,GI LAB LEV 4 1ST 15 ,"$7,884.53",Z7506
1314000,PHLEBOTOMY THERAPEUT,$637.76,99195
1522032,BLOOD TRANSF 4 6 HRS,"$2,288.56",36430
1522033,BLOOD TRANSF 6 8 HRS,"$2,686.35",36430
1522034,BLOOD TRANSF 8 10 HR,"$3,082.97",36430
1522112,IV THERAPY EA AD HR ,$315.13,96366
1522114,CONCURRENT IV THER  ,$335.50,96368
1522115,THERAPEUTIC IV PUSH ,$381.03,96374
1522116,THERA EA AD IV PUSH ,$252.83,96375
1522131,IR-IRR PORT DRUG DEL,$348.68,96523
1710900,SPIROMETRY          ,$470.89,94010
1913221,BRIEF ED VISIT      ,$682.63,Z7502
1913222,LIMITED ED VISIT    ,"$1,293.02",Z7502
1913223,INTERMEDIATE ED VIST,"$2,905.08",Z7502
1913224,EXTENDED ED VISIT   ,"$5,905.27",Z7502
1913225,COMPREHENSIVE ED VST,"$7,030.95",Z7502
1913226,CRITICAL CARE LT 74M,"$8,315.55",Z7502
1913227,CRIT CARE EA 30 MIN ,"$4,169.21",Z7502
1913230,MINOR PROCEDURE     ,$849.98,SURG 
1913231,INTERMEDIATE PROCEDR,"$1,407.39",SURG 
1913232,MAJOR PROCEDURE     ,"$6,780.53",SURG 
1913233,CPR                 ,"$4,220.98",92950
1913234,NI-TEMP EXT PACE    ,"$4,643.55",92953
1913235,"THROMBOLY,CORONRY,IV","$3,714.12",92977
1913237,EKG 12 LEAD ED STAFF,$736.81,93005
1913238,INSERTION FLOW CATH ,"$6,373.62",93503
1913239,NI-CARDIOVERSION    ,"$3,113.37",92960
