"Item Number,Description,Rev Code,CPT Code,Price,Assoc Item 1,Assoc Item 2,Assoc Item 3,Assoc Item 4,Assoc Item 5,Assoc Item 6,Assoc Item 7,Assoc Item 8,Assoc Item 9,Assoc Item 10"
" 3060239,WOUND CLOSURE,360,,"" 2,621.00 "",,,,,,,,,,"
" 3060240,BR BIOP W/MONOPTY,360,, 814.75 ,,,,,,,,,,"
" 3060241,COLPOSACROPEXY,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060242,MYRINGOTOMY-TUBE REM,360,,"" 1,266.50 "",,,,,,,,,,"
" 3060243,HIP - SCREW REMOVAL,360,,"" 2,847.50 "",,,,,,,,,,"
" 3060244,EXC OF MASS,360,,"" 2,772.50 "",,,,,,,,,,"
" 3060245,I & D OF LEG,360,,"" 1,266.50 "",,,,,,,,,,"
" 3060246,ORIF- TIB/FIB,360,,"" 5,030.75 "",,,,,,,,,,"
" 3060247,CL REDUCT RAD/ULNA,360,, 589.00 ,,,,,,,,,,"
" 3060248,PARACENTESIS ABD,360,, 637.00 ,,,,,,,,,,"
" 3060249,MAXIL ENDOSCOPY-DX,360,, 363.00 ,,,,,,,,,,"
" 3060250,MAXIL ENDOSCOPY-SUR,360,,"" 2,772.50 "",,,,,,,,,,"
" 3060251,SPHEN ENDOSCOPY-DX,360,, 363.00 ,,,,,,,,,,"
" 3060252,SPHEN ENDOSCOPY-SUR,360,,"" 2,997.50 "",,,,,,,,,,"
" 3060253,MAXILL IRRIGATION,360,, 438.00 ,,,,,,,,,,"
" 3060254,SPHENOID IRRIGATION,360,,"" 1,040.50 "",,,,,,,,,,"
" 3060255,HARDWARE REM-DEEP,360,,"" 3,073.75 "",,,,,,,,,,"
" 3060256,ILEOSTOMY CLOSURE,360,,"" 2,923.25 "",,,,,,,,,,"
" 3060257,INCIS/BREAST LESION,360,,"" 1,417.00 "",,,,,,,,,,"
" 3060258,I & D FOREARM ABCESS,360,,"" 2,772.50 "",,,,,,,,,,"
" 3060259,COLPOSCOPY W/BIOPSY,360,, 589.00 ,,,,,,,,,,"
" 3060260,EXC SKIN LESION-BACK,360,,"" 1,341.25 "",,,,,,,,,,"
" 3060261,EXCISION-SHOULD MASS,360,,"" 2,546.25 "",,,,,,,,,,"
" 3060262,EXC-ANORECTAL LESION,360,,"" 2,923.25 "",,,,,,,,,,"
" 3060263,EXC-PILONIDAL SIMP,360,,"" 1,868.50 "",,,,,,,,,,"
" 3060264,EXC-PILONIDAL EXT,360,,"" 2,320.25 "",,,,,,,,,,"
" 3060265,EXC-PILONIDAL COMP,360,,"" 2,320.25 "",,,,,,,,,,"
" 3060266,CLOSED TX/ FINGER FX,360,, 589.00 ,,,,,,,,,,"
" 3060267,REMOVAL FEMUR LESION,360,,"" 3,675.50 "",,,,,,,,,,"
" 3060268,COLPOCLEISIS,360,,"" 2,621.00 "",,,,,,,,,,"
" 3060269,CYSTOSC W/BX & FULG,360,,"" 1,868.50 "",,,,,,,,,,"
" 3060270,CYSTO W/RESECTION,360,,"" 2,320.25 "",,,,,,,,,,"
" 3060271,AMPUTATION OF FINGER,360,,"" 1,492.00 "",,,,,,,,,,"
" 3060272,ORIF-FEMUR,360,,"" 4,880.00 "",,,,,,,,,,"
" 3060273,NAIL PLATE REMOVAL,360,, 199.00 ,,,,,,,,,,"
" 3060274,BURCH PROCEDURE,360,,"" 2,470.75 "",,,,,,,,,,"
" 3060275,LYNCH BILATERAL,360,,"" 3,826.50 "",,,,,,,,,,"
" 3060276,EXC CHEST WALL MASS,360,,"" 1,266.50 "",,,,,,,,,,"
" 3060277,I&D AXILLARY ABCESS,360,, 814.75 ,,,,,,,,,,"
" 3060278,CHOLECYSTOJUJUNOSTOM,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060279,EPIDURAL BLOOD PATCH,360,, 739.25 ,,,,,,,,,,"
" 3060280,BONE MARROW BX/ASPIR,360,, 253.50 ,,,,,,,,,,"
" 3060281,CENTRAL VEN INSERT,360,,"" 1,040.50 "",,,,,,,,,,"
" 3060282,REPAIR JOINT WO GRAF,360,,"" 2,169.75 "",,,,,,,,,,"
" 3060283,REPAIR JOINT W/GRAFT,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060284,TX COLLAPSED LUNG,360,, 780.25 ,,,,,,,,,,"
" 3060285,LASER SUR/PROSTATE,360,,"" 5,483.00 "",,,,,,,,,,"
" 3060286,INDIGO LSR TX SYSTEM,360,,"" 2,772.50 "",,,,,,,,,,"
" 3060287,DES LESION PENIS LSR,360,,"" 2,395.50 "",,,,,,,,,,"
" 3060288,DES LESION PENIS OTH,360,,"" 2,395.50 "",,,,,,,,,,"
" 3060289,FRAGMENT KIDNEY STON,360,,"" 10,601.50 "",,,,,,,,,,"
" 3060290,ANOSCOPY W/DILATION,360,, 438.00 ,,,,,,,,,,"
" 3060291,TREATMENT/FINGER FX,360,, 363.00 ,,,,,,,,,,"
" 3060292,REPAIR WOUND/LESION,360,, 664.25 ,,,,,,,,,,"
" 3060293,INCISION/BILE DUCT,360,,"" 3,826.50 "",,,,,,,,,,"
" 3060294,BILE DUCT ENDO ADDON,360,, 705.25 ,,,,,,,,,,"
" 3060295,BOWEL REPAIR,360,,"" 3,224.25 "",,,,,,,,,,"
" 3060296,CONIZATION OF CERVIX,360,,"" 3,224.25 "",,,,,,,,,,"
" 3060297,COLLAGEN IMP PROC,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060298,LIGATION SEC VEINS,360,,"" 2,470.75 "",,,,,,,,,,"
" 3060299,LAPAR OOPHORECTOMY,360,,"" 2,169.75 "",,,,,,,,,,"
" 3060300,JOINT REL WRIST,360,,"" 2,470.75 "",,,,,,,,,,"
" 3060301,PYLORPLASTY/VAGOTOMY,360,,"" 2,923.25 "",,,,,,,,,,"
" 3060302,VAGOTOMY-ABDOMINAL,360,,"" 1,492.00 "",,,,,,,,,,"
" 3060303,CONTROL HEM THROAT,360,,"" 4,127.50 "",,,,,,,,,,"
" 3060304,EXC OSTEOCHOND TIBIA,360,,"" 3,449.75 "",,,,,,,,,,"
" 3060305,ANTERIOR OR POSTERIOR REPAIR,360,,"" 3,073.75 "",,,,,,,,,,"
" 3060306,EXC NECK/THOR MASS,360,,"" 2,019.25 "",,,,,,,,,,"
" 3060307,EXC NAIL/NAIL MATRIX,360,11750, 705.25 ,,,,,,,,,,"
" 3060308,ARTHROTOMY-ANKLE ADD,360,,"" 3,449.75 "",,,,,,,,,,"
" 3060309,ARTHROTOMY-KNEE ADD,360,,"" 3,449.75 "",,,,,,,,,,"
" 3060310,EVC HEMATOMA-DEEP,360,, 650.25 ,,,,,,,,,,"
" 3060311,HALO APPLICATION,360,,"" 1,923.50 "",,,,,,,,,,"
" 3060312,PINNING CALCANEOUS,360,,"" 3,600.00 "",,,,,,,,,,"
" 3060313,PERITONEAL SHUNT,360,,"" 2,320.25 "",,,,,,,,,,"
" 3060314,L CLOS FACE 2.6-5.0C,360,, 452.00 ,,,,,,,,,,"
" 3060315,PERCUT GASTRO TUBE,360,,"" 1,191.25 "",,,,,,,,,,"
" 3060316,PERCUTANEOUS SCL,360,, 930.75 ,,,,,,,,,,"
" 3060317,PARTIAL GASTRECTOMY,360,,"" 3,675.50 "",,,,,,,,,,"
" 3060318,CLAVICULECTOMY,360,,"" 4,428.50 "",,,,,,,,,,"
" 3060319,ARTHROTOMY-SHOULDER,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060320,COLPORRHAPHY-POSTERI,360,,"" 2,997.50 "",,,,,,,,,,"
" 3060321,POLYPECTOMY-NASAL,360,,"" 2,436.75 "",,,,,,,,,,"
" 3060322,NASAL TURBINECTOMY,360,,"" 2,436.75 "",,,,,,,,,,"
" 3060323,PELVIC EXAM-ANESTH,360,,"" 2,847.50 "",,,,,,,,,,"
" 3060324,THORACENTESIS,360,, 739.25 ,,,,,,,,,,"
" 3060325,EXC THI-KNEE LESION,360,,"" 2,546.25 "",,,,,,,,,,"
" 3060326,REV PERI VEN SHUNT,360,,"" 3,675.50 "",,,,,,,,,,"
" 3060327,REP CRUCIATE LIGAMEN,360,,"" 4,579.00 "",,,,,,,,,,"
" 3060328,ARTHRO/MENISCUS REP,360,,"" 3,374.75 "",,,,,,,,,,"
" 3060329,CL TX FINGER W/O MAN,360,, 328.25 ,,,,,,,,,,"
" 3060330,PERC FIXATION FINGER,360,,"" 3,525.00 "",,,,,,,,,,"
" 3060331,CL TX NASAL SEPT FX,360,,"" 1,943.50 "",,,,,,,,,,"
" 3060332,LUMBAR SPINAL FUSION,360,,"" 4,880.00 "",,,,,,,,,,"
" 3060333,INSTRUMENT WITH RODS,360,,"" 2,997.50 "",,,,,,,,,,"
" 3060334,BONE GRAFT SEP INSCI,360,, 739.25 ,,,,,,,,,,"
" 3060335,TUIBN-BL NECK INCIS,360,,"" 3,224.25 "",,,,,,,,,,"
" 3060336,DVIU-URETHRAL INCIS,360,,"" 2,621.00 "",,,,,,,,,,"
" 3060337,REM HIP PROSTHESIS,360,,"" 2,772.50 "",,,,,,,,,,"
" 3060338,PART REM FINGER BONE,360,,"" 2,136.00 "",,,,,,,,,,"
" 3060339,REM OF CV CATHETER,360,,"" 1,116.25 "",,,,,,,,,,"
" 3060340,REV/AMP OF FINGER,360,,"" 2,094.25 "",,,,,,,,,,"
" 3060341,ARTHRO MED/LAT MENIS,360,,"" 3,675.50 "",,,,,,,,,,"
" 3060342,PROCTOSIG W/POLYPECT,360,,"" 1,061.50 "",,,,,,,,,,"
" 3060343,EXC VULVAR LESION,360,,"" 1,718.25 "",,,,,,,,,,"
" 3060344,PENILE IMP INSERT,360,,"" 12,860.50 "",,,,,,,,,,"
" 3060345,RECONSTRUCT EAR LOBE,360,,"" 3,148.50 "",,,,,,,,,,"
" 3060346,DILATION OF RECTUM,360,,"" 2,436.75 "",,,,,,,,,,"
" 3060347,EXC MASS THIGH,360,,"" 2,512.00 "",,,,,,,,,,"
" 3060348,MUSCLE-DEEP-BX,360,,"" 2,136.00 "",,,,,,,,,,"
" 3060567,REMOVAL INFECTED MESH,360,, 911.25 ,,,,,,,,,,"
" 3060568,ANAL DILATION-ENDOSCOPIC,360,,"" 1,432.75 "",,,,,,,,,,"
" 3060569,COLON DILATION-ENDOSCOPIC,360,,"" 1,460.25 "",,,,,,,,,,"
" 3060570,COLON-SIGMOID DILATION,360,,"" 1,432.75 "",,,,,,,,,,"
" 3060571,CLOSURE OF GASTROCOLIC FISTULA,360,,"" 3,806.25 "",,,,,,,,,,"
" 3060572,HUMERAL ARTHROPLASTY,360,,"" 18,370.50 "",,,,,,,,,,"
" 3060573,PUNCTURE ASPIRATION,360,, 253.00 ,,,,,,,,,,"
" 3060574,REVISION KNEE-ONE COMPONENT,360,,"" 3,014.75 "",,,,,,,,,,"
" 3060575,REVISION KNEE-FEM\TIBIA,360,,"" 3,808.00 "",,,,,,,,,,"
" 3060576,REM KNEE PROSTHESIS METHYLMETHACRYLATE,360,,"" 2,549.25 "",,,,,,,,,,"
" 3060577,MASTOTOMY,360,,"" 3,078.25 "",,,,,,,,,,"
" 3060578,VARICOCELECTOMY-SEPARATE,360,,"" 3,573.75 "",,,,,,,,,,"
" 3060579,ORIF CALCANEOUS,360,,"" 6,329.50 "",,,,,,,,,,"
" 3060580,SCAPHOIDECTOMY,360,,"" 4,194.25 "",,,,,,,,,,"
" 3060581,ARTHRODESIS WRIST WITH ILEAC GRAFT,360,,"" 12,340.50 "",,,,,,,,,,"
" 3060582,REMOVAL OF DEEP IMPLANT,360,,"" 3,366.50 "",,,,,,,,,,"
" 3060583,REMOVAL OF SUPERFICIAL IMPLANT,360,,"" 2,602.25 "",,,,,,,,,,"
" 3060584,AMPUTATION TRANSMETATARSAL,360,,"" 6,897.50 "",,,,,,,,,,"
" 3060585,""REPAIR FLEXOR TENDON, PRIMARY"",360,,"" 4,196.50 "",,,,,,,,,,"
" 3064999,UNLISTED PROC OF NERVOUS SYSTEM,360,,"" 3,000.00 "",,,,,,,,,,"
" 3065026,EXC-PILONIDAL COMP,360,,"" 2,320.25 "",,,,,,,,,,"
" 3065027,BLADDER REPAIR-SUTURE,360,,"" 2,115.25 "",,,,,,,,,,"
" 3065028,DISLOCATION GREAT TOE,450,28490, 260.00 ,,,,,,,,,,"
" 3065029,CLOSED/PERCUTANEOUS-TIBIA,360,, 321.50 ,,,,,,,,,,"
" 3065030,INJECTABLE IMPLANT-BLADDER,360,,"" 4,168.25 "",,,,,,,,,,"
" 3065031,SUBC. MASS-FOREARM,360,,"" 1,176.75 "",,,,,,,,,,"
" 3065033,SUBC MASS-OTHER AREA,360,,"" 1,176.75 "",,,,,,,,,,"
" 3065034,PERC FIXATION-GREAT TOE,360,,"" 4,442.25 "",,,,,,,,,,"
" 3065035,REPAIR OF NAIL BED,360,, 363.00 ,,,,,,,,,,"
" 3065037,OPEN REDUCT-ANKLE,360,,"" 4,442.25 "",,,,,,,,,,"
" 3065038,BX EAR CANAL MASS,360,,"" 2,320.25 "",,,,,,,,,,"
" 3065039,DURASPHERE IMP PROC,360,,"" 3,347.25 "",,,,,,,,,,"
" 3065040,REMOVAL-IUD,360,, 308.25 ,,,,,,,,,,"
" 3065041,VEN HERNIA W/MARLEX,360,,"" 4,168.25 "",,,,,,,,,,"
" 3065042,HALO REMOVAL,360,, 164.50 ,,,,,,,,,,"
" 3065043,ANOSCOPY W/SETON PLACEMT,360,, 609.50 ,,,,,,,,,,"
" 3065044,UMB HERNIA W/MARLEX,360,,"" 4,168.25 "",,,,,,,,,,"
" 3065045,PART EXC CALCANCUS,360,,"" 2,833.25 "",,,,,,,,,,"
" 3065046,ORIF CLAVICLE,360,,"" 4,442.25 "",,,,,,,,,,"
" 3065047,REV AKA STUMP,360,,"" 2,320.25 "",,,,,,,,,,"
" 3065048,EXC MASS HAND,360,,"" 2,799.75 "",,,,,,,,,,"
" 3065049,SALP & OOPH,360,,"" 6,495.75 "",,,,,,,,,,"
" 3065050,CYSTO/URETHRO W/STENT,360,,"" 3,826.50 "",,,,,,,,,,"
" 3065051,REM-MORPHINE PUMP,360,,"" 1,704.50 "",,,,,,,,,,"
" 3065052,FEMORAL HERNIA REPAIR,360,,"" 4,168.25 "",,,,,,,,,,"
" 3065053,REP. PSEUDOMENIGEOCELE,360,,"" 3,175.75 "",,,,,,,,,,"
" 3065054,ARTHROSCOPY OF KNEE*,360,29870, -   ,,,,,,,,,,"
" 3065055,CATARACT EXTRACTION*,360,, -   ,,,,,,,,,,"
" 3065056,CHOLECYSTECTOMY-LAPAROSCOPIC*,360,47562, -   ,,,,,,,,,,"
" 3065057,COLONOSCOPY*,360,44388, -   ,,,,,,,,,,"
" 3065058,DEBRIDEMENT SERVICES*,360,, -   ,,,,,,,,,,"
" 3065059,LITHOTRIPSY*,360,50080, -   ,,,,,,,,,,"
" 3065060,LYMPH NODE BIOPSY-BREAST CANCER*,360,38500, -   ,,,,,,,,,,"
" 3065061,EGD (UPPER GASTRO ENDOSCOPY)*,360,43200, -   ,,,,,,,,,,"
" 3065062,PARTIAL OMENECTOMY,360,,"" 1,820.50 "",,,,,,,,,,"
" 3065063,I &D HIDRENITIS MULTIPLE,360,, 349.00 ,,,,,,,,,,"
" 3065064,CLOSED RED TOE,360,, 315.50 ,,,,,,,,,,"
" 3065065,GAST. W/ROUX-EN-Y RECONS,360,,"" 3,347.25 "",,,,,,,,,,"
" 3065066,VAGOTOMY-TRUNKCAL OR SELECT,360,,"" 2,525.75 "",,,,,,,,,,"
" 3065067,OPEN INSISIONAL HERNIA,360,,"" 6,495.75 "",,,,,,,,,,"
" 3065068,FX RED  VERTEBRAE,360,,"" 1,369.25 "",,,,,,,,,,"
" 3065069,PERCUT VERTEBROPLASTY,360,,"" 3,621.25 "",,,,,,,,,,"
" 3065070,BONE BX THOR VERTEBRAE OPEN,360,,"" 3,005.00 "",,,,,,,,,,"
" 3065071,PART COLON RESECT W/ ANASTOMOSIS,360,44140,"" 3,621.25 "",,,,,,,,,,"
" 3065072,MANIPULATION-KNEE,360,,"" 2,115.25 "",,,,,,,,,,"
" 3065073,""DEBRIDEMENT-SKIN,SUBC"",360,11042, 452.00 ,,,,,,,,,,"
" 3065074,SECONDARY WOUND CLOSURE,360,,"" 2,436.75 "",,,,,,,,,,"
" 3065075,ENTEROLYSIS,360,,"" 2,422.50 "",,,,,,,,,,"
" 3065076,REDUCT OF VOLVULUS,360,,"" 2,115.25 "",,,,,,,,,,"
" 3065077,CLOS REDUCTION HUMERUS,360,, 321.50 ,,,,,,,,,,"
" 3065078,POSTEROLATERAL INTERVERTEBRAL FUSION,360,,"" 3,654.50 "",,,,,,,,,,"
" 3065079,POSTERIOR INSTRUMENTATION SPINE,360,,"" 2,115.25 "",,,,,,,,,,"
" 3065080,EXC. NECK MASS SUBCUTANEOUS,360,,"" 2,799.75 "",,,,,,,,,,"
" 3065081,MANIPULATION SHOULDER,360,,"" 2,115.25 "",,,,,,,,,,"
" 3065082,FRENULECTOMY,360,,"" 1,033.75 "",,,,,,,,,,"
" 3065083,INSERTION NG TUBE,360,, 143.75 ,,,,,,,,,,"
" 3065084,EXCISION MINOR CALCANEUS FOOT,360,,"" 2,251.75 "",,,,,,,,,,"
" 3065085,ANOPLASTY ADULT,360,,"" 3,394.50 "",,,,,,,,,,"
" 3065086,HEMORRHOID INTERNAL SIMPLE,360,,"" 3,394.50 "",,,,,,,,,,"
" 3065087,LIVER BX-TRU-CUT,360,,"" 1,828.00 "",,,,,,,,,,"
" 3065088,LAP HERNIA REPAIR,360,,"" 6,495.75 "",,,,,,,,,,"
" 3065089,STRUCTURAL ALLOGRAFT SPINE,360,, 369.50 ,,,,,,,,,,"
" 3065090,METATARSAL NODULE EXC,360,,"" 2,936.25 "",,,,,,,,,,"
" 3065091,SPERMATOCELECTOMY,360,,"" 3,415.50 "",,,,,,,,,,"
" 3065092,SUBCUTANEOUS MASTECTOMY,360,,"" 3,415.50 "",,,,,,,,,,"
" 3065093,""LIP, WEDGE EXCISION"",360,,"" 3,380.75 "",,,,,,,,,,"
" 3065094,REPAIR/REV PENILE IMPLANT,360,,"" 4,579.00 "",,,,,,,,,,"
" 3065095,INSERTION SUPRAPUBIC TUBE,360,, 267.50 ,,,,,,,,,,"
" 3065096,REDUCTION INTERNAL HERNIA,360,,"" 4,168.25 "",,,,,,,,,,"
" 3065097,SACROSPINUS FIXATION,360,,"" 1,492.00 "",,,,,,,,,,"
" 3065098,EXC BENIGN LES >4CM TR/ARM/LEG,360,, 619.25 ,,,,,,,,,,"
" 3065099,LEEP,360,,"" 2,251.75 "",,,,,,,,,,"
" 3065100,ANAL BX,360,,"" 2,628.00 "",,,,,,,,,,"
" 3065101,ANOSCOPY WITH BX,360,,"" 1,157.00 "",,,,,,,,,,"
" 3065102,PUNCH BX,360,, 205.50 ,,,,,,,,,,"
" 3065103,SALPINGECTOMY-ECTOPIC,360,,"" 2,142.25 "",,,,,,,,,,"
" 3065104,NONUNION REPAIR SCAPHOID/NAVICULAR,360,,"" 5,208.50 "",,,,,,,,,,"
" 3065105,WOUND DEHISCENCE REPAIR,360,,"" 2,868.00 "",,,,,,,,,,"
" 3065106,PERCUTANEOUS PINNING ANKLE,360,,"" 3,984.50 "",,,,,,,,,,"
" 3065107,HYMENOTOMY,360,,"" 2,251.75 "",,,,,,,,,,"
" 3065108,RIDGID PROCTOSIGMOIDOSCOPY,360,, 589.00 ,,,,,,,,,,"
" 3065109,TOT ABD COLECTOMY W/ILEOSTOMY,360,,"" 4,031.50 "",,,,,,,,,,"
" 3065110,COMPLEX WOUND >7.5CM,360,, 369.50 ,,,,,,,,,,"
" 3065111,PARATHYROID AUTOTRANSPLANTATION,360,,"" 2,799.75 "",,,,,,,,,,"
" 3065112,LAP MYOMECTOMY,360,,"" 2,525.75 "",,,,,,,,,,"
" 3065113,INJECTION TENDON SHEATH,360,, 390.25 ,,,,,,,,,,"
" 3065114,VULVECTOMY-SIMPLE,360,,"" 4,106.75 "",,,,,,,,,,"
" 3065115,OPEN REDUCTION HIP,360,,"" 2,567.00 "",,,,,,,,,,"
" 3065116,LAP-BX PERITONEUM,360,,"" 5,201.50 "",,,,,,,,,,"
" 3065117,LAP SPLENECTOMY,360,,"" 6,502.00 "",,,,,,,,,,"
" 3065118,UTERINE SUSPENSION,360,,"" 1,150.00 "",,,,,,,,,,"
" 3065119,MYRINGOPLASTY,360,,"" 3,476.75 "",,,,,,,,,,"
" 3065120,BONE BX-OPEN-DEEP,360,,"" 2,977.50 "",,,,,,,,,,"
" 3065121,CLOSED REDUCT-PROXIMAL HUMERUS,360,, 308.25 ,,,,,,,,,,"
" 3065122,APPLICATION EXTERNAL FIXATION,360,,"" 3,969.50 "",,,,,,,,,,"
" 3065123,EXC VAGINAL LESION,360,,"" 2,943.25 "",,,,,,,,,,"
" 3065124,COLPOPEXY,360,,"" 2,532.00 "",,,,,,,,,,"
" 3065125,BX VULVA,360,, 629.25 ,,,,,,,,,,"
" 3065126,CHOLECYSTOSTOMY,360,, 397.00 ,,,,,,,,,,"
" 3065127,HEMMOROID-LIGATION,360,,"" 1,601.75 "",,,,,,,,,,"
" 3065128,REOPENING/LAPOROTOMY,360,,"" 1,751.75 "",,,,,,,,,,"
" 3065129,BREAST BX PERCUTANEOUS,360,, 520.25 ,,,,,,,,,,"
" 3065130,ARTHROTOMY DRAINAGE/REMOV. FOR. BODY,360,,"" 2,971.00 "",,,,,,,,,,"
" 3065131,TENOTOMY OPEN TENDON FLEXOR FOOT,360,,"" 2,971.00 "",,,,,,,,,,"
" 3065132,ARTHRODESIS-SUBTALAR,360,,"" 4,031.50 "",,,,,,,,,,"
" 3065133,PARTIAL EXC-FINGER DISTAL,360,,"" 2,368.00 "",,,,,,,,,,"
" 3065134,""EXC BENIGN LES.TRUNK,ARM,LEGS 0.6-1.0CM"",360,, 627.25 ,,,,,,,,,,"
" 3065135,ESOPHAGEAL TUMOR RESECTION ENDOSCOPIC,360,,"" 1,240.75 "",,,,,,,,,,"
" 3065136,DEST. BENIGN LESION,360,, 103.00 ,,,,,,,,,,"
" 3065137,ABD. MYOMECTOMY,360,,"" 3,080.00 "",,,,,,,,,,"
" 3065138,THROMBECTOMY,360,,"" 5,509.75 "",,,,,,,,,,"
" 3065139,RETROPERITONEAL EXPLORATION,360,,"" 2,046.75 "",,,,,,,,,,"
" 3065140,WART REMOVAL,360,, 103.00 ,,,,,,,,,,"
" 3065141,CL FX TIBIA W/TRACTION/MANIPULATION,360,, 306.75 ,,,,,,,,,,"
" 3065142,CL ANKLE DISLOCATON W/ANESTHESIA,360,,"" 2,354.50 "",,,,,,,,,,"
" 3065143,FLUOROSCOPY LUNG/CHEST,360,, 232.50 ,,,,,,,,,,"
" 3065144,EXC LESION/TONGUE ANT,360,,"" 2,655.50 "",,,,,,,,,,"
" 3065145,SALPINGECTOMY UNILAT/BILATERAL,360,,"" 6,570.75 "",,,,,,,,,,"
" 3065146,EPIDURAL OR,360,, 965.25 ,,,,,,,,,,"
" 3065147,SLING PROC/STRESS INCON,360,,"" 3,944.75 "",,,,,,,,,,"
" 3065148,INJECT MAJOR JOINT,360,, 360.75 ,,,,,,,,,,"
" 3080131,TRACE PACK ORIF MIN,272,, 513.50 ,,,,,,,,,,"
" 3080132,TRACE PACK C-SECTION,272,, 486.25 ,,,,,,,,,,"
" 3080133,TRACE PACK PERI GYN,272,, 506.50 ,,,,,,,,,,"
" 3080134,TRACE PACK ORIF HIP,272,, 376.75 ,,,,,,,,,,"
" 3080148,TRACE PACK LAPOROSCO,272,, 369.50 ,,,,,,,,,,"
" 3080149,TRACE PACK TOTALKNEE,272,, 869.25 ,,,,,,,,,,"
" 3080150,TRACE PACK TOTAL HIP,272,,"" 1,170.75 "",,,,,,,,,,"
" 3080152,TRACE PACK ARTHROSCO,272,, 349.00 ,,,,,,,,,,"
" 3080156,TRACE PACK ENDOSCOPI,272,,"" 1,512.75 "",,,,,,,,,,"
" 3080159,TRACE PACK GENERAL,272,, 267.50 ,,,,,,,,,,"
" 3080228,LIVER BIOPSY TRAY,272,, 390.25 ,,,,,,,,,,"
" 3080229,BRACHYTHERAPY-PROSTATE,360,55875,"" 14,988.75 "",,,,,,,,,,"
" 3080230,GUIDED BX LIVER,360,47000, 677.75 ,,,,,,,,,,"
" 3080231,GUIDED AMNIOCENTESIS,360,59000, 205.50 ,,,,,,,,,,"
" 3080232,GUIDED THORACENTESIS,360,32555, 500.00 ,,,,,,,,,,"
" 3080233,GUIDED PARACENTESIS INITIAL,360,, 500.00 ,,,,,,,,,,"
" 3080234,FLUORO GUIDE BX BONE SUPER,360,20220, 59.00 ,,,,,,,,,,"
" 3080235,FLUORO GUIDE BX BONE DEEP,360,20225, 59.00 ,,,,,,,,,,"
" 3080236,FLUORO GUIDE BX RENAL,360,50200, 68.50 ,,,,,,,,,,"
" 3080238,CYSTOGRAM,360,51600, 40.50 ,,,,,,,,,,"
" 3080239,RETRO URETHROGRAM,360,51610, 40.50 ,,,,,,,,,,"
" 3080240,VCUG,320,51600, 40.50 ,,,,,,,,,,"
" 3080242,HYSTEROSALPINGOGRAM,360,58340, 115.50 ,,,,,,,,,,"
" 3080246,arthrogram-shoulder,360,23350, 48.00 ,,,,,,,,,,"
" 3080247,CT GUIDE ASP RENAL CYST,360,50390, 182.00 ,,,,,,,,,,"
" 3080248,CT GUIDE BX PLEURA,360,32400, 182.00 ,,,,,,,,,,"
" 3080249,CT GUIDE BX LUNG/MEDIASTINUM,360,32405, 182.00 ,,,,,,,,,,"
" 3080250,CT GUIDE BX LYMPH NODE SUPERFICIAL,360,38505, 182.00 ,,,,,,,,,,"
" 3080251,CT GUIDE BX LIVER,360,47000, 182.00 ,,,,,,,,,,"
" 3080252,TRACHEOSTOMY,360,31600,"" 3,868.75 "",,,,,,,,,,"
" 3080253,LARYNGOSCOPY DIRW/FOREIGN BODY REM,360,31530,"" 3,470.25 "",,,,,,,,,,"
" 3080254,REVISION HIP ARTHROPLASTY,360,,"" 5,715.25 "",,,,,,,,,,"
" 3080255,OVERSEW GASTRIC/DUODENAL ULCER,360,43840,"" 2,875.00 "",,,,,,,,,,"
" 3080256,HEMOSTATIC AGENT/PACK VAG HEM,360,57180, 356.00 ,,,,,,,,,,"
" 3080257,REMOVAL SUTURE/ANESTHESIA,360,15850, 472.75 ,,,,,,,,,,"
" 3080259,PYELOPLASTY,360,50400,"" 3,285.25 "",,,,,,,,,,"
" 3080260,EXC. ABD/UMB CYST,360,,"" 5,270.25 "",,,,,,,,,,"
" 3080261,USE OF OR ORGAN DONOR,360,,"" 1,369.25 "",,,,,,,,,,"
" 3080262,RADICAL ORCHIECTOMY,360,54530,"" 4,653.75 "",,,,,,,,,,"
" 3080263,URETEROLITHOTOMY,360,50605,"" 2,705.00 "",,,,,,,,,,"
" 3080264,PARTIAL MASTECTOMY,360,,"" 2,477.00 "",,,,,,,,,,"
" 3080265,REM BREAST IMPLANTS,360,19328,"" 4,952.75 "",,,,,,,,,,"
" 3080266,TUBAL REVERSAL,360,,"" 2,372.50 "",,,,,,,,,,"
" 3080267,""EXCISION CLAVICLE,PARTIAL"",360,23180,"" 4,155.50 "",,,,,,,,,,"
" 3080268,REPAIR OF GROSHONG,360,36575,"" 1,362.25 "",,,,,,,,,,"
" 3080269,REMOVAL PERITONEAL CATHETER,360,,"" 3,624.00 "",,,,,,,,,,"
" 3080270,ORIF-TOE,360,28525,"" 6,257.75 "",,,,,,,,,,"
" 3080280,DEST OF MOLLUSEUM CONTAGIOSUM,360,17110, 175.75 ,,,,,,,,,,"
" 3080281,LYSIS OF LABIAL ADHESIONS,360,56441,"" 2,444.75 "",,,,,,,,,,"
" 3080282,REMOVAL OF NORPLANT,360,11976, 684.50 ,,,,,,,,,,"
