Charge Code,Charge Code Description,Price,**Price Data is effective as of 11/1/2018,
27203021,"HC DSG TELFA, 4 X 3",$4.00,,
27200891,"HC DSG,MELGISORB<16SQ CM",$28.00,,
27200892,"HC DSG,MELGISORB>16SQ CM",$62.00,,
27200893,"HC DSG,SETOPRESS",$68.00,,
27201559,HC DS-STATLOCK PSI DEVICE,$140.89,,
27201514,HC D-STAT FLOWABLE HEMOSTAT,$721.89,,
27000127,HC D-STAT HEMOSTASIS DEVICE,$196.00,,
27201510,HC D-STAT HEMOSTASIS DEVICE,$409.46,,
32000168,HC DUAL ENERGY X-RAY-BONE DENSITY,$418.95,,
27000287,HC DUETTE MULTIBAND MUCOSCTMY KIT,"$1,304.00",,
27200325,HC DUETTE MULTI-BAND MUCOSECTOMY,"$1,352.00",,
92100019,HC DUP SCAN HEMODIALYSIS ACC,$664.24,,
92100016,"HC DUPLEX SCAN ABDM, PLVC,SCRTL; LIMITED",$883.55,,
92100015,"HC DUPLEX SCAN ABDM, PLVC,SCRTL;COMPLETE","$1,143.68",,
92100018,"HC DUPLEX SCAN AORTA,VENA,ILIAC VAS,BYP;LIMITED",$683.15,,
92100013,"HC DUPLEX SCAN OF EXTREMITY VEINS, INCL RESPONSES TO COMPRESSION/COMPLETE BILATERAL STUDY","$1,234.80",,
92100003,"HC DUPLEX SCAN, EXTRACRANIAL ARTERIES, UNILATERAL OR LIMITED",$872.72,,
92100014,"HC DUPLEX SCAN, EXTREMITY VEINS, INCL RESP TO COMPRESSION/UNILATERAL OR LIMITED STUDY",$811.44,,
92100022,"HC DUPLEX SCAN, PENILE VESSEL; COMPLETE","$1,240.80",,
92100023,"HC DUPLEX SCAN, PENILE VESSEL; LIMITED",$899.79,,
92100017,"HC DUPLEX SCAN,AORTA,VENA,ILIAC VAS BYP GFT;COMP","$1,034.76",,
92100009,"HC DUPLEX SCAN,LE ARTERL BYPS GFT;BI/COMPLT","$1,099.19",,
92100010,"HC DUPLEX SCAN,LE ARTERL BYPS GFT;UNIL/LIMT",$765.30,,
92100011,"HC DUPLEX SCAN,UE ARTERL BYPS GFT;BI/COMPLT","$1,042.65",,
92100012,"HC DUPLEX SCAN,UE ARTERL BYPS GFT;UNIL/LIMT",$720.04,,
27801396,HC DURATA-7120/7121Q (BIV LEAD),"$13,510.00",,
27500062,HC DURATA-7122Q (BIV LEAD),"$13,510.00",,
27201916,HC DVC ENDOVASC EKOSONC MACH 4 6M,"$11,174.70",,
27201018,HC DVC MONARCH DIGIT INFLATION,$382.00,,
45000573,HC DX BRONCHOSCOPE/WASH,"$3,348.00",,
27201100,HC DX CATH RIM,$83.00,,
27201091,HC DX CATHETER,$65.00,,
27201256,HC DX GUIDEWIRES,$130.00,,
27201349,HC DX SIMS/COBRA CATH,$230.00,,
32000318,HC DXA BONE DENSITY STUDY WITH FRACTURE ASSESSMENT,$542.27,,
44000004,HC DYSPHAGIA TREATMENT 15 MIN (92526),$351.00,,
44000047,HC DYSPHAGIA TREATMENT 30 MIN (92526),$351.00,,
44000048,HC DYSPHAGIA TREATMENT 45 MIN (92526),$351.00,,
44000049,HC DYSPHAGIA TREATMENT 60 MIN (92526),$351.00,,
76103670,"HC EA ADDNL NERVE GRAFT, SINGLE STRAND","$7,005.02",,
27201220,HC EAGLE EYE OR VISIONS IVUS CATH,"$2,807.00",,
76104029,HC EAR CARTILAGE FRAMEWORK CONSTRUCTION,"$8,073.71",,
76100249,HC EAR CARTILAGE GRAFT,"$5,642.72",,
51000084,HC EAR MICROSCOPY EXAMINATION,$146.99,,
27000335,HC EAR MOLD/INSERT NONDISPOSABLE,$104.00,,
99900022,HC EAR PIERCING COSMETIC,$45.00,,
76103243,HC EARDRUM REVISION,"$8,809.84",,
27200328,HC EASY CAP CO2 DETECTOR,$100.00,,
73100002,HC ECG MONITOR/48 HRS/W/SUPERIMPOS./SCAN W/RE,$894.30,,
73100001,HC ECG MONITORING/48 HRS/W/SUPERIMPOSITION SC,$804.27,,
45000454,HC ECG RHYTHM 1-3 LEADS W/I&R,$207.89,,
73000002,HC ECG RHYTHM 1-3 LEADS W/I&R,$207.89,,
73000001,HC ECG ROUTINE TRACING ONLY,$347.97,,
45000453,HC ECG;ROUTINE W/INT&RPT,$347.97,,
73000005,HC ECG;RTNE W/INTERP & REPAIRT;INIT,$121.97,,
48000152,HC ECHO CONTRAST AGENT DURING STRESS ECHO,$316.64,,
40200038,HC ECHO FETAL CARDIOVASCULAR,"$1,281.55",,
48300025,"HC ECHO TRANSESOPHAGEAL (TEE) PROCEDURAL (TAVR, ASD CLOSURES)","$4,196.13",,
48300002,HC ECHO TRANSTHORACIC CONG ANOM;FULLMTD W/O,"$1,435.50",,
48300001,HC ECHO TRANSTHORACIC CONGENITAL ANOMALIES W/OUT CONTRAST,"$2,096.60",,
48300021,"HC ECHO,TRANSESOPH,ANOMALIES;PROB","$1,898.97",,
48000072,"HC ECHO,TRANSESOPHAGEAL;PLACEMENT","$1,380.70",,
40200040,"HC ECHOCARDIO,DOPPLER,FETAL;COMPLETE",$500.00,,
40200041,"HC ECHOCARDIO,DOPPLER,FETAL;F/U OR REPEAT",$430.92,,
48300006,"HC ECHOCARDIOGRAM, TRANSESOPHAGEAL, W/OUT CONTRAST","$3,008.50",,
48300012,"HC ECHOCARDIOGRAM, TRANSTHORACIC CONGENITAL ANOMALIES W/CONTRAST","$2,096.60",,
40200039,"HC ECHOCARDIOGRAPHY,FETAL,CARDIOV",$600.00,,
27200948,HC ECMO CATHETER,$998.00,,
27200332,HC ECMO QUADROX-D,"$7,281.00",,
36100408,HC ECMO/ECLS DAILY MANAGEMENT EA DAY VENO-ARTERIAL,"$1,755.31",,
36100407,HC ECMO/ECLS DAILY MANAGEMENT EACH DAY VENO-VENOUS,"$1,755.31",,
36100406,HC ECMO/ECLS INITIATION VENO-ARTERIAL,"$3,510.61",,
36100405,HC ECMO/ECLS INITIATION VENO-VENOUS,"$3,510.61",,
48100152,HC ECMO/ECLS INITIATION VENO-VENOUS,"$3,861.67",,
36100414,HC ECMO/ECLS INSJ OF CENTRAL CANNULA 6 YRS & OLDER,"$1,469.12",,
36100413,HC ECMO/ECLS INSJ OF CENTRAL CANNULA BIRTH-5 YRS,"$1,469.12",,
36100412,HC ECMO/ECLS INSJ OF PRPH CANNULA 6 YRS & OLDER OPEN,"$1,469.12",,
36100410,HC ECMO/ECLS INSJ OF PRPH CANNULA 6 YRS & OLDER PERQ,"$1,469.12",,
48100151,HC ECMO/ECLS INSJ OF PRPH CANNULA 6 YRS&OLDER PERQ,"$1,616.03",,
36100411,HC ECMO/ECLS INSJ OF PRPH CANNULA BIRTH-5 YRS OPEN,"$1,469.12",,
36100409,HC ECMO/ECLS INSJ OF PRPH CANNULA BIRTH-5 YRS PERQ,"$1,469.12",,
36100425,HC ECMO/ECLS REMOVAL OF CENTRAL CANNULA BIRTH-5 YRS,"$1,469.12",,
36100420,HC ECMO/ECLS REPOS CENTRAL CANNULA 6 YRS & OLDER,"$1,469.12",,
36100419,HC ECMO/ECLS REPOS CENTRAL CANNULA BIRTH-5 YRS,"$1,469.12",,
36100418,HC ECMO/ECLS REPOS PERPH CANNULA OPEN 6 YRS & OLDER,"$1,469.12",,
36100416,HC ECMO/ECLS REPOS PERPH CANNULA PRQ 6 YRS & OLDER,"$1,469.12",,
36100417,HC ECMO/ECLS REPOSITION PRPH CANNULA OPEN BIRTH-5 YRS,"$1,469.12",,
36100415,HC ECMO/ECLS REPOSITION PRPH CANNULA PRQ BIRTH-5 YRS,"$1,469.12",,
36000029,HC ECMO/ECLS RMVL OF CENTRAL CANNULA 6 YRS & OLDER,"$1,616.03",,
36100426,HC ECMO/ECLS RMVL OF CENTRAL CANNULA 6 YRS & OLDER,"$1,469.12",,
36100423,HC ECMO/ECLS RMVL OF PERPH CANNULA OPEN BIRTH-5 YRS,"$1,469.12",,
76103797,HC ECMO/ECLS RMVL OF PERPH CANNULA OPEN BIRTH-5 YRS,"$1,386.36",,
36100421,HC ECMO/ECLS RMVL OF PERPH CANNULA PERQ BIRTH-5 YRS,"$1,469.12",,
36100422,HC ECMO/ECLS RMVL OF PRPH CANNULA PRQ 6 YRS & OLDER,"$1,469.12",,
36100424,HC ECMO/ECLS RMVL PRPH CANNULA OPEN 6 YRS & OLDER,"$1,469.12",,
45000714,"HC ED ONLY - NEEDLE BIOPSY, ULTRA.GUIDE",$902.50,,
45000716,HC ED ONLY - TTE 2D;F/U W OR W/O FOL W/CONT,"$1,006.50",,
45000715,"HC ED ONLY - TTE, F/UP OR LIMITED","$1,006.50",,
45000713,HC ED ONLY - ULTRASOUND VACCULAR ACCESS GUIDE,$450.00,,
45000710,"HC ED ONLY - ULTRASOUND, TRANSVAGINAL",$750.36,,
45000708,"HC ED ONLY - ULTRASOUND,PREGNANT UTERUS,LIM",$501.43,,
45000709,"HC ED ONLY - ULTRASOUND,PREGNANT UTERUS;TRA",$547.72,,
45000712,HC ED ONLY - US GUIDE PERICARDIOCENTESIS,$345.30,,
45000711,HC ED ONLY - US PELVIC LIMITED,$547.72,,
45000707,"HC ED ONLY - US,RETROPERITONEAL,LIMITED",$694.00,,
45000732,HC ED ONLY LAMINECTOMY/SACRAL/CORD DECOMPRESS 1-2 SEG,"$9,344.03",,
45000730,HC ED ONLY METATARSAL RADICAL RESECTION,"$6,173.44",,
45000728,HC ED ONLY NASAL/SINUS DX MAXILLARY SINUSOCOPY,"$1,430.62",,
45000729,HC ED ONLY RADIUS DISTAL & ULNA EPIPHYSEAL ARREST,"$12,226.43",,
45000733,"HC ED ONLY TMJ,MENISECTOMY,PARTIAL/COMPLETE","$11,536.72",,
45000731,"HC ED ONLY URETHROPLASTY/2ND STAGE HYPOSPAD,REPAIR","$5,504.43",,
45000758,HC ED SANE EXAM,$350.00,,
94000041,HC ED SVC CKD GRP PER SESSION,$84.29,,
94000040,HC ED SVC CKD IND PER SESSION,$115.30,,
94200005,HC ED/TRAIN PT SELF-MGMT;EA 30 MIN; 2-4 PTS,$82.50,,
94200006,HC ED/TRAIN PT SELF-MGMT;EA 30 MIN; 5-8 PTS,$50.67,,
94200004,HC ED/TRAIN PT SELF-MGMT;EA 30 MIN; INDIVIDUAL,$153.92,,
27202975,HC EDI NAVA CATHETER FOR VENTILATOR (ALL SIZES),$274.82,,
27202921,HC EDWARDS BALLOON CATH (NOT PURCHASED SEPARATELY),$0.01,,
27202724,HC EDWARDS CATH EMBOLECTOMY ARTERIAL FOGARTY 5F 80CM,$360.74,,
27202714,HC EDWARDS CATH EMBOLECTOMY FOGARTY 8 FR X 80 CM,$504.03,,
27202701,HC EDWARDS CATH PULMO SWAN-GANZ 7.5FRX110CM,$333.61,,
27801509,HC EDWARDS CATH SWAN-GANZ THERMODILUTION,"$1,025.66",,
27202595,HC EDWARDS LIFESCIENCES CLAMP INSERT FOGARTY SOFTJAW,$104.17,,
27801513,HC EDWARDS PROBE TRANSLUMINAL CHANDLER V-PACE 2.4F 135CM,$699.06,,
74000024,HC EEG ALL NIGHT RECORDING,"$1,866.00",,
74000004,HC EEG EXTEND MONITORING;41-60 MINUTES,"$1,426.70",,
74000013,HC EEG MTRNG/VIDEO RECORDING & IN,"$5,293.69",,
74000007,HC EEG STANDARD,"$1,433.80",,
74000006,"HC EEG,AWAKE AND DROWSY","$1,201.00",,
74000005,"HC EEG,GREATER THAN 1 HOUR","$1,738.00",,
74000020,"HC EEG,MONITORING LOCALIZATION OF CEREBRAL SE","$3,922.81",,
74000014,"HC EEG,MTRNG/COMPUTER/E-TRODE/EAC","$3,629.00",,
74000015,"HC EEG,PHARMCLGCL/PHYSICAL ACTIVA","$1,054.90",,
74000009,HC EEG; CEREBRAL SILENCE EVAL,"$1,294.76",,
74000008,HC EEG; RECORD IN COMA OR SLEEP ONLY,"$1,434.40",,
76103694,HC EGD OPTICAL ENDOMICROSCOPY,"$2,440.06",,
75000029,HC EGD W/CNTRL BLEED,"$2,708.00",,
75000026,HC EGD W/ESO DILATE,"$2,855.00",,
75000024,HC EGD W/FB REMOVAL,"$2,366.52",,
75000023,HC EGD W/PLCE GASTRO TUBE,"$2,783.86",,
75000027,HC EGD W/RMV TUMOR CAUTERY,"$2,675.00",,
75000028,HC EGD W/RMV TUMOR SNARE,"$2,987.00",,
30000164,HC EGFR GENE ANALYSIS COMMON VARIANTS,$873.68,,
27100032,HC EGGCRATE,$66.00,,
30200087,HC EHRLICHIA,$175.05,,
30600210,HC EIA QL SHIGELLA-LIKE TXN,$92.18,,
30000033,"HC ELASTASE, PANCREATIC FECAL",$227.84,,
32000089,HC ELBOW - TWO VIEWS,$403.99,,
76102128,HC ELBOW ARTHROSCOPY,"$6,385.60",,
76102129,HC ELBOW ARTHROSCOPY/SU,"$8,571.88",,
76102130,HC ELBOW ARTHROSCOPY/SU,"$8,999.26",,
76102131,HC ELBOW ARTHROSCOPY/SU,"$9,344.03",,
76102132,HC ELBOW ARTHROSCOPY/SU,"$7,868.64",,
76102133,HC ELBOW ARTHROSCOPY/SU,"$8,633.71",,
76101476,HC ELBOW DEB/ATTCH OPE,"$7,026.20",,
27400372,HC ELBOW MOLD SOCK SUSPENSION T (L6110),"$4,793.36",,
32000090,"HC ELBOW X-RAY,COMPLETE,MINIMUM 3",$404.99,,
92000047,HC ELCTRN ANLYS/NEUR CMP BRN/SPNL,$486.86,,
92000048,HC ELCTRN ANLYS/NEUR;CMPLX SPNL W,$275.54,,
94000036,HC ELEC ALYS NSTIM PLS GEN GASTRIC INTRAOP W/ PROG,"$3,707.60",,
94000048,HC ELEC STIM OTHER THAN WOUND,$146.30,,
42000043,HC ELEC STIM;ULCERS;ONE OR MORE A (G0281),$161.03,,
92000057,HC ELECT ANLS IMPLNT PLSE GNRTR;G,$232.34,,
92000058,HC ELECT ANLS PLSE GNRTR;GASTRC;,$351.37,,
76103728,HC ELECT BONE STIM INVASIVE,"$6,168.24",,
90100001,HC ELECTRIC SHOCK THERAPY,"$1,163.86",,
36000025,HC ELECTRICAL CONVERSION OF ARRHY,"$1,806.86",,
48100090,HC ELECTRICAL CONVERSION OF ARRHY,"$1,806.86",,
76103294,HC ELECTRICAL CONVERSION OF ARRHY,"$1,806.86",,
48000116,HC ELECTRICAL CONVERSION OF ARRHY (EP LAB),"$1,806.86",,
43000012,"HC ELECTRICAL MUSCLE STIMULATION, 15 MIN (97032)",$151.53,,
43000034,HC ELECTRICAL STIMULATION - UNATTENDED (G0283),$146.30,,
73000011,"HC ELECTROCARDIOGRAM, COMPLETE",$205.87,,
73000008,HC ELECTROCARDIOGRAPHY;SIGNAL-AVE,$357.59,,
47100048,HC ELECTROCOCHLEOGRAPHY,$793.64,,
90100002,HC ELECTROCONVULSIVE TREATMENT,"$1,163.86",,
27200775,HC ELECTRODE PAD,$195.00,,
92000065,HC ELECTRODE STIMULATE/RECORD BRAIN;EA ADD HR,"$1,120.35",,
92000064,HC ELECTRODE STIMULATE/RECORD BRAIN;INIT HOUR,"$1,627.36",,
27100009,"HC ELECTRODE SURFACE 2"" ROUN",$12.00,,
47100041,"HC ELECTRODES,VERTICLE USE W/PRIM",$70.86,,
76103813,"HC ELECTROGASTROGRAPHY, PROVOKED",$401.39,,
30100003,HC ELECTROLYTE PANEL,$139.93,,
92000052,HC ELECTRON ANALS IMPLNTD PLSE GN,$486.86,,
92000051,HC ELECTRON ANALYS IMPLNTD PLSE G,$486.86,,
92000050,HC ELECTRON ANALYS/NEURO;COMP W/P,$349.72,,
30000128,HC ELECTRON MICROSCOPY STOOL,"$1,206.35",,
31000027,"HC ELECTRON MICROSCOPY, DIAGNOSTIC","$1,805.43",,
92000049,HC ELECTRONIC ANALYS/NEURO;COMPW/,$486.86,,
92000046,HC ELECTRONIC ANALYS/NEURO;SIMPLE,$486.86,,
92000045,HC ELECTRONIC ANALYS/NEURO;W/O RE,$349.72,,
92000029,HC ELECTRO-OCULOGRAPHY,$531.74,,
30100145,"HC ELECTROPHORETIC TECHNIQUE, NES",$244.52,,
92000030,HC ELECTRORETINOGRAPHY,$957.00,,
27100168,HC ELEVATOR LEG/FOOT WAFFLE IMMOBILIZER,$152.95,,
27203197,HC ELEVIEW SUBMUCOSAL INJECTABLE,$499.77,,
27202998,HC ELS FOGARTY EMBOLECTOMY CATH,$235.96,,
27201215,HC ELS-2FRX60CM FOGARTY CATH,$632.43,,
27201216,HC ELS-3FR (4DR) X 40 (80) CM FOGARTY CATH,$267.19,,
27201214,HC ELS-5F PA MONITORING CATH,$623.17,,
27201217,HC ELS-5FRX80CM FOGARTY CATH,$650.19,,
27500214,HC ELUNA DR-T W HOME MONITORING BIOTRONIK,"$13,896.00",,
27500212,HC ELUNA DR-T/SR-T PROMRI BIOTRONIK,"$11,580.00",,
27500213,HC ELUNA SR-T W HOME MONITORING BIOTRONIK,"$10,422.00",,
30200253,HC ELUTION,$185.33,,
92200014,HC EMB-EACH EXTREMITY,$472.93,,
76102563,HC EMBEDDED IP CATH,"$5,121.66",,
27500151,HC EMBLEM S-ICD,"$54,600.00",,
27201735,HC EMBO GOLD MICROSPHERES,"$1,243.00",,
27202960,HC EMBO MICROSPHERE EMBOSPHERE 2ML,$835.45,,
27202228,"HC EMBOLIC PROTECT DVC,SPIDERX/FX","$5,093.00",,
27000128,HC EMBOLIZATION BEAD LC,"$6,577.00",,
27202229,HC EMBOLIZATION BEAD LC,"$6,577.00",,
27201464,HC EMBOLIZATION COILS,"$1,660.00",,
27202238,HC EMBOLIZATION COILS,$266.00,,
27201254,HC EMBOSHIELD CAROTID FILTER WIRE,"$5,048.00",,
27202250,HC EMBOSHIELD CEREBRAL EMBOLIC PR,"$6,482.00",,
30900009,"HC EMBRYO HATCHING, MICROTECHIQUE",$543.59,,
45000427,HC EMERGENCY CARE LEVEL II,$562.00,,
45000428,HC EMERGENCY CARE LEVEL III,$988.00,,
45000429,HC EMERGENCY CARE LEVEL IV,"$1,597.00",,
45000430,HC EMERGENCY CARE LEVEL V,"$2,265.00",,
45000426,HC EMERGENCY DEPT LEVEL I,$364.64,,
54200013,HC EMERGENCY HANDLING CODE 3,$92.55,,
27400121,HC EMERGENCY POWER PACKVAD,"$3,936.00",,
27400097,HC EMERGENCY PWR PACK REPLACEMENT-VAD,"$3,936.00",,
54200004,HC EMERGENCY TRANSPORT,$762.48,,
92200011,HC EMG - GUIDANCE IN CONJ W/CHEMO,$340.00,,
76103672,"HC EMG, NEEDLE, HEMIDIAPHRAGM",$425.19,,
92200006,"HC EMG,CRANIAL NERVE SUPPLIED MUS",$582.54,,
92200049,"HC EMG,NEEDLE ONE FIBER",$496.27,,
92200002,HC EMG-1 EXTREMITY & RELATED PARA,$557.99,,
92200003,HC EMG-2 EXTREMITIES & RELATED PA,$781.29,,
92200004,HC EMG-3 EXTREMITIES OF RLTD PARA,$902.21,,
92200005,HC EMG-4 EXTREMITIES & RELATED PA,"$1,067.17",,
92200007,HC EMG-CRANIAL NERVE SUPPLIED MUS,$668.58,,
92200013,HC EMG-EACH EXTRIMITY W/NERVE,$409.79,,
92200015,HC EMG-EACH NON-EXTREMITY W/NERV,$411.40,,
92200039,HC EMG-LARYNX,$416.11,,
92200009,"HC EMG-LIMITED STUDY OF MUSCLES,",$359.48,,
92200008,HC EMG-THORACIC PARASPINAL MUSCLE,$386.01,,
27100140,HC ENCOMPASS TWILL TAPE,$92.25,,
27201547,HC ENCORE INFLATION DEVICE,$347.00,,
27201540,HC END CAP KIT IS-1  5867-3M,$193.00,,
75000033,HC ENDO CHOLANGIOPANCRE,"$4,951.67",,
75000034,HC ENDO CHOLANGIOPANCRE W/BIOPSY,"$4,567.99",,
75000037,HC ENDO CHOLANGIOPANCRE W/DESTRUCTION,"$5,174.00",,
75000036,HC ENDO CHOLANGIOPANCRE W/REMOVAL,"$4,923.00",,
75000035,HC ENDO CHOLANGIOPANCRE W/SPHINCT/PAPILLOTOMY,"$4,976.50",,
27203162,HC ENDO PACK MEDIVATOR,$102.29,,
76100471,HC ENDOBRONCHIAL US ADD,$770.96,,
76103573,HC ENDOBRONCHIAL US ADD,$770.96,,
76103462,HC ENDOBRONCHIAL US ADD (BRONCHOSCOPY),"$8,224.11",,
76100788,HC ENDOCERV CURETTAGE,$816.15,,
76100791,HC ENDOCERVICAL CURETTA,"$1,556.49",,
31000101,HC ENDOCRINE AUTO ANTIBODIES,$234.72,,
76100818,HC ENDOCRINE SURGERY PR,"$5,926.27",,
76103700,"HC ENDOLUMINAL BX BILIARY TREE, ANY METHOD, SINGLE OR MULTIPLE","$2,765.60",,
76103541,HC ENDOMET BIOPSY DONE W/ COLPOSCOPY ADD-ON,$450.17,,
76100802,"HC ENDOMETR ABLATE,THER","$6,853.02",,
76102870,HC ENDOMETRIAL CRYOABLA,"$8,720.95",,
48100057,HC ENDOMYOCARDIAL BIOPSY,"$6,204.00",,
44000043,"HC ENDOSCOP EVAL,LARYNG SENS TEST,CINE/VID (92614)",$660.10,,
32000141,"HC ENDOSCOP.CATH,BILIARY,PANCREAT","$1,191.67",,
76104031,HC ENDOSCOPIC BALLOON DILATION OF EUSTACHIAN TUBE,"$3,272.00",,
27201770,HC ENDOSCOPIC BIOPSY VALVE,$347.00,,
32000139,HC ENDOSCOPIC CATH/BILIARY DUCT S,$936.68,,
32000140,HC ENDOSCOPIC CATH/PANCREATIC DUC,"$1,194.38",,
76100711,HC ENDOSCOPIC INJECTION,"$5,611.56",,
27000251,HC ENDOSCOPIC MARKER,$157.00,,
27100098,HC ENDOSCOPIC MARKER,$157.00,,
75000041,HC ENDOSCOPIC PANCREAT,"$4,121.00",,
36100442,HC ENDOSCOPIC TX OF VESICOURETHRAL FISTULA,"$5,987.85",,
75000032,HC ENDOSCOPIC ULTRASOUND,"$3,517.80",,
75000014,"HC ENDOSCOPIC US EXAM,","$2,935.44",,
75000058,HC ENDOSCOPY BOWEL POU,"$2,361.53",,
76102375,HC ENDOSCOPY LIG.VEINS,"$7,108.27",,
76102623,HC ENDOSCOPY OF URETER,"$2,506.98",,
75000059,"HC ENDOSCOPY, BOWEL POU","$2,361.53",,
76102233,"HC ENDOSCOPY, MAXILLARY","$5,912.65",,
27500061,HC ENDOTAK REL G,"$13,459.00",,
27203129,"HC ENDOTRACHEAL TUBE, CUFFED, MURPHY EYE MEDTRONIC",$136.64,,
76100825,HC ENDOVASC TEMP VESSEL,"$12,739.20",,
32000201,HC ENDOVASCLR REPR THORC AORTA NO,"$1,984.50",,
32000253,HC ENDOVASCLR REPR;PLACE DIST EXT,"$1,156.96",,
32000202,HC ENDOVASCLR REPR;PLACE PROX EXT,"$1,325.65",,
76103691,"HC ENDOVASCULAR INTRACRAN PROLONGED ADMIN, RX AGENT, EA ADDL","$6,000.00",,
76103690,"HC ENDOVASCULAR INTRACRAN PROLONGED ADMIN, RX AGENT, INITIAL","$8,958.84",,
32000200,HC ENDOVASCULAR REPR THORACIC AOR,"$2,311.94",,
76103787,HC ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN,"$6,886.15",,
76103788,HC ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM SBSQ VEINS ADD-ON,"$3,497.83",,
76100545,HC ENDOVENOUS LASER VEIN,"$4,237.20",,
76100544,"HC ENDOVENOUS LASER, 1S","$6,791.55",,
76100543,"HC ENDOVENOUS RF, 1ST V","$8,740.12",,
76102343,"HC ENDOVENOUS RF, VEIN","$4,417.60",,
27800747,HC ENERGEN ICD SINGLE-VR,"$44,772.00",,
76101195,HC ENLARGE BREAST,"$8,099.99",,
76101196,HC ENLARGE BRST W/IMPL,"$9,185.28",,
27201183,HC ENSITE NAVX ELECTRODE KIT,"$4,398.50",,
76103293,HC ENT PROCEDURE/SERVIC,$134.34,,
30000117,HC ENTAMEBA HISTOLYT GROUP AG,$110.79,,
32000129,HC ENTEROCLYSIS SMALL BOWEL,$692.44,,
32000199,"HC ENTEROCLYSIS TUBE,PERC PLACE,R",$664.70,,
27201752,HC ENTEROCUTANEOUS FISTULA PLUG,"$1,832.60",,
27201842,HC ENTEROCUTANEOUS FISTULA PLUG 0.4,"$13,124.00",,
30100144,"HC ENZYME CELL ACTIVITY, NES, NONRAD SUBSTRATE",$323.02,,
30101242,"HC ENZYME CELL ACTIVITY, NES, RAD SUBSTRATE",$461.00,,
27400376,HC EO W/O JOINTS CF (L3702),$464.00,,
27400053,"HC EO,ADJ LOCK JT(S),PREFA L3760",$714.00,,
48000055,"HC EP EVAL,CARDIO-DEFIB AT IMPLNT/","$3,499.10",,
48000137,"HC EP EVAL,CARDIO-DEFIB AT IMPLNT/ (EP LAB)","$3,499.10",,
48000057,"HC EP EVAL,SING/DUAL CARDIO-DEFIB","$4,455.83",,
48000139,"HC EP EVAL,SING/DUAL CARDIO-DEFIB (EP LAB)","$4,455.83",,
48000056,HC EP EVAL;W/TEST OF CARDI PULSE,"$3,968.00",,
48000138,HC EP EVAL;W/TEST OF CARDI PULSE (EP LAB),"$3,968.00",,
48000053,"HC EP STUDY,PACING/RECORDING","$12,630.92",,
48000135,"HC EP STUDY,PACING/RECORDING (EP LAB)","$12,630.92",,
76101095,HC EPIDRM A-GRFT FACE,"$4,461.27",,
76100146,HC EPIDRM AUTOGRFT TRN,"$5,951.81",,
76100832,HC EPIDURAL LYSIS 1 DAY,"$3,091.97",,
76100831,HC EPIDURAL LYSIS MULT,"$4,303.10",,
27201731,"HC EPIDURAL NEEDLE, TUOHY",$55.00,,
76103336,"HC EPIDURAL,CERVICAL OR THORACIC/INJ.NEUROLYT","$2,663.83",,
32000078,"HC EPIDUROGRAPHY, RAD SUPER & INT",$563.31,,
63600012,HC EPIFIX PER SQ CM,"$1,078.00",,
76102914,HC EPISIOTOMY VAG REPR,"$3,927.24",,
27800002,HC EPITHERA CATHETER,$246.00,,
30200084,"HC EPSTEIN-BARR VIRUS,EARYL ANTIG",$138.00,,
30200085,"HC EPSTEIN-BARR VIRUS,NUCLEAR ANT",$159.10,,
30200086,"HC EPSTEIN-BARR VIRUS,VIRAL CAPSI",$179.12,,
27400395,HC EQUINUS BRACE,$520.50,,
45000602,HC ER DELIVER PLACENTA,"$3,737.76",,
45000590,"HC ER INTRO, GASTR TUBE","$1,001.70",,
45000440,HC ER ORBIT SURGERY PROCEDURE,$761.30,,
45000622,HC ER TREAT HUMEREUS FRACTURE,"$9,157.10",,
45000605,HC ER TREAT LOWER LEG FRACTURE,"$15,297.07",,
45000624,HC ER TREAT LOWER LEG FRACTURE,"$16,871.53",,
45000604,HC ER TREAT THIGH FRACTURE,$571.21,,
27200348,HC ERBE LIFT,$444.00,,
45000677,HC ERCP;W/ABLATION OF  TUMORS/POLYPS/LESIONS,"$5,050.36",,
75000289,HC ERCP;W/ABLATION OF  TUMORS/POLYPS/LESIONS,"$4,832.88",,
45000676,HC ERCP;W/BALLOON DILATION BILIARY/PANCR/AMPU,"$5,387.05",,
75000288,HC ERCP;W/BALLOON DILATION BILIARY/PANCR/AMPU,"$4,832.88",,
45000673,HC ERCP;W/PLCMNT ENDOSCP STENT BILIARY/PANCR,"$6,763.12",,
75000285,HC ERCP;W/PLCMNT ENDOSCP STENT BILIARY/PANCR,"$5,932.56",,
45000674,HC ERCP;W/REMOVAL FB/STENT FROM BILIARY/PANCR,"$6,049.37",,
75000286,HC ERCP;W/REMOVAL FB/STENT FROM BILIARY/PANCR,"$5,788.87",,
45000675,HC ERCP;W/REMOVAL/EXCHANGE STENT BILIARY/PANC,"$6,763.62",,
75000287,HC ERCP;W/REMOVAL/EXCHANGE STENT BILIARY/PANC,"$5,933.00",,
48200002,HC ERGONOVINE PROVOCATION TEST,$821.16,,
27800840,HC ERX BONE CEMENT,"$3,473.00",,
30100146,HC ERYTHROPOIETIN,$212.00,,
