Charge / Procedure Number,Billing Description,CDM Price
12140830,IADNA HIV-1 QUANT/RVRSE TRANSC,565.23
12140845,CULT TYPE;ID BY DNA PROBE,313.53
12140850,"VIRUS ID;TISS CUL,ADDL STUDIES",315.69
12140855,"VIRUS ISO;SHELL VIAL,ID/STAIN",492.07
12140860,AG IF;ADENOVIRUS,187.53
12140865,AG IF;BORDETELLA PERT/PARAPERT,211.18
12140870,AG IF;HERPES SIMPLX TYPE 2,187.53
12140875,AG IF; HERPES SIMPLEX,187.53
12140880,AG IF; INFLUENZA A,187.53
12140885,AG IF; LEGIONELLA,187.53
12140890,"AG IF;PARAINFLUENZA,EA TYPE",187.53
12140895,AG IF; VARICELLA ZOSTER,147.82
12140900,AG IF; NOS,179.05
12140905,C DIFF TOXIN(S) AG; EIA MULT,141.10
12140910,CMV AG; EIA/ELISA/IMCA MULT,187.53
12140915,INFLUENZA A/B AG;EIA MULT EA,187.53
12140925,"DNA PROBE; HEP B, AMP",548.61
12140930,"DNA PROBE; HERPES S V, AMP",366.26
12140940,"DNA PROBE; MYCOBACTERIA, AMPL",548.61
12140950,"CULT,TYPING;GLC OR HPLC METH",195.84
12140955,AG DNA/RNA MULT ORG;DIR PROBE,627.07
12140960,ADENOVIRUS 40/41 AG;EIA MULT S,187.53
12140965,ENTAMOEBA HISTO DISPAR AG;EIA,187.53
12140970,ENTOMOEBA HYSTOLYTICA GRP AG,187.53
12140975,"H PYLORI, STOOL, EIA MULT",272.05
12140980,HISTOPLASMA AG;EIA MULT,187.53
12140985,SHIGA-LIKE TOXIN AG;EIA MULT,165.52
12140990,IA; CHLAMYDIA T W/OPTIC,187.53
12140995,IA; N. GONORRHOEAE W/OPTIC,187.53
12141000,IA; STREP A W/OPTIC,141.30
12141005,IA; NOS W/OPTIC,187.53
12141010,CULT QUANT ANAEROBIC ISO & ID,147.50
12141015,MACROSCOPIC EXAM;PARASITE,66.75
12141020,PINWORM EXAM(EG TAPE PREP),66.75
12141025,SUSCEPTIBILITY;ENZYME DETECT,74.26
12141030,AG IF;INFLUENZA B,187.53
12141035,AG IF;PNEUMOCYSTIS CARINII,187.53
12141040,AG IF;RUBEOLA,187.53
12141045,H PYLORI AG; EIA MULT,187.53
12141050,HBSAG NEUTRALIZTN;EIA MULT,161.49
12141065,STREP B IMMUNOASSAY;OPTIC,187.53
12141070,C.DIFF TOXIN A;OPTIC,187.53
12141075,INFLUENZA IMMUNOASSAY;OPTIC,187.53
12141080,HEP C GENOTYPE,"1,792.55"
12141090,SM ANIMAL INOC;W/OBSRV&DISSECT,263.15
12141095,CULT QUANT AEROBIC ISO & ID,175.71
12141100,"CULTURE,PATH ORG/KIT;COLONY ES",134.65
12141105,CULT TYPE;ID PULSE FIELD GEL,81.77
12141110,CULTURE TYPING;OTHER METHODS,81.77
12141115,DK FIELD EXAM/SPECIMEN COLLECT,167.85
12141120,DK FIELD EXAM;WO SPEC COLLECT,176.61
12141125,MACROSCOPIC EXAM;ARTHROPOD,66.75
12141130,"HOMOGENIZATION,TISSUE FOR CULT",92.01
12141135,SENSITIVITIES;AGAR DILUTN METH,109.37
12141140,SENSITIVITIES;DISK METH/PLATE,145.81
12141145,"SENSITIVITY;MACROBROTH DIL, EA",103.71
12141155,"AG IF;POLYVALENT MULT ORG,EA",187.53
12141160,"AG EIA MULT STEP;POLYVALENT,EA",149.89
12141170,"DNA PROBE; BARTONELLA H, AMP",548.61
12141175,"DNA PROBE; BARTONELLA H, QUANT",669.61
12141180,"DNA PROBE; CANDIDA, DIRECT",313.53
12141185,"DNA PROBE; CANDIDA, AMP",548.61
12141190,"DNA PROBE; CANDIDA, QUANT",652.67
12141195,DNA PROBE; CMV DIRECT,552.79
12141200,DNA PROBE; CMV AMP,959.42
12141205,DNA PROBE; CMV QUANT,620.90
12141210,DNA PROBE; G VAG DIRECT,313.53
12141215,"DNA PROBE; G VAG, AMP",548.61
12141220,"DNA PROBE; G VAG, QUANT",652.67
12141225,"DNA PROBE; HEP B, QUANT",492.54
12141230,"DNA PROBE; HEP C, DIRECT",313.53
12141235,"DNA PROBE; HEP G, DIRECT",313.53
12141240,"DNA PROBE; HEP G, AMP",548.61
12141245,"DNA PROBE; HEP G, QUANT",300.45
12141250,"HEP VIRUS-6,DIRECT PROBE",313.53
12141255,"DNA PROBE; HERPES V-6, AMP",548.61
12141260,"DNA PROBE; HERPES V-6, QUANT",652.67
12141265,"DNA PROBE; HIV-1, DIRECT",313.53
12141270,IADNA HIV-1 AMP PRB/RVRS TRNSC,548.61
12141275,"DNA PROBE; HIV-2, DIRECT",313.53
12141280,IADNA HIV-2 AMP PRB/RVRS TRNSC,548.61
12141285,IADNA HIV-2 QUANT/RVRS TRANSC,669.61
12141290,"DNA PROBE;LEGIONELLA P,DIRECT",313.53
12141295,"DNA PROBE; LEGIONELLA P, AMP",548.61
12141300,"DNA PROBE;LEGIONELLA P, QUANT",652.67
12141305,"DNA PROBE;MYCOBACTERIA,DIRECT",313.53
12141310,"DNA PROBE;MYCOBACTERIA, QUANT",669.61
12141315,"DNA PROBE;M. AVIUM, DIR",313.53
12141320,"DNA PROBE;M. AVIUM,AMP",548.61
12141325,"DNA PROBE; M. AVIUM, QUANT",669.61
12141330,"DNA PROBE; M. PNEUMO, DIRECT",313.53
12141335,"DNA PROBE; M. PNEUMO, AMP",548.61
12141340,"DNA PROBE;M. PNEUMO, QUANT",652.67
12141350,AG DNA/RNA MULT ORG;AMP PROBE,"1,097.32"
12141355,AG GENOTYPE HIV-1 REV TRANSCR,"2,126.55"
12141360,"AG PHENOTYPE,DRUG RESIST>10 DR","3,627.07"
12141365,"AG PHENOTYPE,DRUG,EA ADDL 5",407.47
12141370,UNLISTED MICROBIOLOGY PROCEDUR,81.00
12141375,CRYSTAL ID;TISSUE/BF NONURINE,184.58
12141420,"MEAT FIBERS,FECES",57.66
12141425,CULTURE & FERT OOCYTE(S),425.66
12141430,"CULTURE&FERT OOCYTE(S),EMBRYOS",620.76
12141440,"ASSIST EMBRYO HATCH, MICRO",425.66
12141445,OOCYTE ID FOLLICULAR FLUID,425.66
12141450,PREP EMBRYO FOR TRANSFER,425.66
12141460,SPERM ID FROM ASPIRATION,164.98
12141465,CRYOPRESERVATION; EMBRYO,"1,532.15"
12141470,CRYOPRESERVATION; SPERM,350.43
12141475,SPERM ISOLATION; SIMPLE PREP,268.28
12141480,SPERM ISOLATION; COMPLEX PREP,268.28
12141485,SPERM TISSUE IDENTIFY,425.66
12141505,VIRUS ID;INOC EMBRY EGGS/SM AN,305.69
12141510,VIRUS ISO;VIRUS SPECIFIC ENZYM,364.52
12141515,AG IF;ENTEROVIRUS DFA,187.53
12141520,"AG IF;CYTOMEGALOVIRUS,DFA",187.53
12141525,AG IF; CRYPTO/GIARDIA,187.53
12141530,SMEAR;COMPLEX SPEC STAIN O&P,134.63
12141535,"PHENOTYPE, INFECT AGENT DRUG","3,800.13"
12141540,ASPERGILLUS AG;EIA MULT STEP,187.53
12141545,ENTVIRUS AMP PROBE&REVRS TRNS,455.80
12141550,STAPH A DNA AMP PROBE,548.61
12141555,MR-STAPH DNA AMP PROBE,548.61
12141560,STREP B DNA AMP PROBE,548.61
12141565,TRICHOMONAS ASSAY W/OPTIC,187.53
12141570,"VANOMYCIN, DNA, AMP PROBE",548.61
12141575,ADENOVIRUS ASSAY W/OPTIC,187.53
12141580,AG EIA NONVIRUS,191.05
12141585,CULTYP;ID AMP PROBE EA ORG PRBD,548.61
12141590,CULTYP;ID SEQ EA ISOLATE,"1,803.32"
12141595,INFX AG DET;C-DIFF AMP PROBE,548.61
12141600,IADNA INFLUENZA EA TYP/SUBTYPE,802.21
12141605,IADNA INFLUENZA 1ST 2 TYPES,"1,330.12"
12141610,IADNA INFLUENZA EA ADDL >2,324.68
12141615,GENOTYPE DNA HIV-1 REVERSE,"2,012.23"
12141620,HIV-1 AG/HIV-1&HIV-2 AB SGL,263.98
12141625,IADNA RESP VIRUS 3-5 TARGETS,"2,005.41"
12141630,IADNA RESP VIRUS 6-11 TARGETS,"1,431.03"
12141635,IADNA RESP VIRUS 12-25 TARGETS,"3,093.71"
12141640,NFCT AG GENOTYPE;CYTOMEGALOVIR,"1,910.95"
12141645,NFCT AG GENOTYPE;HEP B VIRUS,"1,910.95"
12141670,IADNA HPV LO-RISK,422.38
12141675,IADNA HPV HI-RISK,422.38
12141680,IADNA HPV TYPE 16 18 45,543.14
12141690,CRYOPRESERV MATURE OOCYTE(S),"1,293.47"
12141695,CRYOPRESERV;IMMATUR OOCYTE(S),960.18
12149005,GIARDIA AG;IF,187.53
12149010,GIARDIA AG;EIA MULT,150.23
12149015,DNA PROBE;T VAGINALIS DIRECT,313.53
12149020,SPUTUM COLLECT AEROSOL INDUCED,350.43
12149030,IONTOPHORESIS SWEAT COLLECTION,268.28
12149040,INSEMINATION OF OOCYTES,425.66
12149045,EXT CULT OOCYTE/EMBRYO 4-7DAYS,"1,532.15"
12149050,ASSIST OOCYTE FERT;UP TO 10,"1,532.15"
12149055,ASSIST OOCYTE FERT;>10,425.66
12149060,BX OOCYTE POLAR BDY;UP TO 5,425.66
12149065,BX OOCYTE POLAR BDY;>5,425.66
12149070,CRYOPRESV REPROD TIS;TESTICULR,425.66
12149075,STORAGE/YR;EMBRYO,425.66
12149080,STORAGE/YR;SPERM/SEMEN,425.66
12149085,STORAGE/YR;REPRODUCT TISSUE,425.66
12149090,STORAGE/YR;OOCYTE,620.76
12149095,THAW FROZEN EMBRYO(S),425.66
12149100,THAW SPERM/SEMEN;EA ALIQUOT,425.66
12149105,THAW REPRODUCT TISSUE,425.66
12149110,THAW FROZEN OOCYTES;EA ALIQUOT,425.66
12149115,CRYOPRESERVATION;OVARIAN TISS,425.66
12180055,BRCA1&2 SEQ & COM DUP/DEL,"7,409.75"
12180065,BRCA1&2 UNCOM DUP/DEL VAR,"1,977.45"
12180150,F5 GENE,"1,113.47"
12180205,HFE GENE,662.50
12180290,MTHFR GENE,202.10
12180570,MOPATH PROCEDURE LEVEL 9,"5,883.54"
12650005,"CYTOLOGY, FLUIDS; SMEAR/INTERP",164.98
12650006,"CYTOLOGY, FLUIDS; SMEAR/INTERP-59",164.98
12650007,CYTOLOGY FLUIDS;SMEAR/INTRP-XS,164.98
12650008,CYTOLOGY FLUIDS;SMEAR/INTRP-XU,164.98
12650010,DECALCIFICATION,89.50
12650020,"CYTOPATHOLOGY,CONC,SMEARS/INT",164.98
12650021,"CYTOPATHOLOGY,CONC,SMEARS/INT-59",164.98
12650022,CYTOPATH CONC SMEARS/INT-XS,164.98
12650023,CYTOPATH CONC SMEARS/INT-XU,164.98
12650035,"CYTOPATH;SMEAR,OTHER SOURCE",89.50
12650036,"CYTOPATH;SMEAR,OTHER SOURCE-59",89.50
12650040,"CYTOPATH;PREP,SCREEN & INTER",95.75
12650041,"CYTOPATH;PREP,SCREEN & INTER-59",95.75
12650060,SURG PATH I; GROSS ONLY,95.75
12650061,SURG PATH I; GROSS ONLY-59,95.75
12650062,SURG PATH I; GROSS ONLY-XS,95.75
12650063,SURG PATH I; GROSS ONLY-XU,95.75
12650065,SURG PATH II; GROSS & MICRO,164.98
12650066,SURG PATH II; GROSS & MICRO-59,164.98
12650067,SURG PATH II; GROSS & MICRO-XS,164.98
12650068,SURG PATH II; GROSS & MICRO-XU,164.98
12650070,SURG PATH III; GROSS & MICRO,164.98
12650071,SURG PATH III; GROSS & MICRO-59,164.98
12650072,SURG PATH III; GROSS & MICRO-XS,164.98
12650073,SURG PATH III; GROSS & MICRO-XU,164.98
12650075,SURG PATH IV; GROSS & MICRO,"1,230.28"
12650076,SURG PATH IV; GROSS & MICRO-59,"1,230.28"
12650077,SURG PATH IV; GROSS & MICRO-XS,"1,230.28"
12650078,SURG PATH IV; GROSS & MICRO-XU,"1,230.28"
12650080,SURG PATH V; GROSS & MICRO,620.76
12650081,SURG PATH V; GROSS & MICRO-59,620.76
12650082,SURG PATH V; GROSS & MICRO-XS,620.76
12650083,SURG PATH V; GROSS & MICRO-XU,620.76
12650085,SURG PATH VI; GROSS & MICRO,"1,532.15"
12650086,SURG PATH VI; GROSS & MICRO-59,"1,532.15"
12650087,SURG PATH VI; GROSS & MICRO-XS,"1,532.15"
12650088,SURG PATH VI; GROSS & MICRO-XU,"1,532.15"
12650090,SPECIAL STNS;GRP I-MICROORG,"1,183.05"
12650091,SPEC STNS;GRP I-MICROORG-59,"1,183.05"
12650092,SPEC STNS;GRP I-MICROORG-XS,"1,183.05"
12650093,SPEC STNS;GRP I-MICROORG-XU,"1,183.05"
12650095,SPEC STNS;GRP II-ALL OTHER,164.98
12650096,SPEC STNS;GRP II-ALL OTHER-59,164.98
12650097,SPEC STNS;GRP II-ALL OTHER-XS,164.98
12650098,SPEC STNS;GRP II-ALL OTHER-XU,164.98
12650100,IM HIST/CYTCHEM;INIT SGL AB,620.76
12650101,IM HIST/CYTCHEM;INIT SGL AB-59,620.76
12650102,IM HIST/CYTCHEM;INIT SGL AB-XS,620.76
12650103,IM HIST/CYTCHEM;INIT SGL AB-XU,620.76
12650200,CYTO FL;SIMPLE FILTER/INTERP,164.98
12650201,CYTO FL;SIMPLE FILTER/INTERP-59,164.98
12650202,CYTO FL;SIMPLE FILTER/INTERP-XS,164.98
12650203,CYTO FL;SIMPLE FILTER/INTERP-XU,164.98
12650205,SPEC STNS;HISTOCHEM/FRZ BLK,210.60
12650206,SPEC STNS;HISTOCHEM/FRZ BLK-59,210.60
12650207,SPEC STNS;HISTOCHEM/FRZ BLK-XS,210.60
12650208,SPEC STNS;HISTOCHEM/FRZ BLK-XU,210.60
12650255,PAP SMEAR; THIN LAYER PREP,240.32
12650256,PAP SMEAR; THIN LAYER PREP-59,240.32
12650260,CYTPATH T/LYR MAN SCRN & REDO,316.72
12650261,CYTPATH T/LYR MAN SCRN & REDO-59,316.72
12650305,"CYTOPTH;EXT STD,+5 SLD/MLT STN",164.98
12650306,"CYTOPTH;EXT STD,+5 SLD/MLT STN-59",164.98
12650400,MOL CYTOGENETICS; DNA PROBE,334.80
12650401,MOL CYTOGENETICS; DNA PROBE-59,334.80
12650403,MOL CYTOGENETICS; DNA PROBE-XU,334.80
12650405,"CYTOGENETICS, CHROMO 3-5 CELLS",418.50
12650406,"CYTOGENETICS, CHROMO 3-5 CELLS-59",418.50
12650408,CYTOGENETICS CHROM 3-5 CELL-XU,418.50
12650410,"CYTOGENTICS,CHROMO 10-30 CELLS",502.32
12650411,"CYTOGENTICS,CHROMO 10-30 CELLS-59",502.32
12650413,CYTOGENTIC CHROM 10-30 CELL-XU,502.32
12650415,"CYTOGENETICS, INTR 25-99 CELLS",544.17
12650416,"CYTOGENETICS, INTR 25-99 CELLS-59",544.17
12650418,CYTOGENETIC INTR 25-99 CELL-XU,544.17
12650420,"CYTOGENTICS,INTR 100-300 CELLS",627.76
12650421,"CYTOGENTICS,INTR 100-300 CELLS-59",627.76
12650423,CYTOGENTIC INTR 100-300CELL-XU,627.76
12650445,CYTO/MOLECULAR INTRP & REPORT,706.86
12650465,CONSULT/RPT REF'D SLDS PREP EL,95.75
12650466,CONSULT/RPT REF'D SLDS PREP EL-59,95.75
12650467,CONSULT;REF SLIDES PREP ELS-XS,95.75
12650468,CONSULT;REF SLIDES PREP ELS-XU,95.75
12650530,SCREEN PAP THIN LAYER,316.72
12650531,SCREEN PAP THIN LAYER-59,316.72
12650540,THIN PREP PAP MAN SCREEN,316.72
12650541,THIN PREP PAP MAN SCREEN-59,316.72
12650545,THIN PREP PAP COMP ASST SCREEN,334.01
12650546,THIN PREP PAP COMP ASST SCREEN-59,334.01
12650550,THIN PREP COMP ASST CELL SELEC,414.07
12650551,THIN PREP COMP ASST CELL SELEC-59,414.07
12650555,"PAP, AUTOMATED SYS",177.97
12650556,"PAP, AUTOMATED SYS-59",177.97
12650560,"PAP,AUTO, MAN RESCREEN",237.57
12650561,"PAP,AUTO, MAN RESCREEN-59",237.57
12650565,CYTOPATH THIN LAYER;AUTO SCRN/,213.24
12650566,CYTOPATH THIN LAYER;AUTO SCRN-59,213.24
12650585,CLINICAL PATH CONSULT; LIMITED,164.98
12650586,CLINICAL PATH CONSULT; LIMITED-59,164.98
12650590,CLINICAL PATH CONSULT; COMPREH,133.92
12650591,CLINICAL PATH CONSULT; COMPREH-59,133.92
12650595,FROZEN SECTION;SINGLE SPECIMEN,350.43
12650600,FROZEN SECTION;EA ADDL TIS BLK,89.50
12650605,CYTOPATH CELL ENHANCE W/INTERP,976.63
12650606,CYTOPATH CELL ENHANCE W/INTERP-59,976.63
12650610,TUMOR IMMUNOHISTCHEM;COMP ASST,620.76
12650611,TUMOR IMMUNOHISTCHEM;COMP A-59,620.76
12650612,TUMOR IMMUNOHISTCHEM;COMP A-XS,620.76
12650613,TUMOR IMMUNOHISTCHEM;COMP A-XU,620.76
12650630,FLOW CYTOMETRY;1ST MARKER,600.39
12650635,FLOW CYTOMETRY;EA ADDL MARKER,456.95
12650725,GENETIC TEST BRUGADA,332.10
12650735,MACRO EXAM DIS&PREP;EA,53.09
12650740,MACRO EXAM DIS&PREP;ADV STUDY,82.60
12650741,MACRO EXAM DIS&PREP;ADV STUDY-59,82.60
12650742,MACRO EXAM DIS&PREP;ADV STD-XS,82.60
12650743,MACRO EXAM DIS&PREP;ADV STD-XU,82.60
12650745,CYTOPATH FISH UT 3-5 PR MAN,"1,105.89"
12650746,CYTOPATH FISH UT 3-5 PR MAN-59,"1,105.89"
12650750,CYTOPATH FISH UT 3-5 PR CMP,"1,105.89"
12650751,CYTOPATH FISH UT 3-5 PR CMP-59,"1,105.89"
12650760,XM ARCH TISSUE MOLEC ANAL,89.50
12650761,XM ARCH TISSUE MOLEC ANAL-59,89.50
12650762,XM ARCH TISSUE MOLEC ANAL-XS,89.50
12650763,XM ARCH TISSUE MOLEC ANAL-XU,89.50
12720000,BLOOD SMEAR; INTERP/RPT,279.88
12720005,BONE MARROW SMEAR;INTERP,547.94
12750110,PAP SMEAR; REVIEW BY MD,366.61
12750111,PAP SMEAR; REVIEW BY MD-59,366.61
12750255,CONSULT/RPT REF'D SLDS PREP EL,965.79
12750256,CONSULT/RPT REF'D SLDS PREP EL-59,965.79
12750257,CONSULT;REF SLIDES PREP ELS-XS,965.79
12750258,CONSULT;REF SLIDES PREP ELS-XU,965.79
12750320,SCREEN PAP THIN LAYER;MD INTRP,366.61
12750321,SCREEN PAP THIN LAYER;MD INTRP-59,366.61
12750585,CLINICAL PATH CONSULT; LIMITED,208.93
12750586,CLINICAL PATH CONSULT; LIMITED-59,208.93
12750590,CLINICAL PATH CONSULT; COMPREH,729.27
12750591,CLINICAL PATH CONSULT; COMPREH-59,729.27
12750760,XM ARCH TISSUE MOLEC ANAL,224.69
12750761,XM ARCH TISSUE MOLEC ANAL-59,224.69
12750762,XM ARCH TISSUE MOLEC ANAL-XS,224.69
12750763,XM ARCH TISSUE MOLEC ANAL-XU,224.69
12750780,OPTICAL ENDOMICROSC IMAG; I&R,176.85
13101,CMPLX RPR TRUNK 2.6-7.5 CM,"2,370.22"
13121,CMPLX RPR S/A/L 2.6-7.5 CM,"3,058.54"
13122,CMPLX RPR S/A/L ADDL 5 CM/>,"1,230.07"
13131,CMPLX RPR F/C/C/M/N/AX/G/H/F,"2,286.58"
13132,CMPLX RPR F/C/C/M/N/AX/G/H/F,"3,628.22"
13151,CMPLX RPR E/N/E/L 1.1-2.5 CM,"3,115.12"
13152,CMPLX RPR E/N/E/L 2.6-7.5 CM,"4,588.61"
13153,CMPLX RPR E/N/E/L ADDL 5CM/<,"1,856.33"
14020,TIS TRNFR S/A/L 10 SQ CM/<,"5,377.08"
14021,TIS TRNFR S/A/L 10.1-30 SQCM,"7,553.61"
14100001,EKG;12 LEAD TRACING ONLY,225.00
14100002,CV STRESS TEST;TRACING ONLY,783.71
14100003,"RHYTHM ECG, 1-3 LEADS; TRACING",184.04
14100014,DUPLEX SCAN L EXTREM;COMP BIL,"2,926.84"
14100020,HOLTER TO 48H;HOOKUP/RECORD,874.25
14100024,HOLTER TO 48H;H-U/RECRD D/C-52,295.42
14100025,HOLTER TO 48H;SCAN ANLYSIS/RPT,"1,373.82"
14100030,EVENT RECORD 30D;HU&DISC,267.97
14100035,EVENT RECORD 30D;XMIT ANLYSIS,368.45
14100040,ECHOCARD 2D;F/U LTD,"1,078.13"
14100550,CPR,"2,021.47"
14100735,ECHO 2D W DOPLR & COLOR FLOW,"4,141.32"
14100755,PREV ECG 12 LEAD;TRACING ONLY,187.80
14100818,CV STRESS TEST;TRACING DC-52,713.93
14100821,EKG;12 LEAD TRACING ONLY-76,225.00
14100875,INTERGTN DEV F2F;IMPL SQ LEAD DFB,809.05
14110030,"NEEDLE EMG, ONE EXTREMITY",562.13
14110035,"NEEDLE EMG, TWO EXTREMITIES",562.13
14110040,"NEEDLE EMG, THREE EXTREMITIES",562.13
14110045,"NEEDLE EMG, FOUR EXTREMITIES",562.13
14110090,MULT SLEEP LATENCY TEST (MSLT),"2,916.60"
14110095,"SLEEP STUDY, ATTENDED","1,402.95"
14110100,POLYSOMNOGRAPHY;SLEEP STG 1-3,"7,338.99"
14110105,POLYSOMNOGRAPHY;SLEEP STAG 4+,"7,762.39"
14110110,POLYSMNOGRPHY;SLEEP STG;4+CPAP,"8,764.45"
14110145,NEEDLE EMG;CRANIAL NRV MUSC-UN,562.13
14110150,NEEDLE EMG;CRANIAL NRV MUSC-BI,562.13
14110155,NEEDLE EMG;THRACIC PARASPN MUS,428.79
14110160,"NEEDLE EMG;LTD,NON-THOR PARASP",303.57
14110165,"NEEDLE EMG;SINGLE FIBER,ANYTEC",562.13
14110170,"ISCHEMIC LIMB EMG,W/LACTIC ACI",562.13
14110345,EMG NDL;LARYNX,562.13
14110355,E-STIM GUIDE CHEMODENERV ADDON,504.41
14110360,EMG NDL GUID CHEMODENERV ADDON,480.82
14110385,ACTIGRAPHY TEST RECORD ANLYS,295.42
14110415,SLEEP UNATTND;HR O2 RESP SLEEP,428.79
14110420,SLEEP UNATTND;HR O2 RESP,295.42
14110450,POLYSOMN;<6YO SLEEP 4/> ATTND,"13,969.31"
14110455,POLYSOMN;<6YO SLEEP/CPAP 4/>,"13,969.31"
14110460,NERVE CONDUCTN;1-2 STUDIES,428.79
14110465,NERVE CONDUCTN;3-4 STUDIES,783.71
14110470,NERVE CONDUCTN;5-6 STUDIES,783.71
14110475,NERVE CONDUCTN;7-8 STUDIES,783.71
14110480,NERVE CONDUCTN;9-10 STUDIES,"1,402.95"
14110485,NERVE CONDUCTN;11-12 STUDIES,"1,402.95"
14110490,NERVE CONDUCTN;13/+ STUDIES,"1,402.95"
14110560,EMG NDL;HEMIDIAPHRAGM-LT,562.13
14110561,EMG NDL;HEMIDIAPHRAGM-RT,562.13
14110562,EMG NDL;HEMIDIAPHRAGM-50,"1,124.26"
14120001,"SPIROMETRY, INCLD VIT CAP, EXP",513.90
14120002,BRONCHOSPASM EVAL W/BRONCHODIL,783.71
14120020,NEB MDI IPPB AERO TRMT,546.81
14120021,NEB MDI IPPB AERO SVN; SUBSQ,546.81
14120030,OXIMETRY;SINGLE DETER,140.30
14120035,OXIMETRY;MULT DETERMINATION,244.05
14120040,VITAL CAPACITY ONLY,428.79
14120045,MX BREATHING CAP;MAX VOL VENT,337.44
14120046,MX BREATHING CAP;MAX VOL VE-59,337.44
14120050,"EXPIRED GAS COLL, QUANT",317.29
14120085,CPAP/BIPAP INITIATION/MGMT,649.38
14120090,DEMO/EVAL AEROSOL/NEB/MDI/IPPB,546.81
14120100,CHEST PHY THERAPY;INITIAL,337.44
14120105,CHEST PHY THERAPY; SUBSEQUENT,247.09
14120110,O2 UPTAKE EXP GAS;REST/EXERCIS,"1,266.51"
14120115,"O2 UPTAKE,INCLUD CO2 & % O2","1,571.37"
14120125,OXIMETRY/RT; OVERNITE,468.41
14120130,INCENTIVE SPIROMETRY,175.50
14120135,MECH VENTILATION; PER 15M,50.38
14120145,MIST TENT SETUP;1 TIME CHG,67.82
14120150,O2 SETUP; 1 TIME CHARGE ONLY,45.20
14120155,"AEROSOL SETUP,1 TIME CHG ONLY",33.89
14120160,OXYHOOD SET UP,56.48
14120210,"CPAP MGMT, PT-OWNED EQUIP",101.25
14120215,CARD-PULM EXERCISE TEST,"1,266.51"
14120216,CARD-PULM EXERCISE TEST-59,"1,266.51"
14120225,O2 / MIST TENT SUBSQ DAY,963.90
14120230,"SLEEP APNEA STUDY, UNATTENDED","2,258.15"
14120235,CO2 BREATHING RESPONSE CURVE,428.79
14120240,METHACHOLINE TESTING,"1,266.51"
14120241,METHACHOLINE TESTING-59,"1,266.51"
14120245,PT RECORDED SPIROMETRY;RECORD,783.71
14120260,RESPIRATORY FLOW VOLUME LOOP,783.71
14120265,HYPOXIA RESPONSE CURVE,442.70
14120270,"O2 UP,EXP GAS ANAL;REST,INDIRE",317.29
14120280,PULMONARY COMPLIANCE STUDY,428.79
14120290,"PED PNEUMOGRAM,12-24HR,INFANT","1,402.95"
14120295,AEROSOL PENTAMIDINE INHALATION,710.78
14120305,"ENDOTRACH INTUBATION,EMERGENT","1,321.71"
14120315,HAST INTERP/RPT,442.70
14120320,HAST INTERP/RPT;SUPP OX TIT,442.70
14120325,"TX RESP MUSCLE STRENGTH,15M",247.09
14120330,"TX RESP FUNCTION,EA 15M",247.09
14120335,"TX RESP FUNCTION,2/MORE",247.09
14120365,CBT; 1ST HOUR,514.44
14120370,CBT; EACH ADDL HOUR,408.38
14120385,EXHALED NITRIC OXIDE MEAS,317.29
14120390,CATH ASP(SEP PROC);NASOTRACH,546.81
14120395,TRACH TUBE CHG PRIOR FISTULA,897.46
14120400,SPIROMTRY 0-2YRS,428.79
14120405,SPIROMTRY/BRONCHDILATOR 0-2YRS,783.71
14120410,MEAS LUNG VOLUME 0-2YRS,"1,402.95"
14120415,PULM REHAB/EXER 1HR/SESSION,276.80
14120455,PLETHYSMOGRAPHY LUNG VOL,783.71
14120460,GAS DIL/WO LUNG VOL DISTRIB,428.79
14120465,AIRWAY RESIST IMPULS OSCILLMTR,783.71
14120470,DIFFUSION CAPACITY-DLCO ADD-ON,442.70
14120473,"SPIROMETRY, INCOMPLETE-52",428.79
14120475,MECH CHESTWALL OSCIL LUNG FUNC,546.81
14120495,PULM STRESS TEST/HR OX TITRATN,315.12
14120496,PULM STRESS TEST/HR OX TITR-59,315.12
14120497,PULM STRESS TEST/HR OX TITR-XU,315.12
14130025,"SENSORIMOTOR EXAM,(EOM/DIPL)",340.88
14130030,ORTHOPTIC/PLEOPIC TRAINING,340.88
14130035,VISUAL FIELDS - LIMITED,340.88
14130040,VISUAL FIELDS - INTERMEDIATE,340.88
14130045,VISUAL FIELDS - EXTENDED,521.58
14130055,"PHOTOGRAPHY-FUNDUS, W/ I & R",535.86
14130070,COLOR VISION EXTENDED,340.88
14130080,PHOTO-SLIT LAMP EXT OCC/I&R,448.17
14130090,"APHAKIA, DX FITTING, 1 EYE",889.28
14130095,"APHAKIA, DX FITTING, 2 EYES",340.88
14130100,"APHAKIA,DISP/FIT SPECTACLES SV",521.58
14130105,"APHAKIA,DISP/FIT SPECTACLES MF",521.58
14130130,"RX CONT LENS BIL, NON-APHAKIA",466.07
14130140,DETERMINE OF REFRACTIVE STATE,140.58
14130145,"OPH EXAM&EVAL,ANESTH.,COMP","7,968.41"
14130150,"OPH EXAM&EVAL, ANESTH.,LTD","7,968.41"
14130155,GONIOSCOPY,361.84
14130160,SERIAL TONOMETRY,522.12
14130180,FLUORESCEIN ANGIOGRAPHY UNI/BI,783.71
14130200,CONTACT LENS REPLACEMENT,340.88
14130205,FIT SPEC LOW VISION; SINGLE,340.88
14130210,FIT SPEC LOW VISION; TELESC,340.88
