Department - Charge Category,Item Number - Charge ID,Description,Price
Laboratory,18844461,"TOCOPHEROL ALPHA (VIT E), S/O",168
Laboratory,1884154,"PROSTATE SPECIFIC ANTIGEN, FREE, S/O",147
Laboratory,18802011,"TOPIRAMATE, QUANT, S/O",144
Laboratory,1886702,HIV-2,112
Laboratory,18836951,"LIPOPROTEIN  a, S/O",153
Laboratory,18856101,"PROTHROMBIN TIME, S/O",139
Laboratory,18874981,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), ENTEROVIRUS, AMP PROBE, S/O",190
Laboratory,18835161,"IMMUNOASSAY QUAL OR SEMIQUANT, NON-INF AGT, MULTI STEP, S/O",214
Laboratory,18873501,"INF AGT AG DETECTION BY EIA, HEPATITIS Be AG (HBeAg), S/O",154
Laboratory,18867350,Mumps IgG,168
Laboratory,18868001,"THYROGLOBULIN AB, S/O",113
Laboratory,18872061,"SMEAR, FLUOR AND/OR ACID FAST STAIN FOR BACTERIA, FUNGI, PARASITES, VIRUSES OR CELL TYPES, S/O",138
Laboratory,1887661,TRICHOMONAS VAGINALIS AMPLIF S/O,139
Laboratory,18824951,"CHROMIUM, S/O",287
Laboratory,1887651,Group A Strep PCR,166
Laboratory,1827963,"GENTAMICIN, QUANT",322
Laboratory,1886703,"AB, HIV-1 AND HIV-2, SINGLE RESULT, S/O",125
Laboratory,18836151,"LACTATE DEHYDROGENASE (LDH), S/O",87
Laboratory,1847755,"LEAD, S/O",148
Laboratory,1880156,Carbamazepine (Tegretol) Level NSHC,245
Laboratory,1841469,PROLACTIN,295
Laboratory,18801841,"PHENOBARBITAL, QUANT, S/O",248
Laboratory,1899007,COLLECTION AND HANDLING NSHC,86
Laboratory,18875351,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), HIV-1, AMP PROBE, S/O",415
Laboratory,18812431,FMR1 GENE DETECTION S/O,180
Laboratory,18839161,"OLIGOCLONAL BANDS, S/O",177
Laboratory,18802992,Tacrolimus Level,410
Laboratory,1882105,"Alpha-Fetoprotein, Serum  Tumor NSHC",167
Laboratory,18839181,"ORGANIC ACIDS, TOTAL, QUANT, EA SPEC, S/O",234
Laboratory,1871847,"SUSCEPTIBILITY, MICRODILUTION OR AGAR DILUTION (MIC) EA ANTIMICROBIAL, PER PLATE",180
Laboratory,1880051,ELECTROLYTE PANEL,113
Laboratory,18866151,"ANTIBODY, BORDETELLA, S/O",148
Laboratory,1826056,"VITAMIN B-12, S/O",169
Laboratory,18867781,"AB, TOXOPLASMA, IGM, S/O",66
Laboratory,1882805A,"BLOOD GASES, CAPILLARY NSHC",387
Laboratory,1886480,"TB TEST, CELL MEDIATED IMMUNITY AG RESPONSE, S/O",305
Laboratory,1820109,"ACETONE OR OTHER KETONES, QUAL",125
Laboratory,18802023,Vancomycin Level NSHC,308
Laboratory,18863762,"MICROSOMAL ANTIBODIES,  EA, S/O",189
Laboratory,1881002,Urine Dip (POCT) NSHC,53
Laboratory,18863761,"MICROSOMAL ANTIBODIES, (EG THRYROID OR LIVER-KIDNEY) EA, S/O",198
Laboratory,18876241,HPV high risk types,149
Laboratory,18867031,"AB, HIV-1 AND HIV-2, SINGLE RESULT",125
Laboratory,18803551,"Gabapentin, non-blood",185
Laboratory,1882800A,"PH BODY FLUID, NOS, S/O",131
Laboratory,18826681,"ERYTHROPOETIN, S/O",74
Laboratory,18826791,"ESTRONE, S/O",119
Laboratory,1886038,ANA Screen with Medical Decision Support Software (MDSS),194
Laboratory,1880047,Basic Metabolic Panel NSHC,145
Laboratory,1882784,"IMMUNOGLOBULIN, IGA, IGD, IGG, IGM, EA, S/O",108
Laboratory,18876251,HPV types 16 & 18 only,137
Laboratory,18826641,"ELECTROPHORETIC TEST, NES, S/O",194
Laboratory,1880069,RENAL FUNCTION PANEL,395
Laboratory,18823901,"CERULOPLASMIN, S/O",114
Laboratory,18875291,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), HERPES SIMPLEX, AMP PROBE, S/O",344
Laboratory,18840751,"PHOSPHATASE, ALKALINE, S/O",124
Laboratory,18813761,HLA II TYPING 1 LOCUS LR S/O,476
Laboratory,18836901,LIPASE S/O,119
Laboratory,1880307,"Drug test chem analyzer, any num classes",182
Laboratory,1887517,"INF AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA), HEPATITIS B, QUANT, S/O",293
Laboratory,18836551,Lead Random Urine,148
Laboratory,18862351,"EXTRACTABLE NUCLEAR ANTIGEN, ANTIBODY TO, ANY METHOD, EA AB, S/O",137
Laboratory,18826771,"ESTRIOL, S/O",131
Laboratory,18860212,"ANTIBODY ID, LEUKO, S/O",148
Laboratory,18814001,MOL PATH L1 S/O,702
Laboratory,18881851,"FLOW CYTOMETRY, CELL SURFACE, CYTOPLASMIC OR NUCLEAR MARKER, TC ONLY EA ADDL MARKER, S/O",144
Laboratory,1886141,"C-REACTIVE PROTEIN, HIGH SENSITIVITY",191
Laboratory,18834971,"HYDROXYINDOLACETIC ACID, 5-(HIAA), S/O",197
Laboratory,18872091,"SMEAR, COMPLEX SPECIAL  STAIN (EG TRICHROME, HEMOTOXYLIN) FOR OVA AND PARASITES, S/O",85
Laboratory,1883921,"ORGANIC ACID SINGLE QUANT, S/O",313
Laboratory,18814793,UNLISTED MOL PATH CPT1A S/O,565
Laboratory,18844601,TRANSFERASE ALT/SGPT S/O,75
Laboratory,18862893,"HEPATITIS B CORE ANTIBODY (HBcAb), TOTAL",125
Laboratory,18853791,FIBRIN DEGRAD QUANT S/O XXDDM,441
Laboratory,18874912,"CHLAMYDIA TRACHOMATIS RNA, TMA S/O NSHC 2CHY",245
Laboratory,18826261,"DHEA (DEHYDROEPIANDROSTERONE), S/O",263
Laboratory,18820241,"ADRENOCORTICOTROPIC HORMONE (ACTH), S/O",317
Laboratory,18874491,"INF AGT AG DETECTION BY EIA, NOS, EA ORGANISM, S/O",246
Laboratory,18883191,"Special Stain group 3, NSHC",853
Laboratory,1849348,PHOSPHORUS INORGANIC;,101
Laboratory,1887338,H. Pylori (Stool) NSHC,340
Laboratory,18845501,URIC ACID S/O,75
Laboratory,1846443,"DEOXYRIBONUCLEIC (DNA) ACID ANTIBODY, NATIVE OR DOUBLE STRANDED,  S/O",131
Laboratory,1887046,"CULTURE, STOOL, AEROBIC, ADDL PATHOGENS, EA PLATE",72
Laboratory,18853841,FIBRINOGEN ACTIVITY S/O,149
Laboratory,1862820,"AB, RUBELLA, S/O",151
Laboratory,1886001,"ALLERGEN SPECIFIC IGG, QUANT OR SEMIQNT, EA,  S/O",24
Laboratory,1882164,ANGIOTENSIN 1 CONVERTING ENZYME (ACE) S/O,153
Laboratory,1886235,"EXTRACTABLE NUCLEAR AG, AB TO, ANY METHOD, (nRNP, SS-A, SSB, SmS/ONP, Sc170, JO1) EA AB, S/O",210
Laboratory,18857301,APTTAPTTQ,167
Laboratory,1882731,Fetal Fibronectin,849
Laboratory,1887591,"Chlamydia/N.Gonorrhoea DNA, SDA NSHC",248
Laboratory,18801641,Valproic Acid Level NSHC,233
Laboratory,18875361,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), HIV-1, QUANT, S/O",670
Laboratory,18844781,"TRIGLYCERIDES, S/O",75
Laboratory,1880170,Gentamicin Level NSHC,322
Laboratory,18867021,"AB, HIV-2, S/O XX702",112
Laboratory,18821721,"APOLIPOPROTEIN, EA S/O",108
Laboratory,1887633,INFLUENZA A NSHC,1971
Laboratory,1881025,Urine pregnancy test,128
Laboratory,18814061,"MOL PATH L7, DUP/DEL JAG1",999
Laboratory,18822321,BETA-2 MICROGLOBULIN S/O,168
Laboratory,18874861,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), CHLAMYDIA PNEUMONIAE, AMP PROBE, S/O",166
Laboratory,18835401,"IRON, S/O",100
Laboratory,18850251,"CBC AUTO W/AUTO DIFF, S/O",117
Laboratory,18838831,"NEPHELOMETRY EA ANALYTE, NES, S/O",53
Laboratory,1850270,"CBC AUTO,  W PLATELET, W/AUTO DIFF",154
Laboratory,18852201,"CLOTTING FACTOR V, LABILE FACTOR, S/O",191
Laboratory,1884295,Sodium (POCT) NSHC,76
Laboratory,1887902,"INF AGT GENOTYPE BY NUCLEIC ACID, HEPATITIS C VIRUS, S/O",920
Laboratory,1830017,"FSH BETA SUBUNIT- FOLLICLE STIM HORMONE, S/O",237
Laboratory,18849993,UNK Misc Test NSHC (IH),1
Laboratory,18883091,"Pathology Level 6, NSHC",853
Laboratory,1886735,"ANTIBODY, MUMPS, S/O",168
Laboratory,1883986,GASTROCCULT PH POCT NSHC,15
Laboratory,18874271,SHIGA-LIKE TOXIN (XXSHG) S/O,106
Laboratory,1887150,CULTURE IDENTIFICATION BY AMPLIFIED PROBE EACH ORGANISM,166
Laboratory,18844251,"THIAMINE (VITAMIN B-1), S/O",227
Laboratory,1853753,FIBRINOGEN ACTIVITY,149
Laboratory,1880048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL)",269
Laboratory,1827906,"GLUTAMYLTRANSFERASE, GAMMA (GGT)",93
Laboratory,18706581,"CULTURE, BACTERIAL, ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC.",175
Laboratory,1830363,HEMOGLOBIN GLYCOSYLATED  (A1C),172
Laboratory,18852401,"CLOTTING FACTOR VIII (AHG) 1-STAGE, S/O",180
Laboratory,18831501,"HOMOVANILLIC ACID (HVA), S/O",91
Laboratory,18820101,"ACETONE OR OTHER KETONE BODIES, SERUM, QUANT, S/O",118
Laboratory,18867381,"AB, MYCOPLASMA, S/O",206
Laboratory,1887230,Assay Toxin or Antitoxin NSHC,361
Laboratory,18868861,"ANTIHUMAN GLOBULIN TEST (COOMBS TEST), INDIRECT,  EA ANTIBODY TITER, S/O",296
Laboratory,1882565,Creatinine (POCT) NSHC,132
Laboratory,18879121,GENOTYPE DNA HEPATITIS B S/O,1218
Laboratory,1885379,"FIBRIN DEGRADATION D-DIMER, QUANT",227
Laboratory,1887088,"CULTURE, BACTERIAL,  W ISOLATION AND PRESUMPTIVE ID EA ISOLATE, URINE",162
Laboratory,18872071,"SMEAR, SPECIAL STAIN FOR INCLUSION BODIES OR PARASITES (EG, MALARIA, HERPES VIRUSES), S/O",118
Laboratory,18803751,"Drug or substance, definitive, NOS 1-3",185
Laboratory,18841341,Prealbumin NSHC,181
Laboratory,1884244,"RENIN, S/O",306
Laboratory,18883411,Immuno/histo/cyto ea addl ab stain S/O,321
Laboratory,18711691,"CULTURE, AEROBIC ISOLATE, ADDL METHODS FOR DEFINITIVE ID, EA ISOLATE",201
Laboratory,1841551,"PROTEIN, TOTAL, URINE",76
Laboratory,1886695,"HERPES SIMPLEX, TYPE 1",98
Laboratory,18863411,"ISLET CELL ANTIBODY, S/O",234
Laboratory,18821400,AMMONIA,303
Laboratory,18823841,"CATECHOLAMINES FRACTIONATED, S/O",216
Laboratory,1836246,LACTATE DEHYDROGENASE (LDH),87
Laboratory,18863401,"INTRINSIC FACTOR ANTIBODIES, S/O",189
Laboratory,18844321,"THYROGLOBULIN, S/O",152
Laboratory,1883970,Parathyroid Hormone NSHC,523
Laboratory,18837181,"HDL CHOLESTEROL, DIRECT, S/O",62
Laboratory,18863171,"AB, HELICOBACTER PYLORI, S/O",177
Laboratory,18871021,"CULTURE, FUNGI (MOLD OR YEAST) ISOLATION W/ PRESUMPTIVE ID, OTHER SOURCE EXCEPT BLOOD, S/O",174
Laboratory,1886765,"AB, RUBEOLA, S/O",138
Laboratory,18821801,"ASCORBIC ACID, VITAMIN C, BLOOD S/O",272
Laboratory,18836052,Nova Lactate (POCT) NSHC,213
Laboratory,18860211,"ANTIBODY ID, WBC, S/O",148
Laboratory,18855571,"OSMOTIC FRAGILITY, RBC, INCUBATED, S/O",189
Laboratory,1884443,TSH with Reflex Free T4 NSHC,230
Laboratory,18869051,"BLOOD TYPING, RBC ANTIGENS, OTHER THAN ABO OR Rh (D), EA, S/O",299
Laboratory,18803351,"Antidepressants, tricyclic and other cyclicals, 1 or 2",185
Laboratory,1886870,"ANTIBODY ID, RBC ANTIBODIES, EA PANEL FOR EA SERUM TECHNIQUE, S/O",494
Laboratory,1885460,"HEMOGLOBIN FETAL (KLEIHAUER-BETKE), S/O",360
Laboratory,1882274,Assay test for blood fecal,74
Laboratory,18876621,Zika Virus RNA Qualitative Real-Time RT-PCR NSHC,232
Laboratory,18843921,"SULFATE, URINE, S/O",34
Laboratory,1863001,"RHEUMATOID FACTOR, QUAL, S/O",128
Laboratory,1883605,Lactate (POCT) NSHC,200
Laboratory,18827051,"FATS/LIPIDS FECES QUAL,  S/O",60
Laboratory,18S36201,"PHENYLALANINE (PKU) BLOOD, S/O",159.5
Laboratory,1880003,"CREATININE, OTHER SOURCE, S/O",125
Laboratory,18872541,"VIRUS ISOLATION, CENTRIFUGE, ID WI IMMUNOFLUORESCENCE STAIN, S/O",123
Laboratory,18871401,"CULTURE, TYPING, IMMUNOFLUORESCENT METHOD S/O",97
Laboratory,18830361,HEMOGLOBIN A1C S/O,172
Laboratory,1883021,"HEMOGLOBIN FRACTIONATION AND QUANT BY CHROMATOGRAPHY, S/O",87
Laboratory,18823301,CALCIUM IONIZED S/O NSHC,221
Laboratory,1887798,BORDETELLA PERTUSSIS NSHC,166
Laboratory,18843761,"SUGARS (MONO DI & OLIGSACCHARIDES)QUAL, S/O",28
Laboratory,1822520,"BILIRUBIN, DIRECT",111
Laboratory,18866651,"AB, EPSTEIN-BARR (EB) VIRUS, VIRAL CAPSID (VCA), S/O",291
Laboratory,1856101,PROTHROMBIN TIME (PT),95
Laboratory,18866171,"AB BORRELIA BURGDORFGERI (LYME DISEASE) CONFIRMATORY TEST (EG WESTERN BLOT OR IMMUNOBLOT), S/O",322
Laboratory,1845502,TRANSFERASE AST/SGOT,75
Laboratory,18841331,"POTASSIUM URINE, S/O",87
Laboratory,18822391,"Bile Acids, Total",82
Laboratory,18823081,"CALCITONIN, S/O",284
Laboratory,18872051,"SMEAR, PRIM SRC W INTERP, GRAM S/O",91
Laboratory,1884132,Potassium (POCT) NSHC,87
Laboratory,18876611,Trichomonas vaginalis,139
Laboratory,1886787,"AB, VARICELLA-ZOSTER, S/O",186
Laboratory,18867061,HEP B SURFACE AB S/O XXHSO,176
Laboratory,18853621,Fibrinogen Degradation Products NSHC,168
Laboratory,1886812,"HLA TYPING, A, B OR C (EG A10, B7, B27) SINGLE ANTIGEN, S/O",468
Laboratory,18866111,"ANTIBODY, BARTONELLA, S/O",65
Laboratory,18813351,TPMT Genetic Assessment,882
Laboratory,18863341,"IMMUNOFIXATION ELECTROPHORESIS, SERUM, S/O",215
Laboratory,1882306,25-OH Vitamin D,242
Laboratory,18874911,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), CHLAMYDIA TRACHOMATIS, AMP PROBE, S/O",211
Laboratory,1880076,HEPATIC FUNCTION PANEL,188
Laboratory,18803651,Oxycodone,185
Laboratory,1893114,"SEMEN ANAL, SPERM PRESENCE AND MOTILITY",105
Laboratory,1883550,IRON BINDING CAPACITY,92
Laboratory,18881201,"CYTOPATH, FISH, URINE, 3-5 MOLEC PROBES, MANUAL, S/O",607
Laboratory,18869061,"BLOOD TYPING RH PHENOTYPING, COMPLETE, S/O",145
Laboratory,1834811,THYROID STIM HORMONE (TSH),230
Laboratory,18837182,"POCT HDL Cholesterol, NSHC",62
Laboratory,18821391,"AMINO ACIDS, 6 OR MORE AMINO ACIDS, QUANT, EACH SPECIMEN, S/O",80
Laboratory,1887807,RSV (POCT) NSHC,155
Laboratory,18846301,"ZINC, S/O",177
Laboratory,18871771,"OVA AND PARASITES, DIRECT SMEAR, CONCENTRATION AND ID, S/O",117
Laboratory,1880164,"DIPROPYLACETIC ACID (VALPROIC ACID) QUANT, S/O",233
Laboratory,1887389,HIV -1 ANTIGEN(S),95
Laboratory,1846302,"ANTINUCLEAR ANTIBODIES (ANA), S/O",194
Laboratory,18855201,"Heparin, Anti-Xa",51
Laboratory,18827471,"FOLIC ACID; RBC, S/O",150
Laboratory,18868601,"ANTIBODY ELUTION (RBC), EA ELUTION, S/O",296
Laboratory,1880163,"Digoxin, free",168
Laboratory,1861087,RH Factor NSHC,63
Laboratory,18823302,"CALCIUM, IONIZED (POCT) NSHC 2CAIO",221
Laboratory,18803461,Benzodiazepines; 1-12,185
Laboratory,1886430,Rheumatoid Factor Qualitative NSHC,128
Laboratory,18826561,"PANCREATIC ELASTASE 1, FECAL, QUAL OR SEMI QUANT, S/O",51
Laboratory,18883001,"Pathology Level I, NSHC",85
Laboratory,18803061,Drug test inst asst dir op any nu S/O,194
Laboratory,1846906,"CARBAMAZEPINE, TOTAL,  QUANT, S/O",308
Laboratory,1886431,Rheumatoid Factor Quant NSHC,146
Laboratory,18814203,QNatal Advanced,3287
Laboratory,18875211,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), HEPATITIS C, AMP PROBE, S/O",413
Laboratory,18850141,HEMATOCRIT,46
Laboratory,18870151,"CONCENTRATION (ANY TYPE) FOR INF AGTS, S/O",58
Laboratory,18866451,"AB, CYTOMEGALOVIRUS (CMV), IGM,  S/O",96
Laboratory,18802991,"DRUG, QUANT, NOT ELSEWHERE SPECIFIED, S/O",296
Laboratory,1884512,Troponin I (POCT) NSHC,120
Laboratory,1885045,"RETICULOCYTE COUNT, AUTOMATED",66
Laboratory,1887172,PINWORM EXAM,80
Laboratory,1882043,"MICROALBUMIN, URINE, QUANT",108
Laboratory,18839351,"OSMOLALITY, URINE S/O",217
Laboratory,18852451,"CLOTTING FACTOR VIII, VW FACTOR, RISTOCETIN COFACTOR, S/O",342
Laboratory,18801561,Carbamazepine Total NSHC,245
Laboratory,18856521,Sed Rate by Modified Westergren,75
Laboratory,1887804,INFLUENZA IA W DO NSHC,146
Laboratory,18875561,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), MYCOBACTERIA TUBERCULOSIS, AMP PROBE, S/O",457
Laboratory,1884520,"UREA NITROGEN (BUN), QUANT",75
Laboratory,18830101,"HAPTOGLOBIN, QUANT, S/O",141
Laboratory,1882952,"GLUCOSE TOLERANCE, EA ADDL SPEC BEYOND 3 SPEC",84
Laboratory,18866951,"AB, HERPES SIMPLEX, TYPE 1, S/O",98
Laboratory,18883141,"Special Histochem Stain, FRZN, NSHC",151
Laboratory,18814201,Fetal Chrmoml Aneuploidy,3287
Laboratory,18869001,"BLOOD TYPING ABO, S/O",78
Laboratory,1828318,"CARCINOEMBRYONIC ANTIGEN (CEA), S/O",212
Laboratory,1850502,HEMOGLOBIN ELECTROPHORESIS S/O,223
Laboratory,1889190,NASAL SMEAR FOR EOSINOPHILS,180
Laboratory,18844660,Transferrin,154
Laboratory,1885610,iPT INR (POCT) NSHC,128
Laboratory,188303633,Hemoglobin A1c,172
Laboratory,1860378,Direct Antiglobulin Test NSHC,130
Laboratory,1882270,Occult blood feces,86
Laboratory,18863001,"IMMUNOASSAY FOR TUMOR AG, CA 15-3 (27.29), S/O",154
Laboratory,1884560,"URIC ACID, OTHER SOURCE",120
Laboratory,18842071,"PYRIDOXAL PHOSPHATE (VITAMIN B-6), S/O",200
Laboratory,18843021,"SODIUM, OTHER SOURCE, S/O",71
Laboratory,18824651,CHOLESTEROL S/O,95
Laboratory,18840801,"ALKALINE PHOSPHATASE ISOENZYMES, S/O",142
Laboratory,18801831,DRUG SCRN QUANT OXCARBAZEPIN S/O,179
Laboratory,18812701,JAK2 GENE S/O,964
Laboratory,1882800,"GASES, BLOOD, PH ONLY",212
Laboratory,18821051,AFP Hepatitis S/O,167
Laboratory,18877982,INF AGT DETECT BY DNA OR RNA AMP PROBE NSHC,166
Laboratory,1850338,"CBC AUTO W PLATELET, WITHOUT DIFF",145
Laboratory,1886709,"HEPATITIS A (HAAb), IGM ANTIBODY",100
Laboratory,1856517,"SEDIMENTATION RATE, RBC, AUTO",75
Laboratory,18803731,Tramadol,185
Laboratory,1881050,VOLUME MEASUREMENT FOR TIMED COLLEC,30
Laboratory,18827101,"FATS/LIPIDS FECES QUANT,  S/O",175
Laboratory,1887653,Intrapartum GBS,170
Laboratory,1884134,PREALBUMIN,181
Laboratory,1824663,LIPID PANEL,184
Laboratory,18866181,"AB, BORRELIA BURGDORFERI (LYME DISEASE) SCREEN, S/O",322
Laboratory,1887529,"HERPES SIMPLEX VIRUS, AMP PROBE, NSHC 2HSV1",739
Laboratory,1836907,LIPASE,119
Laboratory,1820406,"ALBUMIN, SERUM, PLASMA OR WHOLE BLOOD",126
Laboratory,18823063,Vitamin D 25 Hydroxy Total Immunoassay NSHC,242
Laboratory,18801981,"THEOPHYLLINE, QUANT, S/O",219
Laboratory,1887425,"INF AGT AG DETECTION BY EIA, ROTAVIRUS, S/O",221
Laboratory,1872050,"SMEAR, PRMARY SOURCE W INTERP, GRAM OR GIEMSA FOR BACTERIA, FUNGI OR CELL TYPES",87
Laboratory,18825071,"CITRATE, S/O",208
Laboratory,18803721,"Anabolic steroids, 1 or 2",176
Laboratory,18803661,Pregabalin,185
Laboratory,18862001,"CYCLIC CITRULINATED PEPTIDE (CCP) AB, S/O",203
Laboratory,18857302,"PARTIAL THROMBOPLASTIN TIME (PTT), S/O",167
Laboratory,1883013,Urea Breath Test(UBIT),458
Laboratory,1886701,HIV REFERENCE - STATE NSHC,64
Laboratory,1882607,VITAMIN B12,140
Laboratory,1882150,"AMYLASE, S/O",171
Laboratory,1899003,NON DOT URINE DRUG SCREEN COLL NSHC,59
Laboratory,18862913,HEPATITIS B SURFACE ANTIBODY (HBsAb),176
Laboratory,18802993,"METHOTREXATE, S/O",296
Laboratory,1884075,ALKALINE PHOSPHATASE,124
Laboratory,1886920,Compatibility Test Spin NSHC,233
Laboratory,18874961,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), CMV, AMP PROBE, S/O",247
Laboratory,18863081,"HETEROPHILE ANTIBODY SCREEN, S/O",97
Laboratory,1884165,"PROTEIN, ELECTROPHORETIC FRACTIONATION AND QUANTITATION, SERUM, S/O",128
Laboratory,18800611,"LIPID PANEL, S/O",184
Laboratory,18867011,"AB, HIV-1, S/O",64
Laboratory,1881015,Urine Microscopic MNL NSHC,24
Laboratory,18812061,BCR/ABL1 GENE MAJOR BP S/O,929
Laboratory,1856103,PT (POCT) NSHC,95
Laboratory,18861611,"COMPLEMENT, FUNCTIONAL ACTIVITY, S/O",183
Laboratory,18810029,Urinalysis nonauto w/o scope,87
Laboratory,18844451,"THYROID STIM IMMUNOGLOBULINS (TSI), S/O",470
Laboratory,18812561,HFE GENE S/O,581
Laboratory,18875911,"INF AGT DETECTION BY NUCLEIC ACID (DNA OR RNA), NEISSERIA GONORRHOEAE, AMP PROBE, S/O",206
Laboratory,18865921,"SYPHILIS TEST, NON-TREPONEMAL AB, QUAL (EG VDRL, RPR, ART), S/O",87
Laboratory,18841451,"PROCALCITONIN (PCT), S/O",126
Laboratory,1839315,"OSMOLALITY, URINE",217
Laboratory,1882652,"VITAMIN D-1 25 DIHYDROXY, S/O",517
Laboratory,1886663,"EPSTEIN-BARR (EB) VIRUS, EARLY ANTIGEN (EA)",60
Laboratory,1829621,GLUCOSE TOLERANCE (GTT) 1ST 3 SPEC,141
Laboratory,18866711,"AB, FUNGUS, NES, S/O",204
Laboratory,1810050,"URINALYSIS, AUTOMATED, WITHOUT MICROSCOPY",90
Medical Staff,PF11602,"Excise malignant lesion,trunk,arm,leg; 1.1 to 2.0 cm",604
Medical Staff,PF46600,"Anoscopy; diagnostic, with or without collection of specimen(s) by brushing or washing",456
Medical Staff,PF99455,Work Related or Medical Disability Insurance Evaluation by Treating Provider,197
Medical Staff,PF99203,NSHC Office Visit Level 3 New Profee,360
Medical Staff,PF43752,Nasogastric/Orogastric Tube Insertion,116
Medical Staff,PF56501,Condyloma Treatment,397
Medical Staff,PF99217,OBS CARE DISCH MGMT,433
Medical Staff,PF92504,Binocular microscopy,116
Medical Staff,PF25560,Closed treatment of radial and ulnar shaft fractures; without manipuation,717
Medical Staff,PF99151,"Moderate sedation services by physician/QHP with observer; initial 15 min, pt < 5 years of age",109
Medical Staff,PF17110,Destruction of benign lesions other than skin tags or cutaneous vascular prolif lesions;up to 14,331
Medical Staff,PFG0439,PPPS subseq visit,410
Medical Staff,PF11402,"Excision benign lesion,trunk,arm,leg; 1.1 to 2.0 cm",396
Medical Staff,PF43239,"Esophagogastroduodenoscopy, flexible, transoral; with bx, single or multiple",3105
Medical Staff,PF29345,Application of long leg cast (thigh to toes),355
Medical Staff,PF99349,Home Visit Level 3 Established,767
Medical Staff,PF99254,Inpatient Consultation Level 4,336
Medical Staff,PF99387,Initial Comprehensive Preventive Medicine 65+ years New,778
Medical Staff,PF31505,Laryngoscopy diagnostic indirect,177
Medical Staff,PF99444,Online E/M Established Patient (electronic communication),64
Medical Staff,PF99211,Telemedicine Office Visit Level 1 Estab,232
Medical Staff,PF11403,"Excise benign lesion,trunk,arm,leg; 2.1 to 3.0 cm",575
Medical Staff,PF97811,"Acupuncture, 1+ needles w/o electrical stimulation, each add 15min of personal one-on-one w/pt, w/re",86
Medical Staff,PF57500,Biopsy Cervix One/Multi or local excision w/wo fulguration,1710
Medical Staff,PF45385,"Colonoscopy, flexible, proximal to splenic flexure; w removal of tumor/polyp/lesion(s) by snare",1545
Medical Staff,PF58300,IUD Insert,755
Medical Staff,PF29075,"Application, cast; elbow to finger (short arm)",877
Medical Staff,PF11760,REPAIR OF NAIL BED 11760,569
Medical Staff,PF99343,Home Visit Level 3 New,264
Medical Staff,PF27810,Closed treatment of bimalleolar ankle fracture; without manipulation,1643
Medical Staff,PF10060,Incision and drainage of abscess; simple or single,581
Medical Staff,PF45390,"Colonoscopy, flexible; w/ endoscopic mucosal resection",1529
Medical Staff,PF12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or l",597
Medical Staff,PF31500,INSERT EMERGENCY AIRWAY 31500,679
Medical Staff,PF64420,INJ ANESTH; INTERCOSTAL NERVE SGL 64420,390
Medical Staff,PF57421,"Colposcopy of the entire vagina, with cervix if present; with biopsy(s) of vagina/cervix",1710
Medical Staff,PF99355,Prolonged Physician Service Outpatient with Direct Patient Contact  Each Addl 30 Minutes,128
Medical Staff,PF26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",1188
Medical Staff,PF11420,"Excise benign lesion,scalp,neck,hand,feet,genitalia; 0.5 cm or less",299
Medical Staff,PF99310,Nursing Facility Level 4 Established,806
Medical Staff,PF99345,Home Visit Level 5 New,432
Medical Staff,PF99462,Subsequent Hosp Care Normal Newborn Per Day,303
Medical Staff,PF98926,Osteopathic manipulative treatment (OMT); 3-4 body regions involved.,166
Medical Staff,PF20600,"Arthrocentesis, aspiration and/or injection; small joint or bursa (eg, fingers, toes)",936
Medical Staff,PF99374,Care Plan Oversight Svcs Phys Supervision Pt Under Care of Home Health or Equiv 15-29 Min,87
Medical Staff,PF90792,Psychiatric Diagnostic Evaluation with medical services,612
Medical Staff,PF99366,Medical Team Conference Direct 30 min,200
Medical Staff,PF26160,EXC TNDN SHTH LES HND/FING 26160,2294
Medical Staff,PF11982,"Removal, non-biodegradable drug delivery implant",230
Medical Staff,PF99239,Hospital Discharge Day Management More Than 30 min,452
Medical Staff,PF11401,"Excise benign lesion,trunk,arm,leg; 0.6 to 1.0 cm",1558
Medical Staff,PF12036,"Repair, intmd, wnds scalp, axillae, trunk +/or extremities (excl hands + feet);20.1 cm to 30.0 cm",384
Medical Staff,PF99226,Subsequent Observation Care per day,238
Medical Staff,PF99386,Initial Comprehensive Preventive Medicine 40-64 years New,725
Medical Staff,PF11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion",161
