Mnemonic,Name, Std Price 
3010071980,DRUG SCR PANEL-QUEST,$168.00 
3010071981,EXPANDED OPIATES,$50.00 
3010071982,IDP-10 INDUST DRUG PANEL,$35.00 
3010071983,IDP-5,$41.00 
3010071984,IDP ANALYTE CONFIRM FEE,$168.00 
3010071985,IDP-10 OBSERVED,$54.00 
3010071986,IDP WITH OP AND OXY,$52.00 
3010071987,IDP WITH OP AND OXY OBSERV,$62.00 
3010071988,IDP SAP10 WITH NITRATE,$38.00 
3010071989,LAB ONE COLL FEE,$19.00 
3010071990,LAB ONE GTT ADDIT DRAW,$9.00 
3010071991,LAB ONE GTT INITIAL DRAW,$19.00 
3010071992,NIDA OBSERVED,$93.00 
3010071993,CORP HEALTH PANEL,$69.00 
3010071994,"URIC ACID, BODY FLUID",$61.00 
3010071996,FERN TEST,$29.00 
3010071997,COAG AND FIBRINOLYSIS CHG,$226.00 
3010071999,PRENATAL PROFILE CPT,$342.00 
3010072001,DRUG SCREEN COLLECTION FEE,$26.00 
3010072002,HCG QUAL,$279.00 
3010072003,IRON,$68.00 
3010072004,URINALYSIS VOLUME MEASURE,$32.00 
3010072005,BILIRUBIN TOTAL TRANSCUT,$21.00 
3010072006,H PYLORI (C-13) BREATH,$130.00 
3010072007,"ARSENIC,BLOOD",$54.00 
3010072008,"CADMIUM, BLOOD",$66.00 
3010072009,"LEAD,BLOOD",$58.00 
3010072010,"MERCURY,BLOOD",$36.00 
3010072011,ZINC PROTOPORPHYRIN(ZPP),$46.00 
3010072012,"CHROMIUM,BLOOD",$94.00 
3010072014,QUANTITATIVE ASSAY-INFLIXIMAB,$262.00 
3010072015,CHEMILUMINESCENT-INFLIXIMAB,$263.00 
3010073564,QUANTITATIVE HEAVY METALS,$163.00 
3010075308,NMO OPTICA,$715.00 
3010075309,LACTOFERRIN FECAL (QUAL),$102.00 
3010075310,ASSAY OF PORPHOBILINOGEN,$15.00 
3010075333,HLA II TYPING 1 LOC HR,$491.00 
3010075334,DRUG ABUSE PANEL 10-QUEST,$164.00 
3010075335,DRUG ABUSE PANEL 5-QUEST,$130.00 
3010075336,DRUG SCREEN TOXICOLOGY QUEST,$160.00 
3010075338,MECONIUM DRUG SCR 4 QUEST,$60.00 
3010075340,HIV-2 PROBE&REVRSE TRNSCRIPJ,$542.00 
3010075341,"ASSAY OF INSULIN, FREE",$153.00 
3010075342,VOLTAGE GATED CALCIUM AB,$248.00 
3010075343,ASSAY RBC PROTOPORPHYRIN,$20.00 
3010075344,TPMT ACTIVITY,$385.03 
3010075345,ASSAY OF SOMATOSTATIN,$300.00 
3010075346,DEOXYCORTISOL,$281.00 
3010075347,LEFLUMONIDE METABOLITE,$280.00 
3010075348,THIOPURINE METABOLITE -QUEST,$288.00 
3010075349,VORICONAZOLE,$275.00 
3010075350,"VALPORIC ACID, FREE",$60.00 
3010075351,ASSAY OF CHROMIUM,$56.00 
3010075352,IODINE,$50.00 
3010075353,QUANTITATIVE COBALT,$77.00 
3010075354,ASSAY OF SELENIUM,$288.00 
3010075355,ETHOSUXIMIDE-QUEST,$43.00 
3010075356,L/S RATIO-QUEST,$30.00 
3010075357,PHOSPHATIDYLGLY,$30.00 
3010075358,ASSAY OF PLASMA HEMOGLOBIN,$29.00 
3010075359,MUSK ANTIBODY,"$1,594.00 "
3010075360,OXCARBAZEPINE METAB,$354.00 
3010075361,PROCALCITONIN (PCT),$288.00 
3010075362,DRUG ASSAY EVEROLIMUS,$254.00 
3010075363,HEMOGLOBIN-OXYGEN AFFINITY,$66.00 
3010075364,LEGAL BLOOD DRAW,$122.00 
3010075365,ASSAY OF SILICA,$160.00 
3010075367,TARGETED GENOMIC SEG ANALYS,"$2,723.00 "
3010075368,ASSAY OF HISTAMINE,$211.00 
3010075369,"HEAVY METALS,RANDOM URINE",$75.00 
3010075370,IGH (B-CELL) GENE REARRANGE,$481.00 
3010075371,FLT3 GENE ANALYSIS ITD VARIANT,$332.00 
3010075372,FLT3 GENE ANALYSIS TKD VARIANT,$332.00 
3010075373,FISH DNA PROBE,$144.00 
3010075374,"FISH, NEONATAL ZB3BX",$206.00 
3010075375,IVGH (B-CELL) MUTATION ANA,$661.00 
3010075376,IMMUNOFLUORESCENT STDY EA AB,$138.00 
3010075377,ELECTRON MICROSCOPY DIAG,$994.00 
3010075378,SPECIAL STAIN GRP III,$284.00 
3010075379,METHEMOGLOBIN,$149.00 
3010075380,AMINO ACIDS,$212.00 
3010075381,SYNTHETIC CANNABINOIDS BLD,$179.00 
3010075382,SYNTHETIC CANNACINOIDS PNL UR,$179.00 
3010075383,SYNTHETIC CANNABINOIDS UR,$179.00 
3010075384,TSH AUTO ANTIBODY,$181.00 
3010075385,14-3-3 PROTEIN,$187.00 
3010075387,DRUG ABUSE PANEL 6-QUEST,$195.00 
3010075388,HEROIN METABOLITES,$143.00 
3010075389,OPIATES 1 OR MORE,$150.00 
3010075390,OXYCODONE,$110.00 
3010075391,DRUG ABUSE PANEL 9,$226.00 
3010075392,METHAQUALONE,$257.00 
3010075393,IDP W/ MRO,$57.00 
3010075395,PROBNP,$193.50 
3010075396,7D CHOLESTROL,$262.50 
3010075397,DRUG SCREEN BREAST MILK,$90.00 
3010075398,CORTISOL FREE SERUM,$174.00 
3010075399,DRUG ABUSE SCRN 7 BLOOD,$77.00 
3010075400,KIT D816 MUTATION,$655.00 
3010075401,BETA D GLUCAN,$424.00 
3010075402,17-HYDROXYPREGNENOLONE,$170.00 
3010075403,DEOXYCORTICOSTERONE,$345.00 
3010075404,"Synthetic Stimulants, Quant UR",$168.00 
3010075405,Synthetic Stimulants Qual SRM,$184.00 
3010075406,IDP EXPANDED,$134.00 
3010075407,ASSAY OF APOLIPOPROTEIN,$72.00 
3010075408,ASSAY OF PREGNENOLONE,$140.00 
3010075409,LACOSAMIDE,$190.00 
3010075410,CORTICOSTERONE,$221.00 
3010075411,BILE ACIDS,$215.00 
3010075412,ASSAY OF OSTEOCALCIN,$180.00 
3010075413,DRUG SCREEN QUANT ZONISAMIDE,$106.00 
3010075414,CLONAZEPAM,$418.00 
3010075415,SULFONYLUREA HYPOGLYCEMIA PNL,$357.00 
3010075416,DRUG SCREENING BUPRENORPHINE,$108.00 
3010075417,OPIOIDS & OPIATE ANALOGS 3/4,$120.00 
3010075418,DRUG SCREENING FENTANYL,$146.00 
3010075419,DRUG SCREENING METHADONE,$101.00 
3010075420,DRUG SCREENING PROPOXYPHENE,$85.00 
3010075421,DRUG SCREENING TAPENTADOL,$85.00 
3010075422,DRUG SCREENING TRAMADOL,$139.00 
3010075423,BENZODIAZEPINES1-12,$107.00 
3010075424,SKEL MUSC RELAXANT 3 OR MORE,$120.00 
3010075425,GABAPENTIN NON-BLOOD,$97.00 
3010075426,DRUG SCREENING PREGABALIN,$96.00 
3010075427,DRUG SCREENING COCAINE,$106.00 
3010075428,METHYLENEDIOXYAMPHETAMINES,$92.00 
3010075429,AMPHETAMINES 3OR 4,$120.00 
3010075430,ASSAY FOR PHENCYCLIDINE,$114.00 
3010075431,CANNABINOIDS NATURAL,$115.00 
3010075432,ANTIDEPRESSANT TRICYCLIC 3-5,$120.00 
3010075433,ANTIDEPRESSANT NOT SPECIFIED,$120.00 
3010075434,ANTIDEPRESSANTS CLASS 3-5,$120.00 
3010075435,METHYLPHENIDATE,$120.00 
3010075436,KETAMINE AND NORKETAMINE,$120.00 
3010075437,COMPREHENSIVE PAIN/WOUND SCRN,"$2,013.00 "
3010075438,DRUG SCREEN AMPHETAMINES 1/2,$52.00 
3010075439,SKELETAL MUSCLE RELAXANT 1/2,$47.00 
3010076768,GLUCOSE BY ISTAT,$46.00 
3010076769,CREATININE UR SENDOUT,$46.00 
3010076770,BILIRUBIN TOTAL-Sendout,$46.00 
3010076771,ASSAY BLD/SERUM CHOLESTEROL-SO,$41.00 
3010076772,ASSAY GLUCOSE BLOOD QUANT-SO,$36.00 
3010076773,ASSAY OF GGT-SENDOUT,$51.00 
3010076774,ASSAY OF HAPTOGLOBIN QUANT-SO,$92.00 
3010076775,ASSAY NEPHELOMETRY NOT SPEC-SO,$87.00 
3010076776,TRANSFERASE (AST) (SGOT)-SO,$46.00 
3010076777,ALANINE AMINO (ALT) (SGPT)-SO,$46.00 
3010076778,ASSAY OF TRIGLYCERIDES,$51.00 
3010076779,IDP RETEST,$174.00 
3010076780,DRUG TEST PRSMV INSTRMNT,$90.00 
3010076781,MITOTANE,$154.00 
3010076782,BLOOD GAS 02 SAT ONLY,$61.00 
3010076783,FREE PROGESTERONE,$337.50 
3010076784,H PYLORI BREATH COLLECTION FEE,$80.00 
3010076785,BLOOD GAS (POC),$46.00 
3010076786,IONIZED CALCIUM (POC),$41.00 
3010076788,"CORTISOL,SALIVA",$140.00 
3010076789,ASSAY LIPOPROTEIN PLA2,$100.00 
3010076791,"AMYLASE, RANDOM URINE",$18.00 
3010076792,CAFFEINE,$30.00 
3010076793,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076794,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076795,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076796,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076797,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076798,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076799,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076800,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076801,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076802,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076803,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076804,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076805,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076806,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076807,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076808,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076809,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076810,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076811,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076812,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076813,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076814,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076815,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076816,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076817,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076818,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076819,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076820,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076821,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076822,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076823,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076824,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076825,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076826,"DRUG TEST, GENERAL TOXICOLOGY",$5.00 
3010076827,GLYCOMARK,$38.00 
3010076829,"ESTRONE,LC/MS/MS",$100.00 
3010076830,KRAS GENE ADDL VARIANTS,$300.00 
3010076831,FENTANYL SCREEN W COC,$55.00 
3010076832,ALPHA SUBUNIT,$100.00 
3010076833,IBD SGI 1,$38.00 
3010076834,IBD SGI 2,$30.00 
3010076835,IBD SGI 6 ZB25M,$43.00 
3010076836,CROHNS PROGNOSTIC 1,$38.00 
3010076837,CROHNS PROGNOSTIC 4 ZB25L,$366.00 
3010076838,CELIAC GENETICS ZB25K,$385.00 
3010076839,HLA TYPING CELIAC DISEASE 1,$78.00 
3010076840,T-CELL CLONALITY 1,$375.00 
3010076841,T-CELL CLONALITY 2,$375.00 
3010076842,T-CELL CLONALITY 3 ZBOUO,$375.00 
3010076843,TPMT GENETICS ZB23L,$445.00 
3010076844,QUAD SCREEN AFP,$25.00 
3010076845,SMA CARRIER SCREEN ZB082,$730.00 
3010086741,T-CELL CLONALITY 2,"$1,500.00 "
3010086742,"FISH, MYEOMA 1 ZB2ML",$206.00 
3010086743,"FISH, MYELOMA 2",$579.00 
3010086744,MRO REVIEW,$35.00 
3010086745,SMA SPINAL MU-INTEGRATED-ZBOHK,$856.00 
3010086746,EGFR - GENOPTIX - ZBZ25,$630.00 
3010086747,KRAS - GENOPTIX - ZBT98,$144.00 
3010086748,JAK2 - GENOPTIX - ZBZY1,$550.00 
3010086749,VKIT HARDY-GENOPTIX-ZB2P2,$420.00 
3010086750,OBSERVATION CHARGE,$15.00 
3010086753,ASSAY OF BIOTINIDASE,$153.00 
3010086754,"PROTEIN, TOTAL URN SENDOUT",$45.00 
3010086755,"DRUG SCR COC, VENI",$27.00 
3010086756,VITAMIN B7,$130.00 
3010086757,ANTI-MULLERIAN HORMONE,$55.00 
3010086758,"Vitamin B2 (Riboflavin), Plasm",$72.00 
3020072805,HLA I TYPING 1 ANTIGEN LR,$319.00 
3020072807,IMMUNOASSAY NONANTIBODY,$74.00 
3020072810,MITOCHONDRIAL AB,$111.00 
3020072811,IMMUNOASSAY QUANT NOS NONAB,$188.00 
3020072812,"RHEUMATOID FACTOR, IGM",$53.00 
3020072815,ALLERGEN SPECIFIC IGG,$31.00 
3020072817,ALLERGEN SPECIFIC IGE,$19.00 
3020072820,PLATELET ABS,$176.00 
3020072822,SEROTONIN RELEASE ASSAY,$600.00 
3020072824,ANA QUAL SCREEN,$101.00 
3020072825,CENTROMERE AB,$129.00 
3020072827,ANTISTREPTOLYSIN O TITER,$99.00 
3020072831,C-REACTIVE PROTEIN QUANTITATIV,$114.00 
3020072835,C-REACTIVE PROTEIN HS,$136.00 
3020072839,CARDIOLIPIN AB CHG,$104.00 
3020072842,COLD AGGLUTININ,$67.00 
3020072844,"COMPLEMENT, ANTIGEN, EA COMP",$119.00 
3020072846,COMPLEMENT ANTIGEN C4,$119.00 
3020072849,COMPLEMENT C1Q,$290.00 
3020072852,COMPLEMENT C2,$327.00 
3020072854,C1 ESTERASE INHIBITOR,$122.00 
3020072855,COMPLEMENT TOTAL CH50,$185.00 
3020072857,DNASE B AB,$48.00 
3020072858,DS DNA AB,$101.00 
3020072860,NUCLEAR ANTIGEN AB-SEND OUT,$93.00 
3020072871,NUCLEAR ANTIGEN ANTIBODY,$115.00 
3020072872,SKELETAL MUSCLE ABS,$67.00 
3020072875,FLUORESCENT ANTIBODY SCREEN,$102.00 
3020072877,ENDOMYSIAL ABS,$82.00 
3020072878,SMOOTH MUSCLE ABS,$129.50 
3020072887,CA 15-3,$131.00 
3020072890,CA 27-29,$175.00 
3020072891,IMMUNOASSAY TUMOR CA 19-9,$184.00 
3020072894,CA 125,$83.00 
3020072899,HETEROPHILE ANTIBODY SCREEN,$105.00 
3020072909,TEICHOIC ACID ABS,$116.00 
3020072911,IMMUNOFIX E-PHORESIS SERUM,$85.00 
3020072914,IMMUNFIX E-PHORSIS/URINE/CSF,$115.00 
3020072915,INSULIN ANTIBODIES,$284.00 
3020072916,INTRINSIC FACTOR ABS,$114.00 
3020072917,ISLET CELL AB,$108.00 
3020072918,B CELLS TOTAL COUNT CHG,$72.00 
3020072919,NATURAL KILLER CELLS CNT CHG,$72.00 
3020072920,T CELLS TOTAL CHG,$127.00 
3020072921,T CELLS CD4/CD8 COUNT CHG,$93.00 
3020072922,T CELLS CD4 8 RATIO,$336.00 
3020072924,LIVER-KIDNEY MICRO AB,$136.00 
3020072926,THYROID PEROXIDASE ABS,$137.00 
3020072929,INFECTIOUS AGENT AG CHG,$83.00 
3020072931,CRYPTOCOCCUS ABS,$133.00 
3020072932,STEPTOCOCCUS PNEUMONIA AG,$85.00 
3020072934,"RHEUMATOID FACTOR, QUANT",$67.00 
3020072935,QUANTIFERON-TB GOLD,$206.00 
3020072940,"VDRL, CSF",$55.00 
3020072941,RPR,$72.00 
3020072942,RPR CHARGE ONLY,$36.00 
3020072948,ASPERGILLUS AB EA,$74.00 
3020072951,ANTIBODY BACTERIUM CHG,$48.00 
3020072952,BARTONELLA AB CHG,$93.00 
3020072954,BLASTOMYCES ANTIBODY,$180.00 
3020072958,BORDETELLA ANTIBODY,$85.00 
3020072960,LYME DISEASE ABS(WESTERN BLOT),$170.00 
3020072966,BRUCELLA AB CHG,$64.00 
3020072967,CANDIDA ABS,$90.00 
3020072969,CHLAMYDIA ANTIBODY,$105.00 
3020072971,CHLAMYDIA IGM CHG,$78.00 
3020072972,CHLAMYDIA IGM ANTIBODY,$105.00 
3020072976,COCCIODIODES ABS,$113.00 
3020072977,COXIELLA BRUNETII AB CHG,$75.00 
3020072978,CMV BLOOD UNIT TESTING,$121.00 
3020072979,"CMV AGS, IGG",$166.00 
3020072980,"CMV AGS, IGM",$127.00 
3020072981,DIPHTHERIA ANTIBODY,$114.00 
3020072984,"ENCEPHALITIS, CA AB CHG",$80.00 
3020072985,ENCEPHALTIS EAST EQNE ANBDY,$95.00 
3020072986,ENCEPHALITIS ST LOUIS AB CH,$90.00 
3020072987,ENCEPHALTIS WEST EQNE ANTBDY,$90.00 
3020072988,EB EARLY ANTIGEN CHG,$102.00 
3020072989,EPSTEIN-BARR NUCLEAR ANTIGEN,$112.00 
3020072991,ENTEROVIRUS CHG,$64.00 
3020072992,EHRLICHIA AB CHG,$64.00 
3020072993,EPSTEIN BARR VIRUS (VCA),$101.00 
3020072998,H PYLORI ABS,$149.00 
3020073004,STRONGYLOIDES IGG AB,$213.00 
3020073005,HEPATITIS D AB,$204.00 
3020073007,HERPES SIMPLEX NON-SPEC CHG,$90.00 
3020073008,HERPES SIMPLEX I CHG IGG,$102.00 
3020073009,HERPES SIMPLEX TYPE 2 IGG,$65.00 
3020073010,HISTOPLASMA ANTIBODY,$93.00 
3020073013,HIV 1,$187.00 
3020073016,HIV 2,$95.00 
3020073017,HIV 1/2,$136.00 
3020073018,HEP B CORE ANTIBODY TOTAL,$102.00 
3020073021,"HEPATITIS B CORE AB,IGM",$114.00 
3020073026,HEPATITIS BE AB,$93.00 
3020073029,HEPATITIS A AB TOTAL,$112.00 
3020073031,HEPATITIS IGM AB,$112.00 
3020073032,INFLUENZA CHG,$65.00 
3020073033,LEGIONELLA ABS,$32.00 
3020073034,LEPTOSPIRAL ABS,$143.00 
3020073036,MUMP IGG ABS,$81.00 
3020073038,MYCOPLASMA ANTIBODY IGM,$124.00 
3020073041,MYCOPLASMA AB IGG QL,$129.00 
3020073042,PARVOVIRUS ANTIBODY,$112.00 
3020073046,RICKETTSIA CHG,$69.00 
3020073048,RUBELLA ANTIBODY,$143.00 
3020073051,RUBELLA IMMUNITY SCREEN,$143.00 
3020073052,RUBEOLA ANTIBODY,$83.00 
3020073055,TETANUS ABS,$304.00 
3020073060,TOXOPLASMA IGG ABS,$94.00 
3020073063,TOXOPLASMA IGM ABS,$52.00 
3020073065,FTA ABS,$143.00 
3020073067,VARICELLA-ZOSTER ANTIBODY,$185.00 
3020073070,WEST NILE IGM,$129.00 
3020073072,WEST NILE IGG,$129.00 
3020073073,HTLV I/II,$92.00 
3020073076,THYROGLOBULIN ANTIBODY,$119.00 
3020073079,HEPATITIS C AB TEST,$187.00 
3020073090,RBC ANTIBODY SCREEN,$119.00 
3020073094,ELUTION,$102.00 
3020073095,RBC ANTIBODY IDENTIFICATION,$198.00 
3020073099,"DIRECT COOMBS, IGG",$100.00 
3020073102,"AHG, INDIRECT, QUAL, EA CELL",$28.00 
3020073104,ANTIBODY TITER,$77.00 
3020073107,BLOOD TYPING ABO,$116.00 
3020073108,BLOOD TYPING RH (D),$92.00 
3020073111,"ANTIGEN TYPING, UNIT X1",$156.00 
3020073113,BLOOD TYPING PATIENT SERUM,$156.00 
3020073114,BLOOD TYPING RBC ANTIGENS,$120.00 
3020073116,DIRECTED DONOR PROC FEE,$171.00 
3020073117,CROSSMATCH IMMEDIATE SPIN,$143.00 
3020073118,CROSSMATCH INCUBATION TECH,$104.00 
3020073119,"CROSSMATCH, AHG",$169.00 
3020073120,COMPATIBILITY TEST ELECTRIC,$139.00 
3020073121,FFP THAW EA UNIT,$52.00 
3020073122,PREWARM SCREEN/XM CHG,$48.00 
3020073123,SUGAR WATER TEST,$55.00 
3020073124,IRRADIATED PRODUCTS,$120.00 
3020073125,POOLING OF BLD PRODUCTS,$170.00 
3020073127,WARM/COLD AUTOABSORPTION,$111.00 
3020073128,BLOOD SPLIT UNIT,$111.00 
3020073129,WASHED RBC PROCESSING,$129.00 
3020073130,MACROSCOPIC EXAM ARTHROPOD,$250.00 
3020073133,HISTOPLASMA AG,$234.00 
3020073134,ROTAVIRUS AG SCREEN,$115.00 
3020073135,RAPID STREP SCREEN CHG,$87.00 
3020073138,"INFECT AGENT ANTIGEN BY EIA,EO",$56.00 
3020073139,HEPATITIS B DNA QUANT,$160.00 
3020073140,JC VIRUS DNA BY PCR,$448.00 
3020073141,AGENT NOS ASSAY W/OPTIC,$78.00 
3020073192,PATERNITY COLLECTION,$53.00 
3020073196,ARC INCUBATED SERUM W/CHEM,$261.00 
3020073197,ARC SERUM DILN EA ALIQ CHG,$261.00 
3020073198,ARC INC W/INHIBITOR EA ALIQ,$261.00 
3020073199,ARC HEMOLYSINS AUTO EA CHG,$261.00 
3020073200,RHEUMATOID FACTOR QUAL,$215.00 
3020073201,RPR TITER,$72.00 
3020073202,ANA TITER,$21.00 
3020073203,ABO 2nd TYPE,$29.00 
3020073204,RH 2nd TYPE,$27.00 
3020073205,LYME DISEASE ABS,$36.00 
3020073206,NEUTRALIZATION TEST POLIO,$76.00 
3020073207,NEUTRALIZATION TEST RABIES,$171.00 
3020073208,SALMONELLA ANTIBODY,$64.00 
3020073209,TOXOCARA ANTIBOBY,$96.00 
3020073210,BETA 2 TRANSFERRIAN,$615.00 
3020073211,HEP E IGM,$171.00 
3020073212,ALLERGEN SPECIFIC-L2,$114.00 
3020073213,PROTOZOA ANTIBODY NOS,$143.00 
3020073214,ANTI-PHOSPHOLIPID ANTIBODY,$43.00 
3020073215,COMPLEMENT C5,$179.00 
3020073216,ANTI-ADRENAL AB SCREEN,$204.00 
3020073217,LEOKOCYTE ANTIBODIES-QUEST,$228.00 
3020073218,HLA TYPING A B OR C,$228.00 
3020073219,DNA ANTIBODY SINGLE STRAND,$186.00 
3020073220,FUNGUS NES ANTIBODY,$228.00 
3020073221,IMMUNODIFFUSION OUCHTERLONY,$108.00 
3020073222,NORCARDIA ANTIBODY,$250.00 
3020073223,ADENOVIRUS ANTIBODY,$54.00 
3020073597,HLA CLASS I&II ANTIBODY QUAL,$650.00 
3020073936,SACCHAROMYCES CEREVISIAE,$109.00 
3020073937,CRYTOCOCCAL AG TITER,$101.00 
3020073938,HSV 1 IGM,$45.00 
3020073939,HSV 2 IGM,$45.00 
3020073940,CU INDEX,$287.00 
3020073942,HEPATITIS E IGG,$200.00 
3020073943,REFLEX-RPR TITER,$64.00 
3020073944,ECHINOCOCCUS,$377.00 
3020073945,RFLX HIV 1,$105.00 
3020073946,RFLX HIV 2,$105.00 
3020073947,RFLX RPR monitor w refl titer,$7.00 
3020073948,RFLX HSV 2 IGM Titer,$110.00 
3020073949,RFLX HSV 1 IGM Titer,$186.00 
3020073950,RFLX B Henselae IGM titer,$50.00 
3020073951,RFLX B henselae IGG Titer,$56.00 
3020073952,RFLX Mitochondrial AB titer,$36.00 
3020073953,RFLX C-ANCA TITER,$265.00 
3020073954,P-ANCA TITER,$86.00 
3020073955,ANTI NMDA,$858.00 
3020073956,ARC AHG CROSSMATCH,$231.00 
3020073957,HONEY BEE IGE,$12.00 
3020073958,PAPER WASP IGE,$12.00 
3020073959,AMOXICILLIN IGE,$11.00 
3020074000,PENICIILLOYL G AND V PROFILE,$40.00 
3020074001,HLA CLASS I PHENOTYPE QUAL,$409.00 
3020074002,HLA CLASS II PHENOTYPE QUAL,$365.00 
3020074003,VARICELLA-ZOSTER ANTIBODY,$31.00 
3020074004,IADNA-DNA/RNA PROBE TQ 12-25,$336.00 
3020074005,EPSTEIN-BARR CAPSID VCA-EBVIGA,$190.00 
3020074006,SHIGA TOX EIA W/ RFL E COLI,$106.00 
3020074013,CAT DANDER IGE,$12.00 
3020074014,DOG DANDER IGE,$12.00 
3020074015,DERMATOPHAGOIDES PTERONYS IGE,$12.00 
3020074016,DERMATOPHAGOIDES FARINAE IGE,$11.00 
3020074017,ANACHOICE 18599,$8.50 
3020074018,"GALACTOSE-ALPHA 1,3 GALACT",$122.00 
3020074019,IBD SGI 3,$45.00 
3020074020,MI-2 AUTOANTIBODIES SLI-Z3241,$196.00 
3020074021,BORDETELLA PERTUSSIS DISE,$226.00 
3020074022,C3 NEPHRITIC FACTOR,$106.00 
3020074023,LEGIONELLA PNEUM AB IGG,$210.00 
3050073809,RBC MORPHOLOGY,$60.00 
3050073810,"HEMATOCRIT, POC",$34.00 
3050073811,THROMBOPLASTIN TIME PART,$91.00 
3050073812,HEMATOCRIT,$55.00 
3050073813,"HEMATOCRIT, SPUN",$29.00 
3050073815,HEMOGLOBIN,$48.00 
3050073820,CBC WITH DIFF,$119.00 
3050073824,CBC WITHOUT DIFF,$109.00 
3050073829,MANUAL RETICULOCYTE CT,$65.00 
3050073833,RETICULOCYTE COUNT,$63.00 
3050073836,BONE MARROW INTERPRET,$212.00 
3050073842,PLATELET COUNT,$63.00 
3050073845,FACTOR V,$251.00 
3050073846,FACTOR VII,$218.00 
3050073847,CLOT FACTOR VIII AHG 1 STAGE,$185.00 
3050073850,RISTOCETIN COFACTOR,$233.00 
3050073851,VON WILLEBRAND AG,$233.00 
3050073852,CLOT FACTOR VIII MULTIMETRIC,$297.00 
3050073854,FACTOR IX,$132.00 
3050073855,FACTOR X,$171.00 
3050073856,FACTOR XI,$195.00 
3050073857,CLOT FACTOR XII HAGEMAN,$132.00 
3050073859,FACTOR XIII,$244.00 
3050073860,ANTITHROMBIN III ANTIGEN,$299.00 
3050073863,PROTEIN C ACTIVITY,$251.00 
3050073864,CLOT INHIBIT PROT S TOTAL,$67.00 
3050073868,PROTEIN S ACTIVITY,$239.00 
3050073870,ASSAY ACTIVATED PROTEIN C,$320.00 
3050073871,FACTOR 8 INHIBITOR,$228.00 
3050073873,ACT,$49.00 
3050073874,D-DIMER,$180.00 
3050073875,FIBRINOGEN ACTIVITY,$165.00 
3050073879,FETAL CELL STAIN,$150.00 
3050073880,FETAL CELL SCREEN,$175.00 
3050073881,HEPARIN ASSAY,$293.00 
3050073882,LEUK.ALK.PHOS.(LAP)SMEAR,$103.00 
3050073883,LYSOZYME,$102.00 
3050073885,OSMOTIC FRAGILITY,$215.00 
3050073886,PLATELET AGGREGATION CHG,$119.00 
3050073889,PLT AGGREGATE COLL/EPI,$119.00 
3050073890,DRVVT REFLEXT FROM LUPUS,$64.00 
3050073891,REFLEX LUPUS HEXAGONAL CHG,$72.00 
3050073893,PROTHROMBIN TIME,$84.00 
3050073896,"PT SUBSTITUTION, EA",$48.00 
3050073897,DRVVT INCUB(REFLEX LUPUS TEST,$38.00 
3050073898,DRVVT REFLEX,$72.00 
3050073902,SEDIMENTATION RATE,$121.00 
3050073903,SED RATE AUTO,$143.00 
3050073904,RBC SICKLE CELL TEST,$85.00 
3050073907,SICKLE CELL SCREEN EA UNIT,$90.00 
3050073908,THROMBIN TIME,$67.00 
3050073909,PTT CHG,$58.00 
3050073910,PTT ON HEPARIN,$94.00 
3050073911,PTT,$102.00 
3050073912,PTT SUBSTITUTION,$65.00 
3050073915,VISCOSITY,$92.00 
3050073916,AGGLUTININS FEBRILE ANTIGEN,$111.00 
