HSP,CHARGE CODE,BILLING DESCRIPTION,HOSPITAL CHARGE,,,,,,,,,,,,,,,,,,,
LAK,0046102497,TIB/PER ST/ATHE,"$33,185.54",,,,,,,,,,,,,,,,,,,
LAK,0046102513,TIBPER STATHADD,"$25,582.27",,,,,,,,,,,,,,,,,,,
LAK,0046102695,PLC VASC CLSURE,"$1,017.78",,,,,,,,,,,,,,,,,,,
LAK,0046103198,INS/RPL SQ DFIB,"$85,546.91",,,,,,,,,,,,,,,,,,,
LAK,0046105003,VALVPLSTY AORTC,"$29,662.85",,,,,,,,,,,,,,,,,,,
LAK,0046106001,EP CARD MAPPING,"$12,368.08",,,,,,,,,,,,,,,,,,,
LAK,0046106100,EVAL/LAC CMP EP,"$11,238.17",,,,,,,,,,,,,,,,,,,
LAK,0046106159,COMP W/O INDUC,"$13,611.94",,,,,,,,,,,,,,,,,,,
LAK,0046106209,EP COMP STUDY,"$25,219.47",,,,,,,,,,,,,,,,,,,
LAK,0046106308,EP DRG F/U STDY,"$13,228.34",,,,,,,,,,,,,,,,,,,
LAK,0046106316,EP POST DRG INF,"$6,278.02",,,,,,,,,,,,,,,,,,,
LAK,0046106357,AICD TST LD&GEN,"$3,986.25",,,,,,,,,,,,,,,,,,,
LAK,0046106423,AICD EVAL SUBSQ,"$3,909.00",,,,,,,,,,,,,,,,,,,
LAK,0046106506,ABLATN-AV NODE,"$10,249.75",,,,,,,,,,,,,,,,,,,
LAK,0046107801,IV TX INIT 1 HR,"$1,083.04",,,,,,,,,,,,,,,,,,,
LAK,0046107819,IV INF TX AD HR,$320.22,,,,,,,,,,,,,,,,,,,
LAK,0046111100,CARDIOVRSN ELEC,"$2,853.08",,,,,,,,,,,,,,,,,,,
LAK,0046111159,ESOPHAGEAL ECHO,"$3,884.03",,,,,,,,,,,,,,,,,,,
LAK,0046125001,REM PM TR EL DL,"$3,180.52",,,,,,,,,,,,,,,,,,,
LAK,0046125035,REM PM PULS GEN,"$4,429.33",,,,,,,,,,,,,,,,,,,
LAK,0046125050,INS PM DUAL,"$15,141.20",,,,,,,,,,,,,,,,,,,
LAK,0046125076,INS TR ELC DUAL,"$11,093.13",,,,,,,,,,,,,,,,,,,
LAK,0046125100,INS TR ELC SNGL,"$9,422.79",,,,,,,,,,,,,,,,,,,
LAK,0046125159,REM PM ELCTD,"$3,180.52",,,,,,,,,,,,,,,,,,,
LAK,0046129193,COR ANGPLS INT,"$21,140.35",,,,,,,,,,,,,,,,,,,
LAK,0046129201,IVUS INIT VESSL,"$5,363.60",,,,,,,,,,,,,,,,,,,
LAK,0046129219,COR ANGPLS ADD,"$17,666.89",,,,,,,,,,,,,,,,,,,
LAK,0046129227,IVUS EA ADD,"$3,080.28",,,,,,,,,,,,,,,,,,,
LAK,0046129243,PTCA,"$29,683.42",,,,,,,,,,,,,,,,,,,
LAK,0046129284,COR ST INIT,"$22,668.73",,,,,,,,,,,,,,,,,,,
LAK,0046129292,COR ST ADD,"$22,668.73",,,,,,,,,,,,,,,,,,,
LAK,0046129334,PTCA ST ATH SGL,"$22,668.73",,,,,,,,,,,,,,,,,,,
LAK,0046129375,REVAS BYPASS SG,"$22,668.73",,,,,,,,,,,,,,,,,,,
LAK,0046129383,REVAS BYP CABG,"$23,700.12",,,,,,,,,,,,,,,,,,,
LAK,0046129417,REVAS BYPAS MI,"$26,833.29",,,,,,,,,,,,,,,,,,,
LAK,0046129433,REVAS BYPAS OCC,"$23,700.12",,,,,,,,,,,,,,,,,,,
LAK,0046129532,TRANSCU PACING,"$1,265.49",,,,,,,,,,,,,,,,,,,
LAK,0046129615,CARDIOVRSN INT,"$3,541.80",,,,,,,,,,,,,,,,,,,
LAK,0046129730,PRC CORON THRMB,"$2,854.47",,,,,,,,,,,,,,,,,,,
LAK,0046129755,THROMB-INTR COR,"$17,854.42",,,,,,,,,,,,,,,,,,,
LAK,0046130100,PERICARDCTS INI,"$2,937.33",,,,,,,,,,,,,,,,,,,
LAK,0046132064,PM W/TRNSV LD A,"$22,521.38",,,,,,,,,,,,,,,,,,,
LAK,0046132072,PM W/TRNSV LD V,"$21,592.10",,,,,,,,,,,,,,,,,,,
LAK,0046132080,PM W/TRNSV LD A,"$26,882.37",,,,,,,,,,,,,,,,,,,
LAK,0046132122,INS PM GEN W/LD,"$19,083.99",,,,,,,,,,,,,,,,,,,
LAK,0046132148,UPGR SNG/DLCHMB,"$23,532.30",,,,,,,,,,,,,,,,,,,
LAK,0046132155,REPOS TRANSV LD,"$7,159.39",,,,,,,,,,,,,,,,,,,
LAK,0046132189,REPAIR ELCT,"$17,339.21",,,,,,,,,,,,,,,,,,,
LAK,0046132221,REL/REV SKP PM,"$4,260.48",,,,,,,,,,,,,,,,,,,
LAK,0046132239,RELOC PKT AICD,"$4,260.48",,,,,,,,,,,,,,,,,,,
LAK,0046132247,REPR P/M AICD L,"$15,681.76",,,,,,,,,,,,,,,,,,,
LAK,0046132254,INSRT LD LTVENT,"$12,158.33",,,,,,,,,,,,,,,,,,,
LAK,0046132262,REPOS LD LTVENT,"$8,144.70",,,,,,,,,,,,,,,,,,,
LAK,0046132270,REM/REPL GEN,"$18,819.57",,,,,,,,,,,,,,,,,,,
LAK,0046132288,REM/REPL PM LD,"$19,995.79",,,,,,,,,,,,,,,,,,,
LAK,0046132296,REM/REPL PM LDS,"$18,819.57",,,,,,,,,,,,,,,,,,,
LAK,0046132403,INS AICD EX LD,"$35,221.62",,,,,,,,,,,,,,,,,,,
LAK,0046132411,RMV AICD GEN,"$4,806.08",,,,,,,,,,,,,,,,,,,
LAK,0046132437,REM AICD LDS TV,"$16,513.54",,,,,,,,,,,,,,,,,,,
LAK,0046132494,INS/RPL AICD&LD,"$43,622.92",,,,,,,,,,,,,,,,,,,
LAK,0046132627,REM/REPL AICD,"$31,781.92",,,,,,,,,,,,,,,,,,,
LAK,0046132700,IMPL CARD RCDR,"$13,867.21",,,,,,,,,,,,,,,,,,,
LAK,0046132726,REMV CARD RCDR,"$13,867.21",,,,,,,,,,,,,,,,,,,
LAK,0046132932,ICD EVAL W PROG,$363.79,,,,,,,,,,,,,,,,,,,
LAK,0046133187,TEE CONT ASSESS,"$1,417.44",,,,,,,,,,,,,,,,,,,
LAK,0046134516,CATH RT HEART,"$11,609.64",,,,,,,,,,,,,,,,,,,
LAK,0046134532,CATH R&L W/VENT,"$28,732.76",,,,,,,,,,,,,,,,,,,
LAK,0046134540,COR ART ANG S&I,"$21,419.34",,,,,,,,,,,,,,,,,,,
LAK,0046134557,ART/GFT ANG S&I,"$21,583.88",,,,,,,,,,,,,,,,,,,
LAK,0046134565,RT HRT COR ART,"$28,172.40",,,,,,,,,,,,,,,,,,,
LAK,0046134581,LT HRT/VENT,"$26,712.74",,,,,,,,,,,,,,,,,,,
LAK,0046134599,LT HRT ART/GRFT,"$25,191.86",,,,,,,,,,,,,,,,,,,
LAK,0046134607,R/L HT ART/VENT,"$28,765.84",,,,,,,,,,,,,,,,,,,
LAK,0046134615,R/L ART/VNT GFT,"$30,413.93",,,,,,,,,,,,,,,,,,,
LAK,0046134631,CATH LT HRT/TRN,"$10,099.11",,,,,,,,,,,,,,,,,,,
LAK,0046135059,BX ENDOCARDIAL,"$10,321.34",,,,,,,,,,,,,,,,,,,
LAK,0046135356,CATH SWGZ INSRT,"$12,929.16",,,,,,,,,,,,,,,,,,,
LAK,0046135406,ANGIO ADD VESSL,"$1,193.93",,,,,,,,,,,,,,,,,,,
LAK,0046135695,INJ SUPRVL AORT,"$1,596.00",,,,,,,,,,,,,,,,,,,
LAK,0046135711,INJ PULM ANGIO,"$2,475.47",,,,,,,,,,,,,,,,,,,
LAK,0046135752,O2 SAT DIR MEAS,$144.30,,,,,,,,,,,,,,,,,,,
LAK,0046135950,INSRT TEMP PM,"$7,734.40",,,,,,,,,,,,,,,,,,,
LAK,0046136131,INTRCRD 3D MAP,"$9,619.33",,,,,,,,,,,,,,,,,,,
LAK,0046136537,COM EP ABL SVT,"$40,885.03",,,,,,,,,,,,,,,,,,,
LAK,0046136545,COMP EP ABL VT,"$43,203.32",,,,,,,,,,,,,,,,,,,
LAK,0046136578,FLW/MSMNT INIT,"$8,316.63",,,,,,,,,,,,,,,,,,,
LAK,0046136586,FLW/MSMNT ADDL,"$1,321.52",,,,,,,,,,,,,,,,,,,
LAK,0046136594,INT CRD ABL ARR,"$12,967.17",,,,,,,,,,,,,,,,,,,
LAK,0046136628,INTRACARD ECHO,"$6,139.81",,,,,,,,,,,,,,,,,,,
LAK,0046136636,COMP EP ABLAFIB,"$46,261.56",,,,,,,,,,,,,,,,,,,
LAK,0046136644,COMP EP ABL AD,"$13,112.76",,,,,,,,,,,,,,,,,,,
LAK,0046139671,PERC INSRT IABP,"$11,418.18",,,,,,,,,,,,,,,,,,,
LAK,0046139689,IABP REMOVAL,"$1,476.19",,,,,,,,,,,,,,,,,,,
LAK,0046139903,INS VAD PERC A,"$26,507.58",,,,,,,,,,,,,,,,,,,
LAK,0046139929,REMOVE VAD,"$16,936.20",,,,,,,,,,,,,,,,,,,
LAK,0046147039,ENDO RPR ILIAC,"$11,299.28",,,,,,,,,,,,,,,,,,,
LAK,0046147104,DELAY PLC PROX,"$9,845.32",,,,,,,,,,,,,,,,,,,
LAK,0046147112,DLAY PLC PROX E,"$8,211.93",,,,,,,,,,,,,,,,,,,
LAK,0046147138,PER ACES+DEL GF,"$2,437.50",,,,,,,,,,,,,,,,,,,
LAK,0046147146,OPEN FEM/ART PR,"$1,479.64",,,,,,,,,,,,,,,,,,,
LAK,0046147179,PERC ACCES+CLOS,"$2,437.50",,,,,,,,,,,,,,,,,,,
LAK,0046148128,ENDPRO FEM/ART,"$1,479.64",,,,,,,,,,,,,,,,,,,
LAK,0046148201,XPSE ENDPRO ILI,"$5,854.04",,,,,,,,,,,,,,,,,,,
LAK,0046156279,ABD CATH W/SERL,"$5,752.02",,,,,,,,,,,,,,,,,,,
LAK,0046156311,ABD W/BI ILIFEM,"$6,972.96",,,,,,,,,,,,,,,,,,,
LAK,0046157129,ANGIO EXT UNI,"$6,304.13",,,,,,,,,,,,,,,,,,,
LAK,0046157186,ANGIO EXT BI,"$8,060.91",,,,,,,,,,,,,,,,,,,
LAK,0046157376,PELVIC SEL/SUP,"$5,977.83",,,,,,,,,,,,,,,,,,,
LAK,0046158218,VENGRM EXT UNI,"$2,449.29",,,,,,,,,,,,,,,,,,,
LAK,0046158234,VENGRM EXT BI,"$2,590.70",,,,,,,,,,,,,,,,,,,
LAK,0046158267,INF VENACAVAGRM,"$5,059.89",,,,,,,,,,,,,,,,,,,
LAK,0046158283,SUP VENACAVAGRM,"$5,047.97",,,,,,,,,,,,,,,,,,,
LAK,0046158986,ANGIO F/U STUDY,"$1,206.28",,,,,,,,,,,,,,,,,,,
LAK,0046159448,IVUS INITL VESL,"$3,058.24",,,,,,,,,,,,,,,,,,,
LAK,0046159984,FLUOR (<) 1HR,"$1,205.51",,,,,,,,,,,,,,,,,,,
LAK,0046160032,FLUORO GUIDANCE,"$1,522.01",,,,,,,,,,,,,,,,,,,
LAK,0046160115,PLC CATH VEIN,"$2,293.50",,,,,,,,,,,,,,,,,,,
LAK,0046160123,PLC CATH VEIN,"$2,546.93",,,,,,,,,,,,,,,,,,,
LAK,0046162517,INS CATH RENAL,"$18,402.51",,,,,,,,,,,,,,,,,,,
LAK,0046162525,INS CATH RENAL,"$17,601.66",,,,,,,,,,,,,,,,,,,
LAK,0046162632,REMV/REPL AICD,"$31,781.92",,,,,,,,,,,,,,,,,,,
LAK,0046162640,REM/REPL AICD,"$31,781.92",,,,,,,,,,,,,,,,,,,
LAK,0046164752,ABLATN EXT VEIN,"$13,573.47",,,,,,,,,,,,,,,,,,,
LAK,0046165569,INSRT CV CATH,"$2,809.39",,,,,,,,,,,,,,,,,,,
LAK,0046169371,US GUIDANCE VA,"$2,325.23",,,,,,,,,,,,,,,,,,,
LAK,0046171849,THROMBECTMY ART,"$3,146.93",,,,,,,,,,,,,,,,,,,
LAK,0046171856,THROMB ADD ART,"$2,170.44",,,,,,,,,,,,,,,,,,,
LAK,0046171864,THROM ART 2ND,"$3,487.51",,,,,,,,,,,,,,,,,,,
LAK,0046171914,INS ENDO FILTER,"$27,447.89",,,,,,,,,,,,,,,,,,,
LAK,0046171971,TCATH RETR IVAS,"$10,386.35",,,,,,,,,,,,,,,,,,,
LAK,0046172110,TCATH NONCOR,"$7,057.17",,,,,,,,,,,,,,,,,,,
LAK,0046172128,TCATH NONCOR,"$4,309.53",,,,,,,,,,,,,,,,,,,
LAK,0046172136,TCATH NONCOR,"$5,716.17",,,,,,,,,,,,,,,,,,,
LAK,0046172144,TCATH CESSATION,"$6,633.87",,,,,,,,,,,,,,,,,,,
LAK,0046172367,OP PERC ST 1ST,"$27,702.01",,,,,,,,,,,,,,,,,,,
LAK,0046172375,OP PER ST ADD,"$12,274.43",,,,,,,,,,,,,,,,,,,
LAK,0046172383,OP PER ST SAME,"$37,397.07",,,,,,,,,,,,,,,,,,,
LAK,0046172482,ANGIPLASTY VEN,"$30,380.35",,,,,,,,,,,,,,,,,,,
LAK,0046172516,IVUS ADDL VESSL,"$3,279.21",,,,,,,,,,,,,,,,,,,
LAK,0046176905,INJ VENO EXTRM,"$1,453.13",,,,,,,,,,,,,,,,,,,
LAK,0046178000,PLC CATH AORT,"$2,706.73",,,,,,,,,,,,,,,,,,,
LAK,0046178109,PLC CATH ARTR,$349.20,,,,,,,,,,,,,,,,,,,
LAK,0046178158,PLC CATH ARTR,"$3,366.94",,,,,,,,,,,,,,,,,,,
LAK,0046178208,PLC CATH ARTR,"$3,048.74",,,,,,,,,,,,,,,,,,,
LAK,0046178257,PLC CATH ARTR,"$4,123.67",,,,,,,,,,,,,,,,,,,
LAK,0046178356,PLC CATH ARTR,$388.91,,,,,,,,,,,,,,,,,,,
LAK,0046178406,PLC CATH ARTR,$407.56,,,,,,,,,,,,,,,,,,,
LAK,0046178455,PLC CATH ARTR,$349.20,,,,,,,,,,,,,,,,,,,
LAK,0046178604,PLC CATH ARTR,$354.12,,,,,,,,,,,,,,,,,,,
LAK,0046178703,PL CTH VENACAVA,"$2,301.45",,,,,,,,,,,,,,,,,,,
LAK,0046191300,CPR,"$2,505.17",,,,,,,,,,,,,,,,,,,
LAK,0046191524,MOD SED INIT15,$316.62,,,,,,,,,,,,,,,,,,,
LAK,0046191532,MOD SED ADD15,$272.41,,,,,,,,,,,,,,,,,,,
LAK,0046196002,PERC DRG-EL ST,"$32,590.91",,,,,,,,,,,,,,,,,,,
LAK,0046196010,PERC STNT ADDL,"$32,590.91",,,,,,,,,,,,,,,,,,,
LAK,0046196028,PERC COR ATHER,"$69,763.37",,,,,,,,,,,,,,,,,,,
LAK,0046196036,PER ATHER ADDL,"$41,144.08",,,,,,,,,,,,,,,,,,,
LAK,0046196069,PER REVAS W/AMI,"$67,026.25",,,,,,,,,,,,,,,,,,,
LAK,0046196077,PER REVAS CHRON,"$27,532.76",,,,,,,,,,,,,,,,,,,
LAK,0046196085,PER REVA D-E AD,"$27,467.97",,,,,,,,,,,,,,,,,,,
LAK,0048058119,EEG COMA,"$1,256.08",,,,,,,,,,,,,,,,,,,
LAK,0048058184,EEG AWAKE/SLEEP,"$1,256.08",,,,,,,,,,,,,,,,,,,
LAK,0048058226,EEG SLEEP ONLY,$920.29,,,,,,,,,,,,,,,,,,,
LAK,0048058234,EEG PHYS/PHARMC,$976.10,,,,,,,,,,,,,,,,,,,
LAK,0048058242,EEG CEREB EVAL,$955.77,,,,,,,,,,,,,,,,,,,
LAK,0049000300,EYE DTCT FRBDY,$250.01,,,,,,,,,,,,,,,,,,,
LAK,0049001001,MANDIBLE UNI,$565.13,,,,,,,,,,,,,,,,,,,
LAK,0049001100,MANDIBLE CMPL,$767.59,,,,,,,,,,,,,,,,,,,
LAK,0049001308,MASTOIDS BILAT,"$1,428.08",,,,,,,,,,,,,,,,,,,
LAK,0049001407,FACL BONES LTD,$510.35,,,,,,,,,,,,,,,,,,,
LAK,0049001506,FACL BONES COMP,$995.86,,,,,,,,,,,,,,,,,,,
LAK,0049001522,ORBITS COMPLETE,$648.67,,,,,,,,,,,,,,,,,,,
LAK,0049001605,NASL BONES ONLY,$688.63,,,,,,,,,,,,,,,,,,,
LAK,0049002025,SCRN MAMMO+CAD,"$2,239.90",,,,,,,,,,,,,,,,,,,
LAK,0049002041,DX MAMMO+CAD,"$2,857.52",,,,,,,,,,,,,,,,,,,
LAK,0049002066,DX MAMMO+CAD,"$2,268.06",,,,,,,,,,,,,,,,,,,
LAK,0049002207,SINUSES COMPL,$738.74,,,,,,,,,,,,,,,,,,,
LAK,0049002504,SKULL < 4 VIEWS,$625.19,,,,,,,,,,,,,,,,,,,
LAK,0049002603,SKULL COMPLETE,$930.61,,,,,,,,,,,,,,,,,,,
LAK,0049003304,TM JOINTS BI,$630.42,,,,,,,,,,,,,,,,,,,
LAK,0049003601,NECK SOFT TISS,$565.92,,,,,,,,,,,,,,,,,,,
LAK,0049006109,ASP/INJ MJR JNT,"$1,031.12",,,,,,,,,,,,,,,,,,,
LAK,0049010457,CHEST 1 VIEW,$696.41,,,,,,,,,,,,,,,,,,,
LAK,0049010465,CHEST 2 VIEWS,$922.35,,,,,,,,,,,,,,,,,,,
LAK,0049010473,CHEST 3 VIEWS,$835.87,,,,,,,,,,,,,,,,,,,
LAK,0049011000,RIBS UNILATERAL,$606.53,,,,,,,,,,,,,,,,,,,
LAK,0049011109,RIBS BILATERAL,$767.46,,,,,,,,,,,,,,,,,,,
LAK,0049011208,STERNUM,$562.53,,,,,,,,,,,,,,,,,,,
LAK,0049011307,STERNOCLAVC JNT,$490.10,,,,,,,,,,,,,,,,,,,
LAK,0049020209,SPINE SNGL VIEW,$450.31,,,,,,,,,,,,,,,,,,,
LAK,0049020407,SPINE CERV 2VWS,$824.73,,,,,,,,,,,,,,,,,,,
LAK,0049020423,SPINE CERV 3VWS,$791.55,,,,,,,,,,,,,,,,,,,
LAK,0049020506,SPINE CRV 4/5VW,"$1,234.70",,,,,,,,,,,,,,,,,,,
LAK,0049020704,SPINE THOR 2VWS,$504.91,,,,,,,,,,,,,,,,,,,
LAK,0049020712,SPINE THOR 3VWS,$672.83,,,,,,,,,,,,,,,,,,,
LAK,0049020803,SPINE THOR/LUMB,$725.13,,,,,,,,,,,,,,,,,,,
LAK,0049020811,SPINE THOR 1VW,$517.31,,,,,,,,,,,,,,,,,,,
LAK,0049020829,SPIN THOR 2-3VW,$518.53,,,,,,,,,,,,,,,,,,,
LAK,0049020837,SPIN THOR 4-5VW,"$1,281.18",,,,,,,,,,,,,,,,,,,
LAK,0049020845,SPINE THOR 6VW,"$1,336.33",,,,,,,,,,,,,,,,,,,
LAK,0049021009,SPINE LUMB 2VWS,$626.49,,,,,,,,,,,,,,,,,,,
LAK,0049021017,SPINE LUMB 3VWS,$887.45,,,,,,,,,,,,,,,,,,,
LAK,0049021108,SPINE L/S MIN4V,"$1,033.72",,,,,,,,,,,,,,,,,,,
LAK,0049021140,SPINE L/S 6VWS,"$1,269.08",,,,,,,,,,,,,,,,,,,
LAK,0049021355,LUMBAR PUNCTURE,"$1,297.09",,,,,,,,,,,,,,,,,,,
LAK,0049021702,PELVIS 1 VIEW,$583.49,,,,,,,,,,,,,,,,,,,
LAK,0049021751,PELVIS 2 VIEWS,$495.96,,,,,,,,,,,,,,,,,,,
LAK,0049022023,SACROILIAC JNTS,$458.14,,,,,,,,,,,,,,,,,,,
LAK,0049022205,SACRUM & COCCYX,$636.94,,,,,,,,,,,,,,,,,,,
LAK,0049022403,MYELOGRAM CERV,"$2,465.45",,,,,,,,,,,,,,,,,,,
LAK,0049022502,MYELOGRAM LUMB,"$2,057.04",,,,,,,,,,,,,,,,,,,
LAK,0049022601,MYELOGRAM THORC,"$2,057.04",,,,,,,,,,,,,,,,,,,
LAK,0049022718,MYELO 2/> REGNS,"$2,492.67",,,,,,,,,,,,,,,,,,,
LAK,0049023013,MYELO CERV,"$4,670.84",,,,,,,,,,,,,,,,,,,
LAK,0049023021,MYELO THORACIC,"$4,467.57",,,,,,,,,,,,,,,,,,,
LAK,0049023047,L/S MYELO W/INJ,"$4,670.84",,,,,,,,,,,,,,,,,,,
LAK,0049023054,MYELO 2+REG,"$4,324.85",,,,,,,,,,,,,,,,,,,
LAK,0049030000,CLAVICLE COMP,$503.81,,,,,,,,,,,,,,,,,,,
LAK,0049030109,SCAPULA COMP,$424.18,,,,,,,,,,,,,,,,,,,
LAK,0049030208,SHOULDER 1 VW,$450.31,,,,,,,,,,,,,,,,,,,
LAK,0049030307,SHOULDER COMPLT,$821.82,,,,,,,,,,,,,,,,,,,
LAK,0049030406,SHOULDER ARTHRG,"$1,363.95",,,,,,,,,,,,,,,,,,,
LAK,0049030505,A/C JOINTS BI,$476.50,,,,,,,,,,,,,,,,,,,
LAK,0049030604,HUMERUS,$463.34,,,,,,,,,,,,,,,,,,,
LAK,0049030703,ELBOW 2 VIEWS,$447.69,,,,,,,,,,,,,,,,,,,
LAK,0049030802,ELBOW COMPLETE,$723.80,,,,,,,,,,,,,,,,,,,
LAK,0049030919,FOREARM 2 VWS,$613.18,,,,,,,,,,,,,,,,,,,
LAK,0049030927,UPPER EXT INFNT,$468.78,,,,,,,,,,,,,,,,,,,
LAK,0049031008,WRIST 2 VWS,$489.61,,,,,,,,,,,,,,,,,,,
LAK,0049031107,WRIST 3VWS,$688.63,,,,,,,,,,,,,,,,,,,
LAK,0049031156,WRIST ARTHRG,"$2,257.16",,,,,,,,,,,,,,,,,,,
LAK,0049031206,HAND 2 VWS,$377.20,,,,,,,,,,,,,,,,,,,
LAK,0049031305,HAND 3 VWS,$696.79,,,,,,,,,,,,,,,,,,,
LAK,0049031404,FINGER(S) 2 VWS,$536.27,,,,,,,,,,,,,,,,,,,
LAK,0049035009,HIP UNI LIMITED,$468.35,,,,,,,,,,,,,,,,,,,
LAK,0049035017,HIP/PELVIS 1 VW,$932.54,,,,,,,,,,,,,,,,,,,
LAK,0049035033,HIP/PEL 4+VWS,"$1,229.30",,,,,,,,,,,,,,,,,,,
LAK,0049035058,HIP/PEL 2-3 VWS,"$1,253.82",,,,,,,,,,,,,,,,,,,
LAK,0049035108,HIP UNI 2-3 VWS,$826.01,,,,,,,,,,,,,,,,,,,
LAK,0049035207,HIP BI W/PEL 2V,"$1,118.83",,,,,,,,,,,,,,,,,,,
LAK,0049035223,HIP BI W/PEL,"$1,202.20",,,,,,,,,,,,,,,,,,,
LAK,0049035231,HIP BI 5VWS,"$1,281.18",,,,,,,,,,,,,,,,,,,
LAK,0049035256,HIP ARTHRG,"$1,767.65",,,,,,,,,,,,,,,,,,,
LAK,0049035512,FEMUR 2 VWS,$804.62,,,,,,,,,,,,,,,,,,,
LAK,0049035520,FEMUR 1 VW,$398.09,,,,,,,,,,,,,,,,,,,
LAK,0049035603,KNEE 1-2VWS,$533.83,,,,,,,,,,,,,,,,,,,
LAK,0049035611,KNEES BI STAND,$558.12,,,,,,,,,,,,,,,,,,,
LAK,0049035702,KNEE 4 VW MIN,$964.40,,,,,,,,,,,,,,,,,,,
LAK,0049035801,KNEE ARTHRG,"$1,157.18",,,,,,,,,,,,,,,,,,,
LAK,0049035900,TIB/FIB 2 VWS,$680.66,,,,,,,,,,,,,,,,,,,
LAK,0049035918,LWR EXT INFANT,$468.78,,,,,,,,,,,,,,,,,,,
LAK,0049036007,ANKLE 2 VWS,$398.09,,,,,,,,,,,,,,,,,,,
LAK,0049036106,ANKLE 3 VWS MIN,$740.16,,,,,,,,,,,,,,,,,,,
LAK,0049036205,FOOT 2VWS,$448.39,,,,,,,,,,,,,,,,,,,
LAK,0049036304,FOOT 3 VWS MIN,$737.42,,,,,,,,,,,,,,,,,,,
LAK,0049036502,OS CALCIS 2VWS,$385.05,,,,,,,,,,,,,,,,,,,
LAK,0049036601,TOE(S) 2 VWS,$545.05,,,,,,,,,,,,,,,,,,,
LAK,0049037526,PLC NG TUBE,$808.65,,,,,,,,,,,,,,,,,,,
LAK,0049040181,ABDOMEN 1 VIEW,$618.13,,,,,,,,,,,,,,,,,,,
LAK,0049040199,ABDOMEN 2 VIEWS,"$1,045.85",,,,,,,,,,,,,,,,,,,
LAK,0049040215,ABDOMEN 3/+ VIE,"$1,045.85",,,,,,,,,,,,,,,,,,,
LAK,0049041908,PERITONEOGRAM,"$1,230.38",,,,,,,,,,,,,,,,,,,
LAK,0049042005,ERCP,"$3,310.86",,,,,,,,,,,,,,,,,,,
LAK,0049042203,ESOPHAGUS,$870.58,,,,,,,,,,,,,,,,,,,
LAK,0049042302,SWALLOW FUNCTN,"$1,115.96",,,,,,,,,,,,,,,,,,,
LAK,0049042427,UPPER GI WO KUB,$958.65,,,,,,,,,,,,,,,,,,,
LAK,0049042435,UPPER GI W/KUB,"$1,547.43",,,,,,,,,,,,,,,,,,,
LAK,0049042476,UPPR GI AIR/KUB,"$1,480.09",,,,,,,,,,,,,,,,,,,
LAK,0049042500,SMALL BOWEL,"$1,029.81",,,,,,,,,,,,,,,,,,,
LAK,0049042708,COLON BE,"$1,182.52",,,,,,,,,,,,,,,,,,,
LAK,0049042807,COLON BE W/AIR,"$1,656.29",,,,,,,,,,,,,,,,,,,
LAK,0049043003,CHOLANGIO OPER,$759.65,,,,,,,,,,,,,,,,,,,
LAK,0049043409,GI TUBE LOCALZT,$885.60,,,,,,,,,,,,,,,,,,,
LAK,0049043631,BILIARY DUCT DL,"$7,213.92",,,,,,,,,,,,,,,,,,,
LAK,0049044001,UROGRAM IVP,"$1,455.31",,,,,,,,,,,,,,,,,,,
LAK,0049044159,IVP WITH TOMOS,"$1,652.71",,,,,,,,,,,,,,,,,,,
LAK,0049044209,PYELOGRAM RETRO,"$1,563.64",,,,,,,,,,,,,,,,,,,
LAK,0049044258,ANTE NEPHRSTGRM,"$1,591.38",,,,,,,,,,,,,,,,,,,
LAK,0049044340,CYSTOGRAM COMP,"$1,738.48",,,,,,,,,,,,,,,,,,,
LAK,0049044506,URETHROGRM RETR,"$1,138.13",,,,,,,,,,,,,,,,,,,
LAK,0049044555,URETHROGRM VOID,"$1,072.96",,,,,,,,,,,,,,,,,,,
LAK,0049047400,HYSTEROSALPNGDG,"$1,479.06",,,,,,,,,,,,,,,,,,,
LAK,0049059975,FLUORO CVA DVCE,"$1,330.07",,,,,,,,,,,,,,,,,,,
LAK,0049059983,FLUOR (<) 1HR,"$1,153.04",,,,,,,,,,,,,,,,,,,
LAK,0049060106,FLUORO GUIDANCE,"$1,650.57",,,,,,,,,,,,,,,,,,,
LAK,0049060114,FLUOR SPINE INJ,"$1,275.20",,,,,,,,,,,,,,,,,,,
LAK,0049060205,BN AGE STUDIES,$546.87,,,,,,,,,,,,,,,,,,,
LAK,0049060403,BONE LGTH STUDY,$627.81,,,,,,,,,,,,,,,,,,,
LAK,0049060601,BONE SURVEY,"$1,587.36",,,,,,,,,,,,,,,,,,,
LAK,0049060635,BONE STUDY COMP,$411.13,,,,,,,,,,,,,,,,,,,
LAK,0049060825,FISTL/SINUS TRC,"$2,122.39",,,,,,,,,,,,,,,,,,,
LAK,0049060882,MAMM DUCT SNGL,$955.68,,,,,,,,,,,,,,,,,,,
LAK,0049060890,MAMM DUCT MULTI,"$1,030.56",,,,,,,,,,,,,,,,,,,
LAK,0049060957,SURGICL SPECIMN,$613.97,,,,,,,,,,,,,,,,,,,
LAK,0049061005,TOMO SNGL PLN,"$1,671.78",,,,,,,,,,,,,,,,,,,
LAK,0049075054,BX CHEST NDL,$280.61,,,,,,,,,,,,,,,,,,,
LAK,0049075310,CHOL+INJ CATH,$546.45,,,,,,,,,,,,,,,,,,,
