 4482016,LEUKEMIA/LYMPHOMA EVALUATION (SEND OUT)B,311,," $1,064.78 ",
 4482024,ACTH PLASMA (SEND OUT),301,8202490, $10.00 ,
 4482041,ALBUMIN PERITONEAL FLUID (SEND OUT),301,8204290, $15.00 ,
 4482042,ALBUMIN CSF (SEND OUT),301,8204290, $7.00 ,
 4482085,ALDOLASE (SEND OUT),301,8208590, $6.00 ,
 4482088,ALDOSTERONE S (SEND OUT),301,8208890, $12.00 ,
 4482103,ALPHA 1 ANTITRYPSIN QN (SEND OUT),301,8210390, $13.25 ,
 4482105,ALPHA FETOPROTEIN TUMOR MARKER(SEND OUT),301,8210590, $11.64 ,
 4482139,CHARGE ONLY => AMINO ACID QN (SEND OUT),301,8213990, $-   ,Bundled pricer
 4482140,AMMONIA (SEND OUT),301,8214090, $13.00 ,
 4482150,AMYLASE PLEURAL FLUID (SEND OUT),301,8215090, $16.90 ,
 4482151,AMYLASE PERITONEAL FLUID (SEND OUT),301,8215090, $30.08 ,
 4482157,ANDROSTENEDIONE (SEND OUT),301,8215790, $21.00 ,
 4482164,ANGIOTENSIN CONV ENZ (SEND OUT),301,8216490, $9.00 ,
 4482172,APOLIPOPROTEIN EVALUATION (SEND OUT),301,8217290, $25.00 ,
 4482175,ARSENIC 24 HR URINE (SEND OUT),301,8217590, $82.46 ,
 4482176,HEAVY METALS PANEL BLOOD (SEND OUT),301,8217590, $33.85 ,
 4482180,VITAMIN C (ASCORBIC ACID) (SEND OUT),301,8218090, $14.00 ,
 4482232,BETA 2 MICROGLOBULIN (SEND OUT),301,8223290, $12.00 ,
 4482306,VITAMIN D 25-OH  TOTAL  IA (SEND OUT),301,8230690, $9.00 ,
 4482308,CALCITONIN (SEND OUT),301,8230890, $27.50 ,
 4482310,CALCIUM TOTAL (SEND OUT),301,8231090, $3.21 ,
 4482330,CALCIUM IONIZED (SEND OUT),301,8233090, $8.00 ,
 4482340,CALCIUM 24 HR URINE W/O CREAT(SEND OUT),301,8234090, $10.00 ,
 4482365,STONE ANALYSIS (SEND OUT),301,8236590, $12.00 ,
 4482375,CARBOXYHEMOGLOBIN BLOOD (SEND OUT),301,8237590, $24.37 ,
 4482377,CEA PERITONEAL FLUID (SEND OUT),301,8237890, $30.35 ,
 4482378,CEA (SEND OUT),301,8237890, $9.75 ,
 4482379,CARNITINE (SEND OUT),301,8237990, $31.00 ,
 4482380,CAROTENE (SEND OUT),301,8238090, $17.74 ,
 4482384,CATECHOLAMINES FRACT 24 HR U (SEND OUT),301,8238490, $27.50 ,
 4482390,CERULOPLASMIN (SEND OUT),301,8239090, $7.00 ,
 4482436,CHLORIDE U RANDOM (SEND OUT),301,8243690, $5.00 ,
 4482451,SM AND SM/RNP ANTIBODIES (SEND OUT),302,8623590, $16.95 ,
 4482452,CHROMATIN ANTIBODY (SEND OUT),302,8623590, $55.00 ,
 4482480,CHOLINESTERASE SERUM (SEND OUT),301,8248090, $38.00 ,
 4482482,CHOLINESTERASE RBC & PLASMA (SEND OUT),301,8248290, $48.30 ,
 4482491,PORPHYRINS TOTAL PLASMA (SEND OUT),301,8254290, $108.00 ,
 4482507,CITRIC ACID 24 HR U W CREAT (SEND OUT),301,8250790, $25.74 ,
 4482523,COLLAGEN CROSS LINKED URINE R(SEND OUT),301,8252390, $139.00 ,
 4482525,COPPER 24 HOUR URINE (SEND OUT),301,8252590, $19.90 ,
 4482530,CORTISOL FREE (SEND OUT),301,8253090, $121.00 ,
 4482533,CORTISOL TOTAL (SEND OUT),301,8253390, $8.75 ,
 4482540,CREATINE 24 HOUR URINE (SEND OUT),301,8254090, $17.03 ,
 4482542,MARIJUANA GC/MS URINE(SEND OUT),301,8254290, $22.00 ,
 4482552,CK ISOENZYMES (SEND OUT),301,8255290, $24.21 ,
 4482554,CK-MB (CK-2) (SEND OUT),301,8255390, $80.60 ,
 4482570,CREATININE RANDOM URINE (SEND OUT),301,8257090, $6.00 ,
 4482575,CREATININE CLEARANCE 24HR U & S(SENDOUT),301,8257590, $7.70 ,
 4482595,CRYOGLOBULIN QL SERUM (SEND OUT),301,8259590, $26.42 ,
 4482607,VITAMIN B12 (COBALAMIN) (SEND OUT),301,8260790, $5.40 ,
 4482626,DHEA (SEND OUT),301,8262690, $15.00 ,
 4482627,DHEA SULFATE IMMUNOASSAY (SEND OUT),301,8262790, $7.25 ,
 4482646,HYDROCODONE (SEND OUT),301,G605690, $35.55 ,
 4482651,DIHYDROTESTOSTERONE (SEND OUT),301,8265190, $102.66 ,
 4482652,VITAMIN D 1 25 DIHYDROXY (SEND OUT),301,8265290, $16.00 ,
 4482656,PANCREATIC ELASTASE 1 FECAL (SEND OUT),301,8265690, $50.00 ,
 4482668,ERYTHROPOIETIN (SEND OUT),301,8266890, $20.43 ,
 4482670,ESTRADIOL (SEND OUT),301,8267090, $15.52 ,
 4482672,ESTROGEN (SEND OUT),301,8267290, $15.00 ,
 4482677,ESTRIOL SERUM (SEND OUT),301,8267790, $20.00 ,
 4482679,ESTRONE (SEND OUT),301,8267990, $23.28 ,
 4482705,FECAL FAT QUALITATIVE (SEND OUT),301,8270590, $23.00 ,
 4482710,FECAL FAT QUANTITATIVE (SEND OUT),301,8271090, $44.80 ,
 4482728,FERRITIN (SEND OUT),301,8272890, $5.50 ,
 4482747,FOLATE RBC (SEND OUT),301,8274790, $6.50 ,
 4482784,IMMUNOGLOBULIN A (SEND OUT),301,8278490, $5.00 ,
 4482785,IGE (SEND OUT),301,8278590, $8.00 ,
 4482787,IGG SUBCLASSES PANEL (SEND OUT),301,8278790, $40.72 ,
 4482941,GASTRIN (SEND OUT),301,8294190, $12.00 ,
 4482943,GLUCAGON (SEND OUT),301,8294390, $16.00 ,
 4482945,GLUCOSE CSF (SEND OUT),301,8294590, $11.50 ,
 4482946,GLUCOSE PERITONEAL FLUID (SEND OUT),301,8294590, $21.84 ,
 4482951,LACTOSE TOLERANCE 5 SPECIMEN (SEND OUT),301,8295190, $15.00 ,
 4482955,GLUCOSE 6 PHOSPHATASE DEHYDROG(SEND OUT),301,8295590, $14.00 ,
 4482977,GAMMA GLUTAMYL TRANSFERASE(GGT)(SENDOUT),301,8297790, $5.00 ,
 4482985,FRUCTOSAMINE (SEND OUT),301,8298590, $6.00 ,
 4483001,RESPIRATORY ALLERGY PROFILE (SEND OUT),305,8278590, $140.94 ,
 4483002,LH (SEND OUT),301,8300290, $8.75 ,
 4483003,GROWTH HORMONE (SEND OUT),301,8300390, $12.50 ,
 4483006,CHARGE ONLY => CARDIO IQ LIPID(SEND OUT),301,8369590, $-   ,Bundled pricer
 4483007,CARDIO IQ ADVANCED LIPID PANEL(SENDOUT),301,8006190, $55.88 ,
 4483008,CHARGE ONLY => CARDIO IQ LIPID(SEND OUT),301,8370490, $-   ,Bundled pricer
 4483009,CHARGE ONLY => CARDIO IQ LIPID(SEND OUT),301,8217290, $-   ,Bundled pricer
 4483010,HAPTOGLOBIN (SEND OUT),301,8301090, $8.75 ,
 4483018,HEAVY METALS PANEL URINE R (SEND OUT),301,8301890, $44.06 ,
 4483019,COBALT SERUM (SEND OUT),301,8301890, $75.00 ,
 4483020,COBALT RANDOM URINE (SEND OUT),301,8301890, $33.13 ,
 4483021,HEMOGLOBINOPATHY EVALUATION (SEND OUT),301,8302190, $12.00 ,
 4483037,HEMOGLOBIN A1C W RFLX GLYCOMARK(SENDOUT),301,8303690, $8.08 ,
 4483070,HEMOSIDERIN STAIN URINE (SEND OUT),301,8307090, $12.00 ,
 4483090,HOMOCYSTEINE (SEND OUT),301,8309090, $20.19 ,
 4483497,HYDROXYINDOLEACETIC ACID 24HR (SEND OUT),301,8349790, $7.20 ,
 4483498,17 HYDROXYPROGESTERONE (SEND OUT),301,8349890, $14.50 ,
 4483500,HYDROXYPROLINE LC/MS PLASMA (SEND OUT),301,8350090, $30.00 ,
 4483522,ASPERGILLUS FUMIGATUS IGA (SEND OUT),305,8352090, $38.25 ,
 4483523,CHARGE ONLY=>ASPERGILL FUM IGA(SEND OUT),300,8499990, $-   ,Bundled pricer
 4483525,INSULIN (SEND OUT),301,8352590, $7.00 ,
 4483540,IRON TOTAL (SEND OUT),301,8354090, $5.00 ,
 4483550,IRON TOTAL & TIBC (SEND OUT),301,8355090, $9.70 ,
 4483605,LACTIC ACID PLASMA (SEND OUT),301,8360590, $15.00 ,
 4483615,LACTOSE DEHYDROGENASE (LD) (SEND OUT),301,8361590, $11.67 ,
 4483616,LD PERITONEAL FLUID (SEND OUT),301,8361590, $14.00 ,
 4483655,BLOOD LEAD (SEND OUT),301,8365590, $5.00 ,
 4483690,LIPASE (SEND OUT),301,8369090, $6.50 ,
 4483695,LIPOPROTEIN (A) (SEND OUT),301,8369590, $12.00 ,
 4483701,VAP(R) CHOLESTEROL TEST (SEND OUT),301,8370190, $26.00 ,
 4483704,CARDIO IQ LIPOPROTEIN FRACT (SENDOUT),301,8370490, $30.00 ,
 4483721,DIRECT LDL (SEND OUT),301,8372190, $14.00 ,
 4483727,GONADOTROPIN RELEASING HORMONE(SEND OUT),301,8372790, $225.00 ,
 4483735,MAGNESIUM RANDOM U W/CREATININE(SENDOUT),301,8373590, $28.34 ,
 4483805,CARISOPRODOL AND METABOLITE (SEND OUT),301,8249290, $108.00 ,
 4483825,MERCURY BLOOD (SEND OUT),301,8382590, $7.00 ,
 4483835,METANEPHRINES FRACT 24 HR U (SEND OUT),301,8383590, $17.00 ,
 4483840,METHADONE (SEND OUT),301,8384090, $48.75 ,
 4483874,MYOGLOBIN URINE (SEND OUT),301,8387490, $15.00 ,
 4483880,BNP B-TYPE NATRIURETIC PEPTIDE(SEND OUT),301,8388090, $129.00 ,
 4483884,LIVER FIBROSIS PANEL (SEND OUT),305,8159990, $133.50 ,
 4483885,CHARGE ONLY=>LIVER FIBROSIS PANEL (S/O),301,8224790, $-   ,Bundled pricer
 4483886,CHARGE ONLY=>LIVER FIBROSIS PANEL (S/O),301,8297790, $-   ,Bundled pricer
 4483887,NICOTINE AND COTININE BLOOD (SEND OUT),301,8388790, $59.00 ,
 4483888,NICOTINE AND COTININE URINE (SEND OUT),301,8388790, $59.00 ,
 4483889,CHARGE ONLY=>LIVER FIBROSIS PANEL (S/O),301,8388390, $-   ,Bundled pricer
 4483890,CHARGE ONLY=>LIVER FIBROSIS PANEL (S/O),301,8159990, $-   ,Bundled pricer
 4483915,NUCLEOTIDASE 5 (SEND OUT),301,8391590, $54.35 ,
 4483921,METHYLMALONIC ACID GC/MS/MS(SEND OUT),301,8392190, $14.00 ,
 4483930,OSMOLALITY SERUM (SEND OUT),301,8393090, $10.00 ,
 4483935,OSMOLALITY URINE (SEND OUT),301,8393590, $9.75 ,
 4483945,OXALIC ACID 24HR URINE W/O CREA(SENDOUT),301,8394590, $12.00 ,
 4483970,PTH INTACT W/ CALCIUM (SEND OUT),301,8397090, $18.75 ,
 4483986,PH FECES (SEND OUT),301,8398690, $41.60 ,
 4484075,ALK PHOS BONE SPECIFIC(SEND OUT),301,8407590, $13.00 ,
 4484080,ALP ISOENZYMES (SEND OUT),301,8408090, $10.00 ,
 4484081,CHARGE ONLY=>ALP ISOENZYMES (SEND OUT),301,8407590, $-   ,Bundled pricer
 4484105,PHOSPHATE 24 HR URINE W/O CREA(SEND OUT),301,8410590, $10.48 ,
 4484132,POTASSIUM W/O CREAT 24HR URINE(SEND OUT),301,8413390, $35.88 ,
 4484133,POTASSIUM W/O CREAT URINE (SEND OUT),301,8413390, $11.00 ,
 4484134,PREALBUMIN (SEND OUT),301,8413490, $9.75 ,
 4484144,PROGESTERONE (SEND OUT),301,8414490, $10.00 ,
 4484146,PROLACTIN (SEND OUT),301,8414690, $10.00 ,
 4484153,PSA TOTAL POST PROSTATECTOMY (SEND OUT),301,8415390, $20.00 ,
 4484154,PSA FREE AND TOTAL (SEND OUT),301,8415490, $31.60 ,
 4484155,PROTEIN TOTAL SERUM (SEND OUT),301,8415590, $5.00 ,
 4484157,PROTEIN TOTAL CSF (SEND OUT),301,8415790, $5.00 ,
 4484158,PROTEIN TOTAL PERITONEAL FLUID(SEND OUT),301,8415790, $21.00 ,
 4484165,SERUM ELECTROPHORESIS FRACT (SEND OUT),301,8416590, $12.00 ,
 4484166,URINE ELECTROPHORESIS 24HR (SEND OUT),301,8416690, $12.00 ,
 4484202,ZINC PROTOPORPHYRIN (SEND OUT),301,8420290, $6.50 ,
 4484206,PROINSULIN  (SEND OUT),301,8420690, $40.00 ,
 4484207,VITAMIN B6 (PYRIDOXINE) PLASMA(SEND OUT),301,8420790, $14.00 ,
 4484244,PLASMA RENIN ACTIVITY (SEND OUT),301,8424490, $12.00 ,
 4484252,VITAMIN B2 (RIBOFLAVIN) PLASMA(SEND OUT),301,8425290, $55.00 ,
 4484260,SEROTONIN SERUM (SEND OUT),301,8426090, $49.00 ,
 4484270,SEX HORMONE BINDING GLOBULIN (SEND OUT),301,8427090, $15.50 ,
 4484300,SODIUM W/O CREAT RANDOM URINE (SEND OUT),301,8430090, $6.00 ,
 4484305,INSULIN-LIKE GROWTH FACTOR II (SEND OUT),301,8351990, $75.75 ,
 4484311,PHOSPHOLIPIDS (SEND OUT),301,8431190, $10.00 ,
 4484379,CHARGE ONLY=>GLYCOMARK (SEND OUT),301,8437890, $27.00 ,
 4484402,TESTOSTERONE FREE & TOTAL (SEND OUT),301,8440290, $16.00 ,
 4484403,TESTOSTERONE TOTAL MALES (SEND OUT),301,8440390, $7.00 ,
 4484425,VITAMIN B1 (THIAMINE) BLOOD (SEND OUT),301,8442590, $12.00 ,
 4484432,THYROGLOBULIN (SEND OUT),301,8443290, $29.00 ,
 4484435,CHARGE ONLY =>THYROID PANEL(SEND OUT),301,8447990, $-   ,Bundled pricer
 4484436,T4 (THYROXINE) TOTAL (SEND OUT),301,8443690, $4.00 ,
 4484437,THYROID PANEL (SEND OUT),301,8443690, $4.00 ,
 4484439,T4 FREE (SEND OUT),301,8443990, $8.00 ,
 4484442,THYROXINE BINDING GLOBULIN-TBG(SEND OUT),301,8444290, $18.25 ,
 4484443,TSH HIGH SENSITIVITY (SEND OUT),301,8444390, $8.00 ,
 4484445,TSI (SEND OUT),301,8444590, $35.00 ,
 4484446,VITAMIN E (TOCOPHEROL) (SEND OUT),301,8444690, $14.00 ,
 4484466,TRANSFERRIN (SEND OUT),301,8446690, $26.83 ,
 4484478,TRIGLYCERIDES PERITONEAL FLUID(SEND OUT),301,8447890, $16.80 ,
 4484479,T3 UPTAKE (SEND OUT),301,8447990, $5.00 ,
 4484480,T3 TOTAL (SEND OUT),301,8448090, $8.75 ,
 4484481,FREE T3 (SEND OUT),301,8448190, $6.80 ,
 4484482,T3 REVERSE (SEND OUT),301,8448290, $14.75 ,
 4484484,TROPONIN I (SEND OUT),301,8448490, $16.75 ,
 4484560,URIC ACID 24 HR URINE W/O CREA(SEND OUT),301,8456090, $11.00 ,
 4484585,VMA 24 HR URINE (SEND OUT),301,8458590, $12.00 ,
 4484586,VASOACTIVE INTESTINAL POLYPEPT(SEND OUT),301,8458690, $107.90 ,
 4484588,ADH VASOPRESSIN (SEND OUT),301,8458890, $25.00 ,
 4484590,VITAMIN A (SEND OUT),301,8459090, $12.00 ,
 4484591,VITAMIN B3 (SEND OUT),301,8459190, $154.80 ,
 4484597,VITAMIN K (SEND OUT),301,8459790, $60.00 ,
 4484600,ALCOHOL ISOPROPYL BLOOD (SEND OUT),301,8460090, $20.00 ,
 4484620,XYLOSE ABSORPTION TEST BLOOD (SEND OUT),301,8462090, $27.00 ,
 4484630,ZINC (SEND OUT),301,8463090, $9.25 ,
 4484681,C PEPTIDE (SEND OUT),301,8468190, $11.00 ,
 4484702,HCG TOTAL QNT SERUM (SEND OUT),301,8470290, $6.80 ,
 4485041,RED BLOOD CELL COUNT (SEND OUT),305,8504190, $4.50 ,
 4485045,RETICULOCYTE COUNT AUTOMATED (SEND OUT),305,8504590, $3.20 ,
 4485220,FACTOR V ACTIVITY CLOTTING (SEND OUT),305,8522090, $49.00 ,
 4485240,FACTOR VIII ACTIVITY CLOTTING (SEND OUT),305,8524090, $28.00 ,
 4485245,RISTOCETIN FACTOR (SEND OUT),305,8524590, $28.00 ,
 4485246,VON WILLEBRAND FACTOR ANTIGEN (SEND OUT),305,8524690, $28.00 ,
 4485247,VON WILLEBRAND AG MULTIMERIC (SEND OUT),305,8524790, $45.00 ,
 4485300,ANTITHROMBIN III ACTIVITY (SEND OUT),305,8530090, $13.00 ,
 4485301,ANTITHROMBIN III AG (SEND OUT),305,8530190, $26.00 ,
 4485302,PROTEIN C ANTIGEN (SEND OUT),305,8530290, $22.00 ,
 4485303,PROTEIN C ACTIVITY (SEND OUT),305,8530390, $33.25 ,
 4485305,PROTEIN S ANTIGEN TOTAL (SEND OUT),305,8530590, $12.82 ,
 4485362,FIBRINOGEN DEGRADATION PRODUCT(SEND OUT),305,8536290, $12.00 ,
 4485379,D-DIMER QUANTITATIVE (SEND OUT),305,8537990, $18.00 ,
 4485610,PROTHROMBIN TIME (SEND OUT),305,8561090, $5.00 ,
 4485730,PTT (SEND OUT),305,8573090, $12.00 ,
 4486002,ASPERGILLUS FUMIGATUS IGG (SEND OUT),302,8600190, $69.36 ,
 4486004,ASPERGILLUS FUMIGATUS IGE (SEND OUT),302,8600390, $5.78 ,
 4486021,ANCA SCN W REFLEX TO ANCA TITER(SENDOUT),302,8602190, $16.00 ,
 4486038,ANA (SEND OUT),302,8603890, $4.85 ,
 4486039,CHARGE ONLY=>ANA TITER&PATTERN(SEND OUT),302,8603990, $7.70 ,
 4486060,ASO (SEND OUT),302,8606090, $6.60 ,
 4486140,C REACTIVE PROTEIN (SEND OUT),302,8614090, $6.60 ,
 4486141,HS-CRP (SEND OUT),302,8614190, $14.31 ,
 4486146,BETA 2 GLYCOPROTEIN I AB IGG (SEND OUT),302,8614690, $10.00 ,
 4486147,CARDIOLIPIN AB IGA (SEND OUT),302,8614790, $5.30 ,
 4486160,COMPLEMENT AG C3c & C4c (SEND OUT),302,8616090, $14.00 ,
 4486162,COMPLEMENT TOTAL CH50 (SEND OUT),302,8616290, $9.90 ,
 4486200,CCP ANTIBODY IGG (SEND OUT),302,8620090, $7.25 ,
 4486225,DNA (DS) ANTIBODY (SEND OUT),302,8622590, $7.80 ,
 4486226,SSDNA ANTIBODY (IGG) (SEND OUT),302,8622690, $65.12 ,
 4486235,SCLERODERMA ANTIBODY (SCL-70) (SEND OUT),302,8623590, $12.25 ,
 4486245,PM-Scl ANTIBODY (SEND OUT),302,8623590, $33.00 ,
 4486300,CA 15-3 (SEND OUT),302,8630090, $12.00 ,
 4486301,CA 19-9 (SEND OUT),302,8630190, $11.00 ,
 4486304,CA 125 (SEND OUT),302,8630490, $15.25 ,
 4486308,HETEROPHILE MONO SCREEN (SEND OUT),302,8630890, $8.66 ,
 4486318,HEPATITIS B SURFACE ANTIBODY QNT(SENDOUT,302,8631790, $5.00 ,
 4486334,IMMUNODIFFUSION ID TEST (SEND OUT),302,8633590, $35.00 ,
 4486335,IMMUNOFIXATION (IFE) URINE (SEND OUT),302,8633590, $13.00 ,
 4486337,INSULIN AUTOANTIBODY (SEND OUT),302,8633790, $20.00 ,
 4486341,IA-2 ANTIBODY (SEND OUT),302,8634190, $50.00 ,
 4486361,LYMPHOCYTE SUBSET PANEL 4 (SEND OUT),302,8636090, $47.00 ,
 4486376,THYROID PEROXIDASE ANTIBODIES (SEND OUT),302,8637690, $8.40 ,
 4486430,RHEUMATOID FACTOR SYNOVIAL FLUID(SENDOUT,302,8643090, $34.60 ,
 4486431,RHEUMATOID FACTOR (SEND OUT),302,8643190, $3.00 ,
 4486480,QUANTIFERON TB GOLD (SEND OUT),302,8648090, $45.00 ,
 4486592,RPR (MONITOR) W/ REFL TO TITER(SEND OUT),302,8659290, $5.51 ,
 4486594,TRYPANOSOMNA CRUZI  AB TOTAL (SEND OUT),302,8675390, $119.26 ,
 4486606,ASPERGILLUS ABS IGG IGM IGA (SEND OUT),302,8660690, $45.00 ,
 4486607,HYPERSENSITIVE PNEUMONITIS EVAL(SENDOUT),302,8660690, $150.00 ,
 4486611,BARTONELLA (SEND OUT),302,8661190, $39.08 ,
 4486617,CHARGE ONLY=>LYME IGG&IGM (SEND OUT),302,8661790, $42.64 ,
 4486618,LYME DISEASE SCREEN (SEND OUT),302,8661890, $9.00 ,
 4486635,COCCIDIOIDES ANTIBODY CF (SEND OUT),302,8663590, $11.75 ,
 4486638,Q FEVER COXIELLA BURNETII ABS (SEND OUT),302,8663890, $49.04 ,
 4486641,CRYPTOCOCCUS ANTIBODY (SEND OUT),302,8664190, $66.32 ,
 4486644,CMV AB IGG (SEND OUT),302,8664490, $8.00 ,
 4486645,CMV AB IGM (SEND OUT),302,8664590, $11.00 ,
 4486664,EPSTEIN BARR VIRUS EBNA AB IGG (SENDOUT),302,8666490, $9.70 ,
 4486665,EPSTEIN BARR VIRUS AB PANEL (SEND OUT),302,8666590, $28.85 ,
 4486666,EPSTEIN BARR VIRUS EARLY AG D (SENDOUT),302,8666390, $7.00 ,
 4486682,STRONGYLOIDES AB IGG (SEND OUT),302,8668290, $23.15 ,
 4486695,HERPES SIMPLEX 1 & 2 IGG AB (SEND OUT),302,8669590, $7.00 ,
 4486696,HERPES SIMPLEX VIRUS 2 IGG (SEND OUT),302,8669690, $3.50 ,
 4486698,HISTOPLASMA AB IMMUNODIFFUSION(SEND OUT),302,8669890, $22.50 ,
 4486703,HIV-1/2 AG & AB 4TH GEN W/REF(SEND OUT),302,8670390, $8.00 ,
 4486704,HEPATITIS B CORE ANTIBODY TOTAL(SENDOUT),302,8670490, $10.00 ,
 4486705,HEPATITIS B CORE ANTIBODY IGM (SEND OUT),302,8670590, $8.80 ,
 4486706,HEPATITIS B SURFACE ANTIBODY QL(SENDOUT),302,8670690, $4.00 ,
 4486707,HEPATITIS BE ANTIBODY (SEND OUT),302,8670790, $8.00 ,
 4486708,HEPATITIS A ANTIBODY TOTAL (SEND OUT),302,8670890, $8.75 ,
 4486709,HEPATITIS A IGM ANTIBODY (SEND OUT),302,8670990, $15.00 ,
 4486713,LEGIONELLA PNEUMOPHILA TOTAL AB(SENDOUT),302,8671390, $49.20 ,
 4486747,PARVOVIRUS B19 ANTIBODY IGM (SEND OUT),302,8674790, $15.00 ,
 4486750,MALARIA IFA SCREEN (SEND OUT),302,8675090, $205.00 ,
 4486757,RICKETTSIA (RMSF) ABS IGG&IGM (SEND OUT),302,8675790, $20.00 ,
 4486762,RUBELLA IMMUNE STATUS (SEND OUT),302,8676290, $8.50 ,
 4486765,MEASLES ANTIBODY IGG (SEND OUT),302,8676590, $3.25 ,
 4486777,TOXOPLASMA ANTIBODY IGG (SEND OUT),302,8677790, $11.62 ,
 4486778,TOXOPLASMA ABS (IGG & IGM) (SEND OUT),302,8677790, $23.37 ,
 4486780,FTA-ABS TREPONEMA PALLIDUM (SEND OUT),302,8678090, $6.00 ,
 4486787,VARICELLA ZOSTER AB IGM (SEND OUT),302,8678790, $10.25 ,
 4486788,WEST NILE VIRUS AB IGM (SEND OUT),302,8678890, $22.00 ,
 4486789,WEST NILE VIRUS AB IGG & IGM (SEND OUT),302,8678990, $35.00 ,
 4486790,HANTAVIRUS ANTIBODY IGG IGM W RE(SENDOUT,302,8679090, $50.00 ,
 4486791,HTLV I/II ANTIBODY W/ RFX CONF (SENDOUT),302,8679090, $50.00 ,
 4486800,THYROGLOBULIN ANTIBODIES (SEND OUT),302,8680090, $7.68 ,
 4486803,HEP C AB W RFX HCV RNA QT(SEND OUT),302,8680390, $6.00 ,
 4486812,HLA B27 ANTIGEN (SEND OUT),302,8681290, $16.00 ,
 4486813,HLA B51 DNA TYPING (SEND OUT),302,8138190, $85.00 ,
 4486814,HLA B5701 TYPING (SEND OUT),302,8138190, $180.00 ,
 4486880,DIRECT ANTIGLOBULIN TEST (SEND OUT),302,8688090, $12.90 ,
 4487015,AFB CULTURE (SEND OUT),306,8701590, $21.00 ,
 4487045,STOOL CULTURE W/ SHIGA TOXINS (SEND OUT),306,8704590, $73.00 ,
 4487070,CULTURE AEROBIC BACTERIA (SEND OUT),306,8707090, $11.00 ,
 4487075,CULTURE ANAEROBIC BACTERIA (SEND OUT),306,8707590, $60.00 ,
 4487077,AEROBIC BACTERIUM ID & SUSC (SEND OUT),306,8707790, $17.90 ,
 4487081,BORDETELLA PERTUSSIS/PARAPERT(SEND OUT),306,8779890, $79.00 ,
 4487101,"CULTURE FUNGUS HR, SK, NL (SEND OUT)",306,8710190, $31.27 ,
 4487102,CULTURE FUNGUS OTHR THN HR SK BL(SENDOUT,306,8710290, $31.00 ,
 4487103,CULTURE BLOOD (SEND OUT),306,8704090, $67.34 ,
 4487106,YEAST IDENTIFICATION (SEND OUT),306,8710690, $34.03 ,
 4487168,TICK(AND OTHER ARTHROPODS)ID(SENDOUT),306,8716890, $24.71 ,
 4487177,OVA & PARASITES STOOL (SEND OUT),306,8717790, $8.00 ,
 4487187,SUSCEPTIBILITY PANEL AEROBIC B(SEND OUT),306,8718690, $21.15 ,
 4487206,ACID FAST BACILLI STAIN (SEND OUT),306,8720690, $5.00 ,
 4487252,CULTURE VIRAL BF/TISSUE (SEND OUT),306,8725290, $22.00 ,
 4487254,VARICELLA ZOSTER RAPID CULTURE(SEND OUT),306,8725490, $35.00 ,
 4487255,CULTURE HERPES SIMPLEX VIRUS W/ REF(S/O),306,8725590, $11.00 ,
 4487272,CRYPTOSPORIDIUM (SEND OUT),306,8727290, $55.00 ,
 4487274,CULTURE HERPES SIMPLEX VIRUS RAPID(S/O),306,8725590, $21.00 ,
 4487305,ASPERGILLUS AG EIA SERUM (SEND OUT),302,8730590, $5.78 ,
 4487324,C DIFF TOXIN/GDH W RFL PCR(SEND OUT),306,8732490, $36.00 ,
 4487329,GIARDIA ANTIGEN EIA STOOL (SEND OUT),306,8732990, $10.00 ,
 4487337,ENTAMOEBA HISTOLYTICA ANTIGEN(SEND OUT),302,8733790, $34.00 ,
 4487338,H PYLORI AG EIA STOOL (SEND OUT),306,8733890, $35.97 ,
 4487340,HEPATITIS B SURFACE ANTIGEN (SEND OUT),302,8734090, $6.65 ,
 4487350,HEPATITIS BE ANTIGEN (SEND OUT),302,8735090, $8.00 ,
 4487400,INFLUENZA A & B AG IMMUNOASSAY(SEND OUT),306,8780490, $148.00 ,
 4487420,RESPIRATORY SYNCYTIAL VIRUS (SEND OUT),306,8780790, $38.15 ,
 4487425,ROTAVIRUS ANTIGEN DETECTION(SEND OUT),306,8742590, $20.00 ,
 4487448,CHARGE ONLY=>C DIFF TOXIN/GDH(SENDOUT),300,8744990, $-   ,Bundled pricer
 4487449,NOROVIRUS EIA STOOL (SEND OUT),306,8744990, $88.20 ,
 4487450,LEGIONELLA AG EIA URINE (SEND OUT),306,8744990, $12.00 ,
 4487516,HEPATITIS B VIRUS DNA QL RT-PCR(SENDOUT),306,8751690, $95.00 ,
 4487517,HEPATITIS B VIRUS DNA QNT RT-PCR(SENDOUT,306,8751790, $60.00 ,
 4487523,HEPATITIS C VIRAL RNA QL TMA (SEND OUT),306,8752190, $59.00 ,
 4487535,HIV-1 RNA QUALITATIVE TMA (SEND OUT),306,8753590, $75.00 ,
 4487537,HIV-1 RNA QNT RT-PCR (SEND OUT),306,8753690, $75.00 ,
 4487621,HPV HYBRID CAPTURE II (SEND OUT),306,8762190, $77.60 ,
 4487902,HEPATITIS C RNA GENOTYPE LIPA (SEND OUT),306,8790290, $125.00 ,
 4487903,CHARGE ONLY=>HCV W RFX GENOTYPE(SENDOUT),302,8790290, $-   ,Bundled pricer
 4488127,JAK2 V617F QL 16538 (SENDOUT),301,8127090, $100.00 ,
 4488188,PNH WITH FLAER HIGH SENSITIVITY(SENDOUT),311,8818490, $277.46 ,
