WATSONVILLE COMMUNITY HOSPITAL,,,
,,,
SVCCD,DESC, PRICE1 , PRICE2 
1211786,PN VIT/FE/FA 27-.8TB, 10.04 , -   
1211789,ASENAPINE 5MG SL TAB, 43.79 , -   
1211792,PNEUMOCOC 13-VAL IM, 211.00 , -   
1211880,FERR SUL 75MG/ML 1ML, 99.03 , -   
1211886,RIFAXIMIN 550MG TAB, 253.49 , -   
1211906,AMY-LIP-PRO 27-5-17, 10.04 , -   
1211914,OMEPRAZ/SOD BIC 20MG, 40.77 , -   
1211933,IVIG (PRIVIGEN)500MG," 1,073.08 ", -   
1211958,WITCH HAZEL-GLYC PAD, 131.97 , -   
1211990,TORSEMID 10MG/ML INJ, 66.95 , -   
1212022,CADEXOM IOD.9%GL 10G, 152.84 , -   
1212085,SAXAGLIPTIN 5MG TAB, 29.86 , -   
1212088,LORAZEPAM 2MG INJ, 58.85 , -   
1212096,DABIGATRAN 75MG TAB, 15.40 , -   
1212097,C1 ESTER 10U BERINRT, 93.77 , -   
1212106,OFLOXACIN .3%OS 10ML, 127.20 , -   
1212114,CROTALID POLY IM 1GM," 1,972.81 ", -   
1212118,ADRENL/EPINEP 0.1MG, 8.18 , -   
1212136,PEN G BENZ INJ 100K, 36.97 , -   
1212140,VIT D3 5000UNT CAP, 22.50 , -   
1212182,MENT.44-ZN20.6% 113G, 188.32 , -   
1212187,HYPROMELLOSE GEL 3.5, 42.19 , -   
1212217,INSULIN 1 UNT INJ, 1.68 , -   
1212220,INSULIN 1 UNT INJ, 1.68 , -   
1212221,INSULIN 1 UNT INJ, 1.68 , -   
1212223,INSULIN 1 UNT INJ, 1.68 , -   
1212224,INSULIN 1 UNT INJ, 1.68 , -   
1212226,INSULIN 1 UNT INJ, 1.68 , -   
1212227,INSULIN 1 UNT INJ, 1.68 , -   
1212257,CHLORHEXIN .12% 15ML, 6.38 , -   
1212262,POTAS PHOS 15ML/100, 678.77 , -   
1212270,AMIODARONE 30MG INJ, 42.26 , -   
1212280,FIDAXOMICIN 200MG TA, 506.86 , -   
1212283,RIVAROXABAN 10MG TAB, 27.42 , -   
1212284,CHLORPROCAIN 30MLINJ, 164.55 , -   
1212286,ROFLUMILAS 500MCG TB, 21.66 , -   
1212287,OSELTAMIVIR 30MG/5ML, 22.89 , -   
1212294,TICAGRELOR 90MG TAB, 13.61 , -   
1212295,VILAZODONE 20MG TAB, 18.20 , -   
1212307,HEPATITIS B GLOB 1ML, 749.87 , -   
1212332,RIVAROXABAN 15MG TAB, 27.42 , -   
1212334,METHYLENE BLUE1% 1ML, 30.84 , -   
1212337,LINAGLIPTIN 5MG TAB, 31.50 , -   
1212349,LEVOTHYROX 100MCG IV, 254.11 , -   
1212358,EPHEDR 50MG/5ML INJ, 133.90 , -   
1212361,H-COD7.5-APAP325 15M, 60.24 , -   
1212365,EPIFIX SQ CM, 968.78 , -   
1212379,INTEG MSH BILL SQ CM, 666.96 , -   
1212398,BENZ 20%DENT LIQ 60G, 1.83 , -   
1212415,AMKCN SULF INJ 100MG, 12.30 , -   
1212416,CEFAZOLIN 500MG INJ, 51.89 , -   
1212429,BIMATOPRO.01%OS 2.5M, 339.32 , -   
1212449,ESTROGEN VAG CR 30GM, 560.88 , -   
1212498,ADRENL/EPINEP 0.1MG, 34.85 , -   
1212512,PHENYLEPHRIN 1ML INJ, 20.91 , -   
1212517,HEPATITIS B GLOB 1ML," 2,247.95 ", -   
1212518,VANCOMYCIN 500MG INJ, 285.18 , -   
1212527,PHENOBARB 120MG INJ, 107.13 , -   
1212531,MEPERID HCL 100MGINJ, 81.99 , -   
1212538,ESTRADIOL VAL 10MG, 81.13 , -   
1212543,PIPER/TAZOB 1G/.125G, 439.20 , -   
1212544,PIPER/TAZOB 1G/.125G, 338.59 , -   
1212545,PIPER/TAZOB 1G/.125G, 410.47 , -   
1212547,ROPIVACAINE 1MG INJ, 1.61 , -   
1212548,ROPIVACAINE 1MG INJ, 1.61 , -   
1212550,ROPIVACAINE 1MG INJ, 1.68 , -   
1212556,BUPIVACAINE LIPO 1MG, 4.70 , -   
1212585,ATROPINE 0.01MG INJ, 3.28 , -   
1212587,CLOZAPINE 25MG ODT, 8.40 , -   
1212608,LORAZEPAM 2MG INJ, 42.24 , -   
1212614,MAGNES SULF 500MGINJ, 5.55 , -   
1212615,MAGNES SULF 500MGINJ, 202.81 , -   
1212622,MORPHINE PF 10MG INJ, 76.04 , -   
1212625,HEPARIN 1000U INJ, 7.90 , -   
1212631,HEPARIN NA 10U FLUSH, 13.17 , -   
1212635,HEPARIN NA 10U FLUSH, 6.44 , -   
1212651,PHENYLEPH 1% SPR 30M, 177.44 , -   
1212654,CEFTRIAXONE 250MGINJ, 202.28 , -   
1212657,POTASSI CHL 2MEQ INJ, 37.58 , -   
1212667,MEPIVACAINE 10ML INJ, 52.98 , -   
1212689,FOLIC AC/B COMX W/C, 9.66 , -   
1212695,TIMOLOL MAL.5%OS 5ML, 131.49 , -   
1212723,HYDROXYZI UP TO 25MG, 25.75 , -   
1212737,DIPYRIDAMOLE 10MGINJ, 857.82 , -   
1212742,RABIES IG IM/SC 150U, 904.08 , -   
1212769,GUAIF-DM 100-10MG/5M, 7.02 , -   
1212800,ONDANSETRON 1MG PO, 4.08 , -   
1212801,LITHIUM CARB 300MGTB, 6.44 , -   
1212812,METHYLNALTR .1MG INJ, 2.47 , -   
1212837,OXYTOCIN UP TO 10UN, 97.49 , -   
1212846,TERBINAFIN 1% CR15GM, 17.96 , -   
1212847,LINACLOTID 290MCG CP, 11.55 , -   
1212850,MOME/FORM 200/5 8.8G, 11.85 , -   
1212877,MOME/FORM 100/5 8.8G, 11.85 , -   
1212879,TOBRAMYCIN UPTO 80MG, 422.49 , -   
1212886,NALOXONE HCL 1MG INJ, 266.96 , -   
1212901,HYDROXOCOBAL 5GM INJ," 1,695.75 ", -   
1212911,DILTIAZE 120MG SR CP, 78.86 , -   
1212926,CEFEPIME 500MG INJ, 180.77 , -   
1212931,AL200-MG200-SIM20/5M, 1.07 , -   
1212951,TALC IN AEROPWD 30GM, 939.86 , -   
1212987,FLUCONAZOL 200MG INJ," 2,441.88 ", -   
1212992,ROTAVIR VAC PENT 2ML, 202.88 , -   
1213038,APIXABAN 2.5MG TAB, 12.98 , -   
1213039,APIXABAN 5MG TAB, 25.96 , -   
1213083,OLANZAPINE 15MG ODT, 406.23 , -   
1213123,BUT50-ASP325-CAF40CP, 65.29 , -   
1213134,MORPHINE PF 10MG INJ, 76.04 , -   
1213135,MORPHINE PF 10MG INJ, 76.04 , -   
1213136,MORPHINE PF 10MG INJ, 76.04 , -   
1213187,ZOLEDRONIC ACID 1MG, 378.30 , -   
1213189,THIAMIN MONO 100MGTB, 5.03 , -   
1213212,FLUMAZENIL.1MG/ML 1M, 180.01 , -   
1213232,DIPHE1-ZNACE.1%CR28G, 56.34 , -   
1213328,RITONAVIR 100MG TAB, 29.76 , -   
1213329,HYOSCYAM.125MG DSPTB, 6.44 , -   
1213334,CALAM-ZN OX LOT 120M, 78.86 , -   
1213338,CALAM-ZN OX LOT 177M, 78.86 , -   
1213354,FENT5MC-BUP.0625%250," 1,307.25 ", -   
1213360,FENTAN 10MCG/ML 250M," 1,046.13 ", -   
1213362,MAGNES SULF 500MGINJ, 202.81 , -   
1213381,CALC CARB 1250MG/5ML, 10.04 , -   
1213388,DEXMEDETO 400MCG/100, 237.30 , -   
1213389,MESALAMIN 400MG DRCP, 71.97 , -   
1213394,DIAZEPAM 5MG INJ, 78.86 , -   
1213398,TRACE 4 MINERALS 10M, 207.63 , -   
1213403,PSYLLIUM 58.12%PWDPK, 4.83 , -   
1213433,HEP B VAC PED, 997.03 , -   
1213451,SORBITOL SOL 1ML, 65.29 , -   
1213481,RIBOFLAVIN 25MG TAB, 5.03 , -   
1213527,HYDROMORPH UP TO 4MG, 67.60 , -   
1213538,ACYCLOVIR 5MG INJ, 24.37 , -   
1213544,FLU VAC QUAD 3YR-ADU, 175.75 , -   
1213548,METHADONE 2MG/ML 1ML, 1.93 , -   
1213566,K PHOS DI 3MM/ML 5ML, 127.97 , -   
1213569,ASCORBIC AC 250MGCHW, 4.83 , -   
1213610,PROTHROMB COM 1UN IX, 3.21 , -   
1213611,LURASIDONE 20MG TAB, 111.80 , -   
1213614,LABETALOL 5MG/1ML 1M, 0.75 , -   
1213657,CEFAZOLIN 500MG INJ, 49.42 , -   
1213683,MEMANTINE 7MG SR CAP, 76.04 , -   
1213697,FLU VAC QUAD 6-35MO, 167.18 , -   
1213710,ADENOSINE 1MG INJ, 21.89 , -   
1213711,ADENOSINE 1MG INJ, 21.89 , -   
1213712,CHLORPROMAZIN 5MG PO, 2.51 , -   
1213713,CHLORPROMAZIN 5MG PO, 1.01 , -   
1213718,AMNIOFIX SQ CM, 249.39 , -   
1213848,BLEOMYCIN SUL 15 U, 121.59 , -   
1213852,TIROFIBAN 0.25MG INJ, 40.95 , -   
1213858,GRAFIX PRIME SQ CM, 968.78 , -   
1213859,GRAFIX CORE SQ CM, 968.78 , -   
1213866,COLLODION FLEX 100ML, 77.02 , -   
1213880,ERYTHROMY 250MG DRTB, 18.21 , -   
1213924,ATROPINE 0.01MG INJ, 3.40 , -   
1213931,MORPHINE UP TO 10MG, 25.34 , -   
1213936,MORPHINE PF 10MG INJ, 76.04 , -   
1213969,FER CARBOXYM 1MG INJ, 2.30 , -   
1214003,ADENOSINE 1MG INJ, 143.64 , -   
1214006,TESTOSTER CYPION 1MG, 1.55 , -   
1214008,PROPOFOL 10MG INJ, 13.47 , -   
1214009,PROPOFOL 10MG INJ, 13.52 , -   
1214010,PROPOFOL 10MG INJ, 13.50 , -   
1214014,PACLITAXEL 1MG INJ, 4.22 , -   
1214016,GAMMA GLOB 1ML, 106.79 , -   
1214020,IVIG (OCTAGAM) 500MG, 184.80 , -   
1214028,IVIG (OCTAGAM) 500MG, 184.80 , -   
1214033,DALBAVANCIN 5MG INJ, 31.55 , -   
1214046,ZINC OX 40% PST 30GM, 23.10 , -   
1214049,LINEZOLID 200 MG, 642.16 , -   
1214103,ESTRAD.025MG/24 PT2X, 99.45 , -   
1214196,LINEZOLI 100MG/5 5ML, 77.53 , -   
1214216,IDARUCIZU 2.5GM/50ML," 3,885.00 ", -   
1214238,ADRENL/EPINEP 0.1MG, 2.25 , -   
1214281,TBO-FILGRASTIM 1MCG, 2.61 , -   
1214282,TBO-FILGRASTIM 1MCG, 2.61 , -   
1214284,PREDNISONE 1MG ORAL, 1.01 , -   
1214285,PREDNISONE 1MG ORAL, 1.01 , -   
1214286,PREDNISONE 1MG ORAL, 0.34 , -   
1214287,PREDNISONE 1MG ORAL, 0.34 , -   
1214289,PREDNISONE 1MG ORAL, 1.01 , -   
1214314,PATIROMER 8.4GM PKT, 93.71 , -   
1214397,TETRACAINE.5%OS 4ML, 10.68 , -   
1214405,ARGATROBAN 1MG NESRD, 11.13 , -   
1214408,EPICORD SQ CM, 656.25 , -   
1214447,EDETATE CA UP TO 1GM, 362.25 , -   
1214515,BETAM ACE/SOD PHO3MG, 46.20 , -   
1214523,MUPIROCIN 2%OINT 1GM, 36.73 , -   
1214535,ALGLUCOSIDASE 10MG, 346.50 , -   
1214680,DIP/LID/AL/MG/SIM5ML, 4.00 , -   
1216921,OXYCODONE 30MG TAB, 59.06 , -   
1216930,ANTICOAG CIT DEX 50M, 115.19 , -   
1216934,EDROPHO/ATROP 5ML IJ, 116.01 , -   
1216938,FEN5MCG/BUP.0625250M," 1,307.25 ", -   
1216941,ACEBUTOLOL 200MG CAP, 76.67 , -   
1216944,ACETAMINOPHEN 325MGS, 65.29 , -   
1216945,ACETAMINOPH 500MG TB, 5.03 , -   
1216946,ACETAMINOPHEN 120MGS, 8.09 , -   
1216947,ACETAMINOPHEN 325MG, 4.40 , -   
1216948,ACETAMINOPHEN 650MGS, 65.29 , -   
1216950,ACETAZOLAMIDE 250MG, 10.04 , -   
1216952,ACETYLCHOL INTR 20MG, 221.51 , -   
1216954,ACETYLCYS 20%INH 4ML, 231.77 , -   
1216955,ACTIV CHARC LIQ 120M, 302.98 , -   
1216956,ACYCLOVIR 5% OINT 15, 555.71 , -   
1216958,ACYCLOVIR 200MG CAP, 81.99 , -   
1216961,ALBUTEROL 2MG TAB, 7.76 , -   
1216962,ALBUTEROL 2MG/5ML 5M, 81.99 , -   
1216965,ALFENTAN 1000MCG/2ML, 565.75 , -   
1216966,ALLOPURINOL 100MG TB, 5.03 , -   
1216967,ALLOPURINOL 300MG TB, 10.06 , -   
1216969,ALPRAZOLAM 0.25MG TB, 71.97 , -   
1216971,ALPRAZOLAM 0.5MG TAB, 77.02 , -   
1216973,AMANTADINE 100MG CAP, 77.02 , -   
1216974,AMANTADINE 50MG/5ML, 47.20 , -   
1216980,AMITRIPTYLINE 25MGTB, 10.04 , -   
1216981,AMITRIPTYLINE 10MG T, 5.03 , -   
1216983,AMLODIPINE 5MG TAB, 77.02 , -   
1216984,AMMONIA AROMATIC INH, 65.29 , -   
1216986,AMMON LAC12%LOT 225G, 225.33 , -   
1216989,AMOX TR/K CLA 250 TA, 15.36 , -   
1216990,AMOX500-KCLAV125MGTB, 18.43 , -   
1216991,AMOX875-CLAV125MG TB, 30.71 , -   
1216992,AMOX400-CLAV57 75ML, 18.43 , -   
1216993,AMOXICILLIN 250MG CP, 65.29 , -   
1217001,APRACLONID 1%OS .1ML, 550.68 , -   
1217005,ASCORBIC AC 500MG/ML, 3.91 , -   
1217006,ASCORBIC AC 500MG TB, 5.03 , -   
1217007,ASPIRIN 325MG DR TAB, 5.03 , -   
1217008,ASPIRIN 300MG SUPP, 65.29 , -   
1217009,ASPIRIN 325MG TAB, 5.03 , -   
1217010,ASPIRIN 81MG CHEW, 5.03 , -   
1217011,ASPIRIN 81MG DR TAB, 5.03 , -   
1217012,ASPI25-DIPYR200 SRCP, 70.32 , -   
1217013,ATENOLOL 25MG TAB, 6.69 , -   
1217014,ATENOLOL 50MG TAB, 13.26 , -   
1217016,ATORVASTATIN 10MG TB, 67.60 , -   
1217017,ATOVAQU 750MG/5ML 5M, 895.63 , -   
1217020,ATROPINE SUL1%OS 5ML, 270.72 , -   
1217023,AZELASTINE 137MCG/SP, 401.73 , -   
1217026,AZITHROMYCIN 250MGTB, 33.48 , -   
1217028,AZTREONAM 1GM SOLR, 511.91 , -   
1217032,BACITRACIN 50000U IM, 550.68 , -   
1217034,BACLOFEN 10MG TAB, 10.04 , -   
1217035,BECAPLERM.01%GL 15GM," 1,693.90 ", -   
1217039,BELLA/PHEN 16.2MG/5M, 10.04 , -   
1217041,BENAZEPRIL 5MG TAB, 71.97 , -   
1217042,BENAZEPRIL 10MG TAB, 65.29 , -   
1217044,BENZ20-MENTH.5%SP56G, 16.85 , -   
1217045,BENZO CMPD TINC 60ML, 65.29 , -   
1217046,BENZONATATE 100MG CP, 71.97 , -   
1217048,BENZTROPINE ME 1MGTB, 10.04 , -   
1217049,BENZTROPIN ME .5MGTB, 5.03 , -   
1217056,BETAXOLOL .25%OS 10M, 401.73 , -   
1217057,BETHANECHOL 25MG TAB, 10.04 , -   
1217058,BICALUTAMIDE 50MG TB, 31.80 , -   
1217059,BISACODYL 5MG DR TAB, 5.03 , -   
1217060,BISACODYL 10MG SUPP, 65.29 , -   
1217061,BISOPROLOL FUM 5MGTB, 8.45 , -   
1217071,BUMETANIDE 1MG/4ML, 235.99 , -   
1217073,BUMETANIDE 1MG TAB, 65.29 , -   
1217077,BUPIVAC-MPF .5% 10ML, 150.24 , -   
1217078,BUPIVACAIN .75% 30ML, 306.31 , -   
1217079,BUPIV.75/DEX8.25% 2M, 277.86 , -   
1217081,BUPIV.5%/EPI PF 10ML, 294.60 , -   
1217083,BUPIV/EPI .5-1:20000, 682.91 , -   
1217084,BUPIVAC .25% MPF 10M, 283.28 , -   
1217085,BUPROPION 100MG SRTB, 77.02 , -   
1217087,BUPROPION 75MG TAB, 77.02 , -   
1217088,BUSPIRONE 5MG TAB, 71.97 , -   
1217089,BUSPIRONE 10MG TAB, 71.97 , -   
1217093,CAFF/NA BENZ 500 INJ, 316.35 , -   
1217094,CALCITO 200UN/AC 3.7, 955.74 , -   
1217095,CALCITRIOL .25MCG CP, 81.99 , -   
1217096,CALCIUM ACE 667MG CP, 5.03 , -   
1217099,TAMOXIFEN 10MG TAB, 98.75 , -   
1217100,TAMSULOSIN 0.4MG CAP, 7.65 , -   
1217103,TEMAZEPAM 15MG CAP, 71.97 , -   
1217105,TERAZOSIN 1MG CAP, 81.99 , -   
1217108,TERBUTALINE 2.5MG TB, 10.04 , -   
1217112,TETRACAINE.5%OS 5ML, 74.97 , -   
1217113,BENZ14-BUT2-TET2 60G, 9.00 , -   
1217119,THEOPHYLLINE 80MG/15, 16.76 , -   
1217120,THIAMINE 100MG TAB, 5.03 , -   
1217122,THIORIDAZINE 10MG TB, 3.27 , -   
1217123,THIORIDAZINE 25MG TB, 5.03 , -   
1217129,THYROID 60MG TAB, 5.63 , -   
1217132,TICLOPIDINE 250MG, 78.86 , -   
1217136,DORZ22.3-TIM6.8OS 10, 450.26 , -   
1217138,TOBR.3-DEX.1%OS2.5ML, 291.31 , -   
1217139,TOBR.3-DEXA.1%OIN3.5, 917.24 , -   
1217140,TOLTERODINE 2MG TAB, 172.40 , -   
1217141,TOPIRAMATE 25MG TAB, 57.93 , -   
1217142,TORSEMIDE 20MG TAB, 60.24 , -   
1217143,TRAMADOL 50MG TAB, 74.06 , -   
1217146,TRAVOPR.004%OS BF2.5, 340.05 , -   
1217147,TRAZODONE 50MG TAB, 62.78 , -   
1217154,GUAIFENE SR 600MG TB, 10.04 , -   
1217157,TRIAMT/HCTZ 75-50MGT, 71.97 , -   
1217161,TRIHEXYPHENIDY 2MGTB, 10.04 , -   
1217164,TRIMETHOPRI 100MG TB, 10.04 , -   
1217168,TUBERCU 5U/.1ML .1ML, 107.13 , -   
1217169,URSODIOL 300MG CAP, 133.90 , -   
1217171,VALACYCLOVI 500MG TB, 148.08 , -   
1217173,VALGANCICLOV 450MGTB, 190.82 , -   
1217175,VALPROIC AC 250MG CP, 10.04 , -   
1217176,VALSARTAN 80MG TAB, 11.19 , -   
1217178,VANCOMCYIN 125MG CAP, 17.14 , -   
1217179,VASOPRESSIN 20U/ML, 361.55 , -   
1217180,VECURONIUM 10MG INJ," 1,268.76 ", -   
1217182,VENLAFAXI 75MG SR CP, 65.29 , -   
1217183,VENLAFAXINE 75MG TAB, 43.46 , -   
1217184,VENLAFAXI 150MG SRCP, 65.29 , -   
1217185,VENLAFAXI 37.5M SRCP, 18.42 , -   
1217186,VERAPAMIL 120MG TAB, 69.21 , -   
1217187,VERAPAMIL 80MG TAB, 62.78 , -   
1217189,VERAPAMIL 240MG CRTB, 78.86 , -   
1217192,FLUOXETINE 10MG CAP, 107.13 , -   
1217193,VERAPAMIL 180MG CRTB, 78.86 , -   
1217194,B-COMPLEX/VIT C TAB, 10.04 , -   
1217198,WARFARIN 1MG TAB, 50.22 , -   
1217199,WARFARIN 2.5MG TAB, 65.29 , -   
1217200,WARFARIN 5MG TAB, 65.29 , -   
1217205,ZIDOVUDINE 100MG CAP, 107.13 , -   
1217207,ZINC OX 20% OINT 30G, 77.02 , -   
1217208,ZINC SULF 220MG CAP, 10.04 , -   
1217211,ZIPRASIDONE 20MG CAP, 30.11 , -   
1217212,ZOLPIDEM 5MG TAB, 77.02 , -   
1217213,FUROSEMIDE 20MG TAB, 4.40 , -   
1217214,FUROSEMIDE 40MG TAB, 5.03 , -   
1217215,GABAPENTIN 300MG CAP, 65.29 , -   
1217216,GABAPENTIN 100MG CAP, 46.86 , -   
1217217,GABAPENTIN 400MG CAP, 71.97 , -   
1217223,GEMFIBROZIL 600MG TB, 77.02 , -   
1217227,GENTAMIC.1% OIN 15GM, 177.44 , -   
1217229,GLIMEPIRIDE 2MG TAB, 13.41 , -   
1217230,GLIPIZIDE 5MG SR TAB, 5.03 , -   
1217231,GLIPIZIDE 2.5MG SRTB, 5.03 , -   
1217232,GLIPIZIDE 5MG TAB, 65.29 , -   
1217233,GLYBURIDE 5MG TAB, 65.29 , -   
1217234,GLYBURIDE 2.5MG TAB, 10.04 , -   
1217235,GLYBURIDE MIC 3MG TB, 23.44 , -   
1217237,GLYCERIN 1.2GM SUPP, 65.29 , -   
1217239,GLYCOPYR 0.2MG/ML 1M, 133.90 , -   
1217242,GUAIF-COD 100-10/5ML, 5.03 , -   
1217245,HALOPERIDOL 1MG TAB, 5.03 , -   
1217246,HALOPERIDOL 5MG TAB, 10.04 , -   
1217254,HETASTARCH 6% 500ML, 184.12 , -   
1217256,CALC CARB 500MG CHW, 5.03 , -   
1217260,CALCIUM CL 10% 10ML, 71.97 , -   
1217261,FLUOXETINE 20MG CAP, 3.96 , -   
1217266,CAPTOPRIL 12.5MG TAB, 71.97 , -   
1217267,CAPTOPRIL 25MG TAB, 71.97 , -   
1217268,CARBACHOL .01% 1.5ML, 144.81 , -   
1217269,CARBAMAZEP 100MG CHW, 10.04 , -   
1217270,CARBAMAZEPINE 200MGT, 65.29 , -   
1217274,ERGOLOID MES 1MG TAB, 71.97 , -   
1217275,CARBOPROST 250MCG/ML," 1,394.17 ", -   
1217278,CARISOPRODOL 350MGTB, 10.04 , -   
1217279,CARVEDILOL 6.25MG TB, 5.03 , -   
1217290,CEFIXIME 100/5ML 50M, 45.15 , -   
1217292,CEFOTETAN 2GM SOLR, 712.25 , -   
1217295,CELECOXIB 100MG CAP, 71.97 , -   
1217304,CHLORDIAZEPOXIDE 25M, 5.03 , -   
1217305,CHLORDIAZEPOX 10MGCP, 5.03 , -   
1217308,CHLORHEXIN.12% 473ML, 6.38 , -   
1217311,CHLORPHENIRAMINE 4MG, 5.03 , -   
1217313,CHLORPROPAMIDE250MGT, 10.04 , -   
1217314,CHLORTHALIDONE 25MGT, 5.03 , -   
1217317,CHOLESTYRAMINE 4GMPK, 98.75 , -   
1217320,PENTOXIFYL 400MGCRTB, 65.29 , -   
1217323,CIPROFLOXA .3% 2.5ML, 451.94 , -   
1217325,CIPROFL.3%OPOIN 3.5G, 343.72 , -   
1217328,CITALOPRAM 20MG TAB, 17.79 , -   
1217329,NA CIT500-CIT A334/5, 12.00 , -   
1217330,OXANDROLONE 2.5MG TB, 97.49 , -   
1217331,CLARITHROMY 500MG TB, 8.00 , -   
1217332,CLARITHROMYC 250MGTB, 177.44 , -   
1217335,CLINDAMYCIN 150MG CP, 77.02 , -   
1217336,CLINDAMY 75/5ML 100M, 76.55 , -   
1217339,CLONAZEPAM 0.5MG TAB, 71.97 , -   
1217340,CLONIDINE-TTS-1 .1MG, 324.72 , -   
1217341,CLONIDINE-TTS-2 .2MG, 550.68 , -   
1217342,CLONIDINE-TTS-3 .3MG, 764.97 , -   
1217343,CLONIDINE 0.1MG TAB, 4.40 , -   
1217346,CLOPIDOGREL 75MG TAB, 23.67 , -   
1217349,CLOTRIMAZ 1%CRM 15GM, 225.97 , -   
1217350,CLOTRIMAZOLE 10MG TR, 77.02 , -   
1217352,COCAINE 4% 4ML SOLN, 453.60 , -   
1217354,ACET/CODEI 300/30 TB, 10.04 , -   
1217358,ACET/CODEINE300-15TB, 10.04 , -   
1217360,BUTAL/CODEI/ASA/CAFF, 81.99 , -   
1217361,PROMET6.25-COD10/5ML, 65.29 , -   
1217362,COLCHICINE 0.6MG TAB, 5.03 , -   
1217367,CROMOLYN 800MCG 8.1G, 319.45 , -   
1217368,CROMOLYN 5.2MG SP 13, 86.02 , -   
1217369,FA2.5-PYR25-CYAN2 TB, 6.44 , -   
1217370,CYCLOBENZAPRINE 10MG, 77.02 , -   
1217371,CYCLOPENTO 1%OS 2ML, 302.98 , -   
1217377,DANTROLENE 25MG CAP, 71.97 , -   
1217378,DAPSONE 25MG TAB, 10.04 , -   
1217386,DEXTROSE25%-H2O 10ML, 177.45 , -   
1217388,DIAZEPAM 10MG TAB, 65.29 , -   
1217389,DIAZEPAM 2MG TAB, 10.04 , -   
1217390,DIAZEPAM 5MG TAB, 65.29 , -   
1217391,DICLOFEN .1%OS 2.5ML, 96.38 , -   
1217397,DICYCLOMINE 20MG TAB, 5.03 , -   
1217399,DIGOXIN .05MG/ML 1ML, 59.17 , -   
1217400,DIGOXIN 0.125MG TAB, 10.04 , -   
1217401,DIGOXIN 0.25MG TAB, 10.04 , -   
1217404,DILTIAZEM 30MG TAB, 65.29 , -   
1217406,DILTIAZE 180MG SR CP, 78.86 , -   
1217412,HYDRALAZINE 25MG TAB, 5.03 , -   
1217413,HYDRALAZINE 10MG TAB, 5.03 , -   
1217414,HYDRALAZINE 50MG TAB, 5.03 , -   
1217416,HCTZ 25MG TAB, 5.03 , -   
1217420,H-COD2.5-APAP108/5ML, 60.24 , -   
1217423,HYDROCORT 1%OIN 30GM, 137.25 , -   
1217425,HYDROCORT 2.5%CR 30G, 315.46 , -   
1217427,HYDROCORT 1%CR 30GM, 137.25 , -   
1217431,HYDROXYZINE 10MG/5ML, 33.79 , -   
1217432,HYDROXYZINE 25MG TAB, 33.79 , -   
1217433,HYDROXYZINE 10MG TAB, 33.79 , -   
1217440,GUANFACINE 1MG TAB, 77.02 , -   
1217444,IBUPROFEN 100MG/5ML, 6.69 , -   
1217445,IBUPROFEN 200MG TAB, 5.03 , -   
1217446,IBUPROFEN 400MG TAB, 6.69 , -   
1217447,IBUPROFEN 600MG TAB, 10.04 , -   
1217449,IMIPRAMINE 25MG TAB, 5.03 , -   
1217451,INDAPAMINE 2.5MG TAB, 69.21 , -   
1217452,INDIGOTIN 8MG/ML 5ML, 713.06 , -   
1217453,INDOMETHACIN 25MG CP, 65.29 , -   
1217454,INDOMETHACIN 1MG INJ," 1,354.11 ", -   
1217465,ISONIAZID 100MG TAB, 5.03 , -   
1217466,ISONIAZID 300MG TAB, 5.03 , -   
1217468,ISOSORBIDE DI 10MGTB, 4.40 , -   
1217469,ISOSORBIDE DI 20MGTB, 5.03 , -   
1217473,ISOSORB MON 30MGSRTB, 6.69 , -   
1217475,ISRADIPINE 2.5MG CAP, 71.97 , -   
1217476,ITRACONAZOL 100MG CP, 252.75 , -   
1217478,KETAMINE 500MG/5ML," 1,218.55 ", -   
1217479,KETAMINE 200MG/20ML, 6.69 , -   
1217482,KETOCONAZ 2%CRM 15GM, 517.20 , -   
1217483,KETOCONAZOL 200MG TB, 144.84 , -   
1217486,KETOROLAC 10MG TAB, 78.86 , -   
1217487,LABETALOL 100MG/20ML, 177.45 , -   
1217488,LABETALOL 100MG TAB, 6.69 , -   
1217489,LACTULOSE 20GM/30ML, 133.90 , -   
1217492,LAMIVUDINE 150MG TAB, 33.48 , -   
1217493,LAMOTRIGINE 100MG TB, 71.97 , -   
1217498,LATANOPR.005%OS 2.5M, 314.90 , -   
1217504,LEVOFLOXACIN 250MGTB, 177.45 , -   
1217506,LEVOTHYROXI 25MCG TB, 10.04 , -   
1217507,LEVOTHYROX 125MCG TB, 10.04 , -   
1217509,LEVOTHYROXI 50MCG TB, 10.04 , -   
1217512,LEVOTHYROXINE 150MCG, 10.04 , -   
1217513,LEVOTHYROXIN 75MCGTB, 10.04 , -   
1217514,LEVOTHYROXI 88MCG TB, 10.04 , -   
1217515,LIDOCAINE 5% PATCH, 137.25 , -   
1217516,LIDOCAINE 2% GEL 5ML, 27.18 , -   
1217519,LIDOCAINE 2% GEL10ML, 27.36 , -   
1217520,LIDOCAINE 1% 20ML, 195.86 , -   
1217521,LIDOCAINE 2% INJ 20M, 195.86 , -   
1217524,LIDOCAINE .5% 50ML, 13.41 , -   
1217527,LIDOCAINE-MPF1% 30ML, 117.14 , -   
1217528,LIDOCAINE 4% 5ML AMP, 13.41 , -   
1217530,LISINOPRIL 5MG TAB, 5.03 , -   
