IVNUM,IVDESC,IVSW9,IVCPTCD,IVPRICE1,IVFPRICE1,IVFDATE1
2564894,PF NIGHT SPLINT LG,,,150,159,20190101
2564895,PF NIGHT SPLINT SM,,,150,159,20190101
2564896,REELX STT 4.5 KNOTLESS ANCHOR,,,1037.5,1068.5,20190101
2564897,CUFF DISP LARGE 33-47 CM,,,28,30,20190101
2564898,CUFF DISP SMALL 18-26CM,,,21,22.5,20190101
2564899,TORTOISE REPOSITIONING PAD,,,460,483,20190101
2564900,BARD STOOL MANAGEMENT SYSTEM,,,1205,1241,20190101
2564901,BARD STOOL COLLECTION BAG,,,47,51,20190101
2564902,BLADE OSCIL 5071-201,,,394,413.5,20190101
2564903,TUBE FEEDING FR 10,,,25.5,27.5,20190101
2564904,DERMABOND,,,144.5,153,20190101
2564905,SUTURE TAK,,,1017.5,1048,20190101
2564906,ANCHOR 5.5 CORK SCREW,,,1070,1102,20190101
2564907,SHOULDER ABDUCTION SLING SMALL,,,113.5,120.5,20190101
2564908,SHOULDER ABDUCTION SLING MED,,,113.5,120.5,20190101
2564909,SHOULDER ABDUCTION SLING LG,,,113.5,120.5,20190101
2564910,SHOE DARCO ORTHOWEDGE SM,,,96.5,103.5,20190101
2564911,SHOE DARCO ORTHOWEDGE MD,,,96.5,103.5,20190101
2564912,SHOE DARCO ORTHOWEDGE LG,,,96.5,103.5,20190101
2564913,WALKER DIABETIC MD,,,372,390.5,20190101
2564914,WALKER DIABETIC LG,,,372,390.5,20190101
2564915,SEMI RIGID PRO A 3/4,,,55,59,20190101
2564916,SEMI RIGID PRO AA 3/4,,,55,59,20190101
2564917,SEMI RIGID PRO B 3/4,,,55,59,20190101
2564918,SEMI RIGID PRO C 3/4,,,55,59,20190101
2564919,SEMI RIGID PRO D 3/4,,,55,59,20190101
2564920,SEMI RIGID PRO F 3/4,,,55,59,20190101
2564921,SLIDER NEEDLE 45 RIGHT,,,554,581.5,20190101
2564922,SLIDER NEEDLE 45 LEFT,,,554,581.5,20190101
2564923,SLIDER NEEDLE 25 RIGHT,,,554,581.5,20190101
2564924,SLIDER NEEDLE CRESENT LARGE,,,554,581.5,20190101
2564925,SLIDER NEEDLE 30 STRAIGHT,,,554,581.5,20190101
2564926,SLIDER NEEDLE 60 STRAIGHT,,,554,581.5,20190101
2564927,SLIDER NEEDLE CRESENT LARGE XL,,,554,581.5,20190101
2564928,SLIDER NEEDLE CRESENT MEDIUM XL,,,554,581.5,20190101
2564929,SLIDER NITINOL SHUTTLE,,,235,247,20190101
2564931,TRIDENT-ALPHA 4.2MM ABLATOR,,,504.5,529.5,20190101
2564932,RADIAL ARTERY CATH KIT,,,100.5,106.5,20190101
2564933,BLOOD HEMA TUBING,,,48.5,52.5,20190101
2564934,DISTAL BICEPS REPAIR,,,2346,2393,20190101
2564935,SUTURE ANCHOR BIOCOMP 5.5X19.1,,,1158.5,1193.5,20190101
2564936,SUTURE ANCHOR BIOCOMP 4.75X19.1,,,1158.5,1193.5,20190101
2564937,PROTECTOR HEEL PREVALON,,,153,162,20190101
2564938,SUTURE RETRIEVER KINGFISHER,,,3311.5,3377.5,20190101
2564939,FIBERTAPE RETRIEVER WISHBONE HANDLE,,,3311.5,3377.5,20190101
2564940,FIBERTAPE CUTTER WISHBONE HANDLE,,,2898,2956,20190101
2564941,FIBERTAPE 2MM COLLAGEN COATED,,,235.5,247.5,20190101
2564942,TIGERTAPE 2MM,,,144,152.5,20190101
2564943,FORCEPS GRASPING CAESAR,,,83,89,20190101
2564944,VCARE MEDIUM,,,289,303.5,20190101
2564945,VCARE LARGE,,,289,303.5,20190101
2564946,BED ALARM SENSOR PAD,,,48.5,52.5,20190101
2564947,SUTURE ANCHOR SWIVELOCK TENODESIS,,,1247.5,1285,20190101
2564948,REAMER PILOTED HEAD,,,635.5,667.5,20190101
2564949,FIBERWIRE #2 COLLAGEN COATED,,,127,134.5,20190101
2564950,URINE METER FOLEY TRAY W/ TEMP,,,104,110,20190101
2564951,CATH FOLEY 16F 30CC 3WAY,,,21,22.5,20190101
2564952,JURGAN BALL,,,18.5,20,20190101
2564953,POSTOP SHOE MALE SMALL 6-8,,,32.5,35,20190101
2564954,NEONATAL SPO2 SENSOR,,,43.5,47,20190101
2564955,NEONATAL/ADULT PULSE OXIMETER,,,43.5,47,20190101
2564956,TRAY EPIDURAL BLUE,,,236,248,20190101
2564957,SPLINTS BUNION,,,74,79,20190101
2564958,STAPLER  TA9048S,,,1013.5,1044,20190101
2564959,LINEAR CUTTER RELOADS SR75,,,319,335,20190101
2564960,LINEAR STAPLER RELOADS XR30B,,,159.5,169,20190101
2564961,LINEAR CUTTER 75MM TLC75,,,505.5,531,20190101
2564962,LINEAR STAPLER RELOADABLE,,,326.5,343,20190101
2564963,TEMPERATURE PROBE GIRAFFE,,,35,38,20190101
2564964,WOUND POUCH EAKIN,,,196,208,20190101
2564965,SURGICEL HEMOSTAT,,,320.5,336.5,20190101
2564966,KCI DRESSING SILVER SMALL,,,147,156,20190101
2564967,TISSUEMEND 3X3 PATCH,,,1897,1935,20190101
2564968,OUTFLOW TUBING SET,,,121.5,129,20190101
2564969,CPM DEVICE SUPPLY CHARGE,,,57,61,20190101
2564970,KCI GRANUFOAM BRIDGE XG DRESSING,,,175,185.5,20190101
2564971,PASSPORT BUTTON CANNULA 8X3,,,99,106,20190101
2564972,PASSPORT BUTTON CANNULA 8X4,,,99,106,20190101
2564973,CHAIR ALARM SENSOR PAD,,,48.5,52.5,20190101
2564974,HEEL PAD 2 1/2  X 5/16,,,25.5,27.5,20190101
2564975,HEEL PAD 3,,,25.5,27.5,20190101
2564976,IGUARD EYE PROTECTOR WRONG,,,25.5,27.5,20190101
2564977,SHORT PNEUMATIC WALKER XS,,,93,99.5,20190101
2564978,WOUND PROTECTOR/ RETRACTOR ALEXIS,,,144.5,153,20190101
2564979,CATH FOLEY TRAY ERASE CAUTI 16FR,,,78,83.5,20190101
2564980,SEAMGUARD BIOABSORBABLE STAPLE LINE,,,600,630,20190101
2564981,PATELLA SURROUND STRAP S,,,38.5,41.5,20190101
2564982,PATELLA SURROUND STRAP M,,,38.5,41.5,20190101
2564983,PATELLA SURROUND STRAP L,,,38.5,41.5,20190101
2564984,EVICEL,,,1567,1598.5,20190101
2564985,EVICEL FLEXIBLE TIPS,,,109,115.5,20190101
2564986,ENDO LINEAR CUTTER,,,1261.5,1299.5,20190101
2564987,HARMONIC ACE SHEARS,,,1567,1598.5,20190101
2564988,ETHICON TROCAR BLADELESS 12MM,,,321,337,20190101
2564989,ETHICON TROCAR BLADELESS 5MM,,,316,332,20190101
2564990,ETHICON TROCAR UNIVERSAL 12MM,,,189.5,201,20190101
2564991,SLEEVE CALIBRATION SYSTEM 36FR,,,463.5,486.5,20190101
2564992,ETHICON RELOADS GOLD,,,562.5,590.5,20190101
2564993,ETHICON RELOADS BLUE,,,562.5,590.5,20190101
2564994,ETHICON RELOADS BLACK,,,562.5,590.5,20190101
2564995,ETHICON RELOADS GREEN,,,562.5,590.5,20190101
2564996,ETHICON TROCAR BLADELESS 12MM,,,321.5,337.5,20190101
2564997,TUBING CROSSFLOW CASSETTE,,,275,289,20190101
2564998,ICONIX 2 TT ANCHOR,,,1283,1321.5,20190101
2564999,ICONIX 1 TT ANCHOR,,,1283,1321.5,20190101
2565000,PACK HOT/COLD PERSONALIZED,,,52,55.5,20190101
2565001,10 FR INTERNAL FEED TUBE,,,87,93,20190101
2565002,WOUND VAC PER DAY,,,99,106,20190101
3000100,ANESTHESIA UNIT X 15MIN,,100,211.5,211.5,0
3000103,ANESTHESIA UNIT X 15MIN,,103,211.5,211.5,0
3000120,ANESTHESIA UNIT X 15MIN,,120,211.5,211.5,0
3000126,ANESTHESIA UNIT X 15MIN,,126,211.5,211.5,0
3000140,ANESTHESIA UNIT X 15MIN,,140,211.5,211.5,0
3000160,ANESTHESIA UNIT X 15MIN,,160,211.5,211.5,0
3000164,ANESTHESIA UNIT X 15MIN,,164,211.5,211.5,0
3000170,ANESTHESIA UNIT X 15MIN,,170,211.5,211.5,0
3000190,ANESTHESIA UNIT X 15MIN,,190,211.5,211.5,0
3000300,ANESTHESIA UNIT X 15MIN,,300,211.5,211.5,0
3000320,ANESTHESIA UNIT X 15MIN,,320,211.5,211.5,0
3000352,ANESTHESIA UNIT X 15MIN,,352,211.5,211.5,0
3000400,ANESTHESIA UNIT X 15MIN,,400,211.5,211.5,0
3000401,ANESTHESIA UNIT X 15MIN,,401,211.5,211.5,0
3000402,ANESTHESIA UNIT X 15MIN,,402,211.5,211.5,0
3000404,ANESTHESIA UNIT X 15MIN,,404,211.5,211.5,0
3000410,ANESTHESIA UNIT X 15MIN,,410,211.5,211.5,0
3000450,ANESTHESIA UNIT X 15MIN,,450,211.5,211.5,0
3000520,ANESTHESIA UNIT X 15MIN,,520,211.5,211.5,0
3000524,ANESTHESIA UNIT X 15MIN,,524,211.5,211.5,0
3000532,ANESTHESIA UNIT X 15MIN,,532,211.5,211.5,0
3000635,ANESTHESIA UNIT X 15MIN,,635,211.5,211.5,0
3000640,ANESTHESIA UNIT X 15MIN,,640,211.5,211.5,0
3000700,ANESTHESIA UNIT X 15MIN,,702,211.5,211.5,0
3000702,ANESTHESIA UNIT X 15MIN,,702,211.5,211.5,0
3000730,ANESTHESIA UNIT X 15MIN,,730,211.5,211.5,0
3000731,ANESTHESIA UNIT X 15MIN,,731,211.5,211.5,0
3000740,ANESTHESIA UNIT X 15MIN,,740,211.5,211.5,0
3000750,ANESTHESIA UNIT X 15MIN,,750,211.5,211.5,0
3000752,ANESTHESIA UNIT X 15MIN,,752,211.5,211.5,0
3000756,ANESTHESIA UNIT X 15MIN,,62311,211.5,211.5,0
3000790,ANESTHESIA UNIT X 15MIN,,790,211.5,211.5,0
3000797,ANESTHESIA UNIT X 15MIN,,797,211.5,211.5,0
3000800,ANESTHESIA UNIT X 15MIN,,800,211.5,211.5,0
3000810,ANESTHESIA UNIT X 15MIN,,810,211.5,211.5,0
3000811,ANESTHESIA UNIT X 15MIN,,811,211.5,211.5,0
3000812,ANESTHESIA UNIT X 15MIN,,812,211.5,211.5,0
3000813,ANESTHESIA UNIT X 15MIN,,813,211.5,211.5,0
3000817,ANESTHESIA UNIT X 15MIN,,820,211.5,211.5,0
3000820,ANESTHESIA UNIT X 15MIN,,820,211.5,211.5,0
3000830,ANESTHESIA UNIT X 15MIN,,830,211.5,211.5,0
3000832,ANESTHESIA UNIT X 15MIN,,832,211.5,211.5,0
3000834,ANESTHESIA UNIT X 15MIN,,830,211.5,211.5,0
3000840,ANESTHESIA UNIT X 15MIN,,840,211.5,211.5,0
3000846,ANESTHESIA UNIT X 15MIN,,846,211.5,211.5,0
3000848,ANESTHESIA UNIT X 15MIN,,848,211.5,211.5,0
3000851,ANESTHESIA UNIT X 15MIN,,851,211.5,211.5,0
3000860,ANESTHESIA UNIT X 15MIN,,860,211.5,211.5,0
3000870,ANESTHESIA UNIT X 15MIN,,870,211.5,211.5,0
3000902,ANESTHESIA UNIT X 15MIN,,902,211.5,211.5,0
3000906,ANESTHESIA UNIT X 15MIN,,906,211.5,211.5,0
3000910,ANESTHESIA UNIT X 15MIN,,910,211.5,211.5,0
3000912,ANESTHESIA UNIT X 15MIN,,912,211.5,211.5,0
3000914,ANESTHESIA UNIT X 15MIN,,914,211.5,211.5,0
3000918,ANESTHESIA UNIT X 15MIN,,918,211.5,211.5,0
3000920,ANESTHESIA UNIT X 15MIN,,920,211.5,211.5,0
3000921,ANESTHESIA UNIT X 15MIN,,921,211.5,211.5,0
3000924,ANESTHESIA UNIT X 15MIN,,924,211.5,211.5,0
3000926,ANESTHESIA UNIT X 15MIN,,926,211.5,211.5,0
3000930,ANESTHESIA UNIT X 15MIN,,930,211.5,211.5,0
3000940,ANESTHESIA UNIT X 15MIN,,940,211.5,211.5,0
3000942,ANESTHESIA UNIT X 15MIN,,942,211.5,211.5,0
3000944,ANESTHESIA UNIT X 15MIN,,944,211.5,211.5,0
3000948,ANESTHESIA UNIT X 15MIN,,948,211.5,211.5,0
3000952,ANESTHESIA UNIT X 15MIN,,952,211.5,211.5,0
3001120,ANESTHESIA UNIT X 15MIN,,1120,211.5,211.5,0
3001200,ANESTHESIA UNIT X 15MIN,,1200,211.5,211.5,0
3001210,ANESTHESIA UNIT X 15MIN,,1210,211.5,211.5,0
3001214,ANESTHESIA UNIT X 15MIN,,1214,211.5,211.5,0
3001215,ANESTHESIA UNIT X 15MIN,,1215,211.5,211.5,0
3001220,ANESTHESIA UNIT X 15MIN,,1220,211.5,211.5,0
3001230,ANESTHESIA UNIT X 15MIN,,1230,211.5,211.5,0
3001232,ANESTHESIA UNIT X 15MIN,,1232,211.5,211.5,0
3001234,ANESTHESIA UNIT X 15MIN,,1234,211.5,211.5,0
3001250,ANESTHESIA UNIT X 15MIN,,1250,211.5,211.5,0
3001320,ANESTHESIA UNIT X 15MIN,,1320,211.5,211.5,0
3001340,ANESTHESIA UNIT X 15MIN,,1340,211.5,211.5,0
3001360,ANESTHESIA UNIT X 15MIN,,1360,211.5,211.5,0
3001380,ANESTHESIA UNIT X 15MIN,,1380,211.5,211.5,0
3001382,ANESTHESIA UNIT X 15MIN,,1382,211.5,211.5,0
3001390,ANESTHESIA UNIT X 15MIN,,1390,211.5,211.5,0
3001392,ANESTHESIA UNIT X 15MIN,,1392,211.5,211.5,0
3001400,ANESTHESIA UNIT X 15MIN,,1400,211.5,211.5,0
3001402,ANESTHESIA UNIT X 15MIN,,1402,211.5,211.5,0
3001430,ANESTHESIA UNIT X 15MIN,,1430,211.5,211.5,0
3001462,ANESTHESIA UNIT X 15MIN,,1462,211.5,211.5,0
3001464,ANESTHESIA UNIT X 15MIN,,1464,211.5,211.5,0
3001470,ANESTHESIA UNIT X 15MIN,,1470,211.5,211.5,0
3001472,ANESTHESIA UNIT X 15MIN,,1472,211.5,211.5,0
3001474,ANESTHESIA UNIT X 15MIN,,1474,211.5,211.5,0
3001480,ANESTHESIA UNIT X 15MIN,,1480,211.5,211.5,0
3001482,ANESTHESIA UNIT X 15MIN,,1482,211.5,211.5,0
3001483,ANESTHESIA UNIT X 15MIN,,1483,211.5,211.5,0
3001484,ANESTHESIA UNIT X 15MIN,,1484,211.5,211.5,0
3001520,ANESTHESIA UNIT X 15MIN,,1520,211.5,211.5,0
3001610,ANESTHESIA UNIT X 15MIN,,1610,211.5,211.5,0
3001620,ANESTHESIA UNIT X 15MIN,,1620,211.5,211.5,0
3001622,ANESTHESIA UNIT X 15MIN,,1622,211.5,211.5,0
3001630,ANESTHESIA UNIT X 15MIN,,1630,211.5,211.5,0
3001632,ANESTHESIA UNIT X 15MIN,,1632,211.5,211.5,0
3001638,ANESTHESIA UNIT X 15MIN,,1638,211.5,211.5,0
3001650,ANESTHESIA UNIT X 15MIN,,1650,211.5,211.5,0
3001710,ANESTHESIA UNIT X 15MIN,,1710,211.5,211.5,0
3001712,ANESTHESIA UNIT X 15MIN,,1710,211.5,211.5,0
3001716,ANESTHESIA UNIT X 15MIN,,1716,211.5,211.5,0
3001730,ANESTHESIA UNIT X 15MIN,,1730,211.5,211.5,0
3001732,ANESTHESIA UNIT X 15MIN,,1732,211.5,211.5,0
3001740,ANESTHESIA UNIT X 15MIN,,1740,211.5,211.5,0
3001742,ANESTHESIA UNIT X 15MIN,,1742,211.5,211.5,0
3001744,ANESTHESIA UNIT X 15MIN,,1744,211.5,211.5,0
3001810,ANESTHESIA UNIT X 15MIN,,1810,211.5,211.5,0
3001820,ANESTHESIA UNIT X 15MIN,,1820,211.5,211.5,0
3001830,ANESTHESIA UNIT X 15MIN,,1830,211.5,211.5,0
3001844,ANESTHESIA UNIT X 15MIN,,1844,211.5,211.5,0
3001860,ANESTHESIA UNIT X 15MIN,,1860,211.5,211.5,0
3001922,ANESTHESIA UNIT X 15MIN,,1922,211.5,211.5,0
3001932,ANESTHESIA UNIT X 15MIN,,1932,211.5,211.5,0
3001935,ANESTHESIA UNIT X 15MIN,,1935,211.5,211.5,0
3001936,ANESTHESIA UNIT X 15MIN,,1936,211.5,211.5,0
3001952,ANESTHESIA UNIT X 15MIN,,1952,211.5,211.5,0
3001960,ANESTHESIA UNIT X 15MIN,,1960,211.5,211.5,0
3001961,ANESTHESIA UNIT X 15MIN,,1961,211.5,211.5,0
3001963,ANESTHESIA UNIT X 15MIN,,1963,211.5,211.5,0
3001965,ANESTHESIA UNIT X 15MIN,,1965,211.5,211.5,0
3001967,ANESTHESIA UNIT X 15MIN,,1967,211.5,211.5,0
3001968,ANESTHESIA UNIT X 15MIN,,1968,211.5,211.5,0
3001969,ANESTHESIA UNIT X 15MIN,,1969,211.5,211.5,0
3001991,ANESTHESIA UNIT X 15MIN,,1991,211.5,211.5,0
3001992,ANESTHESIA UNIT X 15MIN,,1992,211.5,211.5,0
3001995,ANESTHESIA UNIT X 15MIN,,1995,211.5,211.5,0
3001996,ANESTHESIA UNIT X 15MIN,,1996,211.5,211.5,0
3002101,ANESTHESIA UNIT X 15MIN,,2101,211.5,211.5,0
3020551,ANESTHESIA UNIT X 15MIN,,20551,211.5,211.5,0
3020552,ANESTHESIA UNIT X 15MIN,,2055251,149,149,0
3020553,ANESTHESIA UNIT X 15MIN,,20553,164,164,0
3020605,ANESTHESIA UNIT X 15MIN,,20605,134,134,0
3020610,ANESTHESIA UNIT X 15MIN,,20610,177,177,0
3027096,ANESTHESIA UNIT X 15MIN,,27096,569,569,0
3030160,ANESTHESIA UNIT X 15MIN,,00160P3,211.5,211.5,0
3030170,ANESTHESIA UNIT X 15MIN,,00170P3,211.5,211.5,0
3030400,ANESTHESIA UNIT X 15MIN,,400,211.5,211.5,0
3030532,ANESTHESIA UNIT X 15MIN,,00532P3,211.5,211.5,0
3030740,ANESTHESIA UNIT X 15MIN,,00740P3,211.5,211.5,0
3030790,ANESTHESIA UNIT X 15MIN,,790,211.5,211.5,0
3030800,ANESTHESIA UNIT X 15MIN,,00800P3,211.5,211.5,0
3030810,ANESTHESIA UNIT X 15MIN,,00810P3,211.5,211.5,0
3030830,ANESTHESIA UNIT X 15MIN,,00830P3,211.5,211.5,0
3030832,ANESTHESIA UNIT X 15MIN,,00832P3,211.5,211.5,0
3030840,ANESTHESIA UNIT X 15MIN,,00840P3,211.5,211.5,0
3030870,ANESTHESIA UNIT X 15MIN,,00870P3,211.5,211.5,0
3030902,ANESTHESIA UNIT X 15MIN,,902,211.5,211.5,0
3030910,ANESTHESIA UNIT X 15MIN,,00910P3,211.5,211.5,0
3030912,ANESTHESIA UNIT X 15MIN,,01992P3,211.5,211.5,0
3030914,ANESTHESIA UNIT X 15MIN,,00914P3,211.5,211.5,0
3030940,ANESTHESIA UNIT X 15MIN,,00940P3,211.5,211.5,0
3031382,ANESTHESIA UNIT X 15MIN,,01382P3,211.5,211.5,0
3031392,ANESTHESIA UNIT X 15MIN,,01392P3,211.5,211.5,0
3031400,ANESTHESIA UNIT X 15MIN,,01400P3,211.5,211.5,0
3031462,ANESTHESIA UNIT X 15MIN,,01462P3,211.5,211.5,0
3031480,ANESTHESIA UNIT X 15MIN,,01480P4,211.5,211.5,0
3031500,ANESTHESIA UNIT X 15MIN,,31500,450,450,0
3031610,ANESTHESIA UNIT X 15MIN,,01610P3,211.5,211.5,0
3031630,ANESTHESIA UNIT X 15MIN,,01630P3,211.5,211.5,0
3031710,ANESTHESIA UNIT X 15MIN,,1710,211.5,211.5,0
3031810,ANESTHESIA UNIT X 15MIN,,01810P3,211.5,211.5,0
3031830,ANESTHESIA UNIT X 15MIN,,01830P3,211.5,211.5,0
3031922,ANESTHESIA UNIT X 15MIN,,01922P3,211.5,211.5,0
3031961,ANESTHESIA UNIT X 15MIN,,01961P3,211.5,211.5,0
3032270,ANESTHESIA UNIT X 15MIN,,62270P3,211.5,211.5,0
3035100,ANESTHESIA UNIT X 15MIN,,31500,211.5,211.5,0
3036400,ANESTHESIA UNIT X 15MIN,,36400,211.5,211.5,0
3036410,ANESTHESIA UNIT X 15MIN,,36410,211.5,211.5,0
3036420,ANESTHESIA UNIT X 15MIN,,36420,211.5,211.5,0
3036425,ANESTHESIA UNIT X 15MIN,,36425,211.5,211.5,0
3036555,ANESTHESIA UNIT X 15MIN,,36555,600,600,0
3036556,ANESTHESIA UNIT X 15MIN,,36556,211.5,211.5,0
3036559,ANESTHESIA UNIT X 15MIN,,,211.5,211.5,0
3036569,ANESTHESIA PICC LINE> 5YRS,,36569,375,375,0
3036600,ANESTHESIA UNIT X 15MIN,,36600,211.5,211.5,0
3036620,ANESTHESIA UNIT X 15MIN,,36620,211.5,211.5,0
3039100,ANESTHESIA UNIT X 15MIN,,99100P3,211.5,211.5,0
3039140,ANESTHESIA UNIT X 15MIN,,99140P3,211.5,211.5,0
3040190,ANESTHESIA UNIT X 15MIN,,190,211.5,211.5,0
3040400,ANESTHESIA UNIT X 15MIN,,00400P4,211.5,211.5,0
3040730,ANESTHESIA UNIT X 15MIN,,00730P4,211.5,211.5,0
3040740,ANESTHESIA UNIT X 15MIN,,00740P4,211.5,211.5,0
3040790,ANESTHESIA UNIT X 15MIN,,790,211.5,211.5,0
3040810,ANESTHESIA UNIT X 15MIN,,00810P4,211.5,211.5,0
3040832,ANESTHESIA UNIT X 15MIN,,00832P4,212,212,0
3040840,ANESTHESIA UNIT X 15MIN,,00840P4,211.5,211.5,0
3041210,ANESTHESIA UNIT X 15MIN,,01210P4,211.5,211.5,0
3041480,ANESTHESIA UNIT X 15MIN,,01480P4,211.5,211.5,0
3041500,ANESTHESIA UNIT X 15MIN,,31500P4,211.5,211.5,0
3041630,ANESTHESIA UNIT X 15MIN,,01630P4,211.5,211.5,0
3041810,ANESTHESIA UNIT X 15MIN,,01810P4,211.5,211.5,0
3041844,ANESTHESIA UNIT X 15MIN,,01844P4,211.5,211.5,0
3043150,ANESTHESIA UNIT X 15MIN,,31500P4,211.5,211.5,0
3050532,ANESTHESIA UNIT X 15MIN,,00532P5,211.5,211.5,0
3062096,ANESTHESIA UNIT X 15MIN,,1992,211.5,211.5,0
3062133,ANESTHESIA UNIT X 15MIN,,,211.5,211.5,0
3062270,ANESTHESIA UNIT X 15MIN,,62270,211.5,211.5,0
3062272,ANESTHESIA UNIT X 15MIN,,62272,211.5,211.5,0
3062273,ANESTHESIA UNIT X 15MIN,,62273,565,565,0
3062281,ANESTHESIA UNIT X 15MIN,,62281,635,635,0
3062282,ANESTHESIA UNIT X 15MIN,,62311,211.5,211.5,0
3062310,ANESTHESIA UNIT X 15MIN,,62310,211.5,211.5,0
3062311,ANESTHESIA UNIT X 15MIN,,62311,211.5,211.5,0
3062318,ANESTHESIA UNIT X 15MIN,,62318,211.5,211.5,0
3062319,ANESTHESIA UNIT X 15MIN,,6232659,211.5,211.5,0
3062320,ANESTHESIA UNIT X 15MIN,,62320,211.5,211.5,0
3062321,ANESTHESIA UNIT X 15MIN,,62321,633.43,633.43,0
3062322,ANESTHESIA UNIT X 15MIN,,62322,397.48,397.48,0
3062323,ANESTHESIA UNIT X 15MIN,,62323,621.78,621.78,0
3062324,ANESTHESIA UNIT X 15MIN,,62324,211.5,211.5,0
3064405,ANESTHESIA UNIT X 15MIN,,6440559,300,300,0
3064415,ANESTHESIA UNIT X 15MIN,,64415,429,429,0
3064416,ANESTHESIA UNIT X 15MIN,,6441659,211.5,211.5,0
3064417,ANESTHESIA UNIT X 15MIN,,6441759,211.5,211.5,0
3064418,ANESTHESIA UNIT X 15MIN,,6441859,211.5,211.5,0
3064421,ANESTHESIA UNIT X 15MIN,,6442159,211.5,211.5,0
3064445,ANESTHESIA UNIT X 15MIN,,6444559,211.5,211.5,0
3064447,ANESTHESIA UNIT X 15MIN,,6444759,609,609,0
3064448,ANESTHESIA UNIT X 15MIN,,6444859,211.5,211.5,0
3064449,ANESTHESIA UNIT X 15MIN,,64449,211.5,211.5,0
3064450,ANESTHESIA UNIT X 15MIN,,64450,211.5,211.5,0
3064475,ANESTHESIA UNIT X 15MIN,,6447559,211.5,211.5,0
3064476,ANESTHESIA UNIT X 15MIN,,6447659,211.5,211.5,0
3064479,ANESTHESIA UNIT X 15MIN,,6447959,700,700,0
3064480,ANESTHESIA UNIT X 15MIN,,6448059,383,383,0
3064483,ANESTHESIA UNIT X 15MIN,,64483,750,750,0
3064484,ANESTHESIA UNIT X 15MIN,,6448459,406,406,0
3064486,ANESTHESIA UNIT X 15MIN,,64486,475,475,0
3064488,ANESTHESIA UNIT X 15MIN,,64488,836,836,0
3064490,ANESTHESIA UNIT X 15MIN,,6449059,606,606,0
3064491,ANESTHESIA UNIT X 15MIN,,6449159,328,328,0
3064492,ANESTHESIA UNIT X 15MIN,,64492,333,333,0
3064493,ANESTHESIA UNIT X 15MIN,,6449359,556,556,0
3064494,ANESTHESIA UNIT X 15MIN,,64494,296,296,0
3064495,ANESTHESIA UNIT X 15MIN,,64495,294,294,0
3064505,ANESTHESIA UNIT X 15MIN,,64505,515,515,0
3064635,ANESTHESIA UNIT X 15MIN,,64635,1100,1100,0
3064636,ANESTHESIA UNIT X 15MIN,,64636,500,500,0
3064999,ANESTHESIA UNIT X 15MIN,,64999,211.5,211.5,0
3076003,ANESTHESIA UNIT X 15MIN,,76003,211.5,211.5,0
3076005,ANESTHESIA UNIT X 15MIN,,77011,211.5,211.5,0
3076937,ANESTHESIA UNIT X 15MIN,,76937,211.5,211.5,0
3076942,ANESTHESIA UNIT X 15MIN,,7694259,211.5,222,20190101
3077002,ANESTHESIA UNIT X 15MIN,,77002,211.5,211.5,0
3077003,ANESTHESIA UNIT X 15MIN,,7700359,211.5,211.5,0
3077011,ANESTHESIA UNIT X 15MIN,,77011,211.5,211.5,0
3090000,ANESTHESIA N2O,,,171.5,171.5,0
3090001,ANES BIS MONITOR W ELECTODES,,,237,237,0
3090002,ANES LMS,,,45,45,0
3090003,ANES INTUBATING LMS,,,194,194,0
3090005,ANESTHESIA O2,,,171.5,171.5,0
3090011,ANESTHESIA UNIT DENTAL 15MIN,,170,178,178,0
3090015,ANESTHESIA VITAL SYS MONITOR,,,45,45,0
3092950,ANESTHESIA UNIT X 15MIN,,92950,211.5,211.5,0
3094002,ANESTHESIA UNIT X 15MIN,,94002,211.5,211.5,0
3094003,ANESTHESIA UNIT X 15MIN,,94003,211.5,211.5,0
3094656,ANESTHESIA UNIT X 15MIN,,94002,211.5,211.5,0
3094799,ANESTHESIA UNIT X 15MIN,,94799,211.5,211.5,0
3099100,ANESTHESIA UNIT X 15MIN,,99100,211.5,211.5,0
3099135,ANESTHESIA UNIT X 15MIN,,99135,211.5,211.5,0
3099140,ANESTHESIA UNIT X 15MIN,,99140,211.5,211.5,0
3099152,ANESTHESIA UNIT X 15MIN,,99152,50,50,0
3099291,ANESTHESIA UNIT X 15MIN,,99291,211.5,211.5,0
3099292,ANESTHESIA UNIT X 15MIN,,99292,211.5,211.5,0
3099440,ANESTHESIA UNIT X 15MIN,,99440,211.5,211.5,0
3099465,ANESTHESIA UNIT X 15MIN,,99465,211.5,211.5,0
3300000,BB FRESH FROZEN PLASMA,P,P9017,235,247,20190101
3300005,BB UNIT PLATELET,P,P9034,1168.5,1203.5,20190101
3300010,BB UNIT BLOOD PRBC,P,P9021,386.5,406,20190101
3300015,BB PRBC WBC REDUCED,P,P9016,859.5,625,20190101
3300020,BB UNIT PLATEPHERESIS,P,P9035,1793,1793,0
3300025,BB IRRADIATION BLOOD PRODUCT,P,P9021,108,114.5,20190101
3403000,CT BONE DENSITY,,77078,323.93,205,20190101
3403001,CT BRAIN SKULL W/O CONTRAST,,70450,1152.57,1187,20190101
3403002,CT BRAIN SKULL W/ CONTRAST,,70460,1274.73,1313,20190101
