,,,
HOSPITAL INPATIENT DRG STANDARD CHARGES - FISCAL YEAR 2018,,,
MDC,MDC Description,Medicare DRG Code & Name, Avg. Standard Charge Per Encounter 
6,Digestive System,341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC MS," $206,359 "
6,Digestive System,342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC MS," $40,720 "
6,Digestive System,343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC MS," $35,679 "
6,Digestive System,344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC MS," $85,081 "
6,Digestive System,345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC MS," $59,340 "
6,Digestive System,346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC MS," $37,648 "
6,Digestive System,347 - ANAL & STOMAL PROCEDURES W MCC MS," $99,149 "
6,Digestive System,348 - ANAL & STOMAL PROCEDURES W CC MS," $51,098 "
6,Digestive System,349 - ANAL & STOMAL PROCEDURES W/O CC/MCC MS," $32,133 "
6,Digestive System,351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC MS," $57,620 "
6,Digestive System,352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC MS," $42,930 "
6,Digestive System,353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC MS," $143,025 "
6,Digestive System,354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC MS," $63,318 "
6,Digestive System,355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC MS," $51,216 "
6,Digestive System,356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC MS," $116,391 "
6,Digestive System,357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC MS," $64,009 "
6,Digestive System,358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC MS," $45,039 "
6,Digestive System,368 - MAJOR ESOPHAGEAL DISORDERS W MCC MS," $46,871 "
6,Digestive System,369 - MAJOR ESOPHAGEAL DISORDERS W CC MS," $23,973 "
6,Digestive System,370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC MS," $17,213 "
6,Digestive System,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC MS," $34,985 "
6,Digestive System,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC MS," $27,668 "
6,Digestive System,373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC MS," $22,142 "
6,Digestive System,374 - DIGESTIVE MALIGNANCY W MCC MS," $47,464 "
6,Digestive System,375 - DIGESTIVE MALIGNANCY W CC MS," $27,340 "
6,Digestive System,376 - DIGESTIVE MALIGNANCY W/O CC/MCC MS," $26,978 "
6,Digestive System,377 - G.I. HEMORRHAGE W MCC MS," $43,998 "
6,Digestive System,378 - G.I. HEMORRHAGE W CC MS," $27,094 "
6,Digestive System,379 - G.I. HEMORRHAGE W/O CC/MCC MS," $25,290 "
6,Digestive System,380 - COMPLICATED PEPTIC ULCER W MCC MS," $48,397 "
6,Digestive System,381 - COMPLICATED PEPTIC ULCER W CC MS," $28,333 "
6,Digestive System,382 - COMPLICATED PEPTIC ULCER W/O CC/MCC MS," $15,351 "
6,Digestive System,383 - UNCOMPLICATED PEPTIC ULCER W MCC MS," $41,018 "
6,Digestive System,384 - UNCOMPLICATED PEPTIC ULCER W/O MCC MS," $32,573 "
6,Digestive System,385 - INFLAMMATORY BOWEL DISEASE W MCC MS," $28,022 "
6,Digestive System,386 - INFLAMMATORY BOWEL DISEASE W CC MS," $25,952 "
6,Digestive System,387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC MS," $23,300 "
6,Digestive System,388 - G.I. OBSTRUCTION W MCC MS," $33,357 "
6,Digestive System,389 - G.I. OBSTRUCTION W CC MS," $21,440 "
6,Digestive System,390 - G.I. OBSTRUCTION W/O CC/MCC MS," $20,085 "
6,Digestive System,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC MS"," $32,484 "
6,Digestive System,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC MS"," $20,918 "
6,Digestive System,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC MS," $39,011 "
6,Digestive System,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC MS," $28,336 "
6,Digestive System,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC MS," $19,673 "
6,Digestive System,,
7,Hepatobiliary System & Pancreas,"405 - PANCREAS, LIVER & SHUNT PROCEDURES W MCC MS"," $143,184 "
7,Hepatobiliary System & Pancreas,"406 - PANCREAS, LIVER & SHUNT PROCEDURES W CC MS"," $80,346 "
7,Hepatobiliary System & Pancreas,"407 - PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC MS"," $72,584 "
7,Hepatobiliary System & Pancreas,408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC MS," $96,257 "
7,Hepatobiliary System & Pancreas,409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC MS," $62,334 "
7,Hepatobiliary System & Pancreas,410 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC MS," $55,608 "
7,Hepatobiliary System & Pancreas,414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC MS," $89,512 "
7,Hepatobiliary System & Pancreas,415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC MS," $57,662 "
7,Hepatobiliary System & Pancreas,416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC MS," $70,033 "
7,Hepatobiliary System & Pancreas,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC MS," $65,221 "
7,Hepatobiliary System & Pancreas,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC MS," $54,198 "
7,Hepatobiliary System & Pancreas,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC MS," $50,463 "
7,Hepatobiliary System & Pancreas,420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC MS," $68,048 "
7,Hepatobiliary System & Pancreas,421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC MS," $62,013 "
7,Hepatobiliary System & Pancreas,422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC MS," $125,757 "
7,Hepatobiliary System & Pancreas,423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC MS," $88,881 "
7,Hepatobiliary System & Pancreas,424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC MS," $58,651 "
7,Hepatobiliary System & Pancreas,432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC MS," $50,390 "
7,Hepatobiliary System & Pancreas,433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC MS," $26,078 "
7,Hepatobiliary System & Pancreas,434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC MS," $15,684 "
7,Hepatobiliary System & Pancreas,435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC MS," $54,418 "
7,Hepatobiliary System & Pancreas,436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC MS," $30,609 "
7,Hepatobiliary System & Pancreas,437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC MS," $35,903 "
7,Hepatobiliary System & Pancreas,438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC MS," $36,070 "
7,Hepatobiliary System & Pancreas,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC MS," $23,107 "
7,Hepatobiliary System & Pancreas,440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC MS," $15,349 "
7,Hepatobiliary System & Pancreas,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC MS"," $52,336 "
7,Hepatobiliary System & Pancreas,"442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC MS"," $24,808 "
7,Hepatobiliary System & Pancreas,"443 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC MS"," $22,896 "
7,Hepatobiliary System & Pancreas,444 - DISORDERS OF THE BILIARY TRACT W MCC MS," $45,928 "
7,Hepatobiliary System & Pancreas,445 - DISORDERS OF THE BILIARY TRACT W CC MS," $40,511 "
7,Hepatobiliary System & Pancreas,446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC MS," $30,294 "
7,Hepatobiliary System & Pancreas,,
8,Musculoskeletal System & Connective Tissue,453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC MS," $252,749 "
8,Musculoskeletal System & Connective Tissue,454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC MS," $221,747 "
8,Musculoskeletal System & Connective Tissue,455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC MS," $123,148 "
8,Musculoskeletal System & Connective Tissue,456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC MS," $221,368 "
8,Musculoskeletal System & Connective Tissue,457 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC MS," $140,231 "
8,Musculoskeletal System & Connective Tissue,458 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC MS," $112,329 "
8,Musculoskeletal System & Connective Tissue,459 - SPINAL FUSION EXCEPT CERVICAL W MCC MS," $156,989 "
8,Musculoskeletal System & Connective Tissue,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC MS," $98,887 "
8,Musculoskeletal System & Connective Tissue,461 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC MS," $71,754 "
8,Musculoskeletal System & Connective Tissue,462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC MS," $70,404 "
8,Musculoskeletal System & Connective Tissue,"463 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC MS"," $169,325 "
8,Musculoskeletal System & Connective Tissue,"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC MS"," $81,644 "
8,Musculoskeletal System & Connective Tissue,"465 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC MS"," $47,256 "
8,Musculoskeletal System & Connective Tissue,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC MS," $107,945 "
8,Musculoskeletal System & Connective Tissue,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC MS," $77,694 "
8,Musculoskeletal System & Connective Tissue,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC MS," $67,421 "
8,Musculoskeletal System & Connective Tissue,469 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC MS," $77,380 "
8,Musculoskeletal System & Connective Tissue,470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O M MS," $52,408 "
8,Musculoskeletal System & Connective Tissue,471 - CERVICAL SPINAL FUSION W MCC MS," $143,634 "
8,Musculoskeletal System & Connective Tissue,472 - CERVICAL SPINAL FUSION W CC MS," $85,938 "
8,Musculoskeletal System & Connective Tissue,473 - CERVICAL SPINAL FUSION W/O CC/MCC MS," $67,672 "
8,Musculoskeletal System & Connective Tissue,474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC MS," $90,026 "
8,Musculoskeletal System & Connective Tissue,475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC MS," $62,720 "
8,Musculoskeletal System & Connective Tissue,476 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC MS," $41,643 "
8,Musculoskeletal System & Connective Tissue,477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC MS," $97,708 "
8,Musculoskeletal System & Connective Tissue,478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC MS," $68,305 "
8,Musculoskeletal System & Connective Tissue,479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC MS," $59,761 "
8,Musculoskeletal System & Connective Tissue,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC MS," $95,383 "
8,Musculoskeletal System & Connective Tissue,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC MS," $85,879 "
8,Musculoskeletal System & Connective Tissue,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC MS," $76,499 "
8,Musculoskeletal System & Connective Tissue,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES MS," $63,717 "
8,Musculoskeletal System & Connective Tissue,485 - KNEE PROCEDURES W PDX OF INFECTION W MCC MS," $74,767 "
8,Musculoskeletal System & Connective Tissue,486 - KNEE PROCEDURES W PDX OF INFECTION W CC MS," $72,767 "
8,Musculoskeletal System & Connective Tissue,487 - KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC MS," $62,339 "
8,Musculoskeletal System & Connective Tissue,488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC MS," $69,146 "
8,Musculoskeletal System & Connective Tissue,489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC MS," $59,464 "
8,Musculoskeletal System & Connective Tissue,"492 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC MS"," $128,103 "
8,Musculoskeletal System & Connective Tissue,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC MS"," $94,470 "
8,Musculoskeletal System & Connective Tissue,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC MS"," $67,180 "
8,Musculoskeletal System & Connective Tissue,495 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC MS," $72,031 "
8,Musculoskeletal System & Connective Tissue,496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC MS," $48,627 "
8,Musculoskeletal System & Connective Tissue,497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC MS," $51,085 "
8,Musculoskeletal System & Connective Tissue,498 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC MS," $57,047 "
8,Musculoskeletal System & Connective Tissue,499 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC MS," $42,705 "
8,Musculoskeletal System & Connective Tissue,500 - SOFT TISSUE PROCEDURES W MCC MS," $71,754 "
8,Musculoskeletal System & Connective Tissue,501 - SOFT TISSUE PROCEDURES W CC MS," $67,815 "
8,Musculoskeletal System & Connective Tissue,502 - SOFT TISSUE PROCEDURES W/O CC/MCC MS," $58,549 "
8,Musculoskeletal System & Connective Tissue,503 - FOOT PROCEDURES W MCC MS," $146,543 "
8,Musculoskeletal System & Connective Tissue,504 - FOOT PROCEDURES W CC MS," $91,516 "
8,Musculoskeletal System & Connective Tissue,505 - FOOT PROCEDURES W/O CC/MCC MS," $61,585 "
8,Musculoskeletal System & Connective Tissue,506 - MAJOR THUMB OR JOINT PROCEDURES MS," $43,500 "
8,Musculoskeletal System & Connective Tissue,507 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC MS," $57,343 "
8,Musculoskeletal System & Connective Tissue,508 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC MS," $34,297 "
8,Musculoskeletal System & Connective Tissue,"510 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC MS"," $118,205 "
8,Musculoskeletal System & Connective Tissue,"511 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC MS"," $87,783 "
8,Musculoskeletal System & Connective Tissue,"512 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC MS"," $68,826 "
8,Musculoskeletal System & Connective Tissue,"513 - HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC MS"," $66,432 "
8,Musculoskeletal System & Connective Tissue,"514 - HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC MS"," $41,269 "
8,Musculoskeletal System & Connective Tissue,515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC MS," $124,074 "
8,Musculoskeletal System & Connective Tissue,516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC MS," $81,560 "
8,Musculoskeletal System & Connective Tissue,517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC MS," $60,310 "
8,Musculoskeletal System & Connective Tissue,518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM MS," $96,762 "
8,Musculoskeletal System & Connective Tissue,519 - BACK & NECK PROC EXC SPINAL FUSION W CC MS," $65,998 "
8,Musculoskeletal System & Connective Tissue,520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC MS," $48,802 "
8,Musculoskeletal System & Connective Tissue,533 - FRACTURES OF FEMUR W MCC MS," $39,671 "
8,Musculoskeletal System & Connective Tissue,534 - FRACTURES OF FEMUR W/O MCC MS," $60,870 "
8,Musculoskeletal System & Connective Tissue,535 - FRACTURES OF HIP & PELVIS W MCC MS," $40,692 "
8,Musculoskeletal System & Connective Tissue,536 - FRACTURES OF HIP & PELVIS W/O MCC MS," $41,659 "
8,Musculoskeletal System & Connective Tissue,"537 - SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC MS"," $60,238 "
8,Musculoskeletal System & Connective Tissue,539 - OSTEOMYELITIS W MCC MS," $43,223 "
8,Musculoskeletal System & Connective Tissue,540 - OSTEOMYELITIS W CC MS," $32,908 "
8,Musculoskeletal System & Connective Tissue,541 - OSTEOMYELITIS W/O CC/MCC MS," $16,485 "
8,Musculoskeletal System & Connective Tissue,542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC MS," $47,168 "
8,Musculoskeletal System & Connective Tissue,543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC MS," $32,699 "
8,Musculoskeletal System & Connective Tissue,544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC MS," $37,469 "
8,Musculoskeletal System & Connective Tissue,545 - CONNECTIVE TISSUE DISORDERS W MCC MS," $78,460 "
8,Musculoskeletal System & Connective Tissue,546 - CONNECTIVE TISSUE DISORDERS W CC MS," $35,481 "
8,Musculoskeletal System & Connective Tissue,547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC MS," $28,844 "
8,Musculoskeletal System & Connective Tissue,548 - SEPTIC ARTHRITIS W MCC MS," $63,190 "
8,Musculoskeletal System & Connective Tissue,549 - SEPTIC ARTHRITIS W CC MS," $25,305 "
8,Musculoskeletal System & Connective Tissue,550 - SEPTIC ARTHRITIS W/O CC/MCC MS," $15,438 "
8,Musculoskeletal System & Connective Tissue,551 - MEDICAL BACK PROBLEMS W MCC MS," $55,412 "
8,Musculoskeletal System & Connective Tissue,552 - MEDICAL BACK PROBLEMS W/O MCC MS," $44,930 "
8,Musculoskeletal System & Connective Tissue,553 - BONE DISEASES & ARTHROPATHIES W MCC MS," $35,623 "
8,Musculoskeletal System & Connective Tissue,554 - BONE DISEASES & ARTHROPATHIES W/O MCC MS," $21,911 "
8,Musculoskeletal System & Connective Tissue,555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC MS," $35,445 "
8,Musculoskeletal System & Connective Tissue,556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC MS," $22,257 "
8,Musculoskeletal System & Connective Tissue,"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC MS"," $20,487 "
8,Musculoskeletal System & Connective Tissue,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC MS"," $18,314 "
8,Musculoskeletal System & Connective Tissue,"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC MS"," $49,342 "
8,Musculoskeletal System & Connective Tissue,"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC MS"," $41,881 "
8,Musculoskeletal System & Connective Tissue,"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC MS"," $29,366 "
8,Musculoskeletal System & Connective Tissue,"562 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC MS"," $38,045 "
8,Musculoskeletal System & Connective Tissue,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC MS"," $44,866 "
8,Musculoskeletal System & Connective Tissue,564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC MS," $28,757 "
8,Musculoskeletal System & Connective Tissue,565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC MS," $33,017 "
8,Musculoskeletal System & Connective Tissue,566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC MS," $13,176 "
8,Musculoskeletal System & Connective Tissue,,
9,"Skin, Subcutaneous Tissue & Breast",570 - SKIN DEBRIDEMENT W MCC MS," $80,235 "
9,"Skin, Subcutaneous Tissue & Breast",571 - SKIN DEBRIDEMENT W CC MS," $57,667 "
9,"Skin, Subcutaneous Tissue & Breast",572 - SKIN DEBRIDEMENT W/O CC/MCC MS," $56,858 "
9,"Skin, Subcutaneous Tissue & Breast",573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC MS," $85,940 "
9,"Skin, Subcutaneous Tissue & Breast",574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC MS," $84,869 "
9,"Skin, Subcutaneous Tissue & Breast",575 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC MS," $63,418 "
9,"Skin, Subcutaneous Tissue & Breast",576 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC MS," $139,252 "
9,"Skin, Subcutaneous Tissue & Breast",577 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC MS," $112,965 "
9,"Skin, Subcutaneous Tissue & Breast",578 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC MS," $52,394 "
9,"Skin, Subcutaneous Tissue & Breast","579 - OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC MS"," $88,636 "
9,"Skin, Subcutaneous Tissue & Breast","580 - OTHER SKIN, SUBCUT TISS & BREAST PROC W CC MS"," $67,406 "
9,"Skin, Subcutaneous Tissue & Breast","581 - OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC MS"," $83,613 "
9,"Skin, Subcutaneous Tissue & Breast",582 - MASTECTOMY FOR MALIGNANCY W CC/MCC MS," $66,255 "
9,"Skin, Subcutaneous Tissue & Breast",583 - MASTECTOMY FOR MALIGNANCY W/O CC/MCC MS," $55,975 "
9,"Skin, Subcutaneous Tissue & Breast","584 - BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC MS"," $78,238 "
9,"Skin, Subcutaneous Tissue & Breast","585 - BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC MS"," $69,231 "
9,"Skin, Subcutaneous Tissue & Breast",592 - SKIN ULCERS W MCC MS," $28,403 "
9,"Skin, Subcutaneous Tissue & Breast",593 - SKIN ULCERS W CC MS," $22,031 "
9,"Skin, Subcutaneous Tissue & Breast",594 - SKIN ULCERS W/O CC/MCC MS," $14,277 "
9,"Skin, Subcutaneous Tissue & Breast",595 - MAJOR SKIN DISORDERS W MCC MS," $42,626 "
9,"Skin, Subcutaneous Tissue & Breast",596 - MAJOR SKIN DISORDERS W/O MCC MS," $24,691 "
9,"Skin, Subcutaneous Tissue & Breast",597 - MALIGNANT BREAST DISORDERS W MCC MS," $28,830 "
9,"Skin, Subcutaneous Tissue & Breast",598 - MALIGNANT BREAST DISORDERS W CC MS," $24,933 "
9,"Skin, Subcutaneous Tissue & Breast",600 - NON-MALIGNANT BREAST DISORDERS W CC/MCC MS," $27,472 "
9,"Skin, Subcutaneous Tissue & Breast",601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC MS," $13,187 "
9,"Skin, Subcutaneous Tissue & Breast",602 - CELLULITIS W MCC MS," $27,825 "
9,"Skin, Subcutaneous Tissue & Breast",603 - CELLULITIS W/O MCC MS," $17,820 "
9,"Skin, Subcutaneous Tissue & Breast","604 - TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC MS"," $61,357 "
9,"Skin, Subcutaneous Tissue & Breast","605 - TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC MS"," $32,242 "
9,"Skin, Subcutaneous Tissue & Breast",606 - MINOR SKIN DISORDERS W MCC MS," $38,641 "
9,"Skin, Subcutaneous Tissue & Breast",607 - MINOR SKIN DISORDERS W/O MCC MS," $25,699 "
9,"Skin, Subcutaneous Tissue & Breast",,
10,"Endocrine, Nutritional & Metabolic System",614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC MS," $75,950 "
10,"Endocrine, Nutritional & Metabolic System",615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC MS," $62,303 "
10,"Endocrine, Nutritional & Metabolic System","616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC MS"," $127,565 "
10,"Endocrine, Nutritional & Metabolic System","617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC MS"," $50,666 "
10,"Endocrine, Nutritional & Metabolic System",619 - O.R. PROCEDURES FOR OBESITY W MCC MS," $64,171 "
10,"Endocrine, Nutritional & Metabolic System",620 - O.R. PROCEDURES FOR OBESITY W CC MS," $53,594 "
10,"Endocrine, Nutritional & Metabolic System",621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC MS," $48,488 "
10,"Endocrine, Nutritional & Metabolic System","622 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC MS"," $116,437 "
10,"Endocrine, Nutritional & Metabolic System","623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC MS"," $41,376 "
10,"Endocrine, Nutritional & Metabolic System","624 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC MS"," $37,607 "
10,"Endocrine, Nutritional & Metabolic System","625 - THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC MS"," $123,743 "
10,"Endocrine, Nutritional & Metabolic System","626 - THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC MS"," $67,940 "
