NORTH SHORE MEDICAL CENTER STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
76000414,HC CLTX HUMERAL SHFT FX W/MANJ W/WO SKELETAL TRACJ,"$1,772.00"
76000413,HC CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION,"$1,243.00"
76000411,HC TENODESIS BICEPS TENDON ELBOW SEPARATE PROCEDURE,"$10,708.00"
76000410,HC INJECTION ELBOW ARTHROGRAPHY,$286.00
76000405,HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA,"$2,392.00"
76000403,HC CLTX SHOULDER DISLC W/SURG/ANTMCL NECK FX W/MANJ,"$1,963.00"
76000401,HC CLTX SHOULDER DISLC W/FX HUMERAL TUBRST W/MANJ,"$1,534.00"
76000400,HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,"$3,270.00"
76000399,HC CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,"$1,060.00"
76000396,HC CLTX PROX HUMRL FX W/MANJ W/WO SKELETAL TRACJ,"$3,545.00"
76000395,HC CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION,"$1,170.00"
76000393,HC CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,$938.00
76000387,HC CLSD TX CLAVICULAR FRACTURE W/O MANIPULATION,$849.00
76000386,HC INJECTION SHOULDER ARTHROGRAPHY/ CT/MRI ARTHG,$218.00
76000380,HC EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM,"$3,246.00"
76000377,HC EXC TUMOR SOFT TISSUE ABDL WALL SUBFASCIAL <5CM,"$4,918.00"
76000360,HC MANIPULATION SPINE REQUIRING ANESTHESIA,"$3,270.00"
76000359,HC CLTX VRT FX&/DISLC CSTING/BRACING MANJ/TRCJ,"$3,545.00"
76000354,HC EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5 CM/>,"$4,918.00"
76000353,HC EXCISION TUMOR SOFT TIS BACK/FLANK SUBQ 3 CM/>,"$4,918.00"
76000352,HC EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,"$3,246.00"
76000350,HC BIOPSY SOFT TISSUE BACK/FLANK SUPERFICIAL,"$1,815.00"
76000346,HC RAD RESECT TUMOR SOFT TISS NECK/ANT THORAX 5CM/>,"$5,980.00"
76000344,HC EXC TUMOR SOFT TISS NECK/THORAX SUBFASCIAL <5CM,"$4,918.00"
76000342,HC EXC TUMOR SOFT TISSUE NECK/THORAX SUBFASC 5 CM/>,"$4,918.00"
76000335,HC CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ,$238.00
76000333,HC CLOSED TX MANDIBULAR FX W/INTERDENTAL FIXATION,"$10,093.00"
76000328,HC CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION,"$1,543.00"
76000327,HC CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION,"$3,448.00"
76000326,HC CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION,"$3,448.00"
76000325,HC CLOSED TX NASAL FRACTURE W/O STABILIZATION,"$1,543.00"
76000324,HC CLOSED TREATMENT NASAL FRACTURE W/O MANIPULATION,$238.00
76000313,HC EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL 2 CM/>,"$2,295.00"
76000312,HC EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL <2CM,"$1,815.00"
76000311,HC EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ 2 CM/>,"$1,815.00"
76000308,HC ABLATION BONE TUMOR RF PERCUTANEOUS CT GUIDANCE,"$10,708.00"
76000307,HC MNTR INTERSTITIAL FLUID PRESSURE CMPRT SYNDROME,$452.00
76000304,HC REMOVAL IMPLANT DEEP,"$4,918.00"
76000303,HC REMOVAL IMPLANT SUPERFICIAL SEPARATE PROCEDURE,"$3,246.00"
76000302,HC REMOVAL TONG/HALO APPLIED BY ANOTHER INDIVIDUAL,$405.00
76000301,HC APPL HALO 6/> PINS THIN SKULL OSTEOLOGY,"$3,140.00"
76000298,HC INSERTION WIRE/PIN W/APPL SKELETAL TRACTION SPX,"$7,294.00"
76000296,HC ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ,$573.00
76000294,HC ARTHROCENTESIS ASPIR&/INJECTION MAJOR JT/BURSA,$573.00
76000293,HC ARTHROCENTESIS ASPIR&/INJECTION INTERM JT/BURS,$573.00
76000292,HC ARTHROCENTESIS ASPIR&/INJECTION SMALL JT/BURSA,$573.00
76000290,HC INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES,$573.00
76000289,HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,$573.00
76000288,HC INJECTION SINGLE TENDON ORIGIN/INSERTION,$573.00
76000287,HC INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS,$573.00
76000285,HC INJECTION THERAPEUTIC CARPAL TUNNEL,$573.00
76000284,HC RMVL FOREIGN BODY MUSCLE/TENDON SHEATH DEEP/COMP,"$4,918.00"
76000283,HC REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE,"$1,815.00"
76000282,HC INJECTION SINUS TRACT DIAGNOSTIC,$165.00
76000281,HC INJECTION SINUS TRACT THERAPEUTIC SEPARATE PROC,"$1,543.00"
76000278,HC BIOPSY BONE OPEN SUPERFICIAL,"$4,918.00"
76000277,HC BIOPSY BONE TROCAR/NEEDLE DEEP,"$3,246.00"
76000276,HC BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,"$1,815.00"
76000275,HC BIOPSY MUSCLE PERCUTANEOUS NEEDLE,"$1,987.00"
76000274,HC BIOPSY MUSCLE DEEP,"$3,246.00"
76000272,HC EXPLORATION PENETRATING WOUND SPX EXTREMITY,"$2,392.00"
76000270,HC EXPLORATION PENETRATING WOUND SPX CHEST,"$3,882.00"
76000268,HC I&D SOFT TISSUE ABSCESS SUBFASC,"$4,095.00"
76000252,HC EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LESION,"$5,590.00"
76000247,HC BIOPSY BREAST OPEN INCISIONAL,"$5,590.00"
76000246,HC BX BREAST NEEDLE CORE W/O IMAGING GUIDANCE SPX,"$1,164.00"
76000245,HC INJECTION MAMMARY DUCTOGRAM/GALACTOGRAM,$334.00
76000244,HC MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP,"$4,445.00"
76000243,HC PUNCTURE ASPIRATION BREAST EACH ADDITIONAL CYST,$92.00
76000242,HC PUNCTURE ASPIRATION CYST BREAST,"$1,164.00"
76000230,HC DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,"$1,100.00"
76000223,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 3.1-4.0CM,$560.00
76000221,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,$488.00
76000218,HC CHEMICAL CAUTERIZATION GRANULATION TISSUE,$417.00
76000217,HC DESTRUCTION BENIGN LESIONS 15/>,$417.00
76000216,HC DESTRUCTION BENIGN LESIONS UP TO 14,$267.00
76000213,HC DESTRUCTION CUTANEOUS VASC PROLIFERATIVE <10CM,"$1,323.00"
76000211,HC DESTRUCTION PREMALIGNANT LESION 2-14 EA,$46.00
76000210,HC DESTRUCTION PREMALIGNANT LESION 1ST,$237.00
76000209,HC ESCHAROTOMY EACH ADDITIONAL INCISION,$317.00
76000208,HC ESCHAROTOMY FIRST INCISION,$845.00
76000207,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ LARGE,$532.00
76000206,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ MEDIUM,$451.00
76000205,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ SMALL,$417.00
76000204,HC INITIAL TX 1ST DEGREE BURN LOCAL TX,$182.00
76000201,HC BLEPHAROPLASTY UPPER EYELID W/EXCESSIVE SKIN,"$3,882.00"
76000196,HC GRAFT COMPOSITE W/PRIMARY CLOSURE DONOR AREA,"$3,882.00"
76000183,HC SUB GRFT F/S/N/H/F/G/M/D >/= 100SCM ADL 100SCM,$241.00
76000182,HC SUB GRFT F/S/N/H/F/G/M/D </= 100SCM 1ST 100SCM,"$3,882.00"
76000181,HC SUB GRFT F/S/N/H/F/G/M/D <100SCM EA ADDL 25 SCM,$110.00
76000180,HC SUB GRFT F/S/N/H/F/G/M/D <100SCM 1ST 25 SCM,"$3,882.00"
76000179,HC APP SKN SUB GRFT T/A/L AREA/100SCM ADL 100SCM,$195.00
76000178,HC APP SKN SUB GRFT T/A/L AREA/100SCM 1ST 100SCM,"$6,400.00"
76000177,HC APP SKN SUB GRFT T/A/L AREA/100SCM EA ADL 25SC,$77.00
76000176,HC APP SKN SUB GRFT T/A/L AREA/100SCM /<1ST 25,"$3,882.00"
76000175,HC FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 SQ CM/<,"$3,882.00"
76000173,HC FTH/GFT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F 20 CM/<,"$3,882.00"
76000168,HC SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/</1 %,"$6,400.00"
76000167,HC SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,"$6,400.00"
76000166,HC PINCH GRAFT 1/MLT SM ULCER TIP/OTH AREA 2CM,"$1,778.00"
76000165,HC PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT,"$1,160.00"
76000164,HC PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT,"$1,160.00"
76000162,HC ADJNT TIS TRNSFR/REARGMT ANY AREA 30.1-60 SQ CM,"$6,400.00"
76000160,HC ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,"$3,882.00"
76000159,HC ADJT/REARGMT F/C/C/M/N/AX/G/H/F 10.1-30.0 SQ CM,"$3,882.00"
76000158,HC ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,"$3,882.00"
76000156,HC ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,"$3,882.00"
76000155,HC ADJNT TIS TRANSFR/REARRANGE TRUNK 10.1-30.0 SQCM,"$3,882.00"
76000154,HC ADJACENT TISSUE TRANSFER/REARGMT TRUNK 10 SQCM/<,"$3,882.00"
76000153,HC SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,"$3,882.00"
76000151,HC REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,"$1,698.00"
76000150,HC REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,"$1,284.00"
76000148,HC REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/<,$522.00
76000147,HC REPAIR COMPLEX 2.6-7.5 CM,"$1,903.00"
76000146,HC REPAIR COMPLEX 1.1-2.5 CM,"$1,120.00"
76000145,HC REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,$335.00
76000144,HC REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,"$1,342.00"
76000143,HC REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,$992.00
76000141,HC REPAIR COMPLEX TRUNK 2.6-7.5 CM,"$1,160.00"
76000140,HC REPAIR COMPLEX TRUNK 1.1-2.5 CM,"$1,160.00"
76000138,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,"$1,345.00"
76000137,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,"$1,484.00"
76000136,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,$922.00
76000135,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,$879.00
76000134,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,$906.00
76000133,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,$761.00
76000132,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,"$1,240.00"
76000130,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,$983.00
76000129,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,$854.00
76000128,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,$817.00
76000127,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,$714.00
76000126,HC REPAIR INTERMEDIATE S/A/T/E >30.0 CM,"$1,246.00"
76000125,HC REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,"$1,459.00"
76000124,HC REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,"$1,160.00"
76000123,HC REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,$828.00
76000122,HC REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,$823.00
76000121,HC REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,$681.00
76000119,HC CLOSURE OF SPLIT WOUND SIMPLE,"$1,160.00"
76000118,HC SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,"$1,268.00"
76000116,HC SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,$875.00
76000115,HC SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,$725.00
76000114,HC SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,$571.00
76000113,HC SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,$480.00
76000112,HC SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,$419.00
76000111,HC SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,"$1,272.00"
76000110,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,$837.00
76000109,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,$648.00
76000108,HC SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,$524.00
76000107,HC SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,$450.00
76000106,HC SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,$404.00
76000099,HC INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,$236.00
76000098,HC EXCISION PILONIDAL CYST/SINUS SIMPLE,"$4,918.00"
76000097,HC WEDGE EXCISION SKIN NAIL FOLD,$300.00
76000095,HC REPAIR NAIL BED,$563.00
76000094,HC BIOPSY NAIL UNIT SEPARATE PROCEDURE,$903.00
76000092,HC EXCISION NAIL MATRIX PERMANENT REMOVAL,$903.00
76000091,HC EVACUATION SUBUNGUAL HEMATOMA,$173.00
76000090,HC AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,$119.00
76000089,HC AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,$417.00
76000088,HC DEBRIDEMENT NAIL ANY METHOD 6/>,$173.00
76000087,HC DEBRIDEMENT NAIL ANY METHOD 1-5,$173.00
76000086,HC TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,$173.00
76000085,HC EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,"$1,954.00"
76000084,HC EXCISION MALIGNANT LES F/E/E/N/L 3.1-4.0 CM,"$1,954.00"
76000083,HC EXCISION MALIGNANT LES F/E/E/N/L 2.1-3.0 CM/<,"$1,954.00"
76000082,HC EXCISION MALIGNANT LES F/E/E/N/L 1.1-2.0 CM,"$1,100.00"
76000081,HC EXCISION MALIGNANT LES F/E/E/N/L 0.6-1.0 CM,$740.00
76000080,HC EXCISION MALIGNANT LESION F/E/E/N/L 0.5 CM/<,"$1,034.00"
76000079,HC EXCISION MALIGNANT LESION S/N/H/F/G >4.0 CM,"$4,918.00"
76000078,HC EXCISION MALIGNANT LESION S/N/H/F/G 3.1-4.0 CM,"$3,246.00"
76000077,HC EXCISION MALIGNANT LESION S/N/H/F/G 2.1-3.0 CM/<,"$1,815.00"
76000076,HC EXCISION MALIGNANT LESION S/N/H/F/G 1.1-2.0 CM,"$1,100.00"
76000075,HC EXCISION MALIGNANT LESION S/N/H/F/G 0.6-1.0 CM,"$1,100.00"
76000074,HC EXCISION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,"$1,815.00"
76000073,HC EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM,"$3,246.00"
76000072,HC EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM,"$2,422.00"
76000071,HC EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM/<,"$1,100.00"
76000070,HC EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM,"$1,100.00"
76000069,HC EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,"$1,100.00"
76000068,HC EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,"$1,835.00"
76000067,HC EXCISION HIDRADENITIS INGUINAL SMPL/INTRM RPR,"$4,918.00"
76000065,HC EXCISION HIDRADENITIS AXILLARY SMPL/INTRM RPR,"$4,918.00"
76000064,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M > 4.0CM,"$4,918.00"
76000063,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 3.1-4.0CM,"$1,815.00"
76000062,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM,"$1,954.00"
76000061,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,"$1,954.00"
76000060,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM,"$1,100.00"
76000059,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<,$903.00
76000058,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G > 4.0CM,"$4,918.00"
76000057,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 3.1-4.0CM,"$3,246.00"
76000056,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 2.1-3.0CM,"$3,246.00"
76000055,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM,"$1,100.00"
76000054,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,"$1,100.00"
76000053,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,"$1,815.00"
76000052,HC EXC B9 LES MRGN XCP SK TG T/A/L >4.0 CM,"$3,246.00"
76000051,HC EXC B9 LES MRGN XCP SK TG T/A/L 3.1-4.0 CM,"$3,246.00"
76000050,HC EXC B9 LES MRGN XCP SK TG T/A/L 2.1-3.0 CM/<,"$1,100.00"
76000049,HC EXC B9 LES MRGN XCP SK TG T/A/L 1.1-2.0 CM,"$1,100.00"
76000048,HC EXC B9 LES MRGN XCP SK TG T/A/L 0.6-1.0 CM,"$1,100.00"
76000047,HC EXC B9 LES MRGN XCP SK TG T/A/L 0.5 CM/<,$903.00
76000045,HC SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,$600.00
76000044,HC SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 0.6-1.0 CM,$600.00
76000043,HC SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,$236.00
76000040,HC SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.6-1.0 CM,$325.00
76000038,HC SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM >2.0 CM,$417.00
76000037,HC SHVG SKN LESION 1 TRUNK/ARM/LEG DIAM 1.1-2.0 CM,$325.00
76000036,HC SHVG SKIN LES 1 TRUNK/ARM/LEG DIAM 0.6-1.0 CM,$325.00
76000035,HC SHAVING SKIN LES 1 TRUNK/ARM/LEG DIAM 0.5CM/<,$236.00
76000033,HC REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,$287.00
76000032,HC BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN,$100.00
76000031,HC BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION,$417.00
76000029,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,$325.00
76000028,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,$236.00
76000027,HC DEBRIDEMENT BONE EACH ADDITIONAL 20 SQ CM,$300.00
76000026,HC DEBRIDEMENT MUSCLE &/FASCIA EA ADDL 20 SQ CM,$174.00
76000025,HC DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,$80.00
76000024,HC DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<,"$1,815.00"
76000023,HC DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,$964.00
76000022,HC DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,$778.00
76000018,HC REMOVAL PROSTHETIC MATRL ABDL WALL FOR INFECTION,"$1,018.00"
76000013,HC DBRDMT EXTENSV ECZEMA/INFECT SKN UP 10% BDY SURF,$778.00
76000012,HC INCISION & DRAINAGE COMPLEX PO WOUND INFECTION,"$4,445.00"
76000011,HC PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,$452.00
76000010,HC I&D HEMATOMA SEROMA/FLUID COLLECTION,"$2,392.00"
76000009,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS COMPL,"$3,246.00"
76000008,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,$778.00
76000007,HC INCISION & DRAINAGE PILONIDAL CYST COMPLICATED,"$2,392.00"
76000006,HC INCISION & DRAINAGE PILONIDAL CYST SIMPLE,$452.00
76000005,HC INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,$664.00
76000004,HC INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,$452.00
76000002,HC FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE,"$1,164.00"
76000001,HC FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,$417.00
75000452,"HC DEST INTRNL HEMRRHDS, THERMAL","$1,340.00"
75000434,HC SIGMOIDOSCOPY FLX WITH BAND LIGATION(S),"$2,259.00"
75000431,HC COLSC FLX W/REMOVAL LESION BY HOT BX FORCEPS,"$2,086.00"
75000426,HC COLONOSCOPY FLEXIBLE WITH BAND LIGATION(S),"$2,982.00"
75000425,HC COLONOSCOPY FLEXIBLE WITH DECOMPRESSION,"$2,982.00"
75000423,HC COLSC FLX W/NDSC US XM RCTM ET AL LMTD&ADJ STRUX,"$2,086.00"
75000422,HC COLONOSCOPY FLX W/ENDOSCOPIC MUCOSAL RESECTION,"$2,982.00"
75000421,HC COLONOSCOPY FLX WITH ENDOSCOPIC STENT PLACEMENT,"$12,862.00"
75000420,HC COLONOSCOPY FLX ABLATION TUMOR POLYP/OTHER LES,"$2,259.00"
75000419,HC COLSC FLEXIBLE W/TRANSENDOSCOPIC BALLOON DILAT,"$2,086.00"
75000418,HC COLSC FLX W/RMVL OF TUMOR POLYP LESION SNARE TQ,"$2,086.00"
75000417,HC COLONOSCOPY FLX DX W/COLLJ SPEC WHEN PFRMD,"$2,982.00"
75000416,HC SGMDSC FLX WITH ENDOSCOPIC MUCOSAL RESECTION,"$2,982.00"
75000415,HC SIGMOIDOSCOPY FLX PLACEMENT OF ENDOSCOPIC STENT,$747.00
75000414,HC SIGMOIDOSCOPY FLX ABLATION TUMOR POLYP/OTH LES,"$2,259.00"
75000409,HC COLONOSCOPY STOMA W/SUBMUCOSAL INJECTION,"$2,259.00"
75000369,HC BWF DUODENAL PANCRTGPHY,"$2,910.00"
75000366,HC BWF PNEUMATIC DILITATION,"$1,089.00"
75000364,HC ERCP LESION ABLATE W/DILATE,"$5,475.00"
75000363,HC ERCP EA DUCT/AMPULLA DILATE,"$5,475.00"
75000362,HC ERCP STENT EXCHANGE W/DILATE,"$5,475.00"
75000361,HC ERCP REMOVE FORGN BODY DUCT,"$5,475.00"
75000360,HC ERCP DUCT STENT PLACEMENT,"$5,475.00"
75000359,HC EGD LESION ABLATION,"$2,869.00"
75000358,HC EGD ENDOSCOPIC STENT PLACE,"$6,715.00"
75000357,HC EGD ENDO MUCOSAL RESECTION,"$1,898.00"
75000355,HC ESOPHAGOSC DILATE BALLOON 30,"$2,869.00"
75000354,HC ESOPHAGOSCOP STENT PLACEMENT,$829.00
75000339,HC PREPARE FECAL MICROBIOTA FOR INSTILLATION,$330.00
75000330,HC COLON CA SCRN NOT HI RSK IND,"$2,982.00"
75000329,HC COLORECTAL SCRN; HI RISK IND,"$2,982.00"
75000328,HC CA SCREEN;FLEXI SIGMOIDSCOPE,"$1,272.00"
75000320,HC GI IMAG INTRALUMINAL ESOPHAGUS-ILEUM W/I&R,"$3,220.00"
75000317,HC ESOPHGL FUNCJ G-ESOP RFLX IMPD ELTRD PROLNG,$976.00
75000316,HC GASTROESOPHAG REFLX TEST W/INTRLUML IMPED ELTRD,$800.00
75000315,HC GASTROESOPHAG REFLX TEST W/TELEMTRY PH ELTRD,"$3,218.00"
75000314,HC GASTROESOPHAG REFLX TEST W/CATH PH ELTRD PLCMT,$976.00
75000309,HC ESOPHAGEAL MOTILITY STUDY W/INTERP&RPT,$976.00
75000306,HC CONTRAST INJECTION PERQ RADIOLOGIC EVAL GI TUBE,$428.00
75000305,HC OBSTRUCTIVE MATERIAL REMOVAL FROM GI TUBE,$209.00
75000304,HC REPLACEMENT GASTRO-JEJUNOSTOMY TUBE PERCUTANEOUS,"$1,320.00"
75000303,HC REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,"$1,320.00"
75000302,HC REPLACE GASTROSTOMY/CECOSTOMY TUBE PERCUTANEOUS,"$1,320.00"
75000301,HC CONVERT GASTROSTOMY-GASTRO-JEJUNOSTOMY TUBE PERQ,"$2,869.00"
75000299,HC INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,"$2,869.00"
75000298,HC INSERT GASTROSTOMY TUBE PERCUTANEOUS,"$2,869.00"
75000294,HC CNTRST NJX ASSMT ABSC/CST VIA DRG CATH/TUBE SPX,$172.00
75000293,HC EXCHNG ABSC/CST DRG CATH RAD GID SPX,"$3,698.00"
75000291,HC INSERTION TUNNEL INTRAPERITONEAL CATH DIAL OPEN,"$8,173.00"
75000289,HC INSJ INTRAPERITONEAL CATHETER W/IMG GID,"$6,843.00"
75000288,HC INTERSTITIAL DEV PLMT RADIATION THERAPY 1/MLT,"$2,935.00"
75000286,HC INJECTION AIR/CONTRAST PERITONEAL CAVITY SPX,$406.00
75000284,HC LAPS ABD PRTM&OMENTUM DX W/WO SPEC BR/WA SPX,"$8,299.00"
75000280,HC BX ABDL/RETROPERITONEAL MASS PRQ NEEDLE,"$2,145.00"
75000279,HC PERITONEAL LAVAGE W/WO IMAGING GUIDANCE,"$1,374.00"
75000278,HC ABDOM PARACENTESIS DX/THER W/IMAGING GUIDANCE,"$2,280.00"
75000277,HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE,"$1,374.00"
75000274,HC DRG XTRAPERITONEAL LYMPHOCELE PERITON CAVITY OPN,"$2,738.00"
75000262,HC BIOPSY PANCREA PERCUTANEOUS NEEDLE,"$2,145.00"
75000256,HC BILIARY NDSC PRQ T-TUBE DILAT STRIX W/STENT,"$11,626.00"
75000245,HC CHOLECYSTOSTOMY PRQ W/IMAGING & CATHETER PLMT,"$5,065.00"
75000243,HC ABLTJ 1/> LVR TUM PRQ RF,"$11,626.00"
75000240,HC BIOPSY LIVER NEEDLE PERCUTANEOUS,"$2,145.00"
